,NKE US Equity
2020-08-27,62.6176
2020-08-28,64.1954
2020-08-29,64.1954
2020-08-30,64.1954
2020-08-31,63.5407
2020-09-01,66.1728
2020-09-02,67.7719
2020-09-03,61.6918
2020-09-04,61.0464
2020-09-05,61.0464
2020-09-06,61.0464
2020-09-07,61.0464
2020-09-08,61.3439
2020-09-09,63.3183
2020-09-10,63.15
2020-09-11,65.8882
2020-09-12,65.8882
2020-09-13,65.8882
2020-09-14,66.9027
2020-09-15,66.8866
2020-09-16,65.7748
2020-09-17,62.2635
2020-09-18,59.7482
2020-09-19,59.7482
2020-09-20,59.7482
2020-09-21,57.9117
2020-09-22,61.2543
2020-09-23,68.7629
2020-09-24,65.7261
2020-09-25,65.0711
2020-09-26,65.0711
2020-09-27,65.0711
2020-09-28,65.1333
2020-09-29,66.5246
2020-09-30,65.4467
2020-10-01,66.2157
2020-10-02,66.2157
2020-10-03,66.2157
2020-10-04,66.2157
2020-10-05,67.1199
2020-10-06,66.7416
2020-10-07,68.4469
2020-10-08,67.9237
2020-10-09,68.8184
2020-10-10,68.8184
2020-10-11,68.8184
2020-10-12,66.521
2020-10-13,66.1304
2020-10-14,63.8335
2020-10-15,64.9299
2020-10-16,63.4451
2020-10-17,63.4451
2020-10-18,63.4451
2020-10-19,62.6009
2020-10-20,63.5343
2020-10-21,64.3505
2020-10-22,64.8612
2020-10-23,64.8123
2020-10-24,64.8123
2020-10-25,64.8123
2020-10-26,62.1963
2020-10-27,61.593
2020-10-28,53.2787
2020-10-29,54.1242
2020-10-30,50.7388
2020-10-31,50.7388
2020-11-01,50.7388
2020-11-02,53.2522
2020-11-03,55.4897
2020-11-04,58.0839
2020-11-05,60.1461
2020-11-06,59.1261
2020-11-07,59.1261
2020-11-08,59.1261
2020-11-09,59.1708
2020-11-10,57.5535
2020-11-11,57.488
2020-11-12,56.1388
2020-11-13,57.7866
2020-11-14,57.7866
2020-11-15,57.7866
2020-11-16,59.5412
2020-11-17,61.4437
2020-11-18,60.6291
2020-11-19,60.8881
2020-11-20,61.8792
2020-11-21,61.8792
2020-11-22,61.8792
2020-11-23,62.9239
2020-11-24,63.4376
2020-11-25,64.1939
2020-11-26,64.1939
2020-11-27,62.1514
2020-11-28,62.1514
2020-11-29,62.1514
2020-11-30,62.581
2020-12-01,63.2899
2020-12-02,63.4256
2020-12-03,64.7533
2020-12-04,65.2321
2020-12-05,65.2321
2020-12-06,65.2321
2020-12-07,66.6784
2020-12-08,67.0151
2020-12-09,66.3961
2020-12-10,64.1487
2020-12-11,63.8347
2020-12-12,63.8347
2020-12-13,63.8347
2020-12-14,61.7559
2020-12-15,65.001
2020-12-16,63.1301
2020-12-17,65.2581
2020-12-18,59.9243
2020-12-19,59.9243
2020-12-20,59.9243
2020-12-21,65.9504
2020-12-22,63.6443
2020-12-23,62.6484
2020-12-24,62.4141
2020-12-25,62.4141
2020-12-26,62.4141
2020-12-27,62.4141
2020-12-28,63.1536
2020-12-29,61.8493
2020-12-30,61.8587
2020-12-31,61.6844
2021-01-01,61.6844
2021-01-02,61.6844
2021-01-03,61.6844
2021-01-04,59.523
2021-01-05,60.6981
2021-01-06,61.8341
2021-01-07,64.3113
2021-01-08,65.5566
2021-01-09,65.5566
2021-01-10,65.5566
2021-01-11,66.1672
2021-01-12,62.8727
2021-01-13,59.7783
2021-01-14,57.2548
2021-01-15,56.4333
2021-01-16,56.4333
2021-01-17,56.4333
2021-01-18,56.4333
2021-01-19,54.4142
2021-01-20,58.1823
2021-01-21,56.5521
2021-01-22,53.6015
2021-01-23,53.6015
2021-01-24,53.6015
2021-01-25,51.3923
2021-01-26,48.5734
2021-01-27,44.3798
2021-01-28,48.5472
2021-01-29,47.4246
2021-01-30,47.4246
2021-01-31,47.4246
2021-02-01,49.6828
2021-02-02,53.4669
2021-02-03,52.4571
2021-02-04,54.3165
2021-02-05,58.1126
2021-02-06,58.1126
2021-02-07,58.1126
2021-02-08,56.2769
2021-02-09,54.5774
2021-02-10,55.1568
2021-02-11,56.0908
2021-02-12,54.5455
2021-02-13,54.5455
2021-02-14,54.5455
2021-02-15,54.5455
2021-02-16,54.1004
2021-02-17,56.1587
2021-02-18,57.1185
2021-02-19,53.723
2021-02-20,53.723
2021-02-21,53.723
2021-02-22,48.5228
2021-02-23,48.0373
2021-02-24,47.5994
2021-02-25,47.4967
2021-02-26,47.0331
2021-02-27,47.0331
2021-02-28,47.0331
2021-03-01,50.0195
2021-03-02,49.3872
2021-03-03,46.7111
2021-03-04,44.6958
2021-03-05,46.1149
2021-03-06,46.1149
2021-03-07,46.1149
2021-03-08,47.4045
2021-03-09,48.8589
2021-03-10,50.5287
2021-03-11,53.9434
2021-03-12,53.1631
2021-03-13,53.1631
2021-03-14,53.1631
2021-03-15,57.0617
2021-03-16,56.7461
2021-03-17,56.8907
2021-03-18,55.0433
2021-03-19,49.3377
2021-03-20,49.3377
2021-03-21,49.3377
2021-03-22,50.0729
2021-03-23,48.9887
2021-03-24,45.4805
2021-03-25,41.9347
2021-03-26,46.117
2021-03-27,46.117
2021-03-28,46.117
2021-03-29,46.5746
2021-03-30,46.1369
2021-03-31,46.0871
2021-04-01,45.7805
2021-04-02,45.7805
2021-04-03,45.7805
2021-04-04,45.7805
2021-04-05,48.3386
2021-04-06,50.2511
2021-04-07,49.673
2021-04-08,47.0877
2021-04-09,48.7939
2021-04-10,48.7939
2021-04-11,48.7939
2021-04-12,49.9171
2021-04-13,47.1311
2021-04-14,46.0336
2021-04-15,47.4286
2021-04-16,48.059
2021-04-17,48.059
2021-04-18,48.059
2021-04-19,46.491
2021-04-20,42.0387
2021-04-21,44.8315
2021-04-22,44.2622
2021-04-23,45.2708
2021-04-24,45.2708
2021-04-25,45.2708
2021-04-26,46.6647
2021-04-27,47.1681
2021-04-28,45.9367
2021-04-29,48.4715
2021-04-30,47.8885
2021-05-01,47.8885
2021-05-02,47.8885
2021-05-03,48.3006
2021-05-04,46.9153
2021-05-05,47.6085
2021-05-06,48.946
2021-05-07,53.1242
2021-05-08,53.1242
2021-05-09,53.1242
2021-05-10,51.6957
2021-05-11,52.3722
2021-05-12,48.7158
2021-05-13,48.9333
2021-05-14,51.1919
2021-05-15,51.1919
2021-05-16,51.1919
2021-05-17,51.6496
2021-05-18,50.7773
2021-05-19,48.2015
2021-05-20,48.5236
2021-05-21,47.9171
2021-05-22,47.9171
2021-05-23,47.9171
2021-05-24,49.4181
2021-05-25,49.6966
2021-05-26,52.378
2021-05-27,52.0098
2021-05-28,52.1946
2021-05-29,52.1946
2021-05-30,52.1946
2021-05-31,52.1946
2021-06-01,49.9767
2021-06-02,49.5965
2021-06-03,49.5965
2021-06-04,49.0912
2021-06-05,49.0912
2021-06-06,49.0912
2021-06-07,49.3519
2021-06-08,48.616
2021-06-09,46.7992
2021-06-10,45.7909
2021-06-11,47.1068
2021-06-12,47.1068
2021-06-13,47.1068
2021-06-14,46.4028
2021-06-15,45.1161
2021-06-16,45.2775
2021-06-17,43.4973
2021-06-18,42.8961
2021-06-19,42.8961
2021-06-20,42.8961
2021-06-21,45.4501
2021-06-22,48.8512
2021-06-23,49.6895
2021-06-24,50.3681
2021-06-25,68.5687
2021-06-26,68.5687
2021-06-27,68.5687
2021-06-28,66.1616
2021-06-29,68.2422
2021-06-30,66.5214
2021-07-01,68.497
2021-07-02,69.4223
2021-07-03,69.4223
2021-07-04,69.4223
2021-07-05,69.4223
2021-07-06,69.6186
2021-07-07,69.6458
2021-07-08,69.9082
2021-07-09,70.1186
2021-07-10,70.1186
2021-07-11,70.1186
2021-07-12,70.5899
2021-07-13,70.2683
2021-07-14,70.1964
2021-07-15,70.2907
2021-07-16,67.5756
2021-07-17,67.5756
2021-07-18,67.5756
2021-07-19,64.7896
2021-07-20,66.153
2021-07-21,67.0974
2021-07-22,68.8423
2021-07-23,70.51
2021-07-24,70.51
2021-07-25,70.51
2021-07-26,68.7072
2021-07-27,67.9711
2021-07-28,68.5674
2021-07-29,69.5746
2021-07-30,69.9136
2021-07-31,69.9136
2021-08-01,69.9136
2021-08-02,70.7184
2021-08-03,72.2539
2021-08-04,72.6606
2021-08-05,73.7941
2021-08-06,72.1199
2021-08-07,72.1199
2021-08-08,72.1199
2021-08-09,70.4968
2021-08-10,70.8265
2021-08-11,69.2259
2021-08-12,68.2211
2021-08-13,68.997
2021-08-14,68.997
2021-08-15,68.997
2021-08-16,69.4887
2021-08-17,66.7115
2021-08-18,63.8393
2021-08-19,59.2463
2021-08-20,61.2184
2021-08-21,61.2184
2021-08-22,61.2184
2021-08-23,62.8498
2021-08-24,63.0663
2021-08-25,62.8623
2021-08-26,58.7595
2021-08-27,59.6336
2021-08-28,59.6336
2021-08-29,59.6336
2021-08-30,60.0551
2021-08-31,55.6591
2021-09-01,55.4295
2021-09-02,54.2839
2021-09-03,53.7929
2021-09-04,53.7929
2021-09-05,53.7929
2021-09-06,53.7929
2021-09-07,52.9454
2021-09-08,50.5015
2021-09-09,53.5256
2021-09-10,53.8031
2021-09-11,53.8031
2021-09-12,53.8031
2021-09-13,48.8865
2021-09-14,48.0385
2021-09-15,47.0933
2021-09-16,46.7464
2021-09-17,45.4283
2021-09-18,45.4283
2021-09-19,45.4283
2021-09-20,43.1156
2021-09-21,44.1591
2021-09-22,47.3021
2021-09-23,49.8826
2021-09-24,40.3426
2021-09-25,40.3426
2021-09-26,40.3426
2021-09-27,39.1412
2021-09-28,37.1195
2021-09-29,37.9902
2021-09-30,37.4024
2021-10-01,39.6403
2021-10-02,39.6403
2021-10-03,39.6403
2021-10-04,39.7378
2021-10-05,42.5213
2021-10-06,41.951
2021-10-07,45.4484
2021-10-08,46.1418
2021-10-09,46.1418
2021-10-10,46.1418
2021-10-11,44.1161
2021-10-12,47.4466
2021-10-13,50.3858
2021-10-14,51.19
2021-10-15,52.0231
2021-10-16,52.0231
2021-10-17,52.0231
2021-10-18,53.3671
2021-10-19,51.6694
2021-10-20,52.2838
2021-10-21,55.7309
2021-10-22,56.8547
2021-10-23,56.8547
2021-10-24,56.8547
2021-10-25,57.4901
2021-10-26,56.9856
2021-10-27,55.3043
2021-10-28,57.2176
2021-10-29,59.6163
2021-10-30,59.6163
2021-10-31,59.6163
2021-11-01,58.466
2021-11-02,59.7222
2021-11-03,63.2973
2021-11-04,65.3031
2021-11-05,66.6313
2021-11-06,66.6313
2021-11-07,66.6313
2021-11-08,60.1214
2021-11-09,61.4766
2021-11-10,55.9276
2021-11-11,54.7417
2021-11-12,56.3165
2021-11-13,56.3165
2021-11-14,56.3165
2021-11-15,56.0879
2021-11-16,58.2636
2021-11-17,58.1736
2021-11-18,57.7733
2021-11-19,60.3292
2021-11-20,60.3292
2021-11-21,60.3292
2021-11-22,59.652
2021-11-23,57.4726
2021-11-24,57.3482
2021-11-25,57.3482
2021-11-26,53.3545
2021-11-27,53.3545
2021-11-28,53.3545
2021-11-29,54.8549
2021-11-30,54.2403
2021-12-01,51.8186
2021-12-02,54.5461
2021-12-03,54.9823
2021-12-04,54.9823
2021-12-05,54.9823
2021-12-06,53.6818
2021-12-07,55.6247
2021-12-08,54.5896
2021-12-09,52.5002
2021-12-10,53.3254
2021-12-11,53.3254
2021-12-12,53.3254
2021-12-13,51.1977
2021-12-14,49.8627
2021-12-15,48.5
2021-12-16,47.4447
2021-12-17,46.2451
2021-12-18,46.2451
2021-12-19,46.2451
2021-12-20,42.652
2021-12-21,51.2795
2021-12-22,50.3139
2021-12-23,50.5003
2021-12-24,50.5003
2021-12-25,50.5003
2021-12-26,50.5003
2021-12-27,52.0455
2021-12-28,51.0444
2021-12-29,52.9492
2021-12-30,51.8093
2021-12-31,51.0862
2022-01-01,51.0862
2022-01-02,51.0862
2022-01-03,49.3482
2022-01-04,50.8362
2022-01-05,47.3711
2022-01-06,46.4145
2022-01-07,43.3674
2022-01-08,43.3674
2022-01-09,43.3674
2022-01-10,39.1063
2022-01-11,39.0213
2022-01-12,40.8369
2022-01-13,39.1814
2022-01-14,38.3166
2022-01-15,38.3166
2022-01-16,38.3166
2022-01-17,38.3166
2022-01-18,37.5684
2022-01-19,36.4664
2022-01-20,35.0891
2022-01-21,35.3227
2022-01-22,35.3227
2022-01-23,35.3227
2022-01-24,38.4969
2022-01-25,38.1665
2022-01-26,37.2197
2022-01-27,37.9147
2022-01-28,39.2736
2022-01-29,39.2736
2022-01-30,39.2736
2022-01-31,41.5254
2022-02-01,41.6807
2022-02-02,42.1996
2022-02-03,39.6661
2022-02-04,39.7542
2022-02-05,39.7542
2022-02-06,39.7542
2022-02-07,39.5675
2022-02-08,38.3674
2022-02-09,41.4808
2022-02-10,40.3681
2022-02-11,37.0548
2022-02-12,37.0548
2022-02-13,37.0548
2022-02-14,38.638
2022-02-15,42.8463
2022-02-16,43.7564
2022-02-17,41.0167
2022-02-18,41.1716
2022-02-19,41.1716
2022-02-20,41.1716
2022-02-21,41.1716
2022-02-22,37.904
2022-02-23,37.0353
2022-02-24,37.4063
2022-02-25,39.1836
2022-02-26,39.1836
2022-02-27,39.1836
2022-02-28,37.6568
2022-03-01,34.9459
2022-03-02,38.5997
2022-03-03,37.5223
2022-03-04,36.0078
2022-03-05,36.0078
2022-03-06,36.0078
2022-03-07,32.3448
2022-03-08,30.7919
2022-03-09,36.4049
2022-03-10,35.9219
2022-03-11,34.1876
2022-03-12,34.1876
2022-03-13,34.1876
2022-03-14,31.8223
2022-03-15,33.5425
2022-03-16,38.6121
2022-03-17,40.415
2022-03-18,43.3826
2022-03-19,43.3826
2022-03-20,43.3826
2022-03-21,42.7784
2022-03-22,44.9683
2022-03-23,44.9131
2022-03-24,44.3377
2022-03-25,45.6071
2022-03-26,45.6071
2022-03-27,45.6071
2022-03-28,46.4723
2022-03-29,49.7009
2022-03-30,49.2749
2022-03-31,46.5374
2022-04-01,45.8489
2022-04-02,45.8489
2022-04-03,45.8489
2022-04-04,46.4946
2022-04-05,45.1103
2022-04-06,42.5775
2022-04-07,43.4281
2022-04-08,42.6401
2022-04-09,42.6401
2022-04-10,42.6401
2022-04-11,40.6726
2022-04-12,40.7261
2022-04-13,42.9032
2022-04-14,47.7417
2022-04-15,47.7417
2022-04-16,47.7417
2022-04-17,47.7417
2022-04-18,46.4923
2022-04-19,50.464
2022-04-20,49.6342
2022-04-21,49.3426
2022-04-22,45.0731
2022-04-23,45.0731
2022-04-24,45.0731
2022-04-25,44.3707
2022-04-26,40.1237
2022-04-27,40.6935
2022-04-28,45.0583
2022-04-29,43.7122
2022-04-30,43.7122
2022-05-01,43.7122
2022-05-02,44.7155
2022-05-03,42.8709
2022-05-04,45.1951
2022-05-05,41.1719
2022-05-06,39.1624
2022-05-07,39.1624
2022-05-08,39.1624
2022-05-09,37.6561
2022-05-10,36.8864
2022-05-11,36.188
2022-05-12,36.179
2022-05-13,40.1267
2022-05-14,40.1267
2022-05-15,40.1267
2022-05-16,39.9217
2022-05-17,42.3726
2022-05-18,39.1069
2022-05-19,37.7562
2022-05-20,38.9181
2022-05-21,38.9181
2022-05-22,38.9181
2022-05-23,39.3908
2022-05-24,38.7313
2022-05-25,39.4436
2022-05-26,43.0134
2022-05-27,45.1651
2022-05-28,45.1651
2022-05-29,45.1651
2022-05-30,45.1651
2022-05-31,47.1025
2022-06-01,47.0004
2022-06-02,50.1133
2022-06-03,48.7601
2022-06-04,48.7601
2022-06-05,48.7601
2022-06-06,48.3093
2022-06-07,49.2795
2022-06-08,49.774
2022-06-09,47.2915
2022-06-10,44.9307
2022-06-11,44.9307
2022-06-12,44.9307
2022-06-13,42.4978
2022-06-14,42.7072
2022-06-15,44.7304
2022-06-16,41.2307
2022-06-17,41.3959
2022-06-18,41.3959
2022-06-19,41.3959
2022-06-20,41.3959
2022-06-21,42.4153
2022-06-22,40.3766
2022-06-23,42.71
2022-06-24,46.1834
2022-06-25,46.1834
2022-06-26,46.1834
2022-06-27,44.8041
2022-06-28,40.7693
2022-06-29,41.1034
2022-06-30,40.5745
2022-07-01,40.0566
2022-07-02,40.0566
2022-07-03,40.0566
2022-07-04,40.0566
2022-07-05,42.3981
2022-07-06,42.349
2022-07-07,45.1913
2022-07-08,45.0735
2022-07-09,45.0735
2022-07-10,45.0735
2022-07-11,43.4212
2022-07-12,42.6471
2022-07-13,43.6857
2022-07-14,42.5692
2022-07-15,43.7341
2022-07-16,43.7341
2022-07-17,43.7341
2022-07-18,43.2679
2022-07-19,47.2839
2022-07-20,48.6588
2022-07-21,49.0242
2022-07-22,47.3167
2022-07-23,47.3167
2022-07-24,47.3167
2022-07-25,47.4379
2022-07-26,44.7237
2022-07-27,46.7775
2022-07-28,49.9386
2022-07-29,51.763
2022-07-30,51.763
2022-07-31,51.763
2022-08-01,51.3171
2022-08-02,49.5165
2022-08-03,51.2713
2022-08-04,51.4105
2022-08-05,50.9512
2022-08-06,50.9512
2022-08-07,50.9512
2022-08-08,51.0476
2022-08-09,48.1196
2022-08-10,50.4115
2022-08-11,51.1193
2022-08-12,52.5567
2022-08-13,52.5567
2022-08-14,52.5567
2022-08-15,52.7392
2022-08-16,54.0125
2022-08-17,53.1442
2022-08-18,52.2665
2022-08-19,49.907
2022-08-20,49.907
2022-08-21,49.907
2022-08-22,47.7028
2022-08-23,47.9893
2022-08-24,48.6146
2022-08-25,50.1517
2022-08-26,46.2459
2022-08-27,46.2459
2022-08-28,46.2459
2022-08-29,45.9462
2022-08-30,45.9308
2022-08-31,44.835
2022-09-01,44.8736
2022-09-02,44.5141
2022-09-03,44.5141
2022-09-04,44.5141
2022-09-05,44.5141
2022-09-06,44.0304
2022-09-07,47.3699
2022-09-08,47.6126
2022-09-09,49.7606
2022-09-10,49.7606
2022-09-11,49.7606
2022-09-12,51.067
2022-09-13,45.3098
2022-09-14,46.5088
2022-09-15,45.3047
2022-09-16,44.2153
2022-09-17,44.2153
2022-09-18,44.2153
2022-09-19,47.1586
2022-09-20,43.4798
2022-09-21,41.635
2022-09-22,40.7908
2022-09-23,39.7618
2022-09-24,39.7618
2022-09-25,39.7618
2022-09-26,39.1213
2022-09-27,39.3634
2022-09-28,41.8693
2022-09-29,39.5075
2022-09-30,32.6123
2022-10-01,32.6123
2022-10-02,32.6123
2022-10-03,34.8101
2022-10-04,37.7926
2022-10-05,39.9505
2022-10-06,39.4158
2022-10-07,37.7252
2022-10-08,37.7252
2022-10-09,37.7252
2022-10-10,37.4656
2022-10-11,38.673
2022-10-12,39.1591
2022-10-13,40.15
2022-10-14,38.8955
2022-10-15,38.8955
2022-10-16,38.8955
2022-10-17,41.1843
2022-10-18,40.994
2022-10-19,40.2572
2022-10-20,39.1172
2022-10-21,40.7822
2022-10-22,40.7822
2022-10-23,40.7822
2022-10-24,40.4464
2022-10-25,44.054
2022-10-26,44.68
2022-10-27,43.2961
2022-10-28,46.353
2022-10-29,46.353
2022-10-30,46.353
2022-10-31,45.4667
2022-11-01,46.4703
2022-11-02,43.8148
2022-11-03,43.9104
2022-11-04,48.7685
2022-11-05,48.7685
2022-11-06,48.7685
2022-11-07,46.935
2022-11-08,47.2059
2022-11-09,45.9154
2022-11-10,51.9956
2022-11-11,56.5124
2022-11-12,56.5124
2022-11-13,56.5124
2022-11-14,55.1302
2022-11-15,56.6278
2022-11-16,55.4074
2022-11-17,55.4946
2022-11-18,55.5361
2022-11-19,55.5361
2022-11-20,55.5361
2022-11-21,54.152
2022-11-22,55.6895
2022-11-23,56.1727
2022-11-24,56.1727
2022-11-25,55.537
2022-11-26,55.537
2022-11-27,55.537
2022-11-28,54.6106
2022-11-29,55.599
2022-11-30,58.1152
2022-12-01,59.1048
2022-12-02,60.0902
2022-12-03,60.0902
2022-12-04,60.0902
2022-12-05,57.5042
2022-12-06,55.8747
2022-12-07,56.1788
2022-12-08,58.4236
2022-12-09,56.5063
2022-12-10,56.5063
2022-12-11,56.5063
2022-12-12,58.4339
2022-12-13,58.9873
2022-12-14,57.5642
2022-12-15,54.6975
2022-12-16,52.3492
2022-12-17,52.3492
2022-12-18,52.3492
2022-12-19,49.8416
2022-12-20,49.9783
2022-12-21,59.052
2022-12-22,59.6127
2022-12-23,59.1979
2022-12-24,59.1979
2022-12-25,59.1979
2022-12-26,59.1979
2022-12-27,60.0175
2022-12-28,57.6579
2022-12-29,59.1829
2022-12-30,58.8682
2022-12-31,58.8682
2023-01-01,58.8682
2023-01-02,58.8682
2023-01-03,59.9942
2023-01-04,61.5342
2023-01-05,60.9521
2023-01-06,63.3304
2023-01-07,63.3304
2023-01-08,63.3304
2023-01-09,63.5186
2023-01-10,64.1079
2023-01-11,65.3366
2023-01-12,65.2816
2023-01-13,65.853
2023-01-14,65.853
2023-01-15,65.853
2023-01-16,65.853
2023-01-17,65.0341
2023-01-18,63.0797
2023-01-19,60.9735
2023-01-20,62.402
2023-01-21,62.402
2023-01-22,62.402
2023-01-23,63.5062
2023-01-24,61.8631
2023-01-25,61.8518
2023-01-26,62.3585
2023-01-27,62.3585
2023-01-28,62.3585
2023-01-29,62.3585
2023-01-30,60.9431
2023-01-31,61.6876
2023-02-01,63.3224
2023-02-02,62.7607
2023-02-03,60.9184
2023-02-04,60.9184
2023-02-05,60.9184
2023-02-06,58.6107
2023-02-07,58.1261
2023-02-08,55.266
2023-02-09,54.4302
2023-02-10,54.479
2023-02-11,54.479
2023-02-12,54.479
2023-02-13,57.2438
2023-02-14,58.1884
2023-02-15,59.3218
2023-02-16,55.5493
2023-02-17,55.979
2023-02-18,55.979
2023-02-19,55.979
2023-02-20,55.979
2023-02-21,51.7695
2023-02-22,50.5088
2023-02-23,50.571
2023-02-24,48.5492
2023-02-25,48.5492
2023-02-26,48.5492
2023-02-27,49.0866
2023-02-28,49.3768
2023-03-01,49.1428
2023-03-02,50.3033
2023-03-03,52.2259
2023-03-04,52.2259
2023-03-05,52.2259
2023-03-06,51.296
2023-03-07,50.5941
2023-03-08,50.9175
2023-03-09,48.4968
2023-03-10,48.0456
2023-03-11,48.0456
2023-03-12,48.0456
2023-03-13,47.291
2023-03-14,50.0479
2023-03-15,49.0192
2023-03-16,52.0647
2023-03-17,51.7296
2023-03-18,51.7296
2023-03-19,51.7296
