,PKG US Equity
2020-04-21,46.7158
2020-04-22,46.641
2020-04-23,47.0394
2020-04-24,46.9472
2020-04-25,46.9472
2020-04-26,46.9472
2020-04-27,49.7783
2020-04-28,54.6584
2020-04-29,55.7044
2020-04-30,53.3384
2020-05-01,52.1129
2020-05-02,52.1129
2020-05-03,52.1129
2020-05-04,52.7221
2020-05-05,51.217
2020-05-06,51.217
2020-05-07,51.417
2020-05-08,54.1465
2020-05-09,54.1465
2020-05-10,54.1465
2020-05-11,53.6875
2020-05-12,52.0193
2020-05-13,48.4519
2020-05-14,50.7591
2020-05-15,49.2017
2020-05-16,49.2017
2020-05-17,49.2017
2020-05-18,50.9949
2020-05-19,49.1983
2020-05-20,50.8173
2020-05-21,50.4674
2020-05-22,50.5206
2020-05-23,50.5206
2020-05-24,50.5206
2020-05-25,50.5206
2020-05-26,53.9548
2020-05-27,56.3478
2020-05-28,55.7918
2020-05-29,55.5753
2020-05-30,55.5753
2020-05-31,55.5753
2020-06-01,56.3071
2020-06-02,56.4542
2020-06-03,59.1859
2020-06-04,59.8417
2020-06-05,60.9223
2020-06-06,60.9223
2020-06-07,60.9223
2020-06-08,61.6198
2020-06-09,58.232
2020-06-10,56.1951
2020-06-11,50.9553
2020-06-12,51.9814
2020-06-13,51.9814
2020-06-14,51.9814
2020-06-15,52.3405
2020-06-16,53.2995
2020-06-17,51.9298
2020-06-18,50.8628
2020-06-19,52.3407
2020-06-20,52.3407
2020-06-21,52.3407
2020-06-22,51.4538
2020-06-23,52.4221
2020-06-24,50.8892
2020-06-25,49.3877
2020-06-26,49.2009
2020-06-27,49.2009
2020-06-28,49.2009
2020-06-29,50.9954
2020-06-30,52.3209
2020-07-01,51.9696
2020-07-02,52.1858
2020-07-03,52.1858
2020-07-04,52.1858
2020-07-05,52.1858
2020-07-06,52.4626
2020-07-07,51.2955
2020-07-08,49.2829
2020-07-09,48.4989
2020-07-10,51.4885
2020-07-11,51.4885
2020-07-12,51.4885
2020-07-13,51.3921
2020-07-14,54.0931
2020-07-15,54.655
2020-07-16,57.7808
2020-07-17,55.5779
2020-07-18,55.5779
2020-07-19,55.5779
2020-07-20,54.6658
2020-07-21,54.9746
2020-07-22,55.0933
2020-07-23,54.2938
2020-07-24,53.6279
2020-07-25,53.6279
2020-07-26,53.6279
2020-07-27,54.2688
2020-07-28,52.6909
2020-07-29,52.6807
2020-07-30,49.0482
2020-07-31,47.0824
2020-08-01,47.0824
2020-08-02,47.0824
2020-08-03,46.9292
2020-08-04,46.3966
2020-08-05,46.9231
2020-08-06,46.1104
2020-08-07,46.6279
2020-08-08,46.6279
2020-08-09,46.6279
2020-08-10,48.9329
2020-08-11,51.4644
2020-08-12,50.8235
2020-08-13,50.6278
2020-08-14,51.1146
2020-08-15,51.1146
2020-08-16,51.1146
2020-08-17,50.6099
2020-08-18,49.2383
2020-08-19,49.333
2020-08-20,47.7325
2020-08-21,46.8723
2020-08-22,46.8723
2020-08-23,46.8723
2020-08-24,51.3583
2020-08-25,50.7337
2020-08-26,51.505
2020-08-27,53.9962
2020-08-28,54.181
2020-08-29,54.181
2020-08-30,54.181
2020-08-31,52.8504
2020-09-01,56.0786
2020-09-02,58.9291
2020-09-03,57.3597
2020-09-04,57.9439
2020-09-05,57.9439
2020-09-06,57.9439
2020-09-07,57.9439
2020-09-08,54.026
2020-09-09,55.0802
2020-09-10,53.8403
2020-09-11,54.9931
2020-09-12,54.9931
2020-09-13,54.9931
2020-09-14,57.1338
2020-09-15,58.6756
2020-09-16,61.7695
2020-09-17,63.3597
2020-09-18,63.5046
2020-09-19,63.5046
2020-09-20,63.5046
2020-09-21,56.8945
2020-09-22,55.8587
2020-09-23,52.4886
2020-09-24,52.6069
2020-09-25,57.3415
2020-09-26,57.3415
2020-09-27,57.3415
2020-09-28,58.7515
2020-09-29,56.0612
2020-09-30,56.3198
2020-10-01,54.7636
2020-10-02,55.4638
2020-10-03,55.4638
2020-10-04,55.4638
2020-10-05,57.6814
2020-10-06,55.9322
2020-10-07,58.13
2020-10-08,59.6271
2020-10-09,58.5559
2020-10-10,58.5559
2020-10-11,58.5559
2020-10-12,61.5479
2020-10-13,61.1761
2020-10-14,61.3009
2020-10-15,62.9488
2020-10-16,63.6154
2020-10-17,63.6154
2020-10-18,63.6154
2020-10-19,60.6599
2020-10-20,59.76
2020-10-21,60.734
2020-10-22,61.13
2020-10-23,61.9648
2020-10-24,61.9648
2020-10-25,61.9648
2020-10-26,57.6293
2020-10-27,55.5032
2020-10-28,53.2142
2020-10-29,55.8459
2020-10-30,55.5172
2020-10-31,55.5172
2020-11-01,55.5172
2020-11-02,58.4649
2020-11-03,62.5512
2020-11-04,57.3144
2020-11-05,60.2509
2020-11-06,60.7057
2020-11-07,60.7057
2020-11-08,60.7057
2020-11-09,63.0428
2020-11-10,64.9408
2020-11-11,62.7705
2020-11-12,61.709
2020-11-13,63.6302
2020-11-14,63.6302
2020-11-15,63.6302
2020-11-16,66.1462
2020-11-17,66.8034
2020-11-18,62.978
2020-11-19,60.9336
2020-11-20,60.9336
2020-11-21,60.9336
2020-11-22,60.9336
2020-11-23,61.9887
2020-11-24,63.8802
2020-11-25,61.0201
2020-11-26,61.0201
2020-11-27,61.6557
2020-11-28,61.6557
2020-11-29,61.6557
2020-11-30,58.9549
2020-12-01,60.2175
2020-12-02,60.2436
2020-12-03,59.7974
2020-12-04,60.9069
2020-12-05,60.9069
2020-12-06,60.9069
2020-12-07,62.076
2020-12-08,63.4508
2020-12-09,62.6277
2020-12-10,61.7874
2020-12-11,61.8014
2020-12-12,61.8014
2020-12-13,61.8014
2020-12-14,57.5619
2020-12-15,59.4155
2020-12-16,60.427
2020-12-17,60.4557
2020-12-18,60.6122
2020-12-19,60.6122
2020-12-20,60.6122
2020-12-21,59.3517
2020-12-22,59.3837
2020-12-23,60.9147
2020-12-24,61.2062
2020-12-25,61.2062
2020-12-26,61.2062
2020-12-27,61.2062
2020-12-28,61.7487
2020-12-29,60.3244
2020-12-30,61.8024
2020-12-31,62.1589
2021-01-01,62.1589
2021-01-02,62.1589
2021-01-03,62.1589
2021-01-04,59.3463
2021-01-05,60.5434
2021-01-06,65.996
2021-01-07,66.2773
2021-01-08,66.0538
2021-01-09,66.0538
2021-01-10,66.0538
2021-01-11,66.7697
2021-01-12,67.709
2021-01-13,62.9985
2021-01-14,62.1859
2021-01-15,61.5917
2021-01-16,61.5917
2021-01-17,61.5917
2021-01-18,61.5917
2021-01-19,58.1084
2021-01-20,58.7769
2021-01-21,58.8457
2021-01-22,58.6558
2021-01-23,58.6558
2021-01-24,58.6558
2021-01-25,59.1288
2021-01-26,57.7104
2021-01-27,52.8861
2021-01-28,48.492
2021-01-29,51.2613
2021-01-30,51.2613
2021-01-31,51.2613
2021-02-01,51.4478
2021-02-02,52.3516
2021-02-03,52.4321
2021-02-04,48.8954
2021-02-05,49.9195
2021-02-06,49.9195
2021-02-07,49.9195
2021-02-08,49.6331
2021-02-09,48.4718
2021-02-10,50.5052
2021-02-11,47.7449
2021-02-12,49.9172
2021-02-13,49.9172
2021-02-14,49.9172
2021-02-15,49.9172
2021-02-16,49.7681
2021-02-17,50.1858
2021-02-18,49.359
2021-02-19,50.9409
2021-02-20,50.9409
2021-02-21,50.9409
2021-02-22,51.2112
2021-02-23,50.2799
2021-02-24,50.1468
2021-02-25,50.3199
2021-02-26,48.3955
2021-02-27,48.3955
2021-02-28,48.3955
2021-03-01,53.0346
2021-03-02,53.6142
2021-03-03,53.7278
2021-03-04,50.7693
2021-03-05,51.6554
2021-03-06,51.6554
2021-03-07,51.6554
2021-03-08,55.5474
2021-03-09,57.1572
2021-03-10,57.9892
2021-03-11,56.7932
2021-03-12,54.4531
2021-03-13,54.4531
2021-03-14,54.4531
2021-03-15,51.3343
2021-03-16,49.8573
2021-03-17,51.465
2021-03-18,50.3872
2021-03-19,46.9898
2021-03-20,46.9898
2021-03-21,46.9898
2021-03-22,46.3691
2021-03-23,44.7389
2021-03-24,45.9798
2021-03-25,50.6381
2021-03-26,52.517
2021-03-27,52.517
2021-03-28,52.517
2021-03-29,52.8604
2021-03-30,52.3828
2021-03-31,51.1929
2021-04-01,52.4486
2021-04-02,52.4486
2021-04-03,52.4486
2021-04-04,52.4486
2021-04-05,54.5462
2021-04-06,56.6401
2021-04-07,54.799
2021-04-08,52.5316
2021-04-09,54.2622
2021-04-10,54.2622
2021-04-11,54.2622
2021-04-12,55.5815
2021-04-13,53.3333
2021-04-14,53.5951
2021-04-15,55.7257
2021-04-16,56.5654
2021-04-17,56.5654
2021-04-18,56.5654
2021-04-19,57.3505
2021-04-20,56.9164
2021-04-21,58.4285
2021-04-22,56.2173
2021-04-23,57.9481
2021-04-24,57.9481
2021-04-25,57.9481
2021-04-26,58.7907
2021-04-27,60.4118
2021-04-28,60.9997
2021-04-29,65.1407
2021-04-30,61.694
2021-05-01,61.694
2021-05-02,61.694
2021-05-03,63.2455
2021-05-04,65.1775
2021-05-05,65.4038
2021-05-06,66.2415
2021-05-07,66.1176
2021-05-08,66.1176
2021-05-09,66.1176
2021-05-10,67.2266
2021-05-11,67.4549
2021-05-12,62.3578
2021-05-13,65.2401
2021-05-14,64.0766
2021-05-15,64.0766
2021-05-16,64.0766
2021-05-17,64.7912
2021-05-18,60.6503
2021-05-19,58.7353
2021-05-20,56.9526
2021-05-21,57.6938
2021-05-22,57.6938
2021-05-23,57.6938
2021-05-24,58.9657
2021-05-25,55.9651
2021-05-26,55.3845
2021-05-27,56.0611
2021-05-28,55.0921
2021-05-29,55.0921
2021-05-30,55.0921
2021-05-31,55.0921
2021-06-01,56.2959
2021-06-02,52.0539
2021-06-03,51.6215
2021-06-04,52.3942
2021-06-05,52.3942
2021-06-06,52.3942
2021-06-07,49.4615
2021-06-08,49.4029
2021-06-09,47.8995
2021-06-10,47.4676
2021-06-11,49.0477
2021-06-12,49.0477
2021-06-13,49.0477
2021-06-14,44.5224
2021-06-15,45.9195
2021-06-16,44.5025
2021-06-17,39.865
2021-06-18,38.9399
2021-06-19,38.9399
2021-06-20,38.9399
2021-06-21,42.3106
2021-06-22,42.3013
2021-06-23,41.6153
2021-06-24,40.8539
2021-06-25,42.8288
2021-06-26,42.8288
2021-06-27,42.8288
2021-06-28,43.2717
2021-06-29,42.7321
2021-06-30,43.2251
2021-07-01,44.7981
2021-07-02,44.9531
2021-07-03,44.9531
2021-07-04,44.9531
2021-07-05,44.9531
2021-07-06,43.8759
2021-07-07,46.5813
2021-07-08,44.8282
2021-07-09,48.2112
2021-07-10,48.2112
2021-07-11,48.2112
2021-07-12,48.5765
2021-07-13,46.8429
2021-07-14,46.4445
2021-07-15,45.9058
2021-07-16,43.7582
2021-07-17,43.7582
2021-07-18,43.7582
2021-07-19,40.766
2021-07-20,41.3586
2021-07-21,41.7297
2021-07-22,40.3006
2021-07-23,43.5468
2021-07-24,43.5468
2021-07-25,43.5468
2021-07-26,44.9269
2021-07-27,49.6914
2021-07-28,50.7556
2021-07-29,52.3266
2021-07-30,53.8497
2021-07-31,53.8497
2021-08-01,53.8497
2021-08-02,50.9179
2021-08-03,52.0561
2021-08-04,50.1614
2021-08-05,49.9202
2021-08-06,52.4484
2021-08-07,52.4484
2021-08-08,52.4484
2021-08-09,54.8526
2021-08-10,56.4164
2021-08-11,58.0569
2021-08-12,57.8389
2021-08-13,58.8614
2021-08-14,58.8614
2021-08-15,58.8614
2021-08-16,58.3581
2021-08-17,57.7085
2021-08-18,56.7439
2021-08-19,56.7921
2021-08-20,60.4508
2021-08-21,60.4508
2021-08-22,60.4508
2021-08-23,58.349
2021-08-24,59.3135
2021-08-25,61.5075
2021-08-26,60.6575
2021-08-27,62.6983
2021-08-28,62.6983
2021-08-29,62.6983
2021-08-30,62.2951
2021-08-31,62.8613
2021-09-01,65.0709
2021-09-02,63.9636
2021-09-03,62.4627
2021-09-04,62.4627
2021-09-05,62.4627
2021-09-06,62.4627
2021-09-07,60.9992
2021-09-08,61.088
2021-09-09,61.1223
2021-09-10,61.252
2021-09-11,61.252
2021-09-12,61.252
2021-09-13,60.9842
2021-09-14,56.5695
2021-09-15,52.8739
2021-09-16,49.4011
2021-09-17,45.8078
2021-09-18,45.8078
2021-09-19,45.8078
2021-09-20,44.2005
2021-09-21,42.1975
2021-09-22,46.2305
2021-09-23,48.8759
2021-09-24,47.8518
2021-09-25,47.8518
2021-09-26,47.8518
2021-09-27,50.1701
2021-09-28,48.1568
2021-09-29,47.358
2021-09-30,42.8967
2021-10-01,45.2139
2021-10-02,45.2139
2021-10-03,45.2139
2021-10-04,45.5481
2021-10-05,48.5603
2021-10-06,47.957
2021-10-07,49.8038
2021-10-08,45.7332
2021-10-09,45.7332
2021-10-10,45.7332
2021-10-11,44.6247
2021-10-12,46.4827
2021-10-13,44.0511
2021-10-14,46.4189
2021-10-15,41.2092
2021-10-16,41.2092
2021-10-17,41.2092
2021-10-18,41.7229
2021-10-19,40.5952
2021-10-20,43.9298
2021-10-21,43.1905
2021-10-22,42.479
2021-10-23,42.479
2021-10-24,42.479
2021-10-25,42.4125
2021-10-26,45.0954
2021-10-27,44.4557
2021-10-28,48.5319
2021-10-29,47.0302
2021-10-30,47.0302
2021-10-31,47.0302
2021-11-01,45.0923
2021-11-02,43.4151
2021-11-03,45.4303
2021-11-04,44.4689
2021-11-05,45.6585
2021-11-06,45.6585
2021-11-07,45.6585
2021-11-08,44.639
2021-11-09,44.456
2021-11-10,46.0575
2021-11-11,45.679
2021-11-12,45.6679
2021-11-13,45.6679
2021-11-14,45.6679
2021-11-15,45.3603
2021-11-16,45.0579
2021-11-17,45.1016
2021-11-18,42.7795
2021-11-19,43.5089
2021-11-20,43.5089
2021-11-21,43.5089
2021-11-22,45.3844
2021-11-23,45.9194
2021-11-24,42.8106
2021-11-25,42.8106
2021-11-26,44.9764
2021-11-27,44.9764
2021-11-28,44.9764
2021-11-29,45.169
2021-11-30,41.5684
2021-12-01,40.4112
2021-12-02,44.0094
2021-12-03,45.8209
2021-12-04,45.8209
2021-12-05,45.8209
2021-12-06,49.7094
2021-12-07,48.7023
2021-12-08,45.135
2021-12-09,42.0694
2021-12-10,41.063
2021-12-11,41.063
2021-12-12,41.063
2021-12-13,44.1561
2021-12-14,44.2977
2021-12-15,45.7714
2021-12-16,49.1071
2021-12-17,45.407
2021-12-18,45.407
2021-12-19,45.407
2021-12-20,44.4388
2021-12-21,46.4717
2021-12-22,46.7853
2021-12-23,47.167
2021-12-24,47.167
2021-12-25,47.167
2021-12-26,47.167
2021-12-27,49.2332
2021-12-28,49.8065
2021-12-29,51.1501
2021-12-30,51.2218
2021-12-31,52.9832
2022-01-01,52.9832
2022-01-02,52.9832
2022-01-03,51.0008
2022-01-04,54.8792
2022-01-05,55.8826
2022-01-06,53.2888
2022-01-07,54.2505
2022-01-08,54.2505
2022-01-09,54.2505
2022-01-10,51.8894
2022-01-11,51.8149
2022-01-12,49.477
2022-01-13,53.0882
2022-01-14,53.2638
2022-01-15,53.2638
2022-01-16,53.2638
2022-01-17,53.2638
2022-01-18,49.7045
2022-01-19,52.7604
2022-01-20,50.5798
2022-01-21,49.7954
2022-01-22,49.7954
2022-01-23,49.7954
2022-01-24,52.0483
2022-01-25,50.2944
2022-01-26,48.5047
2022-01-27,58.0612
2022-01-28,59.643
2022-01-29,59.643
2022-01-30,59.643
2022-01-31,63.1852
2022-02-01,61.8909
2022-02-02,59.5194
2022-02-03,60.1795
2022-02-04,58.5582
2022-02-05,58.5582
2022-02-06,58.5582
2022-02-07,59.8333
2022-02-08,61.3427
2022-02-09,61.7375
2022-02-10,59.1167
2022-02-11,58.1176
2022-02-12,58.1176
2022-02-13,58.1176
2022-02-14,57.2794
2022-02-15,58.1312
2022-02-16,58.4738
2022-02-17,58.5073
2022-02-18,58.4342
2022-02-19,58.4342
2022-02-20,58.4342
2022-02-21,58.4342
2022-02-22,58.9555
2022-02-23,54.4092
2022-02-24,55.0973
2022-02-25,58.3325
2022-02-26,58.3325
2022-02-27,58.3325
2022-02-28,55.5604
2022-03-01,51.3336
2022-03-02,54.9568
2022-03-03,56.071
2022-03-04,56.8449
2022-03-05,56.8449
2022-03-06,56.8449
2022-03-07,52.4263
2022-03-08,48.5814
2022-03-09,54.0464
2022-03-10,55.0281
2022-03-11,55.5624
2022-03-12,55.5624
2022-03-13,55.5624
2022-03-14,57.1254
2022-03-15,58.118
2022-03-16,60.1286
2022-03-17,60.7288
2022-03-18,60.8678
2022-03-19,60.8678
2022-03-20,60.8678
2022-03-21,60.7195
2022-03-22,57.7363
2022-03-23,57.0893
2022-03-24,57.1979
2022-03-25,59.5921
2022-03-26,59.5921
2022-03-27,59.5921
2022-03-28,58.5763
2022-03-29,59.4862
2022-03-30,59.8482
2022-03-31,58.985
2022-04-01,58.5825
2022-04-02,58.5825
2022-04-03,58.5825
2022-04-04,57.8821
2022-04-05,56.6214
2022-04-06,54.7593
2022-04-07,53.4758
2022-04-08,55.3944
2022-04-09,55.3944
2022-04-10,55.3944
2022-04-11,56.8124
2022-04-12,58.5988
2022-04-13,60.7357
2022-04-14,63.301
2022-04-15,63.301
2022-04-16,63.301
2022-04-17,63.301
2022-04-18,60.6365
2022-04-19,62.9174
2022-04-20,64.9389
2022-04-21,63.8223
2022-04-22,58.4574
2022-04-23,58.4574
2022-04-24,58.4574
2022-04-25,59.268
2022-04-26,56.3475
2022-04-27,58.0074
2022-04-28,58.8856
2022-04-29,57.1546
2022-04-30,57.1546
2022-05-01,57.1546
2022-05-02,56.0387
2022-05-03,57.3085
2022-05-04,60.1871
2022-05-05,57.5649
2022-05-06,56.983
2022-05-07,56.983
2022-05-08,56.983
2022-05-09,55.2982
2022-05-10,54.7433
2022-05-11,53.3683
2022-05-12,51.1501
2022-05-13,50.1191
2022-05-14,50.1191
2022-05-15,50.1191
2022-05-16,50.2499
2022-05-17,53.1555
2022-05-18,46.3934
2022-05-19,45.978
2022-05-20,44.8569
2022-05-21,44.8569
2022-05-22,44.8569
2022-05-23,48.389
2022-05-24,47.4014
2022-05-25,48.8359
2022-05-26,51.4324
2022-05-27,54.1678
2022-05-28,54.1678
2022-05-29,54.1678
2022-05-30,54.1678
2022-05-31,51.8978
2022-06-01,52.0486
2022-06-02,53.7987
2022-06-03,53.2822
2022-06-04,53.2822
2022-06-05,53.2822
2022-06-06,54.6416
2022-06-07,55.7717
2022-06-08,53.2523
2022-06-09,50.2222
2022-06-10,46.5332
2022-06-11,46.5332
2022-06-12,46.5332
2022-06-13,41.2647
2022-06-14,45.2392
2022-06-15,45.2392
2022-06-16,41.6176
2022-06-17,40.5883
2022-06-18,40.5883
2022-06-19,40.5883
2022-06-20,40.5883
2022-06-21,40.4888
2022-06-22,38.8043
2022-06-23,38.3505
2022-06-24,42.5223
2022-06-25,42.5223
2022-06-26,42.5223
2022-06-27,43.4216
2022-06-28,41.7239
2022-06-29,41.7054
2022-06-30,40.8206
2022-07-01,41.9423
2022-07-02,41.9423
2022-07-03,41.9423
2022-07-04,41.9423
2022-07-05,40.9217
2022-07-06,42.131
2022-07-07,44.8809
2022-07-08,43.6527
2022-07-09,43.6527
2022-07-10,43.6527
2022-07-11,42.3201
2022-07-12,42.5947
2022-07-13,41.8187
2022-07-14,40.7583
2022-07-15,41.1147
2022-07-16,41.1147
2022-07-17,41.1147
2022-07-18,40.0685
2022-07-19,43.966
2022-07-20,44.6658
2022-07-21,47.2463
2022-07-22,47.0306
2022-07-23,47.0306
2022-07-24,47.0306
2022-07-25,49.0879
2022-07-26,43.7736
2022-07-27,45.8585
2022-07-28,46.5673
2022-07-29,46.9568
2022-07-30,46.9568
2022-07-31,46.9568
2022-08-01,45.6042
2022-08-02,45.0505
2022-08-03,46.0164
2022-08-04,44.9092
2022-08-05,42.9965
2022-08-06,42.9965
2022-08-07,42.9965
2022-08-08,45.6115
2022-08-09,46.507
2022-08-10,48.5313
2022-08-11,49.3108
2022-08-12,50.9357
2022-08-13,50.9357
2022-08-14,50.9357
2022-08-15,50.3966
2022-08-16,52.5111
2022-08-17,51.3329
2022-08-18,51.9042
2022-08-19,50.0615
2022-08-20,50.0615
2022-08-21,50.0615
2022-08-22,47.6117
2022-08-23,48.2945
2022-08-24,47.259
2022-08-25,50.6285
2022-08-26,46.6702
2022-08-27,46.6702
2022-08-28,46.6702
2022-08-29,45.812
2022-08-30,47.0176
2022-08-31,45.205
2022-09-01,44.8521
2022-09-02,44.5495
2022-09-03,44.5495
2022-09-04,44.5495
2022-09-05,44.5495
2022-09-06,44.6226
2022-09-07,47.7003
2022-09-08,48.0071
2022-09-09,48.0783
2022-09-10,48.0783
2022-09-11,48.0783
2022-09-12,50.5773
2022-09-13,46.5876
2022-09-14,42.0328
2022-09-15,42.6524
2022-09-16,33.7215
2022-09-17,33.7215
2022-09-18,33.7215
2022-09-19,39.1606
2022-09-20,36.7351
2022-09-21,36.0892
2022-09-22,35.01
2022-09-23,34.1024
2022-09-24,34.1024
2022-09-25,34.1024
2022-09-26,33.607
2022-09-27,33.9567
2022-09-28,36.3204
2022-09-29,35.4913
2022-09-30,35.1326
2022-10-01,35.1326
2022-10-02,35.1326
2022-10-03,37.7276
2022-10-04,40.5769
2022-10-05,40.1233
2022-10-06,39.2339
2022-10-07,37.9265
2022-10-08,37.9265
2022-10-09,37.9265
2022-10-10,38.3497
2022-10-11,38.6153
2022-10-12,38.05
2022-10-13,40.3292
2022-10-14,38.9701
2022-10-15,38.9701
2022-10-16,38.9701
2022-10-17,41.1689
2022-10-18,41.9068
2022-10-19,40.3235
2022-10-20,39.3016
2022-10-21,43.2586
2022-10-22,43.2586
2022-10-23,43.2586
2022-10-24,42.7906
2022-10-25,42.5382
2022-10-26,42.9658
2022-10-27,45.7718
2022-10-28,47.122
2022-10-29,47.122
2022-10-30,47.122
2022-10-31,46.7154
2022-11-01,47.0817
2022-11-02,45.342
2022-11-03,47.9526
2022-11-04,50.9017
2022-11-05,50.9017
2022-11-06,50.9017
2022-11-07,49.2337
2022-11-08,48.3663
2022-11-09,46.9957
2022-11-10,51.5007
2022-11-11,54.9318
2022-11-12,54.9318
2022-11-13,54.9318
2022-11-14,55.1412
2022-11-15,55.4699
2022-11-16,55.1685
2022-11-17,54.781
2022-11-18,54.3356
2022-11-19,54.3356
2022-11-20,54.3356
2022-11-21,56.2587
2022-11-22,57.8399
2022-11-23,57.8638
2022-11-24,57.8638
2022-11-25,57.4376
2022-11-26,57.4376
2022-11-27,57.4376
2022-11-28,54.3121
2022-11-29,56.5208
2022-11-30,59.0511
2022-12-01,59.258
2022-12-02,60.5268
2022-12-03,60.5268
2022-12-04,60.5268
2022-12-05,58.0052
2022-12-06,57.1801
2022-12-07,57.4887
2022-12-08,58.1299
2022-12-09,57.1329
2022-12-10,57.1329
2022-12-11,57.1329
2022-12-12,58.8673
2022-12-13,58.1088
2022-12-14,56.705
2022-12-15,53.8851
2022-12-16,52.7119
2022-12-17,52.7119
2022-12-18,52.7119
2022-12-19,50.5747
2022-12-20,49.8111
2022-12-21,50.3922
2022-12-22,49.2774
2022-12-23,50.7042
2022-12-24,50.7042
2022-12-25,50.7042
2022-12-26,50.7042
2022-12-27,51.6424
2022-12-28,48.794
2022-12-29,50.5852
2022-12-30,49.7845
2022-12-31,49.7845
2023-01-01,49.7845
2023-01-02,49.7845
2023-01-03,51.0644
2023-01-04,52.9416
2023-01-05,51.8536
2023-01-06,54.2934
2023-01-07,54.2934
2023-01-08,54.2934
2023-01-09,54.5923
2023-01-10,54.8555
2023-01-11,55.7576
2023-01-12,58.1878
2023-01-13,57.4098
2023-01-14,57.4098
2023-01-15,57.4098
2023-01-16,57.4098
2023-01-17,54.8795
2023-01-18,51.6682
2023-01-19,50.3273
2023-01-20,53.3073
2023-01-21,53.3073
2023-01-22,53.3073
2023-01-23,52.7875
2023-01-24,50.3991
2023-01-25,49.392
2023-01-26,58.6013
2023-01-27,58.3577
2023-01-28,58.3577
2023-01-29,58.3577
2023-01-30,58.5951
2023-01-31,61.82
2023-02-01,61.1443
2023-02-02,63.359
2023-02-03,62.5189
2023-02-04,62.5189
2023-02-05,62.5189
2023-02-06,60.2613
2023-02-07,60.892
2023-02-08,58.968
2023-02-09,56.9409
2023-02-10,56.7285
2023-02-11,56.7285
2023-02-12,56.7285
2023-02-13,58.6432
2023-02-14,59.1197
2023-02-15,59.0813
2023-02-16,57.6352
2023-02-17,57.0292
2023-02-18,57.0292
2023-02-19,57.0292
2023-02-20,57.0292
2023-02-21,49.2358
2023-02-22,49.8064
2023-02-23,52.4977
2023-02-24,52.8877
2023-02-25,52.8877
2023-02-26,52.8877
2023-02-27,51.8635
2023-02-28,51.6965
2023-03-01,53.7314
2023-03-02,55.97
2023-03-03,57.2033
2023-03-04,57.2033
2023-03-05,57.2033
2023-03-06,52.0132
2023-03-07,51.4961
2023-03-08,52.2971
2023-03-09,49.6769
2023-03-10,46.5694
2023-03-11,46.5694
2023-03-12,46.5694
2023-03-13,44.9857
2023-03-14,47.0618
2023-03-15,44.4713
2023-03-16,45.2048
2023-03-17,43.5612
2023-03-18,43.5612
