,GPS US Equity
2020-12-02,51.4564
2020-12-03,52.0868
2020-12-04,52.6996
2020-12-05,52.6996
2020-12-06,52.6996
2020-12-07,52.1881
2020-12-08,52.7104
2020-12-09,53.475
2020-12-10,52.9766
2020-12-11,50.8517
2020-12-12,50.8517
2020-12-13,50.8517
2020-12-14,49.5085
2020-12-15,50.4379
2020-12-16,49.469
2020-12-17,50.614
2020-12-18,49.1332
2020-12-19,49.1332
2020-12-20,49.1332
2020-12-21,49.6692
2020-12-22,48.7464
2020-12-23,50.5604
2020-12-24,49.7793
2020-12-25,49.7793
2020-12-26,49.7793
2020-12-27,49.7793
2020-12-28,49.4282
2020-12-29,48.7465
2020-12-30,49.9874
2020-12-31,49.0959
2021-01-01,49.0959
2021-01-02,49.0959
2021-01-03,49.0959
2021-01-04,46.2422
2021-01-05,47.9522
2021-01-06,52.8152
2021-01-07,53.0612
2021-01-08,52.8081
2021-01-09,52.8081
2021-01-10,52.8081
2021-01-11,55.4726
2021-01-12,57.7858
2021-01-13,54.3513
2021-01-14,54.7672
2021-01-15,53.723
2021-01-16,53.723
2021-01-17,53.723
2021-01-18,53.723
2021-01-19,52.932
2021-01-20,54.079
2021-01-21,55.1544
2021-01-22,55.086
2021-01-23,55.086
2021-01-24,55.086
2021-01-25,53.8082
2021-01-26,52.4477
2021-01-27,45.6427
2021-01-28,48.8921
2021-01-29,47.8778
2021-01-30,47.8778
2021-01-31,47.8778
2021-02-01,47.5742
2021-02-02,49.4141
2021-02-03,51.1862
2021-02-04,53.3746
2021-02-05,54.7041
2021-02-06,54.7041
2021-02-07,54.7041
2021-02-08,53.5046
2021-02-09,52.379
2021-02-10,53.9922
2021-02-11,56.0628
2021-02-12,55.4668
2021-02-13,55.4668
2021-02-14,55.4668
2021-02-15,55.4668
2021-02-16,55.9512
2021-02-17,54.8539
2021-02-18,55.4471
2021-02-19,58.1299
2021-02-20,58.1299
2021-02-21,58.1299
2021-02-22,59.5058
2021-02-23,59.3563
2021-02-24,62.5213
2021-02-25,59.851
2021-02-26,58.84
2021-02-27,58.84
2021-02-28,58.84
2021-03-01,60.4209
2021-03-02,60.7619
2021-03-03,60.8118
2021-03-04,59.3669
2021-03-05,63.9846
2021-03-06,63.9846
2021-03-07,63.9846
2021-03-08,67.1282
2021-03-09,67.3349
2021-03-10,69.4314
2021-03-11,68.2593
2021-03-12,69.9391
2021-03-13,69.9391
2021-03-14,69.9391
2021-03-15,72.2205
2021-03-16,68.1694
2021-03-17,69.0108
2021-03-18,66.2065
2021-03-19,66.4032
2021-03-20,66.4032
2021-03-21,66.4032
2021-03-22,63.6513
2021-03-23,56.5066
2021-03-24,55.106
2021-03-25,57.999
2021-03-26,59.5348
2021-03-27,59.5348
2021-03-28,59.5348
2021-03-29,57.4454
2021-03-30,60.0558
2021-03-31,59.1384
2021-04-01,59.4684
2021-04-02,59.4684
2021-04-03,59.4684
2021-04-04,59.4684
2021-04-05,60.0765
2021-04-06,61.5185
2021-04-07,61.3334
2021-04-08,62.7076
2021-04-09,64.596
2021-04-10,64.596
2021-04-11,64.596
2021-04-12,65.163
2021-04-13,63.5188
2021-04-14,63.5188
2021-04-15,64.866
2021-04-16,63.9033
2021-04-17,63.9033
2021-04-18,63.9033
2021-04-19,62.937
2021-04-20,60.7973
2021-04-21,62.9289
2021-04-22,63.7795
2021-04-23,65.2562
2021-04-24,65.2562
2021-04-25,65.2562
2021-04-26,63.3815
2021-04-27,65.1644
2021-04-28,64.6741
2021-04-29,63.2324
2021-04-30,60.6732
2021-05-01,60.6732
2021-05-02,60.6732
2021-05-03,65.2684
2021-05-04,64.4467
2021-05-05,61.7138
2021-05-06,62.4122
2021-05-07,63.7608
2021-05-08,63.7608
2021-05-09,63.7608
2021-05-10,64.1728
2021-05-11,62.928
2021-05-12,54.5547
2021-05-13,56.7429
2021-05-14,60.8832
2021-05-15,60.8832
2021-05-16,60.8832
2021-05-17,61.9404
2021-05-18,58.386
2021-05-19,55.8326
2021-05-20,52.714
2021-05-21,52.6246
2021-05-22,52.6246
2021-05-23,52.6246
2021-05-24,53.1183
2021-05-25,52.8335
2021-05-26,55.6228
2021-05-27,57.7695
2021-05-28,53.7249
2021-05-29,53.7249
2021-05-30,53.7249
2021-05-31,53.7249
2021-06-01,52.9801
2021-06-02,51.5681
2021-06-03,49.6768
2021-06-04,49.6335
2021-06-05,49.6335
2021-06-06,49.6335
2021-06-07,49.0804
2021-06-08,51.1093
2021-06-09,49.6318
2021-06-10,48.9783
2021-06-11,51.2672
2021-06-12,51.2672
2021-06-13,51.2672
2021-06-14,51.5595
2021-06-15,51.339
2021-06-16,52.5745
2021-06-17,51.3032
2021-06-18,48.6272
2021-06-19,48.6272
2021-06-20,48.6272
2021-06-21,49.4456
2021-06-22,51.1059
2021-06-23,52.6438
2021-06-24,53.0201
2021-06-25,55.0743
2021-06-26,55.0743
2021-06-27,55.0743
2021-06-28,51.5873
2021-06-29,51.3848
2021-06-30,53.8885
2021-07-01,53.542
2021-07-02,53.2152
2021-07-03,53.2152
2021-07-04,53.2152
2021-07-05,53.2152
2021-07-06,50.5713
2021-07-07,48.29
2021-07-08,47.1063
2021-07-09,50.7983
2021-07-10,50.7983
2021-07-11,50.7983
2021-07-12,50.6721
2021-07-13,48.6713
2021-07-14,47.4833
2021-07-15,44.5451
2021-07-16,41.6304
2021-07-17,41.6304
2021-07-18,41.6304
2021-07-19,40.362
2021-07-20,42.6961
2021-07-21,45.2305
2021-07-22,44.2808
2021-07-23,44.6017
2021-07-24,44.6017
2021-07-25,44.6017
2021-07-26,46.87
2021-07-27,45.1789
2021-07-28,44.0116
2021-07-29,44.6689
2021-07-30,45.3054
2021-07-31,45.3054
2021-08-01,45.3054
2021-08-02,45.1419
2021-08-03,46.1753
2021-08-04,40.9446
2021-08-05,44.8087
2021-08-06,46.3539
2021-08-07,46.3539
2021-08-08,46.3539
2021-08-09,46.1313
2021-08-10,49.3529
2021-08-11,49.5723
2021-08-12,48.6519
2021-08-13,46.0673
2021-08-14,46.0673
2021-08-15,46.0673
2021-08-16,44.123
2021-08-17,41.5929
2021-08-18,41.4146
2021-08-19,43.5026
2021-08-20,45.7686
2021-08-21,45.7686
2021-08-22,45.7686
2021-08-23,45.9006
2021-08-24,47.7433
2021-08-25,44.3086
2021-08-26,42.0143
2021-08-27,42.4508
2021-08-28,42.4508
2021-08-29,42.4508
2021-08-30,43.0878
2021-08-31,43.0664
2021-09-01,42.4544
2021-09-02,40.8049
2021-09-03,39.6259
2021-09-04,39.6259
2021-09-05,39.6259
2021-09-06,39.6259
2021-09-07,39.174
2021-09-08,37.9725
2021-09-09,38.9573
2021-09-10,37.4405
2021-09-11,37.4405
2021-09-12,37.4405
2021-09-13,39.0979
2021-09-14,38.0144
2021-09-15,37.9934
2021-09-16,39.2742
2021-09-17,39.7957
2021-09-18,39.7957
2021-09-19,39.7957
2021-09-20,38.5845
2021-09-21,37.3852
2021-09-22,38.6635
2021-09-23,40.6684
2021-09-24,39.9922
2021-09-25,39.9922
2021-09-26,39.9922
2021-09-27,42.3642
2021-09-28,42.4345
2021-09-29,42.7234
2021-09-30,37.8581
2021-10-01,40.9165
2021-10-02,40.9165
2021-10-03,40.9165
2021-10-04,42.0026
2021-10-05,41.9274
2021-10-06,40.6246
2021-10-07,42.0923
2021-10-08,40.9929
2021-10-09,40.9929
2021-10-10,40.9929
2021-10-11,38.2977
2021-10-12,40.5018
2021-10-13,40.137
2021-10-14,40.8715
2021-10-15,39.3724
2021-10-16,39.3724
2021-10-17,39.3724
2021-10-18,43.0121
2021-10-19,42.7493
2021-10-20,42.6415
2021-10-21,42.4201
2021-10-22,41.2837
2021-10-23,41.2837
2021-10-24,41.2837
2021-10-25,41.2558
2021-10-26,42.0654
2021-10-27,39.3974
2021-10-28,44.0357
2021-10-29,43.265
2021-10-30,43.265
2021-10-31,43.265
2021-11-01,46.6966
2021-11-02,45.568
2021-11-03,49.7351
2021-11-04,49.9239
2021-11-05,50.8785
2021-11-06,50.8785
2021-11-07,50.8785
2021-11-08,49.5433
2021-11-09,52.7355
2021-11-10,50.2527
2021-11-11,50.966
2021-11-12,50.5099
2021-11-13,50.5099
2021-11-14,50.5099
2021-11-15,50.5753
2021-11-16,51.3071
2021-11-17,47.0488
2021-11-18,50.4521
2021-11-19,48.2025
2021-11-20,48.2025
2021-11-21,48.2025
2021-11-22,47.8098
2021-11-23,46.5131
2021-11-24,33.9521
2021-11-25,33.9521
2021-11-26,33.1199
2021-11-27,33.1199
2021-11-28,33.1199
2021-11-29,34.6471
2021-11-30,32.5682
2021-12-01,31.7157
2021-12-02,32.7748
2021-12-03,34.1614
2021-12-04,34.1614
2021-12-05,34.1614
2021-12-06,36.1719
2021-12-07,36.2693
2021-12-08,36.2121
2021-12-09,35.9192
2021-12-10,35.4448
2021-12-11,35.4448
2021-12-12,35.4448
2021-12-13,34.1986
2021-12-14,34.9381
2021-12-15,35.3888
2021-12-16,35.0539
2021-12-17,36.4156
2021-12-18,36.4156
2021-12-19,36.4156
2021-12-20,36.1246
2021-12-21,38.0549
2021-12-22,38.0944
2021-12-23,38.4597
2021-12-24,38.4597
2021-12-25,38.4597
2021-12-26,38.4597
2021-12-27,39.5263
2021-12-28,39.1751
2021-12-29,40.1899
2021-12-30,41.2463
2021-12-31,40.5062
2022-01-01,40.5062
2022-01-02,40.5062
2022-01-03,43.6443
2022-01-04,45.131
2022-01-05,44.3782
2022-01-06,44.9564
2022-01-07,43.4867
2022-01-08,43.4867
2022-01-09,43.4867
2022-01-10,41.0867
2022-01-11,43.3015
2022-01-12,42.8845
2022-01-13,45.7132
2022-01-14,45.1687
2022-01-15,45.1687
2022-01-16,45.1687
2022-01-17,45.1687
2022-01-18,41.2603
2022-01-19,40.1216
2022-01-20,38.4604
2022-01-21,37.91
2022-01-22,37.91
2022-01-23,37.91
2022-01-24,43.2071
2022-01-25,45.4609
2022-01-26,44.9913
2022-01-27,44.7047
2022-01-28,45.8933
2022-01-29,45.8933
2022-01-30,45.8933
2022-01-31,47.0702
2022-02-01,47.8911
2022-02-02,45.7921
2022-02-03,43.9013
2022-02-04,43.5747
2022-02-05,43.5747
2022-02-06,43.5747
2022-02-07,43.275
2022-02-08,45.2654
2022-02-09,45.123
2022-02-10,44.8674
2022-02-11,40.3728
2022-02-12,40.3728
2022-02-13,40.3728
2022-02-14,38.656
2022-02-15,39.2189
2022-02-16,38.759
2022-02-17,36.3761
2022-02-18,36.426
2022-02-19,36.426
2022-02-20,36.426
2022-02-21,36.426
2022-02-22,35.1701
2022-02-23,33.7212
2022-02-24,37.5855
2022-02-25,39.5276
2022-02-26,39.5276
2022-02-27,39.5276
2022-02-28,38.9165
2022-03-01,36.7702
2022-03-02,40.2713
2022-03-03,39.3106
2022-03-04,39.3106
2022-03-05,39.3106
2022-03-06,39.3106
2022-03-07,38.8457
2022-03-08,40.59
2022-03-09,40.3256
2022-03-10,39.9887
2022-03-11,39.4098
2022-03-12,39.4098
2022-03-13,39.4098
2022-03-14,38.7946
2022-03-15,42.2161
2022-03-16,46.5699
2022-03-17,46.068
2022-03-18,46.4355
2022-03-19,46.4355
2022-03-20,46.4355
2022-03-21,43.4849
2022-03-22,43.9158
2022-03-23,41.3093
2022-03-24,41.2389
2022-03-25,42.0554
2022-03-26,42.0554
2022-03-27,42.0554
2022-03-28,44.5464
2022-03-29,46.4515
2022-03-30,44.6276
2022-03-31,42.489
2022-04-01,40.5157
2022-04-02,40.5157
2022-04-03,40.5157
2022-04-04,43.8401
2022-04-05,42.5432
2022-04-06,41.0092
2022-04-07,40.8017
2022-04-08,41.3644
2022-04-09,41.3644
2022-04-10,41.3644
2022-04-11,42.6964
2022-04-12,41.9011
2022-04-13,47.2277
2022-04-14,45.8443
2022-04-15,45.8443
2022-04-16,45.8443
2022-04-17,45.8443
2022-04-18,46.6298
2022-04-19,47.8721
2022-04-20,47.1158
2022-04-21,46.776
2022-04-22,37.7326
2022-04-23,37.7326
2022-04-24,37.7326
2022-04-25,41.0364
2022-04-26,41.3494
2022-04-27,41.3494
2022-04-28,42.9692
2022-04-29,41.4794
2022-04-30,41.4794
2022-05-01,41.4794
2022-05-02,44.1213
2022-05-03,44.4344
2022-05-04,46.4311
2022-05-05,44.0306
2022-05-06,43.4322
2022-05-07,43.4322
2022-05-08,43.4322
2022-05-09,42.7952
2022-05-10,40.8334
2022-05-11,39.0778
2022-05-12,41.9012
2022-05-13,42.6468
2022-05-14,42.6468
2022-05-15,42.6468
2022-05-16,44.3553
2022-05-17,45.6676
2022-05-18,41.2908
2022-05-19,40.1534
2022-05-20,39.3437
2022-05-21,39.3437
2022-05-22,39.3437
2022-05-23,37.5366
2022-05-24,35.1433
2022-05-25,40.5258
2022-05-26,42.4923
2022-05-27,44.4334
2022-05-28,44.4334
2022-05-29,44.4334
2022-05-30,44.4334
2022-05-31,42.6644
2022-06-01,42.1166
2022-06-02,42.3294
2022-06-03,42.1371
2022-06-04,42.1371
2022-06-05,42.1371
2022-06-06,41.6478
2022-06-07,41.2514
2022-06-08,41.4436
2022-06-09,39.7939
2022-06-10,37.7328
2022-06-11,37.7328
2022-06-12,37.7328
2022-06-13,36.4121
2022-06-14,36.8796
2022-06-15,37.1452
2022-06-16,36.2614
2022-06-17,37.5783
2022-06-18,37.5783
2022-06-19,37.5783
2022-06-20,37.5783
2022-06-21,36.5687
2022-06-22,36.2116
2022-06-23,36.1452
2022-06-24,40.4907
2022-06-25,40.4907
2022-06-26,40.4907
2022-06-27,39.8351
2022-06-28,38.7183
2022-06-29,38.0071
2022-06-30,36.1851
2022-07-01,37.6437
2022-07-02,37.6437
2022-07-03,37.6437
2022-07-04,37.6437
2022-07-05,39.8448
2022-07-06,39.2786
2022-07-07,41.0127
2022-07-08,41.1864
2022-07-09,41.1864
2022-07-10,41.1864
2022-07-11,40.609
2022-07-12,38.8386
2022-07-13,38.7591
2022-07-14,38.4741
2022-07-15,39.1355
2022-07-16,39.1355
2022-07-17,39.1355
2022-07-18,42.523
2022-07-19,45.4279
2022-07-20,46.2311
2022-07-21,45.6355
2022-07-22,45.9357
2022-07-23,45.9357
2022-07-24,45.9357
2022-07-25,44.8594
2022-07-26,42.4118
2022-07-27,43.4961
2022-07-28,47.5804
2022-07-29,47.924
2022-07-30,47.924
2022-07-31,47.924
2022-08-01,48.3905
2022-08-02,47.3483
2022-08-03,48.9642
2022-08-04,48.7921
2022-08-05,48.733
2022-08-06,48.733
2022-08-07,48.733
2022-08-08,51.9244
2022-08-09,48.2869
2022-08-10,49.4104
2022-08-11,52.4478
2022-08-12,53.8286
2022-08-13,53.8286
2022-08-14,53.8286
2022-08-15,54.1465
2022-08-16,58.0319
2022-08-17,55.4163
2022-08-18,54.2715
2022-08-19,49.946
2022-08-20,49.946
2022-08-21,49.946
2022-08-22,49.68
2022-08-23,49.9557
2022-08-24,48.9024
2022-08-25,49.4823
2022-08-26,48.4026
2022-08-27,48.4026
2022-08-28,48.4026
2022-08-29,46.5235
2022-08-30,47.6973
2022-08-31,44.856
2022-09-01,45.4898
2022-09-02,45.6835
2022-09-03,45.6835
2022-09-04,45.6835
2022-09-05,45.6835
2022-09-06,44.9129
2022-09-07,48.0228
2022-09-08,48.2118
2022-09-09,50.0292
2022-09-10,50.0292
2022-09-11,50.0292
2022-09-12,50.2161
2022-09-13,46.497
2022-09-14,46.497
2022-09-15,44.5602
2022-09-16,45.3907
2022-09-17,45.3907
2022-09-18,45.3907
2022-09-19,48.0731
2022-09-20,46.2517
2022-09-21,45.7313
2022-09-22,44.2437
2022-09-23,42.1177
2022-09-24,42.1177
2022-09-25,42.1177
2022-09-26,41.6925
2022-09-27,42.0706
2022-09-28,44.3117
2022-09-29,42.335
2022-09-30,41.3536
2022-10-01,41.3536
2022-10-02,41.3536
2022-10-03,44.3209
2022-10-04,49.5604
2022-10-05,52.4113
2022-10-06,52.8705
2022-10-07,52.3479
2022-10-08,52.3479
2022-10-09,52.3479
2022-10-10,51.818
2022-10-11,52.8064
2022-10-12,50.9808
2022-10-13,52.9142
2022-10-14,53.1608
2022-10-15,53.1608
2022-10-16,53.1608
2022-10-17,54.0325
2022-10-18,54.9614
2022-10-19,53.1109
2022-10-20,51.671
2022-10-21,55.1314
2022-10-22,55.1314
2022-10-23,55.1314
2022-10-24,56.8179
2022-10-25,57.6692
2022-10-26,58.3488
2022-10-27,59.3612
2022-10-28,60.6795
2022-10-29,60.6795
2022-10-30,60.6795
2022-10-31,60.7891
2022-11-01,61.8885
2022-11-02,56.557
2022-11-03,56.4023
2022-11-04,57.4848
2022-11-05,57.4848
2022-11-06,57.4848
2022-11-07,58.5494
2022-11-08,60.2649
2022-11-09,53.8137
2022-11-10,58.761
2022-11-11,62.2121
2022-11-12,62.2121
2022-11-13,62.2121
2022-11-14,62.4289
2022-11-15,64.5739
2022-11-16,59.0988
2022-11-17,61.8977
2022-11-18,65.4066
2022-11-19,65.4066
2022-11-20,65.4066
2022-11-21,67.2894
2022-11-22,68.5707
2022-11-23,68.7816
2022-11-24,68.7816
2022-11-25,69.088
2022-11-26,69.088
2022-11-27,69.088
2022-11-28,65.8131
2022-11-29,66.6475
2022-11-30,66.2461
2022-12-01,65.3636
2022-12-02,66.9071
2022-12-03,66.9071
2022-12-04,66.9071
2022-12-05,67.9156
2022-12-06,64.1411
2022-12-07,62.9773
2022-12-08,63.6222
2022-12-09,59.3449
2022-12-10,59.3449
2022-12-11,59.3449
2022-12-12,59.6339
2022-12-13,59.2604
2022-12-14,59.1326
2022-12-15,54.3465
2022-12-16,53.496
2022-12-17,53.496
2022-12-18,53.496
2022-12-19,51.0708
2022-12-20,49.2848
2022-12-21,48.1074
2022-12-22,47.2445
2022-12-23,48.8632
2022-12-24,48.8632
2022-12-25,48.8632
2022-12-26,48.8632
2022-12-27,45.9937
2022-12-28,45.0338
2022-12-29,45.6788
2022-12-30,45.0818
2022-12-31,45.0818
2023-01-01,45.0818
2023-01-02,45.0818
2023-01-03,46.3081
2023-01-04,48.9608
2023-01-05,46.9863
2023-01-06,49.1094
2023-01-07,49.1094
2023-01-08,49.1094
2023-01-09,50.4952
2023-01-10,51.3719
2023-01-11,53.0388
2023-01-12,54.5466
2023-01-13,55.1628
2023-01-14,55.1628
2023-01-15,55.1628
2023-01-16,55.1628
2023-01-17,54.6518
2023-01-18,55.5046
2023-01-19,53.8672
2023-01-20,56.4709
2023-01-21,56.4709
2023-01-22,56.4709
2023-01-23,57.73
2023-01-24,56.6452
2023-01-25,55.1705
2023-01-26,56.8095
2023-01-27,55.3904
2023-01-28,55.3904
2023-01-29,55.3904
2023-01-30,54.5182
2023-01-31,57.1996
2023-02-01,60.073
2023-02-02,62.8702
2023-02-03,64.7085
2023-02-04,64.7085
2023-02-05,64.7085
2023-02-06,60.0297
2023-02-07,59.3323
2023-02-08,54.2905
2023-02-09,53.0292
2023-02-10,53.1271
2023-02-11,53.1271
2023-02-12,53.1271
2023-02-13,54.7855
2023-02-14,56.0626
2023-02-15,56.299
2023-02-16,54.7743
2023-02-17,54.4085
2023-02-18,54.4085
2023-02-19,54.4085
2023-02-20,54.4085
2023-02-21,50.6739
2023-02-22,51.3752
2023-02-23,50.8004
2023-02-24,51.4189
2023-02-25,51.4189
2023-02-26,51.4189
2023-02-27,50.6996
2023-02-28,50.0359
2023-03-01,47.4648
2023-03-02,48.825
2023-03-03,48.7064
2023-03-04,48.7064
2023-03-05,48.7064
2023-03-06,45.2922
2023-03-07,44.9662
2023-03-08,44.1443
2023-03-09,42.1263
2023-03-10,38.7064
2023-03-11,38.7064
2023-03-12,38.7064
2023-03-13,36.5451
2023-03-14,34.9695
2023-03-15,34.0733
2023-03-16,36.1346
2023-03-17,34.8077
2023-03-18,34.8077
2023-03-19,34.8077
2023-03-20,33.7208
2023-03-21,34.922
