,NGHC US Equity
2021-08-02,63.6388
2021-08-03,63.6388
2021-08-04,63.6388
2021-08-05,63.6388
2021-08-06,63.6388
2021-08-07,63.6388
2021-08-08,63.6388
2021-08-09,63.6388
2021-08-10,63.6388
2021-08-11,63.6388
2021-08-12,63.6388
2021-08-13,63.6388
2021-08-14,63.6388
2021-08-15,63.6388
2021-08-16,63.6388
2021-08-17,63.6388
2021-08-18,63.6388
2021-08-19,63.6388
2021-08-20,63.6388
2021-08-21,63.6388
2021-08-22,63.6388
2021-08-23,63.6388
2021-08-24,63.6388
2021-08-25,63.6388
2021-08-26,63.6388
2021-08-27,63.6388
2021-08-28,63.6388
2021-08-29,63.6388
2021-08-30,63.6388
2021-08-31,63.6388
2021-09-01,63.6388
2021-09-02,63.6388
2021-09-03,63.6388
2021-09-04,63.6388
2021-09-05,63.6388
2021-09-06,63.6388
2021-09-07,63.6388
2021-09-08,63.6388
2021-09-09,63.6388
2021-09-10,63.6388
2021-09-11,63.6388
2021-09-12,63.6388
2021-09-13,63.6388
2021-09-14,63.6388
2021-09-15,63.6388
2021-09-16,63.6388
2021-09-17,63.6388
2021-09-18,63.6388
2021-09-19,63.6388
2021-09-20,63.6388
2021-09-21,63.6388
2021-09-22,63.6388
2021-09-23,63.6388
2021-09-24,63.6388
2021-09-25,63.6388
2021-09-26,63.6388
2021-09-27,63.6388
2021-09-28,63.6388
2021-09-29,63.6388
2021-09-30,63.6388
2021-10-01,63.6388
2021-10-02,63.6388
2021-10-03,63.6388
2021-10-04,63.6388
2021-10-05,63.6388
2021-10-06,63.6388
2021-10-07,63.6388
2021-10-08,63.6388
2021-10-09,63.6388
2021-10-10,63.6388
2021-10-11,63.6388
2021-10-12,63.6388
2021-10-13,63.6388
2021-10-14,63.6388
2021-10-15,63.6388
2021-10-16,63.6388
2021-10-17,63.6388
2021-10-18,63.6388
2021-10-19,63.6388
2021-10-20,63.6388
2021-10-21,63.6388
2021-10-22,63.6388
2021-10-23,63.6388
2021-10-24,63.6388
2021-10-25,63.6388
2021-10-26,63.6388
2021-10-27,63.6388
2021-10-28,63.6388
2021-10-29,63.6388
2021-10-30,63.6388
2021-10-31,63.6388
2021-11-01,63.6388
2021-11-02,63.6388
2021-11-03,63.6388
2021-11-04,63.6388
2021-11-05,63.6388
2021-11-06,63.6388
2021-11-07,63.6388
2021-11-08,63.6388
2021-11-09,63.6388
2021-11-10,63.6388
2021-11-11,63.6388
2021-11-12,63.6388
2021-11-13,63.6388
2021-11-14,63.6388
2021-11-15,63.6388
2021-11-16,63.6388
2021-11-17,63.6388
2021-11-18,63.6388
2021-11-19,63.6388
2021-11-20,63.6388
2021-11-21,63.6388
2021-11-22,63.6388
2021-11-23,63.6388
2021-11-24,63.6388
2021-11-25,63.6388
2021-11-26,63.6388
2021-11-27,63.6388
2021-11-28,63.6388
2021-11-29,63.6388
2021-11-30,63.6388
2021-12-01,63.6388
2021-12-02,63.6388
2021-12-03,63.6388
2021-12-04,63.6388
2021-12-05,63.6388
2021-12-06,63.6388
2021-12-07,63.6388
2021-12-08,63.6388
2021-12-09,63.6388
2021-12-10,63.6388
2021-12-11,63.6388
2021-12-12,63.6388
2021-12-13,63.6388
2021-12-14,63.6388
2021-12-15,63.6388
2021-12-16,63.6388
2021-12-17,63.6388
2021-12-18,63.6388
2021-12-19,63.6388
2021-12-20,63.6388
2021-12-21,63.6388
2021-12-22,63.6388
2021-12-23,63.6388
2021-12-24,63.6388
2021-12-25,63.6388
2021-12-26,63.6388
2021-12-27,63.6388
2021-12-28,63.6388
2021-12-29,63.6388
2021-12-30,63.6388
2021-12-31,63.6388
2022-01-01,63.6388
2022-01-02,63.6388
2022-01-03,63.6388
2022-01-04,63.6388
2022-01-05,63.6388
2022-01-06,63.6388
2022-01-07,63.6388
2022-01-08,63.6388
2022-01-09,63.6388
2022-01-10,63.6388
2022-01-11,63.6388
2022-01-12,63.6388
2022-01-13,63.6388
2022-01-14,63.6388
2022-01-15,63.6388
2022-01-16,63.6388
2022-01-17,63.6388
2022-01-18,63.6388
2022-01-19,63.6388
2022-01-20,63.6388
2022-01-21,63.6388
2022-01-22,63.6388
2022-01-23,63.6388
2022-01-24,63.6388
2022-01-25,63.6388
2022-01-26,63.6388
2022-01-27,63.6388
2022-01-28,63.6388
2022-01-29,63.6388
2022-01-30,63.6388
2022-01-31,63.6388
2022-02-01,63.6388
2022-02-02,63.6388
2022-02-03,63.6388
2022-02-04,63.6388
2022-02-05,63.6388
2022-02-06,63.6388
2022-02-07,63.6388
2022-02-08,63.6388
2022-02-09,63.6388
2022-02-10,63.6388
2022-02-11,63.6388
2022-02-12,63.6388
2022-02-13,63.6388
2022-02-14,63.6388
2022-02-15,63.6388
2022-02-16,63.6388
2022-02-17,63.6388
2022-02-18,63.6388
2022-02-19,63.6388
2022-02-20,63.6388
2022-02-21,63.6388
2022-02-22,63.6388
2022-02-23,63.6388
2022-02-24,63.6388
2022-02-25,63.6388
2022-02-26,63.6388
2022-02-27,63.6388
2022-02-28,63.6388
2022-03-01,63.6388
2022-03-02,63.6388
2022-03-03,63.6388
2022-03-04,63.6388
2022-03-05,63.6388
2022-03-06,63.6388
2022-03-07,63.6388
2022-03-08,63.6388
2022-03-09,63.6388
2022-03-10,63.6388
2022-03-11,63.6388
2022-03-12,63.6388
2022-03-13,63.6388
2022-03-14,63.6388
2022-03-15,63.6388
2022-03-16,63.6388
2022-03-17,63.6388
2022-03-18,63.6388
2022-03-19,63.6388
2022-03-20,63.6388
2022-03-21,63.6388
2022-03-22,63.6388
2022-03-23,63.6388
2022-03-24,63.6388
2022-03-25,63.6388
2022-03-26,63.6388
2022-03-27,63.6388
2022-03-28,63.6388
2022-03-29,63.6388
2022-03-30,63.6388
2022-03-31,63.6388
2022-04-01,63.6388
2022-04-02,63.6388
2022-04-03,63.6388
2022-04-04,63.6388
2022-04-05,63.6388
2022-04-06,63.6388
2022-04-07,63.6388
2022-04-08,63.6388
2022-04-09,63.6388
2022-04-10,63.6388
2022-04-11,63.6388
2022-04-12,63.6388
2022-04-13,63.6388
2022-04-14,63.6388
2022-04-15,63.6388
2022-04-16,63.6388
2022-04-17,63.6388
2022-04-18,63.6388
2022-04-19,63.6388
2022-04-20,63.6388
2022-04-21,63.6388
2022-04-22,63.6388
2022-04-23,63.6388
2022-04-24,63.6388
2022-04-25,63.6388
2022-04-26,63.6388
2022-04-27,63.6388
2022-04-28,63.6388
2022-04-29,63.6388
2022-04-30,63.6388
2022-05-01,63.6388
2022-05-02,63.6388
2022-05-03,63.6388
2022-05-04,63.6388
2022-05-05,63.6388
2022-05-06,63.6388
2022-05-07,63.6388
2022-05-08,63.6388
2022-05-09,63.6388
2022-05-10,63.6388
2022-05-11,63.6388
2022-05-12,63.6388
2022-05-13,63.6388
2022-05-14,63.6388
2022-05-15,63.6388
2022-05-16,63.6388
2022-05-17,63.6388
2022-05-18,63.6388
2022-05-19,63.6388
2022-05-20,63.6388
2022-05-21,63.6388
2022-05-22,63.6388
2022-05-23,63.6388
2022-05-24,63.6388
2022-05-25,63.6388
2022-05-26,63.6388
2022-05-27,63.6388
2022-05-28,63.6388
2022-05-29,63.6388
2022-05-30,63.6388
2022-05-31,63.6388
2022-06-01,63.6388
2022-06-02,63.6388
2022-06-03,63.6388
2022-06-04,63.6388
2022-06-05,63.6388
2022-06-06,63.6388
2022-06-07,63.6388
2022-06-08,63.6388
2022-06-09,63.6388
2022-06-10,63.6388
2022-06-11,63.6388
2022-06-12,63.6388
2022-06-13,63.6388
2022-06-14,63.6388
2022-06-15,63.6388
2022-06-16,63.6388
2022-06-17,63.6388
2022-06-18,63.6388
2022-06-19,63.6388
2022-06-20,63.6388
2022-06-21,63.6388
2022-06-22,63.6388
2022-06-23,63.6388
2022-06-24,63.6388
2022-06-25,63.6388
2022-06-26,63.6388
2022-06-27,63.6388
2022-06-28,63.6388
2022-06-29,63.6388
2022-06-30,63.6388
2022-07-01,63.6388
2022-07-02,63.6388
2022-07-03,63.6388
2022-07-04,63.6388
2022-07-05,63.6388
2022-07-06,63.6388
2022-07-07,63.6388
2022-07-08,63.6388
2022-07-09,63.6388
2022-07-10,63.6388
2022-07-11,63.6388
2022-07-12,63.6388
2022-07-13,63.6388
2022-07-14,63.6388
2022-07-15,63.6388
2022-07-16,63.6388
2022-07-17,63.6388
2022-07-18,63.6388
2022-07-19,63.6388
2022-07-20,63.6388
2022-07-21,63.6388
2022-07-22,63.6388
2022-07-23,63.6388
2022-07-24,63.6388
2022-07-25,63.6388
2022-07-26,63.6388
2022-07-27,63.6388
2022-07-28,63.6388
2022-07-29,63.6388
2022-07-30,63.6388
2022-07-31,63.6388
2022-08-01,63.6388
2022-08-02,63.6388
2022-08-03,63.6388
2022-08-04,63.6388
2022-08-05,63.6388
2022-08-06,63.6388
2022-08-07,63.6388
2022-08-08,63.6388
2022-08-09,63.6388
2022-08-10,63.6388
2022-08-11,63.6388
2022-08-12,63.6388
2022-08-13,63.6388
2022-08-14,63.6388
2022-08-15,63.6388
2022-08-16,63.6388
2022-08-17,63.6388
2022-08-18,63.6388
2022-08-19,63.6388
2022-08-20,63.6388
2022-08-21,63.6388
2022-08-22,63.6388
2022-08-23,63.6388
2022-08-24,63.6388
2022-08-25,63.6388
2022-08-26,63.6388
2022-08-27,63.6388
2022-08-28,63.6388
2022-08-29,63.6388
2022-08-30,63.6388
2022-08-31,63.6388
2022-09-01,63.6388
2022-09-02,63.6388
2022-09-03,63.6388
2022-09-04,63.6388
2022-09-05,63.6388
2022-09-06,63.6388
2022-09-07,63.6388
2022-09-08,63.6388
2022-09-09,63.6388
2022-09-10,63.6388
2022-09-11,63.6388
2022-09-12,63.6388
2022-09-13,63.6388
2022-09-14,63.6388
2022-09-15,63.6388
2022-09-16,63.6388
2022-09-17,63.6388
2022-09-18,63.6388
2022-09-19,63.6388
2022-09-20,63.6388
2022-09-21,63.6388
2022-09-22,63.6388
2022-09-23,63.6388
2022-09-24,63.6388
2022-09-25,63.6388
2022-09-26,63.6388
2022-09-27,63.6388
2022-09-28,63.6388
2022-09-29,63.6388
2022-09-30,63.6388
2022-10-01,63.6388
2022-10-02,63.6388
2022-10-03,63.6388
2022-10-04,63.6388
2022-10-05,63.6388
2022-10-06,63.6388
2022-10-07,63.6388
2022-10-08,63.6388
2022-10-09,63.6388
2022-10-10,63.6388
2022-10-11,63.6388
2022-10-12,63.6388
2022-10-13,63.6388
2022-10-14,63.6388
2022-10-15,63.6388
2022-10-16,63.6388
2022-10-17,63.6388
2022-10-18,63.6388
2022-10-19,63.6388
2022-10-20,63.6388
2022-10-21,63.6388
2022-10-22,63.6388
2022-10-23,63.6388
2022-10-24,63.6388
2022-10-25,63.6388
2022-10-26,63.6388
2022-10-27,63.6388
2022-10-28,63.6388
2022-10-29,63.6388
2022-10-30,63.6388
2022-10-31,63.6388
2022-11-01,63.6388
2022-11-02,63.6388
2022-11-03,63.6388
2022-11-04,63.6388
2022-11-05,63.6388
2022-11-06,63.6388
2022-11-07,63.6388
2022-11-08,63.6388
2022-11-09,63.6388
2022-11-10,63.6388
2022-11-11,63.6388
2022-11-12,63.6388
2022-11-13,63.6388
2022-11-14,63.6388
2022-11-15,63.6388
2022-11-16,63.6388
2022-11-17,63.6388
2022-11-18,63.6388
2022-11-19,63.6388
2022-11-20,63.6388
2022-11-21,63.6388
2022-11-22,63.6388
2022-11-23,63.6388
2022-11-24,63.6388
2022-11-25,63.6388
2022-11-26,63.6388
2022-11-27,63.6388
2022-11-28,63.6388
2022-11-29,63.6388
2022-11-30,63.6388
2022-12-01,63.6388
2022-12-02,63.6388
2022-12-03,63.6388
2022-12-04,63.6388
2022-12-05,63.6388
2022-12-06,63.6388
2022-12-07,63.6388
2022-12-08,63.6388
2022-12-09,63.6388
2022-12-10,63.6388
2022-12-11,63.6388
2022-12-12,63.6388
2022-12-13,63.6388
2022-12-14,63.6388
2022-12-15,63.6388
2022-12-16,63.6388
2022-12-17,63.6388
2022-12-18,63.6388
2022-12-19,63.6388
2022-12-20,63.6388
2022-12-21,63.6388
2022-12-22,63.6388
2022-12-23,63.6388
2022-12-24,63.6388
2022-12-25,63.6388
2022-12-26,63.6388
2022-12-27,63.6388
2022-12-28,63.6388
2022-12-29,63.6388
2022-12-30,63.6388
2022-12-31,63.6388
2023-01-01,63.6388
2023-01-02,63.6388
2023-01-03,63.6388
2023-01-04,63.6388
2023-01-05,63.6388
2023-01-06,63.6388
2023-01-07,63.6388
2023-01-08,63.6388
2023-01-09,63.6388
2023-01-10,63.6388
2023-01-11,63.6388
2023-01-12,63.6388
2023-01-13,63.6388
2023-01-14,63.6388
2023-01-15,63.6388
2023-01-16,63.6388
2023-01-17,63.6388
2023-01-18,63.6388
2023-01-19,63.6388
2023-01-20,63.6388
2023-01-21,63.6388
2023-01-22,63.6388
2023-01-23,63.6388
2023-01-24,63.6388
2023-01-25,63.6388
2023-01-26,63.6388
2023-01-27,63.6388
2023-01-28,63.6388
2023-01-29,63.6388
2023-01-30,63.6388
2023-01-31,63.6388
2023-02-01,63.6388
2023-02-02,63.6388
2023-02-03,63.6388
2023-02-04,63.6388
2023-02-05,63.6388
2023-02-06,63.6388
2023-02-07,63.6388
2023-02-08,63.6388
2023-02-09,63.6388
2023-02-10,63.6388
2023-02-11,63.6388
2023-02-12,63.6388
2023-02-13,63.6388
2023-02-14,63.6388
2023-02-15,63.6388
2023-02-16,63.6388
2023-02-17,63.6388
2023-02-18,63.6388
2023-02-19,63.6388
2023-02-20,63.6388
2023-02-21,63.6388
2023-02-22,63.6388
2023-02-23,63.6388
2023-02-24,63.6388
2023-02-25,63.6388
2023-02-26,63.6388
2023-02-27,63.6388
2023-02-28,63.6388
2023-03-01,63.6388
2023-03-02,63.6388
2023-03-03,63.6388
2023-03-04,63.6388
2023-03-05,63.6388
2023-03-06,63.6388
2023-03-07,63.6388
2023-03-08,63.6388
2023-03-09,63.6388
2023-03-10,63.6388
2023-03-11,63.6388
