,INGR US Equity
2020-11-25,55.6263
2020-11-26,55.6263
2020-11-27,54.4652
2020-11-28,54.4652
2020-11-29,54.4652
2020-11-30,50.5472
2020-12-01,52.0633
2020-12-02,50.6723
2020-12-03,51.8607
2020-12-04,55.2434
2020-12-05,55.2434
2020-12-06,55.2434
2020-12-07,54.9713
2020-12-08,53.9867
2020-12-09,55.6426
2020-12-10,54.9999
2020-12-11,54.6507
2020-12-12,54.6507
2020-12-13,54.6507
2020-12-14,54.4021
2020-12-15,55.969
2020-12-16,53.0985
2020-12-17,51.2798
2020-12-18,52.4443
2020-12-19,52.4443
2020-12-20,52.4443
2020-12-21,51.5889
2020-12-22,50.4101
2020-12-23,52.2668
2020-12-24,51.8497
2020-12-25,51.8497
2020-12-26,51.8497
2020-12-27,51.8497
2020-12-28,53.2089
2020-12-29,51.4228
2020-12-30,50.7676
2020-12-31,51.6097
2021-01-01,51.6097
2021-01-02,51.6097
2021-01-03,51.6097
2021-01-04,51.9037
2021-01-05,51.9196
2021-01-06,56.6235
2021-01-07,54.9566
2021-01-08,53.8012
2021-01-09,53.8012
2021-01-10,53.8012
2021-01-11,52.0604
2021-01-12,51.9759
2021-01-13,51.0844
2021-01-14,51.2673
2021-01-15,49.593
2021-01-16,49.593
2021-01-17,49.593
2021-01-18,49.593
2021-01-19,49.2119
2021-01-20,51.5904
2021-01-21,48.7592
2021-01-22,48.0728
2021-01-23,48.0728
2021-01-24,48.0728
2021-01-25,50.2974
2021-01-26,49.5823
2021-01-27,45.7279
2021-01-28,48.1584
2021-01-29,45.8778
2021-01-30,45.8778
2021-01-31,45.8778
2021-02-01,44.1845
2021-02-02,45.5053
2021-02-03,57.1795
2021-02-04,57.9025
2021-02-05,57.2674
2021-02-06,57.2674
2021-02-07,57.2674
2021-02-08,59.8095
2021-02-09,61.3866
2021-02-10,60.7204
2021-02-11,60.2135
2021-02-12,60.9664
2021-02-13,60.9664
2021-02-14,60.9664
2021-02-15,60.9664
2021-02-16,60.5067
2021-02-17,59.5597
2021-02-18,59.7197
2021-02-19,60.2576
2021-02-20,60.2576
2021-02-21,60.2576
2021-02-22,61.8392
2021-02-23,63.4712
2021-02-24,66.845
2021-02-25,62.9065
2021-02-26,62.0816
2021-02-27,62.0816
2021-02-28,62.0816
2021-03-01,60.4591
2021-03-02,61.0151
2021-03-03,62.0164
2021-03-04,59.2478
2021-03-05,62.022
2021-03-06,62.022
2021-03-07,62.022
2021-03-08,62.4266
2021-03-09,60.1341
2021-03-10,61.0361
2021-03-11,62.1382
2021-03-12,62.1007
2021-03-13,62.1007
2021-03-14,62.1007
2021-03-15,62.3473
2021-03-16,61.3059
2021-03-17,61.7671
2021-03-18,59.5638
2021-03-19,56.933
2021-03-20,56.933
2021-03-21,56.933
2021-03-22,57.3674
2021-03-23,53.7828
2021-03-24,55.8304
2021-03-25,57.5169
2021-03-26,59.9601
2021-03-27,59.9601
2021-03-28,59.9601
2021-03-29,58.1396
2021-03-30,58.6718
2021-03-31,55.7372
2021-04-01,56.1409
2021-04-02,56.1409
2021-04-03,56.1409
2021-04-04,56.1409
2021-04-05,56.0679
2021-04-06,56.1122
2021-04-07,55.8599
2021-04-08,56.498
2021-04-09,56.3337
2021-04-10,56.3337
2021-04-11,56.3337
2021-04-12,56.821
2021-04-13,56.0232
2021-04-14,57.5882
2021-04-15,58.6253
2021-04-16,60.2739
2021-04-17,60.2739
2021-04-18,60.2739
2021-04-19,59.7811
2021-04-20,58.5085
2021-04-21,59.5317
2021-04-22,57.9345
2021-04-23,59.1199
2021-04-24,59.1199
2021-04-25,59.1199
2021-04-26,57.6553
2021-04-27,59.1981
2021-04-28,59.4697
2021-04-29,59.393
2021-04-30,59.6264
2021-05-01,59.6264
2021-05-02,59.6264
2021-05-03,61.4761
2021-05-04,59.3594
2021-05-05,54.8349
2021-05-06,58.5825
2021-05-07,60.1777
2021-05-08,60.1777
2021-05-09,60.1777
2021-05-10,60.8462
2021-05-11,61.0235
2021-05-12,59.8761
2021-05-13,62.3955
2021-05-14,62.6771
2021-05-15,62.6771
2021-05-16,62.6771
2021-05-17,64.0089
2021-05-18,62.2195
2021-05-19,59.0587
2021-05-20,57.4754
2021-05-21,58.1539
2021-05-22,58.1539
2021-05-23,58.1539
2021-05-24,59.2512
2021-05-25,57.2474
2021-05-26,57.728
2021-05-27,55.8784
2021-05-28,56.2312
2021-05-29,56.2312
2021-05-30,56.2312
2021-05-31,56.2312
2021-06-01,59.5587
2021-06-02,60.2743
2021-06-03,58.7784
2021-06-04,58.2537
2021-06-05,58.2537
2021-06-06,58.2537
2021-06-07,57.7735
2021-06-08,57.124
2021-06-09,55.9846
2021-06-10,54.9056
2021-06-11,53.4406
2021-06-12,53.4406
2021-06-13,53.4406
2021-06-14,52.674
2021-06-15,53.0106
2021-06-16,48.8511
2021-06-17,45.7345
2021-06-18,42.728
2021-06-19,42.728
2021-06-20,42.728
2021-06-21,44.9732
2021-06-22,44.4552
2021-06-23,43.2592
2021-06-24,44.744
2021-06-25,45.2993
2021-06-26,45.2993
2021-06-27,45.2993
2021-06-28,43.5736
2021-06-29,43.5521
2021-06-30,46.6967
2021-07-01,47.9742
2021-07-02,49.1324
2021-07-03,49.1324
2021-07-04,49.1324
2021-07-05,49.1324
2021-07-06,49.4172
2021-07-07,52.5872
2021-07-08,50.6232
2021-07-09,53.5067
2021-07-10,53.5067
2021-07-11,53.5067
2021-07-12,46.506
2021-07-13,41.7978
2021-07-14,43.1394
2021-07-15,43.1632
2021-07-16,41.4077
2021-07-17,41.4077
2021-07-18,41.4077
2021-07-19,39.3148
2021-07-20,44.1215
2021-07-21,43.9099
2021-07-22,41.6208
2021-07-23,43.0525
2021-07-24,43.0525
2021-07-25,43.0525
2021-07-26,44.7699
2021-07-27,45.1527
2021-07-28,46.4402
2021-07-29,46.8253
2021-07-30,44.6006
2021-07-31,44.6006
2021-08-01,44.6006
2021-08-02,47.5836
2021-08-03,44.9114
2021-08-04,40.5205
2021-08-05,39.9067
2021-08-06,43.0526
2021-08-07,43.0526
2021-08-08,43.0526
2021-08-09,42.9701
2021-08-10,44.9775
2021-08-11,46.5021
2021-08-12,45.648
2021-08-13,48.0224
2021-08-14,48.0224
2021-08-15,48.0224
2021-08-16,48.659
2021-08-17,46.7669
2021-08-18,44.6618
2021-08-19,42.8061
2021-08-20,44.6776
2021-08-21,44.6776
2021-08-22,44.6776
2021-08-23,46.1154
2021-08-24,46.4805
2021-08-25,48.272
2021-08-26,47.1069
2021-08-27,49.8215
2021-08-28,49.8215
2021-08-29,49.8215
2021-08-30,48.0741
2021-08-31,48.2639
2021-09-01,48.823
2021-09-02,48.9109
2021-09-03,48.8242
2021-09-04,48.8242
2021-09-05,48.8242
2021-09-06,48.8242
2021-09-07,47.2847
2021-09-08,47.5018
2021-09-09,44.9087
2021-09-10,44.7844
2021-09-11,44.7844
2021-09-12,44.7844
2021-09-13,47.5875
2021-09-14,45.8048
2021-09-15,49.219
2021-09-16,51.7519
2021-09-17,49.0053
2021-09-18,49.0053
2021-09-19,49.0053
2021-09-20,46.8222
2021-09-21,47.5897
2021-09-22,48.3383
2021-09-23,51.3037
2021-09-24,50.8816
2021-09-25,50.8816
2021-09-26,50.8816
2021-09-27,53.7217
2021-09-28,52.5964
2021-09-29,55.3786
2021-09-30,51.1905
2021-10-01,55.1356
2021-10-02,55.1356
2021-10-03,55.1356
2021-10-04,56.8379
2021-10-05,59.3735
2021-10-06,60.797
2021-10-07,61.4732
2021-10-08,62.2062
2021-10-09,62.2062
2021-10-10,62.2062
2021-10-11,63.1349
2021-10-12,63.4254
2021-10-13,60.3034
2021-10-14,63.0859
2021-10-15,63.7157
2021-10-16,63.7157
2021-10-17,63.7157
2021-10-18,62.5625
2021-10-19,63.7188
2021-10-20,62.8404
2021-10-21,63.2891
2021-10-22,62.8962
2021-10-23,62.8962
2021-10-24,62.8962
2021-10-25,63.1643
2021-10-26,60.7343
2021-10-27,55.6703
2021-10-28,57.231
2021-10-29,57.5124
2021-10-30,57.5124
2021-10-31,57.5124
2021-11-01,58.2057
2021-11-02,51.3002
2021-11-03,57.1062
2021-11-04,57.7743
2021-11-05,60.4533
2021-11-06,60.4533
2021-11-07,60.4533
2021-11-08,61.5447
2021-11-09,62.5211
2021-11-10,63.6714
2021-11-11,60.9659
2021-11-12,60.7704
2021-11-13,60.7704
2021-11-14,60.7704
2021-11-15,61.8529
2021-11-16,60.573
2021-11-17,59.1296
2021-11-18,58.0292
2021-11-19,54.9009
2021-11-20,54.9009
2021-11-21,54.9009
2021-11-22,56.4278
2021-11-23,57.4533
2021-11-24,56.805
2021-11-25,56.805
2021-11-26,53.5739
2021-11-27,53.5739
2021-11-28,53.5739
2021-11-29,55.5159
2021-11-30,47.2788
2021-12-01,47.0915
2021-12-02,48.9739
2021-12-03,49.0087
2021-12-04,49.0087
2021-12-05,49.0087
2021-12-06,53.3025
2021-12-07,53.5197
2021-12-08,53.9784
2021-12-09,52.5359
2021-12-10,52.4987
2021-12-11,52.4987
2021-12-12,52.4987
2021-12-13,49.4547
2021-12-14,50.6528
2021-12-15,51.2331
2021-12-16,52.9167
2021-12-17,50.5173
2021-12-18,50.5173
2021-12-19,50.5173
2021-12-20,47.5439
2021-12-21,50.8661
2021-12-22,49.69
2021-12-23,49.6041
2021-12-24,49.6041
2021-12-25,49.6041
2021-12-26,49.6041
2021-12-27,51.3458
2021-12-28,53.8848
2021-12-29,53.2686
2021-12-30,52.2754
2021-12-31,53.6344
2022-01-01,53.6344
2022-01-02,53.6344
2022-01-03,54.4397
2022-01-04,55.5057
2022-01-05,56.8598
2022-01-06,57.1685
2022-01-07,58.3529
2022-01-08,58.3529
2022-01-09,58.3529
2022-01-10,58.6768
2022-01-11,59.5074
2022-01-12,59.3622
2022-01-13,60.2159
2022-01-14,60.7841
2022-01-15,60.7841
2022-01-16,60.7841
2022-01-17,60.7841
2022-01-18,59.5929
2022-01-19,59.8583
2022-01-20,57.2895
2022-01-21,52.5312
2022-01-22,52.5312
2022-01-23,52.5312
2022-01-24,49.9801
2022-01-25,46.2974
2022-01-26,45.5123
2022-01-27,46.4087
2022-01-28,46.3318
2022-01-29,46.3318
2022-01-30,46.3318
2022-01-31,46.7201
2022-02-01,48.1802
2022-02-02,50.1457
2022-02-03,35.4533
2022-02-04,33.7243
2022-02-05,33.7243
2022-02-06,33.7243
2022-02-07,33.7243
2022-02-08,35.9527
2022-02-09,37.4109
2022-02-10,35.6151
2022-02-11,38.6419
2022-02-12,38.6419
2022-02-13,38.6419
2022-02-14,38.2112
2022-02-15,40.8423
2022-02-16,42.0895
2022-02-17,42.3752
2022-02-18,42.3176
2022-02-19,42.3176
2022-02-20,42.3176
2022-02-21,42.3176
2022-02-22,42.4187
2022-02-23,43.0184
2022-02-24,40.4207
2022-02-25,46.6265
2022-02-26,46.6265
2022-02-27,46.6265
2022-02-28,43.8944
2022-03-01,42.6437
2022-03-02,43.586
2022-03-03,42.0042
2022-03-04,39.3994
2022-03-05,39.3994
2022-03-06,39.3994
2022-03-07,35.8197
2022-03-08,41.1379
2022-03-09,43.3853
2022-03-10,40.2838
2022-03-11,39.4169
2022-03-12,39.4169
2022-03-13,39.4169
2022-03-14,39.3622
2022-03-15,39.0702
2022-03-16,40.5957
2022-03-17,42.1122
2022-03-18,44.2376
2022-03-19,44.2376
2022-03-20,44.2376
2022-03-21,44.1979
2022-03-22,43.7785
2022-03-23,43.4209
2022-03-24,45.3736
2022-03-25,47.6504
2022-03-26,47.6504
2022-03-27,47.6504
2022-03-28,47.5892
2022-03-29,49.5029
2022-03-30,48.4435
2022-03-31,48.1344
2022-04-01,52.8957
2022-04-02,52.8957
2022-04-03,52.8957
2022-04-04,52.0464
2022-04-05,51.7029
2022-04-06,50.9207
2022-04-07,50.6565
2022-04-08,51.9632
2022-04-09,51.9632
2022-04-10,51.9632
2022-04-11,52.9801
2022-04-12,48.5338
2022-04-13,50.054
2022-04-14,51.7626
2022-04-15,51.7626
2022-04-16,51.7626
2022-04-17,51.7626
2022-04-18,50.9147
2022-04-19,52.9891
2022-04-20,53.5095
2022-04-21,52.9224
2022-04-22,48.3876
2022-04-23,48.3876
2022-04-24,48.3876
2022-04-25,46.8938
2022-04-26,44.0783
2022-04-27,45.4231
2022-04-28,46.6059
2022-04-29,44.6944
2022-04-30,44.6944
2022-05-01,44.6944
2022-05-02,45.5147
2022-05-03,47.2974
2022-05-04,52.2312
2022-05-05,50.4805
2022-05-06,50.2995
2022-05-07,50.2995
2022-05-08,50.2995
2022-05-09,47.4063
2022-05-10,47.4063
2022-05-11,47.9725
2022-05-12,52.3808
2022-05-13,56.8071
2022-05-14,56.8071
2022-05-15,56.8071
2022-05-16,56.737
2022-05-17,59.9129
2022-05-18,55.4004
2022-05-19,54.9337
2022-05-20,54.5079
2022-05-21,54.5079
2022-05-22,54.5079
2022-05-23,57.0011
2022-05-24,54.2058
2022-05-25,57.3441
2022-05-26,56.5679
2022-05-27,57.3395
2022-05-28,57.3395
2022-05-29,57.3395
2022-05-30,57.3395
2022-05-31,57.4404
2022-06-01,58.9838
2022-06-02,54.5885
2022-06-03,54.3189
2022-06-04,54.3189
2022-06-05,54.3189
2022-06-06,53.6576
2022-06-07,54.7555
2022-06-08,53.9521
2022-06-09,51.2153
2022-06-10,49.0525
2022-06-11,49.0525
2022-06-12,49.0525
2022-06-13,45.3161
2022-06-14,44.8545
2022-06-15,45.817
2022-06-16,42.3323
2022-06-17,42.1474
2022-06-18,42.1474
2022-06-19,42.1474
2022-06-20,42.1474
2022-06-21,44.4886
2022-06-22,42.898
2022-06-23,43.0678
2022-06-24,48.6306
2022-06-25,48.6306
2022-06-26,48.6306
2022-06-27,50.806
2022-06-28,50.3335
2022-06-29,49.8971
2022-06-30,49.1568
2022-07-01,51.5369
2022-07-02,51.5369
2022-07-03,51.5369
2022-07-04,51.5369
2022-07-05,49.9349
2022-07-06,48.3365
2022-07-07,50.3283
2022-07-08,47.705
2022-07-09,47.705
2022-07-10,47.705
2022-07-11,46.5871
2022-07-12,47.5602
2022-07-13,46.9043
2022-07-14,45.5071
2022-07-15,46.1607
2022-07-16,46.1607
2022-07-17,46.1607
2022-07-18,45.2114
2022-07-19,47.9941
2022-07-20,48.4024
2022-07-21,47.8275
2022-07-22,48.4439
2022-07-23,48.4439
2022-07-24,48.4439
2022-07-25,51.4438
2022-07-26,52.2803
2022-07-27,51.9137
2022-07-28,52.569
2022-07-29,54.708
2022-07-30,54.708
2022-07-31,54.708
2022-08-01,55.995
2022-08-02,54.0287
2022-08-03,55.3542
2022-08-04,54.2501
2022-08-05,55.3617
2022-08-06,55.3617
2022-08-07,55.3617
2022-08-08,53.6472
2022-08-09,54.7865
2022-08-10,57.1964
2022-08-11,58.0616
2022-08-12,57.8323
2022-08-13,57.8323
2022-08-14,57.8323
2022-08-15,59.1819
2022-08-16,60.4616
2022-08-17,57.9347
2022-08-18,58.8174
2022-08-19,57.5257
2022-08-20,57.5257
2022-08-21,57.5257
2022-08-22,53.2884
2022-08-23,51.3685
2022-08-24,49.0607
2022-08-25,51.6205
2022-08-26,48.8089
2022-08-27,48.8089
2022-08-28,48.8089
2022-08-29,47.5828
2022-08-30,46.598
2022-08-31,44.8202
2022-09-01,43.9152
2022-09-02,42.4573
2022-09-03,42.4573
2022-09-04,42.4573
2022-09-05,42.4573
2022-09-06,40.4658
2022-09-07,42.2988
2022-09-08,42.48
2022-09-09,43.739
2022-09-10,43.739
2022-09-11,43.739
2022-09-12,44.748
2022-09-13,40.8663
2022-09-14,40.4691
2022-09-15,39.7413
2022-09-16,40.221
2022-09-17,40.221
2022-09-18,40.221
2022-09-19,42.7296
2022-09-20,41.8294
2022-09-21,40.7276
2022-09-22,39.5453
2022-09-23,36.6347
2022-09-24,36.6347
2022-09-25,36.6347
2022-09-26,35.2108
2022-09-27,43.0497
2022-09-28,43.218
2022-09-29,42.0884
2022-09-30,39.9422
2022-10-01,39.9422
2022-10-02,39.9422
2022-10-03,42.2512
2022-10-04,45.9373
2022-10-05,44.3869
2022-10-06,42.6608
2022-10-07,42.4405
2022-10-08,42.4405
2022-10-09,42.4405
2022-10-10,43.4413
2022-10-11,44.9364
2022-10-12,44.5858
2022-10-13,47.7049
2022-10-14,46.0032
2022-10-15,46.0032
2022-10-16,46.0032
2022-10-17,47.9249
2022-10-18,48.9686
2022-10-19,48.8842
2022-10-20,46.5422
2022-10-21,49.1346
2022-10-22,49.1346
2022-10-23,49.1346
2022-10-24,49.6399
2022-10-25,52.4058
2022-10-26,53.0403
2022-10-27,54.8906
2022-10-28,56.8612
2022-10-29,56.8612
2022-10-30,56.8612
2022-10-31,57.4236
2022-11-01,56.6198
2022-11-02,54.5654
2022-11-03,60.0452
2022-11-04,62.1692
2022-11-05,62.1692
2022-11-06,62.1692
2022-11-07,62.1093
2022-11-08,61.924
2022-11-09,59.7923
2022-11-10,62.775
2022-11-11,59.2576
2022-11-12,59.2576
2022-11-13,59.2576
2022-11-14,59.6197
2022-11-15,61.6112
2022-11-16,60.7674
2022-11-17,60.7804
2022-11-18,62.4928
2022-11-19,62.4928
2022-11-20,62.4928
2022-11-21,63.1511
2022-11-22,65.5913
2022-11-23,65.6481
2022-11-24,65.6481
2022-11-25,66.4507
2022-11-26,66.4507
2022-11-27,66.4507
2022-11-28,64.0617
2022-11-29,62.1359
2022-11-30,63.7156
2022-12-01,63.8148
2022-12-02,66.6438
2022-12-03,66.6438
2022-12-04,66.6438
2022-12-05,64.5975
2022-12-06,61.363
2022-12-07,62.7841
2022-12-08,62.5977
2022-12-09,61.0355
2022-12-10,61.0355
2022-12-11,61.0355
2022-12-12,61.9906
2022-12-13,62.9933
2022-12-14,63.2759
2022-12-15,59.878
2022-12-16,58.9659
2022-12-17,58.9659
2022-12-18,58.9659
2022-12-19,57.2436
2022-12-20,57.7752
2022-12-21,60.0784
2022-12-22,58.7688
2022-12-23,59.4183
2022-12-24,59.4183
2022-12-25,59.4183
2022-12-26,59.4183
2022-12-27,60.2716
2022-12-28,57.3466
2022-12-29,58.5787
2022-12-30,58.0368
2022-12-31,58.0368
2023-01-01,58.0368
2023-01-02,58.0368
2023-01-03,56.8826
2023-01-04,57.9278
2023-01-05,55.6178
2023-01-06,58.7334
2023-01-07,58.7334
2023-01-08,58.7334
2023-01-09,56.4106
2023-01-10,57.883
2023-01-11,58.7119
2023-01-12,60.3272
2023-01-13,59.8117
2023-01-14,59.8117
2023-01-15,59.8117
2023-01-16,59.8117
2023-01-17,65.5002
2023-01-18,61.0415
2023-01-19,61.2709
2023-01-20,60.5943
2023-01-21,60.5943
2023-01-22,60.5943
2023-01-23,58.6845
2023-01-24,58.8699
2023-01-25,60.5199
2023-01-26,60.7289
2023-01-27,57.9779
2023-01-28,57.9779
2023-01-29,57.9779
2023-01-30,58.0837
2023-01-31,60.1161
2023-02-01,59.8313
2023-02-02,56.7711
2023-02-03,58.3135
2023-02-04,58.3135
2023-02-05,58.3135
2023-02-06,56.8652
2023-02-07,55.0809
2023-02-08,55.6436
2023-02-09,49.6284
2023-02-10,51.3231
2023-02-11,51.3231
2023-02-12,51.3231
2023-02-13,51.7472
2023-02-14,50.885
2023-02-15,51.0287
2023-02-16,51.158
2023-02-17,51.7418
2023-02-18,51.7418
2023-02-19,51.7418
2023-02-20,51.7418
2023-02-21,52.8515
2023-02-22,54.4137
2023-02-23,55.9072
2023-02-24,56.5903
2023-02-25,56.5903
2023-02-26,56.5903
2023-02-27,54.1216
2023-02-28,51.5441
2023-03-01,54.3077
2023-03-02,52.7816
2023-03-03,53.2771
2023-03-04,53.2771
2023-03-05,53.2771
2023-03-06,49.8494
2023-03-07,47.5365
2023-03-08,47.5365
2023-03-09,47.5782
2023-03-10,44.611
2023-03-11,44.611
2023-03-12,44.611
2023-03-13,43.2169
2023-03-14,47.781
2023-03-15,44.0667
2023-03-16,46.3409
2023-03-17,47.0828
