,MTOR US Equity
2023-03-18,64.5161
2023-03-19,64.5161
2023-03-20,64.5161
2023-03-21,64.5161
2023-03-22,64.5161
2023-03-23,64.5161
2023-03-24,64.5161
2023-03-25,64.5161
2023-03-26,64.5161
2023-03-27,64.5161
2023-03-28,64.5161
2023-03-29,64.5161
2023-03-30,64.5161
2023-03-31,64.5161
2023-04-01,64.5161
2023-04-02,64.5161
2023-04-03,64.5161
2023-04-04,64.5161
2023-04-05,64.5161
2023-04-06,64.5161
2023-04-07,64.5161
2023-04-08,64.5161
2023-04-09,64.5161
2023-04-10,64.5161
2023-04-11,64.5161
2023-04-12,64.5161
2023-04-13,64.5161
2023-04-14,64.5161
2023-04-15,64.5161
2023-04-16,64.5161
2023-04-17,64.5161
2023-04-18,64.5161
2023-04-19,64.5161
2023-04-20,64.5161
2023-04-21,64.5161
2023-04-22,64.5161
2023-04-23,64.5161
2023-04-24,64.5161
2023-04-25,64.5161
2023-04-26,64.5161
2023-04-27,64.5161
2023-04-28,64.5161
2023-04-29,64.5161
2023-04-30,64.5161
2023-05-01,64.5161
2023-05-02,64.5161
2023-05-03,64.5161
2023-05-04,64.5161
2023-05-05,64.5161
2023-05-06,64.5161
2023-05-07,64.5161
2023-05-08,64.5161
2023-05-09,64.5161
2023-05-10,64.5161
2023-05-11,64.5161
2023-05-12,64.5161
2023-05-13,64.5161
2023-05-14,64.5161
2023-05-15,64.5161
2023-05-16,64.5161
2023-05-17,64.5161
2023-05-18,64.5161
2023-05-19,64.5161
2023-05-20,64.5161
2023-05-21,64.5161
2023-05-22,64.5161
2023-05-23,64.5161
2023-05-24,64.5161
2023-05-25,64.5161
2023-05-26,64.5161
2023-05-27,64.5161
2023-05-28,64.5161
2023-05-29,64.5161
2023-05-30,64.5161
2023-05-31,64.5161
2023-06-01,64.5161
2023-06-02,64.5161
2023-06-03,64.5161
2023-06-04,64.5161
2023-06-05,64.5161
2023-06-06,64.5161
2023-06-07,64.5161
2023-06-08,64.5161
2023-06-09,64.5161
2023-06-10,64.5161
2023-06-11,64.5161
2023-06-12,64.5161
2023-06-13,64.5161
2023-06-14,64.5161
2023-06-15,64.5161
2023-06-16,64.5161
2023-06-17,64.5161
2023-06-18,64.5161
2023-06-19,64.5161
2023-06-20,64.5161
2023-06-21,64.5161
2023-06-22,64.5161
2023-06-23,64.5161
2023-06-24,64.5161
2023-06-25,64.5161
2023-06-26,64.5161
2023-06-27,64.5161
2023-06-28,64.5161
2023-06-29,64.5161
2023-06-30,64.5161
2023-07-01,64.5161
2023-07-02,64.5161
2023-07-03,64.5161
2023-07-04,64.5161
2023-07-05,64.5161
2023-07-06,64.5161
2023-07-07,64.5161
2023-07-08,64.5161
2023-07-09,64.5161
2023-07-10,64.5161
2023-07-11,64.5161
2023-07-12,64.5161
2023-07-13,64.5161
2023-07-14,64.5161
2023-07-15,64.5161
2023-07-16,64.5161
2023-07-17,64.5161
2023-07-18,64.5161
2023-07-19,64.5161
2023-07-20,64.5161
2023-07-21,64.5161
2023-07-22,64.5161
2023-07-23,64.5161
2023-07-24,64.5161
2023-07-25,64.5161
2023-07-26,64.5161
2023-07-27,64.5161
2023-07-28,64.5161
2023-07-29,64.5161
2023-07-30,64.5161
2023-07-31,64.5161
2023-08-01,64.5161
2023-08-02,64.5161
2023-08-03,64.5161
2023-08-04,64.5161
2023-08-05,64.5161
2023-08-06,64.5161
2023-08-07,64.5161
2023-08-08,64.5161
2023-08-09,64.5161
2023-08-10,64.5161
2023-08-11,64.5161
2023-08-12,64.5161
2023-08-13,64.5161
2023-08-14,64.5161
2023-08-15,64.5161
2023-08-16,64.5161
2023-08-17,64.5161
2023-08-18,64.5161
2023-08-19,64.5161
2023-08-20,64.5161
2023-08-21,64.5161
2023-08-22,64.5161
2023-08-23,64.5161
2023-08-24,64.5161
2023-08-25,64.5161
2023-08-26,64.5161
2023-08-27,64.5161
2023-08-28,64.5161
2023-08-29,64.5161
2023-08-30,64.5161
2023-08-31,64.5161
2023-09-01,64.5161
2023-09-02,64.5161
2023-09-03,64.5161
2023-09-04,64.5161
2023-09-05,64.5161
2023-09-06,64.5161
2023-09-07,64.5161
2023-09-08,64.5161
2023-09-09,64.5161
2023-09-10,64.5161
2023-09-11,64.5161
2023-09-12,64.5161
2023-09-13,64.5161
2023-09-14,64.5161
2023-09-15,64.5161
2023-09-16,64.5161
2023-09-17,64.5161
2023-09-18,64.5161
2023-09-19,64.5161
2023-09-20,64.5161
2023-09-21,64.5161
2023-09-22,64.5161
2023-09-23,64.5161
2023-09-24,64.5161
2023-09-25,64.5161
2023-09-26,64.5161
2023-09-27,64.5161
2023-09-28,64.5161
2023-09-29,64.5161
2023-09-30,64.5161
2023-10-01,64.5161
2023-10-02,64.5161
2023-10-03,64.5161
2023-10-04,64.5161
2023-10-05,64.5161
2023-10-06,64.5161
2023-10-07,64.5161
2023-10-08,64.5161
2023-10-09,64.5161
2023-10-10,64.5161
2023-10-11,64.5161
2023-10-12,64.5161
2023-10-13,64.5161
2023-10-14,64.5161
2023-10-15,64.5161
2023-10-16,64.5161
2023-10-17,64.5161
2023-10-18,64.5161
2023-10-19,64.5161
2023-10-20,64.5161
2023-10-21,64.5161
2023-10-22,64.5161
2023-10-23,64.5161
2023-10-24,64.5161
2023-10-25,64.5161
2023-10-26,64.5161
2023-10-27,64.5161
2023-10-28,64.5161
2023-10-29,64.5161
2023-10-30,64.5161
2023-10-31,64.5161
2023-11-01,64.5161
2023-11-02,64.5161
2023-11-03,64.5161
2023-11-04,64.5161
2023-11-05,64.5161
2023-11-06,64.5161
2023-11-07,64.5161
2023-11-08,64.5161
2023-11-09,64.5161
2023-11-10,64.5161
2023-11-11,64.5161
2023-11-12,64.5161
2023-11-13,64.5161
2023-11-14,64.5161
2023-11-15,64.5161
2023-11-16,64.5161
2023-11-17,64.5161
2023-11-18,64.5161
2023-11-19,64.5161
2023-11-20,64.5161
2023-11-21,64.5161
2023-11-22,64.5161
2023-11-23,64.5161
2023-11-24,64.5161
2023-11-25,64.5161
2023-11-26,64.5161
2023-11-27,64.5161
2023-11-28,64.5161
2023-11-29,64.5161
2023-11-30,64.5161
2023-12-01,64.5161
2023-12-02,64.5161
2023-12-03,64.5161
2023-12-04,64.5161
2023-12-05,64.5161
2023-12-06,64.5161
2023-12-07,64.5161
2023-12-08,64.5161
2023-12-09,64.5161
2023-12-10,64.5161
2023-12-11,64.5161
2023-12-12,64.5161
2023-12-13,64.5161
2023-12-14,64.5161
2023-12-15,64.5161
2023-12-16,64.5161
2023-12-17,64.5161
2023-12-18,64.5161
2023-12-19,64.5161
2023-12-20,64.5161
2023-12-21,64.5161
2023-12-22,64.5161
2023-12-23,64.5161
2023-12-24,64.5161
2023-12-25,64.5161
2023-12-26,64.5161
2023-12-27,64.5161
2023-12-28,64.5161
2023-12-29,64.5161
2023-12-30,64.5161
2023-12-31,64.5161
2024-01-01,64.5161
2024-01-02,64.5161
2024-01-03,64.5161
2024-01-04,64.5161
2024-01-05,64.5161
2024-01-06,64.5161
2024-01-07,64.5161
2024-01-08,64.5161
2024-01-09,64.5161
2024-01-10,64.5161
2024-01-11,64.5161
2024-01-12,64.5161
2024-01-13,64.5161
2024-01-14,64.5161
2024-01-15,64.5161
2024-01-16,64.5161
2024-01-17,64.5161
2024-01-18,64.5161
2024-01-19,64.5161
2024-01-20,64.5161
2024-01-21,64.5161
2024-01-22,64.5161
2024-01-23,64.5161
2024-01-24,64.5161
2024-01-25,64.5161
2024-01-26,64.5161
2024-01-27,64.5161
2024-01-28,64.5161
2024-01-29,64.5161
2024-01-30,64.5161
2024-01-31,64.5161
2024-02-01,64.5161
2024-02-02,64.5161
2024-02-03,64.5161
2024-02-04,64.5161
2024-02-05,64.5161
2024-02-06,64.5161
2024-02-07,64.5161
2024-02-08,64.5161
2024-02-09,64.5161
2024-02-10,64.5161
2024-02-11,64.5161
2024-02-12,64.5161
2024-02-13,64.5161
2024-02-14,64.5161
2024-02-15,64.5161
2024-02-16,64.5161
2024-02-17,64.5161
2024-02-18,64.5161
2024-02-19,64.5161
2024-02-20,64.5161
2024-02-21,64.5161
2024-02-22,64.5161
2024-02-23,64.5161
2024-02-24,64.5161
2024-02-25,64.5161
2024-02-26,64.5161
2024-02-27,64.5161
2024-02-28,64.5161
2024-02-29,64.5161
2024-03-01,64.5161
2024-03-02,64.5161
2024-03-03,64.5161
2024-03-04,64.5161
2024-03-05,64.5161
2024-03-06,64.5161
2024-03-07,64.5161
2024-03-08,64.5161
2024-03-09,64.5161
2024-03-10,64.5161
2024-03-11,64.5161
2024-03-12,64.5161
2024-03-13,64.5161
2024-03-14,64.5161
2024-03-15,64.5161
2024-03-16,64.5161
2024-03-17,64.5161
2024-03-18,64.5161
2024-03-19,64.5161
2024-03-20,64.5161
2024-03-21,64.5161
2024-03-22,64.5161
2024-03-23,64.5161
2024-03-24,64.5161
2024-03-25,64.5161
2024-03-26,64.5161
2024-03-27,64.5161
2024-03-28,64.5161
2024-03-29,64.5161
2024-03-30,64.5161
2024-03-31,64.5161
2024-04-01,64.5161
2024-04-02,64.5161
2024-04-03,64.5161
2024-04-04,64.5161
2024-04-05,64.5161
2024-04-06,64.5161
2024-04-07,64.5161
2024-04-08,64.5161
