,CWH US Equity
2023-03-19,37.8914
2023-03-20,37.6333
2023-03-21,41.5467
2023-03-22,38.1274
2023-03-23,36.1906
2023-03-24,35.9901
2023-03-25,35.9901
2023-03-26,35.9901
2023-03-27,37.5751
2023-03-28,39.0852
2023-03-29,39.2373
2023-03-30,39.8585
2023-03-31,44.5049
2023-04-01,44.5049
2023-04-02,44.5049
2023-04-03,42.9511
2023-04-04,39.7463
2023-04-05,40.9336
2023-04-06,43.0242
2023-04-07,43.0242
2023-04-08,43.0242
2023-04-09,43.0242
2023-04-10,44.47
2023-04-11,48.8352
2023-04-12,46.8567
2023-04-13,46.9801
2023-04-14,46.4591
2023-04-15,46.4591
2023-04-16,46.4591
2023-04-17,49.0478
2023-04-18,49.3745
2023-04-19,50.8419
2023-04-20,50.7574
2023-04-21,51.0521
2023-04-22,51.0521
2023-04-23,51.0521
2023-04-24,49.519
2023-04-25,49.875
2023-04-26,49.2908
2023-04-27,51.8063
2023-04-28,52.8011
2023-04-29,52.8011
2023-04-30,52.8011
2023-05-01,53.492
2023-05-02,50.0353
2023-05-03,59.6438
2023-05-04,56.2441
2023-05-05,59.8686
2023-05-06,59.8686
2023-05-07,59.8686
2023-05-08,59.5732
2023-05-09,61.2403
2023-05-10,61.5737
2023-05-11,60.0595
2023-05-12,60.4736
2023-05-13,60.4736
2023-05-14,60.4736
2023-05-15,62.0436
2023-05-16,61.0677
2023-05-17,63.9968
2023-05-18,64.6261
2023-05-19,62.5525
2023-05-20,62.5525
2023-05-21,62.5525
2023-05-22,60.5872
2023-05-23,61.4326
2023-05-24,64.5018
2023-05-25,61.8004
2023-05-26,63.7629
2023-05-27,63.7629
2023-05-28,63.7629
2023-05-29,63.7629
2023-05-30,63.3588
2023-05-31,60.8757
2023-06-01,59.4552
2023-06-02,60.4108
2023-06-03,60.4108
2023-06-04,60.4108
2023-06-05,56.8015
2023-06-06,63.0885
2023-06-07,64.617
2023-06-08,63.1452
2023-06-09,63.4939
2023-06-10,63.4939
2023-06-11,63.4939
2023-06-12,63.4111
2023-06-13,65.2433
2023-06-14,64.1572
2023-06-15,64.3292
2023-06-16,60.9164
2023-06-17,60.9164
2023-06-18,60.9164
2023-06-19,60.9164
2023-06-20,58.3621
2023-06-21,61.686
2023-06-22,60.2255
2023-06-23,57.5221
2023-06-24,57.5221
2023-06-25,57.5221
2023-06-26,56.7793
2023-06-27,60.5232
2023-06-28,60.1814
2023-06-29,60.0255
2023-06-30,63.4301
2023-07-01,63.4301
2023-07-02,63.4301
2023-07-03,61.9766
2023-07-04,61.9766
2023-07-05,59.4988
2023-07-06,57.7355
2023-07-07,57.2238
2023-07-08,57.2238
2023-07-09,57.2238
2023-07-10,61.9129
2023-07-11,62.7883
2023-07-12,65.3841
2023-07-13,66.1195
2023-07-14,63.3355
2023-07-15,63.3355
2023-07-16,63.3355
2023-07-17,65.1606
2023-07-18,64.1218
2023-07-19,62.8266
2023-07-20,62.4167
2023-07-21,60.9945
2023-07-22,60.9945
2023-07-23,60.9945
2023-07-24,60.8436
2023-07-25,60.7658
2023-07-26,62.9234
2023-07-27,60.4609
2023-07-28,61.5241
2023-07-29,61.5241
2023-07-30,61.5241
2023-07-31,61.6482
2023-08-01,58.6737
2023-08-02,46.7832
2023-08-03,44.6315
2023-08-04,47.2271
2023-08-05,47.2271
2023-08-06,47.2271
2023-08-07,49.5157
2023-08-08,49.3099
2023-08-09,48.0447
2023-08-10,48.0447
2023-08-11,47.7238
2023-08-12,47.7238
2023-08-13,47.7238
2023-08-14,48.6406
2023-08-15,44.933
2023-08-16,43.4978
2023-08-17,43.2074
2023-08-18,44.0764
2023-08-19,44.0764
2023-08-20,44.0764
2023-08-21,42.919
2023-08-22,42.1964
2023-08-23,43.1524
2023-08-24,41.3097
2023-08-25,40.453
2023-08-26,40.453
2023-08-27,40.453
2023-08-28,41.9129
2023-08-29,44.9762
2023-08-30,43.1706
2023-08-31,42.1556
2023-09-01,44.1916
2023-09-02,44.1916
2023-09-03,44.1916
2023-09-04,44.1916
2023-09-05,39.6662
2023-09-06,38.9206
2023-09-07,37.8595
2023-09-08,36.5551
2023-09-09,36.5551
2023-09-10,36.5551
2023-09-11,37.2763
2023-09-12,37.0584
2023-09-13,36.1248
2023-09-14,37.3164
2023-09-15,35.9296
2023-09-16,35.9296
2023-09-17,35.9296
2023-09-18,34.333
2023-09-19,33.7944
2023-09-20,34.2051
2023-09-21,33.2659
2023-09-22,33.4806
2023-09-23,33.4806
2023-09-24,33.4806
2023-09-25,33.0407
2023-09-26,32.9511
2023-09-27,32.7217
2023-09-28,36.387
2023-09-29,36.4317
2023-09-30,36.4317
2023-10-01,36.4317
2023-10-02,35.6782
2023-10-03,33.7604
2023-10-04,31.96
2023-10-05,30.0875
2023-10-06,31.5028
2023-10-07,31.5028
2023-10-08,31.5028
2023-10-09,30.92
2023-10-10,34.0519
2023-10-11,33.0344
2023-10-12,31.5495
2023-10-13,31.2459
2023-10-14,31.2459
2023-10-15,31.2459
2023-10-16,34.1491
2023-10-17,36.1727
2023-10-18,34.8198
2023-10-19,33.7744
2023-10-20,33.7505
2023-10-21,33.7505
2023-10-22,33.7505
2023-10-23,35.1234
2023-10-24,34.9941
2023-10-25,34.1105
2023-10-26,35.4495
2023-10-27,33.3464
2023-10-28,33.3464
2023-10-29,33.3464
2023-10-30,33.2205
2023-10-31,34.3987
2023-11-01,37.0463
2023-11-02,43.0165
2023-11-03,45.1215
2023-11-04,45.1215
2023-11-05,45.1215
2023-11-06,44.6295
2023-11-07,45.5306
2023-11-08,44.5421
2023-11-09,42.5329
2023-11-10,43.9897
2023-11-11,43.9897
2023-11-12,43.9897
2023-11-13,45.5846
2023-11-14,52.8568
2023-11-15,53.8507
2023-11-16,52.2694
2023-11-17,54.5491
2023-11-18,54.5491
2023-11-19,54.5491
2023-11-20,55.4177
2023-11-21,53.4186
2023-11-22,53.5494
2023-11-23,53.5494
2023-11-24,53.5494
2023-11-25,53.5494
2023-11-26,53.5494
2023-11-27,53.2692
2023-11-28,53.9107
2023-11-29,54.4852
2023-11-30,52.2936
2023-12-01,56.1209
2023-12-02,56.1209
2023-12-03,56.1209
2023-12-04,56.9405
2023-12-05,54.2966
2023-12-06,56.136
2023-12-07,57.5188
2023-12-08,59.2792
2023-12-09,59.2792
2023-12-10,59.2792
2023-12-11,60.6122
2023-12-12,60.6122
2023-12-13,65.5109
2023-12-14,69.9613
2023-12-15,68.5601
2023-12-16,68.5601
2023-12-17,68.5601
2023-12-18,66.5771
2023-12-19,67.7112
2023-12-20,62.2114
2023-12-21,64.2856
2023-12-22,63.4425
2023-12-23,63.4425
2023-12-24,63.4425
2023-12-25,63.4425
2023-12-26,64.5784
2023-12-27,64.9038
2023-12-28,63.6932
2023-12-29,60.3546
2023-12-30,60.3546
2023-12-31,60.3546
2024-01-01,60.3546
2024-01-02,60.7995
2024-01-03,53.8226
2024-01-04,56.0052
2024-01-05,54.3598
2024-01-06,54.3598
2024-01-07,54.3598
2024-01-08,56.6406
2024-01-09,55.1516
2024-01-10,55.2294
2024-01-11,55.3095
2024-01-12,55.4469
2024-01-13,55.4469
2024-01-14,55.4469
2024-01-15,55.4469
2024-01-16,53.1472
2024-01-17,50.7764
2024-01-18,53.3923
2024-01-19,55.5895
2024-01-20,55.5895
2024-01-21,55.5895
2024-01-22,56.8622
2024-01-23,55.9483
2024-01-24,53.6046
2024-01-25,54.0255
2024-01-26,54.1116
2024-01-27,54.1116
2024-01-28,54.1116
2024-01-29,55.4639
2024-01-30,53.1209
2024-01-31,52.4136
2024-02-01,54.1866
2024-02-02,53.3501
2024-02-03,53.3501
2024-02-04,53.3501
2024-02-05,51.7657
2024-02-06,52.8675
2024-02-07,51.5112
2024-02-08,50.8195
2024-02-09,53.6522
2024-02-10,53.6522
2024-02-11,53.6522
2024-02-12,56.3699
2024-02-13,54.851
2024-02-14,56.3292
2024-02-15,56.8451
2024-02-16,54.6558
2024-02-17,54.6558
2024-02-18,54.6558
2024-02-19,54.6558
2024-02-20,53.7484
2024-02-21,51.5188
2024-02-22,51.9444
2024-02-23,51.7996
2024-02-24,51.7996
2024-02-25,51.7996
2024-02-26,52.7194
2024-02-27,56.239
2024-02-28,55.5776
2024-02-29,56.5113
2024-03-01,58.8666
2024-03-02,58.8666
2024-03-03,58.8666
2024-03-04,57.2823
2024-03-05,61.2644
2024-03-06,57.5637
2024-03-07,55.9255
2024-03-08,57.6967
2024-03-09,57.6967
2024-03-10,57.6967
2024-03-11,55.3249
2024-03-12,55.6677
2024-03-13,55.7118
2024-03-14,50.3522
2024-03-15,51.3517
2024-03-16,51.3517
2024-03-17,51.3517
2024-03-18,49.206
2024-03-19,48.5483
2024-03-20,49.4798
2024-03-21,50.6031
2024-03-22,49.6953
2024-03-23,49.6953
2024-03-24,49.6953
2024-03-25,50.1408
2024-03-26,52.5802
2024-03-27,54.7751
2024-03-28,57.5074
2024-03-29,57.5074
2024-03-30,57.5074
2024-03-31,57.5074
2024-04-01,57.7881
2024-04-02,53.0738
2024-04-03,54.377
2024-04-04,50.4568
2024-04-05,49.9248
2024-04-06,49.9248
2024-04-07,49.9248
2024-04-08,50.465
