,PAR US Equity
2020-11-01,49.548
2020-11-02,53.0446
2020-11-03,54.005
2020-11-04,55.1749
2020-11-05,58.4268
2020-11-06,59.3964
2020-11-07,59.3964
2020-11-08,59.3964
2020-11-09,58.0362
2020-11-10,58.7688
2020-11-11,63.873
2020-11-12,64.2857
2020-11-13,65.0205
2020-11-14,65.0205
2020-11-15,65.0205
2020-11-16,67.6061
2020-11-17,66.2344
2020-11-18,67.3315
2020-11-19,69.1086
2020-11-20,70.2468
2020-11-21,70.2468
2020-11-22,70.2468
2020-11-23,70.9782
2020-11-24,71.2613
2020-11-25,72.2114
2020-11-26,72.2114
2020-11-27,71.0088
2020-11-28,71.0088
2020-11-29,71.0088
2020-11-30,67.5829
2020-12-01,69.7074
2020-12-02,64.8792
2020-12-03,66.1336
2020-12-04,68.963
2020-12-05,68.963
2020-12-06,68.963
2020-12-07,66.463
2020-12-08,67.5319
2020-12-09,66.8041
2020-12-10,67.4066
2020-12-11,67.1265
2020-12-12,67.1265
2020-12-13,67.1265
2020-12-14,70.4062
2020-12-15,72.6286
2020-12-16,73.4493
2020-12-17,74.8114
2020-12-18,71.1505
2020-12-19,71.1505
2020-12-20,71.1505
2020-12-21,68.9927
2020-12-22,69.5592
2020-12-23,70.4992
2020-12-24,70.9242
2020-12-25,70.9242
2020-12-26,70.9242
2020-12-27,70.9242
2020-12-28,68.8344
2020-12-29,64.1256
2020-12-30,63.9378
2020-12-31,63.6223
2021-01-01,63.6223
2021-01-02,63.6223
2021-01-03,63.6223
2021-01-04,59.3168
2021-01-05,59.5271
2021-01-06,62.454
2021-01-07,62.6958
2021-01-08,60.4797
2021-01-09,60.4797
2021-01-10,60.4797
2021-01-11,58.5025
2021-01-12,56.0627
2021-01-13,63.2779
2021-01-14,66.1046
2021-01-15,64.112
2021-01-16,64.112
2021-01-17,64.112
2021-01-18,64.112
2021-01-19,67.3384
2021-01-20,67.8347
2021-01-21,65.2287
2021-01-22,63.3842
2021-01-23,63.3842
2021-01-24,63.3842
2021-01-25,65.2719
2021-01-26,59.7439
2021-01-27,55.003
2021-01-28,56.2617
2021-01-29,52.5373
2021-01-30,52.5373
2021-01-31,52.5373
2021-02-01,57.774
2021-02-02,61.0743
2021-02-03,62.5364
2021-02-04,63.9717
2021-02-05,64.3209
2021-02-06,64.3209
2021-02-07,64.3209
2021-02-08,64.5637
2021-02-09,65.4822
2021-02-10,66.7422
2021-02-11,67.0715
2021-02-12,66.7532
2021-02-13,66.7532
2021-02-14,66.7532
2021-02-15,66.7532
2021-02-16,66.4872
2021-02-17,66.8352
2021-02-18,66.9619
2021-02-19,67.6899
2021-02-20,67.6899
2021-02-21,67.6899
2021-02-22,69.7411
2021-02-23,65.0765
2021-02-24,65.9054
2021-02-25,63.6108
2021-02-26,65.2365
2021-02-27,65.2365
2021-02-28,65.2365
2021-03-01,65.8413
2021-03-02,64.3183
2021-03-03,58.3329
2021-03-04,49.7925
2021-03-05,51.4406
2021-03-06,51.4406
2021-03-07,51.4406
2021-03-08,46.8399
2021-03-09,50.509
2021-03-10,53.0245
2021-03-11,53.8913
2021-03-12,54.0364
2021-03-13,54.0364
2021-03-14,54.0364
2021-03-15,51.5347
2021-03-16,51.9695
2021-03-17,54.3931
2021-03-18,53.1581
2021-03-19,54.0998
2021-03-20,54.0998
2021-03-21,54.0998
2021-03-22,54.4975
2021-03-23,52.2448
2021-03-24,47.8317
2021-03-25,47.9752
2021-03-26,47.782
2021-03-27,47.782
2021-03-28,47.782
2021-03-29,42.7259
2021-03-30,44.3153
2021-03-31,44.9865
2021-04-01,45.4507
2021-04-02,45.4507
2021-04-03,45.4507
2021-04-04,45.4507
2021-04-05,44.252
2021-04-06,44.9034
2021-04-07,43.1322
2021-04-08,54.3111
2021-04-09,57.3206
2021-04-10,57.3206
2021-04-11,57.3206
2021-04-12,57.842
2021-04-13,55.165
2021-04-14,53.0931
2021-04-15,54.7772
2021-04-16,54.4938
2021-04-17,54.4938
2021-04-18,54.4938
2021-04-19,52.9227
2021-04-20,51.1801
2021-04-21,51.54
2021-04-22,52.6301
2021-04-23,53.6109
2021-04-24,53.6109
2021-04-25,53.6109
2021-04-26,54.8989
2021-04-27,54.8394
2021-04-28,55.2963
2021-04-29,55.5195
2021-04-30,55.3236
2021-05-01,55.3236
2021-05-02,55.3236
2021-05-03,55.4185
2021-05-04,52.6175
2021-05-05,51.6457
2021-05-06,49.7374
2021-05-07,51.9776
2021-05-08,51.9776
2021-05-09,51.9776
2021-05-10,48.3815
2021-05-11,44.0573
2021-05-12,41.1505
2021-05-13,39.3426
2021-05-14,41.2737
2021-05-15,41.2737
2021-05-16,41.2737
2021-05-17,39.9526
2021-05-18,41.9525
2021-05-19,41.5625
2021-05-20,43.824
2021-05-21,44.4915
2021-05-22,44.4915
2021-05-23,44.4915
2021-05-24,46.7666
2021-05-25,46.2222
2021-05-26,47.4433
2021-05-27,46.7734
2021-05-28,46.8588
2021-05-29,46.8588
2021-05-30,46.8588
2021-05-31,46.8588
2021-06-01,47.6953
2021-06-02,47.1234
2021-06-03,45.8562
2021-06-04,45.3899
2021-06-05,45.3899
2021-06-06,45.3899
2021-06-07,47.3086
2021-06-08,47.8311
2021-06-09,46.6126
2021-06-10,45.0279
2021-06-11,44.7667
2021-06-12,44.7667
2021-06-13,44.7667
2021-06-14,47.9521
2021-06-15,47.0171
2021-06-16,47.6734
2021-06-17,48.2736
2021-06-18,46.7422
2021-06-19,46.7422
2021-06-20,46.7422
2021-06-21,48.8387
2021-06-22,48.8477
2021-06-23,51.8915
2021-06-24,53.8796
2021-06-25,52.1014
2021-06-26,52.1014
2021-06-27,52.1014
2021-06-28,50.8136
2021-06-29,50.0057
2021-06-30,50.3823
2021-07-01,47.7756
2021-07-02,47.3618
2021-07-03,47.3618
2021-07-04,47.3618
2021-07-05,47.3618
2021-07-06,48.7025
2021-07-07,49.2281
2021-07-08,47.1214
2021-07-09,48.6975
2021-07-10,48.6975
2021-07-11,48.6975
2021-07-12,48.0261
2021-07-13,44.5365
2021-07-14,45.3257
2021-07-15,45.1015
2021-07-16,43.3528
2021-07-17,43.3528
2021-07-18,43.3528
2021-07-19,42.9245
2021-07-20,45.7098
2021-07-21,47.8389
2021-07-22,46.2964
2021-07-23,46.6731
2021-07-24,46.6731
2021-07-25,46.6731
2021-07-26,46.6731
2021-07-27,45.4137
2021-07-28,46.8852
2021-07-29,45.4543
2021-07-30,43.8651
2021-07-31,43.8651
2021-08-01,43.8651
2021-08-02,44.2659
2021-08-03,43.1503
2021-08-04,42.7476
2021-08-05,45.302
2021-08-06,46.1269
2021-08-07,46.1269
2021-08-08,46.1269
2021-08-09,45.4183
2021-08-10,47.1231
2021-08-11,47.354
2021-08-12,47.2529
2021-08-13,46.9305
2021-08-14,46.9305
2021-08-15,46.9305
2021-08-16,46.0254
2021-08-17,40.1602
2021-08-18,41.0449
2021-08-19,42.7294
2021-08-20,45.5858
2021-08-21,45.5858
2021-08-22,45.5858
2021-08-23,46.2109
2021-08-24,48.3588
2021-08-25,51.6887
2021-08-26,51.209
2021-08-27,55.9807
2021-08-28,55.9807
2021-08-29,55.9807
2021-08-30,53.5806
2021-08-31,53.4534
2021-09-01,55.3573
2021-09-02,57.3509
2021-09-03,56.3879
2021-09-04,56.3879
2021-09-05,56.3879
2021-09-06,56.3879
2021-09-07,54.0874
2021-09-08,53.0442
2021-09-09,54.0637
2021-09-10,54.4768
2021-09-11,54.4768
2021-09-12,54.4768
2021-09-13,52.7589
2021-09-14,40.9689
2021-09-15,46.6511
2021-09-16,47.7483
2021-09-17,47.5208
2021-09-18,47.5208
2021-09-19,47.5208
2021-09-20,47.0655
2021-09-21,46.8726
2021-09-22,49.7485
2021-09-23,50.6967
2021-09-24,50.369
2021-09-25,50.369
2021-09-26,50.369
2021-09-27,49.8396
2021-09-28,47.0812
2021-09-29,46.3247
2021-09-30,46.6028
2021-10-01,47.2765
2021-10-02,47.2765
2021-10-03,47.2765
2021-10-04,46.9601
2021-10-05,46.2991
2021-10-06,49.0743
2021-10-07,50.6756
2021-10-08,50.5659
2021-10-09,50.5659
2021-10-10,50.5659
2021-10-11,49.4263
2021-10-12,51.5222
2021-10-13,50.5131
2021-10-14,54.4532
2021-10-15,54.1363
2021-10-16,54.1363
2021-10-17,54.1363
2021-10-18,53.8841
2021-10-19,53.9686
2021-10-20,51.8194
2021-10-21,50.3381
2021-10-22,48.3699
2021-10-23,48.3699
2021-10-24,48.3699
2021-10-25,48.3244
2021-10-26,47.6984
2021-10-27,45.5183
2021-10-28,47.1748
2021-10-29,47.638
2021-10-30,47.638
2021-10-31,47.638
2021-11-01,52.0039
2021-11-02,48.8195
2021-11-03,49.9915
2021-11-04,51.691
2021-11-05,52.5692
2021-11-06,52.5692
2021-11-07,52.5692
2021-11-08,51.7076
2021-11-09,50.4132
2021-11-10,53.2351
2021-11-11,50.9056
2021-11-12,52.2892
2021-11-13,52.2892
2021-11-14,52.2892
2021-11-15,51.9322
2021-11-16,51.9439
2021-11-17,50.7301
2021-11-18,49.2756
2021-11-19,46.9811
2021-11-20,46.9811
2021-11-21,46.9811
2021-11-22,43.6051
2021-11-23,42.4938
2021-11-24,42.3079
2021-11-25,42.3079
2021-11-26,39.1666
2021-11-27,39.1666
2021-11-28,39.1666
2021-11-29,38.4719
2021-11-30,36.6088
2021-12-01,36.6546
2021-12-02,39.125
2021-12-03,36.8537
2021-12-04,36.8537
2021-12-05,36.8537
2021-12-06,40.5528
2021-12-07,44.8171
2021-12-08,46.5997
2021-12-09,43.3957
2021-12-10,42.6079
2021-12-11,42.6079
2021-12-12,42.6079
2021-12-13,41.4361
2021-12-14,38.9514
2021-12-15,41.7946
2021-12-16,39.1333
2021-12-17,39.4459
2021-12-18,39.4459
2021-12-19,39.4459
2021-12-20,38.982
2021-12-21,43.9615
2021-12-22,44.7709
2021-12-23,45.9537
2021-12-24,45.9537
2021-12-25,45.9537
2021-12-26,45.9537
2021-12-27,45.7976
2021-12-28,42.8606
2021-12-29,43.6632
2021-12-30,45.4038
2021-12-31,44.1464
2022-01-01,44.1464
2022-01-02,44.1464
2022-01-03,44.6067
2022-01-04,43.3803
2022-01-05,40.7237
2022-01-06,41.9952
2022-01-07,39.6214
2022-01-08,39.6214
2022-01-09,39.6214
2022-01-10,39.9982
2022-01-11,42.112
2022-01-12,42.7858
2022-01-13,39.6341
2022-01-14,37.8539
2022-01-15,37.8539
2022-01-16,37.8539
2022-01-17,37.8539
2022-01-18,35.5089
2022-01-19,34.8042
2022-01-20,34.0194
2022-01-21,33.0985
2022-01-22,33.0985
2022-01-23,33.0985
2022-01-24,35.7821
2022-01-25,33.9038
2022-01-26,33.4273
2022-01-27,31.8344
2022-01-28,33.1856
2022-01-29,33.1856
2022-01-30,33.1856
2022-01-31,36.6242
2022-02-01,36.6773
2022-02-02,35.816
2022-02-03,34.9367
2022-02-04,37.6494
2022-02-05,37.6494
2022-02-06,37.6494
2022-02-07,39.4908
2022-02-08,40.6774
2022-02-09,42.8188
2022-02-10,44.2199
2022-02-11,43.623
2022-02-12,43.623
2022-02-13,43.623
2022-02-14,43.8416
2022-02-15,48.2823
2022-02-16,47.0247
2022-02-17,44.5054
2022-02-18,44.0949
2022-02-19,44.0949
2022-02-20,44.0949
2022-02-21,44.0949
2022-02-22,43.2305
2022-02-23,41.2895
2022-02-24,44.9024
2022-02-25,45.9771
2022-02-26,45.9771
2022-02-27,45.9771
2022-02-28,45.5988
2022-03-01,45.0291
2022-03-02,43.8343
2022-03-03,42.4481
2022-03-04,41.9411
2022-03-05,41.9411
2022-03-06,41.9411
2022-03-07,40.6508
2022-03-08,41.0944
2022-03-09,43.3823
2022-03-10,43.2536
2022-03-11,41.8822
2022-03-12,41.8822
2022-03-13,41.8822
2022-03-14,39.3418
2022-03-15,39.94
2022-03-16,42.5201
2022-03-17,46.341
2022-03-18,48.513
2022-03-19,48.513
2022-03-20,48.513
2022-03-21,46.305
2022-03-22,47.911
2022-03-23,46.9979
2022-03-24,48.1711
2022-03-25,47.0023
2022-03-26,47.0023
2022-03-27,47.0023
2022-03-28,47.3295
2022-03-29,50.799
2022-03-30,48.3064
2022-03-31,47.4308
2022-04-01,49.3067
2022-04-02,49.3067
2022-04-03,49.3067
2022-04-04,51.2734
2022-04-05,47.4315
2022-04-06,45.7701
2022-04-07,45.1474
2022-04-08,44.2709
2022-04-09,44.2709
2022-04-10,44.2709
2022-04-11,43.6062
2022-04-12,43.0647
2022-04-13,44.8026
2022-04-14,44.2328
2022-04-15,44.2328
2022-04-16,44.2328
2022-04-17,44.2328
2022-04-18,43.2726
2022-04-19,45.3695
2022-04-20,44.5581
2022-04-21,43.0121
2022-04-22,42.6631
2022-04-23,42.6631
2022-04-24,42.6631
2022-04-25,44.3948
2022-04-26,42.8803
2022-04-27,41.0953
2022-04-28,41.6761
2022-04-29,40.9758
2022-04-30,40.9758
2022-05-01,40.9758
2022-05-02,43.7214
2022-05-03,43.0898
2022-05-04,45.0573
2022-05-05,42.1049
2022-05-06,41.3839
2022-05-07,41.3839
2022-05-08,41.3839
2022-05-09,39.6815
2022-05-10,38.2026
2022-05-11,42.9453
2022-05-12,44.027
2022-05-13,46.2904
2022-05-14,46.2904
2022-05-15,46.2904
2022-05-16,44.331
2022-05-17,46.3178
2022-05-18,45.583
2022-05-19,47.6212
2022-05-20,47.3714
2022-05-21,47.3714
2022-05-22,47.3714
2022-05-23,47.7541
2022-05-24,45.68
2022-05-25,48.2749
2022-05-26,50.1952
2022-05-27,52.4827
2022-05-28,52.4827
2022-05-29,52.4827
2022-05-30,52.4827
2022-05-31,50.7619
2022-06-01,49.5316
2022-06-02,52.3331
2022-06-03,51.2662
2022-06-04,51.2662
2022-06-05,51.2662
2022-06-06,51.4089
2022-06-07,52.4434
2022-06-08,51.694
2022-06-09,49.5125
2022-06-10,48.4481
2022-06-11,48.4481
2022-06-12,48.4481
2022-06-13,44.8546
2022-06-14,45.1542
2022-06-15,46.5799
2022-06-16,44.1432
2022-06-17,47.3297
2022-06-18,47.3297
2022-06-19,47.3297
2022-06-20,47.3297
2022-06-21,47.4293
2022-06-22,49.6932
2022-06-23,51.7364
2022-06-24,52.7231
2022-06-25,52.7231
2022-06-26,52.7231
2022-06-27,52.5914
2022-06-28,51.8177
2022-06-29,50.8503
2022-06-30,51.0249
2022-07-01,51.8942
2022-07-02,51.8942
2022-07-03,51.8942
2022-07-04,51.8942
2022-07-05,53.2332
2022-07-06,52.9844
2022-07-07,55.6567
2022-07-08,55.2054
2022-07-09,55.2054
2022-07-10,55.2054
2022-07-11,52.8522
2022-07-12,51.9394
2022-07-13,49.6338
2022-07-14,48.497
2022-07-15,49.6731
2022-07-16,49.6731
2022-07-17,49.6731
2022-07-18,50.4214
2022-07-19,52.699
2022-07-20,54.3851
2022-07-21,56.2849
2022-07-22,54.644
2022-07-23,54.644
2022-07-24,54.644
2022-07-25,54.3057
2022-07-26,51.9592
2022-07-27,53.555
2022-07-28,55.9085
2022-07-29,55.923
2022-07-30,55.923
2022-07-31,55.923
2022-08-01,55.2676
2022-08-02,55.6973
2022-08-03,59.2545
2022-08-04,59.4189
2022-08-05,59.0492
2022-08-06,59.0492
2022-08-07,59.0492
2022-08-08,61.1078
2022-08-09,51.606
2022-08-10,50.1736
2022-08-11,52.1815
2022-08-12,53.5484
2022-08-13,53.5484
2022-08-14,53.5484
2022-08-15,52.4656
2022-08-16,52.5545
2022-08-17,49.9614
2022-08-18,50.7422
2022-08-19,48.1022
2022-08-20,48.1022
2022-08-21,48.1022
2022-08-22,46.2711
2022-08-23,45.7237
2022-08-24,46.3115
2022-08-25,47.6065
2022-08-26,45.4734
2022-08-27,45.4734
2022-08-28,45.4734
2022-08-29,44.5938
2022-08-30,44.1229
2022-08-31,43.9878
2022-09-01,42.2476
2022-09-02,41.5214
2022-09-03,41.5214
2022-09-04,41.5214
2022-09-05,41.5214
2022-09-06,41.011
2022-09-07,43.8665
2022-09-08,43.8195
2022-09-09,45.8221
2022-09-10,45.8221
2022-09-11,45.8221
2022-09-12,45.6035
2022-09-13,43.8233
2022-09-14,42.5234
2022-09-15,41.0762
2022-09-16,40.2682
2022-09-17,40.2682
2022-09-18,40.2682
2022-09-19,40.3141
2022-09-20,39.1942
2022-09-21,38.2924
2022-09-22,38.1233
2022-09-23,37.1509
2022-09-24,37.1509
2022-09-25,37.1509
2022-09-26,35.8158
2022-09-27,37.1546
2022-09-28,39.4104
2022-09-29,39.1954
2022-09-30,37.7373
2022-10-01,37.7373
2022-10-02,37.7373
2022-10-03,38.9257
2022-10-04,40.5939
2022-10-05,41.5487
2022-10-06,42.4793
2022-10-07,39.8197
2022-10-08,39.8197
2022-10-09,39.8197
2022-10-10,38.3072
2022-10-11,37.4798
2022-10-12,39.1653
2022-10-13,39.7345
2022-10-14,37.4555
2022-10-15,37.4555
2022-10-16,37.4555
2022-10-17,39.4689
2022-10-18,39.1169
2022-10-19,37.3258
2022-10-20,36.9555
2022-10-21,38.4205
2022-10-22,38.4205
2022-10-23,38.4205
2022-10-24,38.7955
2022-10-25,41.2171
2022-10-26,40.5147
2022-10-27,39.9861
2022-10-28,41.9311
2022-10-29,41.9311
2022-10-30,41.9311
2022-10-31,41.8473
2022-11-01,42.1164
2022-11-02,39.0234
2022-11-03,37.3113
2022-11-04,34.6224
2022-11-05,34.6224
2022-11-06,34.6224
2022-11-07,32.2784
2022-11-08,31.7157
2022-11-09,28.1371
2022-11-10,40.7551
2022-11-11,45.2308
2022-11-12,45.2308
2022-11-13,45.2308
2022-11-14,42.5979
2022-11-15,41.916
2022-11-16,41.5211
2022-11-17,41.4762
2022-11-18,43.4793
2022-11-19,43.4793
2022-11-20,43.4793
2022-11-21,41.4847
2022-11-22,40.6914
2022-11-23,40.4798
2022-11-24,40.4798
2022-11-25,40.3403
2022-11-26,40.3403
2022-11-27,40.3403
2022-11-28,38.9074
2022-11-29,38.1093
2022-11-30,42.6339
2022-12-01,43.7355
2022-12-02,45.8651
2022-12-03,45.8651
2022-12-04,45.8651
2022-12-05,43.2969
2022-12-06,40.3629
2022-12-07,40.2161
2022-12-08,41.7292
2022-12-09,41.4305
2022-12-10,41.4305
2022-12-11,41.4305
2022-12-12,41.5217
2022-12-13,41.6157
2022-12-14,43.1519
2022-12-15,41.5846
2022-12-16,40.7844
2022-12-17,40.7844
2022-12-18,40.7844
2022-12-19,39.6426
2022-12-20,40.8024
2022-12-21,42.2984
2022-12-22,43.7923
2022-12-23,46.4269
2022-12-24,46.4269
2022-12-25,46.4269
2022-12-26,46.4269
2022-12-27,45.8905
2022-12-28,46.9473
2022-12-29,50.4409
2022-12-30,50.4624
2022-12-31,50.4624
2023-01-01,50.4624
2023-01-02,50.4624
2023-01-03,51.4854
2023-01-04,53.3921
2023-01-05,54.801
2023-01-06,54.1385
2023-01-07,54.1385
2023-01-08,54.1385
2023-01-09,50.4905
2023-01-10,52.7294
2023-01-11,55.7926
2023-01-12,59.029
2023-01-13,60.2494
2023-01-14,60.2494
2023-01-15,60.2494
2023-01-16,60.2494
2023-01-17,57.9861
2023-01-18,59.1231
2023-01-19,58.5924
2023-01-20,60.0103
2023-01-21,60.0103
2023-01-22,60.0103
2023-01-23,59.4586
2023-01-24,57.8095
2023-01-25,57.6841
2023-01-26,61.5962
2023-01-27,64.2191
2023-01-28,64.2191
2023-01-29,64.2191
2023-01-30,59.5745
2023-01-31,61.0176
2023-02-01,63.6329
2023-02-02,66.4869
2023-02-03,65.2501
2023-02-04,65.2501
2023-02-05,65.2501
2023-02-06,63.6779
2023-02-07,63.6779
2023-02-08,61.5765
2023-02-09,61.8658
2023-02-10,62.2771
2023-02-11,62.2771
2023-02-12,62.2771
2023-02-13,62.1039
2023-02-14,65.6615
2023-02-15,65.4849
2023-02-16,59.6289
2023-02-17,60.107
2023-02-18,60.107
2023-02-19,60.107
2023-02-20,60.107
2023-02-21,57.912
2023-02-22,58.5292
2023-02-23,58.8175
2023-02-24,57.8695
2023-02-25,57.8695
2023-02-26,57.8695
2023-02-27,52.8604
2023-02-28,53.9229
2023-03-01,54.6975
2023-03-02,53.8043
2023-03-03,56.6791
2023-03-04,56.6791
2023-03-05,56.6791
2023-03-06,58.1172
2023-03-07,55.7669
2023-03-08,55.5089
2023-03-09,52.277
2023-03-10,49.708
2023-03-11,49.708
2023-03-12,49.708
2023-03-13,50.0896
2023-03-14,50.6703
2023-03-15,50.8674
2023-03-16,50.4917
2023-03-17,48.2784
2023-03-18,48.2784
2023-03-19,48.2784
2023-03-20,47.0727
