,TPB US Equity
2023-03-20,43.4024
2023-03-21,44.6813
2023-03-22,43.8348
2023-03-23,41.3202
2023-03-24,44.5548
2023-03-25,44.5548
2023-03-26,44.5548
2023-03-27,43.6535
2023-03-28,43.9884
2023-03-29,44.2739
2023-03-30,44.3912
2023-03-31,47.0433
2023-04-01,47.0433
2023-04-02,47.0433
2023-04-03,48.1554
2023-04-04,47.0315
2023-04-05,44.678
2023-04-06,46.3557
2023-04-07,46.3557
2023-04-08,46.3557
2023-04-09,46.3557
2023-04-10,52.9253
2023-04-11,53.0636
2023-04-12,52.1134
2023-04-13,53.1736
2023-04-14,55.0905
2023-04-15,55.0905
2023-04-16,55.0905
2023-04-17,59.2566
2023-04-18,60.2206
2023-04-19,58.5023
2023-04-20,57.0978
2023-04-21,58.178
2023-04-22,58.178
2023-04-23,58.178
2023-04-24,58.8783
2023-04-25,57.7024
2023-04-26,57.7896
2023-04-27,56.8797
2023-04-28,58.846
2023-04-29,58.846
2023-04-30,58.846
2023-05-01,57.9758
2023-05-02,54.9724
2023-05-03,52.1763
2023-05-04,50.5795
2023-05-05,50.0513
2023-05-06,50.0513
2023-05-07,50.0513
2023-05-08,47.5838
2023-05-09,44.4657
2023-05-10,43.791
2023-05-11,43.0257
2023-05-12,42.6627
2023-05-13,42.6627
2023-05-14,42.6627
2023-05-15,45.6847
2023-05-16,52.1777
2023-05-17,50.9861
2023-05-18,50.6372
2023-05-19,51.8069
2023-05-20,51.8069
2023-05-21,51.8069
2023-05-22,52.149
2023-05-23,52.5966
2023-05-24,50.2725
2023-05-25,46.6062
2023-05-26,46.6606
2023-05-27,46.6606
2023-05-28,46.6606
2023-05-29,46.6606
2023-05-30,44.6834
2023-05-31,44.4053
2023-06-01,49.2018
2023-06-02,50.6533
2023-06-03,50.6533
2023-06-04,50.6533
2023-06-05,48.3377
2023-06-06,53.7373
2023-06-07,56.3032
2023-06-08,55.9972
2023-06-09,51.7764
2023-06-10,51.7764
2023-06-11,51.7764
2023-06-12,53.7256
2023-06-13,54.2547
2023-06-14,52.86
2023-06-15,53.9402
2023-06-16,52.382
2023-06-17,52.382
2023-06-18,52.382
2023-06-19,52.382
2023-06-20,53.5954
2023-06-21,56.6558
2023-06-22,54.9076
2023-06-23,52.9751
2023-06-24,52.9751
2023-06-25,52.9751
2023-06-26,52.4973
2023-06-27,52.8929
2023-06-28,55.4112
2023-06-29,57.4074
2023-06-30,57.2483
2023-07-01,57.2483
2023-07-02,57.2483
2023-07-03,56.2275
2023-07-04,56.2275
2023-07-05,56.8558
2023-07-06,55.644
2023-07-07,56.4728
2023-07-08,56.4728
2023-07-09,56.4728
2023-07-10,55.2365
2023-07-11,60.3761
2023-07-12,59.7565
2023-07-13,59.8727
2023-07-14,55.6611
2023-07-15,55.6611
2023-07-16,55.6611
2023-07-17,56.7785
2023-07-18,56.3973
2023-07-19,58.1016
2023-07-20,58.7123
2023-07-21,57.6688
2023-07-22,57.6688
2023-07-23,57.6688
2023-07-24,56.6275
2023-07-25,53.3607
2023-07-26,53.92
2023-07-27,51.4214
2023-07-28,52.0088
2023-07-29,52.0088
2023-07-30,52.0088
2023-07-31,52.6504
2023-08-01,50.9694
2023-08-02,57.8802
2023-08-03,59.1939
2023-08-04,58.3086
2023-08-05,58.3086
2023-08-06,58.3086
2023-08-07,60.01
2023-08-08,61.2373
2023-08-09,58.8046
2023-08-10,59.1946
2023-08-11,58.1692
2023-08-12,58.1692
2023-08-13,58.1692
2023-08-14,55.569
2023-08-15,55.7432
2023-08-16,55.7432
2023-08-17,56.5632
2023-08-18,54.0317
2023-08-19,54.0317
2023-08-20,54.0317
2023-08-21,51.3825
2023-08-22,51.533
2023-08-23,52.7928
2023-08-24,52.2867
2023-08-25,52.1144
2023-08-26,52.1144
2023-08-27,52.1144
2023-08-28,53.2304
2023-08-29,53.2304
2023-08-30,54.3156
2023-08-31,52.4888
2023-09-01,52.9963
2023-09-02,52.9963
2023-09-03,52.9963
2023-09-04,52.9963
2023-09-05,50.6933
2023-09-06,46.4597
2023-09-07,45.4134
2023-09-08,45.2028
2023-09-09,45.2028
2023-09-10,45.2028
2023-09-11,48.1858
2023-09-12,51.9618
2023-09-13,52.0158
2023-09-14,54.2302
2023-09-15,49.6078
2023-09-16,49.6078
2023-09-17,49.6078
2023-09-18,47.3404
2023-09-19,48.1757
2023-09-20,49.3938
2023-09-21,48.2734
2023-09-22,47.2699
2023-09-23,47.2699
2023-09-24,47.2699
2023-09-25,47.2164
2023-09-26,45.4107
2023-09-27,44.734
2023-09-28,45.2533
2023-09-29,44.7638
2023-09-30,44.7638
2023-10-01,44.7638
2023-10-02,43.9978
2023-10-03,41.3818
2023-10-04,44.0653
2023-10-05,44.4029
2023-10-06,43.9095
2023-10-07,43.9095
2023-10-08,43.9095
2023-10-09,42.8691
2023-10-10,44.2359
2023-10-11,42.3071
2023-10-12,37.0123
2023-10-13,36.3342
2023-10-14,36.3342
2023-10-15,36.3342
2023-10-16,39.7592
2023-10-17,42.3653
2023-10-18,44.7734
2023-10-19,44.4198
2023-10-20,39.9014
2023-10-21,39.9014
2023-10-22,39.9014
2023-10-23,39.2207
2023-10-24,40.6607
2023-10-25,37.7973
2023-10-26,38.0627
2023-10-27,34.3823
2023-10-28,34.3823
2023-10-29,34.3823
2023-10-30,36.6681
2023-10-31,36.147
2023-11-01,35.8087
2023-11-02,39.9444
2023-11-03,42.8035
2023-11-04,42.8035
2023-11-05,42.8035
2023-11-06,41.3197
2023-11-07,44.7715
2023-11-08,49.7357
2023-11-09,47.9348
2023-11-10,45.6276
2023-11-11,45.6276
2023-11-12,45.6276
2023-11-13,45.9267
2023-11-14,50.9097
2023-11-15,52.353
2023-11-16,49.898
2023-11-17,51.4399
2023-11-18,51.4399
2023-11-19,51.4399
2023-11-20,53.5747
2023-11-21,51.8954
2023-11-22,52.147
2023-11-23,52.147
2023-11-24,52.9532
2023-11-25,52.9532
2023-11-26,52.9532
2023-11-27,51.6272
2023-11-28,51.7611
2023-11-29,52.2623
2023-11-30,51.7566
2023-12-01,54.8733
2023-12-02,54.8733
2023-12-03,54.8733
2023-12-04,58.1562
2023-12-05,57.6739
2023-12-06,55.8635
2023-12-07,57.3306
2023-12-08,57.2759
2023-12-09,57.2759
2023-12-10,57.2759
2023-12-11,57.2759
2023-12-12,57.3195
2023-12-13,60.6806
2023-12-14,59.5694
2023-12-15,57.3947
2023-12-16,57.3947
2023-12-17,57.3947
2023-12-18,57.6541
2023-12-19,60.2801
2023-12-20,59.793
2023-12-21,61.1724
2023-12-22,61.1086
2023-12-23,61.1086
2023-12-24,61.1086
2023-12-25,61.1086
2023-12-26,64.7582
2023-12-27,64.7582
2023-12-28,64.7582
2023-12-29,64.5486
2023-12-30,64.5486
2023-12-31,64.5486
2024-01-01,64.5486
2024-01-02,62.7969
2024-01-03,58.8947
2024-01-04,58.5122
2024-01-05,59.8171
2024-01-06,59.8171
2024-01-07,59.8171
2024-01-08,62.4305
2024-01-09,55.6651
2024-01-10,56.1913
2024-01-11,56.1339
2024-01-12,55.2
2024-01-13,55.2
2024-01-14,55.2
2024-01-15,55.2
2024-01-16,54.2661
2024-01-17,54.3161
2024-01-18,52.9397
2024-01-19,51.246
2024-01-20,51.246
2024-01-21,51.246
2024-01-22,54.2729
2024-01-23,53.7373
2024-01-24,53.5551
2024-01-25,55.7293
2024-01-26,55.4099
2024-01-27,55.4099
2024-01-28,55.4099
2024-01-29,57.0893
2024-01-30,56.4231
2024-01-31,48.9743
2024-02-01,51.845
2024-02-02,50.3531
2024-02-03,50.3531
2024-02-04,50.3531
2024-02-05,45.3399
2024-02-06,45.0721
2024-02-07,42.8052
2024-02-08,42.9763
2024-02-09,42.1926
2024-02-10,42.1926
2024-02-11,42.1926
2024-02-12,46.0384
2024-02-13,40.6127
2024-02-14,43.184
2024-02-15,45.2846
2024-02-16,44.7951
2024-02-17,44.7951
2024-02-18,44.7951
2024-02-19,44.7951
2024-02-20,43.8152
2024-02-21,44.7529
2024-02-22,44.4121
2024-02-23,43.8934
2024-02-24,43.8934
2024-02-25,43.8934
2024-02-26,43.7613
2024-02-27,45.4601
2024-02-28,53.8286
2024-02-29,56.2624
2024-03-01,60.5634
2024-03-02,60.5634
2024-03-03,60.5634
2024-03-04,59.9139
2024-03-05,58.5158
2024-03-06,61.4721
2024-03-07,62.7972
2024-03-08,62.2819
2024-03-09,62.2819
2024-03-10,62.2819
2024-03-11,61.5503
2024-03-12,62.4307
2024-03-13,63.6118
2024-03-14,62.621
2024-03-15,62.621
2024-03-16,62.621
2024-03-17,62.621
2024-03-18,63.2003
2024-03-19,65.4487
2024-03-20,67.7251
2024-03-21,67.8676
2024-03-22,65.8809
2024-03-23,65.8809
2024-03-24,65.8809
2024-03-25,64.9864
2024-03-26,64.6234
2024-03-27,66.3109
2024-03-28,66.5016
2024-03-29,66.5016
2024-03-30,66.5016
2024-03-31,66.5016
2024-04-01,65.3533
2024-04-02,62.441
2024-04-03,60.2544
2024-04-04,56.0302
2024-04-05,55.7676
2024-04-06,55.7676
2024-04-07,55.7676
2024-04-08,56.6504
