,GSBC US Equity
2020-09-16,49.1356
2020-09-17,48.755
2020-09-18,48.1648
2020-09-19,48.1648
2020-09-20,48.1648
2020-09-21,43.7982
2020-09-22,42.3774
2020-09-23,41.3096
2020-09-24,43.7039
2020-09-25,44.5424
2020-09-26,44.5424
2020-09-27,44.5424
2020-09-28,48.3976
2020-09-29,46.8805
2020-09-30,46.9999
2020-10-01,47.5122
2020-10-02,49.1822
2020-10-03,49.1822
2020-10-04,49.1822
2020-10-05,51.6718
2020-10-06,51.5267
2020-10-07,53.4424
2020-10-08,53.864
2020-10-09,53.5735
2020-10-10,53.5735
2020-10-11,53.5735
2020-10-12,55.9002
2020-10-13,51.9628
2020-10-14,51.5673
2020-10-15,52.4334
2020-10-16,53.0438
2020-10-17,53.0438
2020-10-18,53.0438
2020-10-19,52.1387
2020-10-20,53.3969
2020-10-21,53.5184
2020-10-22,56.4555
2020-10-23,59.0266
2020-10-24,59.0266
2020-10-25,59.0266
2020-10-26,59.0266
2020-10-27,56.0739
2020-10-28,53.7914
2020-10-29,55.724
2020-10-30,56.126
2020-10-31,56.126
2020-11-01,56.126
2020-11-02,57.7996
2020-11-03,60.1968
2020-11-04,52.4165
2020-11-05,55.3122
2020-11-06,52.3859
2020-11-07,52.3859
2020-11-08,52.3859
2020-11-09,59.3739
2020-11-10,62.051
2020-11-11,60.3082
2020-11-12,60.129
2020-11-13,60.6581
2020-11-14,60.6581
2020-11-15,60.6581
2020-11-16,62.9809
2020-11-17,63.3585
2020-11-18,61.6008
2020-11-19,61.7961
2020-11-20,60.9575
2020-11-21,60.9575
2020-11-22,60.9575
2020-11-23,62.0542
2020-11-24,64.4453
2020-11-25,62.2414
2020-11-26,62.2414
2020-11-27,62.2414
2020-11-28,62.2414
2020-11-29,62.2414
2020-11-30,57.7724
2020-12-01,59.5493
2020-12-02,60.5941
2020-12-03,60.5458
2020-12-04,62.1826
2020-12-05,62.1826
2020-12-06,62.1826
2020-12-07,60.9128
2020-12-08,61.3926
2020-12-09,60.9028
2020-12-10,60.4825
2020-12-11,60.2406
2020-12-12,60.2406
2020-12-13,60.2406
2020-12-14,60.2954
2020-12-15,61.7312
2020-12-16,61.3535
2020-12-17,63.6707
2020-12-18,62.0547
2020-12-19,62.0547
2020-12-20,62.0547
2020-12-21,59.9098
2020-12-22,58.379
2020-12-23,61.7098
2020-12-24,62.283
2020-12-25,62.283
2020-12-26,62.283
2020-12-27,62.283
2020-12-28,62.3184
2020-12-29,58.1711
2020-12-30,58.5401
2020-12-31,58.8562
2021-01-01,58.8562
2021-01-02,58.8562
2021-01-03,58.8562
2021-01-04,58.0831
2021-01-05,58.686
2021-01-06,63.8276
2021-01-07,63.7979
2021-01-08,60.9564
2021-01-09,60.9564
2021-01-10,60.9564
2021-01-11,61.2691
2021-01-12,62.9315
2021-01-13,60.9603
2021-01-14,62.274
2021-01-15,61.2087
2021-01-16,61.2087
2021-01-17,61.2087
2021-01-18,61.2087
2021-01-19,61.5863
2021-01-20,60.2513
2021-01-21,57.6089
2021-01-22,59.2719
2021-01-23,59.2719
2021-01-24,59.2719
2021-01-25,57.3469
2021-01-26,56.5249
2021-01-27,51.4477
2021-01-28,54.5955
2021-01-29,53.2561
2021-01-30,53.2561
2021-01-31,53.2561
2021-02-01,54.161
2021-02-02,54.871
2021-02-03,56.4568
2021-02-04,58.043
2021-02-05,58.2849
2021-02-06,58.2849
2021-02-07,58.2849
2021-02-08,60.2219
2021-02-09,61.0991
2021-02-10,58.0205
2021-02-11,56.3994
2021-02-12,57.2168
2021-02-13,57.2168
2021-02-14,57.2168
2021-02-15,57.2168
2021-02-16,56.6813
2021-02-17,56.7694
2021-02-18,54.3943
2021-02-19,57.0167
2021-02-20,57.0167
2021-02-21,57.0167
2021-02-22,58.2066
2021-02-23,58.4404
2021-02-24,61.1962
2021-02-25,58.8345
2021-02-26,57.7546
2021-02-27,57.7546
2021-02-28,57.7546
2021-03-01,60.5486
2021-03-02,59.5449
2021-03-03,62.3549
2021-03-04,60.2771
2021-03-05,63.9842
2021-03-06,63.9842
2021-03-07,63.9842
2021-03-08,68.3132
2021-03-09,64.4404
2021-03-10,66.346
2021-03-11,65.9283
2021-03-12,66.7406
2021-03-13,66.7406
2021-03-14,66.7406
2021-03-15,62.4055
2021-03-16,60.1571
2021-03-17,60.0618
2021-03-18,60.658
2021-03-19,61.8365
2021-03-20,61.8365
2021-03-21,61.8365
2021-03-22,56.7506
2021-03-23,53.3564
2021-03-24,53.6432
2021-03-25,56.3341
2021-03-26,58.7763
2021-03-27,58.7763
2021-03-28,58.7763
2021-03-29,55.7019
2021-03-30,57.1568
2021-03-31,56.13
2021-04-01,56.3452
2021-04-02,56.3452
2021-04-03,56.3452
2021-04-04,56.3452
2021-04-05,55.8653
2021-04-06,55.5318
2021-04-07,54.7427
2021-04-08,55.0448
2021-04-09,54.7847
2021-04-10,54.7847
2021-04-11,54.7847
2021-04-12,55.3207
2021-04-13,53.428
2021-04-14,55.0791
2021-04-15,55.0043
2021-04-16,55.4214
2021-04-17,55.4214
2021-04-18,55.4214
2021-04-19,54.843
2021-04-20,50.9429
2021-04-21,53.4248
2021-04-22,51.6082
2021-04-23,53.6874
2021-04-24,53.6874
2021-04-25,53.6874
2021-04-26,53.751
2021-04-27,53.4222
2021-04-28,53.4449
2021-04-29,54.0005
2021-04-30,54.2359
2021-05-01,54.2359
2021-05-02,54.2359
2021-05-03,57.4774
2021-05-04,56.9845
2021-05-05,55.8192
2021-05-06,57.4181
2021-05-07,57.237
2021-05-08,57.237
2021-05-09,57.237
2021-05-10,53.9238
2021-05-11,52.7224
2021-05-12,49.0423
2021-05-13,54.214
2021-05-14,54.9908
2021-05-15,54.9908
2021-05-16,54.9908
2021-05-17,54.964
2021-05-18,53.1683
2021-05-19,52.1683
2021-05-20,52.2173
2021-05-21,54.0645
2021-05-22,54.0645
2021-05-23,54.0645
2021-05-24,51.5422
2021-05-25,47.4314
2021-05-26,49.7169
2021-05-27,50.7285
2021-05-28,51.943
2021-05-29,51.943
2021-05-30,51.943
2021-05-31,51.943
2021-06-01,53.5007
2021-06-02,51.9663
2021-06-03,52.9134
2021-06-04,52.3
2021-06-05,52.3
2021-06-06,52.3
2021-06-07,52.9138
2021-06-08,53.6541
2021-06-09,52.0458
2021-06-10,48.6821
2021-06-11,49.6366
2021-06-12,49.6366
2021-06-13,49.6366
2021-06-14,49.0857
2021-06-15,50.0952
2021-06-16,49.8465
2021-06-17,47.3858
2021-06-18,42.2839
2021-06-19,42.2839
2021-06-20,42.2839
2021-06-21,47.1817
2021-06-22,46.7916
2021-06-23,46.2104
2021-06-24,48.4622
2021-06-25,46.737
2021-06-26,46.737
2021-06-27,46.737
2021-06-28,47.4094
2021-06-29,47.2613
2021-06-30,46.5837
2021-07-01,48.1502
2021-07-02,46.4341
2021-07-03,46.4341
2021-07-04,46.4341
2021-07-05,46.4341
2021-07-06,43.5354
2021-07-07,41.2459
2021-07-08,39.3325
2021-07-09,43.7987
2021-07-10,43.7987
2021-07-11,43.7987
2021-07-12,44.3763
2021-07-13,42.6696
2021-07-14,42.5838
2021-07-15,45.7434
2021-07-16,43.785
2021-07-17,43.785
2021-07-18,43.785
2021-07-19,40.1293
2021-07-20,42.118
2021-07-21,44.4509
2021-07-22,41.575
2021-07-23,43.4919
2021-07-24,43.4919
2021-07-25,43.4919
2021-07-26,45.5161
2021-07-27,46.4471
2021-07-28,47.4973
2021-07-29,47.6701
2021-07-30,46.5603
2021-07-31,46.5603
2021-08-01,46.5603
2021-08-02,46.2196
2021-08-03,47.8004
2021-08-04,45.8486
2021-08-05,48.1433
2021-08-06,49.6726
2021-08-07,49.6726
2021-08-08,49.6726
2021-08-09,49.1564
2021-08-10,51.0124
2021-08-11,51.872
2021-08-12,51.5246
2021-08-13,50.5547
2021-08-14,50.5547
2021-08-15,50.5547
2021-08-16,49.9601
2021-08-17,49.0381
2021-08-18,47.8033
2021-08-19,48.0094
2021-08-20,49.7962
2021-08-21,49.7962
2021-08-22,49.7962
2021-08-23,49.3077
2021-08-24,48.7834
2021-08-25,49.7356
2021-08-26,49.4594
2021-08-27,52.7466
2021-08-28,52.7466
2021-08-29,52.7466
2021-08-30,51.1367
2021-08-31,53.5521
2021-09-01,52.3102
2021-09-02,52.5437
2021-09-03,51.5641
2021-09-04,51.5641
2021-09-05,51.5641
2021-09-06,51.5641
2021-09-07,50.8128
2021-09-08,47.7758
2021-09-09,48.2377
2021-09-10,46.8596
2021-09-11,46.8596
2021-09-12,46.8596
2021-09-13,48.3851
2021-09-14,45.4741
2021-09-15,46.7385
2021-09-16,45.4995
2021-09-17,49.9444
2021-09-18,49.9444
2021-09-19,49.9444
2021-09-20,46.4304
2021-09-21,47.0308
2021-09-22,49.1413
2021-09-23,53.4576
2021-09-24,53.4844
2021-09-25,53.4844
2021-09-26,53.4844
2021-09-27,59.2307
2021-09-28,55.3914
2021-09-29,56.7068
2021-09-30,54.3623
2021-10-01,57.4267
2021-10-02,57.4267
2021-10-03,57.4267
2021-10-04,56.2378
2021-10-05,56.57
2021-10-06,56.7511
2021-10-07,58.3027
2021-10-08,58.5036
2021-10-09,58.5036
2021-10-10,58.5036
2021-10-11,56.1708
2021-10-12,57.4122
2021-10-13,57.2224
2021-10-14,59.3759
2021-10-15,57.7902
2021-10-16,57.7902
2021-10-17,57.7902
2021-10-18,57.3697
2021-10-19,57.1052
2021-10-20,59.1974
2021-10-21,56.6069
2021-10-22,58.1375
2021-10-23,58.1375
2021-10-24,58.1375
2021-10-25,55.4095
2021-10-26,53.9013
2021-10-27,51.1946
2021-10-28,53.2787
2021-10-29,54.4503
2021-10-30,54.4503
2021-10-31,54.4503
2021-11-01,57.2697
2021-11-02,54.7526
2021-11-03,55.7818
2021-11-04,54.3252
2021-11-05,58.2179
2021-11-06,58.2179
2021-11-07,58.2179
2021-11-08,58.0967
2021-11-09,58.6534
2021-11-10,58.9468
2021-11-11,58.9931
2021-11-12,57.7464
2021-11-13,57.7464
2021-11-14,57.7464
2021-11-15,57.3736
2021-11-16,56.3135
2021-11-17,56.3673
2021-11-18,57.0782
2021-11-19,55.1476
2021-11-20,55.1476
2021-11-21,55.1476
2021-11-22,57.9027
2021-11-23,59.9679
2021-11-24,58.6254
2021-11-25,58.6254
2021-11-26,50.3119
2021-11-27,50.3119
2021-11-28,50.3119
2021-11-29,48.532
2021-11-30,47.9209
2021-12-01,48.9048
2021-12-02,53.7923
2021-12-03,52.3016
2021-12-04,52.3016
2021-12-05,52.3016
2021-12-06,53.9217
2021-12-07,52.2004
2021-12-08,52.4578
2021-12-09,51.6806
2021-12-10,53.1177
2021-12-11,53.1177
2021-12-12,53.1177
2021-12-13,55.6928
2021-12-14,53.7178
2021-12-15,54.7736
2021-12-16,56.9045
2021-12-17,52.3254
2021-12-18,52.3254
2021-12-19,52.3254
2021-12-20,50.8518
2021-12-21,53.8351
2021-12-22,55.3295
2021-12-23,55.6285
2021-12-24,55.6285
2021-12-25,55.6285
2021-12-26,55.6285
2021-12-27,57.0691
2021-12-28,56.9476
2021-12-29,57.1598
2021-12-30,55.616
2021-12-31,56.1164
2022-01-01,56.1164
2022-01-02,56.1164
2022-01-03,55.7911
2022-01-04,56.953
2022-01-05,56.8843
2022-01-06,61.1744
2022-01-07,58.7159
2022-01-08,58.7159
2022-01-09,58.7159
2022-01-10,56.341
2022-01-11,54.6799
2022-01-12,53.9656
2022-01-13,55.9085
2022-01-14,55.5849
2022-01-15,55.5849
2022-01-16,55.5849
2022-01-17,55.5849
2022-01-18,52.7429
2022-01-19,51.4429
2022-01-20,48.5088
2022-01-21,49.8999
2022-01-22,49.8999
2022-01-23,49.8999
2022-01-24,53.4251
2022-01-25,54.8901
2022-01-26,53.1026
2022-01-27,51.0669
2022-01-28,51.5807
2022-01-29,51.5807
2022-01-30,51.5807
2022-01-31,53.3414
2022-02-01,53.8152
2022-02-02,52.8286
2022-02-03,53.7335
2022-02-04,55.1364
2022-02-05,55.1364
2022-02-06,55.1364
2022-02-07,56.2449
2022-02-08,59.453
2022-02-09,54.698
2022-02-10,54.306
2022-02-11,55.2503
2022-02-12,55.2503
2022-02-13,55.2503
2022-02-14,54.0022
2022-02-15,56.9921
2022-02-16,57.5676
2022-02-17,55.059
2022-02-18,57.0912
2022-02-19,57.0912
2022-02-20,57.0912
2022-02-21,57.0912
2022-02-22,56.0488
2022-02-23,54.5804
2022-02-24,51.8025
2022-02-25,56.2374
2022-02-26,56.2374
2022-02-27,56.2374
2022-02-28,55.5579
2022-03-01,51.3444
2022-03-02,56.3151
2022-03-03,57.5443
2022-03-04,55.3943
2022-03-05,55.3943
2022-03-06,55.3943
2022-03-07,52.1919
2022-03-08,50.7113
2022-03-09,50.6873
2022-03-10,49.1479
2022-03-11,49.9827
2022-03-12,49.9827
2022-03-13,49.9827
2022-03-14,51.1777
2022-03-15,51.6411
2022-03-16,55.0125
2022-03-17,54.7402
2022-03-18,53.8036
2022-03-19,53.8036
2022-03-20,53.8036
2022-03-21,54.3502
2022-03-22,54.3213
2022-03-23,49.9009
2022-03-24,50.4962
2022-03-25,54.1452
2022-03-26,54.1452
2022-03-27,54.1452
2022-03-28,51.7967
2022-03-29,53.0418
2022-03-30,49.2697
2022-03-31,48.1058
2022-04-01,48.669
2022-04-02,48.669
2022-04-03,48.669
2022-04-04,46.8059
2022-04-05,46.5225
2022-04-06,46.305
2022-04-07,44.8583
2022-04-08,44.3565
2022-04-09,44.3565
2022-04-10,44.3565
2022-04-11,44.963
2022-04-12,43.8264
2022-04-13,45.5596
2022-04-14,45.0715
2022-04-15,45.0715
2022-04-16,45.0715
2022-04-17,45.0715
2022-04-18,44.8361
2022-04-19,48.6575
2022-04-20,51.6738
2022-04-21,49.9861
2022-04-22,48.724
2022-04-23,48.724
2022-04-24,48.724
2022-04-25,48.7822
2022-04-26,44.5956
2022-04-27,45.2938
2022-04-28,46.7427
2022-04-29,43.9812
2022-04-30,43.9812
2022-05-01,43.9812
2022-05-02,44.8996
2022-05-03,46.7945
2022-05-04,49.9063
2022-05-05,47.8533
2022-05-06,48.0235
2022-05-07,48.0235
2022-05-08,48.0235
2022-05-09,50.6075
2022-05-10,48.9561
2022-05-11,50.5965
2022-05-12,50.2346
2022-05-13,46.3079
2022-05-14,46.3079
2022-05-15,46.3079
2022-05-16,46.8844
2022-05-17,50.6911
2022-05-18,47.4515
2022-05-19,45.3213
2022-05-20,45.4882
2022-05-21,45.4882
2022-05-22,45.4882
2022-05-23,48.1619
2022-05-24,48.2958
2022-05-25,48.8964
2022-05-26,50.5704
2022-05-27,52.2914
2022-05-28,52.2914
2022-05-29,52.2914
2022-05-30,52.2914
2022-05-31,52.3174
2022-06-01,52.1409
2022-06-02,53.3882
2022-06-03,51.4871
2022-06-04,51.4871
2022-06-05,51.4871
2022-06-06,53.237
2022-06-07,52.3518
2022-06-08,51.0498
2022-06-09,47.9513
2022-06-10,45.6426
2022-06-11,45.6426
2022-06-12,45.6426
2022-06-13,44.2003
2022-06-14,46.0864
2022-06-15,48.4221
2022-06-16,47.8252
2022-06-17,48.4527
2022-06-18,48.4527
2022-06-19,48.4527
2022-06-20,48.4527
2022-06-21,52.2961
2022-06-22,52.5115
2022-06-23,49.4229
2022-06-24,50.7757
2022-06-25,50.7757
2022-06-26,50.7757
2022-06-27,51.722
2022-06-28,51.5411
2022-06-29,51.5703
2022-06-30,51.2826
2022-07-01,53.8569
2022-07-02,53.8569
2022-07-03,53.8569
2022-07-04,53.8569
2022-07-05,52.7629
2022-07-06,53.7351
2022-07-07,53.6659
2022-07-08,53.8198
2022-07-09,53.8198
2022-07-10,53.8198
2022-07-11,54.3841
2022-07-12,54.7022
2022-07-13,51.788
2022-07-14,52.1598
2022-07-15,55.7243
2022-07-16,55.7243
2022-07-17,55.7243
2022-07-18,55.7857
2022-07-19,58.662
2022-07-20,56.8477
2022-07-21,56.0678
2022-07-22,58.65
2022-07-23,58.65
2022-07-24,58.65
2022-07-25,61.0455
2022-07-26,62.2159
2022-07-27,62.4946
2022-07-28,60.1975
2022-07-29,58.7357
2022-07-30,58.7357
2022-07-31,58.7357
2022-08-01,59.3596
2022-08-02,54.021
2022-08-03,55.51
2022-08-04,53.5371
2022-08-05,53.9069
2022-08-06,53.9069
2022-08-07,53.9069
2022-08-08,53.7226
2022-08-09,54.5582
2022-08-10,55.2969
2022-08-11,57.2652
2022-08-12,59.9848
2022-08-13,59.9848
2022-08-14,59.9848
2022-08-15,61.5727
2022-08-16,62.2554
2022-08-17,60.6267
2022-08-18,60.4975
2022-08-19,58.0233
2022-08-20,58.0233
2022-08-21,58.0233
2022-08-22,54.3372
2022-08-23,50.155
2022-08-24,48.1411
2022-08-25,49.6261
2022-08-26,48.7079
2022-08-27,48.7079
2022-08-28,48.7079
2022-08-29,44.6207
2022-08-30,45.294
2022-08-31,44.673
2022-09-01,45.8077
2022-09-02,44.439
2022-09-03,44.439
2022-09-04,44.439
2022-09-05,44.439
2022-09-06,43.193
2022-09-07,45.5976
2022-09-08,45.2569
2022-09-09,46.6438
2022-09-10,46.6438
2022-09-11,46.6438
2022-09-12,49.0956
2022-09-13,45.3251
2022-09-14,46.8853
2022-09-15,48.6427
2022-09-16,51.5373
2022-09-17,51.5373
2022-09-18,51.5373
2022-09-19,53.1338
2022-09-20,52.4125
2022-09-21,51.2472
2022-09-22,50.6307
2022-09-23,48.2617
2022-09-24,48.2617
2022-09-25,48.2617
2022-09-26,48.3673
2022-09-27,44.804
2022-09-28,45.3203
2022-09-29,43.1719
2022-09-30,42.0752
2022-10-01,42.0752
2022-10-02,42.0752
2022-10-03,44.0857
2022-10-04,47.2887
2022-10-05,48.1957
2022-10-06,48.4076
2022-10-07,46.2232
2022-10-08,46.2232
2022-10-09,46.2232
2022-10-10,47.18
2022-10-11,49.3666
2022-10-12,50.0676
2022-10-13,58.3086
2022-10-14,56.7978
2022-10-15,56.7978
2022-10-16,56.7978
2022-10-17,57.7717
2022-10-18,57.6627
2022-10-19,58.072
2022-10-20,47.3146
2022-10-21,51.2081
2022-10-22,51.2081
2022-10-23,51.2081
2022-10-24,52.2367
2022-10-25,52.9043
2022-10-26,51.8377
2022-10-27,53.5653
2022-10-28,56.6143
2022-10-29,56.6143
2022-10-30,56.6143
2022-10-31,55.8854
2022-11-01,54.7313
2022-11-02,51.763
2022-11-03,51.5362
2022-11-04,54.2572
2022-11-05,54.2572
2022-11-06,54.2572
2022-11-07,53.1979
2022-11-08,53.3549
2022-11-09,52.6243
2022-11-10,56.4301
2022-11-11,54.7098
2022-11-12,54.7098
2022-11-13,54.7098
2022-11-14,54.2515
2022-11-15,53.878
2022-11-16,53.5286
2022-11-17,53.3983
2022-11-18,55.4992
2022-11-19,55.4992
2022-11-20,55.4992
2022-11-21,53.9233
2022-11-22,53.655
2022-11-23,52.9734
2022-11-24,52.9734
2022-11-25,55.1539
2022-11-26,55.1539
2022-11-27,55.1539
2022-11-28,53.1887
2022-11-29,51.9786
2022-11-30,55.8201
2022-12-01,54.4315
2022-12-02,54.5456
2022-12-03,54.5456
2022-12-04,54.5456
2022-12-05,49.6865
2022-12-06,50.353
2022-12-07,48.9206
2022-12-08,50.3808
2022-12-09,49.6621
2022-12-10,49.6621
2022-12-11,49.6621
2022-12-12,51.6179
2022-12-13,51.2257
2022-12-14,47.8124
2022-12-15,44.9153
2022-12-16,43.1645
2022-12-17,43.1645
2022-12-18,43.1645
2022-12-19,43.6806
2022-12-20,43.0604
2022-12-21,49.3377
2022-12-22,47.9837
2022-12-23,49.5936
2022-12-24,49.5936
2022-12-25,49.5936
2022-12-26,49.5936
2022-12-27,48.055
2022-12-28,47.7429
2022-12-29,48.2799
2022-12-30,48.1284
2022-12-31,48.1284
2023-01-01,48.1284
2023-01-02,48.1284
2023-01-03,47.269
2023-01-04,46.8978
2023-01-05,45.8729
2023-01-06,49.4729
2023-01-07,49.4729
2023-01-08,49.4729
2023-01-09,47.1937
2023-01-10,47.5362
2023-01-11,46.2333
2023-01-12,47.9549
2023-01-13,50.4025
2023-01-14,50.4025
2023-01-15,50.4025
2023-01-16,50.4025
2023-01-17,48.6516
2023-01-18,43.1142
2023-01-19,45.0906
2023-01-20,46.0761
2023-01-21,46.0761
2023-01-22,46.0761
2023-01-23,46.4078
2023-01-24,45.1439
2023-01-25,39.5035
2023-01-26,39.9559
2023-01-27,40.8708
2023-01-28,40.8708
2023-01-29,40.8708
2023-01-30,43.3767
2023-01-31,48.0562
2023-02-01,46.3649
2023-02-02,48.3765
2023-02-03,49.1966
2023-02-04,49.1966
2023-02-05,49.1966
2023-02-06,48.525
2023-02-07,49.3006
2023-02-08,47.2879
2023-02-09,47.3192
2023-02-10,48.0855
2023-02-11,48.0855
2023-02-12,48.0855
2023-02-13,48.441
2023-02-14,46.6386
2023-02-15,48.9162
2023-02-16,47.8373
2023-02-17,50.3579
2023-02-18,50.3579
2023-02-19,50.3579
2023-02-20,50.3579
2023-02-21,47.5876
2023-02-22,47.4409
2023-02-23,50.0839
2023-02-24,49.0088
2023-02-25,49.0088
2023-02-26,49.0088
2023-02-27,48.9467
2023-02-28,48.0955
2023-03-01,47.8405
2023-03-02,46.6258
2023-03-03,47.9217
2023-03-04,47.9217
2023-03-05,47.9217
2023-03-06,46.2128
2023-03-07,42.9818
2023-03-08,42.7812
2023-03-09,36.1926
2023-03-10,35.1325
2023-03-11,35.1325
2023-03-12,35.1325
2023-03-13,35.2502
2023-03-14,39.0993
2023-03-15,38.8391
2023-03-16,44.4677
2023-03-17,36.4377
2023-03-18,36.4377
