,MANH US Equity
2020-11-05,49.0814
2020-11-06,49.6637
2020-11-07,49.6637
2020-11-08,49.6637
2020-11-09,50.7745
2020-11-10,48.6774
2020-11-11,50.4856
2020-11-12,47.2885
2020-11-13,48.851
2020-11-14,48.851
2020-11-15,48.851
2020-11-16,49.0857
2020-11-17,48.5715
2020-11-18,47.0592
2020-11-19,50.4462
2020-11-20,51.4153
2020-11-21,51.4153
2020-11-22,51.4153
2020-11-23,52.0677
2020-11-24,50.5311
2020-11-25,51.4101
2020-11-26,51.4101
2020-11-27,54.5354
2020-11-28,54.5354
2020-11-29,54.5354
2020-11-30,56.6638
2020-12-01,57.7525
2020-12-02,55.898
2020-12-03,56.2693
2020-12-04,57.8029
2020-12-05,57.8029
2020-12-06,57.8029
2020-12-07,55.922
2020-12-08,55.212
2020-12-09,52.9419
2020-12-10,54.3755
2020-12-11,53.0702
2020-12-12,53.0702
2020-12-13,53.0702
2020-12-14,52.0998
2020-12-15,52.2222
2020-12-16,54.5507
2020-12-17,57.0999
2020-12-18,57.1585
2020-12-19,57.1585
2020-12-20,57.1585
2020-12-21,55.8619
2020-12-22,58.199
2020-12-23,59.0583
2020-12-24,58.2211
2020-12-25,58.2211
2020-12-26,58.2211
2020-12-27,58.2211
2020-12-28,56.0781
2020-12-29,54.7595
2020-12-30,56.163
2020-12-31,56.2451
2021-01-01,56.2451
2021-01-02,56.2451
2021-01-03,56.2451
2021-01-04,54.0358
2021-01-05,55.3535
2021-01-06,57.0872
2021-01-07,59.4933
2021-01-08,61.0301
2021-01-09,61.0301
2021-01-10,61.0301
2021-01-11,63.1642
2021-01-12,64.9437
2021-01-13,60.7992
2021-01-14,62.0625
2021-01-15,61.4079
2021-01-16,61.4079
2021-01-17,61.4079
2021-01-18,61.4079
2021-01-19,61.7944
2021-01-20,64.2903
2021-01-21,64.2903
2021-01-22,64.2903
2021-01-23,64.2903
2021-01-24,64.2903
2021-01-25,64.0882
2021-01-26,64.4352
2021-01-27,62.1972
2021-01-28,60.7028
2021-01-29,57.4239
2021-01-30,57.4239
2021-01-31,57.4239
2021-02-01,59.331
2021-02-02,60.3944
2021-02-03,62.6743
2021-02-04,67.529
2021-02-05,69.8489
2021-02-06,69.8489
2021-02-07,69.8489
2021-02-08,71.9287
2021-02-09,74.1023
2021-02-10,75.3638
2021-02-11,76.1107
2021-02-12,70.6973
2021-02-13,70.6973
2021-02-14,70.6973
2021-02-15,70.6973
2021-02-16,67.0331
2021-02-17,65.6499
2021-02-18,64.2378
2021-02-19,63.0084
2021-02-20,63.0084
2021-02-21,63.0084
2021-02-22,58.3408
2021-02-23,55.5547
2021-02-24,56.05
2021-02-25,52.1083
2021-02-26,54.122
2021-02-27,54.122
2021-02-28,54.122
2021-03-01,58.4496
2021-03-02,55.9486
2021-03-03,51.2341
2021-03-04,47.6127
2021-03-05,49.9425
2021-03-06,49.9425
2021-03-07,49.9425
2021-03-08,47.1286
2021-03-09,50.2827
2021-03-10,50.6479
2021-03-11,52.6001
2021-03-12,52.744
2021-03-13,52.744
2021-03-14,52.744
2021-03-15,54.482
2021-03-16,54.076
2021-03-17,54.2757
2021-03-18,49.7336
2021-03-19,50.1341
2021-03-20,50.1341
2021-03-21,50.1341
2021-03-22,51.1837
2021-03-23,49.2137
2021-03-24,47.8906
2021-03-25,48.9896
2021-03-26,50.0269
2021-03-27,50.0269
2021-03-28,50.0269
2021-03-29,48.3302
2021-03-30,49.0735
2021-03-31,49.0944
2021-04-01,51.5046
2021-04-02,51.5046
2021-04-03,51.5046
2021-04-04,51.5046
2021-04-05,50.6656
2021-04-06,51.2455
2021-04-07,48.6671
2021-04-08,49.7463
2021-04-09,51.9537
2021-04-10,51.9537
2021-04-11,51.9537
2021-04-12,52.2056
2021-04-13,53.0115
2021-04-14,51.8066
2021-04-15,52.3311
2021-04-16,53.3597
2021-04-17,53.3597
2021-04-18,53.3597
2021-04-19,52.0199
2021-04-20,51.016
2021-04-21,52.37
2021-04-22,52.6136
2021-04-23,53.6182
2021-04-24,53.6182
2021-04-25,53.6182
2021-04-26,56.5497
2021-04-27,56.5779
2021-04-28,65.6335
2021-04-29,63.8449
2021-04-30,59.92
2021-05-01,59.92
2021-05-02,59.92
2021-05-03,59.2758
2021-05-04,58.0875
2021-05-05,57.2586
2021-05-06,55.8168
2021-05-07,56.3046
2021-05-08,56.3046
2021-05-09,56.3046
2021-05-10,52.984
2021-05-11,54.8998
2021-05-12,52.8154
2021-05-13,53.8992
2021-05-14,55.9608
2021-05-15,55.9608
2021-05-16,55.9608
2021-05-17,54.7671
2021-05-18,54.7204
2021-05-19,52.9971
2021-05-20,54.9941
2021-05-21,54.556
2021-05-22,54.556
2021-05-23,54.556
2021-05-24,55.4047
2021-05-25,55.2366
2021-05-26,56.4661
2021-05-27,56.8137
2021-05-28,56.974
2021-05-29,56.974
2021-05-30,56.974
2021-05-31,56.974
2021-06-01,57.2311
2021-06-02,56.7247
2021-06-03,55.086
2021-06-04,57.6473
2021-06-05,57.6473
2021-06-06,57.6473
2021-06-07,56.2312
2021-06-08,58.3344
2021-06-09,57.8583
2021-06-10,60.9235
2021-06-11,61.8754
2021-06-12,61.8754
2021-06-13,61.8754
2021-06-14,62.9357
2021-06-15,59.637
2021-06-16,59.9796
2021-06-17,59.3461
2021-06-18,56.3566
2021-06-19,56.3566
2021-06-20,56.3566
2021-06-21,57.4541
2021-06-22,59.213
2021-06-23,57.2407
2021-06-24,57.8537
2021-06-25,59.9872
2021-06-26,59.9872
2021-06-27,59.9872
2021-06-28,59.5535
2021-06-29,60.3583
2021-06-30,58.777
2021-07-01,60.3423
2021-07-02,60.7824
2021-07-03,60.7824
2021-07-04,60.7824
2021-07-05,60.7824
2021-07-06,61.3337
2021-07-07,60.4545
2021-07-08,58.6365
2021-07-09,59.922
2021-07-10,59.922
2021-07-11,59.922
2021-07-12,56.0772
2021-07-13,53.4704
2021-07-14,52.7484
2021-07-15,51.5992
2021-07-16,51.765
2021-07-17,51.765
2021-07-18,51.765
2021-07-19,52.978
2021-07-20,56.0011
2021-07-21,56.8146
2021-07-22,57.4949
2021-07-23,59.7277
2021-07-24,59.7277
2021-07-25,59.7277
2021-07-26,57.5746
2021-07-27,55.401
2021-07-28,63.2168
2021-07-29,65.8634
2021-07-30,64.5548
2021-07-31,64.5548
2021-08-01,64.5548
2021-08-02,65.1974
2021-08-03,66.8312
2021-08-04,64.1195
2021-08-05,65.6596
2021-08-06,66.9395
2021-08-07,66.9395
2021-08-08,66.9395
2021-08-09,60.7623
2021-08-10,59.6776
2021-08-11,58.6214
2021-08-12,57.0461
2021-08-13,58.0197
2021-08-14,58.0197
2021-08-15,58.0197
2021-08-16,58.6868
2021-08-17,57.5051
2021-08-18,54.509
2021-08-19,55.2958
2021-08-20,57.8414
2021-08-21,57.8414
2021-08-22,57.8414
2021-08-23,58.917
2021-08-24,60.6302
2021-08-25,60.4044
2021-08-26,60.5501
2021-08-27,62.2727
2021-08-28,62.2727
2021-08-29,62.2727
2021-08-30,61.458
2021-08-31,59.6151
2021-09-01,60.024
2021-09-02,60.8968
2021-09-03,61.0659
2021-09-04,61.0659
2021-09-05,61.0659
2021-09-06,61.0659
2021-09-07,57.8955
2021-09-08,59.7736
2021-09-09,56.8262
2021-09-10,57.2492
2021-09-11,57.2492
2021-09-12,57.2492
2021-09-13,56.4307
2021-09-14,57.141
2021-09-15,57.6933
2021-09-16,54.2007
2021-09-17,51.4332
2021-09-18,51.4332
2021-09-19,51.4332
2021-09-20,50.8493
2021-09-21,52.7529
2021-09-22,54.5258
2021-09-23,54.2348
2021-09-24,54.5859
2021-09-25,54.5859
2021-09-26,54.5859
2021-09-27,55.797
2021-09-28,47.7481
2021-09-29,47.5001
2021-09-30,47.6724
2021-10-01,50.0471
2021-10-02,50.0471
2021-10-03,50.0471
2021-10-04,47.1433
2021-10-05,49.1462
2021-10-06,49.3715
2021-10-07,50.3002
2021-10-08,48.461
2021-10-09,48.461
2021-10-10,48.461
2021-10-11,47.4617
2021-10-12,47.3163
2021-10-13,48.1857
2021-10-14,53.8806
2021-10-15,55.773
2021-10-16,55.773
2021-10-17,55.773
2021-10-18,59.0968
2021-10-19,60.5234
2021-10-20,61.0265
2021-10-21,60.1621
2021-10-22,59.7911
2021-10-23,59.7911
2021-10-24,59.7911
2021-10-25,60.7917
2021-10-26,60.5967
2021-10-27,66.5371
2021-10-28,67.3772
2021-10-29,67.5994
2021-10-30,67.5994
2021-10-31,67.5994
2021-11-01,68.1236
2021-11-02,69.4639
2021-11-03,69.3817
2021-11-04,68.7446
2021-11-05,63.7403
2021-11-06,63.7403
2021-11-07,63.7403
2021-11-08,59.6485
2021-11-09,60.2114
2021-11-10,54.6955
2021-11-11,56.5598
2021-11-12,57.123
2021-11-13,57.123
2021-11-14,57.123
2021-11-15,56.367
2021-11-16,56.7027
2021-11-17,52.4899
2021-11-18,51.8759
2021-11-19,51.4579
2021-11-20,51.4579
2021-11-21,51.4579
2021-11-22,49.3105
2021-11-23,45.1322
2021-11-24,45.8413
2021-11-25,45.8413
2021-11-26,42.8642
2021-11-27,42.8642
2021-11-28,42.8642
2021-11-29,45.1396
2021-11-30,42.9785
2021-12-01,39.9176
2021-12-02,42.7035
2021-12-03,40.6921
2021-12-04,40.6921
2021-12-05,40.6921
2021-12-06,39.8308
2021-12-07,43.4622
2021-12-08,44.1829
2021-12-09,41.2089
2021-12-10,41.1112
2021-12-11,41.1112
2021-12-12,41.1112
2021-12-13,42.7309
2021-12-14,40.6143
2021-12-15,43.3321
2021-12-16,41.1904
2021-12-17,43.2733
2021-12-18,43.2733
2021-12-19,43.2733
2021-12-20,41.8387
2021-12-21,44.945
2021-12-22,46.9077
2021-12-23,47.2709
2021-12-24,47.2709
2021-12-25,47.2709
2021-12-26,47.2709
2021-12-27,49.5467
2021-12-28,48.8488
2021-12-29,49.6877
2021-12-30,48.431
2021-12-31,47.4956
2022-01-01,47.4956
2022-01-02,47.4956
2022-01-03,45.5939
2022-01-04,42.6939
2022-01-05,39.1512
2022-01-06,38.8461
2022-01-07,38.0763
2022-01-08,38.0763
2022-01-09,38.0763
2022-01-10,39.3038
2022-01-11,41.7657
2022-01-12,43.0051
2022-01-13,39.1887
2022-01-14,38.0055
2022-01-15,38.0055
2022-01-16,38.0055
2022-01-17,38.0055
2022-01-18,35.8475
2022-01-19,36.2955
2022-01-20,35.3174
2022-01-21,34.3821
2022-01-22,34.3821
2022-01-23,34.3821
2022-01-24,37.2827
2022-01-25,34.9005
2022-01-26,33.9482
2022-01-27,34.1547
2022-01-28,37.9431
2022-01-29,37.9431
2022-01-30,37.9431
2022-01-31,41.6173
2022-02-01,41.8404
2022-02-02,38.4974
2022-02-03,37.8424
2022-02-04,40.1404
2022-02-05,40.1404
2022-02-06,40.1404
2022-02-07,38.2591
2022-02-08,39.5244
2022-02-09,44.2323
2022-02-10,41.9995
2022-02-11,42.7889
2022-02-12,42.7889
2022-02-13,42.7889
2022-02-14,42.4284
2022-02-15,44.0786
2022-02-16,43.7338
2022-02-17,42.2579
2022-02-18,40.8525
2022-02-19,40.8525
2022-02-20,40.8525
2022-02-21,40.8525
2022-02-22,41.2822
2022-02-23,40.9689
2022-02-24,46.7034
2022-02-25,46.7774
2022-02-26,46.7774
2022-02-27,46.7774
2022-02-28,46.5102
2022-03-01,46.0463
2022-03-02,48.5044
2022-03-03,46.7212
2022-03-04,45.0036
2022-03-05,45.0036
2022-03-06,45.0036
2022-03-07,42.6566
2022-03-08,42.5778
2022-03-09,48.1303
2022-03-10,46.5619
2022-03-11,45.9459
2022-03-12,45.9459
2022-03-13,45.9459
2022-03-14,44.2724
2022-03-15,45.615
2022-03-16,49.4477
2022-03-17,49.8838
2022-03-18,52.5478
2022-03-19,52.5478
2022-03-20,52.5478
2022-03-21,51.0096
2022-03-22,55.0999
2022-03-23,52.0485
2022-03-24,52.2455
2022-03-25,50.0396
2022-03-26,50.0396
2022-03-27,50.0396
2022-03-28,51.3508
2022-03-29,53.9465
2022-03-30,52.7016
2022-03-31,50.6714
2022-04-01,51.4876
2022-04-02,51.4876
2022-04-03,51.4876
2022-04-04,52.5531
2022-04-05,50.7999
2022-04-06,49.779
2022-04-07,49.4894
2022-04-08,47.7766
2022-04-09,47.7766
2022-04-10,47.7766
2022-04-11,46.6784
2022-04-12,47.2038
2022-04-13,49.1426
2022-04-14,49.5222
2022-04-15,49.5222
2022-04-16,49.5222
2022-04-17,49.5222
2022-04-18,50.0566
2022-04-19,52.7674
2022-04-20,53.1801
2022-04-21,50.5775
2022-04-22,46.4757
2022-04-23,46.4757
2022-04-24,46.4757
2022-04-25,48.3047
2022-04-26,45.2195
2022-04-27,45.2195
2022-04-28,47.2191
2022-04-29,46.1063
2022-04-30,46.1063
2022-05-01,46.1063
2022-05-02,46.6655
2022-05-03,44.935
2022-05-04,47.6966
2022-05-05,43.9821
2022-05-06,42.8232
2022-05-07,42.8232
2022-05-08,42.8232
2022-05-09,39.8933
2022-05-10,39.8013
2022-05-11,37.7361
2022-05-12,39.2177
2022-05-13,43.6521
2022-05-14,43.6521
2022-05-15,43.6521
2022-05-16,41.7411
2022-05-17,43.6292
2022-05-18,39.8128
2022-05-19,42.4733
2022-05-20,43.0071
2022-05-21,43.0071
2022-05-22,43.0071
2022-05-23,43.257
2022-05-24,41.4815
2022-05-25,42.6851
2022-05-26,44.5771
2022-05-27,46.7384
2022-05-28,46.7384
2022-05-29,46.7384
2022-05-30,46.7384
2022-05-31,45.8587
2022-06-01,46.3462
2022-06-02,50.4909
2022-06-03,48.7459
2022-06-04,48.7459
2022-06-05,48.7459
2022-06-06,48.6281
2022-06-07,50.5639
2022-06-08,49.5138
2022-06-09,47.6053
2022-06-10,44.939
2022-06-11,44.939
2022-06-12,44.939
2022-06-13,41.2726
2022-06-14,41.1541
2022-06-15,43.1042
2022-06-16,40.8186
2022-06-17,42.4611
2022-06-18,42.4611
2022-06-19,42.4611
2022-06-20,42.4611
2022-06-21,42.5129
2022-06-22,42.2523
2022-06-23,45.1715
2022-06-24,48.243
2022-06-25,48.243
2022-06-26,48.243
2022-06-27,47.3785
2022-06-28,45.798
2022-06-29,46.5888
2022-06-30,45.2759
2022-07-01,46.9431
2022-07-02,46.9431
2022-07-03,46.9431
2022-07-04,46.9431
2022-07-05,49.0378
2022-07-06,49.5781
2022-07-07,51.1555
2022-07-08,50.8327
2022-07-09,50.8327
2022-07-10,50.8327
2022-07-11,49.8072
2022-07-12,45.9753
2022-07-13,44.0587
2022-07-14,42.5369
2022-07-15,44.7567
2022-07-16,44.7567
2022-07-17,44.7567
2022-07-18,45.157
2022-07-19,46.376
2022-07-20,49.0304
2022-07-21,50.1156
2022-07-22,48.9112
2022-07-23,48.9112
2022-07-24,48.9112
2022-07-25,49.0576
2022-07-26,47.6216
2022-07-27,58.7384
2022-07-28,59.4314
2022-07-29,60.1201
2022-07-30,60.1201
2022-07-31,60.1201
2022-08-01,59.7875
2022-08-02,59.249
2022-08-03,61.7235
2022-08-04,60.8194
2022-08-05,61.4172
2022-08-06,61.4172
2022-08-07,61.4172
2022-08-08,61.9036
2022-08-09,61.121
2022-08-10,62.6106
2022-08-11,62.3328
2022-08-12,63.2671
2022-08-13,63.2671
2022-08-14,63.2671
2022-08-15,64.8593
2022-08-16,65.4541
2022-08-17,64.6478
2022-08-18,63.0492
2022-08-19,60.6018
2022-08-20,60.6018
2022-08-21,60.6018
2022-08-22,58.4
2022-08-23,57.2721
2022-08-24,57.9313
2022-08-25,59.374
2022-08-26,55.0578
2022-08-27,55.0578
2022-08-28,55.0578
2022-08-29,53.9304
2022-08-30,54.2964
2022-08-31,54.1744
2022-09-01,53.3209
2022-09-02,51.0387
2022-09-03,51.0387
2022-09-04,51.0387
2022-09-05,51.0387
2022-09-06,51.1465
2022-09-07,52.8062
2022-09-08,53.9655
2022-09-09,56.4834
2022-09-10,56.4834
2022-09-11,56.4834
2022-09-12,57.1807
2022-09-13,52.8736
2022-09-14,53.3456
2022-09-15,52.3129
2022-09-16,50.6163
2022-09-17,50.6163
2022-09-18,50.6163
2022-09-19,50.4442
2022-09-20,48.8824
2022-09-21,47.6298
2022-09-22,46.1269
2022-09-23,44.9921
2022-09-24,44.9921
2022-09-25,44.9921
2022-09-26,45.7394
2022-09-27,46.2729
2022-09-28,48.705
2022-09-29,48.705
2022-09-30,47.7882
2022-10-01,47.7882
2022-10-02,47.7882
2022-10-03,49.8707
2022-10-04,51.4967
2022-10-05,51.8848
2022-10-06,53.6645
2022-10-07,49.531
2022-10-08,49.531
2022-10-09,49.531
2022-10-10,47.4107
2022-10-11,45.1105
2022-10-12,43.9766
2022-10-13,43.9698
2022-10-14,40.4591
2022-10-15,40.4591
2022-10-16,40.4591
2022-10-17,44.9009
2022-10-18,47.8455
2022-10-19,45.01
2022-10-20,44.0966
2022-10-21,45.6733
2022-10-22,45.6733
2022-10-23,45.6733
2022-10-24,46.4096
2022-10-25,50.0821
2022-10-26,41.3083
2022-10-27,41.6481
2022-10-28,42.6849
2022-10-29,42.6849
2022-10-30,42.6849
2022-10-31,43.6369
2022-11-01,41.4928
2022-11-02,39.18
2022-11-03,37.9365
2022-11-04,37.5756
2022-11-05,37.5756
2022-11-06,37.5756
2022-11-07,38.9746
2022-11-08,38.8132
2022-11-09,37.6643
2022-11-10,46.3655
2022-11-11,48.2212
2022-11-12,48.2212
2022-11-13,48.2212
2022-11-14,47.8773
2022-11-15,50.7208
2022-11-16,48.4651
2022-11-17,46.6101
2022-11-18,47.0524
2022-11-19,47.0524
2022-11-20,47.0524
2022-11-21,46.3505
2022-11-22,47.8721
2022-11-23,48.5282
2022-11-24,48.5282
2022-11-25,48.5408
2022-11-26,48.5408
2022-11-27,48.5408
2022-11-28,47.0351
2022-11-29,46.0099
2022-11-30,50.1468
2022-12-01,50.8128
2022-12-02,50.4452
2022-12-03,50.4452
2022-12-04,50.4452
2022-12-05,47.371
2022-12-06,44.8844
2022-12-07,45.5864
2022-12-08,47.1319
2022-12-09,46.5681
2022-12-10,46.5681
2022-12-11,46.5681
2022-12-12,46.9986
2022-12-13,49.1766
2022-12-14,49.3759
2022-12-15,46.8667
2022-12-16,46.4963
2022-12-17,46.4963
2022-12-18,46.4963
2022-12-19,46.4331
2022-12-20,47.4319
2022-12-21,48.9067
2022-12-22,46.9894
2022-12-23,47.3503
2022-12-24,47.3503
2022-12-25,47.3503
2022-12-26,47.3503
2022-12-27,47.4659
2022-12-28,46.0299
2022-12-29,48.836
2022-12-30,48.6548
2022-12-31,48.6548
2023-01-01,48.6548
2023-01-02,48.6548
2023-01-03,48.3577
2023-01-04,48.0316
2023-01-05,44.1694
2023-01-06,46.9762
2023-01-07,46.9762
2023-01-08,46.9762
2023-01-09,47.8927
2023-01-10,47.7088
2023-01-11,49.2955
2023-01-12,49.4646
2023-01-13,50.0391
2023-01-14,50.0391
2023-01-15,50.0391
2023-01-16,50.0391
2023-01-17,50.7262
2023-01-18,50.0146
2023-01-19,48.5875
2023-01-20,50.2738
2023-01-21,50.2738
2023-01-22,50.2738
2023-01-23,52.3512
2023-01-24,51.4281
2023-01-25,51.1653
2023-01-26,53.3343
2023-01-27,54.4184
2023-01-28,54.4184
2023-01-29,54.4184
2023-01-30,53.5123
2023-01-31,56.4256
2023-02-01,60.7087
2023-02-02,62.1664
2023-02-03,68.0698
2023-02-04,68.0698
2023-02-05,68.0698
2023-02-06,63.4137
2023-02-07,64.0496
2023-02-08,62.5848
2023-02-09,61.8884
2023-02-10,61.3453
2023-02-11,61.3453
2023-02-12,61.3453
2023-02-13,62.895
2023-02-14,62.6596
2023-02-15,64.1422
2023-02-16,61.6024
2023-02-17,61.4146
2023-02-18,61.4146
2023-02-19,61.4146
2023-02-20,61.4146
2023-02-21,59.293
2023-02-22,58.9773
2023-02-23,60.3083
2023-02-24,58.9696
2023-02-25,58.9696
2023-02-26,58.9696
2023-02-27,59.6968
2023-02-28,58.9889
2023-03-01,59.0726
2023-03-02,61.0718
2023-03-03,61.3062
2023-03-04,61.3062
2023-03-05,61.3062
2023-03-06,60.0768
2023-03-07,57.0022
2023-03-08,57.0706
2023-03-09,54.5946
2023-03-10,51.5442
2023-03-11,51.5442
2023-03-12,51.5442
2023-03-13,51.3084
2023-03-14,55.8707
2023-03-15,54.6217
2023-03-16,56.1869
2023-03-17,56.1579
2023-03-18,56.1579
2023-03-19,56.1579
