,OSK US Equity
2023-03-21,41.9999
2023-03-22,39.8473
2023-03-23,38.157
2023-03-24,37.525
2023-03-25,37.525
2023-03-26,37.525
2023-03-27,38.0834
2023-03-28,39.1385
2023-03-29,40.9296
2023-03-30,42.53
2023-03-31,45.666
2023-04-01,45.666
2023-04-02,45.666
2023-04-03,45.6131
2023-04-04,41.0508
2023-04-05,39.2526
2023-04-06,39.1919
2023-04-07,39.1919
2023-04-08,39.1919
2023-04-09,39.1919
2023-04-10,41.2445
2023-04-11,42.9248
2023-04-12,44.0791
2023-04-13,43.9564
2023-04-14,44.317
2023-04-15,44.317
2023-04-16,44.317
2023-04-17,44.5901
2023-04-18,43.7466
2023-04-19,43.1576
2023-04-20,42.1496
2023-04-21,41.938
2023-04-22,41.938
2023-04-23,41.938
2023-04-24,42.7978
2023-04-25,41.1695
2023-04-26,40.2328
2023-04-27,40.483
2023-04-28,40.5173
2023-04-29,40.5173
2023-04-30,40.5173
2023-05-01,42.9519
2023-05-02,43.3877
2023-05-03,43.335
2023-05-04,38.8893
2023-05-05,41.3516
2023-05-06,41.3516
2023-05-07,41.3516
2023-05-08,41.4364
2023-05-09,40.2568
2023-05-10,39.4274
2023-05-11,39.0352
2023-05-12,38.4208
2023-05-13,38.4208
2023-05-14,38.4208
2023-05-15,40.1408
2023-05-16,38.7836
2023-05-17,42.1966
2023-05-18,44.0555
2023-05-19,41.7867
2023-05-20,41.7867
2023-05-21,41.7867
2023-05-22,42.9979
2023-05-23,42.3375
2023-05-24,41.6104
2023-05-25,42.3185
2023-05-26,42.0961
2023-05-27,42.0961
2023-05-28,42.0961
2023-05-29,42.0961
2023-05-30,44.0537
2023-05-31,42.4259
2023-06-01,48.302
2023-06-02,54.8434
2023-06-03,54.8434
2023-06-04,54.8434
2023-06-05,53.5213
2023-06-06,56.2313
2023-06-07,58.4144
2023-06-08,57.6549
2023-06-09,55.6434
2023-06-10,55.6434
2023-06-11,55.6434
2023-06-12,56.4595
2023-06-13,57.4508
2023-06-14,54.8364
2023-06-15,56.2387
2023-06-16,55.373
2023-06-17,55.373
2023-06-18,55.373
2023-06-19,55.373
2023-06-20,55.0225
2023-06-21,54.4713
2023-06-22,52.6576
2023-06-23,50.9643
2023-06-24,50.9643
2023-06-25,50.9643
2023-06-26,51.8461
2023-06-27,53.3643
2023-06-28,54.0775
2023-06-29,56.3429
2023-06-30,58.8645
2023-07-01,58.8645
2023-07-02,58.8645
2023-07-03,59.7795
2023-07-04,59.7795
2023-07-05,56.4214
2023-07-06,56.4996
2023-07-07,58.83
2023-07-08,58.83
2023-07-09,58.83
2023-07-10,59.5407
2023-07-11,61.2354
2023-07-12,61.772
2023-07-13,62.8026
2023-07-14,60.0911
2023-07-15,60.0911
2023-07-16,60.0911
2023-07-17,59.8868
2023-07-18,62.779
2023-07-19,63.3083
2023-07-20,63.3198
2023-07-21,61.0472
2023-07-22,61.0472
2023-07-23,61.0472
2023-07-24,61.6417
2023-07-25,59.4895
2023-07-26,58.5664
2023-07-27,58.1194
2023-07-28,59.5765
2023-07-29,59.5765
2023-07-30,59.5765
2023-07-31,61.5533
2023-08-01,70.7628
2023-08-02,71.1456
2023-08-03,72.5083
2023-08-04,73.0197
2023-08-05,73.0197
2023-08-06,73.0197
2023-08-07,74.2015
2023-08-08,70.8579
2023-08-09,70.4103
2023-08-10,68.0572
2023-08-11,68.7546
2023-08-12,68.7546
2023-08-13,68.7546
2023-08-14,65.5409
2023-08-15,64.6107
2023-08-16,61.6771
2023-08-17,61.4744
2023-08-18,61.0422
2023-08-19,61.0422
2023-08-20,61.0422
2023-08-21,59.5016
2023-08-22,59.2236
2023-08-23,60.627
2023-08-24,59.8149
2023-08-25,60.6034
2023-08-26,60.6034
2023-08-27,60.6034
2023-08-28,61.5403
2023-08-29,63.8009
2023-08-30,65.1391
2023-08-31,65.7675
2023-09-01,68.0512
2023-09-02,68.0512
2023-09-03,68.0512
2023-09-04,68.0512
2023-09-05,61.6842
2023-09-06,61.0147
2023-09-07,58.2158
2023-09-08,59.5825
2023-09-09,59.5825
2023-09-10,59.5825
2023-09-11,59.5825
2023-09-12,58.1124
2023-09-13,56.2267
2023-09-14,56.7661
2023-09-15,53.5481
2023-09-16,53.5481
2023-09-17,53.5481
2023-09-18,54.0247
2023-09-19,53.4092
2023-09-20,53.9801
2023-09-21,50.6571
2023-09-22,49.0135
2023-09-23,49.0135
2023-09-24,49.0135
2023-09-25,50.1194
2023-09-26,48.5313
2023-09-27,50.8775
2023-09-28,49.5192
2023-09-29,48.9721
2023-09-30,48.9721
2023-10-01,48.9721
2023-10-02,47.4505
2023-10-03,46.4889
2023-10-04,44.2212
2023-10-05,41.9574
2023-10-06,44.7294
2023-10-07,44.7294
2023-10-08,44.7294
2023-10-09,46.928
2023-10-10,48.8008
2023-10-11,50.4439
2023-10-12,48.2962
2023-10-13,47.4094
2023-10-14,47.4094
2023-10-15,47.4094
2023-10-16,50.6876
2023-10-17,51.8886
2023-10-18,46.0345
2023-10-19,43.0928
2023-10-20,41.8979
2023-10-21,41.8979
2023-10-22,41.8979
2023-10-23,41.4973
2023-10-24,41.8964
2023-10-25,39.7641
2023-10-26,44.3872
2023-10-27,40.5947
2023-10-28,40.5947
2023-10-29,40.5947
2023-10-30,43.0338
2023-10-31,42.705
2023-11-01,44.5022
2023-11-02,48.4533
2023-11-03,51.4116
2023-11-04,51.4116
2023-11-05,51.4116
2023-11-06,48.5633
2023-11-07,48.779
2023-11-08,48.1066
2023-11-09,47.5571
2023-11-10,50.1985
2023-11-11,50.1985
2023-11-12,50.1985
2023-11-13,52.4405
2023-11-14,55.9496
2023-11-15,54.7537
2023-11-16,52.8682
2023-11-17,55.0563
2023-11-18,55.0563
2023-11-19,55.0563
2023-11-20,52.6983
2023-11-21,53.0035
2023-11-22,53.3373
2023-11-23,53.3373
2023-11-24,54.5179
2023-11-25,54.5179
2023-11-26,54.5179
2023-11-27,54.1701
2023-11-28,52.5431
2023-11-29,53.5718
2023-11-30,54.2208
2023-12-01,57.2341
2023-12-02,57.2341
2023-12-03,57.2341
2023-12-04,57.118
2023-12-05,55.0252
2023-12-06,55.2823
2023-12-07,55.4739
2023-12-08,56.6738
2023-12-09,56.6738
2023-12-10,56.6738
2023-12-11,59.0268
2023-12-12,57.7356
2023-12-13,60.1236
2023-12-14,64.1328
2023-12-15,64.0045
2023-12-16,64.0045
2023-12-17,64.0045
2023-12-18,61.8442
2023-12-19,64.1702
2023-12-20,60.1362
2023-12-21,61.2315
2023-12-22,61.922
2023-12-23,61.922
2023-12-24,61.922
2023-12-25,61.922
2023-12-26,63.2576
2023-12-27,62.1607
2023-12-28,62.892
2023-12-29,61.6129
2023-12-30,61.6129
2023-12-31,61.6129
2024-01-01,61.6129
2024-01-02,59.9316
2024-01-03,54.8429
2024-01-04,54.8653
2024-01-05,56.5226
2024-01-06,56.5226
2024-01-07,56.5226
2024-01-08,57.7609
2024-01-09,57.8258
2024-01-10,57.265
2024-01-11,57.1411
2024-01-12,56.2749
2024-01-13,56.2749
2024-01-14,56.2749
2024-01-15,56.2749
2024-01-16,56.2108
2024-01-17,52.6436
2024-01-18,54.7366
2024-01-19,57.2805
2024-01-20,57.2805
2024-01-21,57.2805
2024-01-22,59.0736
2024-01-23,58.3093
2024-01-24,56.1486
2024-01-25,60.4645
2024-01-26,60.355
2024-01-27,60.355
2024-01-28,60.355
2024-01-29,62.6718
2024-01-30,63.7761
2024-01-31,57.9134
2024-02-01,60.4591
2024-02-02,61.1184
2024-02-03,61.1184
2024-02-04,61.1184
2024-02-05,59.2752
2024-02-06,58.9447
2024-02-07,58.9152
2024-02-08,60.1848
2024-02-09,58.3057
2024-02-10,58.3057
2024-02-11,58.3057
2024-02-12,59.803
2024-02-13,52.3981
2024-02-14,55.5611
2024-02-15,56.7753
2024-02-16,53.1024
2024-02-17,53.1024
2024-02-18,53.1024
2024-02-19,53.1024
2024-02-20,52.6343
2024-02-21,53.4514
2024-02-22,51.6209
2024-02-23,53.1084
2024-02-24,53.1084
2024-02-25,53.1084
2024-02-26,53.3467
2024-02-27,53.7775
2024-02-28,53.8791
2024-02-29,55.3466
2024-03-01,56.3739
2024-03-02,56.3739
2024-03-03,56.3739
2024-03-04,56.607
2024-03-05,51.7556
2024-03-06,54.9424
2024-03-07,57.7293
2024-03-08,57.9551
2024-03-09,57.9551
2024-03-10,57.9551
2024-03-11,59.0377
2024-03-12,57.9984
2024-03-13,59.3586
2024-03-14,57.4481
2024-03-15,58.0074
2024-03-16,58.0074
2024-03-17,58.0074
2024-03-18,59.2788
2024-03-19,60.3016
2024-03-20,61.3165
2024-03-21,63.9802
2024-03-22,61.7356
2024-03-23,61.7356
2024-03-24,61.7356
2024-03-25,62.0727
2024-03-26,62.2257
2024-03-27,65.1104
2024-03-28,66.0907
2024-03-29,66.0907
2024-03-30,66.0907
2024-03-31,66.0907
2024-04-01,63.6352
2024-04-02,63.7528
2024-04-03,66.873
2024-04-04,63.2563
2024-04-05,65.3515
2024-04-06,65.3515
2024-04-07,65.3515
2024-04-08,65.0644
