,CVI US Equity
2020-06-26,45.8734
2020-06-27,45.8734
2020-06-28,45.8734
2020-06-29,46.3158
2020-06-30,47.8408
2020-07-01,46.1733
2020-07-02,45.5454
2020-07-03,45.5454
2020-07-04,45.5454
2020-07-05,45.5454
2020-07-06,46.2051
2020-07-07,44.5466
2020-07-08,45.3898
2020-07-09,44.1496
2020-07-10,46.2951
2020-07-11,46.2951
2020-07-12,46.2951
2020-07-13,45.46
2020-07-14,46.2178
2020-07-15,48.3643
2020-07-16,48.1598
2020-07-17,47.4805
2020-07-18,47.4805
2020-07-19,47.4805
2020-07-20,47.0608
2020-07-21,49.4758
2020-07-22,49.3139
2020-07-23,49.1683
2020-07-24,48.7639
2020-07-25,48.7639
2020-07-26,48.7639
2020-07-27,48.0539
2020-07-28,47.8355
2020-07-29,50.0878
2020-07-30,47.586
2020-07-31,47.5208
2020-08-01,47.5208
2020-08-02,47.5208
2020-08-03,47.054
2020-08-04,44.2895
2020-08-05,42.895
2020-08-06,42.1391
2020-08-07,44.3033
2020-08-08,44.3033
2020-08-09,44.3033
2020-08-10,46.1553
2020-08-11,47.1402
2020-08-12,46.5084
2020-08-13,45.9397
2020-08-14,46.1033
2020-08-15,46.1033
2020-08-16,46.1033
2020-08-17,48.3925
2020-08-18,46.7259
2020-08-19,46.2483
2020-08-20,44.5297
2020-08-21,43.4766
2020-08-22,43.4766
2020-08-23,43.4766
2020-08-24,46.7879
2020-08-25,46.2607
2020-08-26,45.3242
2020-08-27,44.1161
2020-08-28,46.8189
2020-08-29,46.8189
2020-08-30,46.8189
2020-08-31,44.1184
2020-09-01,43.3095
2020-09-02,43.1503
2020-09-03,42.8709
2020-09-04,42.1186
2020-09-05,42.1186
2020-09-06,42.1186
2020-09-07,42.1186
2020-09-08,39.4133
2020-09-09,37.9543
2020-09-10,37.422
2020-09-11,38.3508
2020-09-12,38.3508
2020-09-13,38.3508
2020-09-14,37.8557
2020-09-15,36.9964
2020-09-16,38.6881
2020-09-17,39.2624
2020-09-18,37.9745
2020-09-19,37.9745
2020-09-20,37.9745
2020-09-21,36.6208
2020-09-22,38.1901
2020-09-23,36.842
2020-09-24,37.4888
2020-09-25,36.9818
2020-09-26,36.9818
2020-09-27,36.9818
2020-09-28,37.9291
2020-09-29,37.041
2020-09-30,37.0168
2020-10-01,36.2562
2020-10-02,37.875
2020-10-03,37.875
2020-10-04,37.875
2020-10-05,39.3837
2020-10-06,38.5497
2020-10-07,38.8522
2020-10-08,42.4914
2020-10-09,41.7237
2020-10-10,41.7237
2020-10-11,41.7237
2020-10-12,40.8142
2020-10-13,39.2441
2020-10-14,40.3236
2020-10-15,40.7159
2020-10-16,38.3677
2020-10-17,38.3677
2020-10-18,38.3677
2020-10-19,37.3499
2020-10-20,38.5352
2020-10-21,37.2997
2020-10-22,39.6209
2020-10-23,40.2934
2020-10-24,40.2934
2020-10-25,40.2934
2020-10-26,38.0985
2020-10-27,36.5076
2020-10-28,34.9958
2020-10-29,37.6219
2020-10-30,39.3559
2020-10-31,39.3559
2020-11-01,39.3559
2020-11-02,40.324
2020-11-03,40.1732
2020-11-04,38.5909
2020-11-05,39.9753
2020-11-06,38.3649
2020-11-07,38.3649
2020-11-08,38.3649
2020-11-09,50.8152
2020-11-10,49.5217
2020-11-11,49.0491
2020-11-12,47.186
2020-11-13,49.971
2020-11-14,49.971
2020-11-15,49.971
2020-11-16,54.3909
2020-11-17,53.5802
2020-11-18,51.0907
2020-11-19,52.2811
2020-11-20,50.9666
2020-11-21,50.9666
2020-11-22,50.9666
2020-11-23,55.3115
2020-11-24,56.7509
2020-11-25,54.9209
2020-11-26,54.9209
2020-11-27,55.5196
2020-11-28,55.5196
2020-11-29,55.5196
2020-11-30,50.9541
2020-12-01,52.2538
2020-12-02,53.9629
2020-12-03,53.8708
2020-12-04,56.7463
2020-12-05,56.7463
2020-12-06,56.7463
2020-12-07,53.7408
2020-12-08,54.7527
2020-12-09,55.2339
2020-12-10,56.8334
2020-12-11,55.2383
2020-12-12,55.2383
2020-12-13,55.2383
2020-12-14,52.1208
2020-12-15,52.684
2020-12-16,50.9138
2020-12-17,52.0255
2020-12-18,51.2156
2020-12-19,51.2156
2020-12-20,51.2156
2020-12-21,49.2475
2020-12-22,48.1895
2020-12-23,51.5369
2020-12-24,50.7117
2020-12-25,50.7117
2020-12-26,50.7117
2020-12-27,50.7117
2020-12-28,50.5919
2020-12-29,50.6522
2020-12-30,52.5384
2020-12-31,51.346
2021-01-01,51.346
2021-01-02,51.346
2021-01-03,51.346
2021-01-04,51.0545
2021-01-05,53.3677
2021-01-06,52.824
2021-01-07,54.818
2021-01-08,55.2271
2021-01-09,55.2271
2021-01-10,55.2271
2021-01-11,57.3118
2021-01-12,59.8548
2021-01-13,57.2457
2021-01-14,60.7826
2021-01-15,60.3462
2021-01-16,60.3462
2021-01-17,60.3462
2021-01-18,60.3462
2021-01-19,62.3946
2021-01-20,62.9348
2021-01-21,59.5082
2021-01-22,59.7034
2021-01-23,59.7034
2021-01-24,59.7034
2021-01-25,60.0521
2021-01-26,57.4091
2021-01-27,60.0609
2021-01-28,57.0845
2021-01-29,52.9637
2021-01-30,52.9637
2021-01-31,52.9637
2021-02-01,52.4776
2021-02-02,52.8968
2021-02-03,55.187
2021-02-04,56.0037
2021-02-05,56.1902
2021-02-06,56.1902
2021-02-07,56.1902
2021-02-08,58.3059
2021-02-09,55.8928
2021-02-10,57.5043
2021-02-11,57.7873
2021-02-12,58.9696
2021-02-13,58.9696
2021-02-14,58.9696
2021-02-15,58.9696
2021-02-16,62.533
2021-02-17,63.7829
2021-02-18,61.7974
2021-02-19,65.3887
2021-02-20,65.3887
2021-02-21,65.3887
2021-02-22,68.2298
2021-02-23,67.3363
2021-02-24,63.7443
2021-02-25,63.0088
2021-02-26,60.0442
2021-02-27,60.0442
2021-02-28,60.0442
2021-03-01,59.884
2021-03-02,58.9088
2021-03-03,61.0522
2021-03-04,63.3147
2021-03-05,64.2544
2021-03-06,64.2544
2021-03-07,64.2544
2021-03-08,63.8744
2021-03-09,60.4773
2021-03-10,63.2406
2021-03-11,65.8536
2021-03-12,64.777
2021-03-13,64.777
2021-03-14,64.777
2021-03-15,63.6675
2021-03-16,60.1863
2021-03-17,59.3694
2021-03-18,52.1552
2021-03-19,52.8899
2021-03-20,52.8899
2021-03-21,52.8899
2021-03-22,51.6712
2021-03-23,49.16
2021-03-24,49.1844
2021-03-25,50.3639
2021-03-26,50.7091
2021-03-27,50.7091
2021-03-28,50.7091
2021-03-29,48.7307
2021-03-30,47.5169
2021-03-31,46.841
2021-04-01,50.5325
2021-04-02,50.5325
2021-04-03,50.5325
2021-04-04,50.5325
2021-04-05,48.0992
2021-04-06,47.8845
2021-04-07,47.4464
2021-04-08,46.4929
2021-04-09,45.3801
2021-04-10,45.3801
2021-04-11,45.3801
2021-04-12,45.6143
2021-04-13,46.4164
2021-04-14,49.119
2021-04-15,47.6383
2021-04-16,47.1655
2021-04-17,47.1655
2021-04-18,47.1655
2021-04-19,46.4762
2021-04-20,45.036
2021-04-21,46.6227
2021-04-22,47.2405
2021-04-23,48.2627
2021-04-24,48.2627
2021-04-25,48.2627
2021-04-26,50.1111
2021-04-27,50.3517
2021-04-28,54.9335
2021-04-29,54.8371
2021-04-30,53.9881
2021-05-01,53.9881
2021-05-02,53.9881
2021-05-03,57.106
2021-05-04,55.7805
2021-05-05,59.1407
2021-05-06,55.2716
2021-05-07,58.0414
2021-05-08,58.0414
2021-05-09,58.0414
2021-05-10,53.598
2021-05-11,51.2522
2021-05-12,55.3207
2021-05-13,52.9213
2021-05-14,55.4919
2021-05-15,55.4919
2021-05-16,55.4919
2021-05-17,55.8832
2021-05-18,53.9714
2021-05-19,52.1508
2021-05-20,54.0402
2021-05-21,55.7025
2021-05-22,55.7025
2021-05-23,55.7025
2021-05-24,55.5447
2021-05-25,50.7134
2021-05-26,51.6723
2021-05-27,51.7626
2021-05-28,49.1046
2021-05-29,49.1046
2021-05-30,49.1046
2021-05-31,49.1046
2021-06-01,51.0769
2021-06-02,53.3644
2021-06-03,53.0682
2021-06-04,54.1647
2021-06-05,54.1647
2021-06-06,54.1647
2021-06-07,54.6686
2021-06-08,54.7581
2021-06-09,54.8043
2021-06-10,55.1122
2021-06-11,56.6246
2021-06-12,56.6246
2021-06-13,56.6246
2021-06-14,55.1517
2021-06-15,55.2752
2021-06-16,57.9114
2021-06-17,53.8447
2021-06-18,49.9806
2021-06-19,49.9806
2021-06-20,49.9806
2021-06-21,54.0667
2021-06-22,55.5529
2021-06-23,55.1502
2021-06-24,54.7396
2021-06-25,57.4176
2021-06-26,57.4176
2021-06-27,57.4176
2021-06-28,52.0532
2021-06-29,50.3429
2021-06-30,50.8327
2021-07-01,49.8747
2021-07-02,49.4528
2021-07-03,49.4528
2021-07-04,49.4528
2021-07-05,49.4528
2021-07-06,47.4369
2021-07-07,46.3448
2021-07-08,45.4336
2021-07-09,46.488
2021-07-10,46.488
2021-07-11,46.488
2021-07-12,45.4047
2021-07-13,44.4774
2021-07-14,42.837
2021-07-15,41.2105
2021-07-16,39.2573
2021-07-17,39.2573
2021-07-18,39.2573
2021-07-19,37.1711
2021-07-20,38.1097
2021-07-21,40.9972
2021-07-22,39.324
2021-07-23,39.0533
2021-07-24,39.0533
2021-07-25,39.0533
2021-07-26,42.2676
2021-07-27,41.1961
2021-07-28,42.3394
2021-07-29,42.3394
2021-07-30,41.6407
2021-07-31,41.6407
2021-08-01,41.6407
2021-08-02,41.2743
2021-08-03,43.1838
2021-08-04,39.9114
2021-08-05,40.152
2021-08-06,40.0966
2021-08-07,40.0966
2021-08-08,40.0966
2021-08-09,39.2293
2021-08-10,40.2641
2021-08-11,41.2558
2021-08-12,42.5009
2021-08-13,41.8367
2021-08-14,41.8367
2021-08-15,41.8367
2021-08-16,39.3808
2021-08-17,39.9659
2021-08-18,39.813
2021-08-19,37.0832
2021-08-20,38.8099
2021-08-21,38.8099
2021-08-22,38.8099
2021-08-23,43.13
2021-08-24,45.1141
2021-08-25,46.3393
2021-08-26,45.0637
2021-08-27,49.0003
2021-08-28,49.0003
2021-08-29,49.0003
2021-08-30,48.5115
2021-08-31,49.5162
2021-09-01,47.4583
2021-09-02,47.7296
2021-09-03,47.1896
2021-09-04,47.1896
2021-09-05,47.1896
2021-09-06,47.1896
2021-09-07,48.5543
2021-09-08,46.1244
2021-09-09,46.0178
2021-09-10,45.9445
2021-09-11,45.9445
2021-09-12,45.9445
2021-09-13,48.2872
2021-09-14,47.4745
2021-09-15,49.525
2021-09-16,48.0979
2021-09-17,48.4395
2021-09-18,48.4395
2021-09-19,48.4395
2021-09-20,45.3883
2021-09-21,46.578
2021-09-22,50.9581
2021-09-23,54.122
2021-09-24,55.154
2021-09-25,55.154
2021-09-26,55.154
2021-09-27,58.3823
2021-09-28,57.6949
2021-09-29,57.6949
2021-09-30,58.3186
2021-10-01,58.8145
2021-10-02,58.8145
2021-10-03,58.8145
2021-10-04,60.3751
2021-10-05,58.7907
2021-10-06,59.6537
2021-10-07,61.4522
2021-10-08,64.385
2021-10-09,64.385
2021-10-10,64.385
2021-10-11,66.7165
2021-10-12,68.239
2021-10-13,68.3815
2021-10-14,69.7167
2021-10-15,65.8794
2021-10-16,65.8794
2021-10-17,65.8794
2021-10-18,66.6539
2021-10-19,67.753
2021-10-20,69.3553
2021-10-21,66.0114
2021-10-22,66.9095
2021-10-23,66.9095
2021-10-24,66.9095
2021-10-25,68.5143
2021-10-26,64.5705
2021-10-27,58.4018
2021-10-28,57.8265
2021-10-29,56.4834
2021-10-30,56.4834
2021-10-31,56.4834
2021-11-01,58.3696
2021-11-02,49.4927
2021-11-03,50.2049
2021-11-04,50.1135
2021-11-05,51.2755
2021-11-06,51.2755
2021-11-07,51.2755
2021-11-08,50.9203
2021-11-09,53.4379
2021-11-10,51.6227
2021-11-11,51.3928
2021-11-12,53.5915
2021-11-13,53.5915
2021-11-14,53.5915
2021-11-15,54.0395
2021-11-16,54.0395
2021-11-17,48.7055
2021-11-18,49.3881
2021-11-19,45.2367
2021-11-20,45.2367
2021-11-21,45.2367
2021-11-22,46.5318
2021-11-23,48.8118
2021-11-24,49.0649
2021-11-25,49.0649
2021-11-26,45.0594
2021-11-27,45.0594
2021-11-28,45.0594
2021-11-29,45.2589
2021-11-30,44.6715
2021-12-01,44.5007
2021-12-02,47.2799
2021-12-03,45.9702
2021-12-04,45.9702
2021-12-05,45.9702
2021-12-06,47.2416
2021-12-07,49.1485
2021-12-08,48.0454
2021-12-09,46.0008
2021-12-10,47.1468
2021-12-11,47.1468
2021-12-12,47.1468
2021-12-13,45.5996
2021-12-14,44.8532
2021-12-15,45.2978
2021-12-16,43.8945
2021-12-17,44.8927
2021-12-18,44.8927
2021-12-19,44.8927
2021-12-20,45.0871
2021-12-21,48.2588
2021-12-22,48.5152
2021-12-23,48.303
2021-12-24,48.303
2021-12-25,48.303
2021-12-26,48.303
2021-12-27,50.1815
2021-12-28,50.8101
2021-12-29,50.3079
2021-12-30,49.8764
2021-12-31,50.5151
2022-01-01,50.5151
2022-01-02,50.5151
2022-01-03,54.2468
2022-01-04,55.9811
2022-01-05,54.9046
2022-01-06,57.887
2022-01-07,61.06
2022-01-08,61.06
2022-01-09,61.06
2022-01-10,61.5965
2022-01-11,63.5385
2022-01-12,63.0738
2022-01-13,63.5155
2022-01-14,66.755
2022-01-15,66.755
2022-01-16,66.755
2022-01-17,66.755
2022-01-18,67.7198
2022-01-19,63.7079
2022-01-20,58.0037
2022-01-21,55.0479
2022-01-22,55.0479
2022-01-23,55.0479
2022-01-24,54.5448
2022-01-25,57.6352
2022-01-26,53.9793
2022-01-27,54.6093
2022-01-28,54.2254
2022-01-29,54.2254
2022-01-30,54.2254
2022-01-31,53.9755
2022-02-01,57.3986
2022-02-02,58.1087
2022-02-03,56.1714
2022-02-04,57.3041
2022-02-05,57.3041
2022-02-06,57.3041
2022-02-07,58.1434
2022-02-08,56.5712
2022-02-09,57.8648
2022-02-10,56.5861
2022-02-11,60.1728
2022-02-12,60.1728
2022-02-13,60.1728
2022-02-14,59.4304
2022-02-15,57.239
2022-02-16,56.2971
2022-02-17,54.9136
2022-02-18,53.9498
2022-02-19,53.9498
2022-02-20,53.9498
2022-02-21,53.9498
2022-02-22,49.365
2022-02-23,45.5976
2022-02-24,47.9325
2022-02-25,45.5133
2022-02-26,45.5133
2022-02-27,45.5133
2022-02-28,44.3952
2022-03-01,43.3736
2022-03-02,44.1434
2022-03-03,43.9188
2022-03-04,47.3807
2022-03-05,47.3807
2022-03-06,47.3807
2022-03-07,47.7146
2022-03-08,53.8625
2022-03-09,53.6055
2022-03-10,61.1944
2022-03-11,62.992
2022-03-12,62.992
2022-03-13,62.992
2022-03-14,61.4075
2022-03-15,53.6318
2022-03-16,52.2284
2022-03-17,54.515
2022-03-18,55.1134
2022-03-19,55.1134
2022-03-20,55.1134
2022-03-21,57.781
2022-03-22,56.6032
2022-03-23,57.056
2022-03-24,59.1979
2022-03-25,59.7798
2022-03-26,59.7798
2022-03-27,59.7798
2022-03-28,59.8981
2022-03-29,61.3676
2022-03-30,59.3865
2022-03-31,61.5647
2022-04-01,62.0163
2022-04-02,62.0163
2022-04-03,62.0163
2022-04-04,62.8994
2022-04-05,63.0507
2022-04-06,63.283
2022-04-07,62.4036
2022-04-08,62.6719
2022-04-09,62.6719
2022-04-10,62.6719
2022-04-11,58.9244
2022-04-12,59.0601
2022-04-13,61.1612
2022-04-14,61.8016
2022-04-15,61.8016
2022-04-16,61.8016
2022-04-17,61.8016
2022-04-18,65.8935
2022-04-19,65.2425
2022-04-20,65.8307
2022-04-21,59.1051
2022-04-22,55.6817
2022-04-23,55.6817
2022-04-24,55.6817
2022-04-25,53.1046
2022-04-26,53.4232
2022-04-27,54.295
2022-04-28,57.1959
2022-04-29,53.8465
2022-04-30,53.8465
2022-05-01,53.8465
2022-05-02,54.696
2022-05-03,62.647
2022-05-04,66.6964
2022-05-05,66.6197
2022-05-06,66.6197
2022-05-07,66.6197
2022-05-08,66.6197
2022-05-09,57.8758
2022-05-10,59.7755
2022-05-11,60.2249
2022-05-12,59.9531
2022-05-13,61.725
2022-05-14,61.725
2022-05-15,61.725
2022-05-16,63.1563
2022-05-17,64.0109
2022-05-18,61.7869
2022-05-19,61.5254
2022-05-20,61.4032
2022-05-21,61.4032
2022-05-22,61.4032
2022-05-23,61.3779
2022-05-24,61.8321
2022-05-25,64.1382
2022-05-26,64.1534
2022-05-27,65.9948
2022-05-28,65.9948
2022-05-29,65.9948
2022-05-30,65.9948
2022-05-31,64.8825
2022-06-01,67.5291
2022-06-02,68.1531
2022-06-03,71.0548
2022-06-04,71.0548
2022-06-05,71.0548
2022-06-06,71.8497
2022-06-07,75.0626
2022-06-08,74.1921
2022-06-09,72.3476
2022-06-10,70.69
2022-06-11,70.69
2022-06-12,70.69
2022-06-13,63.855
2022-06-14,65.5414
2022-06-15,63.139
2022-06-16,58.5736
2022-06-17,53.6727
2022-06-18,53.6727
2022-06-19,53.6727
2022-06-20,53.6727
2022-06-21,57.3255
2022-06-22,54.0363
2022-06-23,50.6538
2022-06-24,52.9426
2022-06-25,52.9426
2022-06-26,52.9426
2022-06-27,55.2668
2022-06-28,56.5879
2022-06-29,53.6695
2022-06-30,51.3939
2022-07-01,51.5786
2022-07-02,51.5786
2022-07-03,51.5786
2022-07-04,51.5786
2022-07-05,47.5842
2022-07-06,46.2339
2022-07-07,49.1249
2022-07-08,48.4984
2022-07-09,48.4984
2022-07-10,48.4984
2022-07-11,48.7056
2022-07-12,47.9474
2022-07-13,46.388
2022-07-14,45.8693
2022-07-15,47.5676
2022-07-16,47.5676
2022-07-17,47.5676
2022-07-18,47.8247
2022-07-19,48.7722
2022-07-20,48.4492
2022-07-21,46.1637
2022-07-22,45.7704
2022-07-23,45.7704
2022-07-24,45.7704
2022-07-25,49.5797
2022-07-26,49.6102
2022-07-27,51.2137
2022-07-28,51.6082
2022-07-29,52.8519
2022-07-30,52.8519
2022-07-31,52.8519
2022-08-01,51.9424
2022-08-02,54.4073
2022-08-03,53.3374
2022-08-04,48.9821
2022-08-05,49.3139
2022-08-06,49.3139
2022-08-07,49.3139
2022-08-08,49.7006
2022-08-09,51.854
2022-08-10,52.5798
2022-08-11,54.3878
2022-08-12,54.9587
2022-08-13,54.9587
2022-08-14,54.9587
2022-08-15,52.124
2022-08-16,52.4176
2022-08-17,53.6458
2022-08-18,55.5034
2022-08-19,55.5532
2022-08-20,55.5532
2022-08-21,55.5532
2022-08-22,57.0612
2022-08-23,58.2996
2022-08-24,59.5534
2022-08-25,61.9916
2022-08-26,60.1281
2022-08-27,60.1281
2022-08-28,60.1281
2022-08-29,59.2518
2022-08-30,54.4716
2022-08-31,53.296
2022-09-01,50.2129
2022-09-02,53.6271
2022-09-03,53.6271
2022-09-04,53.6271
2022-09-05,53.6271
2022-09-06,54.4234
2022-09-07,53.6045
2022-09-08,52.7452
2022-09-09,54.6022
2022-09-10,54.6022
2022-09-11,54.6022
2022-09-12,53.4281
2022-09-13,52.0016
2022-09-14,52.5506
2022-09-15,46.9742
2022-09-16,45.1724
2022-09-17,45.1724
2022-09-18,45.1724
2022-09-19,45.1407
2022-09-20,45.6536
2022-09-21,45.283
2022-09-22,46.5081
2022-09-23,42.2068
2022-09-24,42.2068
2022-09-25,42.2068
2022-09-26,40.845
2022-09-27,45.6376
2022-09-28,49.0635
2022-09-29,47.2318
2022-09-30,47.5808
2022-10-01,47.5808
2022-10-02,47.5808
2022-10-03,49.6315
2022-10-04,54.0678
2022-10-05,54.2586
2022-10-06,55.4942
2022-10-07,55.4021
2022-10-08,55.4021
2022-10-09,55.4021
2022-10-10,53.7403
2022-10-11,52.0013
2022-10-12,54.6317
2022-10-13,56.482
2022-10-14,53.9701
2022-10-15,53.9701
2022-10-16,53.9701
2022-10-17,56.4766
2022-10-18,57.1699
2022-10-19,60.09
2022-10-20,60.7754
2022-10-21,63.4989
2022-10-22,63.4989
2022-10-23,63.4989
2022-10-24,61.9201
2022-10-25,62.051
2022-10-26,62.1245
2022-10-27,61.5084
2022-10-28,61.0906
2022-10-29,61.0906
2022-10-30,61.0906
2022-10-31,59.5833
2022-11-01,57.4255
2022-11-02,56.0971
2022-11-03,57.6986
2022-11-04,58.87
2022-11-05,58.87
2022-11-06,58.87
2022-11-07,60.4423
2022-11-08,58.686
2022-11-09,55.4141
2022-11-10,55.7822
2022-11-11,59.1719
2022-11-12,59.1719
2022-11-13,59.1719
2022-11-14,60.2875
2022-11-15,61.9095
2022-11-16,59.9718
2022-11-17,60.2547
2022-11-18,60.2692
2022-11-19,60.2692
2022-11-20,60.2692
2022-11-21,57.6545
2022-11-22,60.4639
2022-11-23,58.4578
2022-11-24,58.4578
2022-11-25,58.7411
2022-11-26,58.7411
2022-11-27,58.7411
2022-11-28,56.3764
2022-11-29,54.3339
2022-11-30,52.2232
2022-12-01,52.7241
2022-12-02,48.0519
2022-12-03,48.0519
2022-12-04,48.0519
2022-12-05,45.9305
2022-12-06,44.6086
2022-12-07,42.5944
2022-12-08,40.6399
2022-12-09,39.7308
2022-12-10,39.7308
2022-12-11,39.7308
2022-12-12,42.4727
2022-12-13,42.0
2022-12-14,41.6512
2022-12-15,42.4951
2022-12-16,41.6739
2022-12-17,41.6739
2022-12-18,41.6739
2022-12-19,42.483
2022-12-20,45.8373
2022-12-21,45.042
2022-12-22,43.1694
2022-12-23,46.483
2022-12-24,46.483
2022-12-25,46.483
2022-12-26,46.483
2022-12-27,46.0835
2022-12-28,43.9663
2022-12-29,46.1137
2022-12-30,46.2895
2022-12-31,46.2895
2023-01-01,46.2895
2023-01-02,46.2895
2023-01-03,42.9998
2023-01-04,44.3828
2023-01-05,47.0046
2023-01-06,47.9746
2023-01-07,47.9746
2023-01-08,47.9746
2023-01-09,47.2012
2023-01-10,46.8884
2023-01-11,46.9692
2023-01-12,47.6081
2023-01-13,48.2941
2023-01-14,48.2941
2023-01-15,48.2941
2023-01-16,48.2941
2023-01-17,49.6982
2023-01-18,50.192
2023-01-19,50.3181
2023-01-20,49.9258
2023-01-21,49.9258
2023-01-22,49.9258
2023-01-23,51.6799
2023-01-24,53.9659
2023-01-25,52.6882
2023-01-26,55.4834
2023-01-27,52.8708
2023-01-28,52.8708
2023-01-29,52.8708
2023-01-30,49.3297
2023-01-31,50.3935
2023-02-01,49.1415
2023-02-02,48.7716
2023-02-03,48.1262
2023-02-04,48.1262
2023-02-05,48.1262
2023-02-06,47.1069
2023-02-07,50.16
2023-02-08,49.2162
2023-02-09,48.6778
2023-02-10,53.0747
2023-02-11,53.0747
2023-02-12,53.0747
2023-02-13,51.5732
2023-02-14,52.3524
2023-02-15,51.651
2023-02-16,50.5437
2023-02-17,47.8579
2023-02-18,47.8579
2023-02-19,47.8579
2023-02-20,47.8579
2023-02-21,48.3842
2023-02-22,46.4646
2023-02-23,46.5128
2023-02-24,47.0558
2023-02-25,47.0558
2023-02-26,47.0558
2023-02-27,49.3061
2023-02-28,47.5525
2023-03-01,51.4883
2023-03-02,50.6201
2023-03-03,52.5231
2023-03-04,52.5231
2023-03-05,52.5231
2023-03-06,52.6985
2023-03-07,50.5027
2023-03-08,49.266
2023-03-09,47.1475
2023-03-10,46.1004
2023-03-11,46.1004
2023-03-12,46.1004
2023-03-13,42.3502
2023-03-14,43.7823
2023-03-15,41.7697
2023-03-16,45.1715
2023-03-17,45.4123
2023-03-18,45.4123
2023-03-19,45.4123
