,STC US Equity
2023-03-19,36.1522
2023-03-20,40.1967
2023-03-21,43.6061
2023-03-22,41.962
2023-03-23,41.0025
2023-03-24,43.0812
2023-03-25,43.0812
2023-03-26,43.0812
2023-03-27,44.2813
2023-03-28,43.9861
2023-03-29,44.1546
2023-03-30,44.9378
2023-03-31,47.0505
2023-04-01,47.0505
2023-04-02,47.0505
2023-04-03,45.7705
2023-04-04,44.3415
2023-04-05,44.1207
2023-04-06,45.299
2023-04-07,45.299
2023-04-08,45.299
2023-04-09,45.299
2023-04-10,45.4025
2023-04-11,46.758
2023-04-12,49.4305
2023-04-13,50.7451
2023-04-14,49.9153
2023-04-15,49.9153
2023-04-16,49.9153
2023-04-17,50.9166
2023-04-18,50.408
2023-04-19,49.7907
2023-04-20,49.6858
2023-04-21,50.3887
2023-04-22,50.3887
2023-04-23,50.3887
2023-04-24,49.0527
2023-04-25,46.4524
2023-04-26,47.5736
2023-04-27,49.9371
2023-04-28,51.2738
2023-04-29,51.2738
2023-04-30,51.2738
2023-05-01,51.0482
2023-05-02,50.5877
2023-05-03,51.9061
2023-05-04,48.7027
2023-05-05,52.2164
2023-05-06,52.2164
2023-05-07,52.2164
2023-05-08,52.7356
2023-05-09,52.9998
2023-05-10,53.5105
2023-05-11,53.4789
2023-05-12,53.7617
2023-05-13,53.7617
2023-05-14,53.7617
2023-05-15,55.2805
2023-05-16,55.0725
2023-05-17,56.5926
2023-05-18,58.1914
2023-05-19,56.1954
2023-05-20,56.1954
2023-05-21,56.1954
2023-05-22,54.8507
2023-05-23,56.6848
2023-05-24,57.2377
2023-05-25,58.0954
2023-05-26,59.2943
2023-05-27,59.2943
2023-05-28,59.2943
2023-05-29,59.2943
2023-05-30,62.3578
2023-05-31,57.6128
2023-06-01,56.8782
2023-06-02,57.6496
2023-06-03,57.6496
2023-06-04,57.6496
2023-06-05,53.6127
2023-06-06,55.1544
2023-06-07,55.6715
2023-06-08,53.1362
2023-06-09,52.5499
2023-06-10,52.5499
2023-06-11,52.5499
2023-06-12,51.4088
2023-06-13,51.7187
2023-06-14,48.8837
2023-06-15,51.0532
2023-06-16,52.7906
2023-06-17,52.7906
2023-06-18,52.7906
2023-06-19,52.7906
2023-06-20,53.8897
2023-06-21,53.68
2023-06-22,52.0734
2023-06-23,46.1964
2023-06-24,46.1964
2023-06-25,46.1964
2023-06-26,48.5484
2023-06-27,46.0708
2023-06-28,45.7688
2023-06-29,45.8356
2023-06-30,46.4496
2023-07-01,46.4496
2023-07-02,46.4496
2023-07-03,47.8097
2023-07-04,47.8097
2023-07-05,46.2013
2023-07-06,43.7046
2023-07-07,45.5586
2023-07-08,45.5586
2023-07-09,45.5586
2023-07-10,45.5294
2023-07-11,46.3143
2023-07-12,49.5611
2023-07-13,55.6378
2023-07-14,52.3741
2023-07-15,52.3741
2023-07-16,52.3741
2023-07-17,53.2202
2023-07-18,55.1099
2023-07-19,57.5815
2023-07-20,58.7214
2023-07-21,59.5185
2023-07-22,59.5185
2023-07-23,59.5185
2023-07-24,61.6587
2023-07-25,60.3048
2023-07-26,61.7098
2023-07-27,62.1063
2023-07-28,61.5569
2023-07-29,61.5569
2023-07-30,61.5569
2023-07-31,62.0432
2023-08-01,62.4179
2023-08-02,62.2986
2023-08-03,60.196
2023-08-04,62.3066
2023-08-05,62.3066
2023-08-06,62.3066
2023-08-07,64.1351
2023-08-08,63.4898
2023-08-09,62.3541
2023-08-10,58.7435
2023-08-11,59.1122
2023-08-12,59.1122
2023-08-13,59.1122
2023-08-14,56.1814
2023-08-15,52.0266
2023-08-16,54.0555
2023-08-17,56.0851
2023-08-18,52.0863
2023-08-19,52.0863
2023-08-20,52.0863
2023-08-21,50.7495
2023-08-22,49.5794
2023-08-23,50.5524
2023-08-24,51.9477
2023-08-25,49.4516
2023-08-26,49.4516
2023-08-27,49.4516
2023-08-28,53.2586
2023-08-29,54.3057
2023-08-30,54.3057
2023-08-31,54.605
2023-09-01,58.4443
2023-09-02,58.4443
2023-09-03,58.4443
2023-09-04,58.4443
2023-09-05,54.0321
2023-09-06,53.9418
2023-09-07,53.5714
2023-09-08,50.3527
2023-09-09,50.3527
2023-09-10,50.3527
2023-09-11,52.0098
2023-09-12,52.0925
2023-09-13,50.7063
2023-09-14,53.7679
2023-09-15,51.4436
2023-09-16,51.4436
2023-09-17,51.4436
2023-09-18,51.6961
2023-09-19,53.3414
2023-09-20,50.4775
2023-09-21,48.822
2023-09-22,47.9525
2023-09-23,47.9525
2023-09-24,47.9525
2023-09-25,48.9239
2023-09-26,49.1693
2023-09-27,49.3267
2023-09-28,50.4689
2023-09-29,47.2262
2023-09-30,47.2262
2023-10-01,47.2262
2023-10-02,42.6287
2023-10-03,41.9169
2023-10-04,42.6344
2023-10-05,43.8642
2023-10-06,44.3781
2023-10-07,44.3781
2023-10-08,44.3781
2023-10-09,43.9068
2023-10-10,42.8544
2023-10-11,43.3717
2023-10-12,42.4906
2023-10-13,41.9784
2023-10-14,41.9784
2023-10-15,41.9784
2023-10-16,45.0976
2023-10-17,45.067
2023-10-18,43.5112
2023-10-19,38.8097
2023-10-20,37.4311
2023-10-21,37.4311
2023-10-22,37.4311
2023-10-23,37.407
2023-10-24,37.0857
2023-10-25,35.9552
2023-10-26,48.4907
2023-10-27,49.1577
2023-10-28,49.1577
2023-10-29,49.1577
2023-10-30,49.4228
2023-10-31,51.7092
2023-11-01,54.6867
2023-11-02,56.3424
2023-11-03,59.8598
2023-11-04,59.8598
2023-11-05,59.8598
2023-11-06,56.3888
2023-11-07,53.1179
2023-11-08,53.5504
2023-11-09,52.5747
2023-11-10,53.2792
2023-11-11,53.2792
2023-11-12,53.2792
2023-11-13,51.3353
2023-11-14,55.1614
2023-11-15,55.4633
2023-11-16,53.7361
2023-11-17,54.8038
2023-11-18,54.8038
2023-11-19,54.8038
2023-11-20,55.0235
2023-11-21,53.3834
2023-11-22,54.2302
2023-11-23,54.2302
2023-11-24,55.0995
2023-11-25,55.0995
2023-11-26,55.0995
2023-11-27,58.3935
2023-11-28,58.2966
2023-11-29,56.8969
2023-11-30,58.1068
2023-12-01,59.6984
2023-12-02,59.6984
2023-12-03,59.6984
2023-12-04,68.3651
2023-12-05,67.4159
2023-12-06,67.7555
2023-12-07,68.9575
2023-12-08,69.5374
2023-12-09,69.5374
2023-12-10,69.5374
2023-12-11,69.7918
2023-12-12,69.9446
2023-12-13,71.7757
2023-12-14,74.6772
2023-12-15,72.6044
2023-12-16,72.6044
2023-12-17,72.6044
2023-12-18,69.9595
2023-12-19,71.7263
2023-12-20,71.7918
2023-12-21,72.8211
2023-12-22,73.3931
2023-12-23,73.3931
2023-12-24,73.3931
2023-12-25,73.3931
2023-12-26,74.5153
2023-12-27,74.9948
2023-12-28,74.4514
2023-12-29,72.074
2023-12-30,72.074
2023-12-31,72.074
2024-01-01,72.074
2024-01-02,69.4999
2024-01-03,67.3806
2024-01-04,68.0211
2024-01-05,68.5795
2024-01-06,68.5795
2024-01-07,68.5795
2024-01-08,70.4409
2024-01-09,68.3466
2024-01-10,65.6013
2024-01-11,65.6701
2024-01-12,66.2286
2024-01-13,66.2286
2024-01-14,66.2286
2024-01-15,66.2286
2024-01-16,64.7972
2024-01-17,62.9213
2024-01-18,63.3137
2024-01-19,65.8729
2024-01-20,65.8729
2024-01-21,65.8729
2024-01-22,68.4489
2024-01-23,68.2426
2024-01-24,69.5251
2024-01-25,70.111
2024-01-26,71.1234
2024-01-27,71.1234
2024-01-28,71.1234
2024-01-29,72.9486
2024-01-30,72.654
2024-01-31,66.5384
2024-02-01,67.6275
2024-02-02,67.5606
2024-02-03,67.5606
2024-02-04,67.5606
2024-02-05,64.4285
2024-02-06,61.7776
2024-02-07,59.0852
2024-02-08,59.387
2024-02-09,60.6094
2024-02-10,60.6094
2024-02-11,60.6094
2024-02-12,64.6836
2024-02-13,59.7345
2024-02-14,60.1491
2024-02-15,63.6809
2024-02-16,60.8643
2024-02-17,60.8643
2024-02-18,60.8643
2024-02-19,60.8643
2024-02-20,59.3028
2024-02-21,60.1862
2024-02-22,56.4107
2024-02-23,57.9025
2024-02-24,57.9025
2024-02-25,57.9025
2024-02-26,57.8778
2024-02-27,58.319
2024-02-28,58.3566
2024-02-29,60.8588
2024-03-01,61.2978
2024-03-02,61.2978
2024-03-03,61.2978
2024-03-04,58.7616
2024-03-05,57.6473
2024-03-06,59.3558
2024-03-07,57.284
2024-03-08,55.4114
2024-03-09,55.4114
2024-03-10,55.4114
2024-03-11,55.3601
2024-03-12,54.0658
2024-03-13,55.3823
2024-03-14,52.6854
2024-03-15,54.4
2024-03-16,54.4
2024-03-17,54.4
2024-03-18,51.2242
2024-03-19,52.2086
2024-03-20,55.3843
2024-03-21,58.6967
2024-03-22,57.1174
2024-03-23,57.1174
2024-03-24,57.1174
2024-03-25,54.9566
2024-03-26,54.812
2024-03-27,57.42
2024-03-28,61.3047
2024-03-29,61.3047
2024-03-30,61.3047
2024-03-31,61.3047
2024-04-01,58.7872
2024-04-02,57.0233
2024-04-03,58.4837
2024-04-04,56.9986
2024-04-05,56.9748
2024-04-06,56.9748
2024-04-07,56.9748
2024-04-08,58.4095
