,MC US Equity
2023-03-20,43.6258
2023-03-21,44.6665
2023-03-22,42.1904
2023-03-23,42.1137
2023-03-24,40.5327
2023-03-25,40.5327
2023-03-26,40.5327
2023-03-27,41.4909
2023-03-28,40.3569
2023-03-29,40.3182
2023-03-30,39.6506
2023-03-31,43.3337
2023-04-01,43.3337
2023-04-02,43.3337
2023-04-03,42.3391
2023-04-04,41.0398
2023-04-05,43.0729
2023-04-06,44.4221
2023-04-07,44.4221
2023-04-08,44.4221
2023-04-09,44.4221
2023-04-10,46.0945
2023-04-11,48.867
2023-04-12,48.5323
2023-04-13,50.4629
2023-04-14,52.1974
2023-04-15,52.1974
2023-04-16,52.1974
2023-04-17,52.1712
2023-04-18,52.1961
2023-04-19,52.4518
2023-04-20,52.583
2023-04-21,55.2647
2023-04-22,55.2647
2023-04-23,55.2647
2023-04-24,54.7159
2023-04-25,52.7298
2023-04-26,48.9946
2023-04-27,41.6396
2023-04-28,43.0364
2023-04-29,43.0364
2023-04-30,43.0364
2023-05-01,42.3781
2023-05-02,40.6493
2023-05-03,39.3928
2023-05-04,38.5211
2023-05-05,38.5017
2023-05-06,38.5017
2023-05-07,38.5017
2023-05-08,37.9065
2023-05-09,38.6908
2023-05-10,39.1546
2023-05-11,37.3986
2023-05-12,38.1164
2023-05-13,38.1164
2023-05-14,38.1164
2023-05-15,40.3403
2023-05-16,39.2999
2023-05-17,44.0044
2023-05-18,45.4524
2023-05-19,45.1566
2023-05-20,45.1566
2023-05-21,45.1566
2023-05-22,48.5079
2023-05-23,49.2546
2023-05-24,49.1999
2023-05-25,49.8335
2023-05-26,50.8708
2023-05-27,50.8708
2023-05-28,50.8708
2023-05-29,50.8708
2023-05-30,51.5899
2023-05-31,49.0923
2023-06-01,49.84
2023-06-02,54.4364
2023-06-03,54.4364
2023-06-04,54.4364
2023-06-05,54.5661
2023-06-06,56.6596
2023-06-07,59.4416
2023-06-08,61.042
2023-06-09,62.2454
2023-06-10,62.2454
2023-06-11,62.2454
2023-06-12,63.2948
2023-06-13,66.8631
2023-06-14,68.1059
2023-06-15,68.5022
2023-06-16,64.5276
2023-06-17,64.5276
2023-06-18,64.5276
2023-06-19,64.5276
2023-06-20,60.1629
2023-06-21,58.2283
2023-06-22,58.2913
2023-06-23,55.1883
2023-06-24,55.1883
2023-06-25,55.1883
2023-06-26,56.7752
2023-06-27,60.0667
2023-06-28,61.7767
2023-06-29,63.126
2023-06-30,60.3425
2023-07-01,60.3425
2023-07-02,60.3425
2023-07-03,60.5673
2023-07-04,60.5673
2023-07-05,58.5914
2023-07-06,57.22
2023-07-07,57.9269
2023-07-08,57.9269
2023-07-09,57.9269
2023-07-10,60.4145
2023-07-11,63.1717
2023-07-12,63.9526
2023-07-13,65.0039
2023-07-14,65.0875
2023-07-15,65.0875
2023-07-16,65.0875
2023-07-17,66.5426
2023-07-18,68.0755
2023-07-19,69.3076
2023-07-20,67.9672
2023-07-21,66.9544
2023-07-22,66.9544
2023-07-23,66.9544
2023-07-24,67.328
2023-07-25,68.9694
2023-07-26,69.322
2023-07-27,57.2644
2023-07-28,56.5726
2023-07-29,56.5726
2023-07-30,56.5726
2023-07-31,58.8152
2023-08-01,58.6099
2023-08-02,56.4442
2023-08-03,57.4208
2023-08-04,58.02
2023-08-05,58.02
2023-08-06,58.02
2023-08-07,58.6608
2023-08-08,56.8915
2023-08-09,56.7281
2023-08-10,57.3198
2023-08-11,57.262
2023-08-12,57.262
2023-08-13,57.262
2023-08-14,55.862
2023-08-15,51.6442
2023-08-16,49.143
2023-08-17,47.8379
2023-08-18,48.1487
2023-08-19,48.1487
2023-08-20,48.1487
2023-08-21,47.2031
2023-08-22,46.5723
2023-08-23,47.7936
2023-08-24,49.0799
2023-08-25,50.0284
2023-08-26,50.0284
2023-08-27,50.0284
2023-08-28,52.4126
2023-08-29,56.7733
2023-08-30,56.0308
2023-08-31,55.3398
2023-09-01,56.4736
2023-09-02,56.4736
2023-09-03,56.4736
2023-09-04,56.4736
2023-09-05,49.6829
2023-09-06,50.2891
2023-09-07,50.9494
2023-09-08,53.3924
2023-09-09,53.3924
2023-09-10,53.3924
2023-09-11,52.6289
2023-09-12,54.5307
2023-09-13,53.1577
2023-09-14,55.6279
2023-09-15,56.5202
2023-09-16,56.5202
2023-09-17,56.5202
2023-09-18,55.4235
2023-09-19,51.2312
2023-09-20,49.2673
2023-09-21,47.4104
2023-09-22,46.9074
2023-09-23,46.9074
2023-09-24,46.9074
2023-09-25,48.7975
2023-09-26,46.6611
2023-09-27,47.7164
2023-09-28,50.2495
2023-09-29,48.5095
2023-09-30,48.5095
2023-10-01,48.5095
2023-10-02,46.0894
2023-10-03,45.1957
2023-10-04,45.6741
2023-10-05,47.7453
2023-10-06,45.3241
2023-10-07,45.3241
2023-10-08,45.3241
2023-10-09,46.6834
2023-10-10,47.7177
2023-10-11,49.9283
2023-10-12,46.3568
2023-10-13,45.9401
2023-10-14,45.9401
2023-10-15,45.9401
2023-10-16,46.7994
2023-10-17,47.788
2023-10-18,43.8608
2023-10-19,41.6218
2023-10-20,40.5138
2023-10-21,40.5138
2023-10-22,40.5138
2023-10-23,40.2273
2023-10-24,39.6854
2023-10-25,37.2042
2023-10-26,41.0457
2023-10-27,40.069
2023-10-28,40.069
2023-10-29,40.069
2023-10-30,40.9082
2023-10-31,44.7249
2023-11-01,47.0978
2023-11-02,49.8141
2023-11-03,48.9039
2023-11-04,48.9039
2023-11-05,48.9039
2023-11-06,47.6088
2023-11-07,46.2975
2023-11-08,46.6216
2023-11-09,45.4643
2023-11-10,46.5418
2023-11-11,46.5418
2023-11-12,46.5418
2023-11-13,46.4954
2023-11-14,52.6218
2023-11-15,54.6137
2023-11-16,54.2584
2023-11-17,55.2689
2023-11-18,55.2689
2023-11-19,55.2689
2023-11-20,53.6515
2023-11-21,52.7754
2023-11-22,53.6731
2023-11-23,53.6731
2023-11-24,54.1813
2023-11-25,54.1813
2023-11-26,54.1813
2023-11-27,56.3005
2023-11-28,57.2365
2023-11-29,58.8684
2023-11-30,59.5731
2023-12-01,62.9881
2023-12-02,62.9881
2023-12-03,62.9881
2023-12-04,66.2689
2023-12-05,65.3262
2023-12-06,66.0198
2023-12-07,68.2362
2023-12-08,69.4173
2023-12-09,69.4173
2023-12-10,69.4173
2023-12-11,66.8757
2023-12-12,66.8448
2023-12-13,69.5098
2023-12-14,73.1136
2023-12-15,73.8295
2023-12-16,73.8295
2023-12-17,73.8295
2023-12-18,69.7538
2023-12-19,70.6401
2023-12-20,66.0413
2023-12-21,67.2979
2023-12-22,66.7709
2023-12-23,66.7709
2023-12-24,66.7709
2023-12-25,66.7709
2023-12-26,67.5337
2023-12-27,68.0568
2023-12-28,67.0234
2023-12-29,64.0592
2023-12-30,64.0592
2023-12-31,64.0592
2024-01-01,64.0592
2024-01-02,62.8716
2024-01-03,59.7159
2024-01-04,59.1954
2024-01-05,59.7314
2024-01-06,59.7314
2024-01-07,59.7314
2024-01-08,62.2935
2024-01-09,58.798
2024-01-10,56.5247
2024-01-11,54.2433
2024-01-12,55.161
2024-01-13,55.161
2024-01-14,55.161
2024-01-15,55.161
2024-01-16,55.8029
2024-01-17,55.1726
2024-01-18,55.0772
2024-01-19,56.3264
2024-01-20,56.3264
2024-01-21,56.3264
2024-01-22,59.3758
2024-01-23,58.0944
2024-01-24,58.4761
2024-01-25,59.2083
2024-01-26,58.5145
2024-01-27,58.5145
2024-01-28,58.5145
2024-01-29,62.5007
2024-01-30,60.6242
2024-01-31,55.7693
2024-02-01,57.3837
2024-02-02,59.0489
2024-02-03,59.0489
2024-02-04,59.0489
2024-02-05,54.9046
2024-02-06,54.2588
2024-02-07,54.1709
2024-02-08,55.1663
2024-02-09,52.8153
2024-02-10,52.8153
2024-02-11,52.8153
2024-02-12,56.3183
2024-02-13,51.2677
2024-02-14,52.1733
2024-02-15,55.9653
2024-02-16,55.8413
2024-02-17,55.8413
2024-02-18,55.8413
2024-02-19,55.8413
2024-02-20,55.1253
2024-02-21,53.885
2024-02-22,55.2787
2024-02-23,51.9675
2024-02-24,51.9675
2024-02-25,51.9675
2024-02-26,51.1214
2024-02-27,50.9418
2024-02-28,51.6062
2024-02-29,52.1191
2024-03-01,51.1061
2024-03-02,51.1061
2024-03-03,51.1061
2024-03-04,48.0825
2024-03-05,48.5962
2024-03-06,48.0025
2024-03-07,48.3402
2024-03-08,50.5547
2024-03-09,50.5547
2024-03-10,50.5547
2024-03-11,51.0539
2024-03-12,48.815
2024-03-13,52.9176
2024-03-14,50.418
2024-03-15,51.3404
2024-03-16,51.3404
2024-03-17,51.3404
2024-03-18,51.4649
2024-03-19,54.1747
2024-03-20,55.3675
2024-03-21,58.0286
2024-03-22,54.7009
2024-03-23,54.7009
2024-03-24,54.7009
2024-03-25,53.9015
2024-03-26,53.5417
2024-03-27,57.7696
2024-03-28,56.1297
2024-03-29,56.1297
2024-03-30,56.1297
2024-03-31,56.1297
2024-04-01,54.7889
2024-04-02,53.8573
2024-04-03,54.8223
2024-04-04,53.5724
2024-04-05,54.8314
2024-04-06,54.8314
2024-04-07,54.8314
2024-04-08,55.4846
