,UTL US Equity
2020-06-10,48.2984
2020-06-11,46.9031
2020-06-12,47.2269
2020-06-13,47.2269
2020-06-14,47.2269
2020-06-15,47.4289
2020-06-16,46.9773
2020-06-17,45.8095
2020-06-18,45.6228
2020-06-19,43.2898
2020-06-20,43.2898
2020-06-21,43.2898
2020-06-22,42.8717
2020-06-23,41.7961
2020-06-24,42.0791
2020-06-25,43.1337
2020-06-26,40.8513
2020-06-27,40.8513
2020-06-28,40.8513
2020-06-29,44.1034
2020-06-30,44.0899
2020-07-01,45.9364
2020-07-02,46.3269
2020-07-03,46.3269
2020-07-04,46.3269
2020-07-05,46.3269
2020-07-06,44.6165
2020-07-07,43.3672
2020-07-08,43.4959
2020-07-09,42.9477
2020-07-10,44.767
2020-07-11,44.767
2020-07-12,44.767
2020-07-13,45.3492
2020-07-14,46.3309
2020-07-15,46.3692
2020-07-16,46.957
2020-07-17,48.7954
2020-07-18,48.7954
2020-07-19,48.7954
2020-07-20,46.0987
2020-07-21,47.1131
2020-07-22,48.2561
2020-07-23,47.9833
2020-07-24,46.8868
2020-07-25,46.8868
2020-07-26,46.8868
2020-07-27,45.91
2020-07-28,47.0511
2020-07-29,47.4335
2020-07-30,44.5142
2020-07-31,42.6742
2020-08-01,42.6742
2020-08-02,42.6742
2020-08-03,41.4324
2020-08-04,40.1903
2020-08-05,38.8146
2020-08-06,38.659
2020-08-07,43.8291
2020-08-08,43.8291
2020-08-09,43.8291
2020-08-10,43.3692
2020-08-11,41.7737
2020-08-12,42.4424
2020-08-13,41.1085
2020-08-14,40.604
2020-08-15,40.604
2020-08-16,40.604
2020-08-17,40.7544
2020-08-18,40.072
2020-08-19,40.337
2020-08-20,38.8273
2020-08-21,38.4941
2020-08-22,38.4941
2020-08-23,38.4941
2020-08-24,38.7801
2020-08-25,39.8222
2020-08-26,43.0534
2020-08-27,44.4888
2020-08-28,45.618
2020-08-29,45.618
2020-08-30,45.618
2020-08-31,46.6621
2020-09-01,43.9147
2020-09-02,46.6975
2020-09-03,46.2143
2020-09-04,45.8573
2020-09-05,45.8573
2020-09-06,45.8573
2020-09-07,45.8573
2020-09-08,43.8218
2020-09-09,43.3086
2020-09-10,41.8102
2020-09-11,40.7822
2020-09-12,40.7822
2020-09-13,40.7822
2020-09-14,39.969
2020-09-15,39.5609
2020-09-16,43.6938
2020-09-17,41.923
2020-09-18,41.4209
2020-09-19,41.4209
2020-09-20,41.4209
2020-09-21,41.0185
2020-09-22,39.6552
2020-09-23,38.3371
2020-09-24,39.9879
2020-09-25,39.8605
2020-09-26,39.8605
2020-09-27,39.8605
2020-09-28,42.6331
2020-09-29,41.8172
2020-09-30,42.3561
2020-10-01,44.3024
2020-10-02,44.923
2020-10-03,44.923
2020-10-04,44.923
2020-10-05,46.0424
2020-10-06,45.8816
2020-10-07,45.4438
2020-10-08,47.9484
2020-10-09,50.0762
2020-10-10,50.0762
2020-10-11,50.0762
2020-10-12,50.1665
2020-10-13,48.0388
2020-10-14,47.6852
2020-10-15,48.5022
2020-10-16,47.4595
2020-10-17,47.4595
2020-10-18,47.4595
2020-10-19,45.7825
2020-10-20,45.3679
2020-10-21,45.7671
2020-10-22,45.4547
2020-10-23,47.0981
2020-10-24,47.0981
2020-10-25,47.0981
2020-10-26,46.3431
2020-10-27,46.8793
2020-10-28,39.872
2020-10-29,36.0538
2020-10-30,33.4327
2020-10-31,33.4327
2020-11-01,33.4327
2020-11-02,36.8213
2020-11-03,39.3554
2020-11-04,36.6281
2020-11-05,36.3299
2020-11-06,32.9111
2020-11-07,32.9111
2020-11-08,32.9111
2020-11-09,33.8852
2020-11-10,37.7898
2020-11-11,45.7252
2020-11-12,43.4327
2020-11-13,44.0221
2020-11-14,44.0221
2020-11-15,44.0221
2020-11-16,48.5565
2020-11-17,48.2271
2020-11-18,48.2045
2020-11-19,48.0187
2020-11-20,49.5041
2020-11-21,49.5041
2020-11-22,49.5041
2020-11-23,52.4579
2020-11-24,55.4982
2020-11-25,55.9767
2020-11-26,55.9767
2020-11-27,55.2553
2020-11-28,55.2553
2020-11-29,55.2553
2020-11-30,55.7361
2020-12-01,57.8045
2020-12-02,58.1176
2020-12-03,59.4658
2020-12-04,60.8691
2020-12-05,60.8691
2020-12-06,60.8691
2020-12-07,59.2326
2020-12-08,60.3159
2020-12-09,61.0433
2020-12-10,61.0111
2020-12-11,60.4841
2020-12-12,60.4841
2020-12-13,60.4841
2020-12-14,57.3759
2020-12-15,60.1292
2020-12-16,57.6819
2020-12-17,57.5306
2020-12-18,57.437
2020-12-19,57.437
2020-12-20,57.437
2020-12-21,53.9287
2020-12-22,52.9197
2020-12-23,54.8664
2020-12-24,55.3318
2020-12-25,55.3318
2020-12-26,55.3318
2020-12-27,55.3318
2020-12-28,58.1732
2020-12-29,55.9226
2020-12-30,57.0832
2020-12-31,59.089
2021-01-01,59.089
2021-01-02,59.089
2021-01-03,59.089
2021-01-04,56.4507
2021-01-05,56.2417
2021-01-06,58.0328
2021-01-07,54.875
2021-01-08,54.8168
2021-01-09,54.8168
2021-01-10,54.8168
2021-01-11,53.1259
2021-01-12,53.9368
2021-01-13,55.19
2021-01-14,55.8852
2021-01-15,56.5331
2021-01-16,56.5331
2021-01-17,56.5331
2021-01-18,56.5331
2021-01-19,52.4282
2021-01-20,51.618
2021-01-21,48.3084
2021-01-22,46.8831
2021-01-23,46.8831
2021-01-24,46.8831
2021-01-25,45.5682
2021-01-26,43.7848
2021-01-27,44.5839
2021-01-28,48.542
2021-01-29,48.4367
2021-01-30,48.4367
2021-01-31,48.4367
2021-02-01,51.6372
2021-02-02,50.7263
2021-02-03,51.0242
2021-02-04,52.6138
2021-02-05,52.7215
2021-02-06,52.7215
2021-02-07,52.7215
2021-02-08,53.2704
2021-02-09,53.8798
2021-02-10,53.9927
2021-02-11,54.1098
2021-02-12,52.8563
2021-02-13,52.8563
2021-02-14,52.8563
2021-02-15,52.8563
2021-02-16,51.889
2021-02-17,52.9701
2021-02-18,55.322
2021-02-19,55.7972
2021-02-20,55.7972
2021-02-21,55.7972
2021-02-22,55.115
2021-02-23,53.2083
2021-02-24,54.2987
2021-02-25,53.9164
2021-02-26,50.8779
2021-02-27,50.8779
2021-02-28,50.8779
2021-03-01,53.7702
2021-03-02,50.9156
2021-03-03,50.7779
2021-03-04,52.6015
2021-03-05,57.0327
2021-03-06,57.0327
2021-03-07,57.0327
2021-03-08,61.9331
2021-03-09,62.6049
2021-03-10,65.3271
2021-03-11,65.251
2021-03-12,68.5173
2021-03-13,68.5173
2021-03-14,68.5173
2021-03-15,67.865
2021-03-16,68.2331
2021-03-17,64.9621
2021-03-18,63.5531
2021-03-19,63.2172
2021-03-20,63.2172
2021-03-21,63.2172
2021-03-22,58.4249
2021-03-23,58.0875
2021-03-24,57.8112
2021-03-25,57.7756
2021-03-26,55.6522
2021-03-27,55.6522
2021-03-28,55.6522
2021-03-29,57.4583
2021-03-30,54.4779
2021-03-31,54.9228
2021-04-01,57.0657
2021-04-02,57.0657
2021-04-03,57.0657
2021-04-04,57.0657
2021-04-05,59.8174
2021-04-06,60.601
2021-04-07,60.306
2021-04-08,62.3666
2021-04-09,60.6447
2021-04-10,60.6447
2021-04-11,60.6447
2021-04-12,61.9899
2021-04-13,61.494
2021-04-14,63.1592
2021-04-15,63.2055
2021-04-16,65.1563
2021-04-17,65.1563
2021-04-18,65.1563
2021-04-19,64.6206
2021-04-20,64.034
2021-04-21,65.4921
2021-04-22,62.8559
2021-04-23,63.8127
2021-04-24,63.8127
2021-04-25,63.8127
2021-04-26,62.8085
2021-04-27,61.9265
2021-04-28,75.0689
2021-04-29,75.4032
2021-04-30,74.5827
2021-05-01,74.5827
2021-05-02,74.5827
2021-05-03,74.437
2021-05-04,69.9152
2021-05-05,66.55
2021-05-06,67.8254
2021-05-07,68.5071
2021-05-08,68.5071
2021-05-09,68.5071
2021-05-10,68.7204
2021-05-11,63.8624
2021-05-12,59.6978
2021-05-13,63.1826
2021-05-14,63.7287
2021-05-15,63.7287
2021-05-16,63.7287
2021-05-17,62.5432
2021-05-18,63.0511
2021-05-19,63.1373
2021-05-20,61.5629
2021-05-21,62.3508
2021-05-22,62.3508
2021-05-23,62.3508
2021-05-24,61.3225
2021-05-25,61.2304
2021-05-26,61.9985
2021-05-27,62.5884
2021-05-28,59.4086
2021-05-29,59.4086
2021-05-30,59.4086
2021-05-31,59.4086
2021-06-01,61.1639
2021-06-02,60.9105
2021-06-03,62.5942
2021-06-04,62.3956
2021-06-05,62.3956
2021-06-06,62.3956
2021-06-07,61.2235
2021-06-08,61.6704
2021-06-09,63.5141
2021-06-10,62.0569
2021-06-11,62.0569
2021-06-12,62.0569
2021-06-13,62.0569
2021-06-14,61.804
2021-06-15,63.1147
2021-06-16,59.9067
2021-06-17,59.954
2021-06-18,52.0985
2021-06-19,52.0985
2021-06-20,52.0985
2021-06-21,53.5267
2021-06-22,52.9435
2021-06-23,51.1561
2021-06-24,52.8557
2021-06-25,53.3542
2021-06-26,53.3542
2021-06-27,53.3542
2021-06-28,53.0792
2021-06-29,50.2227
2021-06-30,48.8902
2021-07-01,50.4246
2021-07-02,49.9852
2021-07-03,49.9852
2021-07-04,49.9852
2021-07-05,49.9852
2021-07-06,50.5204
2021-07-07,48.8095
2021-07-08,47.9547
2021-07-09,49.2853
2021-07-10,49.2853
2021-07-11,49.2853
2021-07-12,49.4762
2021-07-13,47.2969
2021-07-14,49.0622
2021-07-15,49.9928
2021-07-16,49.2229
2021-07-17,49.2229
2021-07-18,49.2229
2021-07-19,45.1198
2021-07-20,46.6641
2021-07-21,47.8198
2021-07-22,46.0219
2021-07-23,47.7864
2021-07-24,47.7864
2021-07-25,47.7864
2021-07-26,48.8311
2021-07-27,50.1531
2021-07-28,50.7629
2021-07-29,49.9969
2021-07-30,49.4599
2021-07-31,49.4599
2021-08-01,49.4599
2021-08-02,48.4834
2021-08-03,53.167
2021-08-04,42.3867
2021-08-05,42.6685
2021-08-06,42.8293
2021-08-07,42.8293
2021-08-08,42.8293
2021-08-09,43.9669
2021-08-10,42.8332
2021-08-11,42.8332
2021-08-12,42.3104
2021-08-13,41.835
2021-08-14,41.835
2021-08-15,41.835
2021-08-16,42.1711
2021-08-17,44.3873
2021-08-18,42.6675
2021-08-19,42.8553
2021-08-20,44.3263
2021-08-21,44.3263
2021-08-22,44.3263
2021-08-23,44.3643
2021-08-24,43.6555
2021-08-25,42.9154
2021-08-26,40.1572
2021-08-27,43.1337
2021-08-28,43.1337
2021-08-29,43.1337
2021-08-30,42.9248
2021-08-31,44.2028
2021-09-01,45.7731
2021-09-02,45.7731
2021-09-03,44.7291
2021-09-04,44.7291
2021-09-05,44.7291
2021-09-06,44.7291
2021-09-07,44.0254
2021-09-08,45.8711
2021-09-09,44.4915
2021-09-10,40.6352
2021-09-11,40.6352
2021-09-12,40.6352
2021-09-13,38.7011
2021-09-14,36.3828
2021-09-15,40.685
2021-09-16,38.9394
2021-09-17,37.0935
2021-09-18,37.0935
2021-09-19,37.0935
2021-09-20,36.4178
2021-09-21,34.6013
2021-09-22,36.1638
2021-09-23,35.5231
2021-09-24,34.6069
2021-09-25,34.6069
2021-09-26,34.6069
2021-09-27,33.7076
2021-09-28,31.3923
2021-09-29,32.069
2021-09-30,30.1611
2021-10-01,32.6998
2021-10-02,32.6998
2021-10-03,32.6998
2021-10-04,36.6296
2021-10-05,38.2564
2021-10-06,38.2317
2021-10-07,36.7313
2021-10-08,35.141
2021-10-09,35.141
2021-10-10,35.141
2021-10-11,34.327
2021-10-12,34.6749
2021-10-13,33.4824
2021-10-14,37.1786
2021-10-15,39.0526
2021-10-16,39.0526
2021-10-17,39.0526
2021-10-18,37.5415
2021-10-19,36.5183
2021-10-20,37.3178
2021-10-21,36.5656
2021-10-22,35.8187
2021-10-23,35.8187
2021-10-24,35.8187
2021-10-25,34.6946
2021-10-26,34.3552
2021-10-27,33.9623
2021-10-28,34.6389
2021-10-29,34.327
2021-10-30,34.327
2021-10-31,34.327
2021-11-01,37.619
2021-11-02,36.4784
2021-11-03,39.3103
2021-11-04,40.0805
2021-11-05,42.5641
2021-11-06,42.5641
2021-11-07,42.5641
2021-11-08,40.9946
2021-11-09,42.6145
2021-11-10,43.7796
2021-11-11,43.3079
2021-11-12,40.419
2021-11-13,40.419
2021-11-14,40.419
2021-11-15,41.5964
2021-11-16,39.1059
2021-11-17,39.0462
2021-11-18,38.3793
2021-11-19,38.2564
2021-11-20,38.2564
2021-11-21,38.2564
2021-11-22,42.6275
2021-11-23,43.9221
2021-11-24,45.4159
2021-11-25,45.4159
2021-11-26,41.0568
2021-11-27,41.0568
2021-11-28,41.0568
2021-11-29,43.9862
2021-11-30,41.6582
2021-12-01,40.0783
2021-12-02,43.1356
2021-12-03,44.3657
2021-12-04,44.3657
2021-12-05,44.3657
2021-12-06,52.7845
2021-12-07,52.2874
2021-12-08,52.0172
2021-12-09,51.5691
2021-12-10,52.6086
2021-12-11,52.6086
2021-12-12,52.6086
2021-12-13,51.8531
2021-12-14,53.3706
2021-12-15,56.1377
2021-12-16,56.2283
2021-12-17,55.2062
2021-12-18,55.2062
2021-12-19,55.2062
2021-12-20,54.4191
2021-12-21,53.0879
2021-12-22,54.8358
2021-12-23,53.9559
2021-12-24,53.9559
2021-12-25,53.9559
2021-12-26,53.9559
2021-12-27,55.1735
2021-12-28,55.2076
2021-12-29,58.2569
2021-12-30,58.6328
2021-12-31,56.5265
2022-01-01,56.5265
2022-01-02,56.5265
2022-01-03,55.1182
2022-01-04,56.6093
2022-01-05,56.7444
2022-01-06,57.8313
2022-01-07,59.7911
2022-01-08,59.7911
2022-01-09,59.7911
2022-01-10,57.5322
2022-01-11,53.2431
2022-01-12,50.3591
2022-01-13,55.5111
2022-01-14,56.119
2022-01-15,56.119
2022-01-16,56.119
2022-01-17,56.119
2022-01-18,52.5185
2022-01-19,51.6353
2022-01-20,49.2367
2022-01-21,50.856
2022-01-22,50.856
2022-01-23,50.856
2022-01-24,50.5433
2022-01-25,52.035
2022-01-26,52.3056
2022-01-27,54.6856
2022-01-28,56.5545
2022-01-29,56.5545
2022-01-30,56.5545
2022-01-31,56.7697
2022-02-01,58.9054
2022-02-02,61.1958
2022-02-03,67.0562
2022-02-04,66.8086
2022-02-05,66.8086
2022-02-06,66.8086
2022-02-07,66.9977
2022-02-08,65.7494
2022-02-09,63.6348
2022-02-10,57.7132
2022-02-11,58.1868
2022-02-12,58.1868
2022-02-13,58.1868
2022-02-14,56.9767
2022-02-15,54.9698
2022-02-16,54.8271
2022-02-17,56.827
2022-02-18,59.107
2022-02-19,59.107
2022-02-20,59.107
2022-02-21,59.107
2022-02-22,59.345
2022-02-23,60.7369
2022-02-24,58.6972
2022-02-25,62.9098
2022-02-26,62.9098
2022-02-27,62.9098
2022-02-28,61.3487
2022-03-01,62.793
2022-03-02,66.3588
2022-03-03,67.1444
2022-03-04,70.2632
2022-03-05,70.2632
2022-03-06,70.2632
2022-03-07,70.7473
2022-03-08,65.7632
2022-03-09,62.5551
2022-03-10,60.5916
2022-03-11,57.8805
2022-03-12,57.8805
2022-03-13,57.8805
2022-03-14,55.6837
2022-03-15,53.4724
2022-03-16,53.0311
2022-03-17,52.89
2022-03-18,51.7506
2022-03-19,51.7506
2022-03-20,51.7506
2022-03-21,55.1955
2022-03-22,51.3735
2022-03-23,50.3614
2022-03-24,50.2563
2022-03-25,51.6137
2022-03-26,51.6137
2022-03-27,51.6137
2022-03-28,48.9812
2022-03-29,53.9177
2022-03-30,54.685
2022-03-31,52.2499
2022-04-01,56.4974
2022-04-02,56.4974
2022-04-03,56.4974
2022-04-04,53.0431
2022-04-05,52.6091
2022-04-06,57.0156
2022-04-07,57.2608
2022-04-08,57.3189
2022-04-09,57.3189
2022-04-10,57.3189
2022-04-11,55.9547
2022-04-12,55.0939
2022-04-13,55.2879
2022-04-14,53.2766
2022-04-15,53.2766
2022-04-16,53.2766
2022-04-17,53.2766
2022-04-18,53.0141
2022-04-19,52.1109
2022-04-20,57.6629
2022-04-21,55.379
2022-04-22,53.7586
2022-04-23,53.7586
2022-04-24,53.7586
2022-04-25,51.1923
2022-04-26,52.6697
2022-04-27,51.7744
2022-04-28,52.2059
2022-04-29,51.9528
2022-04-30,51.9528
2022-05-01,51.9528
2022-05-02,49.8762
2022-05-03,51.8665
2022-05-04,55.3982
2022-05-05,52.5796
2022-05-06,56.1158
2022-05-07,56.1158
2022-05-08,56.1158
2022-05-09,58.9528
2022-05-10,54.1621
2022-05-11,57.8124
2022-05-12,57.2495
2022-05-13,55.7888
2022-05-14,55.7888
2022-05-15,55.7888
2022-05-16,57.5803
2022-05-17,58.3854
2022-05-18,60.7155
2022-05-19,58.1599
2022-05-20,56.3098
2022-05-21,56.3098
2022-05-22,56.3098
2022-05-23,59.2049
2022-05-24,62.0262
2022-05-25,58.9398
2022-05-26,59.1176
2022-05-27,57.6748
2022-05-28,57.6748
2022-05-29,57.6748
2022-05-30,57.6748
2022-05-31,59.9249
2022-06-01,59.9028
2022-06-02,59.7432
2022-06-03,58.3193
2022-06-04,58.3193
2022-06-05,58.3193
2022-06-06,59.0521
2022-06-07,58.2052
2022-06-08,58.274
2022-06-09,56.5648
2022-06-10,55.9432
2022-06-11,55.9432
2022-06-12,55.9432
2022-06-13,48.8332
2022-06-14,48.0553
2022-06-15,46.4136
2022-06-16,48.5619
2022-06-17,47.7995
2022-06-18,47.7995
2022-06-19,47.7995
2022-06-20,47.7995
2022-06-21,48.324
2022-06-22,50.6629
2022-06-23,51.8494
2022-06-24,56.794
2022-06-25,56.794
2022-06-26,56.794
2022-06-27,58.0063
2022-06-28,58.2004
2022-06-29,56.7751
2022-06-30,59.1411
2022-07-01,62.503
2022-07-02,62.503
2022-07-03,62.503
2022-07-04,62.503
2022-07-05,54.3998
2022-07-06,56.323
2022-07-07,54.1065
2022-07-08,55.5911
2022-07-09,55.5911
2022-07-10,55.5911
2022-07-11,55.6792
2022-07-12,55.7851
2022-07-13,55.6672
2022-07-14,57.271
2022-07-15,58.2568
2022-07-16,58.2568
2022-07-17,58.2568
2022-07-18,54.7204
2022-07-19,55.654
2022-07-20,53.2847
2022-07-21,52.4768
2022-07-22,44.9507
2022-07-23,44.9507
2022-07-24,44.9507
2022-07-25,46.9237
2022-07-26,47.6494
2022-07-27,48.3125
2022-07-28,49.6489
2022-07-29,48.9528
2022-07-30,48.9528
2022-07-31,48.9528
2022-08-01,48.0566
2022-08-02,50.3549
2022-08-03,49.649
2022-08-04,48.7186
2022-08-05,47.1117
2022-08-06,47.1117
2022-08-07,47.1117
2022-08-08,47.7683
2022-08-09,51.6861
2022-08-10,50.6023
2022-08-11,49.9582
2022-08-12,52.692
2022-08-13,52.692
2022-08-14,52.692
2022-08-15,53.2274
2022-08-16,53.0333
2022-08-17,53.524
2022-08-18,54.3175
2022-08-19,52.3452
2022-08-20,52.3452
2022-08-21,52.3452
2022-08-22,50.9303
2022-08-23,48.3592
2022-08-24,48.6966
2022-08-25,50.1436
2022-08-26,48.7979
2022-08-27,48.7979
2022-08-28,48.7979
2022-08-29,47.685
2022-08-30,45.3428
2022-08-31,44.2279
2022-09-01,46.5167
2022-09-02,45.4429
2022-09-03,45.4429
2022-09-04,45.4429
2022-09-05,45.4429
2022-09-06,43.2212
2022-09-07,44.6968
2022-09-08,43.5607
2022-09-09,43.6973
2022-09-10,43.6973
2022-09-11,43.6973
2022-09-12,44.7356
2022-09-13,43.3571
2022-09-14,43.0098
2022-09-15,40.3852
2022-09-16,41.3542
2022-09-17,41.3542
2022-09-18,41.3542
2022-09-19,44.2392
2022-09-20,42.9108
2022-09-21,41.0087
2022-09-22,41.5253
2022-09-23,40.8209
2022-09-24,40.8209
2022-09-25,40.8209
2022-09-26,40.6071
2022-09-27,40.9537
2022-09-28,43.9958
2022-09-29,38.9246
2022-09-30,37.6075
2022-10-01,37.6075
2022-10-02,37.6075
2022-10-03,38.3016
2022-10-04,41.3518
2022-10-05,39.4342
2022-10-06,38.2327
2022-10-07,37.244
2022-10-08,37.244
2022-10-09,37.244
2022-10-10,38.276
2022-10-11,41.0104
2022-10-12,40.0177
2022-10-13,43.1769
2022-10-14,42.453
2022-10-15,42.453
2022-10-16,42.453
2022-10-17,45.145
2022-10-18,46.4844
2022-10-19,47.13
2022-10-20,44.761
2022-10-21,47.0873
2022-10-22,47.0873
2022-10-23,47.0873
2022-10-24,48.4478
2022-10-25,52.3507
2022-10-26,52.3507
2022-10-27,53.6665
2022-10-28,55.606
2022-10-29,55.606
2022-10-30,55.606
2022-10-31,54.2066
2022-11-01,58.0308
2022-11-02,52.6446
2022-11-03,51.5468
2022-11-04,52.745
2022-11-05,52.745
2022-11-06,52.745
2022-11-07,49.6905
2022-11-08,49.3052
2022-11-09,49.594
2022-11-10,54.2655
2022-11-11,50.6516
2022-11-12,50.6516
2022-11-13,50.6516
2022-11-14,51.6747
2022-11-15,52.5542
2022-11-16,52.7982
2022-11-17,52.4198
2022-11-18,53.5437
2022-11-19,53.5437
2022-11-20,53.5437
2022-11-21,53.2708
2022-11-22,53.7771
2022-11-23,52.8556
2022-11-24,52.8556
2022-11-25,53.5225
2022-11-26,53.5225
2022-11-27,53.5225
2022-11-28,52.044
2022-11-29,51.8867
2022-11-30,57.251
2022-12-01,54.6704
2022-12-02,53.3509
2022-12-03,53.3509
2022-12-04,53.3509
2022-12-05,51.9268
2022-12-06,51.7987
2022-12-07,50.5308
2022-12-08,51.4272
2022-12-09,50.3301
2022-12-10,50.3301
2022-12-11,50.3301
2022-12-12,51.9627
2022-12-13,51.3057
2022-12-14,50.4859
2022-12-15,47.954
2022-12-16,46.5267
2022-12-17,46.5267
2022-12-18,46.5267
2022-12-19,49.0857
2022-12-20,47.2725
2022-12-21,49.9628
2022-12-22,49.3599
2022-12-23,51.1878
2022-12-24,51.1878
2022-12-25,51.1878
2022-12-26,51.1878
2022-12-27,51.6605
2022-12-28,49.7353
2022-12-29,51.0669
2022-12-30,49.7268
2022-12-31,49.7268
2023-01-01,49.7268
2023-01-02,49.7268
2023-01-03,48.1109
2023-01-04,50.7852
2023-01-05,48.695
2023-01-06,52.0677
2023-01-07,52.0677
2023-01-08,52.0677
2023-01-09,50.7488
2023-01-10,50.2658
2023-01-11,52.0055
2023-01-12,53.8011
2023-01-13,53.6817
2023-01-14,53.6817
2023-01-15,53.6817
2023-01-16,53.6817
2023-01-17,53.2902
2023-01-18,49.3354
2023-01-19,50.4541
2023-01-20,51.2996
2023-01-21,51.2996
2023-01-22,51.2996
2023-01-23,49.7287
2023-01-24,50.3074
2023-01-25,50.3311
2023-01-26,50.3311
2023-01-27,48.4072
2023-01-28,48.4072
2023-01-29,48.4072
2023-01-30,48.3827
2023-01-31,51.245
2023-02-01,51.6412
2023-02-02,53.191
2023-02-03,53.3384
2023-02-04,53.3384
2023-02-05,53.3384
2023-02-06,54.8335
2023-02-07,53.0743
2023-02-08,49.3675
2023-02-09,47.3591
2023-02-10,49.6857
2023-02-11,49.6857
2023-02-12,49.6857
2023-02-13,50.819
2023-02-14,50.5543
2023-02-15,56.3203
2023-02-16,56.4276
2023-02-17,59.8921
2023-02-18,59.8921
2023-02-19,59.8921
2023-02-20,59.8921
2023-02-21,58.1751
2023-02-22,58.7763
2023-02-23,57.5217
2023-02-24,58.1311
2023-02-25,58.1311
2023-02-26,58.1311
2023-02-27,56.2041
2023-02-28,55.049
2023-03-01,52.2577
2023-03-02,53.6274
2023-03-03,55.0311
2023-03-04,55.0311
2023-03-05,55.0311
2023-03-06,53.3071
2023-03-07,52.7106
2023-03-08,54.2279
2023-03-09,54.2761
2023-03-10,52.2014
2023-03-11,52.2014
2023-03-12,52.2014
2023-03-13,49.6721
2023-03-14,53.075
2023-03-15,54.5704
2023-03-16,56.064
2023-03-17,52.4679
2023-03-18,52.4679
2023-03-19,52.4679
2023-03-20,56.1841
2023-03-21,55.1606
