,CMA US Equity
2021-04-03,58.5089
2021-04-04,58.5089
2021-04-05,59.2381
2021-04-06,57.8409
2021-04-07,58.2354
2021-04-08,56.8894
2021-04-09,57.4672
2021-04-10,57.4672
2021-04-11,57.4672
2021-04-12,58.3451
2021-04-13,55.7303
2021-04-14,56.7156
2021-04-15,54.2334
2021-04-16,54.7239
2021-04-17,54.7239
2021-04-18,54.7239
2021-04-19,53.5517
2021-04-20,50.5136
2021-04-21,52.9574
2021-04-22,51.1631
2021-04-23,54.3976
2021-04-24,54.3976
2021-04-25,54.3976
2021-04-26,55.0684
2021-04-27,55.9423
2021-04-28,57.8255
2021-04-29,60.0706
2021-04-30,59.656
2021-05-01,59.656
2021-05-02,59.656
2021-05-03,59.3139
2021-05-04,61.1048
2021-05-05,62.2132
2021-05-06,62.6639
2021-05-07,63.2129
2021-05-08,63.2129
2021-05-09,63.2129
2021-05-10,61.7852
2021-05-11,60.5145
2021-05-12,59.0286
2021-05-13,61.2546
2021-05-14,62.6788
2021-05-15,62.6788
2021-05-16,62.6788
2021-05-17,62.9193
2021-05-18,59.6312
2021-05-19,58.3657
2021-05-20,57.4839
2021-05-21,58.797
2021-05-22,58.797
2021-05-23,58.797
2021-05-24,58.1185
2021-05-25,55.6368
2021-05-26,57.3484
2021-05-27,59.3482
2021-05-28,58.9526
2021-05-29,58.9526
2021-05-30,58.9526
2021-05-31,58.9526
2021-06-01,59.6109
2021-06-02,58.5828
2021-06-03,58.488
2021-06-04,57.5813
2021-06-05,57.5813
2021-06-06,57.5813
2021-06-07,57.0942
2021-06-08,56.0737
2021-06-09,54.0369
2021-06-10,49.8652
2021-06-11,49.933
2021-06-12,49.933
2021-06-13,49.933
2021-06-14,48.4126
2021-06-15,49.8157
2021-06-16,52.3929
2021-06-17,45.2861
2021-06-18,42.71
2021-06-19,42.71
2021-06-20,42.71
2021-06-21,46.8881
2021-06-22,46.8881
2021-06-23,48.0663
2021-06-24,49.5483
2021-06-25,51.459
2021-06-26,51.459
2021-06-27,51.459
2021-06-28,48.5748
2021-06-29,47.5515
2021-06-30,48.0546
2021-07-01,49.3734
2021-07-02,48.6884
2021-07-03,48.6884
2021-07-04,48.6884
2021-07-05,48.6884
2021-07-06,44.894
2021-07-07,43.5556
2021-07-08,41.5511
2021-07-09,46.0388
2021-07-10,46.0388
2021-07-11,46.0388
2021-07-12,46.8646
2021-07-13,45.7252
2021-07-14,45.2433
2021-07-15,45.9634
2021-07-16,42.8376
2021-07-17,42.8376
2021-07-18,42.8376
2021-07-19,39.1818
2021-07-20,42.6285
2021-07-21,46.6383
2021-07-22,45.1207
2021-07-23,45.0014
2021-07-24,45.0014
2021-07-25,45.0014
2021-07-26,46.0779
2021-07-27,45.925
2021-07-28,47.0901
2021-07-29,48.5641
2021-07-30,47.5536
2021-07-31,47.5536
2021-08-01,47.5536
2021-08-02,46.1915
2021-08-03,48.7864
2021-08-04,47.8785
2021-08-05,49.9252
2021-08-06,52.9057
2021-08-07,52.9057
2021-08-08,52.9057
2021-08-09,52.5147
2021-08-10,54.3795
2021-08-11,56.3078
2021-08-12,57.0661
2021-08-13,56.157
2021-08-14,56.157
2021-08-15,56.157
2021-08-16,54.8584
2021-08-17,52.2478
2021-08-18,51.2688
2021-08-19,49.8203
2021-08-20,50.3793
2021-08-21,50.3793
2021-08-22,50.3793
2021-08-23,52.2816
2021-08-24,53.8404
2021-08-25,55.983
2021-08-26,54.0809
2021-08-27,56.1707
2021-08-28,56.1707
2021-08-29,56.1707
2021-08-30,52.8229
2021-08-31,53.3435
2021-09-01,51.1319
2021-09-02,51.5074
2021-09-03,50.8544
2021-09-04,50.8544
2021-09-05,50.8544
2021-09-06,50.8544
2021-09-07,51.6842
2021-09-08,50.4818
2021-09-09,52.0363
2021-09-10,51.5063
2021-09-11,51.5063
2021-09-12,51.5063
2021-09-13,53.6285
2021-09-14,50.3205
2021-09-15,52.9619
2021-09-16,53.6713
2021-09-17,54.1241
2021-09-18,54.1241
2021-09-19,54.1241
2021-09-20,50.6545
2021-09-21,49.6356
2021-09-22,53.0194
2021-09-23,57.721
2021-09-24,59.2107
2021-09-25,59.2107
2021-09-26,59.2107
2021-09-27,62.9147
2021-09-28,62.3759
2021-09-29,63.3104
2021-09-30,59.9294
2021-10-01,62.0764
2021-10-02,62.0764
2021-10-03,62.0764
2021-10-04,62.4782
2021-10-05,63.5957
2021-10-06,63.2131
2021-10-07,63.5022
2021-10-08,63.5867
2021-10-09,63.5867
2021-10-10,63.5867
2021-10-11,62.1711
2021-10-12,62.3763
2021-10-13,60.0905
2021-10-14,60.1153
2021-10-15,60.8078
2021-10-16,60.8078
2021-10-17,60.8078
2021-10-18,61.8056
2021-10-19,62.105
2021-10-20,65.4762
2021-10-21,64.9591
2021-10-22,66.8137
2021-10-23,66.8137
2021-10-24,66.8137
2021-10-25,67.1503
2021-10-26,64.8333
2021-10-27,59.1393
2021-10-28,60.4116
2021-10-29,59.2554
2021-10-30,59.2554
2021-10-31,59.2554
2021-11-01,61.8679
2021-11-02,61.7552
2021-11-03,64.53
2021-11-04,60.7918
2021-11-05,60.596
2021-11-06,60.596
2021-11-07,60.596
2021-11-08,61.0093
2021-11-09,60.3543
2021-11-10,61.4075
2021-11-11,62.1691
2021-11-12,61.6101
2021-11-13,61.6101
2021-11-14,61.6101
2021-11-15,62.6281
2021-11-16,63.0362
2021-11-17,61.356
2021-11-18,61.6206
2021-11-19,58.7497
2021-11-20,58.7497
2021-11-21,58.7497
2021-11-22,60.607
2021-11-23,62.2856
2021-11-24,62.1582
2021-11-25,62.1582
2021-11-26,52.445
2021-11-27,52.445
2021-11-28,52.445
2021-11-29,52.5327
2021-11-30,48.2525
2021-12-01,45.6592
2021-12-02,51.3687
2021-12-03,47.8206
2021-12-04,47.8206
2021-12-05,47.8206
2021-12-06,50.2474
2021-12-07,52.4723
2021-12-08,51.1832
2021-12-09,50.2194
2021-12-10,51.1075
2021-12-11,51.1075
2021-12-12,51.1075
2021-12-13,47.8086
2021-12-14,50.9572
2021-12-15,52.5695
2021-12-16,54.9044
2021-12-17,50.6439
2021-12-18,50.6439
2021-12-19,50.6439
2021-12-20,48.5064
2021-12-21,51.8051
2021-12-22,51.9697
2021-12-23,52.3736
2021-12-24,52.3736
2021-12-25,52.3736
2021-12-26,52.3736
2021-12-27,53.8243
2021-12-28,53.9582
2021-12-29,54.9383
2021-12-30,54.1569
2021-12-31,54.129
2022-01-01,54.129
2022-01-02,54.129
2022-01-03,56.0188
2022-01-04,60.0291
2022-01-05,59.9396
2022-01-06,63.8015
2022-01-07,64.2991
2022-01-08,64.2991
2022-01-09,64.2991
2022-01-10,64.3428
2022-01-11,64.5493
2022-01-12,65.4583
2022-01-13,65.8351
2022-01-14,67.9534
2022-01-15,67.9534
2022-01-16,67.9534
2022-01-17,67.9534
2022-01-18,65.0205
2022-01-19,60.5803
2022-01-20,56.2043
2022-01-21,51.4845
2022-01-22,51.4845
2022-01-23,51.4845
2022-01-24,52.3787
2022-01-25,54.5204
2022-01-26,54.4463
2022-01-27,53.8653
2022-01-28,55.0832
2022-01-29,55.0832
2022-01-30,55.0832
2022-01-31,54.5428
2022-02-01,56.9513
2022-02-02,57.2725
2022-02-03,56.8057
2022-02-04,58.9156
2022-02-05,58.9156
2022-02-06,58.9156
2022-02-07,59.5362
2022-02-08,62.3071
2022-02-09,60.5728
2022-02-10,61.3687
2022-02-11,59.0366
2022-02-12,59.0366
2022-02-13,59.0366
2022-02-14,58.0054
2022-02-15,60.299
2022-02-16,60.6127
2022-02-17,55.3785
2022-02-18,54.1624
2022-02-19,54.1624
2022-02-20,54.1624
2022-02-21,54.1624
2022-02-22,53.9122
2022-02-23,51.0609
2022-02-24,48.131
2022-02-25,53.2537
2022-02-26,53.2537
2022-02-27,53.2537
2022-02-28,53.1941
2022-03-01,44.9693
2022-03-02,51.0011
2022-03-03,50.7174
2022-03-04,47.827
2022-03-05,47.827
2022-03-06,47.827
2022-03-07,43.2021
2022-03-08,43.1946
2022-03-09,46.794
2022-03-10,46.7858
2022-03-11,46.6337
2022-03-12,46.6337
2022-03-13,46.6337
2022-03-14,49.8814
2022-03-15,50.7821
2022-03-16,54.276
2022-03-17,53.1088
2022-03-18,53.3367
2022-03-19,53.3367
2022-03-20,53.3367
2022-03-21,52.7572
2022-03-22,54.2139
2022-03-23,51.5926
2022-03-24,52.1949
2022-03-25,54.7998
2022-03-26,54.7998
2022-03-27,54.7998
2022-03-28,52.9012
2022-03-29,53.0949
2022-03-30,50.6191
2022-03-31,48.413
2022-04-01,48.0595
2022-04-02,48.0595
2022-04-03,48.0595
2022-04-04,47.3531
2022-04-05,46.8902
2022-04-06,45.8515
2022-04-07,46.4649
2022-04-08,46.8652
2022-04-09,46.8652
2022-04-10,46.8652
2022-04-11,47.4523
2022-04-12,46.332
2022-04-13,47.6568
2022-04-14,46.8591
2022-04-15,46.8591
2022-04-16,46.8591
2022-04-17,46.8591
2022-04-18,46.7419
2022-04-19,48.9044
2022-04-20,45.7447
2022-04-21,41.6362
2022-04-22,40.1344
2022-04-23,40.1344
2022-04-24,40.1344
2022-04-25,43.5116
2022-04-26,42.0328
2022-04-27,42.5202
2022-04-28,45.0387
2022-04-29,42.573
2022-04-30,42.573
2022-05-01,42.573
2022-05-02,43.0521
2022-05-03,44.03
2022-05-04,47.141
2022-05-05,44.3934
2022-05-06,43.0687
2022-05-07,43.0687
2022-05-08,43.0687
2022-05-09,40.8317
2022-05-10,39.9663
2022-05-11,38.6633
2022-05-12,38.7131
2022-05-13,38.995
2022-05-14,38.995
2022-05-15,38.995
2022-05-16,38.2587
2022-05-17,42.1799
2022-05-18,39.4771
2022-05-19,37.589
2022-05-20,37.9414
2022-05-21,37.9414
2022-05-22,37.9414
2022-05-23,42.7314
2022-05-24,42.4608
2022-05-25,45.1443
2022-05-26,47.7596
2022-05-27,48.9674
2022-05-28,48.9674
2022-05-29,48.9674
2022-05-30,48.9674
2022-05-31,49.3541
2022-06-01,46.9886
2022-06-02,48.9193
2022-06-03,48.2642
2022-06-04,48.2642
2022-06-05,48.2642
2022-06-06,48.0853
2022-06-07,48.1516
2022-06-08,47.5342
2022-06-09,45.1875
2022-06-10,41.7792
2022-06-11,41.7792
2022-06-12,41.7792
2022-06-13,41.4114
2022-06-14,42.2828
2022-06-15,44.1508
2022-06-16,41.7379
2022-06-17,42.8237
2022-06-18,42.8237
2022-06-19,42.8237
2022-06-20,42.8237
2022-06-21,44.4368
2022-06-22,44.2789
2022-06-23,41.5589
2022-06-24,45.9014
2022-06-25,45.9014
2022-06-26,45.9014
2022-06-27,45.3782
2022-06-28,46.2121
2022-06-29,45.5036
2022-06-30,42.9628
2022-07-01,44.0767
2022-07-02,44.0767
2022-07-03,44.0767
2022-07-04,44.0767
2022-07-05,43.6553
2022-07-06,43.2771
2022-07-07,44.775
2022-07-08,44.3535
2022-07-09,44.3535
2022-07-10,44.3535
2022-07-11,44.3535
2022-07-12,43.4455
2022-07-13,42.9848
2022-07-14,41.4163
2022-07-15,45.9343
2022-07-16,45.9343
2022-07-17,45.9343
2022-07-18,46.9495
2022-07-19,50.0019
2022-07-20,51.4469
2022-07-21,51.7331
2022-07-22,49.9928
2022-07-23,49.9928
2022-07-24,49.9928
2022-07-25,51.1954
2022-07-26,48.3555
2022-07-27,50.0938
2022-07-28,49.4374
2022-07-29,49.7331
2022-07-30,49.7331
2022-07-31,49.7331
2022-08-01,49.7331
2022-08-02,48.2496
2022-08-03,50.2207
2022-08-04,48.3802
2022-08-05,50.3951
2022-08-06,50.3951
2022-08-07,50.3951
2022-08-08,50.7925
2022-08-09,51.7913
2022-08-10,55.1912
2022-08-11,57.8679
2022-08-12,59.3064
2022-08-13,59.3064
2022-08-14,59.3064
2022-08-15,59.2599
2022-08-16,60.207
2022-08-17,58.6835
2022-08-18,59.8237
2022-08-19,57.2682
2022-08-20,57.2682
2022-08-21,57.2682
2022-08-22,53.3714
2022-08-23,53.0068
2022-08-24,52.3661
2022-08-25,54.002
2022-08-26,52.4444
2022-08-27,52.4444
2022-08-28,52.4444
2022-08-29,51.091
2022-08-30,50.9193
2022-08-31,50.2639
2022-09-01,51.3013
2022-09-02,51.3305
2022-09-03,51.3305
2022-09-04,51.3305
2022-09-05,51.3305
2022-09-06,49.7132
2022-09-07,52.9552
2022-09-08,56.1191
2022-09-09,56.0541
2022-09-10,56.0541
2022-09-11,56.0541
2022-09-12,56.9313
2022-09-13,51.889
2022-09-14,49.8041
2022-09-15,50.076
2022-09-16,47.8867
2022-09-17,47.8867
2022-09-18,47.8867
2022-09-19,49.0609
2022-09-20,48.3056
2022-09-21,46.8007
2022-09-22,44.6618
2022-09-23,42.3332
2022-09-24,42.3332
2022-09-25,42.3332
2022-09-26,40.8217
2022-09-27,39.6904
2022-09-28,42.1445
2022-09-29,40.6801
2022-09-30,39.3456
2022-10-01,39.3456
2022-10-02,39.3456
2022-10-03,42.5451
2022-10-04,47.635
2022-10-05,46.7211
2022-10-06,44.7151
2022-10-07,42.8467
2022-10-08,42.8467
2022-10-09,42.8467
2022-10-10,41.4744
2022-10-11,39.8455
2022-10-12,39.7189
2022-10-13,44.1396
2022-10-14,43.7605
2022-10-15,43.7605
2022-10-16,43.7605
2022-10-17,46.0273
2022-10-18,46.9769
2022-10-19,39.7528
2022-10-20,37.1966
2022-10-21,38.024
2022-10-22,38.024
2022-10-23,38.024
2022-10-24,40.8854
2022-10-25,43.2536
2022-10-26,43.2437
2022-10-27,43.9774
2022-10-28,45.7323
2022-10-29,45.7323
2022-10-30,45.7323
2022-10-31,45.1059
2022-11-01,44.9161
2022-11-02,42.1728
2022-11-03,40.404
2022-11-04,43.1108
2022-11-05,43.1108
2022-11-06,43.1108
2022-11-07,46.0899
2022-11-08,47.6516
2022-11-09,45.7751
2022-11-10,51.2874
2022-11-11,50.2854
2022-11-12,50.2854
2022-11-13,50.2854
2022-11-14,48.8698
2022-11-15,49.8658
2022-11-16,48.0397
2022-11-17,46.542
2022-11-18,46.288
2022-11-19,46.288
2022-11-20,46.288
2022-11-21,47.414
2022-11-22,49.0179
2022-11-23,48.5767
2022-11-24,48.5767
2022-11-25,48.7024
2022-11-26,48.7024
2022-11-27,48.7024
2022-11-28,46.6724
2022-11-29,47.8106
2022-11-30,48.7727
2022-12-01,48.6099
2022-12-02,46.7587
2022-12-03,46.7587
2022-12-04,46.7587
2022-12-05,42.6948
2022-12-06,41.7869
2022-12-07,41.5348
2022-12-08,41.2879
2022-12-09,42.4572
2022-12-10,42.4572
2022-12-11,42.4572
2022-12-12,44.6912
2022-12-13,43.3589
2022-12-14,42.7512
2022-12-15,41.1563
2022-12-16,41.2542
2022-12-17,41.2542
2022-12-18,41.2542
2022-12-19,40.9722
2022-12-20,41.0937
2022-12-21,43.5653
2022-12-22,44.4527
2022-12-23,45.3253
2022-12-24,45.3253
2022-12-25,45.3253
2022-12-26,45.3253
2022-12-27,45.7995
2022-12-28,44.7525
2022-12-29,46.5365
2022-12-30,46.8639
2022-12-31,46.8639
2023-01-01,46.8639
2023-01-02,46.8639
2023-01-03,45.6463
2023-01-04,47.1554
2023-01-05,45.8539
2023-01-06,48.5472
2023-01-07,48.5472
2023-01-08,48.5472
2023-01-09,47.2987
2023-01-10,48.6307
2023-01-11,49.4208
2023-01-12,50.8984
2023-01-13,50.2525
2023-01-14,50.2525
2023-01-15,50.2525
2023-01-16,50.2525
2023-01-17,49.6536
2023-01-18,45.8924
2023-01-19,52.3375
2023-01-20,51.1891
2023-01-21,51.1891
2023-01-22,51.1891
2023-01-23,55.2387
2023-01-24,53.9302
2023-01-25,54.4327
2023-01-26,55.1496
2023-01-27,55.9093
2023-01-28,55.9093
2023-01-29,55.9093
2023-01-30,53.8642
2023-01-31,56.5484
2023-02-01,57.9272
2023-02-02,58.6194
2023-02-03,59.2862
2023-02-04,59.2862
2023-02-05,59.2862
2023-02-06,59.1124
2023-02-07,61.2547
2023-02-08,60.5542
2023-02-09,58.9988
2023-02-10,57.5672
2023-02-11,57.5672
2023-02-12,57.5672
2023-02-13,58.8547
2023-02-14,58.5518
2023-02-15,57.813
2023-02-16,54.9821
2023-02-17,52.7612
2023-02-18,52.7612
2023-02-19,52.7612
2023-02-20,52.7612
2023-02-21,48.8356
2023-02-22,47.095
2023-02-23,47.9576
2023-02-24,48.6645
2023-02-25,48.6645
2023-02-26,48.6645
2023-02-27,48.0401
2023-02-28,48.1517
2023-03-01,49.2418
2023-03-02,45.114
2023-03-03,47.2871
2023-03-04,47.2871
2023-03-05,47.2871
2023-03-06,46.8734
2023-03-07,42.9113
2023-03-08,44.2495
2023-03-09,37.2874
2023-03-10,34.0956
2023-03-11,34.0956
2023-03-12,34.0956
2023-03-13,23.2774
2023-03-14,25.819
2023-03-15,27.7898
2023-03-16,31.7127
2023-03-17,29.3292
2023-03-18,29.3292
