,CIR US Equity
2020-04-08,29.3481
2020-04-09,30.6857
2020-04-10,30.6857
2020-04-11,30.6857
2020-04-12,30.6857
2020-04-13,30.9991
2020-04-14,30.6408
2020-04-15,30.0657
2020-04-16,29.2752
2020-04-17,31.7168
2020-04-18,31.7168
2020-04-19,31.7168
2020-04-20,30.7227
2020-04-21,31.2485
2020-04-22,32.2064
2020-04-23,32.9368
2020-04-24,32.3848
2020-04-25,32.3848
2020-04-26,32.3848
2020-04-27,32.7882
2020-04-28,36.1173
2020-04-29,40.2655
2020-04-30,40.7102
2020-05-01,37.7524
2020-05-02,37.7524
2020-05-03,37.7524
2020-05-04,36.5207
2020-05-05,36.3454
2020-05-06,35.8355
2020-05-07,37.7272
2020-05-08,37.9585
2020-05-09,37.9585
2020-05-10,37.9585
2020-05-11,37.5001
2020-05-12,37.46
2020-05-13,35.4341
2020-05-14,36.9586
2020-05-15,36.9183
2020-05-16,36.9183
2020-05-17,36.9183
2020-05-18,39.7118
2020-05-19,39.1289
2020-05-20,40.2406
2020-05-21,42.7143
2020-05-22,43.0843
2020-05-23,43.0843
2020-05-24,43.0843
2020-05-25,43.0843
2020-05-26,49.265
2020-05-27,47.9107
2020-05-28,48.5485
2020-05-29,48.7965
2020-05-30,48.7965
2020-05-31,48.7965
2020-06-01,56.8269
2020-06-02,54.0772
2020-06-03,53.6357
2020-06-04,55.4568
2020-06-05,59.1471
2020-06-06,59.1471
2020-06-07,59.1471
2020-06-08,62.9054
2020-06-09,59.1358
2020-06-10,56.7096
2020-06-11,52.44
2020-06-12,54.2105
2020-06-13,54.2105
2020-06-14,54.2105
2020-06-15,55.8734
2020-06-16,57.7282
2020-06-17,55.7583
2020-06-18,54.9084
2020-06-19,56.1694
2020-06-20,56.1694
2020-06-21,56.1694
2020-06-22,54.093
2020-06-23,54.1819
2020-06-24,51.3605
2020-06-25,52.8551
2020-06-26,55.1154
2020-06-27,55.1154
2020-06-28,55.1154
2020-06-29,56.7684
2020-06-30,57.9862
2020-07-01,56.4508
2020-07-02,57.0392
2020-07-03,57.0392
2020-07-04,57.0392
2020-07-05,57.0392
2020-07-06,56.5073
2020-07-07,55.935
2020-07-08,55.1102
2020-07-09,53.765
2020-07-10,54.7815
2020-07-11,54.7815
2020-07-12,54.7815
2020-07-13,55.6789
2020-07-14,57.3366
2020-07-15,60.2382
2020-07-16,60.3824
2020-07-17,59.9142
2020-07-18,59.9142
2020-07-19,59.9142
2020-07-20,59.2864
2020-07-21,60.3415
2020-07-22,60.3939
2020-07-23,61.0466
2020-07-24,59.2532
2020-07-25,59.2532
2020-07-26,59.2532
2020-07-27,59.4937
2020-07-28,58.9642
2020-07-29,59.9956
2020-07-30,59.1606
2020-07-31,55.0903
2020-08-01,55.0903
2020-08-02,55.0903
2020-08-03,57.83
2020-08-04,59.162
2020-08-05,61.1097
2020-08-06,60.7906
2020-08-07,63.5714
2020-08-08,63.5714
2020-08-09,63.5714
2020-08-10,60.9354
2020-08-11,60.029
2020-08-12,60.2652
2020-08-13,59.4106
2020-08-14,60.0552
2020-08-15,60.0552
2020-08-16,60.0552
2020-08-17,58.9114
2020-08-18,56.4106
2020-08-19,55.9278
2020-08-20,54.9963
2020-08-21,53.7338
2020-08-22,53.7338
2020-08-23,53.7338
2020-08-24,55.6977
2020-08-25,55.5887
2020-08-26,55.6246
2020-08-27,57.1659
2020-08-28,58.0424
2020-08-29,58.0424
2020-08-30,58.0424
2020-08-31,56.4647
2020-09-01,57.1762
2020-09-02,57.2133
2020-09-03,53.5874
2020-09-04,54.6121
2020-09-05,54.6121
2020-09-06,54.6121
2020-09-07,54.6121
2020-09-08,50.8176
2020-09-09,51.4133
2020-09-10,50.8204
2020-09-11,49.9379
2020-09-12,49.9379
2020-09-13,49.9379
2020-09-14,50.295
2020-09-15,49.4286
2020-09-16,50.6325
2020-09-17,50.6325
2020-09-18,51.7206
2020-09-19,51.7206
2020-09-20,51.7206
2020-09-21,46.1199
2020-09-22,48.5657
2020-09-23,46.6894
2020-09-24,48.4935
2020-09-25,49.4465
2020-09-26,49.4465
2020-09-27,49.4465
2020-09-28,51.6287
2020-09-29,51.781
2020-09-30,50.9282
2020-10-01,51.502
2020-10-02,52.6923
2020-10-03,52.6923
2020-10-04,52.6923
2020-10-05,52.8534
2020-10-06,51.9898
2020-10-07,55.0304
2020-10-08,55.6468
2020-10-09,56.0474
2020-10-10,56.0474
2020-10-11,56.0474
2020-10-12,56.5437
2020-10-13,55.8322
2020-10-14,56.3296
2020-10-15,57.3008
2020-10-16,55.4345
2020-10-17,55.4345
2020-10-18,55.4345
2020-10-19,54.2763
2020-10-20,56.3613
2020-10-21,53.5924
2020-10-22,55.2725
2020-10-23,55.3708
2020-10-24,55.3708
2020-10-25,55.3708
2020-10-26,52.9621
2020-10-27,50.2486
2020-10-28,47.2732
2020-10-29,47.2732
2020-10-30,49.7853
2020-10-31,49.7853
2020-11-01,49.7853
2020-11-02,52.0939
2020-11-03,53.6714
2020-11-04,50.3756
2020-11-05,50.1912
2020-11-06,51.1688
2020-11-07,51.1688
2020-11-08,51.1688
2020-11-09,62.5848
2020-11-10,64.4703
2020-11-11,60.9295
2020-11-12,58.3925
2020-11-13,59.3357
2020-11-14,59.3357
2020-11-15,59.3357
2020-11-16,61.6331
2020-11-17,61.1582
2020-11-18,62.2509
2020-11-19,63.7787
2020-11-20,61.9124
2020-11-21,61.9124
2020-11-22,61.9124
2020-11-23,63.2862
2020-11-24,66.1003
2020-11-25,61.98
2020-11-26,61.98
2020-11-27,60.4536
2020-11-28,60.4536
2020-11-29,60.4536
2020-11-30,53.8287
2020-12-01,55.5923
2020-12-02,56.7725
2020-12-03,58.3397
2020-12-04,61.2597
2020-12-05,61.2597
2020-12-06,61.2597
2020-12-07,60.4212
2020-12-08,58.7776
2020-12-09,59.0257
2020-12-10,59.2199
2020-12-11,57.5488
2020-12-12,57.5488
2020-12-13,57.5488
2020-12-14,57.3098
2020-12-15,59.1295
2020-12-16,57.9636
2020-12-17,59.3508
2020-12-18,57.8747
2020-12-19,57.8747
2020-12-20,57.8747
2020-12-21,55.001
2020-12-22,53.08
2020-12-23,55.8743
2020-12-24,56.5961
2020-12-25,56.5961
2020-12-26,56.5961
2020-12-27,56.5961
2020-12-28,57.2861
2020-12-29,57.1965
2020-12-30,58.748
2020-12-31,59.0452
2021-01-01,59.0452
2021-01-02,59.0452
2021-01-03,59.0452
2021-01-04,52.2514
2021-01-05,54.1293
2021-01-06,57.8599
2021-01-07,58.6592
2021-01-08,56.2476
2021-01-09,56.2476
2021-01-10,56.2476
2021-01-11,55.7852
2021-01-12,58.0205
2021-01-13,56.1051
2021-01-14,57.42
2021-01-15,55.3808
2021-01-16,55.3808
2021-01-17,55.3808
2021-01-18,55.3808
2021-01-19,55.2802
2021-01-20,55.8769
2021-01-21,51.4033
2021-01-22,51.3846
2021-01-23,51.3846
2021-01-24,51.3846
2021-01-25,50.3586
2021-01-26,49.0819
2021-01-27,45.7638
2021-01-28,46.1046
2021-01-29,43.8732
2021-01-30,43.8732
2021-01-31,43.8732
2021-02-01,44.8286
2021-02-02,45.9054
2021-02-03,45.4466
2021-02-04,46.6764
2021-02-05,48.2777
2021-02-06,48.2777
2021-02-07,48.2777
2021-02-08,49.6984
2021-02-09,49.2585
2021-02-10,47.1772
2021-02-11,46.8872
2021-02-12,47.2006
2021-02-13,47.2006
2021-02-14,47.2006
2021-02-15,47.2006
2021-02-16,49.3217
2021-02-17,48.3998
2021-02-18,45.937
2021-02-19,50.4286
2021-02-20,50.4286
2021-02-21,50.4286
2021-02-22,51.4226
2021-02-23,49.1783
2021-02-24,55.61
2021-02-25,52.0214
2021-02-26,51.449
2021-02-27,51.449
2021-02-28,51.449
2021-03-01,57.3253
2021-03-02,56.9073
2021-03-03,54.5864
2021-03-04,49.8075
2021-03-05,49.8075
2021-03-06,49.8075
2021-03-07,49.8075
2021-03-08,53.6851
2021-03-09,54.3082
2021-03-10,56.0439
2021-03-11,54.482
2021-03-12,57.8541
2021-03-13,57.8541
2021-03-14,57.8541
2021-03-15,59.3912
2021-03-16,55.5596
2021-03-17,55.0815
2021-03-18,51.2437
2021-03-19,48.5748
2021-03-20,48.5748
2021-03-21,48.5748
2021-03-22,46.9825
2021-03-23,45.9829
2021-03-24,45.4758
2021-03-25,45.137
2021-03-26,46.9838
2021-03-27,46.9838
2021-03-28,46.9838
2021-03-29,45.3758
2021-03-30,48.4245
2021-03-31,48.794
2021-04-01,49.6493
2021-04-02,49.6493
2021-04-03,49.6493
2021-04-04,49.6493
2021-04-05,50.5046
2021-04-06,49.3844
2021-04-07,46.2879
2021-04-08,48.0461
2021-04-09,48.2247
2021-04-10,48.2247
2021-04-11,48.2247
2021-04-12,48.6727
2021-04-13,46.2648
2021-04-14,47.3797
2021-04-15,46.915
2021-04-16,48.7189
2021-04-17,48.7189
2021-04-18,48.7189
2021-04-19,47.7189
2021-04-20,46.6016
2021-04-21,48.4736
2021-04-22,47.6184
2021-04-23,47.9109
2021-04-24,47.9109
2021-04-25,47.9109
2021-04-26,49.2307
2021-04-27,48.1955
2021-04-28,48.4616
2021-04-29,48.8497
2021-04-30,49.068
2021-05-01,49.068
2021-05-02,49.068
2021-05-03,49.4332
2021-05-04,51.6263
2021-05-05,52.3263
2021-05-06,53.9353
2021-05-07,54.8732
2021-05-08,54.8732
2021-05-09,54.8732
2021-05-10,55.6943
2021-05-11,52.4623
2021-05-12,47.6005
2021-05-13,51.4389
2021-05-14,53.4472
2021-05-15,53.4472
2021-05-16,53.4472
2021-05-17,54.5959
2021-05-18,54.189
2021-05-19,50.5461
2021-05-20,50.3588
2021-05-21,52.9725
2021-05-22,52.9725
2021-05-23,52.9725
2021-05-24,53.4966
2021-05-25,52.5475
2021-05-26,52.7137
2021-05-27,54.4022
2021-05-28,53.883
2021-05-29,53.883
2021-05-30,53.883
2021-05-31,53.883
2021-06-01,56.3435
2021-06-02,55.6264
2021-06-03,54.9035
2021-06-04,55.2792
2021-06-05,55.2792
2021-06-06,55.2792
2021-06-07,54.136
2021-06-08,55.2497
2021-06-09,53.5505
2021-06-10,51.6559
2021-06-11,51.847
2021-06-12,51.847
2021-06-13,51.847
2021-06-14,50.3153
2021-06-15,51.5097
2021-06-16,49.5693
2021-06-17,45.4824
2021-06-18,42.4182
2021-06-19,42.4182
2021-06-20,42.4182
2021-06-21,41.359
2021-06-22,40.2842
2021-06-23,42.398
2021-06-24,44.8405
2021-06-25,44.1882
2021-06-26,44.1882
2021-06-27,44.1882
2021-06-28,44.0745
2021-06-29,43.5719
2021-06-30,43.6486
2021-07-01,42.8058
2021-07-02,42.5831
2021-07-03,42.5831
2021-07-04,42.5831
2021-07-05,42.5831
2021-07-06,40.3891
2021-07-07,39.6093
2021-07-08,41.3521
2021-07-09,44.2704
2021-07-10,44.2704
2021-07-11,44.2704
2021-07-12,46.2859
2021-07-13,43.5494
2021-07-14,41.4406
2021-07-15,40.7661
2021-07-16,38.8579
2021-07-17,38.8579
2021-07-18,38.8579
2021-07-19,37.0469
2021-07-20,40.6888
2021-07-21,43.3747
2021-07-22,41.5728
2021-07-23,42.3979
2021-07-24,42.3979
2021-07-25,42.3979
2021-07-26,42.7528
2021-07-27,42.8048
2021-07-28,43.3115
2021-07-29,45.0862
2021-07-30,44.9126
2021-07-31,44.9126
2021-08-01,44.9126
2021-08-02,43.7999
2021-08-03,45.3381
2021-08-04,42.4814
2021-08-05,43.3968
2021-08-06,45.4385
2021-08-07,45.4385
2021-08-08,45.4385
2021-08-09,43.9516
2021-08-10,48.9805
2021-08-11,50.3763
2021-08-12,49.3977
2021-08-13,49.0924
2021-08-14,49.0924
2021-08-15,49.0924
2021-08-16,48.0755
2021-08-17,49.8015
2021-08-18,50.2478
2021-08-19,47.7587
2021-08-20,51.1459
2021-08-21,51.1459
2021-08-22,51.1459
2021-08-23,54.445
2021-08-24,57.081
2021-08-25,56.5385
2021-08-26,55.3718
2021-08-27,57.6041
2021-08-28,57.6041
2021-08-29,57.6041
2021-08-30,56.7053
2021-08-31,56.8079
2021-09-01,56.012
2021-09-02,53.4225
2021-09-03,49.7892
2021-09-04,49.7892
2021-09-05,49.7892
2021-09-06,49.7892
2021-09-07,50.7721
2021-09-08,51.0553
2021-09-09,51.2487
2021-09-10,48.6864
2021-09-11,48.6864
2021-09-12,48.6864
2021-09-13,49.2974
2021-09-14,46.7764
2021-09-15,47.1227
2021-09-16,46.9525
2021-09-17,47.4017
2021-09-18,47.4017
2021-09-19,47.4017
2021-09-20,45.6763
2021-09-21,44.9164
2021-09-22,47.3148
2021-09-23,50.291
2021-09-24,51.5635
2021-09-25,51.5635
2021-09-26,51.5635
2021-09-27,54.2112
2021-09-28,53.3374
2021-09-29,53.1088
2021-09-30,50.1102
2021-10-01,52.9115
2021-10-02,52.9115
2021-10-03,52.9115
2021-10-04,52.4682
2021-10-05,53.8676
2021-10-06,50.1069
2021-10-07,51.9671
2021-10-08,51.1408
2021-10-09,51.1408
2021-10-10,51.1408
2021-10-11,45.3213
2021-10-12,44.3927
2021-10-13,43.9165
2021-10-14,46.9409
2021-10-15,48.6643
2021-10-16,48.6643
2021-10-17,48.6643
2021-10-18,49.2163
2021-10-19,50.5661
2021-10-20,50.489
2021-10-21,50.1461
2021-10-22,48.6732
2021-10-23,48.6732
2021-10-24,48.6732
2021-10-25,46.8676
2021-10-26,44.9717
2021-10-27,42.3155
2021-10-28,42.1833
2021-10-29,39.8647
2021-10-30,39.8647
2021-10-31,39.8647
2021-11-01,49.0633
2021-11-02,49.5059
2021-11-03,50.741
2021-11-04,48.9869
2021-11-05,54.8436
2021-11-06,54.8436
2021-11-07,54.8436
2021-11-08,55.5806
2021-11-09,55.1396
2021-11-10,55.9037
2021-11-11,56.4489
2021-11-12,49.404
2021-11-13,49.404
2021-11-14,49.404
2021-11-15,47.4111
2021-11-16,49.6207
2021-11-17,50.6617
2021-11-18,50.6617
2021-11-19,50.7488
2021-11-20,50.7488
2021-11-21,50.7488
2021-11-22,49.2202
2021-11-23,48.7069
2021-11-24,48.5022
2021-11-25,48.5022
2021-11-26,43.7841
2021-11-27,43.7841
2021-11-28,43.7841
2021-11-29,42.9127
2021-11-30,38.5715
2021-12-01,36.8772
2021-12-02,39.4503
2021-12-03,39.5008
2021-12-04,39.5008
2021-12-05,39.5008
2021-12-06,42.5974
2021-12-07,42.8636
2021-12-08,43.2842
2021-12-09,43.0336
2021-12-10,41.4121
2021-12-11,41.4121
2021-12-12,41.4121
2021-12-13,38.9306
2021-12-14,38.844
2021-12-15,40.1391
2021-12-16,39.622
2021-12-17,38.3268
2021-12-18,38.3268
2021-12-19,38.3268
2021-12-20,37.6455
2021-12-21,39.6603
2021-12-22,40.3538
2021-12-23,43.9888
2021-12-24,43.9888
2021-12-25,43.9888
2021-12-26,43.9888
2021-12-27,46.0403
2021-12-28,45.2588
2021-12-29,44.5633
2021-12-30,43.9519
2021-12-31,43.9519
2022-01-01,43.9519
2022-01-02,43.9519
2022-01-03,44.6772
2022-01-04,44.9718
2022-01-05,42.4462
2022-01-06,41.596
2022-01-07,40.7515
2022-01-08,40.7515
2022-01-09,40.7515
2022-01-10,38.9436
2022-01-11,39.1431
2022-01-12,38.029
2022-01-13,39.3007
2022-01-14,38.899
2022-01-15,38.899
2022-01-16,38.899
2022-01-17,38.899
2022-01-18,37.2785
2022-01-19,36.9131
2022-01-20,45.8593
2022-01-21,46.8722
2022-01-22,46.8722
2022-01-23,46.8722
2022-01-24,47.7431
2022-01-25,46.4473
2022-01-26,46.1677
2022-01-27,44.6023
2022-01-28,46.0966
2022-01-29,46.0966
2022-01-30,46.0966
2022-01-31,50.1031
2022-02-01,47.9836
2022-02-02,48.0958
2022-02-03,47.2784
2022-02-04,45.8231
2022-02-05,45.8231
2022-02-06,45.8231
2022-02-07,48.0674
2022-02-08,51.8418
2022-02-09,52.7867
2022-02-10,49.3993
2022-02-11,49.1124
2022-02-12,49.1124
2022-02-13,49.1124
2022-02-14,48.7661
2022-02-15,49.9182
2022-02-16,50.1726
2022-02-17,49.9974
2022-02-18,51.4584
2022-02-19,51.4584
2022-02-20,51.4584
2022-02-21,51.4584
2022-02-22,48.4146
2022-02-23,45.4968
2022-02-24,46.2954
2022-02-25,48.0521
2022-02-26,48.0521
2022-02-27,48.0521
2022-02-28,48.4431
2022-03-01,44.6704
2022-03-02,45.8159
2022-03-03,45.4999
2022-03-04,41.7965
2022-03-05,41.7965
2022-03-06,41.7965
2022-03-07,40.7375
2022-03-08,41.8962
2022-03-09,46.0434
2022-03-10,44.9212
2022-03-11,42.7646
2022-03-12,42.7646
2022-03-13,42.7646
2022-03-14,41.3941
2022-03-15,52.1539
2022-03-16,52.8579
2022-03-17,54.669
2022-03-18,54.9673
2022-03-19,54.9673
2022-03-20,54.9673
2022-03-21,53.3587
2022-03-22,52.7661
2022-03-23,51.9871
2022-03-24,51.0515
2022-03-25,51.8728
2022-03-26,51.8728
2022-03-27,51.8728
2022-03-28,51.2527
2022-03-29,52.7516
2022-03-30,49.7478
2022-03-31,48.7982
2022-04-01,49.3122
2022-04-02,49.3122
2022-04-03,49.3122
2022-04-04,47.9494
2022-04-05,45.4034
2022-04-06,44.1434
2022-04-07,43.6003
2022-04-08,42.5408
2022-04-09,42.5408
2022-04-10,42.5408
2022-04-11,41.1835
2022-04-12,41.8021
2022-04-13,42.9776
2022-04-14,42.6312
2022-04-15,42.6312
2022-04-16,42.6312
2022-04-17,42.6312
2022-04-18,41.9811
2022-04-19,44.7308
2022-04-20,45.2869
2022-04-21,44.3368
2022-04-22,42.2662
2022-04-23,42.2662
2022-04-24,42.2662
2022-04-25,42.4773
2022-04-26,39.5831
2022-04-27,36.4594
2022-04-28,36.4384
2022-04-29,33.8076
2022-04-30,33.8076
2022-05-01,33.8076
2022-05-02,33.3477
2022-05-03,32.8281
2022-05-04,36.3255
2022-05-05,33.465
2022-05-06,32.381
2022-05-07,32.381
2022-05-08,32.381
2022-05-09,34.7497
2022-05-10,35.3623
2022-05-11,35.8389
2022-05-12,37.5961
2022-05-13,37.1792
2022-05-14,37.1792
2022-05-15,37.1792
2022-05-16,37.0896
2022-05-17,39.5024
2022-05-18,38.5699
2022-05-19,37.9053
2022-05-20,36.987
2022-05-21,36.987
2022-05-22,36.987
2022-05-23,39.9211
2022-05-24,37.9717
2022-05-25,37.0025
2022-05-26,39.3292
2022-05-27,41.1715
2022-05-28,41.1715
2022-05-29,41.1715
2022-05-30,41.1715
2022-05-31,41.2453
2022-06-01,43.3062
2022-06-02,43.2222
2022-06-03,41.7421
2022-06-04,41.7421
2022-06-05,41.7421
2022-06-06,42.8124
2022-06-07,45.0142
2022-06-08,43.0663
2022-06-09,44.5482
2022-06-10,40.3392
2022-06-11,40.3392
2022-06-12,40.3392
2022-06-13,37.7003
2022-06-14,36.1361
2022-06-15,36.0489
2022-06-16,33.734
2022-06-17,34.2502
2022-06-18,34.2502
2022-06-19,34.2502
2022-06-20,34.2502
2022-06-21,34.9757
2022-06-22,36.1102
2022-06-23,35.1583
2022-06-24,34.8192
2022-06-25,34.8192
2022-06-26,34.8192
2022-06-27,34.3847
2022-06-28,33.9009
2022-06-29,34.0837
2022-06-30,39.2922
2022-07-01,38.6343
2022-07-02,38.6343
2022-07-03,38.6343
2022-07-04,38.6343
2022-07-05,39.3902
2022-07-06,36.3296
2022-07-07,37.9638
2022-07-08,37.8864
2022-07-09,37.8864
2022-07-10,37.8864
2022-07-11,35.3289
2022-07-12,33.5328
2022-07-13,36.0448
2022-07-14,36.382
2022-07-15,38.1122
2022-07-16,38.1122
2022-07-17,38.1122
2022-07-18,39.886
2022-07-19,42.1593
2022-07-20,42.0727
2022-07-21,42.722
2022-07-22,41.113
2022-07-23,41.113
2022-07-24,41.113
2022-07-25,42.1974
2022-07-26,41.4086
2022-07-27,47.8474
2022-07-28,48.5173
2022-07-29,49.2974
2022-07-30,49.2974
2022-07-31,49.2974
2022-08-01,51.8042
2022-08-02,50.2891
2022-08-03,51.4838
2022-08-04,50.0268
2022-08-05,49.8134
2022-08-06,49.8134
2022-08-07,49.8134
2022-08-08,49.0912
2022-08-09,48.3659
2022-08-10,50.7018
2022-08-11,54.9212
2022-08-12,57.0379
2022-08-13,57.0379
2022-08-14,57.0379
2022-08-15,57.0983
2022-08-16,57.3465
2022-08-17,58.2214
2022-08-18,59.0896
2022-08-19,53.7274
2022-08-20,53.7274
2022-08-21,53.7274
2022-08-22,48.1316
2022-08-23,48.2009
2022-08-24,49.6626
2022-08-25,50.6235
2022-08-26,47.382
2022-08-27,47.382
2022-08-28,47.382
2022-08-29,45.7572
2022-08-30,45.6327
2022-08-31,44.4441
2022-09-01,43.248
2022-09-02,42.4898
2022-09-03,42.4898
2022-09-04,42.4898
2022-09-05,42.4898
2022-09-06,43.6348
2022-09-07,47.4246
2022-09-08,46.958
2022-09-09,49.4917
2022-09-10,49.4917
2022-09-11,49.4917
2022-09-12,50.6233
2022-09-13,46.7937
2022-09-14,47.5564
2022-09-15,48.962
2022-09-16,47.4769
2022-09-17,47.4769
2022-09-18,47.4769
2022-09-19,47.9593
2022-09-20,45.9443
2022-09-21,45.6139
2022-09-22,41.6196
2022-09-23,40.1533
2022-09-24,40.1533
2022-09-25,40.1533
2022-09-26,37.622
2022-09-27,37.8752
2022-09-28,40.8557
2022-09-29,41.5407
2022-09-30,48.9522
2022-10-01,48.9522
2022-10-02,48.9522
2022-10-03,52.0651
2022-10-04,55.985
2022-10-05,57.4353
2022-10-06,56.1484
2022-10-07,51.6935
2022-10-08,51.6935
2022-10-09,51.6935
2022-10-10,51.1721
2022-10-11,51.0242
2022-10-12,48.1726
2022-10-13,50.3751
2022-10-14,48.2004
2022-10-15,48.2004
2022-10-16,48.2004
2022-10-17,51.1642
2022-10-18,51.8896
2022-10-19,51.1044
2022-10-20,50.4318
2022-10-21,52.7263
2022-10-22,52.7263
2022-10-23,52.7263
2022-10-24,53.6201
2022-10-25,55.11
2022-10-26,55.4798
2022-10-27,56.0154
2022-10-28,58.3725
2022-10-29,58.3725
2022-10-30,58.3725
2022-10-31,59.4351
2022-11-01,60.9922
2022-11-02,57.0211
2022-11-03,56.9874
2022-11-04,58.163
2022-11-05,58.163
2022-11-06,58.163
2022-11-07,58.7211
2022-11-08,58.4279
2022-11-09,55.6604
2022-11-10,59.5005
2022-11-11,59.9579
2022-11-12,59.9579
2022-11-13,59.9579
2022-11-14,66.5768
2022-11-15,69.6985
2022-11-16,66.2661
2022-11-17,65.1178
2022-11-18,64.2855
2022-11-19,64.2855
2022-11-20,64.2855
2022-11-21,61.9844
2022-11-22,62.6289
2022-11-23,62.9916
2022-11-24,62.9916
2022-11-25,63.4932
2022-11-26,63.4932
2022-11-27,63.4932
2022-11-28,61.989
2022-11-29,63.7651
2022-11-30,67.0562
2022-12-01,67.1226
2022-12-02,66.0886
2022-12-03,66.0886
2022-12-04,66.0886
2022-12-05,65.2567
2022-12-06,63.7351
2022-12-07,63.4568
2022-12-08,64.4797
2022-12-09,60.5922
2022-12-10,60.5922
2022-12-11,60.5922
2022-12-12,61.835
2022-12-13,62.7214
2022-12-14,61.3838
2022-12-15,56.4943
2022-12-16,53.7721
2022-12-17,53.7721
2022-12-18,53.7721
2022-12-19,53.6299
2022-12-20,53.9323
2022-12-21,54.8712
2022-12-22,51.8013
2022-12-23,52.5668
2022-12-24,52.5668
2022-12-25,52.5668
2022-12-26,52.5668
2022-12-27,54.6726
2022-12-28,52.3
2022-12-29,54.7336
2022-12-30,52.5053
2022-12-31,52.5053
2023-01-01,52.5053
2023-01-02,52.5053
2023-01-03,51.5314
2023-01-04,52.2641
2023-01-05,51.4028
2023-01-06,53.1083
2023-01-07,53.1083
2023-01-08,53.1083
2023-01-09,54.4518
2023-01-10,56.7447
2023-01-11,56.272
2023-01-12,57.5167
2023-01-13,58.3109
2023-01-14,58.3109
2023-01-15,58.3109
2023-01-16,58.3109
2023-01-17,57.2704
2023-01-18,55.9055
2023-01-19,54.6566
2023-01-20,53.2006
2023-01-21,53.2006
2023-01-22,53.2006
2023-01-23,56.2044
2023-01-24,55.8403
2023-01-25,55.0355
2023-01-26,54.0285
2023-01-27,56.026
2023-01-28,56.026
2023-01-29,56.026
2023-01-30,54.8615
2023-01-31,59.8845
2023-02-01,59.2303
2023-02-02,59.3753
2023-02-03,59.6965
2023-02-04,59.6965
2023-02-05,59.6965
2023-02-06,56.262
2023-02-07,58.1862
2023-02-08,57.18
2023-02-09,56.1071
2023-02-10,56.1345
2023-02-11,56.1345
2023-02-12,56.1345
2023-02-13,56.9429
2023-02-14,57.1961
2023-02-15,57.225
2023-02-16,55.5932
2023-02-17,55.36
2023-02-18,55.36
2023-02-19,55.36
2023-02-20,55.36
2023-02-21,52.4746
2023-02-22,54.3217
2023-02-23,60.5062
2023-02-24,58.7277
2023-02-25,58.7277
2023-02-26,58.7277
2023-02-27,60.5758
2023-02-28,61.1354
2023-03-01,59.949
2023-03-02,60.1298
2023-03-03,61.3164
2023-03-04,61.3164
2023-03-05,61.3164
2023-03-06,56.8633
2023-03-07,56.3567
2023-03-08,57.0634
2023-03-09,54.6468
2023-03-10,49.1642
2023-03-11,49.1642
2023-03-12,49.1642
2023-03-13,44.8932
2023-03-14,48.1034
2023-03-15,51.21
2023-03-16,60.3694
2023-03-17,56.4854
2023-03-18,56.4854
