,HSY US Equity
2023-03-21,57.9465
2023-03-22,57.4412
2023-03-23,58.4734
2023-03-24,61.496
2023-03-25,61.496
2023-03-26,61.496
2023-03-27,63.641
2023-03-28,64.9692
2023-03-29,64.603
2023-03-30,65.0714
2023-03-31,65.8307
2023-04-01,65.8307
2023-04-02,65.8307
2023-04-03,67.6187
2023-04-04,68.1885
2023-04-05,69.031
2023-04-06,69.3031
2023-04-07,69.3031
2023-04-08,69.3031
2023-04-09,69.3031
2023-04-10,67.7359
2023-04-11,67.9966
2023-04-12,67.2329
2023-04-13,66.3457
2023-04-14,63.8866
2023-04-15,63.8866
2023-04-16,63.8866
2023-04-17,65.9726
2023-04-18,66.3889
2023-04-19,63.1633
2023-04-20,65.5146
2023-04-21,65.8256
2023-04-22,65.8256
2023-04-23,65.8256
2023-04-24,65.9365
2023-04-25,67.3813
2023-04-26,65.5933
2023-04-27,72.6591
2023-04-28,72.3009
2023-04-29,72.3009
2023-04-30,72.3009
2023-05-01,73.9212
2023-05-02,71.2353
2023-05-03,71.1179
2023-05-04,71.3512
2023-05-05,71.7302
2023-05-06,71.7302
2023-05-07,71.7302
2023-05-08,70.9422
2023-05-09,69.9625
2023-05-10,69.9874
2023-05-11,70.4054
2023-05-12,70.0993
2023-05-13,70.0993
2023-05-14,70.0993
2023-05-15,64.1561
2023-05-16,62.5191
2023-05-17,60.2811
2023-05-18,60.5995
2023-05-19,59.549
2023-05-20,59.549
2023-05-21,59.549
2023-05-22,55.6098
2023-05-23,55.0613
2023-05-24,55.1111
2023-05-25,52.5918
2023-05-26,49.6061
2023-05-27,49.6061
2023-05-28,49.6061
2023-05-29,49.6061
2023-05-30,48.1703
2023-05-31,51.7349
2023-06-01,51.6908
2023-06-02,52.9885
2023-06-03,52.9885
2023-06-04,52.9885
2023-06-05,51.3558
2023-06-06,46.9693
2023-06-07,44.9865
2023-06-08,47.1084
2023-06-09,47.8668
2023-06-10,47.8668
2023-06-11,47.8668
2023-06-12,47.2362
2023-06-13,49.9843
2023-06-14,52.845
2023-06-15,53.107
2023-06-16,52.9492
2023-06-17,52.9492
2023-06-18,52.9492
2023-06-19,52.9492
2023-06-20,50.4465
2023-06-21,50.9033
2023-06-22,52.4021
2023-06-23,51.0179
2023-06-24,51.0179
2023-06-25,51.0179
2023-06-26,51.4959
2023-06-27,51.9151
2023-06-28,41.7715
2023-06-29,41.04
2023-06-30,42.2134
2023-07-01,42.2134
2023-07-02,42.2134
2023-07-03,44.4878
2023-07-04,44.4878
2023-07-05,42.0264
2023-07-06,41.1789
2023-07-07,37.6074
2023-07-08,37.6074
2023-07-09,37.6074
2023-07-10,36.867
2023-07-11,36.389
2023-07-12,34.7543
2023-07-13,34.542
2023-07-14,35.0422
2023-07-15,35.0422
2023-07-16,35.0422
2023-07-17,35.797
2023-07-18,36.3118
2023-07-19,39.9152
2023-07-20,43.393
2023-07-21,44.5374
2023-07-22,44.5374
2023-07-23,44.5374
2023-07-24,43.8009
2023-07-25,42.1989
2023-07-26,39.291
2023-07-27,34.5334
2023-07-28,36.9221
2023-07-29,36.9221
2023-07-30,36.9221
2023-07-31,34.2323
2023-08-01,33.8086
2023-08-02,36.7337
2023-08-03,35.3896
2023-08-04,33.7344
2023-08-05,33.7344
2023-08-06,33.7344
2023-08-07,34.4704
2023-08-08,31.8887
2023-08-09,33.4095
2023-08-10,32.379
2023-08-11,32.2573
2023-08-12,32.2573
2023-08-13,32.2573
2023-08-14,33.1904
2023-08-15,31.1403
2023-08-16,30.4892
2023-08-17,30.0721
2023-08-18,31.6389
2023-08-19,31.6389
2023-08-20,31.6389
2023-08-21,30.2531
2023-08-22,28.967
2023-08-23,30.8005
2023-08-24,30.0154
2023-08-25,34.1512
2023-08-26,34.1512
2023-08-27,34.1512
2023-08-28,34.9626
2023-08-29,34.7601
2023-08-30,34.5144
2023-08-31,32.9608
2023-09-01,32.34
2023-09-02,32.34
2023-09-03,32.34
2023-09-04,32.34
2023-09-05,31.2839
2023-09-06,30.2842
2023-09-07,29.4862
2023-09-08,29.541
2023-09-09,29.541
2023-09-10,29.541
2023-09-11,33.5533
2023-09-12,30.8626
2023-09-13,33.4968
2023-09-14,35.9728
2023-09-15,36.6415
2023-09-16,36.6415
2023-09-17,36.6415
2023-09-18,36.7614
2023-09-19,34.4741
2023-09-20,37.1701
2023-09-21,35.0698
2023-09-22,34.9349
2023-09-23,34.9349
2023-09-24,34.9349
2023-09-25,33.6781
2023-09-26,33.1953
2023-09-27,31.5889
2023-09-28,31.1634
2023-09-29,30.137
2023-09-30,30.137
2023-10-01,30.137
2023-10-02,29.5254
2023-10-03,28.502
2023-10-04,30.8592
2023-10-05,28.9258
2023-10-06,28.6697
2023-10-07,28.6697
2023-10-08,28.6697
2023-10-09,29.6026
2023-10-10,28.8115
2023-10-11,27.4008
2023-10-12,25.343
2023-10-13,29.6041
2023-10-14,29.6041
2023-10-15,29.6041
2023-10-16,30.8381
2023-10-17,30.2389
2023-10-18,30.8031
2023-10-19,31.311
2023-10-20,30.9157
2023-10-21,30.9157
2023-10-22,30.9157
2023-10-23,29.8554
2023-10-24,31.3805
2023-10-25,36.829
2023-10-26,33.284
2023-10-27,30.5146
2023-10-28,30.5146
2023-10-29,30.5146
2023-10-30,32.7072
2023-10-31,34.2789
2023-11-01,34.8534
2023-11-02,36.7965
2023-11-03,35.7833
2023-11-04,35.7833
2023-11-05,35.7833
2023-11-06,35.569
2023-11-07,35.4558
2023-11-08,37.3128
2023-11-09,37.0247
2023-11-10,40.4269
2023-11-11,40.4269
2023-11-12,40.4269
2023-11-13,43.9534
2023-11-14,47.1117
2023-11-15,45.3277
2023-11-16,46.6294
2023-11-17,46.7893
2023-11-18,46.7893
2023-11-19,46.7893
2023-11-20,44.2772
2023-11-21,42.2891
2023-11-22,43.371
2023-11-23,43.371
2023-11-24,43.4462
2023-11-25,43.4462
2023-11-26,43.4462
2023-11-27,40.8167
2023-11-28,41.4758
2023-11-29,38.9864
2023-11-30,41.433
2023-12-01,44.6277
2023-12-02,44.6277
2023-12-03,44.6277
2023-12-04,44.3334
2023-12-05,42.183
2023-12-06,43.521
2023-12-07,43.4064
2023-12-08,40.7736
2023-12-09,40.7736
2023-12-10,40.7736
2023-12-11,41.372
2023-12-12,40.1369
2023-12-13,44.5525
2023-12-14,42.5112
2023-12-15,39.2652
2023-12-16,39.2652
2023-12-17,39.2652
2023-12-18,39.846
2023-12-19,40.1581
2023-12-20,38.0256
2023-12-21,39.6451
2023-12-22,41.2754
2023-12-23,41.2754
2023-12-24,41.2754
2023-12-25,41.2754
2023-12-26,42.2103
2023-12-27,42.7673
2023-12-28,42.9751
2023-12-29,45.4854
2023-12-30,45.4854
2023-12-31,45.4854
2024-01-01,45.4854
2024-01-02,50.8548
2024-01-03,50.6793
2024-01-04,49.4346
2024-01-05,46.8916
2024-01-06,46.8916
2024-01-07,46.8916
2024-01-08,50.4073
2024-01-09,51.8272
2024-01-10,48.7873
2024-01-11,49.4716
2024-01-12,49.6793
2024-01-13,49.6793
2024-01-14,49.6793
2024-01-15,49.6793
2024-01-16,50.4942
2024-01-17,50.5035
2024-01-18,50.4348
2024-01-19,49.4307
2024-01-20,49.4307
2024-01-21,49.4307
2024-01-22,47.3085
2024-01-23,51.0351
2024-01-24,48.4762
2024-01-25,48.5253
2024-01-26,49.3734
2024-01-27,49.3734
2024-01-28,49.3734
2024-01-29,51.8637
2024-01-30,55.8597
2024-01-31,52.1155
2024-02-01,56.0007
2024-02-02,55.2702
2024-02-03,55.2702
2024-02-04,55.2702
2024-02-05,54.0668
2024-02-06,52.566
2024-02-07,52.0829
2024-02-08,58.2302
2024-02-09,52.3138
2024-02-10,52.3138
2024-02-11,52.3138
2024-02-12,50.9629
2024-02-13,51.7965
2024-02-14,49.0326
2024-02-15,50.054
2024-02-16,50.0148
2024-02-17,50.0148
2024-02-18,50.0148
2024-02-19,50.0148
2024-02-20,51.8961
2024-02-21,51.0061
2024-02-22,51.8368
2024-02-23,52.069
2024-02-24,52.069
2024-02-25,52.069
2024-02-26,47.7798
2024-02-27,46.6824
2024-02-28,45.9545
2024-02-29,47.464
2024-03-01,47.5791
2024-03-02,47.5791
2024-03-03,47.5791
2024-03-04,44.44
2024-03-05,47.5846
2024-03-06,51.7653
2024-03-07,51.5153
2024-03-08,53.0587
2024-03-09,53.0587
2024-03-10,53.0587
2024-03-11,56.2115
2024-03-12,54.0638
2024-03-13,53.5821
2024-03-14,52.8846
2024-03-15,51.6117
2024-03-16,51.6117
2024-03-17,51.6117
2024-03-18,54.2426
2024-03-19,57.7434
2024-03-20,54.2628
2024-03-21,55.1178
2024-03-22,54.0401
2024-03-23,54.0401
2024-03-24,54.0401
2024-03-25,49.6784
2024-03-26,48.713
2024-03-27,50.7583
2024-03-28,51.3228
2024-03-29,51.3228
2024-03-30,51.3228
2024-03-31,51.3228
2024-04-01,53.9304
2024-04-02,55.4243
2024-04-03,51.1498
2024-04-04,51.8797
2024-04-05,50.289
2024-04-06,50.289
2024-04-07,50.289
2024-04-08,51.4118
