,SSB US Equity
2023-03-23,42.8537
2023-03-24,44.9452
2023-03-25,44.9452
2023-03-26,44.9452
2023-03-27,44.9681
2023-03-28,45.0272
2023-03-29,44.1056
2023-03-30,43.2102
2023-03-31,43.3395
2023-04-01,43.3395
2023-04-02,43.3395
2023-04-03,42.1961
2023-04-04,41.8584
2023-04-05,41.5046
2023-04-06,41.7375
2023-04-07,41.7375
2023-04-08,41.7375
2023-04-09,41.7375
2023-04-10,41.5131
2023-04-11,40.7046
2023-04-12,40.4871
2023-04-13,40.7328
2023-04-14,39.6489
2023-04-15,39.6489
2023-04-16,39.6489
2023-04-17,42.1536
2023-04-18,41.0449
2023-04-19,44.7921
2023-04-20,43.2676
2023-04-21,42.7462
2023-04-22,42.7462
2023-04-23,42.7462
2023-04-24,42.0668
2023-04-25,39.0587
2023-04-26,39.2942
2023-04-27,42.2143
2023-04-28,44.5226
2023-04-29,44.5226
2023-04-30,44.5226
2023-05-01,42.3245
2023-05-02,39.4033
2023-05-03,39.2166
2023-05-04,37.886
2023-05-05,41.9161
2023-05-06,41.9161
2023-05-07,41.9161
2023-05-08,40.3854
2023-05-09,39.4235
2023-05-10,38.9386
2023-05-11,37.5453
2023-05-12,37.6641
2023-05-13,37.6641
2023-05-14,37.6641
2023-05-15,39.0348
2023-05-16,37.6124
2023-05-17,44.1498
2023-05-18,44.8447
2023-05-19,42.9667
2023-05-20,42.9667
2023-05-21,42.9667
2023-05-22,45.968
2023-05-23,46.6627
2023-05-24,45.1147
2023-05-25,44.4059
2023-05-26,45.8292
2023-05-27,45.8292
2023-05-28,45.8292
2023-05-29,45.8292
2023-05-30,45.6796
2023-05-31,42.8449
2023-06-01,43.9623
2023-06-02,49.7662
2023-06-03,49.7662
2023-06-04,49.7662
2023-06-05,47.7776
2023-06-06,51.7654
2023-06-07,54.4529
2023-06-08,53.7614
2023-06-09,53.3076
2023-06-10,53.3076
2023-06-11,53.3076
2023-06-12,53.3425
2023-06-13,55.3466
2023-06-14,53.6345
2023-06-15,54.6787
2023-06-16,53.1381
2023-06-17,53.1381
2023-06-18,53.1381
2023-06-19,53.1381
2023-06-20,50.8868
2023-06-21,49.4339
2023-06-22,47.6679
2023-06-23,45.0263
2023-06-24,45.0263
2023-06-25,45.0263
2023-06-26,46.008
2023-06-27,46.8267
2023-06-28,46.1154
2023-06-29,48.3176
2023-06-30,47.244
2023-07-01,47.244
2023-07-02,47.244
2023-07-03,49.0287
2023-07-04,49.0287
2023-07-05,48.2425
2023-07-06,47.9816
2023-07-07,50.3831
2023-07-08,50.3831
2023-07-09,50.3831
2023-07-10,51.0853
2023-07-11,52.4768
2023-07-12,53.9997
2023-07-13,55.0566
2023-07-14,53.2127
2023-07-15,53.2127
2023-07-16,53.2127
2023-07-17,55.1025
2023-07-18,58.5867
2023-07-19,59.7759
2023-07-20,59.6945
2023-07-21,58.5086
2023-07-22,58.5086
2023-07-23,58.5086
2023-07-24,59.4462
2023-07-25,57.876
2023-07-26,61.3788
2023-07-27,58.4921
2023-07-28,59.8665
2023-07-29,59.8665
2023-07-30,59.8665
2023-07-31,59.9536
2023-08-01,59.2388
2023-08-02,59.0525
2023-08-03,60.2859
2023-08-04,60.4853
2023-08-05,60.4853
2023-08-06,60.4853
2023-08-07,60.9387
2023-08-08,58.9143
2023-08-09,57.6183
2023-08-10,56.3978
2023-08-11,56.0726
2023-08-12,56.0726
2023-08-13,56.0726
2023-08-14,55.3571
2023-08-15,52.2448
2023-08-16,51.4457
2023-08-17,50.4272
2023-08-18,50.1363
2023-08-19,50.1363
2023-08-20,50.1363
2023-08-21,49.3395
2023-08-22,46.7338
2023-08-23,48.256
2023-08-24,47.307
2023-08-25,46.445
2023-08-26,46.445
2023-08-27,46.445
2023-08-28,49.4328
2023-08-29,50.9776
2023-08-30,49.6724
2023-08-31,50.8166
2023-09-01,54.9267
2023-09-02,54.9267
2023-09-03,54.9267
2023-09-04,54.9267
2023-09-05,52.6682
2023-09-06,48.357
2023-09-07,46.3066
2023-09-08,46.9016
2023-09-09,46.9016
2023-09-10,46.9016
2023-09-11,46.4603
2023-09-12,47.7237
2023-09-13,46.1285
2023-09-14,47.62
2023-09-15,47.0426
2023-09-16,47.0426
2023-09-17,47.0426
2023-09-18,45.5199
2023-09-19,45.5389
2023-09-20,45.4733
2023-09-21,44.0455
2023-09-22,43.3018
2023-09-23,43.3018
2023-09-24,43.3018
2023-09-25,45.8513
2023-09-26,43.688
2023-09-27,42.0701
2023-09-28,43.3228
2023-09-29,44.1145
2023-09-30,44.1145
2023-10-01,44.1145
2023-10-02,42.1586
2023-10-03,40.2808
2023-10-04,41.7315
2023-10-05,44.9913
2023-10-06,46.7846
2023-10-07,46.7846
2023-10-08,46.7846
2023-10-09,46.461
2023-10-10,47.7402
2023-10-11,48.5232
2023-10-12,46.6783
2023-10-13,44.8786
2023-10-14,44.8786
2023-10-15,44.8786
2023-10-16,47.2651
2023-10-17,50.8993
2023-10-18,48.573
2023-10-19,46.1891
2023-10-20,43.56
2023-10-21,43.56
2023-10-22,43.56
2023-10-23,42.6876
2023-10-24,42.1401
2023-10-25,41.9746
2023-10-26,45.5554
2023-10-27,44.6428
2023-10-28,44.6428
2023-10-29,44.6428
2023-10-30,45.1612
2023-10-31,45.4458
2023-11-01,46.8321
2023-11-02,53.6736
2023-11-03,57.0833
2023-11-04,57.0833
2023-11-05,57.0833
2023-11-06,54.6557
2023-11-07,54.5475
2023-11-08,52.2288
2023-11-09,50.1604
2023-11-10,50.7605
2023-11-11,50.7605
2023-11-12,50.7605
2023-11-13,50.9473
2023-11-14,59.4977
2023-11-15,60.1292
2023-11-16,59.3559
2023-11-17,59.9271
2023-11-18,59.9271
2023-11-19,59.9271
2023-11-20,59.619
2023-11-21,55.7972
2023-11-22,56.3591
2023-11-23,56.3591
2023-11-24,56.4593
2023-11-25,56.4593
2023-11-26,56.4593
2023-11-27,55.1676
2023-11-28,55.2444
2023-11-29,56.7459
2023-11-30,56.8376
2023-12-01,63.0049
2023-12-02,63.0049
2023-12-03,63.0049
2023-12-04,64.6547
2023-12-05,61.6525
2023-12-06,61.633
2023-12-07,63.2428
2023-12-08,63.2428
2023-12-09,63.2428
2023-12-10,63.2428
2023-12-11,63.6086
2023-12-12,61.5389
2023-12-13,66.4782
2023-12-14,69.7478
2023-12-15,69.4067
2023-12-16,69.4067
2023-12-17,69.4067
2023-12-18,67.3035
2023-12-19,68.0569
2023-12-20,63.6045
2023-12-21,64.292
2023-12-22,64.6996
2023-12-23,64.6996
2023-12-24,64.6996
2023-12-25,64.6996
2023-12-26,65.6461
2023-12-27,65.5064
2023-12-28,64.9343
2023-12-29,62.1853
2023-12-30,62.1853
2023-12-31,62.1853
2024-01-01,62.1853
2024-01-02,62.8969
2024-01-03,57.5217
2024-01-04,58.5025
2024-01-05,58.1239
2024-01-06,58.1239
2024-01-07,58.1239
2024-01-08,59.3046
2024-01-09,57.2494
2024-01-10,57.8431
2024-01-11,55.349
2024-01-12,53.7337
2024-01-13,53.7337
2024-01-14,53.7337
2024-01-15,53.7337
2024-01-16,51.7999
2024-01-17,51.6328
2024-01-18,52.9061
2024-01-19,54.9799
2024-01-20,54.9799
2024-01-21,54.9799
2024-01-22,57.5356
2024-01-23,54.8654
2024-01-24,55.688
2024-01-25,53.1319
2024-01-26,57.8514
2024-01-27,57.8514
2024-01-28,57.8514
2024-01-29,60.9408
2024-01-30,59.8449
2024-01-31,54.4767
2024-02-01,51.5688
2024-02-02,51.2801
2024-02-03,51.2801
2024-02-04,51.2801
2024-02-05,49.7705
2024-02-06,49.5373
2024-02-07,50.8951
2024-02-08,50.7193
2024-02-09,54.1462
2024-02-10,54.1462
2024-02-11,54.1462
2024-02-12,55.56
2024-02-13,49.1359
2024-02-14,52.1072
2024-02-15,56.6072
2024-02-16,56.58
2024-02-17,56.58
2024-02-18,56.58
2024-02-19,56.58
2024-02-20,54.7854
2024-02-21,53.7041
2024-02-22,53.2744
2024-02-23,52.8506
2024-02-24,52.8506
2024-02-25,52.8506
2024-02-26,52.4055
2024-02-27,53.96
2024-02-28,52.1964
2024-02-29,54.3973
2024-03-01,51.9776
2024-03-02,51.9776
2024-03-03,51.9776
2024-03-04,51.9638
2024-03-05,55.2505
2024-03-06,53.782
2024-03-07,53.539
2024-03-08,53.5518
2024-03-09,53.5518
2024-03-10,53.5518
2024-03-11,53.0839
2024-03-12,51.4635
2024-03-13,50.8539
2024-03-14,48.3673
2024-03-15,47.9863
2024-03-16,47.9863
2024-03-17,47.9863
2024-03-18,46.9518
2024-03-19,47.4336
2024-03-20,51.6017
2024-03-21,53.0307
2024-03-22,50.1617
2024-03-23,50.1617
2024-03-24,50.1617
2024-03-25,49.6524
2024-03-26,49.4595
2024-03-27,53.9968
2024-03-28,55.1714
2024-03-29,55.1714
2024-03-30,55.1714
2024-03-31,55.1714
2024-04-01,52.3739
2024-04-02,49.065
2024-04-03,47.914
2024-04-04,48.0167
2024-04-05,49.9276
2024-04-06,49.9276
2024-04-07,49.9276
2024-04-08,51.4907
