,MTZ US Equity
2023-03-21,46.0566
2023-03-22,43.5427
2023-03-23,44.3491
2023-03-24,48.3446
2023-03-25,48.3446
2023-03-26,48.3446
2023-03-27,50.9247
2023-03-28,51.6191
2023-03-29,50.7697
2023-03-30,50.8951
2023-03-31,51.3438
2023-04-01,51.3438
2023-04-02,51.3438
2023-04-03,50.626
2023-04-04,45.0705
2023-04-05,44.4596
2023-04-06,43.9852
2023-04-07,43.9852
2023-04-08,43.9852
2023-04-09,43.9852
2023-04-10,47.1694
2023-04-11,47.6096
2023-04-12,47.6789
2023-04-13,47.0241
2023-04-14,45.4672
2023-04-15,45.4672
2023-04-16,45.4672
2023-04-17,46.8057
2023-04-18,45.8148
2023-04-19,45.6085
2023-04-20,45.9267
2023-04-21,43.2856
2023-04-22,43.2856
2023-04-23,43.2856
2023-04-24,45.3672
2023-04-25,44.0193
2023-04-26,42.6762
2023-04-27,45.4346
2023-04-28,47.4262
2023-04-29,47.4262
2023-04-30,47.4262
2023-05-01,45.9148
2023-05-02,45.4412
2023-05-03,46.3466
2023-05-04,44.0977
2023-05-05,48.7466
2023-05-06,48.7466
2023-05-07,48.7466
2023-05-08,47.3298
2023-05-09,49.6654
2023-05-10,50.0511
2023-05-11,50.6557
2023-05-12,55.1987
2023-05-13,55.1987
2023-05-14,55.1987
2023-05-15,57.2305
2023-05-16,55.4622
2023-05-17,55.9947
2023-05-18,58.5211
2023-05-19,56.0469
2023-05-20,56.0469
2023-05-21,56.0469
2023-05-22,57.1011
2023-05-23,55.7682
2023-05-24,52.759
2023-05-25,54.794
2023-05-26,56.565
2023-05-27,56.565
2023-05-28,56.565
2023-05-29,56.565
2023-05-30,60.0426
2023-05-31,59.0348
2023-06-01,59.4778
2023-06-02,62.5653
2023-06-03,62.5653
2023-06-04,62.5653
2023-06-05,63.0533
2023-06-06,63.9484
2023-06-07,65.4129
2023-06-08,66.4698
2023-06-09,65.2905
2023-06-10,65.2905
2023-06-11,65.2905
2023-06-12,65.2192
2023-06-13,65.36
2023-06-14,61.9721
2023-06-15,63.2306
2023-06-16,63.8494
2023-06-17,63.8494
2023-06-18,63.8494
2023-06-19,63.8494
2023-06-20,63.481
2023-06-21,66.2303
2023-06-22,66.4068
2023-06-23,62.1831
2023-06-24,62.1831
2023-06-25,62.1831
2023-06-26,64.2581
2023-06-27,66.8003
2023-06-28,65.47
2023-06-29,66.3173
2023-06-30,67.2002
2023-07-01,67.2002
2023-07-02,67.2002
2023-07-03,67.3656
2023-07-04,67.3656
2023-07-05,64.2044
2023-07-06,62.8821
2023-07-07,63.4291
2023-07-08,63.4291
2023-07-09,63.4291
2023-07-10,63.8054
2023-07-11,62.5769
2023-07-12,61.5286
2023-07-13,63.523
2023-07-14,60.9546
2023-07-15,60.9546
2023-07-16,60.9546
2023-07-17,61.231
2023-07-18,61.5873
2023-07-19,60.6167
2023-07-20,59.5994
2023-07-21,59.7869
2023-07-22,59.7869
2023-07-23,59.7869
2023-07-24,61.6492
2023-07-25,62.0191
2023-07-26,61.4064
2023-07-27,62.5745
2023-07-28,61.5177
2023-07-29,61.5177
2023-07-30,61.5177
2023-07-31,62.2934
2023-08-01,66.3325
2023-08-02,66.4476
2023-08-03,64.4831
2023-08-04,40.6996
2023-08-05,40.6996
2023-08-06,40.6996
2023-08-07,38.3605
2023-08-08,36.1959
2023-08-09,36.7965
2023-08-10,37.6743
2023-08-11,37.7296
2023-08-12,37.7296
2023-08-13,37.7296
2023-08-14,38.1379
2023-08-15,37.6484
2023-08-16,37.5041
2023-08-17,37.1286
2023-08-18,38.4779
2023-08-19,38.4779
2023-08-20,38.4779
2023-08-21,39.9107
2023-08-22,41.9484
2023-08-23,42.0327
2023-08-24,40.7907
2023-08-25,41.682
2023-08-26,41.682
2023-08-27,41.682
2023-08-28,44.6099
2023-08-29,46.8656
2023-08-30,45.579
2023-08-31,45.6492
2023-09-01,45.6289
2023-09-02,45.6289
2023-09-03,45.6289
2023-09-04,45.6289
2023-09-05,41.9104
2023-09-06,40.3761
2023-09-07,39.1904
2023-09-08,38.5666
2023-09-09,38.5666
2023-09-10,38.5666
2023-09-11,37.3936
2023-09-12,35.6815
2023-09-13,32.483
2023-09-14,37.0292
2023-09-15,35.064
2023-09-16,35.064
2023-09-17,35.064
2023-09-18,34.7034
2023-09-19,34.2971
2023-09-20,33.4527
2023-09-21,30.9468
2023-09-22,30.0361
2023-09-23,30.0361
2023-09-24,30.0361
2023-09-25,28.291
2023-09-26,27.632
2023-09-27,28.5142
2023-09-28,28.4686
2023-09-29,27.977
2023-09-30,27.977
2023-10-01,27.977
2023-10-02,26.6334
2023-10-03,25.2534
2023-10-04,27.2476
2023-10-05,27.076
2023-10-06,28.4592
2023-10-07,28.4592
2023-10-08,28.4592
2023-10-09,27.1174
2023-10-10,31.7652
2023-10-11,30.0577
2023-10-12,29.7493
2023-10-13,28.1904
2023-10-14,28.1904
2023-10-15,28.1904
2023-10-16,30.4714
2023-10-17,34.857
2023-10-18,33.2184
2023-10-19,31.8466
2023-10-20,30.2171
2023-10-21,30.2171
2023-10-22,30.2171
2023-10-23,32.0039
2023-10-24,30.9966
2023-10-25,30.1896
2023-10-26,32.258
2023-10-27,31.1434
2023-10-28,31.1434
2023-10-29,31.1434
2023-10-30,30.7574
2023-10-31,32.0121
2023-11-01,26.5355
2023-11-02,27.1518
2023-11-03,29.7136
2023-11-04,29.7136
2023-11-05,29.7136
2023-11-06,28.2643
2023-11-07,29.2532
2023-11-08,29.9355
2023-11-09,28.708
2023-11-10,30.7402
2023-11-11,30.7402
2023-11-12,30.7402
2023-11-13,30.653
2023-11-14,33.772
2023-11-15,36.0973
2023-11-16,35.8575
2023-11-17,35.9289
2023-11-18,35.9289
2023-11-19,35.9289
2023-11-20,37.8027
2023-11-21,39.7643
2023-11-22,40.5788
2023-11-23,40.5788
2023-11-24,40.4512
2023-11-25,40.4512
2023-11-26,40.4512
2023-11-27,40.0203
2023-11-28,38.3765
2023-11-29,43.4611
2023-11-30,45.2718
2023-12-01,47.8092
2023-12-02,47.8092
2023-12-03,47.8092
2023-12-04,49.0315
2023-12-05,50.2655
2023-12-06,49.1223
2023-12-07,49.4949
2023-12-08,51.1066
2023-12-09,51.1066
2023-12-10,51.1066
2023-12-11,51.9345
2023-12-12,52.3025
2023-12-13,55.7241
2023-12-14,59.3045
2023-12-15,56.3945
2023-12-16,56.3945
2023-12-17,56.3945
2023-12-18,54.7829
2023-12-19,56.5703
2023-12-20,53.5285
2023-12-21,55.1387
2023-12-22,55.6793
2023-12-23,55.6793
2023-12-24,55.6793
2023-12-25,55.6793
2023-12-26,56.9268
2023-12-27,56.9351
2023-12-28,57.7607
2023-12-29,57.8715
2023-12-30,57.8715
2023-12-31,57.8715
2024-01-01,57.8715
2024-01-02,56.0007
2024-01-03,52.0719
2024-01-04,51.441
2024-01-05,51.8466
2024-01-06,51.8466
2024-01-07,51.8466
2024-01-08,53.3319
2024-01-09,53.141
2024-01-10,56.1049
2024-01-11,54.0074
2024-01-12,52.8629
2024-01-13,52.8629
2024-01-14,52.8629
2024-01-15,52.8629
2024-01-16,49.9602
2024-01-17,47.154
2024-01-18,49.3756
2024-01-19,44.623
2024-01-20,44.623
2024-01-21,44.623
2024-01-22,46.1732
2024-01-23,46.147
2024-01-24,45.3658
2024-01-25,46.9083
2024-01-26,46.6377
2024-01-27,46.6377
2024-01-28,46.6377
2024-01-29,48.7975
2024-01-30,48.6089
2024-01-31,47.4699
2024-02-01,52.0012
2024-02-02,52.5731
2024-02-03,52.5731
2024-02-04,52.5731
2024-02-05,49.8103
2024-02-06,50.8106
2024-02-07,50.4297
2024-02-08,51.0555
2024-02-09,52.7058
2024-02-10,52.7058
2024-02-11,52.7058
2024-02-12,55.1076
2024-02-13,52.9704
2024-02-14,54.2234
2024-02-15,54.4153
2024-02-16,52.263
2024-02-17,52.263
2024-02-18,52.263
2024-02-19,52.263
2024-02-20,50.3441
2024-02-21,51.1512
2024-02-22,53.3225
2024-02-23,51.8669
2024-02-24,51.8669
2024-02-25,51.8669
2024-02-26,53.0897
2024-02-27,55.1898
2024-02-28,55.679
2024-02-29,56.3555
2024-03-01,63.9841
2024-03-02,63.9841
2024-03-03,63.9841
2024-03-04,65.8453
2024-03-05,64.267
2024-03-06,65.7312
2024-03-07,67.4906
2024-03-08,68.025
2024-03-09,68.025
2024-03-10,68.025
2024-03-11,63.4232
2024-03-12,62.9756
2024-03-13,61.3114
2024-03-14,58.7208
2024-03-15,58.7593
2024-03-16,58.7593
2024-03-17,58.7593
2024-03-18,60.2555
2024-03-19,59.7838
2024-03-20,60.2005
2024-03-21,63.371
2024-03-22,62.3034
2024-03-23,62.3034
2024-03-24,62.3034
2024-03-25,63.8468
2024-03-26,63.2568
2024-03-27,64.7721
2024-03-28,64.1638
2024-03-29,64.1638
2024-03-30,64.1638
2024-03-31,64.1638
2024-04-01,64.615
2024-04-02,62.8985
2024-04-03,64.6991
2024-04-04,60.9168
2024-04-05,61.9866
2024-04-06,61.9866
2024-04-07,61.9866
2024-04-08,62.5654
