,BRK/A US Equity
2020-07-01,46.0552
2020-07-02,46.2866
2020-07-03,46.2866
2020-07-04,46.2866
2020-07-05,46.2866
2020-07-06,49.0533
2020-07-07,48.1029
2020-07-08,48.1589
2020-07-09,46.9523
2020-07-10,49.2066
2020-07-11,49.2066
2020-07-12,49.2066
2020-07-13,50.1126
2020-07-14,53.6563
2020-07-15,53.9421
2020-07-16,54.2384
2020-07-17,54.1754
2020-07-18,54.1754
2020-07-19,54.1754
2020-07-20,53.904
2020-07-21,55.0108
2020-07-22,54.8855
2020-07-23,55.5295
2020-07-24,56.4816
2020-07-25,56.4816
2020-07-26,56.4816
2020-07-27,54.539
2020-07-28,55.8067
2020-07-29,57.3508
2020-07-30,55.5802
2020-07-31,56.5841
2020-08-01,56.5841
2020-08-02,56.5841
2020-08-03,58.7796
2020-08-04,59.4081
2020-08-05,61.3487
2020-08-06,62.214
2020-08-07,64.7073
2020-08-08,64.7073
2020-08-09,64.7073
2020-08-10,66.2147
2020-08-11,66.3963
2020-08-12,66.6057
2020-08-13,65.325
2020-08-14,64.0662
2020-08-15,64.0662
2020-08-16,64.0662
2020-08-17,60.1826
2020-08-18,61.4644
2020-08-19,59.8331
2020-08-20,58.9068
2020-08-21,59.6926
2020-08-22,59.6926
2020-08-23,59.6926
2020-08-24,62.7865
2020-08-25,63.2316
2020-08-26,64.1163
2020-08-27,65.3583
2020-08-28,66.0007
2020-08-29,66.0007
2020-08-30,66.0007
2020-08-31,66.0482
2020-09-01,65.9596
2020-09-02,67.9588
2020-09-03,64.0122
2020-09-04,64.0284
2020-09-05,64.0284
2020-09-06,64.0284
2020-09-07,64.0284
2020-09-08,63.8828
2020-09-09,64.9331
2020-09-10,63.0468
2020-09-11,62.9732
2020-09-12,62.9732
2020-09-13,62.9732
2020-09-14,64.1155
2020-09-15,63.4015
2020-09-16,63.8523
2020-09-17,61.1933
2020-09-18,61.7745
2020-09-19,61.7745
2020-09-20,61.7745
2020-09-21,55.9474
2020-09-22,56.5087
2020-09-23,52.7541
2020-09-24,52.0953
2020-09-25,52.8855
2020-09-26,52.8855
2020-09-27,52.8855
2020-09-28,55.5869
2020-09-29,52.9184
2020-09-30,55.1153
2020-10-01,54.2231
2020-10-02,53.5068
2020-10-03,53.5068
2020-10-04,53.5068
2020-10-05,54.3534
2020-10-06,52.0012
2020-10-07,54.3639
2020-10-08,56.3158
2020-10-09,56.4174
2020-10-10,56.4174
2020-10-11,56.4174
2020-10-12,56.9953
2020-10-13,53.2485
2020-10-14,51.4409
2020-10-15,52.2877
2020-10-16,52.8493
2020-10-17,52.8493
2020-10-18,52.8493
2020-10-19,49.7075
2020-10-20,50.8403
2020-10-21,50.7337
2020-10-22,51.9505
2020-10-23,53.2599
2020-10-24,53.2599
2020-10-25,53.2599
2020-10-26,49.0384
2020-10-27,47.7384
2020-10-28,43.0098
2020-10-29,43.8338
2020-10-30,43.5752
2020-10-31,43.5752
2020-11-01,43.5752
2020-11-02,46.1239
2020-11-03,48.7705
2020-11-04,48.1108
2020-11-05,49.5941
2020-11-06,50.7626
2020-11-07,50.7626
2020-11-08,50.7626
2020-11-09,59.1548
2020-11-10,63.8795
2020-11-11,62.8246
2020-11-12,60.1952
2020-11-13,62.0221
2020-11-14,62.0221
2020-11-15,62.0221
2020-11-16,64.6647
2020-11-17,64.6666
2020-11-18,62.3105
2020-11-19,61.9608
2020-11-20,59.8136
2020-11-21,59.8136
2020-11-22,59.8136
2020-11-23,60.9886
2020-11-24,63.3954
2020-11-25,62.971
2020-11-26,62.971
2020-11-27,61.1745
2020-11-28,61.1745
2020-11-29,61.1745
2020-11-30,59.0146
2020-12-01,59.4324
2020-12-02,59.895
2020-12-03,60.2268
2020-12-04,60.3567
2020-12-05,60.3567
2020-12-06,60.3567
2020-12-07,58.1632
2020-12-08,57.379
2020-12-09,56.2687
2020-12-10,56.2681
2020-12-11,55.9841
2020-12-12,55.9841
2020-12-13,55.9841
2020-12-14,53.0228
2020-12-15,53.97
2020-12-16,54.6952
2020-12-17,55.3995
2020-12-18,54.1286
2020-12-19,54.1286
2020-12-20,54.1286
2020-12-21,54.4234
2020-12-22,52.643
2020-12-23,53.1956
2020-12-24,55.2833
2020-12-25,55.2833
2020-12-26,55.2833
2020-12-27,55.2833
2020-12-28,56.5981
2020-12-29,57.8155
2020-12-30,57.9667
2020-12-31,59.4533
2021-01-01,59.4533
2021-01-02,59.4533
2021-01-03,59.4533
2021-01-04,56.2097
2021-01-05,54.9766
2021-01-06,57.451
2021-01-07,59.5061
2021-01-08,60.4931
2021-01-09,60.4931
2021-01-10,60.4931
2021-01-11,58.9763
2021-01-12,59.1945
2021-01-13,60.6385
2021-01-14,60.3211
2021-01-15,58.3271
2021-01-16,58.3271
2021-01-17,58.3271
2021-01-18,58.3271
2021-01-19,59.5286
2021-01-20,59.7111
2021-01-21,60.3884
2021-01-22,57.5662
2021-01-23,57.5662
2021-01-24,57.5662
2021-01-25,58.3291
2021-01-26,56.1272
2021-01-27,51.8176
2021-01-28,54.7962
2021-01-29,51.9279
2021-01-30,51.9279
2021-01-31,51.9279
2021-02-01,53.2041
2021-02-02,55.5715
2021-02-03,55.8584
2021-02-04,58.1291
2021-02-05,57.8568
2021-02-06,57.8568
2021-02-07,57.8568
2021-02-08,59.3382
2021-02-09,61.9526
2021-02-10,61.226
2021-02-11,61.4112
2021-02-12,63.1077
2021-02-13,63.1077
2021-02-14,63.1077
2021-02-15,63.1077
2021-02-16,65.1574
2021-02-17,65.6885
2021-02-18,63.0475
2021-02-19,60.6081
2021-02-20,60.6081
2021-02-21,60.6081
2021-02-22,63.0022
2021-02-23,63.8481
2021-02-24,65.6251
2021-02-25,60.0521
2021-02-26,57.782
2021-02-27,57.782
2021-02-28,57.782
2021-03-01,63.6054
2021-03-02,63.6369
2021-03-03,65.1375
2021-03-04,57.7966
2021-03-05,62.1755
2021-03-06,62.1755
2021-03-07,62.1755
2021-03-08,64.5094
2021-03-09,65.4289
2021-03-10,67.6362
2021-03-11,66.1902
2021-03-12,65.1873
2021-03-13,65.1873
2021-03-14,65.1873
2021-03-15,60.5477
2021-03-16,58.6339
2021-03-17,58.0056
2021-03-18,58.7645
2021-03-19,58.319
2021-03-20,58.319
2021-03-21,58.319
2021-03-22,57.0767
2021-03-23,55.498
2021-03-24,55.7374
2021-03-25,56.0431
2021-03-26,59.8526
2021-03-27,59.8526
2021-03-28,59.8526
2021-03-29,61.1799
2021-03-30,60.4913
2021-03-31,57.8329
2021-04-01,59.6665
2021-04-02,59.6665
2021-04-03,59.6665
2021-04-04,59.6665
2021-04-05,61.5863
2021-04-06,62.0789
2021-04-07,61.4744
2021-04-08,61.5176
2021-04-09,63.038
2021-04-10,63.038
2021-04-11,63.038
2021-04-12,64.0019
2021-04-13,63.9229
2021-04-14,64.1138
2021-04-15,64.8031
2021-04-16,66.4647
2021-04-17,66.4647
2021-04-18,66.4647
2021-04-19,64.5256
2021-04-20,62.1899
2021-04-21,64.9073
2021-04-22,62.127
2021-04-23,63.2526
2021-04-24,63.2526
2021-04-25,63.2526
2021-04-26,62.3956
2021-04-27,63.8885
2021-04-28,63.6106
2021-04-29,66.1667
2021-04-30,62.6116
2021-05-01,62.6116
2021-05-02,62.6116
2021-05-03,65.2888
2021-05-04,65.7688
2021-05-05,66.9091
2021-05-06,70.015
2021-05-07,70.5739
2021-05-08,70.5739
2021-05-09,70.5739
2021-05-10,71.2167
2021-05-11,65.3794
2021-05-12,62.5274
2021-05-13,64.2645
2021-05-14,66.2725
2021-05-15,66.2725
2021-05-16,66.2725
2021-05-17,64.6069
2021-05-18,63.1764
2021-05-19,62.5894
2021-05-20,62.8288
2021-05-21,63.1926
2021-05-22,63.1926
2021-05-23,63.1926
2021-05-24,64.2171
2021-05-25,62.3049
2021-05-26,62.4974
2021-05-27,63.4588
2021-05-28,63.6721
2021-05-29,63.6721
2021-05-30,63.6721
2021-05-31,63.6721
2021-06-01,63.214
2021-06-02,63.3452
2021-06-03,64.5585
2021-06-04,64.6641
2021-06-05,64.6641
2021-06-06,64.6641
2021-06-07,61.58
2021-06-08,61.5104
2021-06-09,60.54
2021-06-10,56.5615
2021-06-11,58.0549
2021-06-12,58.0549
2021-06-13,58.0549
2021-06-14,55.2861
2021-06-15,55.3686
2021-06-16,55.1135
2021-06-17,51.8475
2021-06-18,47.6327
2021-06-19,47.6327
2021-06-20,47.6327
2021-06-21,50.3943
2021-06-22,50.9741
2021-06-23,48.3145
2021-06-24,48.9283
2021-06-25,51.1628
2021-06-26,51.1628
2021-06-27,51.1628
2021-06-28,49.6252
2021-06-29,50.0075
2021-06-30,50.8941
2021-07-01,52.2107
2021-07-02,51.6123
2021-07-03,51.6123
2021-07-04,51.6123
2021-07-05,51.6123
2021-07-06,49.8082
2021-07-07,51.2277
2021-07-08,47.0184
2021-07-09,52.4496
2021-07-10,52.4496
2021-07-11,52.4496
2021-07-12,51.874
2021-07-13,51.2625
2021-07-14,50.5343
2021-07-15,52.0556
2021-07-16,49.9646
2021-07-17,49.9646
2021-07-18,49.9646
2021-07-19,46.2952
2021-07-20,49.4093
2021-07-21,51.3296
2021-07-22,50.1641
2021-07-23,50.7794
2021-07-24,50.7794
2021-07-25,50.7794
2021-07-26,51.0399
2021-07-27,52.501
2021-07-28,50.6453
2021-07-29,51.5492
2021-07-30,50.5492
2021-07-31,50.5492
2021-08-01,50.5492
2021-08-02,50.4324
2021-08-03,53.1691
2021-08-04,50.9931
2021-08-05,51.7267
2021-08-06,56.1959
2021-08-07,56.1959
2021-08-08,56.1959
2021-08-09,56.9964
2021-08-10,58.2481
2021-08-11,59.8218
2021-08-12,58.7792
2021-08-13,56.6168
2021-08-14,56.6168
2021-08-15,56.6168
2021-08-16,57.6743
2021-08-17,57.7881
2021-08-18,54.6489
2021-08-19,53.6417
2021-08-20,54.1758
2021-08-21,54.1758
2021-08-22,54.1758
2021-08-23,51.1617
2021-08-24,54.1648
2021-08-25,54.9955
2021-08-26,53.3981
2021-08-27,54.019
2021-08-28,54.019
2021-08-29,54.019
2021-08-30,53.2877
2021-08-31,53.3872
2021-09-01,53.4442
2021-09-02,52.5403
2021-09-03,49.7022
2021-09-04,49.7022
2021-09-05,49.7022
2021-09-06,49.7022
2021-09-07,47.1218
2021-09-08,47.6825
2021-09-09,47.4224
2021-09-10,46.0275
2021-09-11,46.0275
2021-09-12,46.0275
2021-09-13,47.9615
2021-09-14,45.6975
2021-09-15,47.574
2021-09-16,47.1719
2021-09-17,45.5433
2021-09-18,45.5433
2021-09-19,45.5433
2021-09-20,45.3053
2021-09-21,43.4286
2021-09-22,43.013
2021-09-23,47.5556
2021-09-24,47.3767
2021-09-25,47.3767
2021-09-26,47.3767
2021-09-27,49.217
2021-09-28,46.5792
2021-09-29,46.9874
2021-09-30,43.5795
2021-10-01,46.0284
2021-10-02,46.0284
2021-10-03,46.0284
2021-10-04,44.6877
2021-10-05,48.6573
2021-10-06,50.7076
2021-10-07,52.7579
2021-10-08,54.0644
2021-10-09,54.0644
2021-10-10,54.0644
2021-10-11,51.0809
2021-10-12,49.0793
2021-10-13,48.3913
2021-10-14,51.4827
2021-10-15,53.6994
2021-10-16,53.6994
2021-10-17,53.6994
2021-10-18,52.7689
2021-10-19,53.8179
2021-10-20,56.1273
2021-10-21,55.5934
2021-10-22,57.6595
2021-10-23,57.6595
2021-10-24,57.6595
2021-10-25,57.9994
2021-10-26,58.7501
2021-10-27,55.4195
2021-10-28,57.0833
2021-10-29,54.867
2021-10-30,54.867
2021-10-31,54.867
2021-11-01,53.6077
2021-11-02,55.3933
2021-11-03,55.8065
2021-11-04,54.5138
2021-11-05,55.0185
2021-11-06,55.0185
2021-11-07,55.0185
2021-11-08,55.6979
2021-11-09,53.2569
2021-11-10,52.5276
2021-11-11,51.5786
2021-11-12,53.0654
2021-11-13,53.0654
2021-11-14,53.0654
2021-11-15,51.4985
2021-11-16,50.4146
2021-11-17,49.4034
2021-11-18,47.1303
2021-11-19,47.6096
2021-11-20,47.6096
2021-11-21,47.6096
2021-11-22,52.1056
2021-11-23,54.9709
2021-11-24,53.8727
2021-11-25,53.8727
2021-11-26,50.2739
2021-11-27,50.2739
2021-11-28,50.2739
2021-11-29,48.6997
2021-11-30,44.05
2021-12-01,43.4278
2021-12-02,46.5769
2021-12-03,45.5661
2021-12-04,45.5661
2021-12-05,45.5661
2021-12-06,50.0319
2021-12-07,51.9975
2021-12-08,50.6214
2021-12-09,51.171
2021-12-10,54.6283
2021-12-11,54.6283
2021-12-12,54.6283
2021-12-13,55.9629
2021-12-14,59.7224
2021-12-15,58.2469
2021-12-16,62.5676
2021-12-17,56.3176
2021-12-18,56.3176
2021-12-19,56.3176
2021-12-20,53.4405
2021-12-21,55.6621
2021-12-22,56.2789
2021-12-23,56.3052
2021-12-24,56.3052
2021-12-25,56.3052
2021-12-26,56.3052
2021-12-27,57.2882
2021-12-28,58.2613
2021-12-29,59.2497
2021-12-30,59.4841
2021-12-31,58.3017
2022-01-01,58.3017
2022-01-02,58.3017
2022-01-03,59.7781
2022-01-04,63.9275
2022-01-05,64.4421
2022-01-06,66.3277
2022-01-07,68.3498
2022-01-08,68.3498
2022-01-09,68.3498
2022-01-10,66.6357
2022-01-11,67.5777
2022-01-12,67.9783
2022-01-13,68.6189
2022-01-14,69.0632
2022-01-15,69.0632
2022-01-16,69.0632
2022-01-17,69.0632
2022-01-18,65.6817
2022-01-19,61.7606
2022-01-20,58.4709
2022-01-21,54.1712
2022-01-22,54.1712
2022-01-23,54.1712
2022-01-24,53.3451
2022-01-25,55.338
2022-01-26,56.0093
2022-01-27,54.8036
2022-01-28,58.1062
2022-01-29,58.1062
2022-01-30,58.1062
2022-01-31,58.0683
2022-02-01,58.5825
2022-02-02,61.5259
2022-02-03,57.9578
2022-02-04,58.2555
2022-02-05,58.2555
2022-02-06,58.2555
2022-02-07,58.8153
2022-02-08,61.3069
2022-02-09,61.9317
2022-02-10,59.9009
2022-02-11,59.5099
2022-02-12,59.5099
2022-02-13,59.5099
2022-02-14,55.9337
2022-02-15,56.5431
2022-02-16,56.7261
2022-02-17,54.7778
2022-02-18,55.4471
2022-02-19,55.4471
2022-02-20,55.4471
2022-02-21,55.4471
2022-02-22,55.0061
2022-02-23,51.9958
2022-02-24,50.3515
2022-02-25,57.4047
2022-02-26,57.4047
2022-02-27,57.4047
2022-02-28,55.9078
2022-03-01,55.7517
2022-03-02,59.4298
2022-03-03,61.1088
2022-03-04,59.2302
2022-03-05,59.2302
2022-03-06,59.2302
2022-03-07,57.8224
2022-03-08,54.814
2022-03-09,58.3385
2022-03-10,58.1434
2022-03-11,58.808
2022-03-12,58.808
2022-03-13,58.808
2022-03-14,60.1242
2022-03-15,61.5213
2022-03-16,63.3074
2022-03-17,67.1712
2022-03-18,64.5133
2022-03-19,64.5133
2022-03-20,64.5133
2022-03-21,67.4507
2022-03-22,67.6478
2022-03-23,65.6862
2022-03-24,67.3766
2022-03-25,69.6072
2022-03-26,69.6072
2022-03-27,69.6072
2022-03-28,69.6561
2022-03-29,66.2327
2022-03-30,67.2611
2022-03-31,63.8464
2022-04-01,63.3328
2022-04-02,63.3328
2022-04-03,63.3328
2022-04-04,59.4765
2022-04-05,58.3733
2022-04-06,58.6661
2022-04-07,59.4778
2022-04-08,62.0597
2022-04-09,62.0597
2022-04-10,62.0597
2022-04-11,61.4417
2022-04-12,59.9871
2022-04-13,58.0712
2022-04-14,56.6623
2022-04-15,56.6623
2022-04-16,56.6623
2022-04-17,56.6623
2022-04-18,57.6306
2022-04-19,58.7995
2022-04-20,58.6396
2022-04-21,55.5577
2022-04-22,51.4609
2022-04-23,51.4609
2022-04-24,51.4609
2022-04-25,51.7307
2022-04-26,48.6323
2022-04-27,48.2853
2022-04-28,49.1308
2022-04-29,44.1544
2022-04-30,44.1544
2022-05-01,44.1544
2022-05-02,42.2836
2022-05-03,43.5029
2022-05-04,48.3692
2022-05-05,44.4679
2022-05-06,43.9298
2022-05-07,43.9298
2022-05-08,43.9298
2022-05-09,41.6521
2022-05-10,41.2734
2022-05-11,40.7924
2022-05-12,39.1056
2022-05-13,40.4573
2022-05-14,40.4573
2022-05-15,40.4573
2022-05-16,40.2492
2022-05-17,43.1962
2022-05-18,40.2435
2022-05-19,38.9606
2022-05-20,39.15
2022-05-21,39.15
2022-05-22,39.15
2022-05-23,42.3128
2022-05-24,42.0577
2022-05-25,41.8507
2022-05-26,44.196
2022-05-27,47.8263
2022-05-28,47.8263
2022-05-29,47.8263
2022-05-30,47.8263
2022-05-31,46.3651
2022-06-01,45.0011
2022-06-02,46.1443
2022-06-03,44.5748
2022-06-04,44.5748
2022-06-05,44.5748
2022-06-06,44.8624
2022-06-07,46.059
2022-06-08,43.477
2022-06-09,40.3283
2022-06-10,37.1795
2022-06-11,37.1795
2022-06-12,37.1795
2022-06-13,33.6749
2022-06-14,32.0797
2022-06-15,33.3151
2022-06-16,30.5981
2022-06-17,30.454
2022-06-18,30.454
2022-06-19,30.454
2022-06-20,30.454
2022-06-21,32.3226
2022-06-22,31.9122
2022-06-23,31.2728
2022-06-24,37.1472
2022-06-25,37.1472
2022-06-26,37.1472
2022-06-27,37.2569
2022-06-28,36.0515
2022-06-29,35.8087
2022-06-30,35.3471
2022-07-01,38.0612
2022-07-02,38.0612
2022-07-03,38.0612
2022-07-04,38.0612
2022-07-05,37.5867
2022-07-06,37.7084
2022-07-07,39.7298
2022-07-08,40.7533
2022-07-09,40.7533
2022-07-10,40.7533
2022-07-11,39.7069
2022-07-12,39.3184
2022-07-13,39.6556
2022-07-14,38.3749
2022-07-15,40.8193
2022-07-16,40.8193
2022-07-17,40.8193
2022-07-18,39.7141
2022-07-19,44.0023
2022-07-20,45.5399
2022-07-21,46.1753
2022-07-22,45.7408
2022-07-23,45.7408
2022-07-24,45.7408
2022-07-25,46.9062
2022-07-26,45.5851
2022-07-27,48.4322
2022-07-28,50.5501
2022-07-29,53.7787
2022-07-30,53.7787
2022-07-31,53.7787
2022-08-01,51.2623
2022-08-02,49.4065
2022-08-03,50.8436
2022-08-04,50.3925
2022-08-05,49.4779
2022-08-06,49.4779
2022-08-07,49.4779
2022-08-08,49.3499
2022-08-09,49.6813
2022-08-10,50.7084
2022-08-11,51.6401
2022-08-12,54.2823
2022-08-13,54.2823
2022-08-14,54.2823
2022-08-15,55.1303
2022-08-16,57.1677
2022-08-17,55.4582
2022-08-18,55.5002
2022-08-19,51.3214
2022-08-20,51.3214
2022-08-21,51.3214
2022-08-22,46.5427
2022-08-23,47.3241
2022-08-24,49.6942
2022-08-25,51.7029
2022-08-26,47.6888
2022-08-27,47.6888
2022-08-28,47.6888
2022-08-29,46.7653
2022-08-30,45.6309
2022-08-31,43.1093
2022-09-01,44.242
2022-09-02,42.3832
2022-09-03,42.3832
2022-09-04,42.3832
2022-09-05,42.3832
2022-09-06,42.0722
2022-09-07,44.1098
2022-09-08,45.9316
2022-09-09,47.0357
2022-09-10,47.0357
2022-09-11,47.0357
2022-09-12,48.2301
2022-09-13,43.7137
2022-09-14,44.3888
2022-09-15,43.3731
2022-09-16,42.6112
2022-09-17,42.6112
2022-09-18,42.6112
2022-09-19,45.2487
2022-09-20,44.7885
2022-09-21,41.2627
2022-09-22,40.5559
2022-09-23,40.3072
2022-09-24,40.3072
2022-09-25,40.3072
2022-09-26,38.8241
2022-09-27,39.8338
2022-09-28,43.5913
2022-09-29,42.4008
2022-09-30,42.3321
2022-10-01,42.3321
2022-10-02,42.3321
2022-10-03,45.0658
2022-10-04,49.0462
2022-10-05,47.8873
2022-10-06,46.4749
2022-10-07,43.358
2022-10-08,43.358
2022-10-09,43.358
2022-10-10,42.4956
2022-10-11,42.448
2022-10-12,41.3996
2022-10-13,47.3882
2022-10-14,46.6283
2022-10-15,46.6283
2022-10-16,46.6283
2022-10-17,48.815
2022-10-18,51.8302
2022-10-19,49.6168
2022-10-20,47.2827
2022-10-21,51.3673
2022-10-22,51.3673
2022-10-23,51.3673
2022-10-24,52.8897
2022-10-25,53.9802
2022-10-26,53.736
2022-10-27,54.3821
2022-10-28,58.16
2022-10-29,58.16
2022-10-30,58.16
2022-10-31,55.8201
2022-11-01,55.1348
2022-11-02,53.6999
2022-11-03,50.5685
2022-11-04,51.514
2022-11-05,51.514
2022-11-06,51.514
2022-11-07,53.408
2022-11-08,54.396
2022-11-09,52.3893
2022-11-10,58.0402
2022-11-11,60.5768
2022-11-12,60.5768
2022-11-13,60.5768
2022-11-14,59.773
2022-11-15,60.1381
2022-11-16,59.2146
2022-11-17,58.5884
2022-11-18,59.6984
2022-11-19,59.6984
2022-11-20,59.6984
2022-11-21,59.8515
2022-11-22,61.7674
2022-11-23,61.7767
2022-11-24,61.7767
2022-11-25,62.1735
2022-11-26,62.1735
2022-11-27,62.1735
2022-11-28,59.8581
2022-11-29,60.6539
2022-11-30,61.7652
2022-12-01,60.4925
2022-12-02,60.5762
2022-12-03,60.5762
2022-12-04,60.5762
2022-12-05,57.1507
2022-12-06,55.7045
2022-12-07,54.506
2022-12-08,54.8734
2022-12-09,54.9432
2022-12-10,54.9432
2022-12-11,54.9432
2022-12-12,57.4434
2022-12-13,57.7197
2022-12-14,56.0897
2022-12-15,52.0549
2022-12-16,51.0335
2022-12-17,51.0335
2022-12-18,51.0335
2022-12-19,51.2634
2022-12-20,52.012
2022-12-21,55.4203
2022-12-22,52.0814
2022-12-23,53.6083
2022-12-24,53.6083
2022-12-25,53.6083
2022-12-26,53.6083
2022-12-27,53.0705
2022-12-28,52.2616
2022-12-29,55.1879
2022-12-30,55.1824
2022-12-31,55.1824
2023-01-01,55.1824
2023-01-02,55.1824
2023-01-03,55.449
2023-01-04,57.6068
2023-01-05,56.5137
2023-01-06,59.0766
2023-01-07,59.0766
2023-01-08,59.0766
2023-01-09,57.5661
2023-01-10,57.889
2023-01-11,59.3037
2023-01-12,58.7984
2023-01-13,57.967
2023-01-14,57.967
2023-01-15,57.967
2023-01-16,57.967
2023-01-17,55.7408
2023-01-18,51.7523
2023-01-19,50.1109
2023-01-20,52.8716
2023-01-21,52.8716
2023-01-22,52.8716
2023-01-23,52.8539
2023-01-24,53.3563
2023-01-25,53.5965
2023-01-26,52.8693
2023-01-27,52.8849
2023-01-28,52.8849
2023-01-29,52.8849
2023-01-30,50.7331
2023-01-31,53.8504
2023-02-01,52.8108
2023-02-02,53.3975
2023-02-03,51.0647
2023-02-04,51.0647
2023-02-05,51.0647
2023-02-06,51.1656
2023-02-07,54.1789
2023-02-08,51.3353
2023-02-09,50.5075
2023-02-10,52.9769
2023-02-11,52.9769
2023-02-12,52.9769
2023-02-13,54.5762
2023-02-14,52.8268
2023-02-15,51.356
2023-02-16,50.6175
2023-02-17,50.6501
2023-02-18,50.6501
2023-02-19,50.6501
2023-02-20,50.6501
2023-02-21,46.9846
2023-02-22,47.6544
2023-02-23,47.3942
2023-02-24,48.4584
2023-02-25,48.4584
2023-02-26,48.4584
2023-02-27,48.5542
2023-02-28,49.3123
2023-03-01,48.8094
2023-03-02,50.8799
2023-03-03,53.753
2023-03-04,53.753
2023-03-05,53.753
2023-03-06,56.5804
2023-03-07,52.4278
2023-03-08,52.635
2023-03-09,47.9174
2023-03-10,47.6885
2023-03-11,47.6885
2023-03-12,47.6885
2023-03-13,46.7083
2023-03-14,48.4158
2023-03-15,43.386
2023-03-16,46.3197
2023-03-17,42.0702
