,BLKB US Equity
2023-03-19,48.0903
2023-03-20,49.5127
2023-03-21,50.3691
2023-03-22,46.5028
2023-03-23,48.1577
2023-03-24,49.7068
2023-03-25,49.7068
2023-03-26,49.7068
2023-03-27,59.5999
2023-03-28,60.841
2023-03-29,63.751
2023-03-30,64.6567
2023-03-31,65.9969
2023-04-01,65.9969
2023-04-02,65.9969
2023-04-03,66.3325
2023-04-04,65.1734
2023-04-05,61.9191
2023-04-06,62.4016
2023-04-07,62.4016
2023-04-08,62.4016
2023-04-09,62.4016
2023-04-10,62.6276
2023-04-11,61.3348
2023-04-12,60.5924
2023-04-13,63.1192
2023-04-14,60.9959
2023-04-15,60.9959
2023-04-16,60.9959
2023-04-17,59.0732
2023-04-18,58.9097
2023-04-19,58.0373
2023-04-20,57.8474
2023-04-21,58.3332
2023-04-22,58.3332
2023-04-23,58.3332
2023-04-24,58.6354
2023-04-25,57.2782
2023-04-26,59.9026
2023-04-27,61.1083
2023-04-28,61.8863
2023-04-29,61.8863
2023-04-30,61.8863
2023-05-01,60.3287
2023-05-02,57.6039
2023-05-03,57.1996
2023-05-04,61.5008
2023-05-05,61.2708
2023-05-06,61.2708
2023-05-07,61.2708
2023-05-08,61.4794
2023-05-09,60.3978
2023-05-10,61.0593
2023-05-11,60.2658
2023-05-12,61.2109
2023-05-13,61.2109
2023-05-14,61.2109
2023-05-15,61.985
2023-05-16,62.4533
2023-05-17,64.4231
2023-05-18,64.6061
2023-05-19,62.8237
2023-05-20,62.8237
2023-05-21,62.8237
2023-05-22,64.4259
2023-05-23,62.1489
2023-05-24,61.9578
2023-05-25,62.7862
2023-05-26,63.4582
2023-05-27,63.4582
2023-05-28,63.4582
2023-05-29,63.4582
2023-05-30,61.8691
2023-05-31,63.6334
2023-06-01,61.1607
2023-06-02,63.7564
2023-06-03,63.7564
2023-06-04,63.7564
2023-06-05,63.7887
2023-06-06,62.8043
2023-06-07,62.191
2023-06-08,60.7876
2023-06-09,60.4349
2023-06-10,60.4349
2023-06-11,60.4349
2023-06-12,61.5317
2023-06-13,62.4203
2023-06-14,59.2855
2023-06-15,58.7571
2023-06-16,57.868
2023-06-17,57.868
2023-06-18,57.868
2023-06-19,57.868
2023-06-20,54.1654
2023-06-21,51.7095
2023-06-22,51.7816
2023-06-23,49.4617
2023-06-24,49.4617
2023-06-25,49.4617
2023-06-26,47.5952
2023-06-27,47.6748
2023-06-28,48.1365
2023-06-29,51.8588
2023-06-30,54.2417
2023-07-01,54.2417
2023-07-02,54.2417
2023-07-03,54.4725
2023-07-04,54.4725
2023-07-05,54.4725
2023-07-06,54.3259
2023-07-07,58.4031
2023-07-08,58.4031
2023-07-09,58.4031
2023-07-10,60.0386
2023-07-11,60.4102
2023-07-12,61.3802
2023-07-13,64.1094
2023-07-14,65.4182
2023-07-15,65.4182
2023-07-16,65.4182
2023-07-17,67.2142
2023-07-18,67.4943
2023-07-19,68.6041
2023-07-20,60.4141
2023-07-21,56.711
2023-07-22,56.711
2023-07-23,56.711
2023-07-24,55.4125
2023-07-25,57.7105
2023-07-26,57.3446
2023-07-27,55.1737
2023-07-28,55.2363
2023-07-29,55.2363
2023-07-30,55.2363
2023-07-31,57.7974
2023-08-01,56.7838
2023-08-02,54.72
2023-08-03,54.0766
2023-08-04,52.8425
2023-08-05,52.8425
2023-08-06,52.8425
2023-08-07,53.7524
2023-08-08,51.4668
2023-08-09,51.3906
2023-08-10,50.3118
2023-08-11,51.3433
2023-08-12,51.3433
2023-08-13,51.3433
2023-08-14,55.2569
2023-08-15,53.1134
2023-08-16,53.7775
2023-08-17,48.3538
2023-08-18,47.9258
2023-08-19,47.9258
2023-08-20,47.9258
2023-08-21,50.274
2023-08-22,50.4392
2023-08-23,50.6571
2023-08-24,46.2823
2023-08-25,50.0304
2023-08-26,50.0304
2023-08-27,50.0304
2023-08-28,52.4149
2023-08-29,54.3183
2023-08-30,55.086
2023-08-31,57.275
2023-09-01,57.3134
2023-09-02,57.3134
2023-09-03,57.3134
2023-09-04,57.3134
2023-09-05,54.4988
2023-09-06,50.0544
2023-09-07,49.0938
2023-09-08,49.3396
2023-09-09,49.3396
2023-09-10,49.3396
2023-09-11,49.9309
2023-09-12,50.5736
2023-09-13,49.586
2023-09-14,51.611
2023-09-15,49.4839
2023-09-16,49.4839
2023-09-17,49.4839
2023-09-18,51.3728
2023-09-19,50.2353
2023-09-20,49.9493
2023-09-21,47.8586
2023-09-22,47.7656
2023-09-23,47.7656
2023-09-24,47.7656
2023-09-25,48.1304
2023-09-26,45.236
2023-09-27,44.6093
2023-09-28,44.135
2023-09-29,43.6547
2023-09-30,43.6547
2023-10-01,43.6547
2023-10-02,41.7525
2023-10-03,39.6698
2023-10-04,42.9975
2023-10-05,42.0968
2023-10-06,44.2264
2023-10-07,44.2264
2023-10-08,44.2264
2023-10-09,43.643
2023-10-10,44.9434
2023-10-11,44.5183
2023-10-12,42.7299
2023-10-13,42.7299
2023-10-14,42.7299
2023-10-15,42.7299
2023-10-16,46.9368
2023-10-17,47.4987
2023-10-18,43.7596
2023-10-19,43.1071
2023-10-20,42.6084
2023-10-21,42.6084
2023-10-22,42.6084
2023-10-23,40.9597
2023-10-24,41.0554
2023-10-25,37.9005
2023-10-26,37.4608
2023-10-27,35.5414
2023-10-28,35.5414
2023-10-29,35.5414
2023-10-30,35.7478
2023-10-31,35.8894
2023-11-01,51.273
2023-11-02,52.445
2023-11-03,55.7293
2023-11-04,55.7293
2023-11-05,55.7293
2023-11-06,56.2252
2023-11-07,54.9279
2023-11-08,55.4098
2023-11-09,54.0399
2023-11-10,54.2103
2023-11-11,54.2103
2023-11-12,54.2103
2023-11-13,52.9416
2023-11-14,56.8487
2023-11-15,55.2746
2023-11-16,53.6392
2023-11-17,56.3898
2023-11-18,56.3898
2023-11-19,56.3898
2023-11-20,57.2767
2023-11-21,57.2243
2023-11-22,59.1735
2023-11-23,59.1735
2023-11-24,59.3631
2023-11-25,59.3631
2023-11-26,59.3631
2023-11-27,59.1925
2023-11-28,58.8135
2023-11-29,58.8554
2023-11-30,58.1814
2023-12-01,62.6646
2023-12-02,62.6646
2023-12-03,62.6646
2023-12-04,67.5398
2023-12-05,70.8865
2023-12-06,69.4596
2023-12-07,71.3348
2023-12-08,73.2369
2023-12-09,73.2369
2023-12-10,73.2369
2023-12-11,73.8859
2023-12-12,74.041
2023-12-13,73.1424
2023-12-14,73.7789
2023-12-15,72.6127
2023-12-16,72.6127
2023-12-17,72.6127
2023-12-18,72.8116
2023-12-19,73.7399
2023-12-20,70.4132
2023-12-21,70.5289
2023-12-22,70.9596
2023-12-23,70.9596
2023-12-24,70.9596
2023-12-25,70.9596
2023-12-26,71.862
2023-12-27,72.1054
2023-12-28,71.5327
2023-12-29,68.6144
2023-12-30,68.6144
2023-12-31,68.6144
2024-01-01,68.6144
2024-01-02,65.0872
2024-01-03,60.3708
2024-01-04,59.1423
2024-01-05,54.8268
2024-01-06,54.8268
2024-01-07,54.8268
2024-01-08,56.4697
2024-01-09,53.4088
2024-01-10,56.1845
2024-01-11,55.7205
2024-01-12,55.0851
2024-01-13,55.0851
2024-01-14,55.0851
2024-01-15,55.0851
2024-01-16,51.6758
2024-01-17,51.8798
2024-01-18,53.1486
2024-01-19,53.7789
2024-01-20,53.7789
2024-01-21,53.7789
2024-01-22,55.2846
2024-01-23,58.4405
2024-01-24,55.974
2024-01-25,57.4493
2024-01-26,56.2693
2024-01-27,56.2693
2024-01-28,56.2693
2024-01-29,57.3782
2024-01-30,56.1027
2024-01-31,50.0986
2024-02-01,52.7069
2024-02-02,48.9249
2024-02-03,48.9249
2024-02-04,48.9249
2024-02-05,46.9045
2024-02-06,48.6099
2024-02-07,48.278
2024-02-08,49.7758
2024-02-09,52.3667
2024-02-10,52.3667
2024-02-11,52.3667
2024-02-12,53.4469
2024-02-13,36.1193
2024-02-14,38.1971
2024-02-15,39.3095
2024-02-16,36.1546
2024-02-17,36.1546
2024-02-18,36.1546
2024-02-19,36.1546
2024-02-20,36.0117
2024-02-21,34.8165
2024-02-22,34.7692
2024-02-23,36.4333
2024-02-24,36.4333
2024-02-25,36.4333
2024-02-26,36.9344
2024-02-27,35.418
2024-02-28,35.3466
2024-02-29,38.6931
2024-03-01,40.7475
2024-03-02,40.7475
2024-03-03,40.7475
2024-03-04,44.2
2024-03-05,43.4083
2024-03-06,45.0472
2024-03-07,46.2662
2024-03-08,45.569
2024-03-09,45.569
2024-03-10,45.569
2024-03-11,47.0762
2024-03-12,47.6757
2024-03-13,46.6965
2024-03-14,45.1721
2024-03-15,42.8158
2024-03-16,42.8158
2024-03-17,42.8158
2024-03-18,42.2587
2024-03-19,43.236
2024-03-20,44.1779
2024-03-21,44.3042
2024-03-22,44.2155
2024-03-23,44.2155
2024-03-24,44.2155
2024-03-25,42.5984
2024-03-26,43.01
2024-03-27,47.1198
2024-03-28,49.237
2024-03-29,49.237
2024-03-30,49.237
2024-03-31,49.237
2024-04-01,51.1612
2024-04-02,45.7214
2024-04-03,45.5942
2024-04-04,44.3744
2024-04-05,46.4427
2024-04-06,46.4427
2024-04-07,46.4427
2024-04-08,48.7585
