,THG US Equity
2020-08-16,55.2333
2020-08-17,53.6469
2020-08-18,54.2105
2020-08-19,50.9818
2020-08-20,49.6003
2020-08-21,48.8432
2020-08-22,48.8432
2020-08-23,48.8432
2020-08-24,51.2176
2020-08-25,51.228
2020-08-26,50.0353
2020-08-27,52.3518
2020-08-28,53.2265
2020-08-29,53.2265
2020-08-30,53.2265
2020-08-31,50.475
2020-09-01,49.8954
2020-09-02,50.4836
2020-09-03,47.8729
2020-09-04,47.9431
2020-09-05,47.9431
2020-09-06,47.9431
2020-09-07,47.9431
2020-09-08,44.8305
2020-09-09,45.9831
2020-09-10,43.9306
2020-09-11,43.782
2020-09-12,43.782
2020-09-13,43.782
2020-09-14,45.1141
2020-09-15,43.2291
2020-09-16,45.0521
2020-09-17,44.9364
2020-09-18,42.9264
2020-09-19,42.9264
2020-09-20,42.9264
2020-09-21,42.0144
2020-09-22,41.0333
2020-09-23,38.8708
2020-09-24,38.3481
2020-09-25,40.5112
2020-09-26,40.5112
2020-09-27,40.5112
2020-09-28,43.5371
2020-09-29,42.7297
2020-09-30,44.325
2020-10-01,44.8636
2020-10-02,44.9463
2020-10-03,44.9463
2020-10-04,44.9463
2020-10-05,47.9334
2020-10-06,47.1115
2020-10-07,48.5015
2020-10-08,48.9247
2020-10-09,48.1571
2020-10-10,48.1571
2020-10-11,48.1571
2020-10-12,50.8811
2020-10-13,48.331
2020-10-14,47.9314
2020-10-15,49.4054
2020-10-16,50.2476
2020-10-17,50.2476
2020-10-18,50.2476
2020-10-19,49.4103
2020-10-20,51.936
2020-10-21,55.1815
2020-10-22,57.2117
2020-10-23,55.2137
2020-10-24,55.2137
2020-10-25,55.2137
2020-10-26,52.0737
2020-10-27,48.8412
2020-10-28,46.7699
2020-10-29,48.0364
2020-10-30,47.6378
2020-10-31,47.6378
2020-11-01,47.6378
2020-11-02,51.3136
2020-11-03,53.036
2020-11-04,49.8352
2020-11-05,53.2393
2020-11-06,52.7955
2020-11-07,52.7955
2020-11-08,52.7955
2020-11-09,60.8668
2020-11-10,63.5885
2020-11-11,61.5862
2020-11-12,60.7317
2020-11-13,62.9397
2020-11-14,62.9397
2020-11-15,62.9397
2020-11-16,65.6621
2020-11-17,63.6932
2020-11-18,62.8118
2020-11-19,62.8258
2020-11-20,62.8909
2020-11-21,62.8909
2020-11-22,62.8909
2020-11-23,63.4785
2020-11-24,65.1282
2020-11-25,63.7232
2020-11-26,63.7232
2020-11-27,62.1455
2020-11-28,62.1455
2020-11-29,62.1455
2020-11-30,57.7775
2020-12-01,59.7905
2020-12-02,59.511
2020-12-03,58.6482
2020-12-04,61.1391
2020-12-05,61.1391
2020-12-06,61.1391
2020-12-07,58.5882
2020-12-08,59.0984
2020-12-09,59.5808
2020-12-10,59.83
2020-12-11,59.6777
2020-12-12,59.6777
2020-12-13,59.6777
2020-12-14,59.0302
2020-12-15,61.1743
2020-12-16,60.7997
2020-12-17,61.127
2020-12-18,60.3937
2020-12-19,60.3937
2020-12-20,60.3937
2020-12-21,58.5222
2020-12-22,57.6261
2020-12-23,58.7421
2020-12-24,58.5839
2020-12-25,58.5839
2020-12-26,58.5839
2020-12-27,58.5839
2020-12-28,58.7302
2020-12-29,57.9288
2020-12-30,58.4161
2020-12-31,59.292
2021-01-01,59.292
2021-01-02,59.292
2021-01-03,59.292
2021-01-04,55.654
2021-01-05,56.1124
2021-01-06,60.7122
2021-01-07,61.2921
2021-01-08,61.2604
2021-01-09,61.2604
2021-01-10,61.2604
2021-01-11,59.8824
2021-01-12,61.6466
2021-01-13,61.3021
2021-01-14,60.9998
2021-01-15,59.5981
2021-01-16,59.5981
2021-01-17,59.5981
2021-01-18,59.5981
2021-01-19,60.2471
2021-01-20,62.1976
2021-01-21,57.7585
2021-01-22,54.6282
2021-01-23,54.6282
2021-01-24,54.6282
2021-01-25,54.0888
2021-01-26,52.1452
2021-01-27,48.5244
2021-01-28,50.2263
2021-01-29,48.4658
2021-01-30,48.4658
2021-01-31,48.4658
2021-02-01,49.7168
2021-02-02,50.143
2021-02-03,51.0945
2021-02-04,51.203
2021-02-05,49.7329
2021-02-06,49.7329
2021-02-07,49.7329
2021-02-08,49.4335
2021-02-09,52.7538
2021-02-10,53.1299
2021-02-11,53.8627
2021-02-12,52.0541
2021-02-13,52.0541
2021-02-14,52.0541
2021-02-15,52.0541
2021-02-16,51.438
2021-02-17,53.7593
2021-02-18,51.6417
2021-02-19,48.8878
2021-02-20,48.8878
2021-02-21,48.8878
2021-02-22,52.3028
2021-02-23,53.9466
2021-02-24,56.2608
2021-02-25,53.3538
2021-02-26,51.1632
2021-02-27,51.1632
2021-02-28,51.1632
2021-03-01,56.2735
2021-03-02,56.3392
2021-03-03,57.7498
2021-03-04,56.4196
2021-03-05,58.8342
2021-03-06,58.8342
2021-03-07,58.8342
2021-03-08,62.6998
2021-03-09,60.7615
2021-03-10,63.1119
2021-03-11,63.3532
2021-03-12,64.701
2021-03-13,64.701
2021-03-14,64.701
2021-03-15,65.4497
2021-03-16,63.8768
2021-03-17,64.4198
2021-03-18,67.4637
2021-03-19,64.7594
2021-03-20,64.7594
2021-03-21,64.7594
2021-03-22,62.421
2021-03-23,60.0509
2021-03-24,60.4119
2021-03-25,62.7005
2021-03-26,62.7614
2021-03-27,62.7614
2021-03-28,62.7614
2021-03-29,62.7463
2021-03-30,62.9221
2021-03-31,60.0966
2021-04-01,61.0362
2021-04-02,61.0362
2021-04-03,61.0362
2021-04-04,61.0362
2021-04-05,62.1616
2021-04-06,63.6594
2021-04-07,64.7247
2021-04-08,64.5092
2021-04-09,65.0098
2021-04-10,65.0098
2021-04-11,65.0098
2021-04-12,65.057
2021-04-13,64.8218
2021-04-14,65.9391
2021-04-15,64.2719
2021-04-16,62.7758
2021-04-17,62.7758
2021-04-18,62.7758
2021-04-19,63.9098
2021-04-20,62.9093
2021-04-21,63.0864
2021-04-22,60.4723
2021-04-23,61.7942
2021-04-24,61.7942
2021-04-25,61.7942
2021-04-26,62.302
2021-04-27,63.9684
2021-04-28,60.439
2021-04-29,63.6146
2021-04-30,64.502
2021-05-01,64.502
2021-05-02,64.502
2021-05-03,66.029
2021-05-04,66.6701
2021-05-05,63.1029
2021-05-06,65.4767
2021-05-07,66.0209
2021-05-08,66.0209
2021-05-09,66.0209
2021-05-10,63.5205
2021-05-11,59.3205
2021-05-12,59.0332
2021-05-13,63.7723
2021-05-14,64.3442
2021-05-15,64.3442
2021-05-16,64.3442
2021-05-17,64.1281
2021-05-18,59.589
2021-05-19,58.9378
2021-05-20,59.067
2021-05-21,59.8506
2021-05-22,59.8506
2021-05-23,59.8506
2021-05-24,59.4418
2021-05-25,55.6662
2021-05-26,56.2413
2021-05-27,57.6157
2021-05-28,57.9339
2021-05-29,57.9339
2021-05-30,57.9339
2021-05-31,57.9339
2021-06-01,58.0905
2021-06-02,57.0921
2021-06-03,57.2339
2021-06-04,57.6549
2021-06-05,57.6549
2021-06-06,57.6549
2021-06-07,56.4336
2021-06-08,58.4808
2021-06-09,56.0927
2021-06-10,56.5198
2021-06-11,58.2151
2021-06-12,58.2151
2021-06-13,58.2151
2021-06-14,54.6527
2021-06-15,56.7146
2021-06-16,52.1478
2021-06-17,47.1892
2021-06-18,43.4757
2021-06-19,43.4757
2021-06-20,43.4757
2021-06-21,49.0907
2021-06-22,49.3756
2021-06-23,49.0914
2021-06-24,51.0797
2021-06-25,54.1034
2021-06-26,54.1034
2021-06-27,54.1034
2021-06-28,50.227
2021-06-29,51.3929
2021-06-30,50.8629
2021-07-01,52.6033
2021-07-02,51.3077
2021-07-03,51.3077
2021-07-04,51.3077
2021-07-05,51.3077
2021-07-06,50.488
2021-07-07,53.1561
2021-07-08,50.066
2021-07-09,52.823
2021-07-10,52.823
2021-07-11,52.823
2021-07-12,54.9579
2021-07-13,50.9729
2021-07-14,51.8912
2021-07-15,51.7027
2021-07-16,51.5935
2021-07-17,51.5935
2021-07-18,51.5935
2021-07-19,45.6769
2021-07-20,48.0321
2021-07-21,48.9413
2021-07-22,45.7707
2021-07-23,47.2087
2021-07-24,47.2087
2021-07-25,47.2087
2021-07-26,46.8517
2021-07-27,45.8274
2021-07-28,47.7079
2021-07-29,50.7448
2021-07-30,51.1532
2021-07-31,51.1532
2021-08-01,51.1532
2021-08-02,49.9908
2021-08-03,49.9452
2021-08-04,48.8166
2021-08-05,50.4133
2021-08-06,53.072
2021-08-07,53.072
2021-08-08,53.072
2021-08-09,54.2288
2021-08-10,55.1813
2021-08-11,57.1982
2021-08-12,56.9023
2021-08-13,56.6269
2021-08-14,56.6269
2021-08-15,56.6269
2021-08-16,56.4432
2021-08-17,57.7202
2021-08-18,55.2154
2021-08-19,54.8217
2021-08-20,56.0266
2021-08-21,56.0266
2021-08-22,56.0266
2021-08-23,55.2498
2021-08-24,53.9218
2021-08-25,54.3953
2021-08-26,53.0449
2021-08-27,56.9007
2021-08-28,56.9007
2021-08-29,56.9007
2021-08-30,54.4215
2021-08-31,55.2054
2021-09-01,55.2415
2021-09-02,54.6628
2021-09-03,52.535
2021-09-04,52.535
2021-09-05,52.535
2021-09-06,52.535
2021-09-07,50.2822
2021-09-08,51.8373
2021-09-09,50.7747
2021-09-10,47.1536
2021-09-11,47.1536
2021-09-12,47.1536
2021-09-13,47.6151
2021-09-14,44.5468
2021-09-15,43.8873
2021-09-16,42.8609
2021-09-17,42.0101
2021-09-18,42.0101
2021-09-19,42.0101
2021-09-20,39.0785
2021-09-21,38.2594
2021-09-22,42.8213
2021-09-23,46.2431
2021-09-24,46.944
2021-09-25,46.944
2021-09-26,46.944
2021-09-27,47.0
2021-09-28,45.4715
2021-09-29,45.6351
2021-09-30,42.7413
2021-10-01,45.8634
2021-10-02,45.8634
2021-10-03,45.8634
2021-10-04,44.3002
2021-10-05,49.4209
2021-10-06,50.4893
2021-10-07,52.781
2021-10-08,51.8324
2021-10-09,51.8324
2021-10-10,51.8324
2021-10-11,49.9007
2021-10-12,48.9691
2021-10-13,48.1143
2021-10-14,50.1997
2021-10-15,49.505
2021-10-16,49.505
2021-10-17,49.505
2021-10-18,48.4141
2021-10-19,48.1943
2021-10-20,47.759
2021-10-21,46.9874
2021-10-22,47.3816
2021-10-23,47.3816
2021-10-24,47.3816
2021-10-25,46.5011
2021-10-26,45.8265
2021-10-27,42.3746
2021-10-28,40.0847
2021-10-29,39.0438
2021-10-30,39.0438
2021-10-31,39.0438
2021-11-01,40.8713
2021-11-02,41.4652
2021-11-03,45.5391
2021-11-04,39.8568
2021-11-05,40.9565
2021-11-06,40.9565
2021-11-07,40.9565
2021-11-08,41.003
2021-11-09,39.8768
2021-11-10,42.5752
2021-11-11,42.7914
2021-11-12,43.6998
2021-11-13,43.6998
2021-11-14,43.6998
2021-11-15,44.2211
2021-11-16,45.8709
2021-11-17,43.4645
2021-11-18,43.9289
2021-11-19,42.8613
2021-11-20,42.8613
2021-11-21,42.8613
2021-11-22,48.4015
2021-11-23,48.9237
2021-11-24,48.6074
2021-11-25,48.6074
2021-11-26,43.3502
2021-11-27,43.3502
2021-11-28,43.3502
2021-11-29,44.3945
2021-11-30,39.4791
2021-12-01,42.9265
2021-12-02,47.8486
2021-12-03,46.432
2021-12-04,46.432
2021-12-05,46.432
2021-12-06,49.2352
2021-12-07,51.623
2021-12-08,51.7636
2021-12-09,50.6622
2021-12-10,53.0481
2021-12-11,53.0481
2021-12-12,53.0481
2021-12-13,51.4699
2021-12-14,50.9862
2021-12-15,52.0721
2021-12-16,52.0219
2021-12-17,48.2673
2021-12-18,48.2673
2021-12-19,48.2673
2021-12-20,44.824
2021-12-21,46.8523
2021-12-22,48.1355
2021-12-23,48.4573
2021-12-24,48.4573
2021-12-25,48.4573
2021-12-26,48.4573
2021-12-27,52.1543
2021-12-28,53.2744
2021-12-29,54.0377
2021-12-30,52.8227
2021-12-31,51.9716
2022-01-01,51.9716
2022-01-02,51.9716
2022-01-03,52.1219
2022-01-04,54.9922
2022-01-05,52.9526
2022-01-06,54.9007
2022-01-07,57.5519
2022-01-08,57.5519
2022-01-09,57.5519
2022-01-10,56.1775
2022-01-11,56.7172
2022-01-12,55.8182
2022-01-13,58.7367
2022-01-14,59.5216
2022-01-15,59.5216
2022-01-16,59.5216
2022-01-17,59.5216
2022-01-18,55.7241
2022-01-19,53.0606
2022-01-20,52.8188
2022-01-21,51.9132
2022-01-22,51.9132
2022-01-23,51.9132
2022-01-24,54.734
2022-01-25,53.6693
2022-01-26,52.8559
2022-01-27,50.9155
2022-01-28,54.543
2022-01-29,54.543
2022-01-30,54.543
2022-01-31,56.5251
2022-02-01,54.6332
2022-02-02,52.424
2022-02-03,58.6428
2022-02-04,58.1814
2022-02-05,58.1814
2022-02-06,58.1814
2022-02-07,59.0949
2022-02-08,60.8714
2022-02-09,58.8188
2022-02-10,56.1784
2022-02-11,55.959
2022-02-12,55.959
2022-02-13,55.959
2022-02-14,56.5412
2022-02-15,56.8504
2022-02-16,56.5477
2022-02-17,54.4369
2022-02-18,55.2548
2022-02-19,55.2548
2022-02-20,55.2548
2022-02-21,55.2548
2022-02-22,54.9233
2022-02-23,52.0061
2022-02-24,48.961
2022-02-25,55.8914
2022-02-26,55.8914
2022-02-27,55.8914
2022-02-28,53.7995
2022-03-01,51.3035
2022-03-02,55.2335
2022-03-03,55.5967
2022-03-04,56.8103
2022-03-05,56.8103
2022-03-06,56.8103
2022-03-07,52.8175
2022-03-08,50.0125
2022-03-09,52.9048
2022-03-10,51.5044
2022-03-11,53.097
2022-03-12,53.097
2022-03-13,53.097
2022-03-14,55.1764
2022-03-15,55.5217
2022-03-16,56.8494
2022-03-17,58.6493
2022-03-18,57.3796
2022-03-19,57.3796
2022-03-20,57.3796
2022-03-21,59.4962
2022-03-22,58.3191
2022-03-23,57.0767
2022-03-24,58.9628
2022-03-25,60.1435
2022-03-26,60.1435
2022-03-27,60.1435
2022-03-28,60.2699
2022-03-29,60.6947
2022-03-30,61.0105
2022-03-31,59.2918
2022-04-01,62.774
2022-04-02,62.774
2022-04-03,62.774
2022-04-04,58.2693
2022-04-05,57.5975
2022-04-06,58.9948
2022-04-07,58.9724
2022-04-08,59.8299
2022-04-09,59.8299
2022-04-10,59.8299
2022-04-11,60.2478
2022-04-12,58.8847
2022-04-13,58.8122
2022-04-14,57.5309
2022-04-15,57.5309
2022-04-16,57.5309
2022-04-17,57.5309
2022-04-18,58.9581
2022-04-19,58.5435
2022-04-20,60.6018
2022-04-21,59.3415
2022-04-22,57.3157
2022-04-23,57.3157
2022-04-24,57.3157
2022-04-25,58.4725
2022-04-26,55.5771
2022-04-27,55.1224
2022-04-28,55.8016
2022-04-29,51.0628
2022-04-30,51.0628
2022-05-01,51.0628
2022-05-02,50.6171
2022-05-03,51.6397
2022-05-04,56.0614
2022-05-05,53.2048
2022-05-06,53.5586
2022-05-07,53.5586
2022-05-08,53.5586
2022-05-09,50.5153
2022-05-10,46.4882
2022-05-11,45.279
2022-05-12,45.8256
2022-05-13,46.0443
2022-05-14,46.0443
2022-05-15,46.0443
2022-05-16,47.6402
2022-05-17,52.8835
2022-05-18,49.7486
2022-05-19,47.212
2022-05-20,46.196
2022-05-21,46.196
2022-05-22,46.196
2022-05-23,48.9231
2022-05-24,48.9987
2022-05-25,49.6253
2022-05-26,51.2921
2022-05-27,52.5904
2022-05-28,52.5904
2022-05-29,52.5904
2022-05-30,52.5904
2022-05-31,50.9546
2022-06-01,49.9779
2022-06-02,51.3423
2022-06-03,49.9627
2022-06-04,49.9627
2022-06-05,49.9627
2022-06-06,50.9383
2022-06-07,52.5118
2022-06-08,50.0567
2022-06-09,47.8853
2022-06-10,46.5949
2022-06-11,46.5949
2022-06-12,46.5949
2022-06-13,46.3685
2022-06-14,48.244
2022-06-15,46.1037
2022-06-16,42.2278
2022-06-17,43.5221
2022-06-18,43.5221
2022-06-19,43.5221
2022-06-20,43.5221
2022-06-21,46.0955
2022-06-22,46.5451
2022-06-23,47.4725
2022-06-24,53.8456
2022-06-25,53.8456
2022-06-26,53.8456
2022-06-27,51.5701
2022-06-28,50.6856
2022-06-29,50.226
2022-06-30,52.1233
2022-07-01,53.7787
2022-07-02,53.7787
2022-07-03,53.7787
2022-07-04,53.7787
2022-07-05,51.912
2022-07-06,53.7738
2022-07-07,53.4106
2022-07-08,51.2899
2022-07-09,51.2899
2022-07-10,51.2899
2022-07-11,51.2899
2022-07-12,50.0226
2022-07-13,50.3325
2022-07-14,43.6412
2022-07-15,43.121
2022-07-16,43.121
2022-07-17,43.121
2022-07-18,40.7259
2022-07-19,44.0545
2022-07-20,45.485
2022-07-21,46.5096
2022-07-22,45.4328
2022-07-23,45.4328
2022-07-24,45.4328
2022-07-25,47.7125
2022-07-26,48.702
2022-07-27,48.1222
2022-07-28,44.366
2022-07-29,44.3334
2022-07-30,44.3334
2022-07-31,44.3334
2022-08-01,42.4876
2022-08-02,40.5942
2022-08-03,37.9751
2022-08-04,35.9692
2022-08-05,38.0759
2022-08-06,38.0759
2022-08-07,38.0759
2022-08-08,38.7883
2022-08-09,41.073
2022-08-10,42.2043
2022-08-11,44.0299
2022-08-12,46.3133
2022-08-13,46.3133
2022-08-14,46.3133
2022-08-15,47.0801
2022-08-16,48.6912
2022-08-17,48.6371
2022-08-18,49.0855
2022-08-19,47.7817
2022-08-20,47.7817
2022-08-21,47.7817
2022-08-22,44.3535
2022-08-23,44.0608
2022-08-24,43.7451
2022-08-25,45.9644
2022-08-26,45.7187
2022-08-27,45.7187
2022-08-28,45.7187
2022-08-29,44.3557
2022-08-30,43.1062
2022-08-31,42.0629
2022-09-01,42.2556
2022-09-02,41.7172
2022-09-03,41.7172
2022-09-04,41.7172
2022-09-05,41.7172
2022-09-06,41.6714
2022-09-07,44.7923
2022-09-08,46.0046
2022-09-09,46.1741
2022-09-10,46.1741
2022-09-11,46.1741
2022-09-12,48.3081
2022-09-13,46.8508
2022-09-14,48.3202
2022-09-15,52.085
2022-09-16,51.0769
2022-09-17,51.0769
2022-09-18,51.0769
2022-09-19,53.409
2022-09-20,51.1174
2022-09-21,48.6144
2022-09-22,47.353
2022-09-23,46.9399
2022-09-24,46.9399
2022-09-25,46.9399
2022-09-26,42.6136
2022-09-27,44.6879
2022-09-28,46.3759
2022-09-29,45.4514
2022-09-30,43.7142
2022-10-01,43.7142
2022-10-02,43.7142
2022-10-03,47.2434
2022-10-04,51.151
2022-10-05,49.6912
2022-10-06,50.3547
2022-10-07,48.9977
2022-10-08,48.9977
2022-10-09,48.9977
2022-10-10,50.9
2022-10-11,50.9
2022-10-12,50.782
2022-10-13,56.7244
2022-10-14,55.1287
2022-10-15,55.1287
2022-10-16,55.1287
2022-10-17,55.8849
2022-10-18,57.2793
2022-10-19,57.1632
2022-10-20,47.652
2022-10-21,48.4994
2022-10-22,48.4994
2022-10-23,48.4994
2022-10-24,50.106
2022-10-25,51.3705
2022-10-26,53.4479
2022-10-27,54.6178
2022-10-28,58.3957
2022-10-29,58.3957
2022-10-30,58.3957
2022-10-31,59.3269
2022-11-01,56.0902
2022-11-02,54.4678
2022-11-03,53.8832
2022-11-04,56.5373
2022-11-05,56.5373
2022-11-06,56.5373
2022-11-07,53.7947
2022-11-08,53.1102
2022-11-09,49.2385
2022-11-10,53.0846
2022-11-11,52.3432
2022-11-12,52.3432
2022-11-13,52.3432
2022-11-14,52.4057
2022-11-15,50.9203
2022-11-16,53.2628
2022-11-17,54.2764
2022-11-18,54.0468
2022-11-19,54.0468
2022-11-20,54.0468
2022-11-21,55.3066
2022-11-22,55.8894
2022-11-23,56.4919
2022-11-24,56.4919
2022-11-25,57.8831
2022-11-26,57.8831
2022-11-27,57.8831
2022-11-28,55.399
2022-11-29,56.094
2022-11-30,57.2042
2022-12-01,55.333
2022-12-02,55.7467
2022-12-03,55.7467
2022-12-04,55.7467
2022-12-05,52.1869
2022-12-06,53.2961
2022-12-07,50.6016
2022-12-08,51.0791
2022-12-09,49.1592
2022-12-10,49.1592
2022-12-11,49.1592
2022-12-12,48.235
2022-12-13,48.5001
2022-12-14,48.7832
2022-12-15,44.7319
2022-12-16,45.0494
2022-12-17,45.0494
2022-12-18,45.0494
2022-12-19,46.4292
2022-12-20,45.7978
2022-12-21,48.7744
2022-12-22,47.5886
2022-12-23,48.9145
2022-12-24,48.9145
2022-12-25,48.9145
2022-12-26,48.9145
2022-12-27,49.1209
2022-12-28,46.8025
2022-12-29,48.2524
2022-12-30,46.8443
2022-12-31,46.8443
2023-01-01,46.8443
2023-01-02,46.8443
2023-01-03,47.683
2023-01-04,47.3517
2023-01-05,47.409
2023-01-06,50.4424
2023-01-07,50.4424
2023-01-08,50.4424
2023-01-09,46.9509
2023-01-10,47.4943
2023-01-11,46.6766
2023-01-12,48.2801
2023-01-13,48.6988
2023-01-14,48.6988
2023-01-15,48.6988
2023-01-16,48.6988
2023-01-17,45.4958
2023-01-18,43.6618
2023-01-19,41.0159
2023-01-20,42.3781
2023-01-21,42.3781
2023-01-22,42.3781
2023-01-23,43.3449
2023-01-24,45.119
2023-01-25,47.0307
2023-01-26,48.5388
2023-01-27,46.803
2023-01-28,46.803
2023-01-29,46.803
2023-01-30,46.9415
2023-01-31,48.4801
2023-02-01,46.619
2023-02-02,51.9258
2023-02-03,56.2013
2023-02-04,56.2013
2023-02-05,56.2013
2023-02-06,57.2457
2023-02-07,60.8017
2023-02-08,57.5238
2023-02-09,53.8169
2023-02-10,54.9207
2023-02-11,54.9207
2023-02-12,54.9207
2023-02-13,55.7668
2023-02-14,53.9771
2023-02-15,54.3705
2023-02-16,54.1667
2023-02-17,54.7804
2023-02-18,54.7804
2023-02-19,54.7804
2023-02-20,54.7804
2023-02-21,53.5512
2023-02-22,52.4388
2023-02-23,51.9231
2023-02-24,50.8772
2023-02-25,50.8772
2023-02-26,50.8772
2023-02-27,51.5603
2023-02-28,50.9802
2023-03-01,52.5636
2023-03-02,49.3725
2023-03-03,48.6144
2023-03-04,48.6144
2023-03-05,48.6144
2023-03-06,47.1375
2023-03-07,46.9122
2023-03-08,44.9236
2023-03-09,42.8082
2023-03-10,41.1209
2023-03-11,41.1209
2023-03-12,41.1209
2023-03-13,38.6753
2023-03-14,43.5117
2023-03-15,40.0337
2023-03-16,41.8359
2023-03-17,37.6841
2023-03-18,37.6841
2023-03-19,37.6841
2023-03-20,42.5041
