,GPC US Equity
2020-05-15,47.2626
2020-05-16,47.2626
2020-05-17,47.2626
2020-05-18,50.3011
2020-05-19,49.6583
2020-05-20,50.2509
2020-05-21,50.1987
2020-05-22,50.2521
2020-05-23,50.2521
2020-05-24,50.2521
2020-05-25,50.2521
2020-05-26,53.9883
2020-05-27,57.2028
2020-05-28,54.8177
2020-05-29,54.1128
2020-05-30,54.1128
2020-05-31,54.1128
2020-06-01,55.0236
2020-06-02,55.0842
2020-06-03,57.8695
2020-06-04,59.0428
2020-06-05,60.2781
2020-06-06,60.2781
2020-06-07,60.2781
2020-06-08,61.0174
2020-06-09,59.3047
2020-06-10,56.525
2020-06-11,52.5456
2020-06-12,53.9101
2020-06-13,53.9101
2020-06-14,53.9101
2020-06-15,53.9306
2020-06-16,55.9364
2020-06-17,56.0101
2020-06-18,55.6168
2020-06-19,55.0305
2020-06-20,55.0305
2020-06-21,55.0305
2020-06-22,55.1564
2020-06-23,55.6777
2020-06-24,52.2451
2020-06-25,52.5581
2020-06-26,51.3092
2020-06-27,51.3092
2020-06-28,51.3092
2020-06-29,54.0217
2020-06-30,53.9661
2020-07-01,52.9709
2020-07-02,53.7533
2020-07-03,53.7533
2020-07-04,53.7533
2020-07-05,53.7533
2020-07-06,54.2641
2020-07-07,53.6511
2020-07-08,52.9411
2020-07-09,51.2474
2020-07-10,52.3029
2020-07-11,52.3029
2020-07-12,52.3029
2020-07-13,51.8405
2020-07-14,52.8373
2020-07-15,54.783
2020-07-16,55.1311
2020-07-17,54.2442
2020-07-18,54.2442
2020-07-19,54.2442
2020-07-20,53.3004
2020-07-21,53.9003
2020-07-22,55.3537
2020-07-23,54.5787
2020-07-24,54.763
2020-07-25,54.763
2020-07-26,54.763
2020-07-27,55.5812
2020-07-28,55.28
2020-07-29,57.7995
2020-07-30,56.2343
2020-07-31,55.7935
2020-08-01,55.7935
2020-08-02,55.7935
2020-08-03,56.5516
2020-08-04,56.9069
2020-08-05,58.2345
2020-08-06,57.9367
2020-08-07,58.5074
2020-08-08,58.5074
2020-08-09,58.5074
2020-08-10,59.935
2020-08-11,61.1907
2020-08-12,62.7989
2020-08-13,58.8419
2020-08-14,59.0545
2020-08-15,59.0545
2020-08-16,59.0545
2020-08-17,58.5228
2020-08-18,57.4833
2020-08-19,56.6629
2020-08-20,55.3739
2020-08-21,56.6914
2020-08-22,56.6914
2020-08-23,56.6914
2020-08-24,58.7251
2020-08-25,57.9189
2020-08-26,57.7015
2020-08-27,56.4866
2020-08-28,58.0476
2020-08-29,58.0476
2020-08-30,58.0476
2020-08-31,57.2871
2020-09-01,58.834
2020-09-02,62.9628
2020-09-03,60.0888
2020-09-04,60.7914
2020-09-05,60.7914
2020-09-06,60.7914
2020-09-07,60.7914
2020-09-08,60.8932
2020-09-09,63.2086
2020-09-10,61.5993
2020-09-11,63.5108
2020-09-12,63.5108
2020-09-13,63.5108
2020-09-14,65.9223
2020-09-15,63.8291
2020-09-16,62.9874
2020-09-17,63.4753
2020-09-18,63.7174
2020-09-19,63.7174
2020-09-20,63.7174
2020-09-21,54.7276
2020-09-22,54.5542
2020-09-23,52.0519
2020-09-24,51.0472
2020-09-25,51.2605
2020-09-26,51.2605
2020-09-27,51.2605
2020-09-28,53.4129
2020-09-29,51.9653
2020-09-30,52.5375
2020-10-01,52.2381
2020-10-02,53.4457
2020-10-03,53.4457
2020-10-04,53.4457
2020-10-05,55.496
2020-10-06,54.0967
2020-10-07,56.9427
2020-10-08,59.7229
2020-10-09,58.4858
2020-10-10,58.4858
2020-10-11,58.4858
2020-10-12,58.2231
2020-10-13,57.6705
2020-10-14,58.9291
2020-10-15,59.354
2020-10-16,58.7078
2020-10-17,58.7078
2020-10-18,58.7078
2020-10-19,58.1439
2020-10-20,59.7439
2020-10-21,59.9609
2020-10-22,51.1643
2020-10-23,53.8383
2020-10-24,53.8383
2020-10-25,53.8383
2020-10-26,49.173
2020-10-27,47.2026
2020-10-28,42.4838
2020-10-29,43.3527
2020-10-30,43.5236
2020-10-31,43.5236
2020-11-01,43.5236
2020-11-02,47.7231
2020-11-03,53.1258
2020-11-04,49.3219
2020-11-05,50.8585
2020-11-06,49.1633
2020-11-07,49.1633
2020-11-08,49.1633
2020-11-09,53.1451
2020-11-10,54.4306
2020-11-11,52.011
2020-11-12,50.2001
2020-11-13,53.2524
2020-11-14,53.2524
2020-11-15,53.2524
2020-11-16,53.7631
2020-11-17,52.5641
2020-11-18,52.7342
2020-11-19,51.9968
2020-11-20,50.8206
2020-11-21,50.8206
2020-11-22,50.8206
2020-11-23,50.997
2020-11-24,55.1952
2020-11-25,52.643
2020-11-26,52.643
2020-11-27,51.9792
2020-11-28,51.9792
2020-11-29,51.9792
2020-11-30,51.9898
2020-12-01,55.3584
2020-12-02,50.1818
2020-12-03,51.2662
2020-12-04,52.2608
2020-12-05,52.2608
2020-12-06,52.2608
2020-12-07,52.2608
2020-12-08,50.479
2020-12-09,51.8586
2020-12-10,50.8331
2020-12-11,50.8552
2020-12-12,50.8552
2020-12-13,50.8552
2020-12-14,49.4305
2020-12-15,50.3245
2020-12-16,50.2171
2020-12-17,50.7604
2020-12-18,51.4665
2020-12-19,51.4665
2020-12-20,51.4665
2020-12-21,51.2437
2020-12-22,52.8342
2020-12-23,53.7607
2020-12-24,53.7033
2020-12-25,53.7033
2020-12-26,53.7033
2020-12-27,53.7033
2020-12-28,54.5571
2020-12-29,52.7086
2020-12-30,53.7715
2020-12-31,54.822
2021-01-01,54.822
2021-01-02,54.822
2021-01-03,54.822
2021-01-04,51.8634
2021-01-05,53.0617
2021-01-06,57.7918
2021-01-07,58.2643
2021-01-08,57.6434
2021-01-09,57.6434
2021-01-10,57.6434
2021-01-11,59.6135
2021-01-12,62.8362
2021-01-13,59.1475
2021-01-14,57.7789
2021-01-15,53.9335
2021-01-16,53.9335
2021-01-17,53.9335
2021-01-18,53.9335
2021-01-19,50.6926
2021-01-20,51.229
2021-01-21,53.7306
2021-01-22,52.9926
2021-01-23,52.9926
2021-01-24,52.9926
2021-01-25,52.4275
2021-01-26,52.7827
2021-01-27,49.3526
2021-01-28,47.1794
2021-01-29,43.8636
2021-01-30,43.8636
2021-01-31,43.8636
2021-02-01,44.9202
2021-02-02,48.3703
2021-02-03,49.4888
2021-02-04,51.7536
2021-02-05,53.109
2021-02-06,53.109
2021-02-07,53.109
2021-02-08,55.1381
2021-02-09,55.2212
2021-02-10,54.5032
2021-02-11,51.2687
2021-02-12,49.8338
2021-02-13,49.8338
2021-02-14,49.8338
2021-02-15,49.8338
2021-02-16,52.7719
2021-02-17,49.3453
2021-02-18,51.6763
2021-02-19,53.0142
2021-02-20,53.0142
2021-02-21,53.0142
2021-02-22,55.2281
2021-02-23,55.5029
2021-02-24,56.9289
2021-02-25,55.764
2021-02-26,55.7127
2021-02-27,55.7127
2021-02-28,55.7127
2021-03-01,58.6251
2021-03-02,59.4453
2021-03-03,60.4499
2021-03-04,57.8795
2021-03-05,62.4278
2021-03-06,62.4278
2021-03-07,62.4278
2021-03-08,65.5045
2021-03-09,61.248
2021-03-10,62.4937
2021-03-11,60.5758
2021-03-12,61.3627
2021-03-13,61.3627
2021-03-14,61.3627
2021-03-15,62.4201
2021-03-16,60.5337
2021-03-17,60.6703
2021-03-18,61.7343
2021-03-19,62.8144
2021-03-20,62.8144
2021-03-21,62.8144
2021-03-22,60.2709
2021-03-23,59.5777
2021-03-24,59.6039
2021-03-25,61.5147
2021-03-26,62.7623
2021-03-27,62.7623
2021-03-28,62.7623
2021-03-29,60.8948
2021-03-30,61.2467
2021-03-31,58.6121
2021-04-01,59.5485
2021-04-02,59.5485
2021-04-03,59.5485
2021-04-04,59.5485
2021-04-05,60.1015
2021-04-06,60.3223
2021-04-07,59.2066
2021-04-08,57.8614
2021-04-09,59.0349
2021-04-10,59.0349
2021-04-11,59.0349
2021-04-12,59.8844
2021-04-13,57.3659
2021-04-14,59.0561
2021-04-15,59.8353
2021-04-16,61.3477
2021-04-17,61.3477
2021-04-18,61.3477
2021-04-19,60.4183
2021-04-20,60.1901
2021-04-21,62.1521
2021-04-22,59.2961
2021-04-23,62.1393
2021-04-24,62.1393
2021-04-25,62.1393
2021-04-26,61.9584
2021-04-27,62.8443
2021-04-28,64.2319
2021-04-29,65.1558
2021-04-30,63.9036
2021-05-01,63.9036
2021-05-02,63.9036
2021-05-03,65.9104
2021-05-04,68.316
2021-05-05,69.3493
2021-05-06,69.8829
2021-05-07,70.6645
2021-05-08,70.6645
2021-05-09,70.6645
2021-05-10,70.7662
2021-05-11,66.7304
2021-05-12,60.983
2021-05-13,63.9481
2021-05-14,64.7523
2021-05-15,64.7523
2021-05-16,64.7523
2021-05-17,65.0636
2021-05-18,63.3278
2021-05-19,61.108
2021-05-20,62.1507
2021-05-21,62.6989
2021-05-22,62.6989
2021-05-23,62.6989
2021-05-24,62.6535
2021-05-25,60.507
2021-05-26,61.3463
2021-05-27,60.7476
2021-05-28,61.407
2021-05-29,61.407
2021-05-30,61.407
2021-05-31,61.407
2021-06-01,62.3681
2021-06-02,60.333
2021-06-03,58.9997
2021-06-04,59.8577
2021-06-05,59.8577
2021-06-06,59.8577
2021-06-07,56.6298
2021-06-08,58.3608
2021-06-09,56.8023
2021-06-10,55.785
2021-06-11,57.32
2021-06-12,57.32
2021-06-13,57.32
2021-06-14,55.1878
2021-06-15,54.6839
2021-06-16,52.6087
2021-06-17,48.6169
2021-06-18,46.456
2021-06-19,46.456
2021-06-20,46.456
2021-06-21,50.7058
2021-06-22,51.3474
2021-06-23,51.8004
2021-06-24,52.832
2021-06-25,54.6143
2021-06-26,54.6143
2021-06-27,54.6143
2021-06-28,51.7111
2021-06-29,53.1556
2021-06-30,52.8287
2021-07-01,55.0228
2021-07-02,55.888
2021-07-03,55.888
2021-07-04,55.888
2021-07-05,55.888
2021-07-06,53.5848
2021-07-07,54.9827
2021-07-08,52.9283
2021-07-09,55.6896
2021-07-10,55.6896
2021-07-11,55.6896
2021-07-12,55.6611
2021-07-13,53.0757
2021-07-14,54.4207
2021-07-15,54.6823
2021-07-16,52.6913
2021-07-17,52.6913
2021-07-18,52.6913
2021-07-19,50.0263
2021-07-20,53.3544
2021-07-21,54.3331
2021-07-22,50.6671
2021-07-23,53.7997
2021-07-24,53.7997
2021-07-25,53.7997
2021-07-26,53.3105
2021-07-27,53.5062
2021-07-28,49.9044
2021-07-29,52.1081
2021-07-30,50.8702
2021-07-31,50.8702
2021-08-01,50.8702
2021-08-02,50.3015
2021-08-03,52.3384
2021-08-04,48.3918
2021-08-05,47.597
2021-08-06,47.7113
2021-08-07,47.7113
2021-08-08,47.7113
2021-08-09,47.3436
2021-08-10,48.4051
2021-08-11,49.6776
2021-08-12,49.071
2021-08-13,48.2539
2021-08-14,48.2539
2021-08-15,48.2539
2021-08-16,50.0168
2021-08-17,47.1082
2021-08-18,46.8711
2021-08-19,45.6455
2021-08-20,47.5563
2021-08-21,47.5563
2021-08-22,47.5563
2021-08-23,45.9241
2021-08-24,46.9462
2021-08-25,49.0934
2021-08-26,46.4896
2021-08-27,47.8218
2021-08-28,47.8218
2021-08-29,47.8218
2021-08-30,47.7956
2021-08-31,45.9099
2021-09-01,47.0574
2021-09-02,47.5763
2021-09-03,47.1467
2021-09-04,47.1467
2021-09-05,47.1467
2021-09-06,47.1467
2021-09-07,44.3915
2021-09-08,44.0041
2021-09-09,43.1854
2021-09-10,42.1425
2021-09-11,42.1425
2021-09-12,42.1425
2021-09-13,43.5866
2021-09-14,44.9398
2021-09-15,51.2893
2021-09-16,51.3453
2021-09-17,48.2092
2021-09-18,48.2092
2021-09-19,48.2092
2021-09-20,46.2479
2021-09-21,47.1259
2021-09-22,48.9551
2021-09-23,50.4824
2021-09-24,49.9284
2021-09-25,49.9284
2021-09-26,49.9284
2021-09-27,52.2534
2021-09-28,50.1121
2021-09-29,51.4741
2021-09-30,47.3892
2021-10-01,48.2448
2021-10-02,48.2448
2021-10-03,48.2448
2021-10-04,49.0439
2021-10-05,50.9114
2021-10-06,50.1709
2021-10-07,53.234
2021-10-08,54.0888
2021-10-09,54.0888
2021-10-10,54.0888
2021-10-11,54.2751
2021-10-12,52.6344
2021-10-13,51.1427
2021-10-14,55.4144
2021-10-15,55.1783
2021-10-16,55.1783
2021-10-17,55.1783
2021-10-18,54.5213
2021-10-19,55.8606
2021-10-20,58.2054
2021-10-21,63.4531
2021-10-22,61.0388
2021-10-23,61.0388
2021-10-24,61.0388
2021-10-25,61.5602
2021-10-26,62.5958
2021-10-27,59.153
2021-10-28,57.9306
2021-10-29,57.1114
2021-10-30,57.1114
2021-10-31,57.1114
2021-11-01,57.833
2021-11-02,60.275
2021-11-03,60.5877
2021-11-04,59.7986
2021-11-05,62.6071
2021-11-06,62.6071
2021-11-07,62.6071
2021-11-08,60.5365
2021-11-09,59.892
2021-11-10,58.9924
2021-11-11,60.0612
2021-11-12,60.9665
2021-11-13,60.9665
2021-11-14,60.9665
2021-11-15,62.1749
2021-11-16,61.884
2021-11-17,61.6787
2021-11-18,60.3423
2021-11-19,58.8741
2021-11-20,58.8741
2021-11-21,58.8741
2021-11-22,60.8927
2021-11-23,62.0812
2021-11-24,59.2854
2021-11-25,59.2854
2021-11-26,52.7631
2021-11-27,52.7631
2021-11-28,52.7631
2021-11-29,53.4683
2021-11-30,46.4679
2021-12-01,44.8693
2021-12-02,50.4838
2021-12-03,49.6455
2021-12-04,49.6455
2021-12-05,49.6455
2021-12-06,52.9049
2021-12-07,54.8932
2021-12-08,55.0861
2021-12-09,55.3168
2021-12-10,56.0397
2021-12-11,56.0397
2021-12-12,56.0397
2021-12-13,52.8808
2021-12-14,52.0822
2021-12-15,53.4183
2021-12-16,56.7488
2021-12-17,53.1219
2021-12-18,53.1219
2021-12-19,53.1219
2021-12-20,50.8211
2021-12-21,54.0763
2021-12-22,55.0038
2021-12-23,55.1287
2021-12-24,55.1287
2021-12-25,55.1287
2021-12-26,55.1287
2021-12-27,57.5097
2021-12-28,57.8459
2021-12-29,59.3623
2021-12-30,59.0504
2021-12-31,59.8635
2022-01-01,59.8635
2022-01-02,59.8635
2022-01-03,56.6425
2022-01-04,59.0617
2022-01-05,57.1456
2022-01-06,58.4986
2022-01-07,56.6484
2022-01-08,56.6484
2022-01-09,56.6484
2022-01-10,55.4478
2022-01-11,54.6097
2022-01-12,56.218
2022-01-13,56.3369
2022-01-14,55.0843
2022-01-15,55.0843
2022-01-16,55.0843
2022-01-17,55.0843
2022-01-18,52.9759
2022-01-19,50.1154
2022-01-20,46.7621
2022-01-21,45.74
2022-01-22,45.74
2022-01-23,45.74
2022-01-24,51.0348
2022-01-25,47.4227
2022-01-26,47.8482
2022-01-27,45.6381
2022-01-28,46.167
2022-01-29,46.167
2022-01-30,46.167
2022-01-31,49.5158
2022-02-01,50.6653
2022-02-02,51.7054
2022-02-03,48.9477
2022-02-04,45.9427
2022-02-05,45.9427
2022-02-06,45.9427
2022-02-07,44.3986
2022-02-08,46.6012
2022-02-09,48.7772
2022-02-10,44.3316
2022-02-11,43.719
2022-02-12,43.719
2022-02-13,43.719
2022-02-14,44.1411
2022-02-15,46.3353
2022-02-16,47.377
2022-02-17,45.1349
2022-02-18,44.4406
2022-02-19,44.4406
2022-02-20,44.4406
2022-02-21,44.4406
2022-02-22,41.557
2022-02-23,37.8651
2022-02-24,40.2022
2022-02-25,43.0542
2022-02-26,43.0542
2022-02-27,43.0542
2022-02-28,42.0176
2022-03-01,40.5494
2022-03-02,45.4049
2022-03-03,45.2435
2022-03-04,44.2093
2022-03-05,44.2093
2022-03-06,44.2093
2022-03-07,41.0762
2022-03-08,42.3133
2022-03-09,44.1282
2022-03-10,45.3976
2022-03-11,44.5023
2022-03-12,44.5023
2022-03-13,44.5023
2022-03-14,44.9328
2022-03-15,47.4328
2022-03-16,50.7991
2022-03-17,50.7801
2022-03-18,51.6687
2022-03-19,51.6687
2022-03-20,51.6687
2022-03-21,50.9476
2022-03-22,50.8253
2022-03-23,50.1302
2022-03-24,50.7541
2022-03-25,51.2275
2022-03-26,51.2275
2022-03-27,51.2275
2022-03-28,50.2285
2022-03-29,53.0092
2022-03-30,51.3783
2022-03-31,48.3934
2022-04-01,48.3004
2022-04-02,48.3004
2022-04-03,48.3004
2022-04-04,51.8616
2022-04-05,49.3626
2022-04-06,50.1046
2022-04-07,51.7426
2022-04-08,54.4842
2022-04-09,54.4842
2022-04-10,54.4842
2022-04-11,52.9825
2022-04-12,53.9764
2022-04-13,53.7823
2022-04-14,53.1082
2022-04-15,53.1082
2022-04-16,53.1082
2022-04-17,53.1082
2022-04-18,53.3169
2022-04-19,56.0298
2022-04-20,59.5253
2022-04-21,59.9191
2022-04-22,54.5587
2022-04-23,54.5587
2022-04-24,54.5587
2022-04-25,55.0406
2022-04-26,54.7863
2022-04-27,54.7744
2022-04-28,53.8787
2022-04-29,50.27
2022-04-30,50.27
2022-05-01,50.27
2022-05-02,50.7482
2022-05-03,52.1333
2022-05-04,55.5764
2022-05-05,50.2277
2022-05-06,50.7204
2022-05-07,50.7204
2022-05-08,50.7204
2022-05-09,51.8768
2022-05-10,50.8148
2022-05-11,49.042
2022-05-12,52.5294
2022-05-13,54.478
2022-05-14,54.478
2022-05-15,54.478
2022-05-16,55.8219
2022-05-17,57.0029
2022-05-18,50.6017
2022-05-19,51.0837
2022-05-20,47.8684
2022-05-21,47.8684
2022-05-22,47.8684
2022-05-23,48.9257
2022-05-24,50.1521
2022-05-25,52.2134
2022-05-26,54.6963
2022-05-27,57.2126
2022-05-28,57.2126
2022-05-29,57.2126
2022-05-30,57.2126
2022-05-31,54.7577
2022-06-01,53.8696
2022-06-02,55.405
2022-06-03,54.5644
2022-06-04,54.5644
2022-06-05,54.5644
2022-06-06,57.543
2022-06-07,58.4172
2022-06-08,56.9922
2022-06-09,57.0964
2022-06-10,53.3313
2022-06-11,53.3313
2022-06-12,53.3313
2022-06-13,49.3571
2022-06-14,50.0962
2022-06-15,50.078
2022-06-16,46.4841
2022-06-17,45.5866
2022-06-18,45.5866
2022-06-19,45.5866
2022-06-20,45.5866
2022-06-21,48.9453
2022-06-22,49.6705
2022-06-23,51.1502
2022-06-24,54.0461
2022-06-25,54.0461
2022-06-26,54.0461
2022-06-27,54.3615
2022-06-28,52.7386
2022-06-29,50.9329
2022-06-30,50.463
2022-07-01,50.7853
2022-07-02,50.7853
2022-07-03,50.7853
2022-07-04,50.7853
2022-07-05,52.5115
2022-07-06,52.5661
2022-07-07,54.952
2022-07-08,54.0773
2022-07-09,54.0773
2022-07-10,54.0773
2022-07-11,54.5016
2022-07-12,53.7798
2022-07-13,54.1132
2022-07-14,53.4185
2022-07-15,55.2219
2022-07-16,55.2219
2022-07-17,55.2219
2022-07-18,54.7361
2022-07-19,58.1372
2022-07-20,58.7763
2022-07-21,58.8031
2022-07-22,60.5163
2022-07-23,60.5163
2022-07-24,60.5163
2022-07-25,60.5513
2022-07-26,58.1522
2022-07-27,61.3553
2022-07-28,63.8996
2022-07-29,66.2149
2022-07-30,66.2149
2022-07-31,66.2149
2022-08-01,66.2561
2022-08-02,63.3647
2022-08-03,63.5694
2022-08-04,62.1073
2022-08-05,62.9488
2022-08-06,62.9488
2022-08-07,62.9488
2022-08-08,63.6798
2022-08-09,63.8163
2022-08-10,66.0591
2022-08-11,67.2578
2022-08-12,68.3035
2022-08-13,68.3035
2022-08-14,68.3035
2022-08-15,68.5684
2022-08-16,69.0402
2022-08-17,70.0401
2022-08-18,69.0469
2022-08-19,68.8513
2022-08-20,68.8513
2022-08-21,68.8513
2022-08-22,64.2998
2022-08-23,64.9527
2022-08-24,64.2298
2022-08-25,66.2552
2022-08-26,61.4101
2022-08-27,61.4101
2022-08-28,61.4101
2022-08-29,62.0452
2022-08-30,60.7141
2022-08-31,60.4287
2022-09-01,61.9767
2022-09-02,62.4061
2022-09-03,62.4061
2022-09-04,62.4061
2022-09-05,62.4061
2022-09-06,62.5365
2022-09-07,66.4563
2022-09-08,66.4405
2022-09-09,67.1344
2022-09-10,67.1344
2022-09-11,67.1344
2022-09-12,67.418
2022-09-13,59.5099
2022-09-14,57.3077
2022-09-15,54.9124
2022-09-16,55.1906
2022-09-17,55.1906
2022-09-18,55.1906
2022-09-19,58.9294
2022-09-20,57.1609
2022-09-21,55.2349
2022-09-22,53.6895
2022-09-23,49.9823
2022-09-24,49.9823
2022-09-25,49.9823
2022-09-26,47.9863
2022-09-27,47.4831
2022-09-28,51.785
2022-09-29,48.7411
2022-09-30,48.3648
2022-10-01,48.3648
2022-10-02,48.3648
2022-10-03,51.9873
2022-10-04,55.2106
2022-10-05,56.1013
2022-10-06,55.3567
2022-10-07,52.235
2022-10-08,52.235
2022-10-09,52.235
2022-10-10,52.8208
2022-10-11,54.8919
2022-10-12,52.9309
2022-10-13,54.3987
2022-10-14,52.2652
2022-10-15,52.2652
2022-10-16,52.2652
2022-10-17,55.5633
2022-10-18,57.4993
2022-10-19,55.7539
2022-10-20,54.6175
2022-10-21,58.2067
2022-10-22,58.2067
2022-10-23,58.2067
2022-10-24,63.6501
2022-10-25,64.2954
2022-10-26,63.9007
2022-10-27,66.0565
2022-10-28,68.1218
2022-10-29,68.1218
2022-10-30,68.1218
2022-10-31,67.0343
2022-11-01,67.774
2022-11-02,63.3518
2022-11-03,64.4873
2022-11-04,65.1363
2022-11-05,65.1363
2022-11-06,65.1363
2022-11-07,66.1491
2022-11-08,66.4538
2022-11-09,64.0782
2022-11-10,66.2549
2022-11-11,61.945
2022-11-12,61.945
2022-11-13,61.945
2022-11-14,63.0076
2022-11-15,63.9624
2022-11-16,62.4262
2022-11-17,61.9234
2022-11-18,62.7186
2022-11-19,62.7186
2022-11-20,62.7186
2022-11-21,63.7049
2022-11-22,64.7243
2022-11-23,64.6469
2022-11-24,64.6469
2022-11-25,65.9575
2022-11-26,65.9575
2022-11-27,65.9575
2022-11-28,62.7876
2022-11-29,60.002
2022-11-30,61.8197
2022-12-01,63.3547
2022-12-02,64.7695
2022-12-03,64.7695
2022-12-04,64.7695
2022-12-05,62.3021
2022-12-06,60.0365
2022-12-07,60.1691
2022-12-08,61.9767
2022-12-09,58.6281
2022-12-10,58.6281
2022-12-11,58.6281
2022-12-12,58.3956
2022-12-13,54.6855
2022-12-14,55.4452
2022-12-15,55.148
2022-12-16,53.3456
2022-12-17,53.3456
2022-12-18,53.3456
2022-12-19,52.4902
2022-12-20,52.2688
2022-12-21,54.2085
2022-12-22,51.4514
2022-12-23,52.7733
2022-12-24,52.7733
2022-12-25,52.7733
2022-12-26,52.7733
2022-12-27,53.3718
2022-12-28,51.4061
2022-12-29,51.4502
2022-12-30,49.8336
2022-12-31,49.8336
2023-01-01,49.8336
2023-01-02,49.8336
2023-01-03,46.5945
2023-01-04,48.5847
2023-01-05,45.7917
2023-01-06,47.8795
2023-01-07,47.8795
2023-01-08,47.8795
2023-01-09,47.5208
2023-01-10,46.9623
2023-01-11,46.4573
2023-01-12,46.2741
2023-01-13,46.9033
2023-01-14,46.9033
2023-01-15,46.9033
2023-01-16,46.9033
2023-01-17,45.9719
2023-01-18,43.903
2023-01-19,40.054
2023-01-20,40.4676
2023-01-21,40.4676
2023-01-22,40.4676
2023-01-23,41.5501
2023-01-24,44.5281
2023-01-25,45.6058
2023-01-26,47.1726
2023-01-27,45.3501
2023-01-28,45.3501
2023-01-29,45.3501
2023-01-30,46.0547
2023-01-31,47.3237
2023-02-01,48.1064
2023-02-02,50.3258
2023-02-03,47.9327
2023-02-04,47.9327
2023-02-05,47.9327
2023-02-06,48.8432
2023-02-07,48.6356
2023-02-08,49.1572
2023-02-09,48.9368
2023-02-10,52.8796
2023-02-11,52.8796
2023-02-12,52.8796
2023-02-13,55.461
2023-02-14,56.2012
2023-02-15,58.8496
2023-02-16,58.2209
2023-02-17,59.0659
2023-02-18,59.0659
2023-02-19,59.0659
2023-02-20,59.0659
2023-02-21,52.6158
2023-02-22,52.1788
2023-02-23,57.1837
2023-02-24,56.2059
2023-02-25,56.2059
2023-02-26,56.2059
2023-02-27,55.7028
2023-02-28,54.1564
2023-03-01,48.0496
2023-03-02,49.4703
2023-03-03,50.2503
2023-03-04,50.2503
2023-03-05,50.2503
2023-03-06,51.8499
2023-03-07,48.8177
2023-03-08,47.5331
2023-03-09,44.6967
2023-03-10,43.029
2023-03-11,43.029
2023-03-12,43.029
2023-03-13,42.6639
2023-03-14,43.9687
2023-03-15,43.4416
2023-03-16,44.9992
2023-03-17,42.9289
2023-03-18,42.9289
2023-03-19,42.9289
