,INTU US Equity
2023-03-20,51.093
2023-03-21,53.2589
2023-03-22,51.45
2023-03-23,55.1349
2023-03-24,54.452
2023-03-25,54.452
2023-03-26,54.452
2023-03-27,53.8307
2023-03-28,52.053
2023-03-29,54.8806
2023-03-30,56.1827
2023-03-31,57.2598
2023-04-01,57.2598
2023-04-02,57.2598
2023-04-03,55.9801
2023-04-04,55.7652
2023-04-05,55.5958
2023-04-06,57.3046
2023-04-07,57.3046
2023-04-08,57.3046
2023-04-09,57.3046
2023-04-10,56.7552
2023-04-11,54.8307
2023-04-12,54.1961
2023-04-13,55.6758
2023-04-14,55.6233
2023-04-15,55.6233
2023-04-16,55.6233
2023-04-17,55.1893
2023-04-18,55.7726
2023-04-19,56.4528
2023-04-20,56.9044
2023-04-21,56.5866
2023-04-22,56.5866
2023-04-23,56.5866
2023-04-24,55.2833
2023-04-25,48.8656
2023-04-26,47.3168
2023-04-27,51.3406
2023-04-28,54.7601
2023-04-29,54.7601
2023-04-30,54.7601
2023-05-01,54.3752
2023-05-02,52.7634
2023-05-03,51.0031
2023-05-04,49.2074
2023-05-05,50.091
2023-05-06,50.091
2023-05-07,50.091
2023-05-08,50.3311
2023-05-09,50.5379
2023-05-10,51.5524
2023-05-11,49.7306
2023-05-12,50.4761
2023-05-13,50.4761
2023-05-14,50.4761
2023-05-15,50.0793
2023-05-16,48.7302
2023-05-17,51.6629
2023-05-18,55.6323
2023-05-19,55.149
2023-05-20,55.149
2023-05-21,55.149
2023-05-22,57.062
2023-05-23,55.7499
2023-05-24,46.9676
2023-05-25,46.339
2023-05-26,47.7073
2023-05-27,47.7073
2023-05-28,47.7073
2023-05-29,47.7073
2023-05-30,44.9615
2023-05-31,48.2171
2023-06-01,48.9365
2023-06-02,50.9051
2023-06-03,50.9051
2023-06-04,50.9051
2023-06-05,53.6335
2023-06-06,54.8217
2023-06-07,48.8343
2023-06-08,49.0546
2023-06-09,50.8474
2023-06-10,50.8474
2023-06-11,50.8474
2023-06-12,53.8372
2023-06-13,54.1206
2023-06-14,53.8028
2023-06-15,55.8376
2023-06-16,55.5167
2023-06-17,55.5167
2023-06-18,55.5167
2023-06-19,55.5167
2023-06-20,55.5374
2023-06-21,54.337
2023-06-22,54.4057
2023-06-23,54.8253
2023-06-24,54.8253
2023-06-25,54.8253
2023-06-26,54.9666
2023-06-27,56.2956
2023-06-28,56.4349
2023-06-29,55.2778
2023-06-30,55.8602
2023-07-01,55.8602
2023-07-02,55.8602
2023-07-03,53.8345
2023-07-04,53.8345
2023-07-05,55.4185
2023-07-06,53.4984
2023-07-07,52.7428
2023-07-08,52.7428
2023-07-09,52.7428
2023-07-10,56.7724
2023-07-11,56.5776
2023-07-12,59.5708
2023-07-13,60.5367
2023-07-14,61.0995
2023-07-15,61.0995
2023-07-16,61.0995
2023-07-17,62.5296
2023-07-18,63.4674
2023-07-19,64.4904
2023-07-20,61.444
2023-07-21,61.6021
2023-07-22,61.6021
2023-07-23,61.6021
2023-07-24,60.2141
2023-07-25,61.9715
2023-07-26,62.0563
2023-07-27,61.9353
2023-07-28,65.1914
2023-07-29,65.1914
2023-07-30,65.1914
2023-07-31,65.1387
2023-08-01,63.9167
2023-08-02,60.1076
2023-08-03,59.7305
2023-08-04,59.7305
2023-08-05,59.7305
2023-08-06,59.7305
2023-08-07,61.7191
2023-08-08,60.0699
2023-08-09,58.5744
2023-08-10,59.7767
2023-08-11,58.4163
2023-08-12,58.4163
2023-08-13,58.4163
2023-08-14,60.4377
2023-08-15,57.3422
2023-08-16,56.808
2023-08-17,53.6962
2023-08-18,53.5346
2023-08-19,53.5346
2023-08-20,53.5346
2023-08-21,54.2037
2023-08-22,54.0776
2023-08-23,57.739
2023-08-24,56.8846
2023-08-25,61.9555
2023-08-26,61.9555
2023-08-27,61.9555
2023-08-28,61.8896
2023-08-29,65.5982
2023-08-30,66.3837
2023-08-31,66.6208
2023-09-01,68.0952
2023-09-02,68.0952
2023-09-03,68.0952
2023-09-04,68.0952
2023-09-05,68.2776
2023-09-06,68.3483
2023-09-07,68.864
2023-09-08,67.5582
2023-09-09,67.5582
2023-09-10,67.5582
2023-09-11,67.0151
2023-09-12,65.5867
2023-09-13,63.8586
2023-09-14,65.1825
2023-09-15,61.2703
2023-09-16,61.2703
2023-09-17,61.2703
2023-09-18,60.0675
2023-09-19,57.8409
2023-09-20,55.7826
2023-09-21,49.5254
2023-09-22,50.7736
2023-09-23,50.7736
2023-09-24,50.7736
2023-09-25,50.6933
2023-09-26,49.1114
2023-09-27,50.6817
2023-09-28,51.898
2023-09-29,51.4712
2023-09-30,51.4712
2023-10-01,51.4712
2023-10-02,53.5561
2023-10-03,50.1998
2023-10-04,53.1377
2023-10-05,53.0532
2023-10-06,57.6123
2023-10-07,57.6123
2023-10-08,57.6123
2023-10-09,58.0118
2023-10-10,59.2936
2023-10-11,59.6538
2023-10-12,60.1084
2023-10-13,56.3877
2023-10-14,56.3877
2023-10-15,56.3877
2023-10-16,58.4058
2023-10-17,57.6604
2023-10-18,53.8505
2023-10-19,52.0043
2023-10-20,47.7795
2023-10-21,47.7795
2023-10-22,47.7795
2023-10-23,47.0325
2023-10-24,47.5784
2023-10-25,41.8917
2023-10-26,41.0936
2023-10-27,41.1163
2023-10-28,41.1163
2023-10-29,41.1163
2023-10-30,43.6752
2023-10-31,45.9439
2023-11-01,44.5051
2023-11-02,47.7774
2023-11-03,47.3026
2023-11-04,47.3026
2023-11-05,47.3026
2023-11-06,47.8821
2023-11-07,51.5934
2023-11-08,53.7455
2023-11-09,51.5509
2023-11-10,55.028
2023-11-11,55.028
2023-11-12,55.028
2023-11-13,55.7806
2023-11-14,60.6178
2023-11-15,60.6216
2023-11-16,60.8981
2023-11-17,61.5342
2023-11-18,61.5342
2023-11-19,61.5342
2023-11-20,62.39
2023-11-21,61.6318
2023-11-22,62.0533
2023-11-23,62.0533
2023-11-24,61.9983
2023-11-25,61.9983
2023-11-26,61.9983
2023-11-27,61.0055
2023-11-28,61.8598
2023-11-29,64.4137
2023-11-30,62.3639
2023-12-01,62.9681
2023-12-02,62.9681
2023-12-03,62.9681
2023-12-04,61.591
2023-12-05,61.8845
2023-12-06,59.8797
2023-12-07,61.1147
2023-12-08,61.6739
2023-12-09,61.6739
2023-12-10,61.6739
2023-12-11,64.4723
2023-12-12,65.9865
2023-12-13,68.9101
2023-12-14,65.6215
2023-12-15,66.9447
2023-12-16,66.9447
2023-12-17,66.9447
2023-12-18,68.6348
2023-12-19,69.1335
2023-12-20,67.0411
2023-12-21,67.9622
2023-12-22,68.4935
2023-12-23,68.4935
2023-12-24,68.4935
2023-12-25,68.4935
2023-12-26,68.6298
2023-12-27,69.38
2023-12-28,68.9407
2023-12-29,67.7345
2023-12-30,67.7345
2023-12-31,67.7345
2024-01-01,67.7345
2024-01-02,60.0086
2024-01-03,56.0823
2024-01-04,54.8124
2024-01-05,55.3451
2024-01-06,55.3451
2024-01-07,55.3451
2024-01-08,57.5478
2024-01-09,59.2605
2024-01-10,60.0233
2024-01-11,60.0255
2024-01-12,60.7164
2024-01-13,60.7164
2024-01-14,60.7164
2024-01-15,60.7164
2024-01-16,58.0398
2024-01-17,56.7443
2024-01-18,59.4478
2024-01-19,61.7694
2024-01-20,61.7694
2024-01-21,61.7694
2024-01-22,63.4556
2024-01-23,64.4579
2024-01-24,64.5275
2024-01-25,65.5558
2024-01-26,65.5077
2024-01-27,65.5077
2024-01-28,65.5077
2024-01-29,67.6813
2024-01-30,65.7611
2024-01-31,60.1533
2024-02-01,60.4788
2024-02-02,61.8929
2024-02-03,61.8929
2024-02-04,61.8929
2024-02-05,62.1058
2024-02-06,60.295
2024-02-07,61.9971
2024-02-08,64.0051
2024-02-09,64.989
2024-02-10,64.989
2024-02-11,64.989
2024-02-12,64.5693
2024-02-13,58.3401
2024-02-14,62.1462
2024-02-15,63.4569
2024-02-16,60.8534
2024-02-17,60.8534
2024-02-18,60.8534
2024-02-19,60.8534
2024-02-20,58.0189
2024-02-21,55.9245
2024-02-22,59.7868
2024-02-23,60.1344
2024-02-24,60.1344
2024-02-25,60.1344
2024-02-26,60.8803
2024-02-27,61.8906
2024-02-28,58.9789
2024-02-29,59.6962
2024-03-01,60.3934
2024-03-02,60.3934
2024-03-03,60.3934
2024-03-04,60.7591
2024-03-05,53.0685
2024-03-06,55.2251
2024-03-07,54.9922
2024-03-08,55.486
2024-03-09,55.486
2024-03-10,55.486
2024-03-11,55.2603
2024-03-12,57.6965
2024-03-13,55.6793
2024-03-14,54.3726
2024-03-15,48.6187
2024-03-16,48.6187
2024-03-17,48.6187
2024-03-18,49.7121
2024-03-19,50.6403
2024-03-20,51.7693
2024-03-21,54.2405
2024-03-22,52.4377
2024-03-23,52.4377
2024-03-24,52.4377
2024-03-25,51.3503
2024-03-26,51.5648
2024-03-27,53.4854
2024-03-28,53.7604
2024-03-29,53.7604
2024-03-30,53.7604
2024-03-31,53.7604
2024-04-01,51.2336
2024-04-02,48.1786
2024-04-03,47.3866
2024-04-04,47.0036
2024-04-05,50.4838
2024-04-06,50.4838
2024-04-07,50.4838
2024-04-08,52.6079
