,CDW US Equity
2021-04-26,67.4745
2021-04-27,67.6905
2021-04-28,65.9499
2021-04-29,66.239
2021-04-30,61.4501
2021-05-01,61.4501
2021-05-02,61.4501
2021-05-03,62.0424
2021-05-04,58.9209
2021-05-05,54.158
2021-05-06,55.078
2021-05-07,56.7754
2021-05-08,56.7754
2021-05-09,56.7754
2021-05-10,53.5916
2021-05-11,50.3888
2021-05-12,47.1788
2021-05-13,51.0915
2021-05-14,51.7649
2021-05-15,51.7649
2021-05-16,51.7649
2021-05-17,51.5176
2021-05-18,50.4955
2021-05-19,50.6232
2021-05-20,50.6479
2021-05-21,50.6564
2021-05-22,50.6564
2021-05-23,50.6564
2021-05-24,51.4291
2021-05-25,49.7712
2021-05-26,49.1886
2021-05-27,50.209
2021-05-28,48.5938
2021-05-29,48.5938
2021-05-30,48.5938
2021-05-31,48.5938
2021-06-01,47.2101
2021-06-02,48.2814
2021-06-03,48.5982
2021-06-04,50.7534
2021-06-05,50.7534
2021-06-06,50.7534
2021-06-07,49.0867
2021-06-08,49.7965
2021-06-09,49.1371
2021-06-10,50.7483
2021-06-11,51.9778
2021-06-12,51.9778
2021-06-13,51.9778
2021-06-14,52.6044
2021-06-15,54.1797
2021-06-16,54.9401
2021-06-17,52.1534
2021-06-18,48.6091
2021-06-19,48.6091
2021-06-20,48.6091
2021-06-21,52.4272
2021-06-22,53.6975
2021-06-23,51.6339
2021-06-24,52.7301
2021-06-25,54.0695
2021-06-26,54.0695
2021-06-27,54.0695
2021-06-28,55.8363
2021-06-29,57.9408
2021-06-30,56.1113
2021-07-01,57.0711
2021-07-02,57.9724
2021-07-03,57.9724
2021-07-04,57.9724
2021-07-05,57.9724
2021-07-06,56.9288
2021-07-07,59.2857
2021-07-08,57.0282
2021-07-09,57.98
2021-07-10,57.98
2021-07-11,57.98
2021-07-12,56.1346
2021-07-13,53.8048
2021-07-14,55.47
2021-07-15,54.725
2021-07-16,53.7296
2021-07-17,53.7296
2021-07-18,53.7296
2021-07-19,51.608
2021-07-20,55.0856
2021-07-21,55.9536
2021-07-22,56.136
2021-07-23,59.0504
2021-07-24,59.0504
2021-07-25,59.0504
2021-07-26,59.5522
2021-07-27,59.2185
2021-07-28,58.0411
2021-07-29,60.3622
2021-07-30,60.5564
2021-07-31,60.5564
2021-08-01,60.5564
2021-08-02,60.8211
2021-08-03,62.1514
2021-08-04,64.4268
2021-08-05,66.1264
2021-08-06,65.3528
2021-08-07,65.3528
2021-08-08,65.3528
2021-08-09,64.7752
2021-08-10,66.1672
2021-08-11,69.1317
2021-08-12,70.3135
2021-08-13,70.5587
2021-08-14,70.5587
2021-08-15,70.5587
2021-08-16,70.982
2021-08-17,67.6338
2021-08-18,65.6806
2021-08-19,64.4069
2021-08-20,65.4682
2021-08-21,65.4682
2021-08-22,65.4682
2021-08-23,66.2842
2021-08-24,66.6099
2021-08-25,67.6377
2021-08-26,67.174
2021-08-27,68.0369
2021-08-28,68.0369
2021-08-29,68.0369
2021-08-30,69.098
2021-08-31,68.8915
2021-09-01,68.3714
2021-09-02,70.5091
2021-09-03,69.5917
2021-09-04,69.5917
2021-09-05,69.5917
2021-09-06,69.5917
2021-09-07,67.2479
2021-09-08,65.8865
2021-09-09,64.5657
2021-09-10,62.1714
2021-09-11,62.1714
2021-09-12,62.1714
2021-09-13,60.3605
2021-09-14,55.8243
2021-09-15,57.4433
2021-09-16,56.4464
2021-09-17,52.4301
2021-09-18,52.4301
2021-09-19,52.4301
2021-09-20,48.6895
2021-09-21,48.6465
2021-09-22,50.7499
2021-09-23,53.7768
2021-09-24,54.3195
2021-09-25,54.3195
2021-09-26,54.3195
2021-09-27,53.3948
2021-09-28,46.8107
2021-09-29,46.0937
2021-09-30,43.0298
2021-10-01,47.0188
2021-10-02,47.0188
2021-10-03,47.0188
2021-10-04,44.3546
2021-10-05,45.8887
2021-10-06,39.365
2021-10-07,41.3023
2021-10-08,40.8961
2021-10-09,40.8961
2021-10-10,40.8961
2021-10-11,39.3035
2021-10-12,38.6563
2021-10-13,39.0993
2021-10-14,42.7606
2021-10-15,42.9526
2021-10-16,42.9526
2021-10-17,42.9526
2021-10-18,50.6279
2021-10-19,51.7331
2021-10-20,52.3323
2021-10-21,54.0109
2021-10-22,54.7136
2021-10-23,54.7136
2021-10-24,54.7136
2021-10-25,54.768
2021-10-26,51.9376
2021-10-27,48.4764
2021-10-28,49.8015
2021-10-29,50.3984
2021-10-30,50.3984
2021-10-31,50.3984
2021-11-01,51.2347
2021-11-02,52.5472
2021-11-03,49.3361
2021-11-04,48.8814
2021-11-05,50.6837
2021-11-06,50.6837
2021-11-07,50.6837
2021-11-08,49.1676
2021-11-09,50.6511
2021-11-10,52.1632
2021-11-11,51.7211
2021-11-12,54.0382
2021-11-13,54.0382
2021-11-14,54.0382
2021-11-15,53.8155
2021-11-16,57.0991
2021-11-17,57.2968
2021-11-18,57.2863
2021-11-19,57.9483
2021-11-20,57.9483
2021-11-21,57.9483
2021-11-22,58.0617
2021-11-23,58.1786
2021-11-24,61.3271
2021-11-25,61.3271
2021-11-26,52.4095
2021-11-27,52.4095
2021-11-28,52.4095
2021-11-29,55.2488
2021-11-30,50.5831
2021-12-01,47.1387
2021-12-02,53.4833
2021-12-03,52.0528
2021-12-04,52.0528
2021-12-05,52.0528
2021-12-06,53.8282
2021-12-07,56.1994
2021-12-08,56.567
2021-12-09,53.4272
2021-12-10,53.5434
2021-12-11,53.5434
2021-12-12,53.5434
2021-12-13,51.2495
2021-12-14,49.7924
2021-12-15,51.496
2021-12-16,48.506
2021-12-17,50.0613
2021-12-18,50.0613
2021-12-19,50.0613
2021-12-20,47.8392
2021-12-21,52.1661
2021-12-22,55.4147
2021-12-23,57.5
2021-12-24,57.5
2021-12-25,57.5
2021-12-26,57.5
2021-12-27,59.6386
2021-12-28,58.6214
2021-12-29,59.2443
2021-12-30,57.1741
2021-12-31,57.6081
2022-01-01,57.6081
2022-01-02,57.6081
2022-01-03,57.734
2022-01-04,59.4239
2022-01-05,56.0084
2022-01-06,57.4813
2022-01-07,52.199
2022-01-08,52.199
2022-01-09,52.199
2022-01-10,53.238
2022-01-11,53.3583
2022-01-12,51.3907
2022-01-13,49.3044
2022-01-14,47.8585
2022-01-15,47.8585
2022-01-16,47.8585
2022-01-17,47.8585
2022-01-18,46.8558
2022-01-19,46.5354
2022-01-20,46.2808
2022-01-21,43.7346
2022-01-22,43.7346
2022-01-23,43.7346
2022-01-24,44.0955
2022-01-25,41.6692
2022-01-26,42.9086
2022-01-27,42.476
2022-01-28,44.6048
2022-01-29,44.6048
2022-01-30,44.6048
2022-01-31,47.8291
2022-02-01,48.0712
2022-02-02,51.5285
2022-02-03,50.4395
2022-02-04,49.9903
2022-02-05,49.9903
2022-02-06,49.9903
2022-02-07,49.3189
2022-02-08,51.6595
2022-02-09,48.4398
2022-02-10,44.5006
2022-02-11,42.0223
2022-02-12,42.0223
2022-02-13,42.0223
2022-02-14,40.6781
2022-02-15,45.7705
2022-02-16,46.9361
2022-02-17,45.2068
2022-02-18,44.9286
2022-02-19,44.9286
2022-02-20,44.9286
2022-02-21,44.9286
2022-02-22,42.946
2022-02-23,38.7723
2022-02-24,40.5917
2022-02-25,44.5263
2022-02-26,44.5263
2022-02-27,44.5263
2022-02-28,42.1748
2022-03-01,40.8327
2022-03-02,43.637
2022-03-03,43.8342
2022-03-04,42.5376
2022-03-05,42.5376
2022-03-06,42.5376
2022-03-07,39.849
2022-03-08,39.5705
2022-03-09,43.4261
2022-03-10,43.0243
2022-03-11,42.9683
2022-03-12,42.9683
2022-03-13,42.9683
2022-03-14,41.3871
2022-03-15,44.8917
2022-03-16,45.5557
2022-03-17,47.3204
2022-03-18,49.0131
2022-03-19,49.0131
2022-03-20,49.0131
2022-03-21,48.6872
2022-03-22,48.3327
2022-03-23,46.3574
2022-03-24,47.1657
2022-03-25,47.3599
2022-03-26,47.3599
2022-03-27,47.3599
2022-03-28,48.0983
2022-03-29,50.3647
2022-03-30,49.0652
2022-03-31,49.1096
2022-04-01,48.4291
2022-04-02,48.4291
2022-04-03,48.4291
2022-04-04,49.1184
2022-04-05,47.8217
2022-04-06,47.5454
2022-04-07,48.2221
2022-04-08,47.0399
2022-04-09,47.0399
2022-04-10,47.0399
2022-04-11,44.8917
2022-04-12,44.5389
2022-04-13,44.1035
2022-04-14,45.718
2022-04-15,45.718
2022-04-16,45.718
2022-04-17,45.718
2022-04-18,44.8536
2022-04-19,46.6807
2022-04-20,50.4808
2022-04-21,48.645
2022-04-22,44.2313
2022-04-23,44.2313
2022-04-24,44.2313
2022-04-25,45.0644
2022-04-26,40.814
2022-04-27,40.4761
2022-04-28,44.9753
2022-04-29,42.0379
2022-04-30,42.0379
2022-05-01,42.0379
2022-05-02,42.7114
2022-05-03,45.1739
2022-05-04,50.9656
2022-05-05,47.704
2022-05-06,47.3902
2022-05-07,47.3902
2022-05-08,47.3902
2022-05-09,44.4097
2022-05-10,45.4763
2022-05-11,44.4183
2022-05-12,45.87
2022-05-13,47.4182
2022-05-14,47.4182
2022-05-15,47.4182
2022-05-16,47.3248
2022-05-17,49.4329
2022-05-18,44.6905
2022-05-19,43.8226
2022-05-20,42.9738
2022-05-21,42.9738
2022-05-22,42.9738
2022-05-23,43.6512
2022-05-24,42.6792
2022-05-25,44.2996
2022-05-26,47.5902
2022-05-27,50.2381
2022-05-28,50.2381
2022-05-29,50.2381
2022-05-30,50.2381
2022-05-31,49.5372
2022-06-01,50.3179
2022-06-02,53.0562
2022-06-03,52.7262
2022-06-04,52.7262
2022-06-05,52.7262
2022-06-06,52.8049
2022-06-07,54.1421
2022-06-08,51.7363
2022-06-09,51.2662
2022-06-10,47.5424
2022-06-11,47.5424
2022-06-12,47.5424
2022-06-13,44.1161
2022-06-14,45.1417
2022-06-15,45.9962
2022-06-16,42.0284
2022-06-17,42.198
2022-06-18,42.198
2022-06-19,42.198
2022-06-20,42.198
2022-06-21,44.5406
2022-06-22,44.4379
2022-06-23,43.6522
2022-06-24,47.6003
2022-06-25,47.6003
2022-06-26,47.6003
2022-06-27,48.4651
2022-06-28,45.042
2022-06-29,44.3893
2022-06-30,44.1227
2022-07-01,43.8294
2022-07-02,43.8294
2022-07-03,43.8294
2022-07-04,43.8294
2022-07-05,44.342
2022-07-06,44.6277
2022-07-07,45.7934
2022-07-08,46.9827
2022-07-09,46.9827
2022-07-10,46.9827
2022-07-11,45.2181
2022-07-12,44.9863
2022-07-13,45.061
2022-07-14,45.4214
2022-07-15,47.4986
2022-07-16,47.4986
2022-07-17,47.4986
2022-07-18,46.2752
2022-07-19,51.7655
2022-07-20,52.8314
2022-07-21,54.1053
2022-07-22,53.2663
2022-07-23,53.2663
2022-07-24,53.2663
2022-07-25,53.4869
2022-07-26,53.227
2022-07-27,56.2659
2022-07-28,58.2652
2022-07-29,60.1659
2022-07-30,60.1659
2022-07-31,60.1659
2022-08-01,60.1491
2022-08-02,59.1431
2022-08-03,60.0968
2022-08-04,58.4179
2022-08-05,58.1321
2022-08-06,58.1321
2022-08-07,58.1321
2022-08-08,57.1591
2022-08-09,52.2226
2022-08-10,54.5606
2022-08-11,54.3242
2022-08-12,57.2375
2022-08-13,57.2375
2022-08-14,57.2375
2022-08-15,58.0866
2022-08-16,59.2116
2022-08-17,58.4093
2022-08-18,61.0455
2022-08-19,61.7493
2022-08-20,61.7493
2022-08-21,61.7493
2022-08-22,58.9009
2022-08-23,58.6947
2022-08-24,58.7135
2022-08-25,60.8569
2022-08-26,54.048
2022-08-27,54.048
2022-08-28,54.048
2022-08-29,52.7903
2022-08-30,50.6753
2022-08-31,47.7252
2022-09-01,47.6006
2022-09-02,46.278
2022-09-03,46.278
2022-09-04,46.278
2022-09-05,46.278
2022-09-06,46.9381
2022-09-07,49.6597
2022-09-08,50.5741
2022-09-09,51.4301
2022-09-10,51.4301
2022-09-11,51.4301
2022-09-12,52.9691
2022-09-13,49.0884
2022-09-14,48.8039
2022-09-15,47.1757
2022-09-16,48.0494
2022-09-17,48.0494
2022-09-18,48.0494
2022-09-19,47.9424
2022-09-20,46.2176
2022-09-21,44.2847
2022-09-22,42.5039
2022-09-23,40.8241
2022-09-24,40.8241
2022-09-25,40.8241
2022-09-26,39.8629
2022-09-27,39.5222
2022-09-28,42.8307
2022-09-29,41.2715
2022-09-30,39.5431
2022-10-01,39.5431
2022-10-02,39.5431
2022-10-03,42.8257
2022-10-04,47.7525
2022-10-05,47.9042
2022-10-06,46.8654
2022-10-07,43.48
2022-10-08,43.48
2022-10-09,43.48
2022-10-10,42.773
2022-10-11,39.5165
2022-10-12,39.5111
2022-10-13,43.682
2022-10-14,41.5514
2022-10-15,41.5514
2022-10-16,41.5514
2022-10-17,45.3036
2022-10-18,46.6177
2022-10-19,45.6082
2022-10-20,44.9893
2022-10-21,47.7882
2022-10-22,47.7882
2022-10-23,47.7882
2022-10-24,49.2989
2022-10-25,51.7544
2022-10-26,51.1044
2022-10-27,51.6493
2022-10-28,54.4013
2022-10-29,54.4013
2022-10-30,54.4013
2022-10-31,54.351
2022-11-01,54.1806
2022-11-02,54.0434
2022-11-03,54.3292
2022-11-04,53.9899
2022-11-05,53.9899
2022-11-06,53.9899
2022-11-07,53.907
2022-11-08,56.2756
2022-11-09,53.2616
2022-11-10,61.2024
2022-11-11,60.2936
2022-11-12,60.2936
2022-11-13,60.2936
2022-11-14,58.832
2022-11-15,60.0911
2022-11-16,58.5475
2022-11-17,58.7274
2022-11-18,60.0725
2022-11-19,60.0725
2022-11-20,60.0725
2022-11-21,59.6702
2022-11-22,61.5463
2022-11-23,62.2631
2022-11-24,62.2631
2022-11-25,61.3382
2022-11-26,61.3382
2022-11-27,61.3382
2022-11-28,58.8177
2022-11-29,57.7844
2022-11-30,60.4697
2022-12-01,61.8833
2022-12-02,60.8411
2022-12-03,60.8411
2022-12-04,60.8411
2022-12-05,58.208
2022-12-06,56.4178
2022-12-07,56.4873
2022-12-08,57.8165
2022-12-09,56.5653
2022-12-10,56.5653
2022-12-11,56.5653
2022-12-12,59.1415
2022-12-13,61.0796
2022-12-14,60.2438
2022-12-15,53.9491
2022-12-16,51.8587
2022-12-17,51.8587
2022-12-18,51.8587
2022-12-19,49.8404
2022-12-20,50.2546
2022-12-21,51.7084
2022-12-22,49.4353
2022-12-23,49.6593
2022-12-24,49.6593
2022-12-25,49.6593
2022-12-26,49.6593
2022-12-27,50.2648
2022-12-28,47.8017
2022-12-29,50.9055
2022-12-30,50.0086
2022-12-31,50.0086
2023-01-01,50.0086
2023-01-02,50.0086
2023-01-03,50.662
2023-01-04,51.8109
2023-01-05,49.5613
2023-01-06,53.0806
2023-01-07,53.0806
2023-01-08,53.0806
2023-01-09,53.5613
2023-01-10,55.1169
2023-01-11,57.6631
2023-01-12,59.2626
2023-01-13,60.0734
2023-01-14,60.0734
2023-01-15,60.0734
2023-01-16,60.0734
2023-01-17,61.5744
2023-01-18,61.8263
2023-01-19,61.1208
2023-01-20,61.9462
2023-01-21,61.9462
2023-01-22,61.9462
2023-01-23,62.622
2023-01-24,60.0423
2023-01-25,55.8226
2023-01-26,57.1747
2023-01-27,56.3482
2023-01-28,56.3482
2023-01-29,56.3482
2023-01-30,56.8213
2023-01-31,58.0912
2023-02-01,60.0077
2023-02-02,61.6768
2023-02-03,60.772
2023-02-04,60.772
2023-02-05,60.772
2023-02-06,59.8457
2023-02-07,59.1417
2023-02-08,60.6168
2023-02-09,61.6444
2023-02-10,62.9843
2023-02-11,62.9843
2023-02-12,62.9843
2023-02-13,65.9822
2023-02-14,63.0284
2023-02-15,65.3647
2023-02-16,66.1607
2023-02-17,65.8533
2023-02-18,65.8533
2023-02-19,65.8533
2023-02-20,65.8533
2023-02-21,58.453
2023-02-22,57.2607
2023-02-23,57.9792
2023-02-24,56.3018
2023-02-25,56.3018
2023-02-26,56.3018
2023-02-27,56.2937
2023-02-28,56.2105
2023-03-01,54.8346
2023-03-02,55.3448
2023-03-03,55.4222
2023-03-04,55.4222
2023-03-05,55.4222
2023-03-06,56.3895
2023-03-07,53.1773
2023-03-08,53.6622
2023-03-09,50.5227
2023-03-10,46.2598
2023-03-11,46.2598
2023-03-12,46.2598
2023-03-13,44.8614
2023-03-14,47.1819
2023-03-15,45.3646
2023-03-16,49.1351
2023-03-17,45.4921
2023-03-18,45.4921
2023-03-19,45.4921
2023-03-20,47.9398
