,AIMC US Equity
2020-04-25,44.7995
2020-04-26,44.7995
2020-04-27,47.8874
2020-04-28,51.0871
2020-04-29,55.7614
2020-04-30,57.0499
2020-05-01,53.4314
2020-05-02,53.4314
2020-05-03,53.4314
2020-05-04,53.4239
2020-05-05,55.4421
2020-05-06,54.3288
2020-05-07,54.8241
2020-05-08,56.5432
2020-05-09,56.5432
2020-05-10,56.5432
2020-05-11,55.4198
2020-05-12,53.2317
2020-05-13,51.2887
2020-05-14,50.9879
2020-05-15,51.7779
2020-05-16,51.7779
2020-05-17,51.7779
2020-05-18,55.5775
2020-05-19,54.2213
2020-05-20,55.9482
2020-05-21,56.6782
2020-05-22,55.8882
2020-05-23,55.8882
2020-05-24,55.8882
2020-05-25,55.8882
2020-05-26,57.9645
2020-05-27,60.9522
2020-05-28,58.1631
2020-05-29,58.235
2020-05-30,58.235
2020-05-31,58.235
2020-06-01,58.2721
2020-06-02,58.7646
2020-06-03,60.3173
2020-06-04,61.2472
2020-06-05,64.6525
2020-06-06,64.6525
2020-06-07,64.6525
2020-06-08,65.3423
2020-06-09,62.5889
2020-06-10,56.8363
2020-06-11,51.5253
2020-06-12,53.1102
2020-06-13,53.1102
2020-06-14,53.1102
2020-06-15,54.2423
2020-06-16,55.5991
2020-06-17,54.181
2020-06-18,54.5603
2020-06-19,54.5603
2020-06-20,54.5603
2020-06-21,54.5603
2020-06-22,54.0201
2020-06-23,54.1676
2020-06-24,51.3769
2020-06-25,52.598
2020-06-26,53.0466
2020-06-27,53.0466
2020-06-28,53.0466
2020-06-29,53.5723
2020-06-30,55.0222
2020-07-01,52.8824
2020-07-02,52.9851
2020-07-03,52.9851
2020-07-04,52.9851
2020-07-05,52.9851
2020-07-06,53.8103
2020-07-07,51.6069
2020-07-08,52.5012
2020-07-09,51.4
2020-07-10,52.4476
2020-07-11,52.4476
2020-07-12,52.4476
2020-07-13,53.5079
2020-07-14,55.1848
2020-07-15,57.3572
2020-07-16,56.9655
2020-07-17,56.8089
2020-07-18,56.8089
2020-07-19,56.8089
2020-07-20,54.6148
2020-07-21,55.3722
2020-07-22,54.9571
2020-07-23,57.351
2020-07-24,58.0042
2020-07-25,58.0042
2020-07-26,58.0042
2020-07-27,57.4328
2020-07-28,58.8161
2020-07-29,60.9266
2020-07-30,59.6442
2020-07-31,55.8883
2020-08-01,55.8883
2020-08-02,55.8883
2020-08-03,57.0451
2020-08-04,56.4348
2020-08-05,58.4979
2020-08-06,58.7117
2020-08-07,60.5864
2020-08-08,60.5864
2020-08-09,60.5864
2020-08-10,66.4059
2020-08-11,65.2599
2020-08-12,63.6309
2020-08-13,63.0525
2020-08-14,62.379
2020-08-15,62.379
2020-08-16,62.379
2020-08-17,61.8281
2020-08-18,59.3343
2020-08-19,58.9918
2020-08-20,58.0815
2020-08-21,58.3506
2020-08-22,58.3506
2020-08-23,58.3506
2020-08-24,59.5208
2020-08-25,59.8754
2020-08-26,59.7431
2020-08-27,60.8973
2020-08-28,61.7443
2020-08-29,61.7443
2020-08-30,61.7443
2020-08-31,58.2474
2020-09-01,60.1544
2020-09-02,61.8036
2020-09-03,59.266
2020-09-04,59.5899
2020-09-05,59.5899
2020-09-06,59.5899
2020-09-07,59.5899
2020-09-08,56.193
2020-09-09,57.2729
2020-09-10,57.088
2020-09-11,55.5125
2020-09-12,55.5125
2020-09-13,55.5125
2020-09-14,57.0454
2020-09-15,57.754
2020-09-16,59.7953
2020-09-17,58.0858
2020-09-18,56.3248
2020-09-19,56.3248
2020-09-20,56.3248
2020-09-21,51.4211
2020-09-22,52.5048
2020-09-23,51.3408
2020-09-24,50.0696
2020-09-25,49.1158
2020-09-26,49.1158
2020-09-27,49.1158
2020-09-28,51.3395
2020-09-29,49.9716
2020-09-30,50.1797
2020-10-01,51.7772
2020-10-02,52.9527
2020-10-03,52.9527
2020-10-04,52.9527
2020-10-05,55.4513
2020-10-06,56.9546
2020-10-07,57.799
2020-10-08,57.3533
2020-10-09,56.0856
2020-10-10,56.0856
2020-10-11,56.0856
2020-10-12,55.3045
2020-10-13,55.2161
2020-10-14,57.0034
2020-10-15,56.3687
2020-10-16,57.0286
2020-10-17,57.0286
2020-10-18,57.0286
2020-10-19,53.6696
2020-10-20,53.2891
2020-10-21,53.1592
2020-10-22,55.6435
2020-10-23,63.5228
2020-10-24,63.5228
2020-10-25,63.5228
2020-10-26,60.5441
2020-10-27,60.519
2020-10-28,57.7225
2020-10-29,58.9553
2020-10-30,57.8252
2020-10-31,57.8252
2020-11-01,57.8252
2020-11-02,61.5087
2020-11-03,63.6676
2020-11-04,60.7926
2020-11-05,62.472
2020-11-06,61.3981
2020-11-07,61.3981
2020-11-08,61.3981
2020-11-09,68.0621
2020-11-10,71.146
2020-11-11,71.1236
2020-11-12,65.5322
2020-11-13,66.8144
2020-11-14,66.8144
2020-11-15,66.8144
2020-11-16,69.4152
2020-11-17,67.4979
2020-11-18,67.1382
2020-11-19,63.946
2020-11-20,64.8373
2020-11-21,64.8373
2020-11-22,64.8373
2020-11-23,65.6886
2020-11-24,68.7738
2020-11-25,68.9267
2020-11-26,68.9267
2020-11-27,68.6405
2020-11-28,68.6405
2020-11-29,68.6405
2020-11-30,66.3797
2020-12-01,67.2835
2020-12-02,66.0989
2020-12-03,61.0917
2020-12-04,62.2038
2020-12-05,62.2038
2020-12-06,62.2038
2020-12-07,61.6642
2020-12-08,60.1384
2020-12-09,59.8581
2020-12-10,59.7046
2020-12-11,58.0676
2020-12-12,58.0676
2020-12-13,58.0676
2020-12-14,57.3972
2020-12-15,59.2732
2020-12-16,59.5869
2020-12-17,60.1398
2020-12-18,57.5147
2020-12-19,57.5147
2020-12-20,57.5147
2020-12-21,57.6481
2020-12-22,57.5857
2020-12-23,60.0869
2020-12-24,59.7183
2020-12-25,59.7183
2020-12-26,59.7183
2020-12-27,59.7183
2020-12-28,60.3329
2020-12-29,56.0384
2020-12-30,58.5669
2020-12-31,58.9327
2021-01-01,58.9327
2021-01-02,58.9327
2021-01-03,58.9327
2021-01-04,57.8756
2021-01-05,63.673
2021-01-06,68.2831
2021-01-07,69.9117
2021-01-08,67.7832
2021-01-09,67.7832
2021-01-10,67.7832
2021-01-11,68.4427
2021-01-12,66.6341
2021-01-13,63.5055
2021-01-14,58.8194
2021-01-15,53.7829
2021-01-16,53.7829
2021-01-17,53.7829
2021-01-18,53.7829
2021-01-19,53.7685
2021-01-20,52.6719
2021-01-21,53.8532
2021-01-22,53.4739
2021-01-23,53.4739
2021-01-24,53.4739
2021-01-25,52.3001
2021-01-26,51.6151
2021-01-27,47.6154
2021-01-28,50.205
2021-01-29,46.5001
2021-01-30,46.5001
2021-01-31,46.5001
2021-02-01,48.7743
2021-02-02,52.5058
2021-02-03,50.158
2021-02-04,51.3089
2021-02-05,52.9523
2021-02-06,52.9523
2021-02-07,52.9523
2021-02-08,56.1391
2021-02-09,56.269
2021-02-10,52.7024
2021-02-11,52.1603
2021-02-12,48.1135
2021-02-13,48.1135
2021-02-14,48.1135
2021-02-15,48.1135
2021-02-16,49.9875
2021-02-17,51.0841
2021-02-18,50.5783
2021-02-19,53.2304
2021-02-20,53.2304
2021-02-21,53.2304
2021-02-22,54.6392
2021-02-23,54.1608
2021-02-24,57.1876
2021-02-25,53.3731
2021-02-26,53.1114
2021-02-27,53.1114
2021-02-28,53.1114
2021-03-01,56.8152
2021-03-02,56.0031
2021-03-03,55.5468
2021-03-04,52.7759
2021-03-05,56.3222
2021-03-06,56.3222
2021-03-07,56.3222
2021-03-08,55.6541
2021-03-09,54.6669
2021-03-10,56.9651
2021-03-11,57.9654
2021-03-12,57.6424
2021-03-13,57.6424
2021-03-14,57.6424
2021-03-15,57.0397
2021-03-16,54.9071
2021-03-17,54.9623
2021-03-18,53.2893
2021-03-19,51.688
2021-03-20,51.688
2021-03-21,51.688
2021-03-22,50.1545
2021-03-23,46.3712
2021-03-24,45.5139
2021-03-25,46.7311
2021-03-26,48.011
2021-03-27,48.011
2021-03-28,48.011
2021-03-29,45.6492
2021-03-30,47.9475
2021-03-31,47.7704
2021-04-01,49.705
2021-04-02,49.705
2021-04-03,49.705
2021-04-04,49.705
2021-04-05,52.3528
2021-04-06,53.2138
2021-04-07,53.053
2021-04-08,52.778
2021-04-09,54.4393
2021-04-10,54.4393
2021-04-11,54.4393
2021-04-12,55.7766
2021-04-13,54.0202
2021-04-14,54.4373
2021-04-15,56.4791
2021-04-16,56.7034
2021-04-17,56.7034
2021-04-18,56.7034
2021-04-19,56.0895
2021-04-20,53.1439
2021-04-21,55.4632
2021-04-22,54.7659
2021-04-23,56.5236
2021-04-24,56.5236
2021-04-25,56.5236
2021-04-26,57.3273
2021-04-27,58.1515
2021-04-28,59.0758
2021-04-29,55.9456
2021-04-30,49.334
2021-05-01,49.334
2021-05-02,49.334
2021-05-03,53.9401
2021-05-04,53.9968
2021-05-05,54.3912
2021-05-06,56.6852
2021-05-07,59.2346
2021-05-08,59.2346
2021-05-09,59.2346
2021-05-10,56.8376
2021-05-11,56.8376
2021-05-12,52.6675
2021-05-13,54.831
2021-05-14,55.9108
2021-05-15,55.9108
2021-05-16,55.9108
2021-05-17,56.8614
2021-05-18,54.1122
2021-05-19,52.7355
2021-05-20,52.8746
2021-05-21,53.558
2021-05-22,53.558
2021-05-23,53.558
2021-05-24,54.01
2021-05-25,52.9989
2021-05-26,53.9162
2021-05-27,54.7797
2021-05-28,55.0783
2021-05-29,55.0783
2021-05-30,55.0783
2021-05-31,55.0783
2021-06-01,57.1629
2021-06-02,54.7351
2021-06-03,53.7779
2021-06-04,52.7785
2021-06-05,52.7785
2021-06-06,52.7785
2021-06-07,53.1148
2021-06-08,55.0491
2021-06-09,52.8997
2021-06-10,52.8383
2021-06-11,54.5444
2021-06-12,54.5444
2021-06-13,54.5444
2021-06-14,53.3778
2021-06-15,54.4949
2021-06-16,54.7992
2021-06-17,49.4302
2021-06-18,45.5865
2021-06-19,45.5865
2021-06-20,45.5865
2021-06-21,49.6899
2021-06-22,49.5836
2021-06-23,49.6811
2021-06-24,51.5232
2021-06-25,51.4353
2021-06-26,51.4353
2021-06-27,51.4353
2021-06-28,50.3544
2021-06-29,50.8955
2021-06-30,52.725
2021-07-01,54.0498
2021-07-02,53.3498
2021-07-03,53.3498
2021-07-04,53.3498
2021-07-05,53.3498
2021-07-06,50.2054
2021-07-07,51.2553
2021-07-08,48.4991
2021-07-09,52.4456
2021-07-10,52.4456
2021-07-11,52.4456
2021-07-12,52.5954
2021-07-13,50.9359
2021-07-14,50.25
2021-07-15,48.4879
2021-07-16,47.1344
2021-07-17,47.1344
2021-07-18,47.1344
2021-07-19,44.484
2021-07-20,48.6308
2021-07-21,50.7168
2021-07-22,49.3261
2021-07-23,48.5006
2021-07-24,48.5006
2021-07-25,48.5006
2021-07-26,46.6563
2021-07-27,45.2782
2021-07-28,46.96
2021-07-29,49.2765
2021-07-30,49.6079
2021-07-31,49.6079
2021-08-01,49.6079
2021-08-02,46.7632
2021-08-03,47.3218
2021-08-04,44.8733
2021-08-05,45.3608
2021-08-06,46.5745
2021-08-07,46.5745
2021-08-08,46.5745
2021-08-09,45.4752
2021-08-10,48.3848
2021-08-11,49.3859
2021-08-12,49.0481
2021-08-13,49.4833
2021-08-14,49.4833
2021-08-15,49.4833
2021-08-16,48.3691
2021-08-17,44.7163
2021-08-18,44.0708
2021-08-19,42.6894
2021-08-20,43.6729
2021-08-21,43.6729
2021-08-22,43.6729
2021-08-23,46.1154
2021-08-24,46.7337
2021-08-25,47.0564
2021-08-26,45.9944
2021-08-27,49.8575
2021-08-28,49.8575
2021-08-29,49.8575
2021-08-30,47.7029
2021-08-31,45.7309
2021-09-01,46.0026
2021-09-02,47.0144
2021-09-03,45.5624
2021-09-04,45.5624
2021-09-05,45.5624
2021-09-06,45.5624
2021-09-07,45.3235
2021-09-08,43.1446
2021-09-09,42.9439
2021-09-10,42.3329
2021-09-11,42.3329
2021-09-12,42.3329
2021-09-13,44.7532
2021-09-14,43.2509
2021-09-15,45.1738
2021-09-16,42.8224
2021-09-17,41.769
2021-09-18,41.769
2021-09-19,41.769
2021-09-20,39.6682
2021-09-21,39.1132
2021-09-22,38.6602
2021-09-23,41.3667
2021-09-24,43.36
2021-09-25,43.36
2021-09-26,43.36
2021-09-27,48.2438
2021-09-28,46.2934
2021-09-29,46.7113
2021-09-30,44.7168
2021-10-01,46.8016
2021-10-02,46.8016
2021-10-03,46.8016
2021-10-04,45.8467
2021-10-05,45.9734
2021-10-06,43.4068
2021-10-07,44.6773
2021-10-08,46.2916
2021-10-09,46.2916
2021-10-10,46.2916
2021-10-11,44.3738
2021-10-12,44.1187
2021-10-13,42.0588
2021-10-14,44.0843
2021-10-15,46.1254
2021-10-16,46.1254
2021-10-17,46.1254
2021-10-18,46.9451
2021-10-19,47.7851
2021-10-20,49.5109
2021-10-21,49.4932
2021-10-22,45.7211
2021-10-23,45.7211
2021-10-24,45.7211
2021-10-25,45.5448
2021-10-26,46.3811
2021-10-27,41.546
2021-10-28,43.537
2021-10-29,42.3632
2021-10-30,42.3632
2021-10-31,42.3632
2021-11-01,47.5141
2021-11-02,48.0867
2021-11-03,49.5436
2021-11-04,49.4941
2021-11-05,53.9997
2021-11-06,53.9997
2021-11-07,53.9997
2021-11-08,54.7496
2021-11-09,55.9158
2021-11-10,52.619
2021-11-11,53.7592
2021-11-12,53.9402
2021-11-13,53.9402
2021-11-14,53.9402
2021-11-15,54.3409
2021-11-16,57.0186
2021-11-17,57.548
2021-11-18,57.0567
2021-11-19,53.2922
2021-11-20,53.2922
2021-11-21,53.2922
2021-11-22,53.2376
2021-11-23,55.0451
2021-11-24,53.5062
2021-11-25,53.5062
2021-11-26,46.4317
2021-11-27,46.4317
2021-11-28,46.4317
2021-11-29,46.256
2021-11-30,42.5747
2021-12-01,41.7065
2021-12-02,45.7859
2021-12-03,45.0894
2021-12-04,45.0894
2021-12-05,45.0894
2021-12-06,47.0344
2021-12-07,46.8181
2021-12-08,46.8855
2021-12-09,45.1833
2021-12-10,44.1876
2021-12-11,44.1876
2021-12-12,44.1876
2021-12-13,41.9164
2021-12-14,39.8984
2021-12-15,39.2715
2021-12-16,38.0811
2021-12-17,38.8599
2021-12-18,38.8599
2021-12-19,38.8599
2021-12-20,36.4748
2021-12-21,41.2869
2021-12-22,42.3757
2021-12-23,44.1155
2021-12-24,44.1155
2021-12-25,44.1155
2021-12-26,44.1155
2021-12-27,45.6085
2021-12-28,45.6775
2021-12-29,45.543
2021-12-30,44.9195
2021-12-31,45.2598
2022-01-01,45.2598
2022-01-02,45.2598
2022-01-03,44.8932
2022-01-04,48.9655
2022-01-05,45.3704
2022-01-06,45.5889
2022-01-07,44.6801
2022-01-08,44.6801
2022-01-09,44.6801
2022-01-10,43.4647
2022-01-11,43.7417
2022-01-12,43.3649
2022-01-13,44.2142
2022-01-14,44.8816
2022-01-15,44.8816
2022-01-16,44.8816
2022-01-17,44.8816
2022-01-18,43.5673
2022-01-19,40.4271
2022-01-20,40.2919
2022-01-21,39.3689
2022-01-22,39.3689
2022-01-23,39.3689
2022-01-24,42.5601
2022-01-25,41.486
2022-01-26,41.2642
2022-01-27,39.2927
2022-01-28,41.676
2022-01-29,41.676
2022-01-30,41.676
2022-01-31,43.3202
2022-02-01,44.6755
2022-02-02,43.7143
2022-02-03,42.0595
2022-02-04,42.8507
2022-02-05,42.8507
2022-02-06,42.8507
2022-02-07,40.5124
2022-02-08,43.3736
2022-02-09,45.8773
2022-02-10,45.1314
2022-02-11,42.9796
2022-02-12,42.9796
2022-02-13,42.9796
2022-02-14,45.5999
2022-02-15,47.727
2022-02-16,43.1439
2022-02-17,42.0151
2022-02-18,40.9362
2022-02-19,40.9362
2022-02-20,40.9362
2022-02-21,40.9362
2022-02-22,39.4221
2022-02-23,38.339
2022-02-24,39.2137
2022-02-25,39.3694
2022-02-26,39.3694
2022-02-27,39.3694
2022-02-28,37.6723
2022-03-01,35.416
2022-03-02,37.687
2022-03-03,39.1047
2022-03-04,37.2552
2022-03-05,37.2552
2022-03-06,37.2552
2022-03-07,33.6898
2022-03-08,33.3618
2022-03-09,34.1395
2022-03-10,34.765
2022-03-11,37.884
2022-03-12,37.884
2022-03-13,37.884
2022-03-14,36.2844
2022-03-15,36.8229
2022-03-16,40.3911
2022-03-17,40.2763
2022-03-18,41.3963
2022-03-19,41.3963
2022-03-20,41.3963
2022-03-21,41.7656
2022-03-22,41.1191
2022-03-23,39.3516
2022-03-24,40.2981
2022-03-25,39.6732
2022-03-26,39.6732
2022-03-27,39.6732
2022-03-28,38.6956
2022-03-29,42.445
2022-03-30,40.3067
2022-03-31,40.0439
2022-04-01,40.6094
2022-04-02,40.6094
2022-04-03,40.6094
2022-04-04,39.4233
2022-04-05,37.2916
2022-04-06,35.0773
2022-04-07,34.3038
2022-04-08,33.2827
2022-04-09,33.2827
2022-04-10,33.2827
2022-04-11,33.8572
2022-04-12,33.5583
2022-04-13,37.6479
2022-04-14,37.5873
2022-04-15,37.5873
2022-04-16,37.5873
2022-04-17,37.5873
2022-04-18,36.821
2022-04-19,41.0251
2022-04-20,41.478
2022-04-21,41.3397
2022-04-22,39.1618
2022-04-23,39.1618
2022-04-24,39.1618
2022-04-25,38.6073
2022-04-26,36.8451
2022-04-27,41.4293
2022-04-28,49.3286
2022-04-29,47.8433
2022-04-30,47.8433
2022-05-01,47.8433
2022-05-02,47.9196
2022-05-03,49.617
2022-05-04,52.4623
2022-05-05,48.7157
2022-05-06,48.202
2022-05-07,48.202
2022-05-08,48.202
2022-05-09,45.7883
2022-05-10,45.3508
2022-05-11,45.054
2022-05-12,46.1876
2022-05-13,45.8382
2022-05-14,45.8382
2022-05-15,45.8382
2022-05-16,44.9759
2022-05-17,47.7563
2022-05-18,43.1294
2022-05-19,43.785
2022-05-20,43.1895
2022-05-21,43.1895
2022-05-22,43.1895
2022-05-23,43.7245
2022-05-24,43.6395
2022-05-25,45.0974
2022-05-26,48.3241
2022-05-27,50.9205
2022-05-28,50.9205
2022-05-29,50.9205
2022-05-30,50.9205
2022-05-31,50.5869
2022-06-01,50.7244
2022-06-02,53.3887
2022-06-03,53.6499
2022-06-04,53.6499
2022-06-05,53.6499
2022-06-06,55.7735
2022-06-07,55.3888
2022-06-08,54.8363
2022-06-09,54.9332
2022-06-10,49.1526
2022-06-11,49.1526
2022-06-12,49.1526
2022-06-13,46.2997
2022-06-14,45.9868
2022-06-15,47.7282
2022-06-16,42.7681
2022-06-17,41.2377
2022-06-18,41.2377
2022-06-19,41.2377
2022-06-20,41.2377
2022-06-21,41.2601
2022-06-22,39.9668
2022-06-23,38.6671
2022-06-24,45.2152
2022-06-25,45.2152
2022-06-26,45.2152
2022-06-27,46.2183
2022-06-28,44.3567
2022-06-29,43.8075
2022-06-30,45.09
2022-07-01,46.4761
2022-07-02,46.4761
2022-07-03,46.4761
2022-07-04,46.4761
2022-07-05,45.7384
2022-07-06,45.7384
2022-07-07,47.888
2022-07-08,45.2517
2022-07-09,45.2517
2022-07-10,45.2517
2022-07-11,44.3802
2022-07-12,45.2098
2022-07-13,43.7873
2022-07-14,44.5766
2022-07-15,46.8907
2022-07-16,46.8907
2022-07-17,46.8907
2022-07-18,45.5418
2022-07-19,50.288
2022-07-20,51.407
2022-07-21,50.7461
2022-07-22,50.9241
2022-07-23,50.9241
2022-07-24,50.9241
2022-07-25,51.0866
2022-07-26,51.4402
2022-07-27,54.1813
2022-07-28,53.8346
2022-07-29,58.8635
2022-07-30,58.8635
2022-07-31,58.8635
2022-08-01,57.0081
2022-08-02,55.0775
2022-08-03,56.1144
2022-08-04,56.9822
2022-08-05,56.2542
2022-08-06,56.2542
2022-08-07,56.2542
2022-08-08,57.7318
2022-08-09,57.3895
2022-08-10,59.8525
2022-08-11,60.7412
2022-08-12,63.3833
2022-08-13,63.3833
2022-08-14,63.3833
2022-08-15,62.2161
2022-08-16,61.98
2022-08-17,57.8181
2022-08-18,58.1004
2022-08-19,54.7156
2022-08-20,54.7156
2022-08-21,54.7156
2022-08-22,52.1235
2022-08-23,52.282
2022-08-24,51.3799
2022-08-25,52.3548
2022-08-26,51.0043
2022-08-27,51.0043
2022-08-28,51.0043
2022-08-29,48.1759
2022-08-30,48.2209
2022-08-31,46.6291
2022-09-01,46.1726
2022-09-02,44.8916
2022-09-03,44.8916
2022-09-04,44.8916
2022-09-05,44.8916
2022-09-06,47.7001
2022-09-07,49.5792
2022-09-08,49.9648
2022-09-09,51.2355
2022-09-10,51.2355
2022-09-11,51.2355
2022-09-12,52.375
2022-09-13,46.1998
2022-09-14,46.2231
2022-09-15,44.1262
2022-09-16,42.2734
2022-09-17,42.2734
2022-09-18,42.2734
2022-09-19,43.8741
2022-09-20,43.3764
2022-09-21,42.4191
2022-09-22,40.8522
2022-09-23,39.5392
2022-09-24,39.5392
2022-09-25,39.5392
2022-09-26,39.0238
2022-09-27,39.6135
2022-09-28,41.5623
2022-09-29,40.4811
2022-09-30,40.2106
2022-10-01,40.2106
2022-10-02,40.2106
2022-10-03,43.8171
2022-10-04,48.6934
2022-10-05,49.0859
2022-10-06,47.2387
2022-10-07,44.6129
2022-10-08,44.6129
2022-10-09,44.6129
2022-10-10,46.385
2022-10-11,45.5994
2022-10-12,45.3485
2022-10-13,48.3614
2022-10-14,46.6943
2022-10-15,46.6943
2022-10-16,46.6943
2022-10-17,49.5672
2022-10-18,51.754
2022-10-19,50.5522
2022-10-20,48.0891
2022-10-21,52.3017
2022-10-22,52.3017
2022-10-23,52.3017
2022-10-24,52.9598
2022-10-25,54.8165
2022-10-26,56.264
2022-10-27,76.2039
2022-10-28,76.421
2022-10-29,76.421
2022-10-30,76.421
2022-10-31,76.4443
2022-11-01,75.4759
2022-11-02,74.1734
2022-11-03,73.2367
2022-11-04,71.2585
2022-11-05,71.2585
2022-11-06,71.2585
2022-11-07,70.7738
2022-11-08,70.595
2022-11-09,70.0861
2022-11-10,69.9817
2022-11-11,70.473
2022-11-12,70.473
2022-11-13,70.473
2022-11-14,70.6296
2022-11-15,70.6957
2022-11-16,70.8607
2022-11-17,70.9899
2022-11-18,71.2736
2022-11-19,71.2736
2022-11-20,71.2736
2022-11-21,71.2943
2022-11-22,71.3905
2022-11-23,71.5657
2022-11-24,71.5657
2022-11-25,71.2554
2022-11-26,71.2554
2022-11-27,71.2554
2022-11-28,70.7074
2022-11-29,70.7564
2022-11-30,71.278
2022-12-01,71.6885
2022-12-02,71.5602
2022-12-03,71.5602
2022-12-04,71.5602
2022-12-05,71.8982
2022-12-06,72.2136
2022-12-07,72.2806
2022-12-08,72.0648
2022-12-09,71.5491
2022-12-10,71.5491
2022-12-11,71.5491
2022-12-12,71.9056
2022-12-13,72.1463
2022-12-14,72.1064
2022-12-15,71.2886
2022-12-16,70.5436
2022-12-17,70.5436
2022-12-18,70.5436
2022-12-19,70.6845
2022-12-20,70.5101
2022-12-21,71.244
2022-12-22,71.373
2022-12-23,70.9965
2022-12-24,70.9965
2022-12-25,70.9965
2022-12-26,70.9965
2022-12-27,70.9481
2022-12-28,71.2922
2022-12-29,71.0362
2022-12-30,71.1006
2022-12-31,71.1006
2023-01-01,71.1006
2023-01-02,71.1006
2023-01-03,70.721
2023-01-04,71.0635
2023-01-05,70.8919
2023-01-06,71.0126
2023-01-07,71.0126
2023-01-08,71.0126
2023-01-09,70.891
2023-01-10,71.0703
2023-01-11,71.3831
2023-01-12,71.5422
2023-01-13,71.6238
2023-01-14,71.6238
2023-01-15,71.6238
2023-01-16,71.6238
2023-01-17,71.6238
2023-01-18,71.7394
2023-01-19,71.7394
2023-01-20,74.0325
2023-01-21,74.0325
2023-01-22,74.0325
2023-01-23,74.1397
2023-01-24,74.1397
2023-01-25,74.1683
2023-01-26,74.4309
2023-01-27,74.1709
2023-01-28,74.1709
2023-01-29,74.1709
2023-01-30,73.8152
2023-01-31,73.9444
2023-02-01,73.1045
2023-02-02,74.0531
2023-02-03,73.7647
2023-02-04,73.7647
2023-02-05,73.7647
2023-02-06,73.87
2023-02-07,73.9421
2023-02-08,73.9421
2023-02-09,73.9421
2023-02-10,73.9818
2023-02-11,73.9818
2023-02-12,73.9818
2023-02-13,74.7776
2023-02-14,75.0148
2023-02-15,75.0553
2023-02-16,74.5559
2023-02-17,74.5996
2023-02-18,74.5996
2023-02-19,74.5996
2023-02-20,74.5996
2023-02-21,74.4673
2023-02-22,74.6533
2023-02-23,74.701
2023-02-24,74.1241
2023-02-25,74.1241
2023-02-26,74.1241
2023-02-27,74.1241
2023-02-28,74.1241
2023-03-01,73.966
2023-03-02,74.9604
2023-03-03,74.7962
2023-03-04,74.7962
2023-03-05,74.7962
2023-03-06,73.4645
2023-03-07,73.1277
2023-03-08,72.4407
2023-03-09,72.4407
2023-03-10,72.7828
2023-03-11,72.7828
2023-03-12,72.7828
2023-03-13,67.7386
2023-03-14,69.8272
2023-03-15,69.1642
2023-03-16,68.1604
2023-03-17,63.1073
2023-03-18,63.1073
2023-03-19,63.1073
