,GM US Equity
2020-06-24,48.4321
2020-06-25,48.3264
2020-06-26,46.7036
2020-06-27,46.7036
2020-06-28,46.7036
2020-06-29,48.6496
2020-06-30,48.6496
2020-07-01,47.8921
2020-07-02,48.5743
2020-07-03,48.5743
2020-07-04,48.5743
2020-07-05,48.5743
2020-07-06,49.7648
2020-07-07,48.347
2020-07-08,47.9
2020-07-09,44.4952
2020-07-10,46.983
2020-07-11,46.983
2020-07-12,46.983
2020-07-13,48.148
2020-07-14,50.0329
2020-07-15,52.8516
2020-07-16,52.7771
2020-07-17,51.7704
2020-07-18,51.7704
2020-07-19,51.7704
2020-07-20,50.6705
2020-07-21,51.0131
2020-07-22,51.3872
2020-07-23,52.5373
2020-07-24,51.1494
2020-07-25,51.1494
2020-07-26,51.1494
2020-07-27,49.6851
2020-07-28,51.3359
2020-07-29,50.1472
2020-07-30,48.3316
2020-07-31,47.5318
2020-08-01,47.5318
2020-08-02,47.5318
2020-08-03,49.6185
2020-08-04,50.0568
2020-08-05,51.5027
2020-08-06,52.2847
2020-08-07,52.5575
2020-08-08,52.5575
2020-08-09,52.5575
2020-08-10,55.8485
2020-08-11,57.1658
2020-08-12,55.6084
2020-08-13,54.1143
2020-08-14,54.9235
2020-08-15,54.9235
2020-08-16,54.9235
2020-08-17,59.9858
2020-08-18,59.4398
2020-08-19,57.4663
2020-08-20,56.2509
2020-08-21,55.4117
2020-08-22,55.4117
2020-08-23,55.4117
2020-08-24,59.4666
2020-08-25,57.5485
2020-08-26,56.9053
2020-08-27,57.3979
2020-08-28,58.1749
2020-08-29,58.1749
2020-08-30,58.1749
2020-08-31,56.9059
2020-09-01,57.3012
2020-09-02,60.0718
2020-09-03,55.3704
2020-09-04,56.6048
2020-09-05,56.6048
2020-09-06,56.6048
2020-09-07,56.6048
2020-09-08,61.6297
2020-09-09,60.3242
2020-09-10,55.307
2020-09-11,55.9248
2020-09-12,55.9248
2020-09-13,55.9248
2020-09-14,57.436
2020-09-15,58.2586
2020-09-16,58.6921
2020-09-17,58.965
2020-09-18,57.6911
2020-09-19,57.6911
2020-09-20,57.6911
2020-09-21,53.4264
2020-09-22,51.9434
2020-09-23,51.6784
2020-09-24,51.0587
2020-09-25,50.7575
2020-09-26,50.7575
2020-09-27,50.7575
2020-09-28,51.9307
2020-09-29,49.9713
2020-09-30,52.2352
2020-10-01,54.2266
2020-10-02,54.4257
2020-10-03,54.4257
2020-10-04,54.4257
2020-10-05,55.672
2020-10-06,53.9622
2020-10-07,56.9425
2020-10-08,58.2932
2020-10-09,58.1333
2020-10-10,58.1333
2020-10-11,58.1333
2020-10-12,58.2518
2020-10-13,57.1151
2020-10-14,56.4449
2020-10-15,58.7484
2020-10-16,60.7555
2020-10-17,60.7555
2020-10-18,60.7555
2020-10-19,60.402
2020-10-20,65.1253
2020-10-21,65.4474
2020-10-22,68.3637
2020-10-23,66.3159
2020-10-24,66.3159
2020-10-25,66.3159
2020-10-26,62.9208
2020-10-27,59.995
2020-10-28,57.6111
2020-10-29,59.2847
2020-10-30,58.2148
2020-10-31,58.2148
2020-11-01,58.2148
2020-11-02,58.2581
2020-11-03,59.9742
2020-11-04,59.6255
2020-11-05,63.4251
2020-11-06,64.0332
2020-11-07,64.0332
2020-11-08,64.0332
2020-11-09,66.6253
2020-11-10,69.826
2020-11-11,68.1672
2020-11-12,64.3935
2020-11-13,67.2242
2020-11-14,67.2242
2020-11-15,67.2242
2020-11-16,68.5253
2020-11-17,68.0792
2020-11-18,69.1057
2020-11-19,69.244
2020-11-20,69.5541
2020-11-21,69.5541
2020-11-22,69.5541
2020-11-23,71.862
2020-11-24,73.8641
2020-11-25,70.7813
2020-11-26,70.7813
2020-11-27,69.5796
2020-11-28,69.5796
2020-11-29,69.5796
2020-11-30,66.042
2020-12-01,67.2287
2020-12-02,66.9406
2020-12-03,65.5174
2020-12-04,65.9906
2020-12-05,65.9906
2020-12-06,65.9906
2020-12-07,65.7198
2020-12-08,64.1755
2020-12-09,65.2199
2020-12-10,60.6881
2020-12-11,58.1429
2020-12-12,58.1429
2020-12-13,58.1429
2020-12-14,57.3571
2020-12-15,57.4365
2020-12-16,56.7807
2020-12-17,58.0403
2020-12-18,55.2547
2020-12-19,55.2547
2020-12-20,55.2547
2020-12-21,55.6861
2020-12-22,54.8383
2020-12-23,58.135
2020-12-24,55.7711
2020-12-25,55.7711
2020-12-26,55.7711
2020-12-27,55.7711
2020-12-28,55.9415
2020-12-29,55.6918
2020-12-30,56.2973
2020-12-31,55.7139
2021-01-01,55.7139
2021-01-02,55.7139
2021-01-03,55.7139
2021-01-04,52.5321
2021-01-05,55.2242
2021-01-06,58.0493
2021-01-07,58.7429
2021-01-08,57.9845
2021-01-09,57.9845
2021-01-10,57.9845
2021-01-11,61.8099
2021-01-12,66.3739
2021-01-13,67.6683
2021-01-14,71.1975
2021-01-15,66.9834
2021-01-16,66.9834
2021-01-17,66.9834
2021-01-18,66.9834
2021-01-19,72.2817
2021-01-20,73.213
2021-01-21,71.3173
2021-01-22,71.6291
2021-01-23,71.6291
2021-01-24,71.6291
2021-01-25,66.9038
2021-01-26,63.9717
2021-01-27,58.6533
2021-01-28,60.7772
2021-01-29,60.1009
2021-01-30,60.1009
2021-01-31,60.1009
2021-02-01,61.1325
2021-02-02,62.5911
2021-02-03,64.3415
2021-02-04,64.0982
2021-02-05,64.423
2021-02-06,64.423
2021-02-07,64.423
2021-02-08,67.1361
2021-02-09,65.4227
2021-02-10,63.028
2021-02-11,60.3553
2021-02-12,60.4809
2021-02-13,60.4809
2021-02-14,60.4809
2021-02-15,60.4809
2021-02-16,60.2047
2021-02-17,59.0682
2021-02-18,57.6269
2021-02-19,58.2192
2021-02-20,58.2192
2021-02-21,58.2192
2021-02-22,57.0324
2021-02-23,55.3125
2021-02-24,58.0079
2021-02-25,53.7024
2021-02-26,54.8038
2021-02-27,54.8038
2021-02-28,54.8038
2021-03-01,56.5752
2021-03-02,58.7456
2021-03-03,56.0859
2021-03-04,54.5943
2021-03-05,57.2806
2021-03-06,57.2806
2021-03-07,57.2806
2021-03-08,58.8924
2021-03-09,58.2821
2021-03-10,61.0411
2021-03-11,60.0981
2021-03-12,63.515
2021-03-13,63.515
2021-03-14,63.515
2021-03-15,61.0775
2021-03-16,59.6074
2021-03-17,62.9075
2021-03-18,61.5232
2021-03-19,62.131
2021-03-20,62.131
2021-03-21,62.131
2021-03-22,59.1101
2021-03-23,55.9368
2021-03-24,55.3818
2021-03-25,56.392
2021-03-26,56.2585
2021-03-27,56.2585
2021-03-28,56.2585
2021-03-29,55.2776
2021-03-30,58.5874
2021-03-31,56.8104
2021-04-01,57.2448
2021-04-02,57.2448
2021-04-03,57.2448
2021-04-04,57.2448
2021-04-05,61.1016
2021-04-06,62.0844
2021-04-07,60.1455
2021-04-08,58.8774
2021-04-09,58.9621
2021-04-10,58.9621
2021-04-11,58.9621
2021-04-12,58.0785
2021-04-13,56.0455
2021-04-14,56.0281
2021-04-15,56.2103
2021-04-16,56.3543
2021-04-17,56.3543
2021-04-18,56.3543
2021-04-19,54.8076
2021-04-20,51.1181
2021-04-21,53.7439
2021-04-22,52.3403
2021-04-23,53.6528
2021-04-24,53.6528
2021-04-25,53.6528
2021-04-26,54.6623
2021-04-27,55.776
2021-04-28,55.0036
2021-04-29,51.5237
2021-04-30,52.5434
2021-05-01,52.5434
2021-05-02,52.5434
2021-05-03,52.4205
2021-05-04,49.3355
2021-05-05,52.8853
2021-05-06,54.5615
2021-05-07,54.9541
2021-05-08,54.9541
2021-05-09,54.9541
2021-05-10,52.2224
2021-05-11,49.5149
2021-05-12,46.5852
2021-05-13,47.9438
2021-05-14,50.1308
2021-05-15,50.1308
2021-05-16,50.1308
2021-05-17,50.1927
2021-05-18,49.9523
2021-05-19,49.3655
2021-05-20,49.3322
2021-05-21,51.3851
2021-05-22,51.3851
2021-05-23,51.3851
2021-05-24,51.1724
2021-05-25,51.4496
2021-05-26,53.6932
2021-05-27,56.3641
2021-05-28,55.4633
2021-05-29,55.4633
2021-05-30,55.4633
2021-05-31,55.4633
2021-06-01,56.001
2021-06-02,56.001
2021-06-03,61.565
2021-06-04,61.3753
2021-06-05,61.3753
2021-06-06,61.3753
2021-06-07,61.0726
2021-06-08,62.0276
2021-06-09,59.5103
2021-06-10,56.5578
2021-06-11,56.7904
2021-06-12,56.7904
2021-06-13,56.7904
2021-06-14,55.3593
2021-06-15,55.3925
2021-06-16,56.9663
2021-06-17,53.5124
2021-06-18,50.9991
2021-06-19,50.9991
2021-06-20,50.9991
2021-06-21,51.9541
2021-06-22,51.838
2021-06-23,53.4177
2021-06-24,53.2534
2021-06-25,53.7318
2021-06-26,53.7318
2021-06-27,53.7318
2021-06-28,50.3302
2021-06-29,50.6997
2021-06-30,51.3695
2021-07-01,51.2424
2021-07-02,50.9166
2021-07-03,50.9166
2021-07-04,50.9166
2021-07-05,50.9166
2021-07-06,47.7745
2021-07-07,46.0688
2021-07-08,45.055
2021-07-09,50.7648
2021-07-10,50.7648
2021-07-11,50.7648
2021-07-12,51.1731
2021-07-13,50.6763
2021-07-14,49.1742
2021-07-15,47.0969
2021-07-16,44.3469
2021-07-17,44.3469
2021-07-18,44.3469
2021-07-19,42.1593
2021-07-20,46.3713
2021-07-21,48.1556
2021-07-22,45.6918
2021-07-23,44.5219
2021-07-24,44.5219
2021-07-25,44.5219
2021-07-26,46.2112
2021-07-27,44.8992
2021-07-28,45.9101
2021-07-29,49.4173
2021-07-30,48.6158
2021-07-31,48.6158
2021-08-01,48.6158
2021-08-02,48.9854
2021-08-03,50.6291
2021-08-04,42.1089
2021-08-05,45.284
2021-08-06,46.3633
2021-08-07,46.3633
2021-08-08,46.3633
2021-08-09,44.7179
2021-08-10,45.284
2021-08-11,45.3027
2021-08-12,45.971
2021-08-13,44.4152
2021-08-14,44.4152
2021-08-15,44.4152
2021-08-16,43.3206
2021-08-17,39.7322
2021-08-18,40.4929
2021-08-19,38.1248
2021-08-20,37.7613
2021-08-21,37.7613
2021-08-22,37.7613
2021-08-23,36.9543
2021-08-24,39.9315
2021-08-25,40.2047
2021-08-26,38.6924
2021-08-27,41.1927
2021-08-28,41.1927
2021-08-29,41.1927
2021-08-30,40.2853
2021-08-31,40.0534
2021-09-01,40.2756
2021-09-02,40.0301
2021-09-03,39.8259
2021-09-04,39.8259
2021-09-05,39.8259
2021-09-06,39.8259
2021-09-07,39.665
2021-09-08,40.2891
2021-09-09,39.3625
2021-09-10,42.0449
2021-09-11,42.0449
2021-09-12,42.0449
2021-09-13,45.1642
2021-09-14,45.0134
2021-09-15,47.4624
2021-09-16,46.8627
2021-09-17,46.4779
2021-09-18,46.4779
2021-09-19,46.4779
2021-09-20,42.7333
2021-09-21,42.7333
2021-09-22,46.0778
2021-09-23,48.5891
2021-09-24,49.2539
2021-09-25,49.2539
2021-09-26,49.2539
2021-09-27,51.3733
2021-09-28,50.5303
2021-09-29,50.702
2021-09-30,50.2063
2021-10-01,51.1494
2021-10-02,51.1494
2021-10-03,51.1494
2021-10-04,53.0125
2021-10-05,53.7848
2021-10-06,52.7631
2021-10-07,57.8355
2021-10-08,61.4678
2021-10-09,61.4678
2021-10-10,61.4678
2021-10-11,60.2577
2021-10-12,61.6725
2021-10-13,58.7149
2021-10-14,58.5197
2021-10-15,59.0652
2021-10-16,59.0652
2021-10-17,59.0652
2021-10-18,56.3218
2021-10-19,56.2244
2021-10-20,57.7723
2021-10-21,59.1217
2021-10-22,57.4784
2021-10-23,57.4784
2021-10-24,57.4784
2021-10-25,57.4526
2021-10-26,56.4302
2021-10-27,49.2067
2021-10-28,49.1648
2021-10-29,49.5864
2021-10-30,49.5864
2021-10-31,49.5864
2021-11-01,51.8889
2021-11-02,52.1024
2021-11-03,52.9873
2021-11-04,58.1386
2021-11-05,57.8406
2021-11-06,57.8406
2021-11-07,57.8406
2021-11-08,59.7609
2021-11-09,57.3105
2021-11-10,58.4787
2021-11-11,62.6289
2021-11-12,64.8791
2021-11-13,64.8791
2021-11-14,64.8791
2021-11-15,63.7976
2021-11-16,62.8897
2021-11-17,65.6954
2021-11-18,60.3174
2021-11-19,59.1529
2021-11-20,59.1529
2021-11-21,59.1529
2021-11-22,62.3585
2021-11-23,60.1753
2021-11-24,58.375
2021-11-25,58.375
2021-11-26,54.4192
2021-11-27,54.4192
2021-11-28,54.4192
2021-11-29,53.8399
2021-11-30,50.2856
2021-12-01,50.6077
2021-12-02,55.2769
2021-12-03,52.9838
2021-12-04,52.9838
2021-12-05,52.9838
2021-12-06,53.1831
2021-12-07,55.7091
2021-12-08,54.3625
2021-12-09,52.3384
2021-12-10,57.4148
2021-12-11,57.4148
2021-12-12,57.4148
2021-12-13,51.0254
2021-12-14,49.9956
2021-12-15,50.2941
2021-12-16,49.9708
2021-12-17,45.5258
2021-12-18,45.5258
2021-12-19,45.5258
2021-12-20,44.1181
2021-12-21,45.29
2021-12-22,47.258
2021-12-23,48.4913
2021-12-24,48.4913
2021-12-25,48.4913
2021-12-26,48.4913
2021-12-27,49.2602
2021-12-28,48.7965
2021-12-29,48.9828
2021-12-30,50.3835
2021-12-31,51.1542
2022-01-01,51.1542
2022-01-02,51.1542
2022-01-03,54.8408
2022-01-04,60.4032
2022-01-05,55.7407
2022-01-06,55.8933
2022-01-07,54.988
2022-01-08,54.988
2022-01-09,54.988
2022-01-10,53.205
2022-01-11,53.7097
2022-01-12,53.0571
2022-01-13,54.051
2022-01-14,53.0
2022-01-15,53.0
2022-01-16,53.0
2022-01-17,53.0
2022-01-18,49.5625
2022-01-19,46.1448
2022-01-20,44.1797
2022-01-21,42.564
2022-01-22,42.564
2022-01-23,42.564
2022-01-24,41.8248
2022-01-25,40.9737
2022-01-26,41.7198
2022-01-27,40.6566
2022-01-28,39.2649
2022-01-29,39.2649
2022-01-30,39.2649
2022-01-31,43.3901
2022-02-01,45.4526
2022-02-02,44.7354
2022-02-03,44.2413
2022-02-04,42.0016
2022-02-05,42.0016
2022-02-06,42.0016
2022-02-07,41.3121
2022-02-08,39.8536
2022-02-09,41.9893
2022-02-10,41.5292
2022-02-11,39.7394
2022-02-12,39.7394
2022-02-13,39.7394
2022-02-14,39.2412
2022-02-15,41.4827
2022-02-16,42.7892
2022-02-17,40.7932
2022-02-18,40.5259
2022-02-19,40.5259
2022-02-20,40.5259
2022-02-21,40.5259
2022-02-22,38.3633
2022-02-23,37.9172
2022-02-24,37.8822
2022-02-25,39.9496
2022-02-26,39.9496
2022-02-27,39.9496
2022-02-28,39.0654
2022-03-01,36.4774
2022-03-02,39.8501
2022-03-03,38.1951
2022-03-04,35.5093
2022-03-05,35.5093
2022-03-06,35.5093
2022-03-07,33.0386
2022-03-08,33.7254
2022-03-09,37.4558
2022-03-10,37.0103
2022-03-11,36.6537
2022-03-12,36.6537
2022-03-13,36.6537
2022-03-14,35.9373
2022-03-15,38.3214
2022-03-16,41.3109
2022-03-17,41.0834
2022-03-18,43.0641
2022-03-19,43.0641
2022-03-20,43.0641
2022-03-21,41.5565
2022-03-22,43.1723
2022-03-23,42.1818
2022-03-24,43.1676
2022-03-25,42.2524
2022-03-26,42.2524
2022-03-27,42.2524
2022-03-28,43.2656
2022-03-29,46.7261
2022-03-30,45.2699
2022-03-31,43.284
2022-04-01,42.273
2022-04-02,42.273
2022-04-03,42.273
2022-04-04,42.6637
2022-04-05,40.4005
2022-04-06,38.1184
2022-04-07,37.2345
2022-04-08,38.4275
2022-04-09,38.4275
2022-04-10,38.4275
2022-04-11,40.2548
2022-04-12,39.8924
2022-04-13,40.2378
2022-04-14,40.1186
2022-04-15,40.1186
2022-04-16,40.1186
2022-04-17,40.1186
2022-04-18,41.1216
2022-04-19,43.9386
2022-04-20,43.4052
2022-04-21,41.928
2022-04-22,40.6939
2022-04-23,40.6939
2022-04-24,40.6939
2022-04-25,40.6655
2022-04-26,38.2051
2022-04-27,39.5235
2022-04-28,39.7167
2022-04-29,38.5286
2022-04-30,38.5286
2022-05-01,38.5286
2022-05-02,39.7276
2022-05-03,42.9063
2022-05-04,45.3669
2022-05-05,43.4457
2022-05-06,42.876
2022-05-07,42.876
2022-05-08,42.876
2022-05-09,40.897
2022-05-10,41.823
2022-05-11,39.7303
2022-05-12,37.4144
2022-05-13,42.763
2022-05-14,42.763
2022-05-15,42.763
2022-05-16,41.236
2022-05-17,43.1287
2022-05-18,40.0961
2022-05-19,40.6476
2022-05-20,39.7086
2022-05-21,39.7086
2022-05-22,39.7086
2022-05-23,40.8859
2022-05-24,39.8267
2022-05-25,41.3585
2022-05-26,44.1109
2022-05-27,46.1972
2022-05-28,46.1972
2022-05-29,46.1972
2022-05-30,46.1972
2022-05-31,46.3952
2022-06-01,45.7461
2022-06-02,46.8714
2022-06-03,44.8504
2022-06-04,44.8504
2022-06-05,44.8504
2022-06-06,45.2766
2022-06-07,46.3298
2022-06-08,45.1967
2022-06-09,43.513
2022-06-10,41.0202
2022-06-11,41.0202
2022-06-12,41.0202
2022-06-13,37.3368
2022-06-14,39.2389
2022-06-15,41.2054
2022-06-16,37.6548
2022-06-17,38.5675
2022-06-18,38.5675
2022-06-19,38.5675
2022-06-20,38.5675
2022-06-21,40.067
2022-06-22,40.443
2022-06-23,40.7667
2022-06-24,44.3458
2022-06-25,44.3458
2022-06-26,44.3458
2022-06-27,44.0599
2022-06-28,43.0917
2022-06-29,42.2807
2022-06-30,39.8525
2022-07-01,40.7482
2022-07-02,40.7482
2022-07-03,40.7482
2022-07-04,40.7482
2022-07-05,41.1278
2022-07-06,39.5268
2022-07-07,42.4551
2022-07-08,41.9263
2022-07-09,41.9263
2022-07-10,41.9263
2022-07-11,39.8154
2022-07-12,41.2186
2022-07-13,41.6239
2022-07-14,41.4218
2022-07-15,44.1831
2022-07-16,44.1831
2022-07-17,44.1831
2022-07-18,43.7662
2022-07-19,47.4199
2022-07-20,48.1251
2022-07-21,48.8544
2022-07-22,47.9868
2022-07-23,47.9868
2022-07-24,47.9868
2022-07-25,47.701
2022-07-26,45.496
2022-07-27,48.3033
2022-07-28,50.3941
2022-07-29,51.3917
2022-07-30,51.3917
2022-07-31,51.3917
2022-08-01,52.3638
2022-08-02,51.0388
2022-08-03,53.2929
2022-08-04,51.0669
2022-08-05,50.7219
2022-08-06,50.7219
2022-08-07,50.7219
2022-08-08,53.5841
2022-08-09,51.6397
2022-08-10,54.0787
2022-08-11,54.9794
2022-08-12,56.7351
2022-08-13,56.7351
2022-08-14,56.7351
2022-08-15,56.5561
2022-08-16,55.6259
2022-08-17,54.2965
2022-08-18,54.9013
2022-08-19,56.7157
2022-08-20,56.7157
2022-08-21,56.7157
2022-08-22,54.0747
2022-08-23,54.0939
2022-08-24,55.4261
2022-08-25,57.5325
2022-08-26,54.8063
2022-08-27,54.8063
2022-08-28,54.8063
2022-08-29,55.3348
2022-08-30,54.6485
2022-08-31,52.5112
2022-09-01,53.2311
2022-09-02,53.0173
2022-09-03,53.0173
2022-09-04,53.0173
2022-09-05,53.0173
2022-09-06,53.5321
2022-09-07,56.4141
2022-09-08,57.1794
2022-09-09,58.6991
2022-09-10,58.6991
2022-09-11,58.6991
2022-09-12,60.1081
2022-09-13,56.1453
2022-09-14,56.3217
2022-09-15,56.4023
2022-09-16,54.6038
2022-09-17,54.6038
2022-09-18,54.6038
2022-09-19,57.4896
2022-09-20,51.8903
2022-09-21,48.9682
2022-09-22,48.3558
2022-09-23,44.6938
2022-09-24,44.6938
2022-09-25,44.6938
2022-09-26,43.8974
2022-09-27,43.2988
2022-09-28,44.5781
2022-09-29,41.0474
2022-09-30,39.1609
2022-10-01,39.1609
2022-10-02,39.1609
2022-10-03,41.03
2022-10-04,47.3192
2022-10-05,45.6684
2022-10-06,45.3107
2022-10-07,43.611
2022-10-08,43.611
2022-10-09,43.611
2022-10-10,41.491
2022-10-11,41.1795
2022-10-12,41.4297
2022-10-13,42.7126
2022-10-14,43.0124
2022-10-15,43.0124
2022-10-16,43.0124
2022-10-17,44.5815
2022-10-18,46.1164
2022-10-19,44.9423
2022-10-20,44.5825
2022-10-21,48.111
2022-10-22,48.111
2022-10-23,48.111
2022-10-24,49.6418
2022-10-25,52.2527
2022-10-26,53.8825
2022-10-27,54.4502
2022-10-28,55.7463
2022-10-29,55.7463
2022-10-30,55.7463
2022-10-31,56.4888
2022-11-01,56.6768
2022-11-02,54.6495
2022-11-03,54.6252
2022-11-04,55.6275
2022-11-05,55.6275
2022-11-06,55.6275
2022-11-07,56.42
2022-11-08,55.5256
2022-11-09,52.9948
2022-11-10,56.4772
2022-11-11,59.0548
2022-11-12,59.0548
2022-11-13,59.0548
2022-11-14,56.0914
2022-11-15,56.6772
2022-11-16,52.5369
2022-11-17,52.8789
2022-11-18,55.1035
2022-11-19,55.1035
2022-11-20,55.1035
2022-11-21,54.5145
2022-11-22,55.4022
2022-11-23,55.6805
2022-11-24,55.6805
2022-11-25,56.3846
2022-11-26,56.3846
2022-11-27,56.3846
2022-11-28,53.6633
2022-11-29,54.4426
2022-11-30,56.114
2022-12-01,56.0088
2022-12-02,54.6055
2022-12-03,54.6055
2022-12-04,54.6055
2022-12-05,51.794
2022-12-06,49.9485
2022-12-07,49.8054
2022-12-08,50.3933
2022-12-09,50.5928
2022-12-10,50.5928
2022-12-11,50.5928
2022-12-12,51.1267
2022-12-13,51.8444
2022-12-14,50.7162
2022-12-15,48.7362
2022-12-16,45.1164
2022-12-17,45.1164
2022-12-18,45.1164
2022-12-19,43.4582
2022-12-20,42.9659
2022-12-21,45.0162
2022-12-22,39.9822
2022-12-23,40.8484
2022-12-24,40.8484
2022-12-25,40.8484
2022-12-26,40.8484
2022-12-27,39.8373
2022-12-28,38.3175
2022-12-29,41.6411
2022-12-30,41.5801
2022-12-31,41.5801
2023-01-01,41.5801
2023-01-02,41.5801
2023-01-03,42.1064
2023-01-04,44.6019
2023-01-05,45.4683
2023-01-06,47.9409
2023-01-07,47.9409
2023-01-08,47.9409
2023-01-09,47.9677
2023-01-10,51.0708
2023-01-11,52.8079
2023-01-12,54.0209
2023-01-13,49.3392
2023-01-14,49.3392
2023-01-15,49.3392
2023-01-16,49.3392
2023-01-17,49.5875
2023-01-18,49.1637
2023-01-19,47.413
2023-01-20,46.4962
2023-01-21,46.4962
2023-01-22,46.4962
2023-01-23,49.3994
2023-01-24,48.7963
2023-01-25,49.1176
2023-01-26,49.5542
2023-01-27,53.3582
2023-01-28,53.3582
2023-01-29,53.3582
2023-01-30,49.0384
2023-01-31,55.7959
2023-02-01,55.7454
2023-02-02,59.8757
2023-02-03,58.919
2023-02-04,58.919
2023-02-05,58.919
2023-02-06,59.3008
2023-02-07,59.4123
2023-02-08,59.7356
2023-02-09,59.8524
2023-02-10,59.026
2023-02-11,59.026
2023-02-12,59.026
2023-02-13,60.3801
2023-02-14,61.192
2023-02-15,62.208
2023-02-16,62.501
2023-02-17,62.6408
2023-02-18,62.6408
2023-02-19,62.6408
2023-02-20,62.6408
2023-02-21,56.3111
2023-02-22,55.627
2023-02-23,51.2278
2023-02-24,51.0495
2023-02-25,51.0495
2023-02-26,51.0495
2023-02-27,51.3746
2023-02-28,49.8723
2023-03-01,49.8195
2023-03-02,52.1849
2023-03-03,55.7347
2023-03-04,55.7347
2023-03-05,55.7347
2023-03-06,54.1608
2023-03-07,52.2265
2023-03-08,52.2762
2023-03-09,47.3378
2023-03-10,44.4283
2023-03-11,44.4283
2023-03-12,44.4283
2023-03-13,42.8361
2023-03-14,42.5044
2023-03-15,39.963
2023-03-16,40.7707
2023-03-17,38.4218
2023-03-18,38.4218
2023-03-19,38.4218
