,AGM US Equity
2020-03-24,34.9177
2020-03-25,35.5677
2020-03-26,41.3432
2020-03-27,39.8587
2020-03-28,39.8587
2020-03-29,39.8587
2020-03-30,40.2032
2020-03-31,41.2386
2020-04-01,39.1414
2020-04-02,40.1933
2020-04-03,37.9363
2020-04-04,37.9363
2020-04-05,37.9363
2020-04-06,41.4719
2020-04-07,42.5796
2020-04-08,44.9944
2020-04-09,49.1705
2020-04-10,49.1705
2020-04-11,49.1705
2020-04-12,49.1705
2020-04-13,45.9853
2020-04-14,45.2807
2020-04-15,43.5517
2020-04-16,42.5186
2020-04-17,45.9689
2020-04-18,45.9689
2020-04-19,45.9689
2020-04-20,46.7125
2020-04-21,45.7997
2020-04-22,45.4975
2020-04-23,45.8271
2020-04-24,47.3064
2020-04-25,47.3064
2020-04-26,47.3064
2020-04-27,49.2091
2020-04-28,49.3254
2020-04-29,53.2684
2020-04-30,53.3668
2020-05-01,51.017
2020-05-02,51.017
2020-05-03,51.017
2020-05-04,49.9486
2020-05-05,48.8373
2020-05-06,48.7682
2020-05-07,48.2496
2020-05-08,50.963
2020-05-09,50.963
2020-05-10,50.963
2020-05-11,49.2026
2020-05-12,46.4011
2020-05-13,45.0877
2020-05-14,46.3832
2020-05-15,47.1435
2020-05-16,47.1435
2020-05-17,47.1435
2020-05-18,48.5513
2020-05-19,47.6497
2020-05-20,51.2632
2020-05-21,51.2216
2020-05-22,51.4091
2020-05-23,51.4091
2020-05-24,51.4091
2020-05-25,51.4091
2020-05-26,52.3724
2020-05-27,55.0362
2020-05-28,52.9951
2020-05-29,51.8112
2020-05-30,51.8112
2020-05-31,51.8112
2020-06-01,52.0593
2020-06-02,52.4308
2020-06-03,55.1747
2020-06-04,55.3412
2020-06-05,59.2972
2020-06-06,59.2972
2020-06-07,59.2972
2020-06-08,60.1903
2020-06-09,57.5572
2020-06-10,55.3764
2020-06-11,50.3555
2020-06-12,51.8917
2020-06-13,51.8917
2020-06-14,51.8917
2020-06-15,53.9985
2020-06-16,54.7046
2020-06-17,52.5992
2020-06-18,52.4181
2020-06-19,52.9527
2020-06-20,52.9527
2020-06-21,52.9527
2020-06-22,52.2816
2020-06-23,51.0337
2020-06-24,48.5824
2020-06-25,49.7165
2020-06-26,46.6402
2020-06-27,46.6402
2020-06-28,46.6402
2020-06-29,48.6821
2020-06-30,50.2076
2020-07-01,48.9065
2020-07-02,48.4093
2020-07-03,48.4093
2020-07-04,48.4093
2020-07-05,48.4093
2020-07-06,48.3403
2020-07-07,47.041
2020-07-08,46.7722
2020-07-09,44.8565
2020-07-10,48.1057
2020-07-11,48.1057
2020-07-12,48.1057
2020-07-13,47.8151
2020-07-14,46.6405
2020-07-15,49.442
2020-07-16,48.6403
2020-07-17,48.2176
2020-07-18,48.2176
2020-07-19,48.2176
2020-07-20,46.7554
2020-07-21,48.8802
2020-07-22,47.9924
2020-07-23,49.0011
2020-07-24,47.8022
2020-07-25,47.8022
2020-07-26,47.8022
2020-07-27,47.6094
2020-07-28,47.8812
2020-07-29,49.1902
2020-07-30,47.6429
2020-07-31,47.1115
2020-08-01,47.1115
2020-08-02,47.1115
2020-08-03,47.8407
2020-08-04,47.9232
2020-08-05,48.9498
2020-08-06,49.8886
2020-08-07,51.7365
2020-08-08,51.7365
2020-08-09,51.7365
2020-08-10,53.7663
2020-08-11,57.5138
2020-08-12,55.2775
2020-08-13,56.5469
2020-08-14,58.425
2020-08-15,58.425
2020-08-16,58.425
2020-08-17,58.3728
2020-08-18,56.2041
2020-08-19,57.0153
2020-08-20,53.9995
2020-08-21,54.0101
2020-08-22,54.0101
2020-08-23,54.0101
2020-08-24,54.9697
2020-08-25,55.7862
2020-08-26,53.7943
2020-08-27,54.7724
2020-08-28,55.8692
2020-08-29,55.8692
2020-08-30,55.8692
2020-08-31,54.344
2020-09-01,56.0784
2020-09-02,57.8803
2020-09-03,57.7805
2020-09-04,57.5605
2020-09-05,57.5605
2020-09-06,57.5605
2020-09-07,57.5605
2020-09-08,55.0315
2020-09-09,53.1141
2020-09-10,53.4161
2020-09-11,51.3232
2020-09-12,51.3232
2020-09-13,51.3232
2020-09-14,53.6325
2020-09-15,52.1851
2020-09-16,52.8248
2020-09-17,50.9848
2020-09-18,50.0093
2020-09-19,50.0093
2020-09-20,50.0093
2020-09-21,47.5268
2020-09-22,48.1435
2020-09-23,46.1663
2020-09-24,48.3331
2020-09-25,49.4608
2020-09-26,49.4608
2020-09-27,49.4608
2020-09-28,50.2148
2020-09-29,48.3036
2020-09-30,48.1423
2020-10-01,49.6499
2020-10-02,51.0512
2020-10-03,51.0512
2020-10-04,51.0512
2020-10-05,52.3942
2020-10-06,53.2961
2020-10-07,53.1698
2020-10-08,53.8766
2020-10-09,53.5256
2020-10-10,53.5256
2020-10-11,53.5256
2020-10-12,54.7455
2020-10-13,53.4327
2020-10-14,52.4568
2020-10-15,53.8935
2020-10-16,55.8604
2020-10-17,55.8604
2020-10-18,55.8604
2020-10-19,54.7249
2020-10-20,55.773
2020-10-21,54.2364
2020-10-22,54.6671
2020-10-23,55.1967
2020-10-24,55.1967
2020-10-25,55.1967
2020-10-26,54.8264
2020-10-27,50.205
2020-10-28,46.105
2020-10-29,47.6704
2020-10-30,47.3266
2020-10-31,47.3266
2020-11-01,47.3266
2020-11-02,49.0709
2020-11-03,49.0882
2020-11-04,46.557
2020-11-05,48.8961
2020-11-06,47.5367
2020-11-07,47.5367
2020-11-08,47.5367
2020-11-09,55.4654
2020-11-10,56.5369
2020-11-11,52.9677
2020-11-12,50.2759
2020-11-13,51.5903
2020-11-14,51.5903
2020-11-15,51.5903
2020-11-16,55.3807
2020-11-17,54.3998
2020-11-18,53.1709
2020-11-19,52.7052
2020-11-20,51.2815
2020-11-21,51.2815
2020-11-22,51.2815
2020-11-23,52.0432
2020-11-24,55.0713
2020-11-25,53.3521
2020-11-26,53.3521
2020-11-27,52.7383
2020-11-28,52.7383
2020-11-29,52.7383
2020-11-30,50.862
2020-12-01,54.0915
2020-12-02,52.3204
2020-12-03,53.7025
2020-12-04,55.4124
2020-12-05,55.4124
2020-12-06,55.4124
2020-12-07,56.2174
2020-12-08,58.5974
2020-12-09,60.2757
2020-12-10,61.317
2020-12-11,61.4928
2020-12-12,61.4928
2020-12-13,61.4928
2020-12-14,62.0119
2020-12-15,58.3006
2020-12-16,56.6472
2020-12-17,55.3034
2020-12-18,56.9896
2020-12-19,56.9896
2020-12-20,56.9896
2020-12-21,55.9234
2020-12-22,54.7154
2020-12-23,57.8145
2020-12-24,56.6449
2020-12-25,56.6449
2020-12-26,56.6449
2020-12-27,56.6449
2020-12-28,57.5709
2020-12-29,55.3752
2020-12-30,56.5018
2020-12-31,56.6598
2021-01-01,56.6598
2021-01-02,56.6598
2021-01-03,56.6598
2021-01-04,57.3408
2021-01-05,59.1381
2021-01-06,64.1337
2021-01-07,61.5055
2021-01-08,59.9699
2021-01-09,59.9699
2021-01-10,59.9699
2021-01-11,62.153
2021-01-12,63.136
2021-01-13,57.7914
2021-01-14,60.4499
2021-01-15,60.5216
2021-01-16,60.5216
2021-01-17,60.5216
2021-01-18,60.5216
2021-01-19,59.4695
2021-01-20,57.5259
2021-01-21,59.0122
2021-01-22,58.4396
2021-01-23,58.4396
2021-01-24,58.4396
2021-01-25,57.9068
2021-01-26,56.2663
2021-01-27,52.907
2021-01-28,54.0499
2021-01-29,52.8134
2021-01-30,52.8134
2021-01-31,52.8134
2021-02-01,54.9949
2021-02-02,55.096
2021-02-03,53.6624
2021-02-04,54.954
2021-02-05,57.6809
2021-02-06,57.6809
2021-02-07,57.6809
2021-02-08,60.3881
2021-02-09,60.5193
2021-02-10,60.3986
2021-02-11,61.7078
2021-02-12,62.2312
2021-02-13,62.2312
2021-02-14,62.2312
2021-02-15,62.2312
2021-02-16,61.1821
2021-02-17,61.7324
2021-02-18,62.2274
2021-02-19,59.7343
2021-02-20,59.7343
2021-02-21,59.7343
2021-02-22,61.9948
2021-02-23,59.1097
2021-02-24,61.1347
2021-02-25,60.5542
2021-02-26,62.2352
2021-02-27,62.2352
2021-02-28,62.2352
2021-03-01,65.0707
2021-03-02,64.6195
2021-03-03,65.9329
2021-03-04,60.76
2021-03-05,64.0642
2021-03-06,64.0642
2021-03-07,64.0642
2021-03-08,66.0882
2021-03-09,65.3506
2021-03-10,67.1582
2021-03-11,69.2771
2021-03-12,71.2475
2021-03-13,71.2475
2021-03-14,71.2475
2021-03-15,71.7121
2021-03-16,70.7976
2021-03-17,71.5554
2021-03-18,71.8924
2021-03-19,73.4353
2021-03-20,73.4353
2021-03-21,73.4353
2021-03-22,63.7537
2021-03-23,61.6342
2021-03-24,62.0076
2021-03-25,65.1482
2021-03-26,66.5773
2021-03-27,66.5773
2021-03-28,66.5773
2021-03-29,63.7302
2021-03-30,65.0122
2021-03-31,64.8099
2021-04-01,65.5777
2021-04-02,65.5777
2021-04-03,65.5777
2021-04-04,65.5777
2021-04-05,66.3144
2021-04-06,64.6841
2021-04-07,62.6443
2021-04-08,62.7508
2021-04-09,62.6738
2021-04-10,62.6738
2021-04-11,62.6738
2021-04-12,60.8215
2021-04-13,58.1262
2021-04-14,59.7971
2021-04-15,59.7821
2021-04-16,61.6192
2021-04-17,61.6192
2021-04-18,61.6192
2021-04-19,61.6388
2021-04-20,58.9605
2021-04-21,60.3491
2021-04-22,58.7381
2021-04-23,60.3041
2021-04-24,60.3041
2021-04-25,60.3041
2021-04-26,59.8498
2021-04-27,60.0751
2021-04-28,60.229
2021-04-29,61.9316
2021-04-30,62.3668
2021-05-01,62.3668
2021-05-02,62.3668
2021-05-03,64.6987
2021-05-04,65.0993
2021-05-05,67.6636
2021-05-06,70.4007
2021-05-07,56.5694
2021-05-08,56.5694
2021-05-09,56.5694
2021-05-10,56.1329
2021-05-11,54.0594
2021-05-12,49.6005
2021-05-13,54.7004
2021-05-14,56.1203
2021-05-15,56.1203
2021-05-16,56.1203
2021-05-17,56.812
2021-05-18,55.4662
2021-05-19,54.4276
2021-05-20,54.3058
2021-05-21,54.7345
2021-05-22,54.7345
2021-05-23,54.7345
2021-05-24,54.1505
2021-05-25,50.9773
2021-05-26,52.9884
2021-05-27,54.4644
2021-05-28,53.4592
2021-05-29,53.4592
2021-05-30,53.4592
2021-05-31,53.4592
2021-06-01,54.5826
2021-06-02,53.4929
2021-06-03,53.6165
2021-06-04,51.7434
2021-06-05,51.7434
2021-06-06,51.7434
2021-06-07,52.3645
2021-06-08,53.2383
2021-06-09,52.5896
2021-06-10,53.011
2021-06-11,55.7389
2021-06-12,55.7389
2021-06-13,55.7389
2021-06-14,53.6806
2021-06-15,53.6414
2021-06-16,53.9886
2021-06-17,53.6974
2021-06-18,48.3874
2021-06-19,48.3874
2021-06-20,48.3874
2021-06-21,52.6021
2021-06-22,53.0222
2021-06-23,53.5489
2021-06-24,55.6399
2021-06-25,55.5046
2021-06-26,55.5046
2021-06-27,55.5046
2021-06-28,49.837
2021-06-29,48.3675
2021-06-30,49.6435
2021-07-01,50.8194
2021-07-02,51.2854
2021-07-03,51.2854
2021-07-04,51.2854
2021-07-05,51.2854
2021-07-06,48.1136
2021-07-07,47.9994
2021-07-08,46.1093
2021-07-09,49.8638
2021-07-10,49.8638
2021-07-11,49.8638
2021-07-12,50.0514
2021-07-13,47.283
2021-07-14,46.851
2021-07-15,47.5376
2021-07-16,47.014
2021-07-17,47.014
2021-07-18,47.014
2021-07-19,46.73
2021-07-20,47.455
2021-07-21,48.3604
2021-07-22,46.4534
2021-07-23,47.7574
2021-07-24,47.7574
2021-07-25,47.7574
2021-07-26,48.8383
2021-07-27,48.2818
2021-07-28,48.4266
2021-07-29,49.594
2021-07-30,48.9068
2021-07-31,48.9068
2021-08-01,48.9068
2021-08-02,46.7834
2021-08-03,47.6953
2021-08-04,45.0813
2021-08-05,47.5614
2021-08-06,50.1919
2021-08-07,50.1919
2021-08-08,50.1919
2021-08-09,49.9923
2021-08-10,51.2526
2021-08-11,52.4362
2021-08-12,52.9428
2021-08-13,52.4452
2021-08-14,52.4452
2021-08-15,52.4452
2021-08-16,52.4899
2021-08-17,50.4617
2021-08-18,49.7086
2021-08-19,50.0857
2021-08-20,50.2368
2021-08-21,50.2368
2021-08-22,50.2368
2021-08-23,49.1428
2021-08-24,49.4276
2021-08-25,49.2848
2021-08-26,45.8591
2021-08-27,51.6479
2021-08-28,51.6479
2021-08-29,51.6479
2021-08-30,49.2903
2021-08-31,49.67
2021-09-01,49.3377
2021-09-02,51.8213
2021-09-03,54.6026
2021-09-04,54.6026
2021-09-05,54.6026
2021-09-06,54.6026
2021-09-07,53.1908
2021-09-08,52.8375
2021-09-09,52.0331
2021-09-10,50.4098
2021-09-11,50.4098
2021-09-12,50.4098
2021-09-13,51.7799
2021-09-14,49.5907
2021-09-15,51.7193
2021-09-16,51.7193
2021-09-17,54.5457
2021-09-18,54.5457
2021-09-19,54.5457
2021-09-20,54.6574
2021-09-21,55.1302
2021-09-22,57.154
2021-09-23,60.439
2021-09-24,62.728
2021-09-25,62.728
2021-09-26,62.728
2021-09-27,68.2732
2021-09-28,68.4064
2021-09-29,66.0497
2021-09-30,63.1157
2021-10-01,67.5233
2021-10-02,67.5233
2021-10-03,67.5233
2021-10-04,67.8374
2021-10-05,68.174
2021-10-06,68.4418
2021-10-07,69.8276
2021-10-08,70.3902
2021-10-09,70.3902
2021-10-10,70.3902
2021-10-11,71.4736
2021-10-12,69.6532
2021-10-13,67.6457
2021-10-14,69.484
2021-10-15,70.0005
2021-10-16,70.0005
2021-10-17,70.0005
2021-10-18,70.1537
2021-10-19,69.0594
2021-10-20,70.7354
2021-10-21,72.0341
2021-10-22,72.7513
2021-10-23,72.7513
2021-10-24,72.7513
2021-10-25,73.9641
2021-10-26,72.4183
2021-10-27,68.9677
2021-10-28,71.2021
2021-10-29,73.1034
2021-10-30,73.1034
2021-10-31,73.1034
2021-11-01,74.615
2021-11-02,75.2825
2021-11-03,78.3211
2021-11-04,72.888
2021-11-05,74.5188
2021-11-06,74.5188
2021-11-07,74.5188
2021-11-08,76.1492
2021-11-09,64.4914
2021-11-10,66.2527
2021-11-11,67.5048
2021-11-12,65.3671
2021-11-13,65.3671
2021-11-14,65.3671
2021-11-15,64.6819
2021-11-16,63.7727
2021-11-17,59.7698
2021-11-18,59.6986
2021-11-19,58.8653
2021-11-20,58.8653
2021-11-21,58.8653
2021-11-22,60.0118
2021-11-23,61.8582
2021-11-24,61.2477
2021-11-25,61.2477
2021-11-26,54.4284
2021-11-27,54.4284
2021-11-28,54.4284
2021-11-29,53.3435
2021-11-30,52.2455
2021-12-01,50.5498
2021-12-02,54.7444
2021-12-03,51.4076
2021-12-04,51.4076
2021-12-05,51.4076
2021-12-06,53.2573
2021-12-07,54.5778
2021-12-08,54.4067
2021-12-09,51.4525
2021-12-10,51.1661
2021-12-11,51.1661
2021-12-12,51.1661
2021-12-13,49.3198
2021-12-14,48.5151
2021-12-15,49.0649
2021-12-16,49.0649
2021-12-17,47.7359
2021-12-18,47.7359
2021-12-19,47.7359
2021-12-20,47.2322
2021-12-21,50.674
2021-12-22,50.7962
2021-12-23,51.6126
2021-12-24,51.6126
2021-12-25,51.6126
2021-12-26,51.6126
2021-12-27,54.8317
2021-12-28,54.6025
2021-12-29,55.713
2021-12-30,54.0277
2021-12-31,54.476
2022-01-01,54.476
2022-01-02,54.476
2022-01-03,55.1
2022-01-04,58.01
2022-01-05,55.2356
2022-01-06,57.399
2022-01-07,57.4264
2022-01-08,57.4264
2022-01-09,57.4264
2022-01-10,56.4374
2022-01-11,57.1999
2022-01-12,56.1194
2022-01-13,58.991
2022-01-14,57.8334
2022-01-15,57.8334
2022-01-16,57.8334
2022-01-17,57.8334
2022-01-18,55.0818
2022-01-19,52.8374
2022-01-20,51.1933
2022-01-21,50.8975
2022-01-22,50.8975
2022-01-23,50.8975
2022-01-24,52.6921
2022-01-25,51.1452
2022-01-26,49.494
2022-01-27,45.5492
2022-01-28,46.8089
2022-01-29,46.8089
2022-01-30,46.8089
2022-01-31,49.5268
2022-02-01,50.3476
2022-02-02,50.3031
2022-02-03,51.1085
2022-02-04,51.7045
2022-02-05,51.7045
2022-02-06,51.7045
2022-02-07,51.3987
2022-02-08,54.1899
2022-02-09,50.6153
2022-02-10,50.4988
2022-02-11,51.4801
2022-02-12,51.4801
2022-02-13,51.4801
2022-02-14,49.9263
2022-02-15,51.5335
2022-02-16,54.3753
2022-02-17,51.38
2022-02-18,52.3151
2022-02-19,52.3151
2022-02-20,52.3151
2022-02-21,52.3151
2022-02-22,50.3584
2022-02-23,48.6682
2022-02-24,45.5477
2022-02-25,51.422
2022-02-26,51.422
2022-02-27,51.422
2022-02-28,50.9973
2022-03-01,44.5458
2022-03-02,49.9029
2022-03-03,49.7951
2022-03-04,46.2152
2022-03-05,46.2152
2022-03-06,46.2152
2022-03-07,43.9447
2022-03-08,44.4817
2022-03-09,48.6797
2022-03-10,48.5626
2022-03-11,51.151
2022-03-12,51.151
2022-03-13,51.151
2022-03-14,55.4399
2022-03-15,55.9665
2022-03-16,55.115
2022-03-17,51.0453
2022-03-18,48.089
2022-03-19,48.089
2022-03-20,48.089
2022-03-21,48.6938
2022-03-22,48.422
2022-03-23,45.0051
2022-03-24,45.9756
2022-03-25,46.6835
2022-03-26,46.6835
2022-03-27,46.6835
2022-03-28,43.4927
2022-03-29,43.548
2022-03-30,42.285
2022-03-31,40.5197
2022-04-01,42.313
2022-04-02,42.313
2022-04-03,42.313
2022-04-04,42.2561
2022-04-05,40.4591
2022-04-06,39.3591
2022-04-07,40.4448
2022-04-08,42.2379
2022-04-09,42.2379
2022-04-10,42.2379
2022-04-11,43.4391
2022-04-12,42.3607
2022-04-13,42.785
2022-04-14,43.3426
2022-04-15,43.3426
2022-04-16,43.3426
2022-04-17,43.3426
2022-04-18,43.1211
2022-04-19,45.623
2022-04-20,46.1341
2022-04-21,43.6566
2022-04-22,40.7441
2022-04-23,40.7441
2022-04-24,40.7441
2022-04-25,40.5389
2022-04-26,38.425
2022-04-27,38.0363
2022-04-28,41.8671
2022-04-29,39.666
2022-04-30,39.666
2022-05-01,39.666
2022-05-02,39.8545
2022-05-03,41.4139
2022-05-04,43.9481
2022-05-05,43.7325
2022-05-06,44.2116
2022-05-07,44.2116
2022-05-08,44.2116
2022-05-09,42.6409
2022-05-10,40.8225
2022-05-11,40.51
2022-05-12,39.0738
2022-05-13,39.515
2022-05-14,39.515
2022-05-15,39.515
2022-05-16,41.1082
2022-05-17,45.2082
2022-05-18,41.9893
2022-05-19,41.5544
2022-05-20,39.9072
2022-05-21,39.9072
2022-05-22,39.9072
2022-05-23,42.2305
2022-05-24,43.6448
2022-05-25,44.0433
2022-05-26,45.0375
2022-05-27,45.1507
2022-05-28,45.1507
2022-05-29,45.1507
2022-05-30,45.1507
2022-05-31,46.5855
2022-06-01,46.597
2022-06-02,46.8802
2022-06-03,44.2123
2022-06-04,44.2123
2022-06-05,44.2123
2022-06-06,45.5954
2022-06-07,46.2005
2022-06-08,43.8397
2022-06-09,41.1618
2022-06-10,37.9785
2022-06-11,37.9785
2022-06-12,37.9785
2022-06-13,35.5583
2022-06-14,36.3411
2022-06-15,39.2183
2022-06-16,36.8046
2022-06-17,40.3054
2022-06-18,40.3054
2022-06-19,40.3054
2022-06-20,40.3054
2022-06-21,43.108
2022-06-22,43.3055
2022-06-23,44.0091
2022-06-24,45.4974
2022-06-25,45.4974
2022-06-26,45.4974
2022-06-27,45.2283
2022-06-28,44.1931
2022-06-29,43.8099
2022-06-30,45.2122
2022-07-01,46.6369
2022-07-02,46.6369
2022-07-03,46.6369
2022-07-04,46.6369
2022-07-05,45.4841
2022-07-06,44.9597
2022-07-07,46.085
2022-07-08,46.1101
2022-07-09,46.1101
2022-07-10,46.1101
2022-07-11,45.0491
2022-07-12,44.6478
2022-07-13,43.3733
2022-07-14,41.0806
2022-07-15,45.2928
2022-07-16,45.2928
2022-07-17,45.2928
2022-07-18,46.8453
2022-07-19,50.5122
2022-07-20,51.8409
2022-07-21,51.1482
2022-07-22,50.1035
2022-07-23,50.1035
2022-07-24,50.1035
2022-07-25,53.2032
2022-07-26,53.2677
2022-07-27,57.5963
2022-07-28,58.7122
2022-07-29,59.9117
2022-07-30,59.9117
2022-07-31,59.9117
2022-08-01,56.1674
2022-08-02,53.9676
2022-08-03,56.8442
2022-08-04,56.8202
2022-08-05,57.3328
2022-08-06,57.3328
2022-08-07,57.3328
2022-08-08,58.1826
2022-08-09,59.5118
2022-08-10,60.0821
2022-08-11,61.2646
2022-08-12,63.3413
2022-08-13,63.3413
2022-08-14,63.3413
2022-08-15,61.7415
2022-08-16,63.2492
2022-08-17,62.9054
2022-08-18,63.1042
2022-08-19,59.953
2022-08-20,59.953
2022-08-21,59.953
2022-08-22,58.3087
2022-08-23,58.1838
2022-08-24,58.9715
2022-08-25,60.2619
2022-08-26,54.9654
2022-08-27,54.9654
2022-08-28,54.9654
2022-08-29,54.1974
2022-08-30,53.77
2022-08-31,52.3968
2022-09-01,51.9951
2022-09-02,51.0162
2022-09-03,51.0162
2022-09-04,51.0162
2022-09-05,51.0162
2022-09-06,48.6656
2022-09-07,50.2836
2022-09-08,49.5835
2022-09-09,48.8416
2022-09-10,48.8416
2022-09-11,48.8416
2022-09-12,50.352
2022-09-13,45.8219
2022-09-14,47.1405
2022-09-15,48.7214
2022-09-16,48.5712
2022-09-17,48.5712
2022-09-18,48.5712
2022-09-19,52.3823
2022-09-20,50.9674
2022-09-21,52.4189
2022-09-22,51.3098
2022-09-23,46.7533
2022-09-24,46.7533
2022-09-25,46.7533
2022-09-26,45.9852
2022-09-27,43.8482
2022-09-28,45.0671
2022-09-29,41.4858
2022-09-30,42.5505
2022-10-01,42.5505
2022-10-02,42.5505
2022-10-03,45.208
2022-10-04,50.995
2022-10-05,49.1021
2022-10-06,47.9141
2022-10-07,45.7749
2022-10-08,45.7749
2022-10-09,45.7749
2022-10-10,46.1638
2022-10-11,46.3567
2022-10-12,47.8786
2022-10-13,52.8435
2022-10-14,50.0812
2022-10-15,50.0812
2022-10-16,50.0812
2022-10-17,52.5748
2022-10-18,52.8324
2022-10-19,51.7585
2022-10-20,50.0378
2022-10-21,52.7887
2022-10-22,52.7887
2022-10-23,52.7887
2022-10-24,52.3515
2022-10-25,55.0754
2022-10-26,55.5044
2022-10-27,56.9778
2022-10-28,59.106
2022-10-29,59.106
2022-10-30,59.106
2022-10-31,59.7492
2022-11-01,61.2322
2022-11-02,57.4564
2022-11-03,57.044
2022-11-04,58.6078
2022-11-05,58.6078
2022-11-06,58.6078
2022-11-07,58.0643
2022-11-08,60.2294
2022-11-09,57.8975
2022-11-10,63.4506
2022-11-11,62.2699
2022-11-12,62.2699
2022-11-13,62.2699
2022-11-14,62.3372
2022-11-15,63.5763
2022-11-16,63.8063
2022-11-17,63.4187
2022-11-18,64.1261
2022-11-19,64.1261
2022-11-20,64.1261
2022-11-21,65.4405
2022-11-22,64.8579
2022-11-23,64.9209
2022-11-24,64.9209
2022-11-25,65.8939
2022-11-26,65.8939
2022-11-27,65.8939
2022-11-28,62.8724
2022-11-29,62.8895
2022-11-30,63.8115
2022-12-01,62.5348
2022-12-02,62.7614
2022-12-03,62.7614
2022-12-04,62.7614
2022-12-05,56.674
2022-12-06,57.4014
2022-12-07,53.685
2022-12-08,54.7473
2022-12-09,53.8208
2022-12-10,53.8208
2022-12-11,53.8208
2022-12-12,54.9193
2022-12-13,56.0942
2022-12-14,52.3476
2022-12-15,50.1285
2022-12-16,49.9085
2022-12-17,49.9085
2022-12-18,49.9085
2022-12-19,48.9608
2022-12-20,50.0747
2022-12-21,49.6845
2022-12-22,48.2032
2022-12-23,48.4508
2022-12-24,48.4508
2022-12-25,48.4508
2022-12-26,48.4508
2022-12-27,47.7916
2022-12-28,45.176
2022-12-29,48.1518
2022-12-30,47.2161
2022-12-31,47.2161
2023-01-01,47.2161
2023-01-02,47.2161
2023-01-03,48.3085
2023-01-04,50.9955
2023-01-05,49.9217
2023-01-06,56.6255
2023-01-07,56.6255
2023-01-08,56.6255
2023-01-09,53.8717
2023-01-10,55.4704
2023-01-11,58.5293
2023-01-12,59.7427
2023-01-13,59.8137
2023-01-14,59.8137
2023-01-15,59.8137
2023-01-16,59.8137
2023-01-17,56.9055
2023-01-18,54.2152
2023-01-19,55.6292
2023-01-20,57.6403
2023-01-21,57.6403
2023-01-22,57.6403
2023-01-23,60.3996
2023-01-24,59.0116
2023-01-25,63.1474
2023-01-26,64.1958
2023-01-27,63.5721
2023-01-28,63.5721
2023-01-29,63.5721
2023-01-30,58.987
2023-01-31,62.3519
2023-02-01,62.1543
2023-02-02,62.6866
2023-02-03,63.5327
2023-02-04,63.5327
2023-02-05,63.5327
2023-02-06,63.1062
2023-02-07,64.8851
2023-02-08,63.1575
2023-02-09,63.4389
2023-02-10,65.4501
2023-02-11,65.4501
2023-02-12,65.4501
2023-02-13,65.3837
2023-02-14,63.4384
2023-02-15,64.8678
2023-02-16,63.7588
2023-02-17,64.6403
2023-02-18,64.6403
2023-02-19,64.6403
2023-02-20,64.6403
2023-02-21,60.8825
2023-02-22,61.264
2023-02-23,59.3529
2023-02-24,63.6815
2023-02-25,63.6815
2023-02-26,63.6815
2023-02-27,63.8325
2023-02-28,64.2499
2023-03-01,66.5023
2023-03-02,66.5498
2023-03-03,68.1275
2023-03-04,68.1275
2023-03-05,68.1275
2023-03-06,67.7075
2023-03-07,62.6106
2023-03-08,62.0679
2023-03-09,53.4427
2023-03-10,48.9097
2023-03-11,48.9097
2023-03-12,48.9097
2023-03-13,45.546
2023-03-14,48.2045
2023-03-15,46.6288
2023-03-16,50.9827
2023-03-17,47.1611
2023-03-18,47.1611
