,CHX US Equity
2023-03-18,39.1442
2023-03-19,39.1442
2023-03-20,42.0348
2023-03-21,43.1306
2023-03-22,40.7215
2023-03-23,39.0257
2023-03-24,39.7107
2023-03-25,39.7107
2023-03-26,39.7107
2023-03-27,42.2017
2023-03-28,44.6727
2023-03-29,45.6294
2023-03-30,44.2392
2023-03-31,46.2211
2023-04-01,46.2211
2023-04-02,46.2211
2023-04-03,49.4032
2023-04-04,48.5572
2023-04-05,47.9471
2023-04-06,47.1605
2023-04-07,47.1605
2023-04-08,47.1605
2023-04-09,47.1605
2023-04-10,48.7714
2023-04-11,50.071
2023-04-12,49.5459
2023-04-13,50.0363
2023-04-14,49.1519
2023-04-15,49.1519
2023-04-16,49.1519
2023-04-17,49.4779
2023-04-18,48.6708
2023-04-19,47.863
2023-04-20,46.223
2023-04-21,45.3162
2023-04-22,45.3162
2023-04-23,45.3162
2023-04-24,47.8848
2023-04-25,45.7656
2023-04-26,47.0816
2023-04-27,46.4196
2023-04-28,46.8525
2023-04-29,46.8525
2023-04-30,46.8525
2023-05-01,47.0107
2023-05-02,43.551
2023-05-03,43.6839
2023-05-04,44.1264
2023-05-05,47.9041
2023-05-06,47.9041
2023-05-07,47.9041
2023-05-08,47.7601
2023-05-09,48.1791
2023-05-10,47.1854
2023-05-11,45.3668
2023-05-12,43.7355
2023-05-13,43.7355
2023-05-14,43.7355
2023-05-15,46.0204
2023-05-16,45.0455
2023-05-17,48.9295
2023-05-18,50.4045
2023-05-19,48.7654
2023-05-20,48.7654
2023-05-21,48.7654
2023-05-22,49.4581
2023-05-23,48.3815
2023-05-24,49.645
2023-05-25,47.2521
2023-05-26,47.2219
2023-05-27,47.2219
2023-05-28,47.2219
2023-05-29,47.2219
2023-05-30,46.0947
2023-05-31,43.211
2023-06-01,46.5654
2023-06-02,51.8985
2023-06-03,51.8985
2023-06-04,51.8985
2023-06-05,49.8795
2023-06-06,51.4099
2023-06-07,53.452
2023-06-08,51.4536
2023-06-09,51.129
2023-06-10,51.129
2023-06-11,51.129
2023-06-12,50.1178
2023-06-13,52.3266
2023-06-14,51.5598
2023-06-15,52.4253
2023-06-16,52.513
2023-06-17,52.513
2023-06-18,52.513
2023-06-19,52.513
2023-06-20,51.5618
2023-06-21,52.2711
2023-06-22,51.8612
2023-06-23,52.5351
2023-06-24,52.5351
2023-06-25,52.5351
2023-06-26,53.2126
2023-06-27,54.116
2023-06-28,54.214
2023-06-29,59.0129
2023-06-30,60.5724
2023-07-01,60.5724
2023-07-02,60.5724
2023-07-03,60.9697
2023-07-04,60.9697
2023-07-05,61.7407
2023-07-06,58.7714
2023-07-07,63.4733
2023-07-08,63.4733
2023-07-09,63.4733
2023-07-10,65.0769
2023-07-11,66.1653
2023-07-12,66.8361
2023-07-13,66.5801
2023-07-14,66.6242
2023-07-15,66.6242
2023-07-16,66.6242
2023-07-17,67.2719
2023-07-18,67.6968
2023-07-19,66.337
2023-07-20,66.4332
2023-07-21,67.6985
2023-07-22,67.6985
2023-07-23,67.6985
2023-07-24,68.3048
2023-07-25,67.3491
2023-07-26,67.815
2023-07-27,61.206
2023-07-28,63.927
2023-07-29,63.927
2023-07-30,63.927
2023-07-31,66.036
2023-08-01,67.022
2023-08-02,65.2842
2023-08-03,65.2393
2023-08-04,65.5819
2023-08-05,65.5819
2023-08-06,65.5819
2023-08-07,65.3914
2023-08-08,65.8024
2023-08-09,67.0425
2023-08-10,66.0564
2023-08-11,67.5866
2023-08-12,67.5866
2023-08-13,67.5866
2023-08-14,65.8111
2023-08-15,63.8286
2023-08-16,60.7974
2023-08-17,58.5501
2023-08-18,59.9883
2023-08-19,59.9883
2023-08-20,59.9883
2023-08-21,59.3089
2023-08-22,59.5929
2023-08-23,60.1682
2023-08-24,59.2471
2023-08-25,59.1978
2023-08-26,59.1978
2023-08-27,59.1978
2023-08-28,61.643
2023-08-29,62.9168
2023-08-30,63.1023
2023-08-31,60.8965
2023-09-01,63.9105
2023-09-02,63.9105
2023-09-03,63.9105
2023-09-04,63.9105
2023-09-05,63.7533
2023-09-06,64.7404
2023-09-07,64.5201
2023-09-08,65.9581
2023-09-09,65.9581
2023-09-10,65.9581
2023-09-11,63.839
2023-09-12,65.6706
2023-09-13,61.3003
2023-09-14,62.148
2023-09-15,61.0214
2023-09-16,61.0214
2023-09-17,61.0214
2023-09-18,61.6748
2023-09-19,59.3587
2023-09-20,56.8556
2023-09-21,54.1241
2023-09-22,54.8093
2023-09-23,54.8093
2023-09-24,54.8093
2023-09-25,57.2323
2023-09-26,53.9669
2023-09-27,56.3974
2023-09-28,55.5496
2023-09-29,51.778
2023-09-30,51.778
2023-10-01,51.778
2023-10-02,48.7755
2023-10-03,49.2826
2023-10-04,44.1371
2023-10-05,42.6849
2023-10-06,44.0766
2023-10-07,44.0766
2023-10-08,44.0766
2023-10-09,48.4209
2023-10-10,48.3868
2023-10-11,48.1064
2023-10-12,45.5462
2023-10-13,45.626
2023-10-14,45.626
2023-10-15,45.626
2023-10-16,45.626
2023-10-17,50.1967
2023-10-18,49.6433
2023-10-19,48.3205
2023-10-20,46.0297
2023-10-21,46.0297
2023-10-22,46.0297
2023-10-23,47.1854
2023-10-24,46.6861
2023-10-25,38.549
2023-10-26,35.1459
2023-10-27,38.1456
2023-10-28,38.1456
2023-10-29,38.1456
2023-10-30,38.4896
2023-10-31,39.7604
2023-11-01,38.465
2023-11-02,42.316
2023-11-03,42.2629
2023-11-04,42.2629
2023-11-05,42.2629
2023-11-06,39.3497
2023-11-07,37.4745
2023-11-08,36.5951
2023-11-09,36.3237
2023-11-10,37.404
2023-11-11,37.404
2023-11-12,37.404
2023-11-13,37.7681
2023-11-14,42.7089
2023-11-15,41.5193
2023-11-16,39.2334
2023-11-17,40.28
2023-11-18,40.28
2023-11-19,40.28
2023-11-20,41.1045
2023-11-21,40.268
2023-11-22,40.6584
2023-11-23,40.6584
2023-11-24,40.7785
2023-11-25,40.7785
2023-11-26,40.7785
2023-11-27,40.7216
2023-11-28,39.8312
2023-11-29,41.1201
2023-11-30,40.8485
2023-12-01,41.7331
2023-12-02,41.7331
2023-12-03,41.7331
2023-12-04,41.5403
2023-12-05,39.98
2023-12-06,37.849
2023-12-07,40.2169
2023-12-08,41.9659
2023-12-09,41.9659
2023-12-10,41.9659
2023-12-11,41.0423
2023-12-12,39.5817
2023-12-13,44.5744
2023-12-14,49.2866
2023-12-15,49.7813
2023-12-16,49.7813
2023-12-17,49.7813
2023-12-18,49.9257
2023-12-19,51.4419
2023-12-20,48.4772
2023-12-21,47.4086
2023-12-22,46.8231
2023-12-23,46.8231
2023-12-24,46.8231
2023-12-25,46.8231
2023-12-26,49.1175
2023-12-27,47.7327
2023-12-28,45.4875
2023-12-29,44.0582
2023-12-30,44.0582
2023-12-31,44.0582
2024-01-01,44.0582
2024-01-02,43.0719
2024-01-03,42.7525
2024-01-04,39.7692
2024-01-05,40.4307
2024-01-06,40.4307
2024-01-07,40.4307
2024-01-08,39.768
2024-01-09,37.4582
2024-01-10,36.1549
2024-01-11,37.3759
2024-01-12,37.2908
2024-01-13,37.2908
2024-01-14,37.2908
2024-01-15,37.2908
2024-01-16,35.6929
2024-01-17,36.3365
2024-01-18,37.7252
2024-01-19,37.3639
2024-01-20,37.3639
2024-01-21,37.3639
2024-01-22,39.8949
2024-01-23,39.4423
2024-01-24,44.5976
2024-01-25,45.7173
2024-01-26,46.829
2024-01-27,46.829
2024-01-28,46.829
2024-01-29,47.0018
2024-01-30,46.3015
2024-01-31,43.368
2024-02-01,42.7999
2024-02-02,39.5195
2024-02-03,39.5195
2024-02-04,39.5195
2024-02-05,40.9527
2024-02-06,50.7683
2024-02-07,50.7683
2024-02-08,51.0183
2024-02-09,50.6761
2024-02-10,50.6761
2024-02-11,50.6761
2024-02-12,50.0585
2024-02-13,48.4181
2024-02-14,49.995
2024-02-15,54.1627
2024-02-16,55.171
2024-02-17,55.171
2024-02-18,55.171
2024-02-19,55.171
2024-02-20,53.5463
2024-02-21,55.9929
2024-02-22,56.5442
2024-02-23,55.9471
2024-02-24,55.9471
2024-02-25,55.9471
2024-02-26,57.6967
2024-02-27,58.6268
2024-02-28,57.2352
2024-02-29,56.9645
2024-03-01,59.6929
2024-03-02,59.6929
2024-03-03,59.6929
2024-03-04,57.9083
2024-03-05,57.4527
2024-03-06,56.8512
2024-03-07,58.5436
2024-03-08,58.4468
2024-03-09,58.4468
2024-03-10,58.4468
2024-03-11,59.0423
2024-03-12,58.28
2024-03-13,61.2475
2024-03-14,60.4714
2024-03-15,61.514
2024-03-16,61.514
2024-03-17,61.514
2024-03-18,62.2777
2024-03-19,64.7621
2024-03-20,65.6797
2024-03-21,66.4094
2024-03-22,66.5272
2024-03-23,66.5272
2024-03-24,66.5272
2024-03-25,66.1075
2024-03-26,66.4515
2024-03-27,69.4018
2024-03-28,70.5682
2024-03-29,70.5682
2024-03-30,70.5682
2024-03-31,70.5682
2024-04-01,67.5995
2024-04-02,75.5808
2024-04-03,75.1644
2024-04-04,74.3415
2024-04-05,75.4019
2024-04-06,75.4019
2024-04-07,75.4019
2024-04-08,71.0271
