,PRKS US Equity
2023-03-20,45.6045
2023-03-21,48.1612
2023-03-22,45.4869
2023-03-23,42.6403
2023-03-24,43.6749
2023-03-25,43.6749
2023-03-26,43.6749
2023-03-27,44.3052
2023-03-28,44.9085
2023-03-29,46.9958
2023-03-30,48.9479
2023-03-31,52.3094
2023-04-01,52.3094
2023-04-02,52.3094
2023-04-03,52.4844
2023-04-04,51.0476
2023-04-05,47.9504
2023-04-06,47.5826
2023-04-07,47.5826
2023-04-08,47.5826
2023-04-09,47.5826
2023-04-10,47.3721
2023-04-11,49.0218
2023-04-12,45.325
2023-04-13,48.028
2023-04-14,46.3295
2023-04-15,46.3295
2023-04-16,46.3295
2023-04-17,44.961
2023-04-18,44.4534
2023-04-19,41.8383
2023-04-20,40.9941
2023-04-21,40.8541
2023-04-22,40.8541
2023-04-23,40.8541
2023-04-24,41.3999
2023-04-25,39.2181
2023-04-26,38.2194
2023-04-27,42.1338
2023-04-28,43.5914
2023-04-29,43.5914
2023-04-30,43.5914
2023-05-01,46.0433
2023-05-02,44.3154
2023-05-03,43.9439
2023-05-04,42.9912
2023-05-05,46.9084
2023-05-06,46.9084
2023-05-07,46.9084
2023-05-08,48.939
2023-05-09,53.6074
2023-05-10,52.5609
2023-05-11,49.5304
2023-05-12,50.0511
2023-05-13,50.0511
2023-05-14,50.0511
2023-05-15,50.593
2023-05-16,46.8289
2023-05-17,48.8493
2023-05-18,50.342
2023-05-19,48.2281
2023-05-20,48.2281
2023-05-21,48.2281
2023-05-22,49.6053
2023-05-23,46.9402
2023-05-24,47.755
2023-05-25,46.3493
2023-05-26,47.8761
2023-05-27,47.8761
2023-05-28,47.8761
2023-05-29,47.8761
2023-05-30,48.7866
2023-05-31,48.4422
2023-06-01,49.306
2023-06-02,52.4967
2023-06-03,52.4967
2023-06-04,52.4967
2023-06-05,50.5113
2023-06-06,51.8626
2023-06-07,52.8127
2023-06-08,51.5252
2023-06-09,50.5611
2023-06-10,50.5611
2023-06-11,50.5611
2023-06-12,53.5759
2023-06-13,55.6731
2023-06-14,54.6901
2023-06-15,53.5489
2023-06-16,51.8386
2023-06-17,51.8386
2023-06-18,51.8386
2023-06-19,51.8386
2023-06-20,49.8231
2023-06-21,49.7925
2023-06-22,47.1722
2023-06-23,47.1136
2023-06-24,47.1136
2023-06-25,47.1136
2023-06-26,45.6607
2023-06-27,47.0097
2023-06-28,45.6158
2023-06-29,48.234
2023-06-30,48.3998
2023-07-01,48.3998
2023-07-02,48.3998
2023-07-03,51.243
2023-07-04,51.243
2023-07-05,48.7936
2023-07-06,48.7004
2023-07-07,48.0358
2023-07-08,48.0358
2023-07-09,48.0358
2023-07-10,49.2303
2023-07-11,46.6174
2023-07-12,46.9878
2023-07-13,48.1402
2023-07-14,44.4638
2023-07-15,44.4638
2023-07-16,44.4638
2023-07-17,42.2304
2023-07-18,44.0827
2023-07-19,44.2278
2023-07-20,43.3692
2023-07-21,44.2048
2023-07-22,44.2048
2023-07-23,44.2048
2023-07-24,46.4347
2023-07-25,45.525
2023-07-26,46.5155
2023-07-27,45.8163
2023-07-28,44.4812
2023-07-29,44.4812
2023-07-30,44.4812
2023-07-31,49.722
2023-08-01,49.0544
2023-08-02,47.6319
2023-08-03,49.3799
2023-08-04,48.1048
2023-08-05,48.1048
2023-08-06,48.1048
2023-08-07,48.0878
2023-08-08,45.476
2023-08-09,43.0278
2023-08-10,43.0477
2023-08-11,43.5958
2023-08-12,43.5958
2023-08-13,43.5958
2023-08-14,43.1976
2023-08-15,40.7485
2023-08-16,39.5805
2023-08-17,38.9311
2023-08-18,38.9772
2023-08-19,38.9772
2023-08-20,38.9772
2023-08-21,41.5302
2023-08-22,39.8664
2023-08-23,43.0773
2023-08-24,40.9536
2023-08-25,43.8189
2023-08-26,43.8189
2023-08-27,43.8189
2023-08-28,42.9441
2023-08-29,42.7863
2023-08-30,42.6243
2023-08-31,41.9505
2023-09-01,43.5928
2023-09-02,43.5928
2023-09-03,43.5928
2023-09-04,43.5928
2023-09-05,41.7997
2023-09-06,42.4406
2023-09-07,41.8447
2023-09-08,42.7242
2023-09-09,42.7242
2023-09-10,42.7242
2023-09-11,41.445
2023-09-12,41.2525
2023-09-13,40.6837
2023-09-14,46.3291
2023-09-15,44.3317
2023-09-16,44.3317
2023-09-17,44.3317
2023-09-18,43.0689
2023-09-19,42.4522
2023-09-20,42.6464
2023-09-21,41.2254
2023-09-22,41.2254
2023-09-23,41.2254
2023-09-24,41.2254
2023-09-25,39.2079
2023-09-26,36.5917
2023-09-27,37.0773
2023-09-28,40.6556
2023-09-29,41.7561
2023-09-30,41.7561
2023-10-01,41.7561
2023-10-02,41.058
2023-10-03,38.82
2023-10-04,39.2416
2023-10-05,38.2862
2023-10-06,38.9995
2023-10-07,38.9995
2023-10-08,38.9995
2023-10-09,40.611
2023-10-10,43.54
2023-10-11,42.8952
2023-10-12,39.7402
2023-10-13,37.0991
2023-10-14,37.0991
2023-10-15,37.0991
2023-10-16,40.7644
2023-10-17,43.5752
2023-10-18,42.8853
2023-10-19,40.8604
2023-10-20,39.1429
2023-10-21,39.1429
2023-10-22,39.1429
2023-10-23,37.1902
2023-10-24,40.7271
2023-10-25,40.2675
2023-10-26,39.8662
2023-10-27,38.2724
2023-10-28,38.2724
2023-10-29,38.2724
2023-10-30,41.4378
2023-10-31,42.8614
2023-11-01,41.4817
2023-11-02,46.7378
2023-11-03,51.5204
2023-11-04,51.5204
2023-11-05,51.5204
2023-11-06,51.3909
2023-11-07,51.3718
2023-11-08,49.9144
2023-11-09,48.5824
2023-11-10,50.7281
2023-11-11,50.7281
2023-11-12,50.7281
2023-11-13,50.9549
2023-11-14,55.6543
2023-11-15,55.0615
2023-11-16,52.565
2023-11-17,53.7959
2023-11-18,53.7959
2023-11-19,53.7959
2023-11-20,55.9606
2023-11-21,53.2602
2023-11-22,54.3984
2023-11-23,54.3984
2023-11-24,55.2277
2023-11-25,55.2277
2023-11-26,55.2277
2023-11-27,54.0283
2023-11-28,53.8846
2023-11-29,53.2569
2023-11-30,53.1289
2023-12-01,56.4842
2023-12-02,56.4842
2023-12-03,56.4842
2023-12-04,55.9937
2023-12-05,52.3795
2023-12-06,53.8739
2023-12-07,54.979
2023-12-08,57.6057
2023-12-09,57.6057
2023-12-10,57.6057
2023-12-11,57.5162
2023-12-12,57.2857
2023-12-13,60.2507
2023-12-14,61.0586
2023-12-15,57.2618
2023-12-16,57.2618
2023-12-17,57.2618
2023-12-18,54.3619
2023-12-19,55.1225
2023-12-20,52.7061
2023-12-21,53.5169
2023-12-22,53.5535
2023-12-23,53.5535
2023-12-24,53.5535
2023-12-25,53.5535
2023-12-26,57.0363
2023-12-27,57.6959
2023-12-28,57.9464
2023-12-29,56.8553
2023-12-30,56.8553
2023-12-31,56.8553
2024-01-01,56.8553
2024-01-02,57.0156
2024-01-03,52.2813
2024-01-04,52.5887
2024-01-05,54.3198
2024-01-06,54.3198
2024-01-07,54.3198
2024-01-08,56.3491
2024-01-09,52.3336
2024-01-10,53.0553
2024-01-11,52.6745
2024-01-12,51.0325
2024-01-13,51.0325
2024-01-14,51.0325
2024-01-15,51.0325
2024-01-16,51.6719
2024-01-17,49.1413
2024-01-18,49.9723
2024-01-19,52.3292
2024-01-20,52.3292
2024-01-21,52.3292
2024-01-22,49.3874
2024-01-23,51.1745
2024-01-24,50.0174
2024-01-25,51.1989
2024-01-26,51.5802
2024-01-27,51.5802
2024-01-28,51.5802
2024-01-29,49.3747
2024-01-30,50.4395
2024-01-31,48.455
2024-02-01,47.7265
2024-02-02,46.1707
2024-02-03,46.1707
2024-02-04,46.1707
2024-02-05,44.2574
2024-02-06,47.4985
2024-02-07,46.0184
2024-02-08,46.9729
2024-02-09,48.5489
2024-02-10,48.5489
2024-02-11,48.5489
2024-02-12,51.0965
2024-02-13,47.4877
2024-02-14,46.1646
2024-02-15,45.8482
2024-02-16,44.875
2024-02-17,44.875
2024-02-18,44.875
2024-02-19,44.875
2024-02-20,43.3024
2024-02-21,43.1206
2024-02-22,45.2142
2024-02-23,45.2142
2024-02-24,45.2142
2024-02-25,45.2142
2024-02-26,46.5072
2024-02-27,49.3902
2024-02-28,57.2581
2024-02-29,53.8835
2024-03-01,57.2613
2024-03-02,57.2613
2024-03-03,57.2613
2024-03-04,57.4455
2024-03-05,56.1721
2024-03-06,57.1389
2024-03-07,55.5337
2024-03-08,54.987
2024-03-09,54.987
2024-03-10,54.987
2024-03-11,53.9101
2024-03-12,52.8191
2024-03-13,51.9613
2024-03-14,50.9795
2024-03-15,52.3854
2024-03-16,52.3854
2024-03-17,52.3854
2024-03-18,55.3344
2024-03-19,55.5865
2024-03-20,57.8042
2024-03-21,58.485
2024-03-22,56.5958
2024-03-23,56.5958
2024-03-24,56.5958
2024-03-25,56.8661
2024-03-26,52.9973
2024-03-27,54.7759
2024-03-28,59.5884
2024-03-29,59.5884
2024-03-30,59.5884
2024-03-31,59.5884
2024-04-01,60.6672
2024-04-02,57.7438
2024-04-03,58.9077
2024-04-04,55.5322
2024-04-05,58.5139
2024-04-06,58.5139
2024-04-07,58.5139
2024-04-08,60.3702
