,FBK US Equity
2023-03-20,35.8687
2023-03-21,39.6964
2023-03-22,36.6949
2023-03-23,35.0668
2023-03-24,39.3625
2023-03-25,39.3625
2023-03-26,39.3625
2023-03-27,39.0613
2023-03-28,38.8499
2023-03-29,37.9799
2023-03-30,37.064
2023-03-31,40.0548
2023-04-01,40.0548
2023-04-02,40.0548
2023-04-03,38.9382
2023-04-04,37.9798
2023-04-05,37.3205
2023-04-06,36.9883
2023-04-07,36.9883
2023-04-08,36.9883
2023-04-09,36.9883
2023-04-10,38.4223
2023-04-11,38.6239
2023-04-12,38.8311
2023-04-13,40.895
2023-04-14,39.5825
2023-04-15,39.5825
2023-04-16,39.5825
2023-04-17,40.8234
2023-04-18,37.8728
2023-04-19,42.2253
2023-04-20,41.6354
2023-04-21,40.9749
2023-04-22,40.9749
2023-04-23,40.9749
2023-04-24,40.3808
2023-04-25,37.5637
2023-04-26,38.4857
2023-04-27,40.0131
2023-04-28,41.188
2023-04-29,41.188
2023-04-30,41.188
2023-05-01,40.2103
2023-05-02,36.0763
2023-05-03,35.4794
2023-05-04,32.5174
2023-05-05,36.568
2023-05-06,36.568
2023-05-07,36.568
2023-05-08,35.0261
2023-05-09,34.2445
2023-05-10,36.8366
2023-05-11,35.8498
2023-05-12,36.4046
2023-05-13,36.4046
2023-05-14,36.4046
2023-05-15,37.7159
2023-05-16,37.5158
2023-05-17,43.9718
2023-05-18,43.6607
2023-05-19,43.0752
2023-05-20,43.0752
2023-05-21,43.0752
2023-05-22,45.5171
2023-05-23,47.5135
2023-05-24,46.2711
2023-05-25,45.2393
2023-05-26,45.7342
2023-05-27,45.7342
2023-05-28,45.7342
2023-05-29,45.7342
2023-05-30,44.5103
2023-05-31,42.3753
2023-06-01,44.7551
2023-06-02,51.1718
2023-06-03,51.1718
2023-06-04,51.1718
2023-06-05,46.8831
2023-06-06,50.824
2023-06-07,53.6923
2023-06-08,52.5436
2023-06-09,51.2285
2023-06-10,51.2285
2023-06-11,51.2285
2023-06-12,50.1756
2023-06-13,51.9157
2023-06-14,49.1417
2023-06-15,49.499
2023-06-16,49.5219
2023-06-17,49.5219
2023-06-18,49.5219
2023-06-19,49.5219
2023-06-20,49.7109
2023-06-21,49.0227
2023-06-22,47.1148
2023-06-23,47.7814
2023-06-24,47.7814
2023-06-25,47.7814
2023-06-26,47.4247
2023-06-27,47.3515
2023-06-28,46.0772
2023-06-29,47.5104
2023-06-30,46.8039
2023-07-01,46.8039
2023-07-02,46.8039
2023-07-03,48.9092
2023-07-04,48.9092
2023-07-05,46.8872
2023-07-06,45.5794
2023-07-07,46.597
2023-07-08,46.597
2023-07-09,46.597
2023-07-10,46.8613
2023-07-11,47.4886
2023-07-12,49.5426
2023-07-13,51.1248
2023-07-14,49.602
2023-07-15,49.602
2023-07-16,49.602
2023-07-17,53.2444
2023-07-18,57.8535
2023-07-19,61.4626
2023-07-20,58.9948
2023-07-21,57.396
2023-07-22,57.396
2023-07-23,57.396
2023-07-24,59.5071
2023-07-25,60.6488
2023-07-26,62.2104
2023-07-27,60.6578
2023-07-28,61.243
2023-07-29,61.243
2023-07-30,61.243
2023-07-31,62.3459
2023-08-01,61.7299
2023-08-02,61.8663
2023-08-03,61.6714
2023-08-04,61.4045
2023-08-05,61.4045
2023-08-06,61.4045
2023-08-07,62.0417
2023-08-08,58.8904
2023-08-09,57.0411
2023-08-10,57.4698
2023-08-11,57.6406
2023-08-12,57.6406
2023-08-13,57.6406
2023-08-14,55.6901
2023-08-15,53.1364
2023-08-16,52.3092
2023-08-17,51.7842
2023-08-18,51.6265
2023-08-19,51.6265
2023-08-20,51.6265
2023-08-21,49.5959
2023-08-22,46.7567
2023-08-23,48.1187
2023-08-24,48.1825
2023-08-25,47.0457
2023-08-26,47.0457
2023-08-27,47.0457
2023-08-28,47.6841
2023-08-29,48.295
2023-08-30,46.9098
2023-08-31,46.4711
2023-09-01,48.7383
2023-09-02,48.7383
2023-09-03,48.7383
2023-09-04,48.7383
2023-09-05,45.1812
2023-09-06,42.5813
2023-09-07,42.7279
2023-09-08,44.4166
2023-09-09,44.4166
2023-09-10,44.4166
2023-09-11,43.8066
2023-09-12,44.5568
2023-09-13,42.8126
2023-09-14,47.6293
2023-09-15,45.0514
2023-09-16,45.0514
2023-09-17,45.0514
2023-09-18,43.7975
2023-09-19,43.0536
2023-09-20,41.9083
2023-09-21,41.1533
2023-09-22,40.7465
2023-09-23,40.7465
2023-09-24,40.7465
2023-09-25,42.2044
2023-09-26,41.547
2023-09-27,43.8293
2023-09-28,44.0631
2023-09-29,43.5939
2023-09-30,43.5939
2023-10-01,43.5939
2023-10-02,44.1273
2023-10-03,41.3286
2023-10-04,45.4633
2023-10-05,47.6292
2023-10-06,47.2999
2023-10-07,47.2999
2023-10-08,47.2999
2023-10-09,46.4361
2023-10-10,46.3688
2023-10-11,45.9207
2023-10-12,44.818
2023-10-13,42.4769
2023-10-14,42.4769
2023-10-15,42.4769
2023-10-16,44.6263
2023-10-17,46.7648
2023-10-18,48.7727
2023-10-19,52.2149
2023-10-20,49.1206
2023-10-21,49.1206
2023-10-22,49.1206
2023-10-23,49.6878
2023-10-24,47.2686
2023-10-25,46.9027
2023-10-26,50.9064
2023-10-27,47.8723
2023-10-28,47.8723
2023-10-29,47.8723
2023-10-30,49.2478
2023-10-31,49.5576
2023-11-01,49.5576
2023-11-02,56.0355
2023-11-03,60.4836
2023-11-04,60.4836
2023-11-05,60.4836
2023-11-06,59.04
2023-11-07,57.3755
2023-11-08,54.6619
2023-11-09,52.2952
2023-11-10,52.5822
2023-11-11,52.5822
2023-11-12,52.5822
2023-11-13,53.4513
2023-11-14,61.1186
2023-11-15,61.4136
2023-11-16,59.9022
2023-11-17,61.3666
2023-11-18,61.3666
2023-11-19,61.3666
2023-11-20,59.7494
2023-11-21,57.1216
2023-11-22,57.4324
2023-11-23,57.4324
2023-11-24,57.103
2023-11-25,57.103
2023-11-26,57.103
2023-11-27,55.9089
2023-11-28,54.5325
2023-11-29,56.786
2023-11-30,57.5453
2023-12-01,61.8244
2023-12-02,61.8244
2023-12-03,61.8244
2023-12-04,63.0933
2023-12-05,61.7702
2023-12-06,61.9007
2023-12-07,63.7971
2023-12-08,64.026
2023-12-09,64.026
2023-12-10,64.026
2023-12-11,64.2387
2023-12-12,63.4241
2023-12-13,67.6298
2023-12-14,70.2499
2023-12-15,66.6961
2023-12-16,66.6961
2023-12-17,66.6961
2023-12-18,65.5755
2023-12-19,67.3993
2023-12-20,65.926
2023-12-21,65.1196
2023-12-22,66.4664
2023-12-23,66.4664
2023-12-24,66.4664
2023-12-25,66.4664
2023-12-26,67.4633
2023-12-27,67.0216
2023-12-28,67.5707
2023-12-29,64.2155
2023-12-30,64.2155
2023-12-31,64.2155
2024-01-01,64.2155
2024-01-02,62.7976
2024-01-03,59.6308
2024-01-04,60.1008
2024-01-05,60.3509
2024-01-06,60.3509
2024-01-07,60.3509
2024-01-08,61.4421
2024-01-09,59.8448
2024-01-10,60.6445
2024-01-11,58.2786
2024-01-12,57.6534
2024-01-13,57.6534
2024-01-14,57.6534
2024-01-15,57.6534
2024-01-16,52.7438
2024-01-17,48.5777
2024-01-18,51.6167
2024-01-19,54.0057
2024-01-20,54.0057
2024-01-21,54.0057
2024-01-22,56.3953
2024-01-23,55.4976
2024-01-24,56.3554
2024-01-25,55.7544
2024-01-26,56.0213
2024-01-27,56.0213
2024-01-28,56.0213
2024-01-29,58.1797
2024-01-30,58.0178
2024-01-31,51.8148
2024-02-01,51.3506
2024-02-02,50.5786
2024-02-03,50.5786
2024-02-04,50.5786
2024-02-05,48.2982
2024-02-06,48.4115
2024-02-07,47.2866
2024-02-08,47.7056
2024-02-09,49.9964
2024-02-10,49.9964
2024-02-11,49.9964
2024-02-12,52.0936
2024-02-13,46.9348
2024-02-14,48.517
2024-02-15,53.225
2024-02-16,52.6626
2024-02-17,52.6626
2024-02-18,52.6626
2024-02-19,52.6626
2024-02-20,51.1708
2024-02-21,49.3377
2024-02-22,48.5023
2024-02-23,48.0181
2024-02-24,48.0181
2024-02-25,48.0181
2024-02-26,47.1467
2024-02-27,46.862
2024-02-28,46.0772
2024-02-29,48.4299
2024-03-01,46.8507
2024-03-02,46.8507
2024-03-03,46.8507
2024-03-04,46.4786
2024-03-05,49.5848
2024-03-06,49.5282
2024-03-07,50.9764
2024-03-08,51.5516
2024-03-09,51.5516
2024-03-10,51.5516
2024-03-11,50.7811
2024-03-12,48.645
2024-03-13,47.9399
2024-03-14,45.2004
2024-03-15,46.5362
2024-03-16,46.5362
2024-03-17,46.5362
2024-03-18,45.0135
2024-03-19,45.2493
2024-03-20,50.1192
2024-03-21,53.7401
2024-03-22,51.1315
2024-03-23,51.1315
2024-03-24,51.1315
2024-03-25,50.1969
2024-03-26,49.9963
2024-03-27,54.5328
2024-03-28,54.5581
2024-03-29,54.5581
2024-03-30,54.5581
2024-03-31,54.5581
2024-04-01,52.1335
2024-04-02,50.0049
2024-04-03,49.8365
2024-04-04,49.2361
2024-04-05,50.0949
2024-04-06,50.0949
2024-04-07,50.0949
2024-04-08,51.6982
