,TAP US Equity
2023-03-17,44.6787
2023-03-18,44.6787
2023-03-19,44.6787
2023-03-20,47.3568
2023-03-21,47.4952
2023-03-22,45.2319
2023-03-23,44.2132
2023-03-24,47.4586
2023-03-25,47.4586
2023-03-26,47.4586
2023-03-27,48.4919
2023-03-28,49.3594
2023-03-29,50.8319
2023-03-30,50.1192
2023-03-31,50.0913
2023-04-01,50.0913
2023-04-02,50.0913
2023-04-03,51.3264
2023-04-04,50.7944
2023-04-05,52.3829
2023-04-06,51.3119
2023-04-07,51.3119
2023-04-08,51.3119
2023-04-09,51.3119
2023-04-10,54.0864
2023-04-11,56.3996
2023-04-12,56.9481
2023-04-13,61.421
2023-04-14,60.8537
2023-04-15,60.8537
2023-04-16,60.8537
2023-04-17,62.7783
2023-04-18,63.465
2023-04-19,63.6892
2023-04-20,64.2463
2023-04-21,65.5036
2023-04-22,65.5036
2023-04-23,65.5036
2023-04-24,65.3885
2023-04-25,66.2475
2023-04-26,67.0923
2023-04-27,66.9273
2023-04-28,67.728
2023-04-29,67.728
2023-04-30,67.728
2023-05-01,69.6205
2023-05-02,76.4418
2023-05-03,75.9844
2023-05-04,76.0462
2023-05-05,75.5635
2023-05-06,75.5635
2023-05-07,75.5635
2023-05-08,73.866
2023-05-09,73.9381
2023-05-10,73.602
2023-05-11,71.7464
2023-05-12,72.159
2023-05-13,72.159
2023-05-14,72.159
2023-05-15,69.8381
2023-05-16,67.7478
2023-05-17,63.6517
2023-05-18,62.7264
2023-05-19,64.2943
2023-05-20,64.2943
2023-05-21,64.2943
2023-05-22,63.6869
2023-05-23,60.6139
2023-05-24,58.1317
2023-05-25,57.514
2023-05-26,57.1996
2023-05-27,57.1996
2023-05-28,57.1996
2023-05-29,57.1996
2023-05-30,56.3499
2023-05-31,60.0582
2023-06-01,62.1154
2023-06-02,65.3134
2023-06-03,65.3134
2023-06-04,65.3134
2023-06-05,65.0919
2023-06-06,67.6103
2023-06-07,69.3475
2023-06-08,69.7628
2023-06-09,69.8641
2023-06-10,69.8641
2023-06-11,69.8641
2023-06-12,70.9391
2023-06-13,71.9889
2023-06-14,70.7683
2023-06-15,67.4179
2023-06-16,66.1974
2023-06-17,66.1974
2023-06-18,66.1974
2023-06-19,66.1974
2023-06-20,66.8188
2023-06-21,66.5814
2023-06-22,66.2971
2023-06-23,65.1057
2023-06-24,65.1057
2023-06-25,65.1057
2023-06-26,63.0445
2023-06-27,63.3738
2023-06-28,62.7131
2023-06-29,62.5866
2023-06-30,63.1507
2023-07-01,63.1507
2023-07-02,63.1507
2023-07-03,65.0582
2023-07-04,65.0582
2023-07-05,65.1309
2023-07-06,62.6568
2023-07-07,61.9049
2023-07-08,61.9049
2023-07-09,61.9049
2023-07-10,60.1907
2023-07-11,55.7289
2023-07-12,60.0818
2023-07-13,61.8588
2023-07-14,63.2417
2023-07-15,63.2417
2023-07-16,63.2417
2023-07-17,64.8553
2023-07-18,64.4841
2023-07-19,67.2425
2023-07-20,68.9573
2023-07-21,68.4936
2023-07-22,68.4936
2023-07-23,68.4936
2023-07-24,68.0633
2023-07-25,69.6793
2023-07-26,68.8878
2023-07-27,63.767
2023-07-28,66.4711
2023-07-29,66.4711
2023-07-30,66.4711
2023-07-31,63.5065
2023-08-01,53.2665
2023-08-02,55.1318
2023-08-03,49.5498
2023-08-04,50.0001
2023-08-05,50.0001
2023-08-06,50.0001
2023-08-07,49.3053
2023-08-08,48.8933
2023-08-09,48.3038
2023-08-10,47.5867
2023-08-11,47.336
2023-08-12,47.336
2023-08-13,47.336
2023-08-14,48.0718
2023-08-15,45.9516
2023-08-16,43.108
2023-08-17,42.4736
2023-08-18,45.0434
2023-08-19,45.0434
2023-08-20,45.0434
2023-08-21,44.4463
2023-08-22,43.6796
2023-08-23,44.7578
2023-08-24,44.0843
2023-08-25,45.0662
2023-08-26,45.0662
2023-08-27,45.0662
2023-08-28,45.1946
2023-08-29,46.4574
2023-08-30,45.8964
2023-08-31,48.5489
2023-09-01,46.8677
2023-09-02,46.8677
2023-09-03,46.8677
2023-09-04,46.8677
2023-09-05,45.1122
2023-09-06,44.4291
2023-09-07,47.8289
2023-09-08,49.5779
2023-09-09,49.5779
2023-09-10,49.5779
2023-09-11,52.8484
2023-09-12,50.7859
2023-09-13,48.3528
2023-09-14,49.9674
2023-09-15,49.3969
2023-09-16,49.3969
2023-09-17,49.3969
2023-09-18,51.7616
2023-09-19,50.0984
2023-09-20,52.6393
2023-09-21,50.8911
2023-09-22,48.7419
2023-09-23,48.7419
2023-09-24,48.7419
2023-09-25,47.5022
2023-09-26,47.8008
2023-09-27,46.0923
2023-09-28,46.7177
2023-09-29,49.6771
2023-09-30,49.6771
2023-10-01,49.6771
2023-10-02,46.9779
2023-10-03,45.4402
2023-10-04,48.4295
2023-10-05,39.6059
2023-10-06,40.0046
2023-10-07,40.0046
2023-10-08,40.0046
2023-10-09,39.8685
2023-10-10,42.8303
2023-10-11,42.5985
2023-10-12,38.6806
2023-10-13,40.3629
2023-10-14,40.3629
2023-10-15,40.3629
2023-10-16,42.0629
2023-10-17,41.8203
2023-10-18,42.2225
2023-10-19,40.288
2023-10-20,41.2653
2023-10-21,41.2653
2023-10-22,41.2653
2023-10-23,39.1559
2023-10-24,41.1993
2023-10-25,39.9326
2023-10-26,40.8875
2023-10-27,38.4193
2023-10-28,38.4193
2023-10-29,38.4193
2023-10-30,39.2988
2023-10-31,41.4752
2023-11-01,42.7265
2023-11-02,41.9285
2023-11-03,45.3528
2023-11-04,45.3528
2023-11-05,45.3528
2023-11-06,46.3616
2023-11-07,45.6779
2023-11-08,45.3913
2023-11-09,43.4864
2023-11-10,45.7821
2023-11-11,45.7821
2023-11-12,45.7821
2023-11-13,44.6886
2023-11-14,48.1164
2023-11-15,48.0663
2023-11-16,46.2479
2023-11-17,47.3487
2023-11-18,47.3487
2023-11-19,47.3487
2023-11-20,46.3911
2023-11-21,48.1331
2023-11-22,49.2244
2023-11-23,49.2244
2023-11-24,49.197
2023-11-25,49.197
2023-11-26,49.197
2023-11-27,49.9194
2023-11-28,50.037
2023-11-29,49.496
2023-11-30,54.7356
2023-12-01,55.7371
2023-12-02,55.7371
2023-12-03,55.7371
2023-12-04,56.6279
2023-12-05,55.8308
2023-12-06,55.3606
2023-12-07,55.9905
2023-12-08,56.4877
2023-12-09,56.4877
2023-12-10,56.4877
2023-12-11,58.0141
2023-12-12,59.535
2023-12-13,61.5001
2023-12-14,57.1736
2023-12-15,53.1133
2023-12-16,53.1133
2023-12-17,53.1133
2023-12-18,53.4688
2023-12-19,54.5654
2023-12-20,51.2248
2023-12-21,50.5663
2023-12-22,51.5043
2023-12-23,51.5043
2023-12-24,51.5043
2023-12-25,51.5043
2023-12-26,50.8801
2023-12-27,50.7529
2023-12-28,51.1635
2023-12-29,51.0281
2023-12-30,51.0281
2023-12-31,51.0281
2024-01-01,51.0281
2024-01-02,53.7512
2024-01-03,53.6436
2024-01-04,51.0692
2024-01-05,51.7258
2024-01-06,51.7258
2024-01-07,51.7258
2024-01-08,54.2352
2024-01-09,55.7416
2024-01-10,57.9195
2024-01-11,58.3105
2024-01-12,56.3754
2024-01-13,56.3754
2024-01-14,56.3754
2024-01-15,56.3754
2024-01-16,56.2981
2024-01-17,56.5447
2024-01-18,54.8247
2024-01-19,53.4937
2024-01-20,53.4937
2024-01-21,53.4937
2024-01-22,54.3038
2024-01-23,53.5797
2024-01-24,48.2546
2024-01-25,54.0602
2024-01-26,53.5684
2024-01-27,53.5684
2024-01-28,53.5684
2024-01-29,55.5122
2024-01-30,53.6534
2024-01-31,50.0524
2024-02-01,53.9594
2024-02-02,50.7254
2024-02-03,50.7254
2024-02-04,50.7254
2024-02-05,48.4439
2024-02-06,48.4743
2024-02-07,44.2691
2024-02-08,45.918
2024-02-09,45.8386
2024-02-10,45.8386
2024-02-11,45.8386
2024-02-12,51.2989
2024-02-13,49.0669
2024-02-14,49.4829
2024-02-15,51.2139
2024-02-16,51.4325
2024-02-17,51.4325
2024-02-18,51.4325
2024-02-19,51.4325
2024-02-20,52.9853
2024-02-21,52.2277
2024-02-22,52.7587
2024-02-23,52.2214
2024-02-24,52.2214
2024-02-25,52.2214
2024-02-26,52.9504
2024-02-27,53.0097
2024-02-28,53.4049
2024-02-29,53.297
2024-03-01,52.2431
2024-03-02,52.2431
2024-03-03,52.2431
2024-03-04,52.9402
2024-03-05,55.1033
2024-03-06,54.1805
2024-03-07,57.9728
2024-03-08,59.4719
2024-03-09,59.4719
2024-03-10,59.4719
2024-03-11,62.9874
2024-03-12,61.4792
2024-03-13,63.0219
2024-03-14,61.9
2024-03-15,65.4041
2024-03-16,65.4041
2024-03-17,65.4041
2024-03-18,65.3233
2024-03-19,66.4995
2024-03-20,61.9175
2024-03-21,62.4482
2024-03-22,62.6589
2024-03-23,62.6589
2024-03-24,62.6589
2024-03-25,63.8477
2024-03-26,60.8233
2024-03-27,61.8904
2024-03-28,61.5357
2024-03-29,61.5357
2024-03-30,61.5357
2024-03-31,61.5357
2024-04-01,61.7374
2024-04-02,63.845
2024-04-03,63.6342
2024-04-04,60.4933
2024-04-05,60.3716
2024-04-06,60.3716
2024-04-07,60.3716
2024-04-08,57.5001
