,BCO US Equity
2020-12-08,64.4754
2020-12-09,65.6383
2020-12-10,66.1846
2020-12-11,63.5499
2020-12-12,63.5499
2020-12-13,63.5499
2020-12-14,60.801
2020-12-15,63.977
2020-12-16,62.8519
2020-12-17,62.9471
2020-12-18,63.5429
2020-12-19,63.5429
2020-12-20,63.5429
2020-12-21,61.8875
2020-12-22,62.1191
2020-12-23,62.8628
2020-12-24,62.4645
2020-12-25,62.4645
2020-12-26,62.4645
2020-12-27,62.4645
2020-12-28,63.0829
2020-12-29,61.5772
2020-12-30,62.4756
2020-12-31,62.9609
2021-01-01,62.9609
2021-01-02,62.9609
2021-01-03,62.9609
2021-01-04,59.5446
2021-01-05,60.3725
2021-01-06,62.4508
2021-01-07,62.3417
2021-01-08,59.6614
2021-01-09,59.6614
2021-01-10,59.6614
2021-01-11,57.4725
2021-01-12,60.2943
2021-01-13,59.5906
2021-01-14,61.8006
2021-01-15,60.1868
2021-01-16,60.1868
2021-01-17,60.1868
2021-01-18,60.1868
2021-01-19,60.5098
2021-01-20,59.7501
2021-01-21,61.2013
2021-01-22,56.8843
2021-01-23,56.8843
2021-01-24,56.8843
2021-01-25,57.4773
2021-01-26,54.5
2021-01-27,53.7366
2021-01-28,54.5681
2021-01-29,52.1956
2021-01-30,52.1956
2021-01-31,52.1956
2021-02-01,53.7098
2021-02-02,55.9322
2021-02-03,52.4667
2021-02-04,56.1366
2021-02-05,55.4745
2021-02-06,55.4745
2021-02-07,55.4745
2021-02-08,57.3225
2021-02-09,58.751
2021-02-10,58.1716
2021-02-11,56.8998
2021-02-12,56.8579
2021-02-13,56.8579
2021-02-14,56.8579
2021-02-15,56.8579
2021-02-16,56.8689
2021-02-17,55.9861
2021-02-18,54.5978
2021-02-19,55.6516
2021-02-20,55.6516
2021-02-21,55.6516
2021-02-22,59.2536
2021-02-23,63.8141
2021-02-24,63.1223
2021-02-25,58.2515
2021-02-26,58.0623
2021-02-27,58.0623
2021-02-28,58.0623
2021-03-01,60.7557
2021-03-02,57.8272
2021-03-03,57.4984
2021-03-04,56.1509
2021-03-05,59.6778
2021-03-06,59.6778
2021-03-07,59.6778
2021-03-08,61.3135
2021-03-09,62.0125
2021-03-10,62.1849
2021-03-11,62.344
2021-03-12,61.1174
2021-03-13,61.1174
2021-03-14,61.1174
2021-03-15,62.0844
2021-03-16,62.0383
2021-03-17,61.4569
2021-03-18,60.9458
2021-03-19,61.0505
2021-03-20,61.0505
2021-03-21,61.0505
2021-03-22,58.8155
2021-03-23,53.6813
2021-03-24,51.0182
2021-03-25,54.735
2021-03-26,55.2618
2021-03-27,55.2618
2021-03-28,55.2618
2021-03-29,52.2354
2021-03-30,54.5643
2021-03-31,54.5862
2021-04-01,54.5976
2021-04-02,54.5976
2021-04-03,54.5976
2021-04-04,54.5976
2021-04-05,55.7954
2021-04-06,57.0351
2021-04-07,54.9664
2021-04-08,54.8663
2021-04-09,54.6458
2021-04-10,54.6458
2021-04-11,54.6458
2021-04-12,54.6584
2021-04-13,53.5078
2021-04-14,55.0479
2021-04-15,53.798
2021-04-16,54.6371
2021-04-17,54.6371
2021-04-18,54.6371
2021-04-19,53.1319
2021-04-20,50.2098
2021-04-21,50.8299
2021-04-22,48.7837
2021-04-23,50.3635
2021-04-24,50.3635
2021-04-25,50.3635
2021-04-26,49.7845
2021-04-27,49.9067
2021-04-28,51.4647
2021-04-29,54.721
2021-04-30,54.2422
2021-05-01,54.2422
2021-05-02,54.2422
2021-05-03,53.9056
2021-05-04,52.1808
2021-05-05,52.0804
2021-05-06,52.2389
2021-05-07,55.0384
2021-05-08,55.0384
2021-05-09,55.0384
2021-05-10,53.8893
2021-05-11,52.1813
2021-05-12,48.9234
2021-05-13,51.6799
2021-05-14,53.3746
2021-05-15,53.3746
2021-05-16,53.3746
2021-05-17,53.4195
2021-05-18,53.2076
2021-05-19,51.6192
2021-05-20,49.6923
2021-05-21,48.6775
2021-05-22,48.6775
2021-05-23,48.6775
2021-05-24,49.0481
2021-05-25,45.6545
2021-05-26,47.4888
2021-05-27,47.65
2021-05-28,46.4529
2021-05-29,46.4529
2021-05-30,46.4529
2021-05-31,46.4529
2021-06-01,46.2553
2021-06-02,43.2273
2021-06-03,44.5639
2021-06-04,43.4133
2021-06-05,43.4133
2021-06-06,43.4133
2021-06-07,43.2883
2021-06-08,48.7112
2021-06-09,47.714
2021-06-10,46.3243
2021-06-11,49.6611
2021-06-12,49.6611
2021-06-13,49.6611
2021-06-14,49.6441
2021-06-15,49.662
2021-06-16,49.7728
2021-06-17,47.9524
2021-06-18,46.2718
2021-06-19,46.2718
2021-06-20,46.2718
2021-06-21,50.8392
2021-06-22,52.7155
2021-06-23,51.8306
2021-06-24,52.7536
2021-06-25,55.2972
2021-06-26,55.2972
2021-06-27,55.2972
2021-06-28,52.5768
2021-06-29,49.9635
2021-06-30,49.9288
2021-07-01,52.9693
2021-07-02,52.4748
2021-07-03,52.4748
2021-07-04,52.4748
2021-07-05,52.4748
2021-07-06,46.9655
2021-07-07,46.9655
2021-07-08,46.4405
2021-07-09,51.2414
2021-07-10,51.2414
2021-07-11,51.2414
2021-07-12,53.0837
2021-07-13,53.4051
2021-07-14,52.3106
2021-07-15,50.9516
2021-07-16,48.4001
2021-07-17,48.4001
2021-07-18,48.4001
2021-07-19,44.7067
2021-07-20,48.3027
2021-07-21,51.462
2021-07-22,45.7227
2021-07-23,47.7145
2021-07-24,47.7145
2021-07-25,47.7145
2021-07-26,48.1487
2021-07-27,46.8866
2021-07-28,49.6878
2021-07-29,51.524
2021-07-30,50.7659
2021-07-31,50.7659
2021-08-01,50.7659
2021-08-02,52.2204
2021-08-03,51.449
2021-08-04,49.6826
2021-08-05,53.5293
2021-08-06,53.6981
2021-08-07,53.6981
2021-08-08,53.6981
2021-08-09,50.4874
2021-08-10,51.4029
2021-08-11,53.803
2021-08-12,54.2398
2021-08-13,51.7394
2021-08-14,51.7394
2021-08-15,51.7394
2021-08-16,52.6005
2021-08-17,51.6326
2021-08-18,49.088
2021-08-19,48.751
2021-08-20,49.6157
2021-08-21,49.6157
2021-08-22,49.6157
2021-08-23,50.4801
2021-08-24,50.7514
2021-08-25,51.2578
2021-08-26,48.939
2021-08-27,52.6893
2021-08-28,52.6893
2021-08-29,52.6893
2021-08-30,50.9631
2021-08-31,51.5694
2021-09-01,51.78
2021-09-02,52.9146
2021-09-03,52.9604
2021-09-04,52.9604
2021-09-05,52.9604
2021-09-06,52.9604
2021-09-07,49.429
2021-09-08,48.2264
2021-09-09,44.6642
2021-09-10,44.2347
2021-09-11,44.2347
2021-09-12,44.2347
2021-09-13,47.5341
2021-09-14,43.3881
2021-09-15,44.243
2021-09-16,43.9919
2021-09-17,42.9047
2021-09-18,42.9047
2021-09-19,42.9047
2021-09-20,39.722
2021-09-21,37.2004
2021-09-22,36.9652
2021-09-23,35.9704
2021-09-24,34.7834
2021-09-25,34.7834
2021-09-26,34.7834
2021-09-27,35.859
2021-09-28,34.5029
2021-09-29,34.3156
2021-09-30,33.7885
2021-10-01,35.7488
2021-10-02,35.7488
2021-10-03,35.7488
2021-10-04,35.5785
2021-10-05,35.2888
2021-10-06,34.7616
2021-10-07,37.6113
2021-10-08,36.2919
2021-10-09,36.2919
2021-10-10,36.2919
2021-10-11,34.3356
2021-10-12,34.4444
2021-10-13,34.4669
2021-10-14,34.4546
2021-10-15,34.5027
2021-10-16,34.5027
2021-10-17,34.5027
2021-10-18,34.4114
2021-10-19,33.7645
2021-10-20,33.5382
2021-10-21,35.6634
2021-10-22,31.5986
2021-10-23,31.5986
2021-10-24,31.5986
2021-10-25,33.101
2021-10-26,32.4016
2021-10-27,46.3671
2021-10-28,50.6397
2021-10-29,51.1085
2021-10-30,51.1085
2021-10-31,51.1085
2021-11-01,50.0933
2021-11-02,49.7372
2021-11-03,51.684
2021-11-04,53.2307
2021-11-05,53.7768
2021-11-06,53.7768
2021-11-07,53.7768
2021-11-08,49.569
2021-11-09,46.8833
2021-11-10,45.9731
2021-11-11,45.2185
2021-11-12,47.1141
2021-11-13,47.1141
2021-11-14,47.1141
2021-11-15,48.7397
2021-11-16,50.5459
2021-11-17,48.8869
2021-11-18,47.8931
2021-11-19,47.976
2021-11-20,47.976
2021-11-21,47.976
2021-11-22,46.6258
2021-11-23,47.6477
2021-11-24,49.561
2021-11-25,49.561
2021-11-26,43.4036
2021-11-27,43.4036
2021-11-28,43.4036
2021-11-29,42.2884
2021-11-30,41.0105
2021-12-01,39.8027
2021-12-02,43.2928
2021-12-03,42.9706
2021-12-04,42.9706
2021-12-05,42.9706
2021-12-06,45.8708
2021-12-07,45.3904
2021-12-08,46.5322
2021-12-09,47.0468
2021-12-10,46.6572
2021-12-11,46.6572
2021-12-12,46.6572
2021-12-13,47.1103
2021-12-14,47.8331
2021-12-15,42.7214
2021-12-16,46.9313
2021-12-17,48.1813
2021-12-18,48.1813
2021-12-19,48.1813
2021-12-20,44.4014
2021-12-21,47.1814
2021-12-22,46.8969
2021-12-23,48.9886
2021-12-24,48.9886
2021-12-25,48.9886
2021-12-26,48.9886
2021-12-27,50.692
2021-12-28,50.8805
2021-12-29,51.1185
2021-12-30,50.6112
2021-12-31,50.1287
2022-01-01,50.1287
2022-01-02,50.1287
2022-01-03,49.8828
2022-01-04,51.9322
2022-01-05,51.278
2022-01-06,51.4777
2022-01-07,54.379
2022-01-08,54.379
2022-01-09,54.379
2022-01-10,55.88
2022-01-11,58.4781
2022-01-12,58.7816
2022-01-13,59.6959
2022-01-14,60.8925
2022-01-15,60.8925
2022-01-16,60.8925
2022-01-17,60.8925
2022-01-18,58.6413
2022-01-19,58.713
2022-01-20,57.0737
2022-01-21,53.6271
2022-01-22,53.6271
2022-01-23,53.6271
2022-01-24,53.5332
2022-01-25,54.8266
2022-01-26,52.3099
2022-01-27,52.9864
2022-01-28,54.5697
2022-01-29,54.5697
2022-01-30,54.5697
2022-01-31,54.2712
2022-02-01,54.0266
2022-02-02,53.7966
2022-02-03,55.1432
2022-02-04,53.8197
2022-02-05,53.8197
2022-02-06,53.8197
2022-02-07,54.0628
2022-02-08,54.7824
2022-02-09,56.6852
2022-02-10,54.4971
2022-02-11,53.222
2022-02-12,53.222
2022-02-13,53.222
2022-02-14,51.9211
2022-02-15,53.611
2022-02-16,54.5823
2022-02-17,52.2724
2022-02-18,52.2276
2022-02-19,52.2276
2022-02-20,52.2276
2022-02-21,52.2276
2022-02-22,50.7419
2022-02-23,53.7331
2022-02-24,55.2642
2022-02-25,54.6017
2022-02-26,54.6017
2022-02-27,54.6017
2022-02-28,53.4882
2022-03-01,49.8209
2022-03-02,52.6471
2022-03-03,50.3106
2022-03-04,48.3918
2022-03-05,48.3918
2022-03-06,48.3918
2022-03-07,42.4197
2022-03-08,42.4197
2022-03-09,45.3574
2022-03-10,42.5426
2022-03-11,41.905
2022-03-12,41.905
2022-03-13,41.905
2022-03-14,43.8786
2022-03-15,44.1949
2022-03-16,48.3694
2022-03-17,47.8707
2022-03-18,47.4908
2022-03-19,47.4908
2022-03-20,47.4908
2022-03-21,47.8375
2022-03-22,46.4383
2022-03-23,46.4383
2022-03-24,46.483
2022-03-25,49.428
2022-03-26,49.428
2022-03-27,49.428
2022-03-28,50.9583
2022-03-29,52.1919
2022-03-30,50.8048
2022-03-31,51.2861
2022-04-01,51.8162
2022-04-02,51.8162
2022-04-03,51.8162
2022-04-04,51.1029
2022-04-05,48.7514
2022-04-06,46.6169
2022-04-07,43.6421
2022-04-08,41.4631
2022-04-09,41.4631
2022-04-10,41.4631
2022-04-11,41.6623
2022-04-12,41.1195
2022-04-13,47.4476
2022-04-14,47.9229
2022-04-15,47.9229
2022-04-16,47.9229
2022-04-17,47.9229
2022-04-18,46.6338
2022-04-19,48.9922
2022-04-20,49.5897
2022-04-21,47.1028
2022-04-22,43.7365
2022-04-23,43.7365
2022-04-24,43.7365
2022-04-25,42.2356
2022-04-26,38.3543
2022-04-27,37.0615
2022-04-28,39.092
2022-04-29,37.4128
2022-04-30,37.4128
2022-05-01,37.4128
2022-05-02,36.4575
2022-05-03,38.3229
2022-05-04,40.3411
2022-05-05,35.6268
2022-05-06,34.3823
2022-05-07,34.3823
2022-05-08,34.3823
2022-05-09,35.3798
2022-05-10,38.2069
2022-05-11,36.7016
2022-05-12,35.9191
2022-05-13,38.3405
2022-05-14,38.3405
2022-05-15,38.3405
2022-05-16,37.9361
2022-05-17,42.6313
2022-05-18,40.9369
2022-05-19,41.0184
2022-05-20,40.4552
2022-05-21,40.4552
2022-05-22,40.4552
2022-05-23,41.9972
2022-05-24,43.0218
2022-05-25,45.3258
2022-05-26,47.7992
2022-05-27,49.8703
2022-05-28,49.8703
2022-05-29,49.8703
2022-05-30,49.8703
2022-05-31,48.7374
2022-06-01,45.6214
2022-06-02,48.9437
2022-06-03,49.9464
2022-06-04,49.9464
2022-06-05,49.9464
2022-06-06,53.5275
2022-06-07,52.5031
2022-06-08,50.6029
2022-06-09,48.3957
2022-06-10,45.5288
2022-06-11,45.5288
2022-06-12,45.5288
2022-06-13,43.5863
2022-06-14,42.2693
2022-06-15,45.4318
2022-06-16,41.0298
2022-06-17,42.2661
2022-06-18,42.2661
2022-06-19,42.2661
2022-06-20,42.2661
2022-06-21,45.0629
2022-06-22,45.3062
2022-06-23,45.373
2022-06-24,48.0452
2022-06-25,48.0452
2022-06-26,48.0452
2022-06-27,47.3108
2022-06-28,48.5792
2022-06-29,48.6775
2022-06-30,50.8798
2022-07-01,50.111
2022-07-02,50.111
2022-07-03,50.111
2022-07-04,50.111
2022-07-05,49.3399
2022-07-06,49.2232
2022-07-07,50.5877
2022-07-08,48.8182
2022-07-09,48.8182
2022-07-10,48.8182
2022-07-11,47.2737
2022-07-12,45.2056
2022-07-13,43.0333
2022-07-14,41.5655
2022-07-15,44.6019
2022-07-16,44.6019
2022-07-17,44.6019
2022-07-18,42.9011
2022-07-19,45.3142
2022-07-20,44.2874
2022-07-21,43.731
2022-07-22,42.7942
2022-07-23,42.7942
2022-07-24,42.7942
2022-07-25,44.2234
2022-07-26,45.2183
2022-07-27,46.8772
2022-07-28,47.9518
2022-07-29,47.0187
2022-07-30,47.0187
2022-07-31,47.0187
2022-08-01,45.584
2022-08-02,44.142
2022-08-03,46.1994
2022-08-04,48.8064
2022-08-05,47.7861
2022-08-06,47.7861
2022-08-07,47.7861
2022-08-08,47.5248
2022-08-09,46.836
2022-08-10,47.161
2022-08-11,48.9177
2022-08-12,52.0989
2022-08-13,52.0989
2022-08-14,52.0989
2022-08-15,52.9293
2022-08-16,51.7196
2022-08-17,51.235
2022-08-18,51.5286
2022-08-19,49.8319
2022-08-20,49.8319
2022-08-21,49.8319
2022-08-22,46.4908
2022-08-23,48.7903
2022-08-24,47.7665
2022-08-25,49.4923
2022-08-26,46.8189
2022-08-27,46.8189
2022-08-28,46.8189
2022-08-29,46.5806
2022-08-30,46.2621
2022-08-31,45.0438
2022-09-01,45.5685
2022-09-02,44.4425
2022-09-03,44.4425
2022-09-04,44.4425
2022-09-05,44.4425
2022-09-06,42.0211
2022-09-07,44.1512
2022-09-08,43.5807
2022-09-09,46.9222
2022-09-10,46.9222
2022-09-11,46.9222
2022-09-12,49.101
2022-09-13,44.372
2022-09-14,43.6919
2022-09-15,43.1614
2022-09-16,42.918
2022-09-17,42.918
2022-09-18,42.918
2022-09-19,42.7577
2022-09-20,41.894
2022-09-21,41.803
2022-09-22,39.7999
2022-09-23,40.3019
2022-09-24,40.3019
2022-09-25,40.3019
2022-09-26,37.0549
2022-09-27,37.86
2022-09-28,38.16
2022-09-29,36.3763
2022-09-30,35.3322
2022-10-01,35.3322
2022-10-02,35.3322
2022-10-03,42.1274
2022-10-04,51.466
2022-10-05,52.2085
2022-10-06,52.9019
2022-10-07,52.0043
2022-10-08,52.0043
2022-10-09,52.0043
2022-10-10,53.2877
2022-10-11,53.2263
2022-10-12,52.8904
2022-10-13,52.9096
2022-10-14,51.5819
2022-10-15,51.5819
2022-10-16,51.5819
2022-10-17,52.9436
2022-10-18,55.8702
2022-10-19,55.2964
2022-10-20,54.6003
2022-10-21,58.1602
2022-10-22,58.1602
2022-10-23,58.1602
2022-10-24,59.4035
2022-10-25,58.9626
2022-10-26,50.3871
2022-10-27,53.931
2022-10-28,54.4262
2022-10-29,54.4262
2022-10-30,54.4262
2022-10-31,56.2272
2022-11-01,57.0653
2022-11-02,54.2667
2022-11-03,51.4663
2022-11-04,54.7731
2022-11-05,54.7731
2022-11-06,54.7731
2022-11-07,56.7356
2022-11-08,58.4156
2022-11-09,58.6145
2022-11-10,60.041
2022-11-11,56.8687
2022-11-12,56.8687
2022-11-13,56.8687
2022-11-14,57.2386
2022-11-15,56.7154
2022-11-16,56.0227
2022-11-17,53.5739
2022-11-18,54.5267
2022-11-19,54.5267
2022-11-20,54.5267
2022-11-21,55.6017
2022-11-22,55.7681
2022-11-23,55.1692
2022-11-24,55.1692
2022-11-25,55.3464
2022-11-26,55.3464
2022-11-27,55.3464
2022-11-28,52.9021
2022-11-29,53.1672
2022-11-30,53.2061
2022-12-01,53.2061
2022-12-02,52.1396
2022-12-03,52.1396
2022-12-04,52.1396
2022-12-05,51.3982
2022-12-06,48.4997
2022-12-07,46.5166
2022-12-08,48.489
2022-12-09,48.3603
2022-12-10,48.3603
2022-12-11,48.3603
2022-12-12,49.7181
2022-12-13,50.3815
2022-12-14,50.6832
2022-12-15,45.9878
2022-12-16,44.3754
2022-12-17,44.3754
2022-12-18,44.3754
2022-12-19,40.3173
2022-12-20,41.6598
2022-12-21,43.2017
2022-12-22,41.1651
2022-12-23,42.852
2022-12-24,42.852
2022-12-25,42.852
2022-12-26,42.852
2022-12-27,42.8152
2022-12-28,41.0987
2022-12-29,43.7065
2022-12-30,42.7736
2022-12-31,42.7736
2023-01-01,42.7736
2023-01-02,42.7736
2023-01-03,44.9845
2023-01-04,46.6254
2023-01-05,48.5091
2023-01-06,52.2675
2023-01-07,52.2675
2023-01-08,52.2675
2023-01-09,54.3105
2023-01-10,54.8946
2023-01-11,56.0385
2023-01-12,59.7438
2023-01-13,60.6418
2023-01-14,60.6418
2023-01-15,60.6418
2023-01-16,60.6418
2023-01-17,62.643
2023-01-18,57.4586
2023-01-19,57.2827
2023-01-20,59.602
2023-01-21,59.602
2023-01-22,59.602
2023-01-23,58.514
2023-01-24,58.148
2023-01-25,59.4755
2023-01-26,60.4996
2023-01-27,59.5989
2023-01-28,59.5989
2023-01-29,59.5989
2023-01-30,59.5245
2023-01-31,62.9213
2023-02-01,63.1615
2023-02-02,63.1087
2023-02-03,61.6886
2023-02-04,61.6886
2023-02-05,61.6886
2023-02-06,60.3113
2023-02-07,60.6261
2023-02-08,55.8172
2023-02-09,56.0841
2023-02-10,55.637
2023-02-11,55.637
2023-02-12,55.637
2023-02-13,57.4125
2023-02-14,56.6903
2023-02-15,57.325
2023-02-16,56.7337
2023-02-17,57.738
2023-02-18,57.738
2023-02-19,57.738
2023-02-20,57.738
2023-02-21,52.2112
2023-02-22,64.7629
2023-02-23,57.486
2023-02-24,57.01
2023-02-25,57.01
2023-02-26,57.01
2023-02-27,57.7887
2023-02-28,55.9177
2023-03-01,56.3996
2023-03-02,58.2729
2023-03-03,59.6554
2023-03-04,59.6554
2023-03-05,59.6554
2023-03-06,57.9829
2023-03-07,58.0258
2023-03-08,59.1073
2023-03-09,56.5933
2023-03-10,52.2017
2023-03-11,52.2017
2023-03-12,52.2017
2023-03-13,49.5236
2023-03-14,52.7187
2023-03-15,49.7922
2023-03-16,50.5788
2023-03-17,46.7187
2023-03-18,46.7187
2023-03-19,46.7187
2023-03-20,47.5939
