,ONB US Equity
2020-07-06,47.2128
2020-07-07,46.2276
2020-07-08,45.9939
2020-07-09,44.5763
2020-07-10,46.5153
2020-07-11,46.5153
2020-07-12,46.5153
2020-07-13,47.3193
2020-07-14,46.6151
2020-07-15,49.8402
2020-07-16,50.0162
2020-07-17,48.3067
2020-07-18,48.3067
2020-07-19,48.3067
2020-07-20,52.3262
2020-07-21,54.3024
2020-07-22,52.3927
2020-07-23,53.1348
2020-07-24,52.4039
2020-07-25,52.4039
2020-07-26,52.4039
2020-07-27,50.6472
2020-07-28,51.2968
2020-07-29,52.6298
2020-07-30,51.8718
2020-07-31,51.2042
2020-08-01,51.2042
2020-08-02,51.2042
2020-08-03,50.6265
2020-08-04,50.3571
2020-08-05,52.5193
2020-08-06,52.4673
2020-08-07,55.1306
2020-08-08,55.1306
2020-08-09,55.1306
2020-08-10,56.0099
2020-08-11,56.798
2020-08-12,55.9341
2020-08-13,54.1724
2020-08-14,55.0233
2020-08-15,55.0233
2020-08-16,55.0233
2020-08-17,54.1564
2020-08-18,51.4721
2020-08-19,51.7299
2020-08-20,50.7263
2020-08-21,50.7811
2020-08-22,50.7811
2020-08-23,50.7811
2020-08-24,53.3096
2020-08-25,53.3624
2020-08-26,50.9798
2020-08-27,52.3552
2020-08-28,51.459
2020-08-29,51.459
2020-08-30,51.459
2020-08-31,49.9698
2020-09-01,49.7315
2020-09-02,49.9168
2020-09-03,50.107
2020-09-04,52.1137
2020-09-05,52.1137
2020-09-06,52.1137
2020-09-07,52.1137
2020-09-08,47.4271
2020-09-09,46.4047
2020-09-10,45.6691
2020-09-11,44.8488
2020-09-12,44.8488
2020-09-13,44.8488
2020-09-14,46.8577
2020-09-15,47.4617
2020-09-16,47.215
2020-09-17,47.215
2020-09-18,47.1494
2020-09-19,47.1494
2020-09-20,47.1494
2020-09-21,42.2616
2020-09-22,40.2507
2020-09-23,39.499
2020-09-24,41.0694
2020-09-25,41.6569
2020-09-26,41.6569
2020-09-27,41.6569
2020-09-28,43.82
2020-09-29,42.5948
2020-09-30,43.3747
2020-10-01,43.6125
2020-10-02,46.1838
2020-10-03,46.1838
2020-10-04,46.1838
2020-10-05,49.0946
2020-10-06,49.413
2020-10-07,51.1345
2020-10-08,53.0894
2020-10-09,51.6879
2020-10-10,51.6879
2020-10-11,51.6879
2020-10-12,53.685
2020-10-13,50.8578
2020-10-14,49.0754
2020-10-15,51.7657
2020-10-16,51.7657
2020-10-17,51.7657
2020-10-18,51.7657
2020-10-19,54.1012
2020-10-20,54.8549
2020-10-21,53.6399
2020-10-22,56.2701
2020-10-23,57.6318
2020-10-24,57.6318
2020-10-25,57.6318
2020-10-26,55.7576
2020-10-27,52.174
2020-10-28,49.938
2020-10-29,51.6277
2020-10-30,51.9503
2020-10-31,51.9503
2020-11-01,51.9503
2020-11-02,54.1037
2020-11-03,56.1373
2020-11-04,49.6454
2020-11-05,52.8984
2020-11-06,51.2472
2020-11-07,51.2472
2020-11-08,51.2472
2020-11-09,59.2825
2020-11-10,62.0291
2020-11-11,60.0535
2020-11-12,58.8779
2020-11-13,60.2854
2020-11-14,60.2854
2020-11-15,60.2854
2020-11-16,62.5581
2020-11-17,61.8261
2020-11-18,60.0101
2020-11-19,59.6476
2020-11-20,59.4927
2020-11-21,59.4927
2020-11-22,59.4927
2020-11-23,59.6876
2020-11-24,62.852
2020-11-25,61.1119
2020-11-26,61.1119
2020-11-27,59.3492
2020-11-28,59.3492
2020-11-29,59.3492
2020-11-30,56.0936
2020-12-01,56.5502
2020-12-02,57.6881
2020-12-03,57.9615
2020-12-04,59.452
2020-12-05,59.452
2020-12-06,59.452
2020-12-07,58.7339
2020-12-08,58.874
2020-12-09,59.0658
2020-12-10,58.9947
2020-12-11,58.5569
2020-12-12,58.5569
2020-12-13,58.5569
2020-12-14,58.8726
2020-12-15,60.0275
2020-12-16,58.333
2020-12-17,58.553
2020-12-18,55.9544
2020-12-19,55.9544
2020-12-20,55.9544
2020-12-21,55.0622
2020-12-22,53.7327
2020-12-23,57.1241
2020-12-24,57.5197
2020-12-25,57.5197
2020-12-26,57.5197
2020-12-27,57.5197
2020-12-28,57.7501
2020-12-29,56.0593
2020-12-30,56.7598
2020-12-31,57.1287
2021-01-01,57.1287
2021-01-02,57.1287
2021-01-03,57.1287
2021-01-04,57.1287
2021-01-05,58.6391
2021-01-06,64.6513
2021-01-07,64.5646
2021-01-08,61.9441
2021-01-09,61.9441
2021-01-10,61.9441
2021-01-11,63.8122
2021-01-12,64.1039
2021-01-13,62.7096
2021-01-14,63.7545
2021-01-15,61.8735
2021-01-16,61.8735
2021-01-17,61.8735
2021-01-18,61.8735
2021-01-19,63.5302
2021-01-20,62.2192
2021-01-21,59.5091
2021-01-22,61.6169
2021-01-23,61.6169
2021-01-24,61.6169
2021-01-25,59.0876
2021-01-26,57.2069
2021-01-27,53.7416
2021-01-28,54.4999
2021-01-29,51.5288
2021-01-30,51.5288
2021-01-31,51.5288
2021-02-01,53.3249
2021-02-02,54.6439
2021-02-03,53.6459
2021-02-04,56.5759
2021-02-05,55.7736
2021-02-06,55.7736
2021-02-07,55.7736
2021-02-08,57.7997
2021-02-09,58.4021
2021-02-10,58.3238
2021-02-11,56.9033
2021-02-12,57.0835
2021-02-13,57.0835
2021-02-14,57.0835
2021-02-15,57.0835
2021-02-16,58.1104
2021-02-17,57.4413
2021-02-18,56.1048
2021-02-19,58.5962
2021-02-20,58.5962
2021-02-21,58.5962
2021-02-22,60.1465
2021-02-23,61.3607
2021-02-24,62.568
2021-02-25,60.0959
2021-02-26,57.2338
2021-02-27,57.2338
2021-02-28,57.2338
2021-03-01,59.7971
2021-03-02,59.2543
2021-03-03,60.2029
2021-03-04,61.1111
2021-03-05,64.3704
2021-03-06,64.3704
2021-03-07,64.3704
2021-03-08,66.915
2021-03-09,66.0281
2021-03-10,68.126
2021-03-11,68.5446
2021-03-12,70.4138
2021-03-13,70.4138
2021-03-14,70.4138
2021-03-15,66.4186
2021-03-16,65.2403
2021-03-17,64.5633
2021-03-18,65.669
2021-03-19,65.7611
2021-03-20,65.7611
2021-03-21,65.7611
2021-03-22,59.5626
2021-03-23,55.0533
2021-03-24,54.5784
2021-03-25,57.2234
2021-03-26,59.701
2021-03-27,59.701
2021-03-28,59.701
2021-03-29,57.0757
2021-03-30,57.2802
2021-03-31,54.7175
2021-04-01,55.1545
2021-04-02,55.1545
2021-04-03,55.1545
2021-04-04,55.1545
2021-04-05,55.0857
2021-04-06,54.7329
2021-04-07,53.2854
2021-04-08,52.9322
2021-04-09,53.6003
2021-04-10,53.6003
2021-04-11,53.6003
2021-04-12,54.4914
2021-04-13,51.9834
2021-04-14,53.6076
2021-04-15,52.722
2021-04-16,53.2546
2021-04-17,53.2546
2021-04-18,53.2546
2021-04-19,52.49
2021-04-20,49.0652
2021-04-21,51.0341
2021-04-22,49.2069
2021-04-23,53.39
2021-04-24,53.39
2021-04-25,53.39
2021-04-26,52.2593
2021-04-27,52.6162
2021-04-28,51.9948
2021-04-29,52.6078
2021-04-30,50.389
2021-05-01,50.389
2021-05-02,50.389
2021-05-03,52.3302
2021-05-04,53.7996
2021-05-05,54.0659
2021-05-06,55.0706
2021-05-07,54.333
2021-05-08,54.333
2021-05-09,54.333
2021-05-10,52.1646
2021-05-11,50.995
2021-05-12,47.885
2021-05-13,53.3507
2021-05-14,54.3041
2021-05-15,54.3041
2021-05-16,54.3041
2021-05-17,54.4325
2021-05-18,51.725
2021-05-19,52.6057
2021-05-20,51.3388
2021-05-21,53.4534
2021-05-22,53.4534
2021-05-23,53.4534
2021-05-24,50.9417
2021-05-25,47.2907
2021-05-26,49.3759
2021-05-27,50.391
2021-05-28,51.0726
2021-05-29,51.0726
2021-05-30,51.0726
2021-05-31,51.0726
2021-06-01,48.8508
2021-06-02,47.3847
2021-06-03,52.115
2021-06-04,50.766
2021-06-05,50.766
2021-06-06,50.766
2021-06-07,51.4165
2021-06-08,51.2763
2021-06-09,49.1953
2021-06-10,48.3163
2021-06-11,47.7729
2021-06-12,47.7729
2021-06-13,47.7729
2021-06-14,46.3572
2021-06-15,48.3188
2021-06-16,49.9218
2021-06-17,45.9664
2021-06-18,42.5936
2021-06-19,42.5936
2021-06-20,42.5936
2021-06-21,46.841
2021-06-22,45.3373
2021-06-23,44.153
2021-06-24,46.3617
2021-06-25,47.2387
2021-06-26,47.2387
2021-06-27,47.2387
2021-06-28,44.5166
2021-06-29,43.7399
2021-06-30,43.4598
2021-07-01,44.3448
2021-07-02,42.786
2021-07-03,42.786
2021-07-04,42.786
2021-07-05,42.786
2021-07-06,40.86
2021-07-07,39.9562
2021-07-08,38.5051
2021-07-09,42.7314
2021-07-10,42.7314
2021-07-11,42.7314
2021-07-12,43.026
2021-07-13,41.2165
2021-07-14,41.6015
2021-07-15,42.8406
2021-07-16,40.1422
2021-07-17,40.1422
2021-07-18,40.1422
2021-07-19,37.6161
2021-07-20,37.8963
2021-07-21,39.1088
2021-07-22,37.1101
2021-07-23,38.3327
2021-07-24,38.3327
2021-07-25,38.3327
2021-07-26,38.9871
2021-07-27,38.8804
2021-07-28,39.8176
2021-07-29,40.0768
2021-07-30,39.0333
2021-07-31,39.0333
2021-08-01,39.0333
2021-08-02,38.1763
2021-08-03,40.518
2021-08-04,38.6539
2021-08-05,40.0798
2021-08-06,45.3372
2021-08-07,45.3372
2021-08-08,45.3372
2021-08-09,44.5785
2021-08-10,45.5987
2021-08-11,47.6685
2021-08-12,45.9278
2021-08-13,45.7948
2021-08-14,45.7948
2021-08-15,45.7948
2021-08-16,45.1186
2021-08-17,45.3689
2021-08-18,44.3232
2021-08-19,43.4258
2021-08-20,44.8475
2021-08-21,44.8475
2021-08-22,44.8475
2021-08-23,46.4992
2021-08-24,47.1029
2021-08-25,47.7994
2021-08-26,45.9982
2021-08-27,49.0222
2021-08-28,49.0222
2021-08-29,49.0222
2021-08-30,46.2655
2021-08-31,48.0436
2021-09-01,46.4535
2021-09-02,47.7318
2021-09-03,47.342
2021-09-04,47.342
2021-09-05,47.342
2021-09-06,47.342
2021-09-07,46.6331
2021-09-08,44.4888
2021-09-09,44.7703
2021-09-10,43.1846
2021-09-11,43.1846
2021-09-12,43.1846
2021-09-13,43.5784
2021-09-14,41.4251
2021-09-15,43.8972
2021-09-16,43.442
2021-09-17,43.6436
2021-09-18,43.6436
2021-09-19,43.6436
2021-09-20,42.0921
2021-09-21,41.3321
2021-09-22,43.0345
2021-09-23,48.5378
2021-09-24,49.9421
2021-09-25,49.9421
2021-09-26,49.9421
2021-09-27,54.6615
2021-09-28,53.4251
2021-09-29,54.49
2021-09-30,52.7953
2021-10-01,54.786
2021-10-02,54.786
2021-10-03,54.786
2021-10-04,54.4207
2021-10-05,55.0408
2021-10-06,55.1985
2021-10-07,56.2305
2021-10-08,55.5181
2021-10-09,55.5181
2021-10-10,55.5181
2021-10-11,53.6111
2021-10-12,52.8208
2021-10-13,50.9747
2021-10-14,53.6223
2021-10-15,52.4502
2021-10-16,52.4502
2021-10-17,52.4502
2021-10-18,52.894
2021-10-19,56.6604
2021-10-20,58.3448
2021-10-21,56.6872
2021-10-22,57.9238
2021-10-23,57.9238
2021-10-24,57.9238
2021-10-25,60.1316
2021-10-26,58.646
2021-10-27,51.5836
2021-10-28,53.2155
2021-10-29,50.6104
2021-10-30,50.6104
2021-10-31,50.6104
2021-11-01,54.8175
2021-11-02,53.4944
2021-11-03,57.0472
2021-11-04,55.3151
2021-11-05,58.25
2021-11-06,58.25
2021-11-07,58.25
2021-11-08,57.832
2021-11-09,56.6543
2021-11-10,57.4231
2021-11-11,57.4881
2021-11-12,57.622
2021-11-13,57.622
2021-11-14,57.622
2021-11-15,58.7637
2021-11-16,58.9655
2021-11-17,58.0833
2021-11-18,57.4901
2021-11-19,57.4901
2021-11-20,57.4901
2021-11-21,57.4901
2021-11-22,61.0386
2021-11-23,62.2132
2021-11-24,62.2786
2021-11-25,62.2786
2021-11-26,55.7004
2021-11-27,55.7004
2021-11-28,55.7004
2021-11-29,54.4386
2021-11-30,50.0797
2021-12-01,49.4495
2021-12-02,52.4659
2021-12-03,50.8438
2021-12-04,50.8438
2021-12-05,50.8438
2021-12-06,54.3481
2021-12-07,52.3378
2021-12-08,52.1781
2021-12-09,50.8145
2021-12-10,51.5085
2021-12-11,51.5085
2021-12-12,51.5085
2021-12-13,49.5013
2021-12-14,51.3072
2021-12-15,48.7212
2021-12-16,49.8309
2021-12-17,47.9891
2021-12-18,47.9891
2021-12-19,47.9891
2021-12-20,47.6099
2021-12-21,50.0595
2021-12-22,50.2999
2021-12-23,52.7322
2021-12-24,52.7322
2021-12-25,52.7322
2021-12-26,52.7322
2021-12-27,53.9358
2021-12-28,55.8268
2021-12-29,55.4644
2021-12-30,54.8202
2021-12-31,53.9863
2022-01-01,53.9863
2022-01-02,53.9863
2022-01-03,55.9135
2022-01-04,59.1029
2022-01-05,59.706
2022-01-06,63.3694
2022-01-07,64.3359
2022-01-08,64.3359
2022-01-09,64.3359
2022-01-10,63.3193
2022-01-11,63.5576
2022-01-12,64.3365
2022-01-13,64.0099
2022-01-14,65.8624
2022-01-15,65.8624
2022-01-16,65.8624
2022-01-17,65.8624
2022-01-18,63.9937
2022-01-19,58.1688
2022-01-20,53.3211
2022-01-21,52.6724
2022-01-22,52.6724
2022-01-23,52.6724
2022-01-24,55.0082
2022-01-25,55.7611
2022-01-26,54.0596
2022-01-27,50.6988
2022-01-28,49.3389
2022-01-29,49.3389
2022-01-30,49.3389
2022-01-31,49.8032
2022-02-01,51.4153
2022-02-02,50.0687
2022-02-03,50.0687
2022-02-04,51.1952
2022-02-05,51.1952
2022-02-06,51.1952
2022-02-07,50.9405
2022-02-08,54.1652
2022-02-09,51.3546
2022-02-10,51.2712
2022-02-11,51.8376
2022-02-12,51.8376
2022-02-13,51.8376
2022-02-14,50.7053
2022-02-15,54.1334
2022-02-16,50.5004
2022-02-17,44.2178
2022-02-18,49.3308
2022-02-19,49.3308
2022-02-20,49.3308
2022-02-21,49.3308
2022-02-22,48.0755
2022-02-23,46.7164
2022-02-24,46.8644
2022-02-25,50.6899
2022-02-26,50.6899
2022-02-27,50.6899
2022-02-28,49.462
2022-03-01,43.3114
2022-03-02,46.5472
2022-03-03,47.7142
2022-03-04,45.8724
2022-03-05,45.8724
2022-03-06,45.8724
2022-03-07,42.2843
2022-03-08,44.6552
2022-03-09,46.851
2022-03-10,45.8825
2022-03-11,46.892
2022-03-12,46.892
2022-03-13,46.892
2022-03-14,47.0198
2022-03-15,47.3474
2022-03-16,50.573
2022-03-17,46.9013
2022-03-18,45.8091
2022-03-19,45.8091
2022-03-20,45.8091
2022-03-21,46.1335
2022-03-22,46.5965
2022-03-23,43.5019
2022-03-24,44.7226
2022-03-25,46.7716
2022-03-26,46.7716
2022-03-27,46.7716
2022-03-28,45.6424
2022-03-29,46.6419
2022-03-30,43.8088
2022-03-31,42.0972
2022-04-01,41.5879
2022-04-02,41.5879
2022-04-03,41.5879
2022-04-04,40.7714
2022-04-05,39.6637
2022-04-06,38.2468
2022-04-07,37.7656
2022-04-08,37.1847
2022-04-09,37.1847
2022-04-10,37.1847
2022-04-11,36.8913
2022-04-12,36.0572
2022-04-13,38.3474
2022-04-14,37.7261
2022-04-15,37.7261
2022-04-16,37.7261
2022-04-17,37.7261
2022-04-18,38.158
2022-04-19,42.0648
2022-04-20,41.8901
2022-04-21,41.3569
2022-04-22,39.4522
2022-04-23,39.4522
2022-04-24,39.4522
2022-04-25,39.6265
2022-04-26,39.7163
2022-04-27,38.7623
2022-04-28,39.6064
2022-04-29,38.5081
2022-04-30,38.5081
2022-05-01,38.5081
2022-05-02,38.606
2022-05-03,43.4466
2022-05-04,45.9881
2022-05-05,44.0103
2022-05-06,42.1976
2022-05-07,42.1976
2022-05-08,42.1976
2022-05-09,41.6275
2022-05-10,41.6275
2022-05-11,40.3945
2022-05-12,42.9697
2022-05-13,43.2414
2022-05-14,43.2414
2022-05-15,43.2414
2022-05-16,42.2012
2022-05-17,46.9537
2022-05-18,45.6591
2022-05-19,43.6531
2022-05-20,43.1126
2022-05-21,43.1126
2022-05-22,43.1126
2022-05-23,45.3862
2022-05-24,45.0993
2022-05-25,46.1555
2022-05-26,48.1339
2022-05-27,49.1425
2022-05-28,49.1425
2022-05-29,49.1425
2022-05-30,49.1425
2022-05-31,49.6534
2022-06-01,48.8913
2022-06-02,51.297
2022-06-03,49.1597
2022-06-04,49.1597
2022-06-05,49.1597
2022-06-06,50.4414
2022-06-07,51.0372
2022-06-08,48.7008
2022-06-09,44.702
2022-06-10,43.1219
2022-06-11,43.1219
2022-06-12,43.1219
2022-06-13,41.2044
2022-06-14,41.3008
2022-06-15,42.0869
2022-06-16,38.2455
2022-06-17,41.1211
2022-06-18,41.1211
2022-06-19,41.1211
2022-06-20,41.1211
2022-06-21,42.0515
2022-06-22,43.6185
2022-06-23,41.5015
2022-06-24,45.0606
2022-06-25,45.0606
2022-06-26,45.0606
2022-06-27,45.6592
2022-06-28,45.2946
2022-06-29,44.414
2022-06-30,43.9718
2022-07-01,46.4534
2022-07-02,46.4534
2022-07-03,46.4534
2022-07-04,46.4534
2022-07-05,46.8145
2022-07-06,46.1704
2022-07-07,47.2956
2022-07-08,46.9571
2022-07-09,46.9571
2022-07-10,46.9571
2022-07-11,45.7712
2022-07-12,48.0959
2022-07-13,45.7299
2022-07-14,44.3594
2022-07-15,49.179
2022-07-16,49.179
2022-07-17,49.179
2022-07-18,49.4404
2022-07-19,53.7094
2022-07-20,54.0183
2022-07-21,54.0183
2022-07-22,54.182
2022-07-23,54.182
2022-07-24,54.182
2022-07-25,56.8804
2022-07-26,59.5615
2022-07-27,62.1906
2022-07-28,62.8159
2022-07-29,64.7458
2022-07-30,64.7458
2022-07-31,64.7458
2022-08-01,64.2071
2022-08-02,62.5911
2022-08-03,62.5911
2022-08-04,60.2125
2022-08-05,62.1084
2022-08-06,62.1084
2022-08-07,62.1084
2022-08-08,61.7821
2022-08-09,62.3281
2022-08-10,63.8634
2022-08-11,64.7046
2022-08-12,66.1467
2022-08-13,66.1467
2022-08-14,66.1467
2022-08-15,67.2308
2022-08-16,68.7819
2022-08-17,66.6075
2022-08-18,66.4867
2022-08-19,64.4317
2022-08-20,64.4317
2022-08-21,64.4317
2022-08-22,60.4523
2022-08-23,58.3229
2022-08-24,56.9735
2022-08-25,58.2793
2022-08-26,55.1234
2022-08-27,55.1234
2022-08-28,55.1234
2022-08-29,52.1993
2022-08-30,52.9489
2022-08-31,51.7268
2022-09-01,51.9035
2022-09-02,50.5633
2022-09-03,50.5633
2022-09-04,50.5633
2022-09-05,50.5633
2022-09-06,47.8259
2022-09-07,50.5054
2022-09-08,53.084
2022-09-09,54.3948
2022-09-10,54.3948
2022-09-11,54.3948
2022-09-12,55.8311
2022-09-13,51.113
2022-09-14,52.1786
2022-09-15,52.5082
2022-09-16,53.1757
2022-09-17,53.1757
2022-09-18,53.1757
2022-09-19,57.0048
2022-09-20,57.8062
2022-09-21,56.0382
2022-09-22,53.5892
2022-09-23,51.0166
2022-09-24,51.0166
2022-09-25,51.0166
2022-09-26,50.1577
2022-09-27,47.5883
2022-09-28,50.9427
2022-09-29,49.6284
2022-09-30,48.2598
2022-10-01,48.2598
2022-10-02,48.2598
2022-10-03,51.5143
2022-10-04,57.3431
2022-10-05,57.3431
2022-10-06,56.7348
2022-10-07,53.9443
2022-10-08,53.9443
2022-10-09,53.9443
2022-10-10,54.0859
2022-10-11,55.2944
2022-10-12,55.579
2022-10-13,60.6915
2022-10-14,59.4374
2022-10-15,59.4374
2022-10-16,59.4374
2022-10-17,61.0434
2022-10-18,61.4527
2022-10-19,58.8922
2022-10-20,54.1415
2022-10-21,56.1938
2022-10-22,56.1938
2022-10-23,56.1938
2022-10-24,58.2475
2022-10-25,61.6903
2022-10-26,62.202
2022-10-27,61.9452
2022-10-28,63.7022
2022-10-29,63.7022
2022-10-30,63.7022
2022-10-31,64.5974
2022-11-01,65.3344
2022-11-02,61.2868
2022-11-03,61.448
2022-11-04,63.6398
2022-11-05,63.6398
2022-11-06,63.6398
2022-11-07,63.9928
2022-11-08,63.0877
2022-11-09,61.4689
2022-11-10,63.1013
2022-11-11,55.058
2022-11-12,55.058
2022-11-13,55.058
2022-11-14,53.9204
2022-11-15,53.7051
2022-11-16,51.6437
2022-11-17,50.8088
2022-11-18,53.7116
2022-11-19,53.7116
2022-11-20,53.7116
2022-11-21,54.8149
2022-11-22,55.9023
2022-11-23,54.8405
2022-11-24,54.8405
2022-11-25,55.5271
2022-11-26,55.5271
2022-11-27,55.5271
2022-11-28,53.4631
2022-11-29,53.8574
2022-11-30,56.9613
2022-12-01,56.2424
2022-12-02,56.2424
2022-12-03,56.2424
2022-12-04,56.2424
2022-12-05,49.8139
2022-12-06,49.0054
2022-12-07,49.2892
2022-12-08,49.2184
2022-12-09,48.7114
2022-12-10,48.7114
2022-12-11,48.7114
2022-12-12,49.4805
2022-12-13,45.7871
2022-12-14,44.7895
2022-12-15,43.2932
2022-12-16,42.7156
2022-12-17,42.7156
2022-12-18,42.7156
2022-12-19,43.0648
2022-12-20,44.8055
2022-12-21,48.1661
2022-12-22,46.9402
2022-12-23,48.457
2022-12-24,48.457
2022-12-25,48.457
2022-12-26,48.457
2022-12-27,48.7759
2022-12-28,48.8577
2022-12-29,51.5785
2022-12-30,50.0395
2022-12-31,50.0395
2023-01-01,50.0395
2023-01-02,50.0395
2023-01-03,49.0827
2023-01-04,48.8412
2023-01-05,48.5119
2023-01-06,52.8673
2023-01-07,52.8673
2023-01-08,52.8673
2023-01-09,51.1773
2023-01-10,53.4846
2023-01-11,52.7963
2023-01-12,55.7423
2023-01-13,54.5105
2023-01-14,54.5105
2023-01-15,54.5105
2023-01-16,54.5105
2023-01-17,52.6203
2023-01-18,48.0024
2023-01-19,48.0823
2023-01-20,49.8363
2023-01-21,49.8363
2023-01-22,49.8363
2023-01-23,50.9277
2023-01-24,43.0983
2023-01-25,42.8571
2023-01-26,44.0717
2023-01-27,43.624
2023-01-28,43.624
2023-01-29,43.624
2023-01-30,43.4285
2023-01-31,47.1841
2023-02-01,47.4976
2023-02-02,49.6615
2023-02-03,50.4166
2023-02-04,50.4166
2023-02-05,50.4166
2023-02-06,49.8748
2023-02-07,50.6583
2023-02-08,48.9947
2023-02-09,48.6015
2023-02-10,49.6055
2023-02-11,49.6055
2023-02-12,49.6055
2023-02-13,51.088
2023-02-14,49.7424
2023-02-15,50.8309
2023-02-16,49.5499
2023-02-17,51.2446
2023-02-18,51.2446
2023-02-19,51.2446
2023-02-20,51.2446
2023-02-21,47.9146
2023-02-22,47.5946
2023-02-23,51.1386
2023-02-24,49.7304
2023-02-25,49.7304
2023-02-26,49.7304
2023-02-27,48.9916
2023-02-28,49.6844
2023-03-01,48.3263
2023-03-02,45.7394
2023-03-03,47.3785
2023-03-04,47.3785
2023-03-05,47.3785
2023-03-06,46.176
2023-03-07,43.0842
2023-03-08,42.6518
2023-03-09,37.8689
2023-03-10,37.5113
2023-03-11,37.5113
2023-03-12,37.5113
2023-03-13,33.9709
2023-03-14,33.1615
2023-03-15,30.4846
2023-03-16,34.6043
2023-03-17,31.7523
2023-03-18,31.7523
2023-03-19,31.7523
