,TPX US Equity
2023-03-21,49.9073
2023-03-22,48.2025
2023-03-23,47.657
2023-03-24,47.6328
2023-03-25,47.6328
2023-03-26,47.6328
2023-03-27,50.1514
2023-03-28,49.4088
2023-03-29,50.7359
2023-03-30,50.4941
2023-03-31,52.3224
2023-04-01,52.3224
2023-04-02,52.3224
2023-04-03,51.5903
2023-04-04,48.8956
2023-04-05,45.0363
2023-04-06,44.3899
2023-04-07,44.3899
2023-04-08,44.3899
2023-04-09,44.3899
2023-04-10,45.545
2023-04-11,49.9043
2023-04-12,47.9672
2023-04-13,47.9185
2023-04-14,48.4599
2023-04-15,48.4599
2023-04-16,48.4599
2023-04-17,49.6513
2023-04-18,50.1658
2023-04-19,49.0202
2023-04-20,46.1151
2023-04-21,44.5306
2023-04-22,44.5306
2023-04-23,44.5306
2023-04-24,45.6015
2023-04-25,43.5711
2023-04-26,43.4045
2023-04-27,45.94
2023-04-28,48.6631
2023-04-29,48.6631
2023-04-30,48.6631
2023-05-01,47.4147
2023-05-02,46.3888
2023-05-03,45.9262
2023-05-04,44.5724
2023-05-05,45.9106
2023-05-06,45.9106
2023-05-07,45.9106
2023-05-08,49.7353
2023-05-09,50.0976
2023-05-10,46.9223
2023-05-11,49.1272
2023-05-12,51.2747
2023-05-13,51.2747
2023-05-14,51.2747
2023-05-15,53.7968
2023-05-16,51.4812
2023-05-17,50.1779
2023-05-18,51.9004
2023-05-19,50.16
2023-05-20,50.16
2023-05-21,50.16
2023-05-22,50.7661
2023-05-23,50.5725
2023-05-24,48.8116
2023-05-25,48.1343
2023-05-26,49.3839
2023-05-27,49.3839
2023-05-28,49.3839
2023-05-29,49.3839
2023-05-30,48.874
2023-05-31,44.6118
2023-06-01,45.6174
2023-06-02,49.4443
2023-06-03,49.4443
2023-06-04,49.4443
2023-06-05,44.9203
2023-06-06,50.0584
2023-06-07,52.4666
2023-06-08,51.7535
2023-06-09,50.5049
2023-06-10,50.5049
2023-06-11,50.5049
2023-06-12,51.1031
2023-06-13,52.5968
2023-06-14,51.6893
2023-06-15,52.7495
2023-06-16,52.0778
2023-06-17,52.0778
2023-06-18,52.0778
2023-06-19,52.0778
2023-06-20,51.1612
2023-06-21,51.5504
2023-06-22,50.8793
2023-06-23,49.9268
2023-06-24,49.9268
2023-06-25,49.9268
2023-06-26,52.2132
2023-06-27,55.1395
2023-06-28,53.7024
2023-06-29,55.7011
2023-06-30,55.8932
2023-07-01,55.8932
2023-07-02,55.8932
2023-07-03,54.9379
2023-07-04,54.9379
2023-07-05,55.6213
2023-07-06,53.2689
2023-07-07,56.1943
2023-07-08,56.1943
2023-07-09,56.1943
2023-07-10,61.1982
2023-07-11,62.3723
2023-07-12,64.1039
2023-07-13,63.1445
2023-07-14,63.0794
2023-07-15,63.0794
2023-07-16,63.0794
2023-07-17,65.0373
2023-07-18,65.5591
2023-07-19,67.0669
2023-07-20,65.9554
2023-07-21,66.0826
2023-07-22,66.0826
2023-07-23,66.0826
2023-07-24,66.1387
2023-07-25,66.7083
2023-07-26,66.7853
2023-07-27,65.8783
2023-07-28,65.5978
2023-07-29,65.5978
2023-07-30,65.5978
2023-07-31,60.4268
2023-08-01,58.3959
2023-08-02,56.5321
2023-08-03,62.0857
2023-08-04,61.7845
2023-08-05,61.7845
2023-08-06,61.7845
2023-08-07,60.1086
2023-08-08,60.7691
2023-08-09,61.4514
2023-08-10,60.2622
2023-08-11,58.9435
2023-08-12,58.9435
2023-08-13,58.9435
2023-08-14,58.9679
2023-08-15,58.3213
2023-08-16,55.6832
2023-08-17,52.0158
2023-08-18,51.3349
2023-08-19,51.3349
2023-08-20,51.3349
2023-08-21,50.3129
2023-08-22,51.0461
2023-08-23,54.329
2023-08-24,52.711
2023-08-25,52.3241
2023-08-26,52.3241
2023-08-27,52.3241
2023-08-28,56.6821
2023-08-29,59.5002
2023-08-30,59.7778
2023-08-31,61.0663
2023-09-01,61.9005
2023-09-02,61.9005
2023-09-03,61.9005
2023-09-04,61.9005
2023-09-05,55.3962
2023-09-06,55.3349
2023-09-07,55.4625
2023-09-08,53.3495
2023-09-09,53.3495
2023-09-10,53.3495
2023-09-11,56.616
2023-09-12,55.4856
2023-09-13,53.6094
2023-09-14,56.5262
2023-09-15,52.9084
2023-09-16,52.9084
2023-09-17,52.9084
2023-09-18,52.5689
2023-09-19,53.0108
2023-09-20,50.3826
2023-09-21,47.0268
2023-09-22,46.8754
2023-09-23,46.8754
2023-09-24,46.8754
2023-09-25,46.7975
2023-09-26,44.8684
2023-09-27,45.5801
2023-09-28,48.1681
2023-09-29,49.6094
2023-09-30,49.6094
2023-10-01,49.6094
2023-10-02,45.9849
2023-10-03,42.3625
2023-10-04,45.3233
2023-10-05,44.117
2023-10-06,44.2329
2023-10-07,44.2329
2023-10-08,44.2329
2023-10-09,44.854
2023-10-10,46.583
2023-10-11,45.9764
2023-10-12,42.3621
2023-10-13,42.1143
2023-10-14,42.1143
2023-10-15,42.1143
2023-10-16,46.2818
2023-10-17,48.25
2023-10-18,45.4732
2023-10-19,43.8311
2023-10-20,43.2774
2023-10-21,43.2774
2023-10-22,43.2774
2023-10-23,43.1421
2023-10-24,43.2339
2023-10-25,41.0621
2023-10-26,39.1968
2023-10-27,39.1334
2023-10-28,39.1334
2023-10-29,39.1334
2023-10-30,42.8329
2023-10-31,45.1233
2023-11-01,46.4773
2023-11-02,38.8765
2023-11-03,44.7214
2023-11-04,44.7214
2023-11-05,44.7214
2023-11-06,41.8855
2023-11-07,42.9547
2023-11-08,42.1346
2023-11-09,40.3629
2023-11-10,42.7534
2023-11-11,42.7534
2023-11-12,42.7534
2023-11-13,42.6061
2023-11-14,49.3298
2023-11-15,49.8006
2023-11-16,47.3094
2023-11-17,48.056
2023-11-18,48.056
2023-11-19,48.056
2023-11-20,49.3502
2023-11-21,48.2493
2023-11-22,48.2081
2023-11-23,48.2081
2023-11-24,48.1656
2023-11-25,48.1656
2023-11-26,48.1656
2023-11-27,47.4935
2023-11-28,47.4714
2023-11-29,50.6774
2023-11-30,49.9532
2023-12-01,55.0354
2023-12-02,55.0354
2023-12-03,55.0354
2023-12-04,57.378
2023-12-05,56.2054
2023-12-06,59.7672
2023-12-07,60.2168
2023-12-08,61.0344
2023-12-09,61.0344
2023-12-10,61.0344
2023-12-11,62.0229
2023-12-12,62.1553
2023-12-13,65.4432
2023-12-14,67.5963
2023-12-15,66.7414
2023-12-16,66.7414
2023-12-17,66.7414
2023-12-18,66.5169
2023-12-19,66.6764
2023-12-20,62.7151
2023-12-21,65.1032
2023-12-22,65.1326
2023-12-23,65.1326
2023-12-24,65.1326
2023-12-25,65.1326
2023-12-26,65.8914
2023-12-27,66.1751
2023-12-28,66.4486
2023-12-29,65.2956
2023-12-30,65.2956
2023-12-31,65.2956
2024-01-01,65.2956
2024-01-02,61.436
2024-01-03,57.8957
2024-01-04,56.9011
2024-01-05,58.307
2024-01-06,58.307
2024-01-07,58.307
2024-01-08,60.5896
2024-01-09,60.7645
2024-01-10,62.6513
2024-01-11,61.7576
2024-01-12,59.5072
2024-01-13,59.5072
2024-01-14,59.5072
2024-01-15,59.5072
2024-01-16,57.9878
2024-01-17,57.0363
2024-01-18,59.9624
2024-01-19,60.6598
2024-01-20,60.6598
2024-01-21,60.6598
2024-01-22,61.5655
2024-01-23,60.4644
2024-01-24,59.0907
2024-01-25,59.7851
2024-01-26,61.2772
2024-01-27,61.2772
2024-01-28,61.2772
2024-01-29,62.1955
2024-01-30,60.7935
2024-01-31,55.5058
2024-02-01,56.6832
2024-02-02,56.2057
2024-02-03,56.2057
2024-02-04,56.2057
2024-02-05,56.7914
2024-02-06,57.0672
2024-02-07,58.2339
2024-02-08,59.5369
2024-02-09,55.8733
2024-02-10,55.8733
2024-02-11,55.8733
2024-02-12,58.7456
2024-02-13,53.8979
2024-02-14,55.1469
2024-02-15,54.7694
2024-02-16,55.0031
2024-02-17,55.0031
2024-02-18,55.0031
2024-02-19,55.0031
2024-02-20,54.4214
2024-02-21,53.4619
2024-02-22,55.1217
2024-02-23,57.6878
2024-02-24,57.6878
2024-02-25,57.6878
2024-02-26,57.8333
2024-02-27,61.5104
2024-02-28,60.1538
2024-02-29,62.1213
2024-03-01,62.621
2024-03-02,62.621
2024-03-03,62.621
2024-03-04,61.5708
2024-03-05,59.9656
2024-03-06,61.888
2024-03-07,62.7491
2024-03-08,61.1377
2024-03-09,61.1377
2024-03-10,61.1377
2024-03-11,58.6113
2024-03-12,59.9067
2024-03-13,62.0969
2024-03-14,58.4252
2024-03-15,54.6425
2024-03-16,54.6425
2024-03-17,54.6425
2024-03-18,53.6096
2024-03-19,55.0129
2024-03-20,56.6529
2024-03-21,60.3791
2024-03-22,57.3495
2024-03-23,57.3495
2024-03-24,57.3495
2024-03-25,58.603
2024-03-26,59.4484
2024-03-27,59.7319
2024-03-28,60.7782
2024-03-29,60.7782
2024-03-30,60.7782
2024-03-31,60.7782
2024-04-01,57.3553
2024-04-02,53.6121
2024-04-03,52.5278
2024-04-04,51.1674
2024-04-05,52.9248
2024-04-06,52.9248
2024-04-07,52.9248
2024-04-08,52.74
