,RGS US Equity
2022-03-31,52.7473
2022-04-01,50.6123
2022-04-02,50.6123
2022-04-03,50.6123
2022-04-04,52.4059
2022-04-05,50.7124
2022-04-06,51.1209
2022-04-07,48.0322
2022-04-08,47.2448
2022-04-09,47.2448
2022-04-10,47.2448
2022-04-11,46.6514
2022-04-12,45.4699
2022-04-13,46.406
2022-04-14,45.5962
2022-04-15,45.5962
2022-04-16,45.5962
2022-04-17,45.5962
2022-04-18,43.6274
2022-04-19,44.3729
2022-04-20,42.0709
2022-04-21,40.4431
2022-04-22,40.7068
2022-04-23,40.7068
2022-04-24,40.7068
2022-04-25,40.5212
2022-04-26,39.5875
2022-04-27,38.8468
2022-04-28,38.4744
2022-04-29,37.9105
2022-04-30,37.9105
2022-05-01,37.9105
2022-05-02,36.7948
2022-05-03,36.6091
2022-05-04,37.587
2022-05-05,36.6132
2022-05-06,35.8446
2022-05-07,35.8446
2022-05-08,35.8446
2022-05-09,36.8727
2022-05-10,28.7795
2022-05-11,33.2191
2022-05-12,34.0807
2022-05-13,37.9138
2022-05-14,37.9138
2022-05-15,37.9138
2022-05-16,36.6894
2022-05-17,36.0966
2022-05-18,34.5172
2022-05-19,37.3555
2022-05-20,36.3744
2022-05-21,36.3744
2022-05-22,36.3744
2022-05-23,35.4541
2022-05-24,34.3643
2022-05-25,33.7705
2022-05-26,34.3427
2022-05-27,35.5102
2022-05-28,35.5102
2022-05-29,35.5102
2022-05-30,35.5102
2022-05-31,35.5102
2022-06-01,34.2938
2022-06-02,33.8065
2022-06-03,33.8032
2022-06-04,33.8032
2022-06-05,33.8032
2022-06-06,33.7538
2022-06-07,33.4397
2022-06-08,32.7257
2022-06-09,31.9811
2022-06-10,35.2048
2022-06-11,35.2048
2022-06-12,35.2048
2022-06-13,33.7207
2022-06-14,33.4153
2022-06-15,34.9269
2022-06-16,36.4888
2022-06-17,36.6376
2022-06-18,36.6376
2022-06-19,36.6376
2022-06-20,36.6376
2022-06-21,37.2784
2022-06-22,45.0699
2022-06-23,46.7797
2022-06-24,45.6026
2022-06-25,45.6026
2022-06-26,45.6026
2022-06-27,47.2332
2022-06-28,46.3769
2022-06-29,45.5107
2022-06-30,50.4877
2022-07-01,49.1929
2022-07-02,49.1929
2022-07-03,49.1929
2022-07-04,49.1929
2022-07-05,48.9333
2022-07-06,50.8131
2022-07-07,53.109
2022-07-08,56.1662
2022-07-09,56.1662
2022-07-10,56.1662
2022-07-11,53.1338
2022-07-12,51.563
2022-07-13,49.0623
2022-07-14,49.0623
2022-07-15,50.3507
2022-07-16,50.3507
2022-07-17,50.3507
2022-07-18,47.3709
2022-07-19,48.1681
2022-07-20,49.479
2022-07-21,48.4646
2022-07-22,47.0188
2022-07-23,47.0188
2022-07-24,47.0188
2022-07-25,45.9957
2022-07-26,43.7775
2022-07-27,43.8935
2022-07-28,43.0246
2022-07-29,42.585
2022-07-30,42.585
2022-07-31,42.585
2022-08-01,41.9321
2022-08-02,42.4946
2022-08-03,42.9177
2022-08-04,42.5164
2022-08-05,43.0671
2022-08-06,43.0671
2022-08-07,43.0671
2022-08-08,43.1906
2022-08-09,41.2807
2022-08-10,43.075
2022-08-11,42.6286
2022-08-12,42.4296
2022-08-13,42.4296
2022-08-14,42.4296
2022-08-15,58.1581
2022-08-16,56.1205
2022-08-17,61.849
2022-08-18,58.8351
2022-08-19,62.1323
2022-08-20,62.1323
2022-08-21,62.1323
2022-08-22,58.5571
2022-08-23,57.3381
2022-08-24,58.4128
2022-08-25,61.7365
2022-08-26,58.8187
2022-08-27,58.8187
2022-08-28,58.8187
2022-08-29,57.4152
2022-08-30,56.032
2022-08-31,56.032
2022-09-01,55.5546
2022-09-02,55.0692
2022-09-03,55.0692
2022-09-04,55.0692
2022-09-05,55.0692
2022-09-06,53.6154
2022-09-07,54.0339
2022-09-08,54.0339
2022-09-09,54.9046
2022-09-10,54.9046
2022-09-11,54.9046
2022-09-12,54.9046
2022-09-13,52.5096
2022-09-14,50.4846
2022-09-15,50.2341
2022-09-16,52.6639
2022-09-17,52.6639
2022-09-18,52.6639
2022-09-19,46.9702
2022-09-20,46.5365
2022-09-21,45.3031
2022-09-22,44.7797
2022-09-23,45.8791
2022-09-24,45.8791
2022-09-25,45.8791
2022-09-26,44.3337
2022-09-27,45.8139
2022-09-28,47.7824
2022-09-29,46.114
2022-09-30,47.2292
2022-10-01,47.2292
2022-10-02,47.2292
2022-10-03,47.495
2022-10-04,48.8278
2022-10-05,49.6216
2022-10-06,50.4173
2022-10-07,49.3424
2022-10-08,49.3424
2022-10-09,49.3424
2022-10-10,47.2578
2022-10-11,48.3857
2022-10-12,47.8564
2022-10-13,48.4399
2022-10-14,47.8855
2022-10-15,47.8855
2022-10-16,47.8855
2022-10-17,47.6038
2022-10-18,47.3157
2022-10-19,47.0214
2022-10-20,47.0214
2022-10-21,47.0214
2022-10-22,47.0214
2022-10-23,47.0214
2022-10-24,47.0214
2022-10-25,49.8778
2022-10-26,49.5325
2022-10-27,51.942
2022-10-28,51.942
2022-10-29,51.942
2022-10-30,51.942
2022-10-31,52.9717
2022-11-01,57.6639
2022-11-02,57.9532
2022-11-03,60.4685
2022-11-04,56.2166
2022-11-05,56.2166
2022-11-06,56.2166
2022-11-07,54.4173
2022-11-08,52.0066
2022-11-09,53.2314
2022-11-10,54.1394
2022-11-11,54.4443
2022-11-12,54.4443
2022-11-13,54.4443
2022-11-14,52.9863
2022-11-15,54.8621
2022-11-16,57.2166
2022-11-17,56.455
2022-11-18,58.9957
2022-11-19,58.9957
2022-11-20,58.9957
2022-11-21,58.2149
2022-11-22,58.7793
2022-11-23,56.0387
2022-11-24,56.0387
2022-11-25,56.0387
2022-11-26,56.0387
2022-11-27,56.0387
2022-11-28,51.2862
2022-11-29,53.7815
2022-11-30,53.0784
2022-12-01,52.3701
2022-12-02,53.959
2022-12-03,53.959
2022-12-04,53.959
2022-12-05,53.2243
2022-12-06,51.766
2022-12-07,49.3196
2022-12-08,48.3074
2022-12-09,46.9777
2022-12-10,46.9777
2022-12-11,46.9777
2022-12-12,49.8347
2022-12-13,48.4834
2022-12-14,48.8422
2022-12-15,46.8185
2022-12-16,46.1591
2022-12-17,46.1591
2022-12-18,46.1591
2022-12-19,43.6168
2022-12-20,48.0561
2022-12-21,49.0927
2022-12-22,50.4564
2022-12-23,50.4564
2022-12-24,50.4564
2022-12-25,50.4564
2022-12-26,50.4564
2022-12-27,49.3944
2022-12-28,49.0384
2022-12-29,49.0384
2022-12-30,50.9303
2022-12-31,50.9303
2023-01-01,50.9303
2023-01-02,50.9303
2023-01-03,52.7451
2023-01-04,56.4138
2023-01-05,61.4766
2023-01-06,59.109
2023-01-07,59.109
2023-01-08,59.109
2023-01-09,61.1716
2023-01-10,61.9167
2023-01-11,61.9167
2023-01-12,63.4193
2023-01-13,58.2666
2023-01-14,58.2666
2023-01-15,58.2666
2023-01-16,58.2666
2023-01-17,57.8923
2023-01-18,56.3932
2023-01-19,52.1986
2023-01-20,53.6836
2023-01-21,53.6836
2023-01-22,53.6836
2023-01-23,56.2163
2023-01-24,59.287
2023-01-25,58.5786
2023-01-26,59.0843
2023-01-27,59.0843
2023-01-28,59.0843
2023-01-29,59.0843
2023-01-30,56.5007
2023-01-31,58.639
2023-02-01,62.2394
2023-02-02,59.7294
2023-02-03,58.3386
2023-02-04,58.3386
2023-02-05,58.3386
2023-02-06,57.6444
2023-02-07,57.2917
2023-02-08,53.5629
2023-02-09,49.3353
2023-02-10,49.9195
2023-02-11,49.9195
2023-02-12,49.9195
2023-02-13,51.0863
2023-02-14,51.9548
2023-02-15,52.536
2023-02-16,52.8311
2023-02-17,51.5059
2023-02-18,51.5059
2023-02-19,51.5059
2023-02-20,51.5059
2023-02-21,49.5761
2023-02-22,48.9438
2023-02-23,49.9346
2023-02-24,48.9518
2023-02-25,48.9518
2023-02-26,48.9518
2023-02-27,48.2963
2023-02-28,50.3594
2023-03-01,50.0153
2023-03-02,49.6643
2023-03-03,48.6055
2023-03-04,48.6055
2023-03-05,48.6055
2023-03-06,45.5893
2023-03-07,44.3247
2023-03-08,42.2053
2023-03-09,40.765
2023-03-10,41.9936
2023-03-11,41.9936
2023-03-12,41.9936
2023-03-13,41.1115
2023-03-14,39.3991
2023-03-15,38.2989
2023-03-16,37.2236
