,MYL US Equity
2020-05-22,46.9567
2020-05-23,46.9567
2020-05-24,46.9567
2020-05-25,46.9567
2020-05-26,48.8254
2020-05-27,52.3668
2020-05-28,52.6658
2020-05-29,51.9906
2020-05-30,51.9906
2020-05-31,51.9906
2020-06-01,53.8604
2020-06-02,53.3137
2020-06-03,53.5228
2020-06-04,54.0903
2020-06-05,53.9625
2020-06-06,53.9625
2020-06-07,53.9625
2020-06-08,57.7803
2020-06-09,56.3433
2020-06-10,51.7629
2020-06-11,48.1423
2020-06-12,46.9377
2020-06-13,46.9377
2020-06-14,46.9377
2020-06-15,46.8031
2020-06-16,47.6953
2020-06-17,47.1265
2020-06-18,48.5546
2020-06-19,47.9223
2020-06-20,47.9223
2020-06-21,47.9223
2020-06-22,49.1316
2020-06-23,48.2811
2020-06-24,47.4317
2020-06-25,48.9519
2020-06-26,47.0366
2020-06-27,47.0366
2020-06-28,47.0366
2020-06-29,47.4705
2020-06-30,47.8682
2020-07-01,46.5517
2020-07-02,47.3581
2020-07-03,47.3581
2020-07-04,47.3581
2020-07-05,47.3581
2020-07-06,50.0744
2020-07-07,48.2586
2020-07-08,48.6172
2020-07-09,47.303
2020-07-10,48.3284
2020-07-11,48.3284
2020-07-12,48.3284
2020-07-13,48.4699
2020-07-14,50.2996
2020-07-15,52.3634
2020-07-16,51.6876
2020-07-17,51.5402
2020-07-18,51.5402
2020-07-19,51.5402
2020-07-20,50.7416
2020-07-21,49.3571
2020-07-22,50.3579
2020-07-23,47.9559
2020-07-24,47.3833
2020-07-25,47.3833
2020-07-26,47.3833
2020-07-27,48.7547
2020-07-28,48.4532
2020-07-29,52.6903
2020-07-30,49.3436
2020-07-31,48.3015
2020-08-01,48.3015
2020-08-02,48.3015
2020-08-03,49.5539
2020-08-04,49.356
2020-08-05,52.2184
2020-08-06,49.8083
2020-08-07,49.4883
2020-08-08,49.4883
2020-08-09,49.4883
2020-08-10,49.5141
2020-08-11,50.9655
2020-08-12,48.5914
2020-08-13,48.3887
2020-08-14,48.6657
2020-08-15,48.6657
2020-08-16,48.6657
2020-08-17,49.0054
2020-08-18,48.6722
2020-08-19,50.5282
2020-08-20,49.5436
2020-08-21,47.5695
2020-08-22,47.5695
2020-08-23,47.5695
2020-08-24,49.5881
2020-08-25,47.9046
2020-08-26,49.5581
2020-08-27,48.8139
2020-08-28,49.1179
2020-08-29,49.1179
2020-08-30,49.1179
2020-08-31,50.0387
2020-09-01,45.0868
2020-09-02,46.3964
2020-09-03,45.0726
2020-09-04,47.2522
2020-09-05,47.2522
2020-09-06,47.2522
2020-09-07,47.2522
2020-09-08,46.3019
2020-09-09,44.2753
2020-09-10,43.3076
2020-09-11,45.0724
2020-09-12,45.0724
2020-09-13,45.0724
2020-09-14,47.8113
2020-09-15,48.8898
2020-09-16,49.1915
2020-09-17,50.1654
2020-09-18,47.6274
2020-09-19,47.6274
2020-09-20,47.6274
2020-09-21,42.691
2020-09-22,42.9486
2020-09-23,40.8139
2020-09-24,40.0811
2020-09-25,41.507
2020-09-26,41.507
2020-09-27,41.507
2020-09-28,42.9775
2020-09-29,42.6248
2020-09-30,44.3789
2020-10-01,44.2175
2020-10-02,44.8399
2020-10-03,44.8399
2020-10-04,44.8399
2020-10-05,46.2194
2020-10-06,44.9405
2020-10-07,45.2256
2020-10-08,50.5851
2020-10-09,50.0844
2020-10-10,50.0844
2020-10-11,50.0844
2020-10-12,52.1661
2020-10-13,49.7063
2020-10-14,49.4589
2020-10-15,50.6346
2020-10-16,50.4705
2020-10-17,50.4705
2020-10-18,50.4705
2020-10-19,48.5808
2020-10-20,47.8774
2020-10-21,46.7942
2020-10-22,49.963
2020-10-23,50.559
2020-10-24,50.559
2020-10-25,50.559
2020-10-26,46.4859
2020-10-27,43.1692
2020-10-28,42.3221
2020-10-29,42.8298
2020-10-30,44.0668
2020-10-31,44.0668
2020-11-01,44.0668
2020-11-02,48.162
2020-11-03,48.162
2020-11-04,47.7567
2020-11-05,48.2076
2020-11-06,45.1672
2020-11-07,45.1672
2020-11-08,45.1672
2020-11-09,48.3966
2020-11-10,51.6554
2020-11-11,52.0171
2020-11-12,50.7727
2020-11-13,51.0278
2020-11-14,51.0278
2020-11-15,51.0278
2020-11-16,52.9513
2020-11-17,52.9513
2020-11-18,52.9513
2020-11-19,52.9513
2020-11-20,52.9513
2020-11-21,52.9513
2020-11-22,52.9513
2020-11-23,52.9513
2020-11-24,52.9513
2020-11-25,52.9513
2020-11-26,52.9513
2020-11-27,52.9513
2020-11-28,52.9513
2020-11-29,52.9513
2020-11-30,52.9513
2020-12-01,52.9513
2020-12-02,52.9513
2020-12-03,52.9513
2020-12-04,52.9513
2020-12-05,52.9513
2020-12-06,52.9513
2020-12-07,52.9513
2020-12-08,52.9513
2020-12-09,52.9513
2020-12-10,52.9513
2020-12-11,52.9513
2020-12-12,52.9513
2020-12-13,52.9513
2020-12-14,52.9513
2020-12-15,52.9513
2020-12-16,52.9513
2020-12-17,52.9513
2020-12-18,52.9513
2020-12-19,52.9513
2020-12-20,52.9513
2020-12-21,52.9513
2020-12-22,52.9513
2020-12-23,52.9513
2020-12-24,52.9513
2020-12-25,52.9513
2020-12-26,52.9513
2020-12-27,52.9513
2020-12-28,52.9513
2020-12-29,52.9513
2020-12-30,52.9513
2020-12-31,52.9513
2021-01-01,52.9513
2021-01-02,52.9513
2021-01-03,52.9513
2021-01-04,52.9513
2021-01-05,52.9513
2021-01-06,52.9513
2021-01-07,52.9513
2021-01-08,52.9513
2021-01-09,52.9513
2021-01-10,52.9513
2021-01-11,52.9513
2021-01-12,52.9513
2021-01-13,52.9513
2021-01-14,52.9513
2021-01-15,52.9513
2021-01-16,52.9513
2021-01-17,52.9513
2021-01-18,52.9513
2021-01-19,52.9513
2021-01-20,52.9513
2021-01-21,52.9513
2021-01-22,52.9513
2021-01-23,52.9513
2021-01-24,52.9513
2021-01-25,52.9513
2021-01-26,52.9513
2021-01-27,52.9513
2021-01-28,52.9513
2021-01-29,52.9513
2021-01-30,52.9513
2021-01-31,52.9513
2021-02-01,52.9513
2021-02-02,52.9513
2021-02-03,52.9513
2021-02-04,52.9513
2021-02-05,52.9513
2021-02-06,52.9513
2021-02-07,52.9513
2021-02-08,52.9513
2021-02-09,52.9513
2021-02-10,52.9513
2021-02-11,52.9513
2021-02-12,52.9513
2021-02-13,52.9513
2021-02-14,52.9513
2021-02-15,52.9513
2021-02-16,52.9513
2021-02-17,52.9513
2021-02-18,52.9513
2021-02-19,52.9513
2021-02-20,52.9513
2021-02-21,52.9513
2021-02-22,52.9513
2021-02-23,52.9513
2021-02-24,52.9513
2021-02-25,52.9513
2021-02-26,52.9513
2021-02-27,52.9513
2021-02-28,52.9513
2021-03-01,52.9513
2021-03-02,52.9513
2021-03-03,52.9513
2021-03-04,52.9513
2021-03-05,52.9513
2021-03-06,52.9513
2021-03-07,52.9513
2021-03-08,52.9513
2021-03-09,52.9513
2021-03-10,52.9513
2021-03-11,52.9513
2021-03-12,52.9513
2021-03-13,52.9513
2021-03-14,52.9513
2021-03-15,52.9513
2021-03-16,52.9513
2021-03-17,52.9513
2021-03-18,52.9513
2021-03-19,52.9513
2021-03-20,52.9513
2021-03-21,52.9513
2021-03-22,52.9513
2021-03-23,52.9513
2021-03-24,52.9513
2021-03-25,52.9513
2021-03-26,52.9513
2021-03-27,52.9513
2021-03-28,52.9513
2021-03-29,52.9513
2021-03-30,52.9513
2021-03-31,52.9513
2021-04-01,52.9513
2021-04-02,52.9513
2021-04-03,52.9513
2021-04-04,52.9513
2021-04-05,52.9513
2021-04-06,52.9513
2021-04-07,52.9513
2021-04-08,52.9513
2021-04-09,52.9513
2021-04-10,52.9513
2021-04-11,52.9513
2021-04-12,52.9513
2021-04-13,52.9513
2021-04-14,52.9513
2021-04-15,52.9513
2021-04-16,52.9513
2021-04-17,52.9513
2021-04-18,52.9513
2021-04-19,52.9513
2021-04-20,52.9513
2021-04-21,52.9513
2021-04-22,52.9513
2021-04-23,52.9513
2021-04-24,52.9513
2021-04-25,52.9513
2021-04-26,52.9513
2021-04-27,52.9513
2021-04-28,52.9513
2021-04-29,52.9513
2021-04-30,52.9513
2021-05-01,52.9513
2021-05-02,52.9513
2021-05-03,52.9513
2021-05-04,52.9513
2021-05-05,52.9513
2021-05-06,52.9513
2021-05-07,52.9513
2021-05-08,52.9513
2021-05-09,52.9513
2021-05-10,52.9513
2021-05-11,52.9513
2021-05-12,52.9513
2021-05-13,52.9513
2021-05-14,52.9513
2021-05-15,52.9513
2021-05-16,52.9513
2021-05-17,52.9513
2021-05-18,52.9513
2021-05-19,52.9513
2021-05-20,52.9513
2021-05-21,52.9513
2021-05-22,52.9513
2021-05-23,52.9513
2021-05-24,52.9513
2021-05-25,52.9513
2021-05-26,52.9513
2021-05-27,52.9513
2021-05-28,52.9513
2021-05-29,52.9513
2021-05-30,52.9513
2021-05-31,52.9513
2021-06-01,52.9513
2021-06-02,52.9513
2021-06-03,52.9513
2021-06-04,52.9513
2021-06-05,52.9513
2021-06-06,52.9513
2021-06-07,52.9513
2021-06-08,52.9513
2021-06-09,52.9513
2021-06-10,52.9513
2021-06-11,52.9513
2021-06-12,52.9513
2021-06-13,52.9513
2021-06-14,52.9513
2021-06-15,52.9513
2021-06-16,52.9513
2021-06-17,52.9513
2021-06-18,52.9513
2021-06-19,52.9513
2021-06-20,52.9513
2021-06-21,52.9513
2021-06-22,52.9513
2021-06-23,52.9513
2021-06-24,52.9513
2021-06-25,52.9513
2021-06-26,52.9513
2021-06-27,52.9513
2021-06-28,52.9513
2021-06-29,52.9513
2021-06-30,52.9513
2021-07-01,52.9513
2021-07-02,52.9513
2021-07-03,52.9513
2021-07-04,52.9513
2021-07-05,52.9513
2021-07-06,52.9513
2021-07-07,52.9513
2021-07-08,52.9513
2021-07-09,52.9513
2021-07-10,52.9513
2021-07-11,52.9513
2021-07-12,52.9513
2021-07-13,52.9513
2021-07-14,52.9513
2021-07-15,52.9513
2021-07-16,52.9513
2021-07-17,52.9513
2021-07-18,52.9513
2021-07-19,52.9513
2021-07-20,52.9513
2021-07-21,52.9513
2021-07-22,52.9513
2021-07-23,52.9513
2021-07-24,52.9513
2021-07-25,52.9513
2021-07-26,52.9513
2021-07-27,52.9513
2021-07-28,52.9513
2021-07-29,52.9513
2021-07-30,52.9513
2021-07-31,52.9513
2021-08-01,52.9513
2021-08-02,52.9513
2021-08-03,52.9513
2021-08-04,52.9513
2021-08-05,52.9513
2021-08-06,52.9513
2021-08-07,52.9513
2021-08-08,52.9513
2021-08-09,52.9513
2021-08-10,52.9513
2021-08-11,52.9513
2021-08-12,52.9513
2021-08-13,52.9513
2021-08-14,52.9513
2021-08-15,52.9513
2021-08-16,52.9513
2021-08-17,52.9513
2021-08-18,52.9513
2021-08-19,52.9513
2021-08-20,52.9513
2021-08-21,52.9513
2021-08-22,52.9513
2021-08-23,52.9513
2021-08-24,52.9513
2021-08-25,52.9513
2021-08-26,52.9513
2021-08-27,52.9513
2021-08-28,52.9513
2021-08-29,52.9513
2021-08-30,52.9513
2021-08-31,52.9513
2021-09-01,52.9513
2021-09-02,52.9513
2021-09-03,52.9513
2021-09-04,52.9513
2021-09-05,52.9513
2021-09-06,52.9513
2021-09-07,52.9513
2021-09-08,52.9513
2021-09-09,52.9513
2021-09-10,52.9513
2021-09-11,52.9513
2021-09-12,52.9513
2021-09-13,52.9513
2021-09-14,52.9513
2021-09-15,52.9513
2021-09-16,52.9513
2021-09-17,52.9513
2021-09-18,52.9513
2021-09-19,52.9513
2021-09-20,52.9513
2021-09-21,52.9513
2021-09-22,52.9513
2021-09-23,52.9513
2021-09-24,52.9513
2021-09-25,52.9513
2021-09-26,52.9513
2021-09-27,52.9513
2021-09-28,52.9513
2021-09-29,52.9513
2021-09-30,52.9513
2021-10-01,52.9513
2021-10-02,52.9513
2021-10-03,52.9513
2021-10-04,52.9513
2021-10-05,52.9513
2021-10-06,52.9513
2021-10-07,52.9513
2021-10-08,52.9513
2021-10-09,52.9513
2021-10-10,52.9513
2021-10-11,52.9513
2021-10-12,52.9513
2021-10-13,52.9513
2021-10-14,52.9513
2021-10-15,52.9513
2021-10-16,52.9513
2021-10-17,52.9513
2021-10-18,52.9513
2021-10-19,52.9513
2021-10-20,52.9513
2021-10-21,52.9513
2021-10-22,52.9513
2021-10-23,52.9513
2021-10-24,52.9513
2021-10-25,52.9513
2021-10-26,52.9513
2021-10-27,52.9513
2021-10-28,52.9513
2021-10-29,52.9513
2021-10-30,52.9513
2021-10-31,52.9513
2021-11-01,52.9513
2021-11-02,52.9513
2021-11-03,52.9513
2021-11-04,52.9513
2021-11-05,52.9513
2021-11-06,52.9513
2021-11-07,52.9513
2021-11-08,52.9513
2021-11-09,52.9513
2021-11-10,52.9513
2021-11-11,52.9513
2021-11-12,52.9513
2021-11-13,52.9513
2021-11-14,52.9513
2021-11-15,52.9513
2021-11-16,52.9513
2021-11-17,52.9513
2021-11-18,52.9513
2021-11-19,52.9513
2021-11-20,52.9513
2021-11-21,52.9513
2021-11-22,52.9513
2021-11-23,52.9513
2021-11-24,52.9513
2021-11-25,52.9513
2021-11-26,52.9513
2021-11-27,52.9513
2021-11-28,52.9513
2021-11-29,52.9513
2021-11-30,52.9513
2021-12-01,52.9513
2021-12-02,52.9513
2021-12-03,52.9513
2021-12-04,52.9513
2021-12-05,52.9513
2021-12-06,52.9513
2021-12-07,52.9513
2021-12-08,52.9513
2021-12-09,52.9513
2021-12-10,52.9513
2021-12-11,52.9513
2021-12-12,52.9513
2021-12-13,52.9513
2021-12-14,52.9513
2021-12-15,52.9513
2021-12-16,52.9513
2021-12-17,52.9513
2021-12-18,52.9513
2021-12-19,52.9513
2021-12-20,52.9513
2021-12-21,52.9513
2021-12-22,52.9513
2021-12-23,52.9513
2021-12-24,52.9513
2021-12-25,52.9513
2021-12-26,52.9513
2021-12-27,52.9513
2021-12-28,52.9513
2021-12-29,52.9513
2021-12-30,52.9513
2021-12-31,52.9513
2022-01-01,52.9513
2022-01-02,52.9513
2022-01-03,52.9513
2022-01-04,52.9513
2022-01-05,52.9513
2022-01-06,52.9513
2022-01-07,52.9513
2022-01-08,52.9513
2022-01-09,52.9513
2022-01-10,52.9513
2022-01-11,52.9513
2022-01-12,52.9513
2022-01-13,52.9513
2022-01-14,52.9513
2022-01-15,52.9513
2022-01-16,52.9513
2022-01-17,52.9513
2022-01-18,52.9513
2022-01-19,52.9513
2022-01-20,52.9513
2022-01-21,52.9513
2022-01-22,52.9513
2022-01-23,52.9513
2022-01-24,52.9513
2022-01-25,52.9513
2022-01-26,52.9513
2022-01-27,52.9513
2022-01-28,52.9513
2022-01-29,52.9513
2022-01-30,52.9513
2022-01-31,52.9513
2022-02-01,52.9513
2022-02-02,52.9513
2022-02-03,52.9513
2022-02-04,52.9513
2022-02-05,52.9513
2022-02-06,52.9513
2022-02-07,52.9513
2022-02-08,52.9513
2022-02-09,52.9513
2022-02-10,52.9513
2022-02-11,52.9513
2022-02-12,52.9513
2022-02-13,52.9513
2022-02-14,52.9513
2022-02-15,52.9513
2022-02-16,52.9513
2022-02-17,52.9513
2022-02-18,52.9513
2022-02-19,52.9513
2022-02-20,52.9513
2022-02-21,52.9513
2022-02-22,52.9513
2022-02-23,52.9513
2022-02-24,52.9513
2022-02-25,52.9513
2022-02-26,52.9513
2022-02-27,52.9513
2022-02-28,52.9513
2022-03-01,52.9513
2022-03-02,52.9513
2022-03-03,52.9513
2022-03-04,52.9513
2022-03-05,52.9513
2022-03-06,52.9513
2022-03-07,52.9513
2022-03-08,52.9513
2022-03-09,52.9513
2022-03-10,52.9513
2022-03-11,52.9513
2022-03-12,52.9513
2022-03-13,52.9513
2022-03-14,52.9513
2022-03-15,52.9513
2022-03-16,52.9513
2022-03-17,52.9513
2022-03-18,52.9513
2022-03-19,52.9513
2022-03-20,52.9513
2022-03-21,52.9513
2022-03-22,52.9513
2022-03-23,52.9513
2022-03-24,52.9513
2022-03-25,52.9513
2022-03-26,52.9513
2022-03-27,52.9513
2022-03-28,52.9513
2022-03-29,52.9513
2022-03-30,52.9513
2022-03-31,52.9513
2022-04-01,52.9513
2022-04-02,52.9513
2022-04-03,52.9513
2022-04-04,52.9513
2022-04-05,52.9513
2022-04-06,52.9513
2022-04-07,52.9513
2022-04-08,52.9513
2022-04-09,52.9513
2022-04-10,52.9513
2022-04-11,52.9513
2022-04-12,52.9513
2022-04-13,52.9513
2022-04-14,52.9513
2022-04-15,52.9513
2022-04-16,52.9513
2022-04-17,52.9513
2022-04-18,52.9513
2022-04-19,52.9513
2022-04-20,52.9513
2022-04-21,52.9513
2022-04-22,52.9513
2022-04-23,52.9513
2022-04-24,52.9513
2022-04-25,52.9513
2022-04-26,52.9513
2022-04-27,52.9513
2022-04-28,52.9513
2022-04-29,52.9513
2022-04-30,52.9513
2022-05-01,52.9513
2022-05-02,52.9513
2022-05-03,52.9513
2022-05-04,52.9513
2022-05-05,52.9513
2022-05-06,52.9513
2022-05-07,52.9513
2022-05-08,52.9513
2022-05-09,52.9513
2022-05-10,52.9513
2022-05-11,52.9513
2022-05-12,52.9513
2022-05-13,52.9513
2022-05-14,52.9513
2022-05-15,52.9513
2022-05-16,52.9513
2022-05-17,52.9513
2022-05-18,52.9513
2022-05-19,52.9513
2022-05-20,52.9513
2022-05-21,52.9513
2022-05-22,52.9513
2022-05-23,52.9513
2022-05-24,52.9513
2022-05-25,52.9513
2022-05-26,52.9513
2022-05-27,52.9513
2022-05-28,52.9513
2022-05-29,52.9513
2022-05-30,52.9513
2022-05-31,52.9513
2022-06-01,52.9513
2022-06-02,52.9513
2022-06-03,52.9513
2022-06-04,52.9513
2022-06-05,52.9513
2022-06-06,52.9513
2022-06-07,52.9513
2022-06-08,52.9513
2022-06-09,52.9513
2022-06-10,52.9513
2022-06-11,52.9513
2022-06-12,52.9513
2022-06-13,52.9513
2022-06-14,52.9513
2022-06-15,52.9513
2022-06-16,52.9513
2022-06-17,52.9513
2022-06-18,52.9513
2022-06-19,52.9513
2022-06-20,52.9513
2022-06-21,52.9513
2022-06-22,52.9513
2022-06-23,52.9513
2022-06-24,52.9513
2022-06-25,52.9513
2022-06-26,52.9513
2022-06-27,52.9513
2022-06-28,52.9513
2022-06-29,52.9513
2022-06-30,52.9513
2022-07-01,52.9513
2022-07-02,52.9513
2022-07-03,52.9513
2022-07-04,52.9513
2022-07-05,52.9513
2022-07-06,52.9513
2022-07-07,52.9513
2022-07-08,52.9513
2022-07-09,52.9513
2022-07-10,52.9513
2022-07-11,52.9513
2022-07-12,52.9513
2022-07-13,52.9513
2022-07-14,52.9513
2022-07-15,52.9513
2022-07-16,52.9513
2022-07-17,52.9513
2022-07-18,52.9513
2022-07-19,52.9513
2022-07-20,52.9513
2022-07-21,52.9513
2022-07-22,52.9513
2022-07-23,52.9513
2022-07-24,52.9513
2022-07-25,52.9513
2022-07-26,52.9513
2022-07-27,52.9513
2022-07-28,52.9513
2022-07-29,52.9513
2022-07-30,52.9513
2022-07-31,52.9513
2022-08-01,52.9513
2022-08-02,52.9513
2022-08-03,52.9513
2022-08-04,52.9513
2022-08-05,52.9513
2022-08-06,52.9513
2022-08-07,52.9513
2022-08-08,52.9513
2022-08-09,52.9513
2022-08-10,52.9513
2022-08-11,52.9513
2022-08-12,52.9513
2022-08-13,52.9513
2022-08-14,52.9513
2022-08-15,52.9513
2022-08-16,52.9513
2022-08-17,52.9513
2022-08-18,52.9513
2022-08-19,52.9513
2022-08-20,52.9513
2022-08-21,52.9513
2022-08-22,52.9513
2022-08-23,52.9513
2022-08-24,52.9513
2022-08-25,52.9513
2022-08-26,52.9513
2022-08-27,52.9513
2022-08-28,52.9513
2022-08-29,52.9513
2022-08-30,52.9513
2022-08-31,52.9513
2022-09-01,52.9513
2022-09-02,52.9513
2022-09-03,52.9513
2022-09-04,52.9513
2022-09-05,52.9513
2022-09-06,52.9513
2022-09-07,52.9513
2022-09-08,52.9513
2022-09-09,52.9513
2022-09-10,52.9513
2022-09-11,52.9513
2022-09-12,52.9513
2022-09-13,52.9513
2022-09-14,52.9513
2022-09-15,52.9513
2022-09-16,52.9513
2022-09-17,52.9513
2022-09-18,52.9513
2022-09-19,52.9513
2022-09-20,52.9513
2022-09-21,52.9513
2022-09-22,52.9513
2022-09-23,52.9513
2022-09-24,52.9513
2022-09-25,52.9513
2022-09-26,52.9513
2022-09-27,52.9513
2022-09-28,52.9513
2022-09-29,52.9513
2022-09-30,52.9513
2022-10-01,52.9513
2022-10-02,52.9513
2022-10-03,52.9513
2022-10-04,52.9513
2022-10-05,52.9513
2022-10-06,52.9513
2022-10-07,52.9513
2022-10-08,52.9513
2022-10-09,52.9513
2022-10-10,52.9513
2022-10-11,52.9513
2022-10-12,52.9513
2022-10-13,52.9513
2022-10-14,52.9513
2022-10-15,52.9513
2022-10-16,52.9513
2022-10-17,52.9513
2022-10-18,52.9513
2022-10-19,52.9513
2022-10-20,52.9513
2022-10-21,52.9513
2022-10-22,52.9513
2022-10-23,52.9513
2022-10-24,52.9513
2022-10-25,52.9513
2022-10-26,52.9513
2022-10-27,52.9513
2022-10-28,52.9513
2022-10-29,52.9513
2022-10-30,52.9513
2022-10-31,52.9513
2022-11-01,52.9513
2022-11-02,52.9513
2022-11-03,52.9513
2022-11-04,52.9513
2022-11-05,52.9513
2022-11-06,52.9513
2022-11-07,52.9513
2022-11-08,52.9513
2022-11-09,52.9513
2022-11-10,52.9513
2022-11-11,52.9513
2022-11-12,52.9513
2022-11-13,52.9513
2022-11-14,52.9513
2022-11-15,52.9513
2022-11-16,52.9513
2022-11-17,52.9513
2022-11-18,52.9513
2022-11-19,52.9513
2022-11-20,52.9513
2022-11-21,52.9513
2022-11-22,52.9513
2022-11-23,52.9513
2022-11-24,52.9513
2022-11-25,52.9513
2022-11-26,52.9513
2022-11-27,52.9513
2022-11-28,52.9513
2022-11-29,52.9513
2022-11-30,52.9513
2022-12-01,52.9513
2022-12-02,52.9513
2022-12-03,52.9513
2022-12-04,52.9513
2022-12-05,52.9513
2022-12-06,52.9513
2022-12-07,52.9513
2022-12-08,52.9513
2022-12-09,52.9513
2022-12-10,52.9513
2022-12-11,52.9513
2022-12-12,52.9513
2022-12-13,52.9513
2022-12-14,52.9513
2022-12-15,52.9513
2022-12-16,52.9513
2022-12-17,52.9513
2022-12-18,52.9513
2022-12-19,52.9513
2022-12-20,52.9513
2022-12-21,52.9513
2022-12-22,52.9513
2022-12-23,52.9513
2022-12-24,52.9513
2022-12-25,52.9513
2022-12-26,52.9513
2022-12-27,52.9513
2022-12-28,52.9513
2022-12-29,52.9513
2022-12-30,52.9513
2022-12-31,52.9513
2023-01-01,52.9513
2023-01-02,52.9513
2023-01-03,52.9513
2023-01-04,52.9513
2023-01-05,52.9513
2023-01-06,52.9513
2023-01-07,52.9513
2023-01-08,52.9513
2023-01-09,52.9513
2023-01-10,52.9513
2023-01-11,52.9513
2023-01-12,52.9513
2023-01-13,52.9513
2023-01-14,52.9513
2023-01-15,52.9513
2023-01-16,52.9513
2023-01-17,52.9513
2023-01-18,52.9513
2023-01-19,52.9513
2023-01-20,52.9513
2023-01-21,52.9513
2023-01-22,52.9513
2023-01-23,52.9513
2023-01-24,52.9513
2023-01-25,52.9513
2023-01-26,52.9513
2023-01-27,52.9513
2023-01-28,52.9513
2023-01-29,52.9513
2023-01-30,52.9513
2023-01-31,52.9513
2023-02-01,52.9513
2023-02-02,52.9513
2023-02-03,52.9513
2023-02-04,52.9513
2023-02-05,52.9513
2023-02-06,52.9513
2023-02-07,52.9513
2023-02-08,52.9513
2023-02-09,52.9513
2023-02-10,52.9513
2023-02-11,52.9513
2023-02-12,52.9513
2023-02-13,52.9513
2023-02-14,52.9513
2023-02-15,52.9513
2023-02-16,52.9513
2023-02-17,52.9513
2023-02-18,52.9513
2023-02-19,52.9513
2023-02-20,52.9513
2023-02-21,52.9513
2023-02-22,52.9513
2023-02-23,52.9513
2023-02-24,52.9513
2023-02-25,52.9513
2023-02-26,52.9513
2023-02-27,52.9513
2023-02-28,52.9513
2023-03-01,52.9513
2023-03-02,52.9513
2023-03-03,52.9513
2023-03-04,52.9513
2023-03-05,52.9513
2023-03-06,52.9513
2023-03-07,52.9513
2023-03-08,52.9513
2023-03-09,52.9513
2023-03-10,52.9513
2023-03-11,52.9513
