,ATO US Equity
2023-03-22,42.241
2023-03-23,41.4049
2023-03-24,45.5462
2023-03-25,45.5462
2023-03-26,45.5462
2023-03-27,46.7309
2023-03-28,46.5023
2023-03-29,48.5177
2023-03-30,49.0713
2023-03-31,49.6451
2023-04-01,49.6451
2023-04-02,49.6451
2023-04-03,47.9807
2023-04-04,48.0384
2023-04-05,53.0095
2023-04-06,53.7293
2023-04-07,53.7293
2023-04-08,53.7293
2023-04-09,53.7293
2023-04-10,54.5367
2023-04-11,54.9123
2023-04-12,54.1867
2023-04-13,51.835
2023-04-14,49.9656
2023-04-15,49.9656
2023-04-16,49.9656
2023-04-17,51.4428
2023-04-18,50.7122
2023-04-19,52.3096
2023-04-20,53.7118
2023-04-21,53.1003
2023-04-22,53.1003
2023-04-23,53.1003
2023-04-24,54.2606
2023-04-25,54.3301
2023-04-26,50.4852
2023-04-27,52.0658
2023-04-28,50.8337
2023-04-29,50.8337
2023-04-30,50.8337
2023-05-01,51.4429
2023-05-02,48.0622
2023-05-03,49.0022
2023-05-04,55.8457
2023-05-05,55.2383
2023-05-06,55.2383
2023-05-07,55.2383
2023-05-08,55.6129
2023-05-09,56.4177
2023-05-10,57.4283
2023-05-11,55.4416
2023-05-12,56.7837
2023-05-13,56.7837
2023-05-14,56.7837
2023-05-15,54.2713
2023-05-16,51.8378
2023-05-17,52.9162
2023-05-18,51.8967
2023-05-19,53.5514
2023-05-20,53.5514
2023-05-21,53.5514
2023-05-22,53.2488
2023-05-23,53.2919
2023-05-24,53.3068
2023-05-25,50.6903
2023-05-26,48.8878
2023-05-27,48.8878
2023-05-28,48.8878
2023-05-29,48.8878
2023-05-30,50.0641
2023-05-31,51.411
2023-06-01,46.5101
2023-06-02,50.2543
2023-06-03,50.2543
2023-06-04,50.2543
2023-06-05,50.3716
2023-06-06,51.2197
2023-06-07,54.0286
2023-06-08,54.5236
2023-06-09,54.2383
2023-06-10,54.2383
2023-06-11,54.2383
2023-06-12,54.4847
2023-06-13,54.5889
2023-06-14,53.6812
2023-06-15,54.3409
2023-06-16,53.4226
2023-06-17,53.4226
2023-06-18,53.4226
2023-06-19,53.4226
2023-06-20,51.423
2023-06-21,54.1435
2023-06-22,51.2457
2023-06-23,48.714
2023-06-24,48.714
2023-06-25,48.714
2023-06-26,51.82
2023-06-27,53.0989
2023-06-28,49.9477
2023-06-29,50.6385
2023-06-30,51.6429
2023-07-01,51.6429
2023-07-02,51.6429
2023-07-03,53.1229
2023-07-04,53.1229
2023-07-05,55.036
2023-07-06,53.2076
2023-07-07,52.8101
2023-07-08,52.8101
2023-07-09,52.8101
2023-07-10,53.2344
2023-07-11,54.6408
2023-07-12,57.4226
2023-07-13,57.4511
2023-07-14,55.6176
2023-07-15,55.6176
2023-07-16,55.6176
2023-07-17,55.9999
2023-07-18,55.3294
2023-07-19,58.1069
2023-07-20,59.5508
2023-07-21,61.0627
2023-07-22,61.0627
2023-07-23,61.0627
2023-07-24,60.8275
2023-07-25,61.7692
2023-07-26,62.5365
2023-07-27,57.9197
2023-07-28,57.5924
2023-07-29,57.5924
2023-07-30,57.5924
2023-07-31,56.7832
2023-08-01,55.4402
2023-08-02,56.1337
2023-08-03,50.1031
2023-08-04,48.2748
2023-08-05,48.2748
2023-08-06,48.2748
2023-08-07,49.5561
2023-08-08,48.101
2023-08-09,48.724
2023-08-10,47.8158
2023-08-11,48.7657
2023-08-12,48.7657
2023-08-13,48.7657
2023-08-14,46.6403
2023-08-15,44.0936
2023-08-16,45.9834
2023-08-17,47.9184
2023-08-18,49.7908
2023-08-19,49.7908
2023-08-20,49.7908
2023-08-21,49.3946
2023-08-22,49.9008
2023-08-23,48.9626
2023-08-24,48.7539
2023-08-25,51.2912
2023-08-26,51.2912
2023-08-27,51.2912
2023-08-28,49.5536
2023-08-29,50.4127
2023-08-30,50.6302
2023-08-31,47.8479
2023-09-01,46.9395
2023-09-02,46.9395
2023-09-03,46.9395
2023-09-04,46.9395
2023-09-05,41.4302
2023-09-06,41.5394
2023-09-07,45.2561
2023-09-08,45.5613
2023-09-09,45.5613
2023-09-10,45.5613
2023-09-11,45.1276
2023-09-12,45.0389
2023-09-13,47.9594
2023-09-14,50.1439
2023-09-15,47.6068
2023-09-16,47.6068
2023-09-17,47.6068
2023-09-18,46.6836
2023-09-19,45.9428
2023-09-20,46.0939
2023-09-21,41.7481
2023-09-22,40.5095
2023-09-23,40.5095
2023-09-24,40.5095
2023-09-25,39.9355
2023-09-26,35.0721
2023-09-27,34.4277
2023-09-28,33.7492
2023-09-29,33.7983
2023-09-30,33.7983
2023-10-01,33.7983
2023-10-02,30.1377
2023-10-03,33.8327
2023-10-04,38.0584
2023-10-05,40.32
2023-10-06,42.4551
2023-10-07,42.4551
2023-10-08,42.4551
2023-10-09,44.5622
2023-10-10,46.5342
2023-10-11,48.2332
2023-10-12,47.1835
2023-10-13,48.6669
2023-10-14,48.6669
2023-10-15,48.6669
2023-10-16,49.1309
2023-10-17,49.9627
2023-10-18,48.5096
2023-10-19,45.6344
2023-10-20,43.6496
2023-10-21,43.6496
2023-10-22,43.6496
2023-10-23,42.2248
2023-10-24,43.9084
2023-10-25,43.4323
2023-10-26,44.2338
2023-10-27,40.4191
2023-10-28,40.4191
2023-10-29,40.4191
2023-10-30,41.0565
2023-10-31,43.4428
2023-11-01,45.338
2023-11-02,49.9896
2023-11-03,50.1676
2023-11-04,50.1676
2023-11-05,50.1676
2023-11-06,48.8748
2023-11-07,47.5275
2023-11-08,46.5943
2023-11-09,50.0669
2023-11-10,50.2657
2023-11-11,50.2657
2023-11-12,50.2657
2023-11-13,49.7704
2023-11-14,54.5901
2023-11-15,53.5171
2023-11-16,54.3091
2023-11-17,54.0344
2023-11-18,54.0344
2023-11-19,54.0344
2023-11-20,52.2481
2023-11-21,49.9473
2023-11-22,52.3326
2023-11-23,52.3326
2023-11-24,51.8972
2023-11-25,51.8972
2023-11-26,51.8972
2023-11-27,52.9549
2023-11-28,52.6927
2023-11-29,51.8393
2023-11-30,54.8012
2023-12-01,54.8665
2023-12-02,54.8665
2023-12-03,54.8665
2023-12-04,56.6005
2023-12-05,54.4953
2023-12-06,55.8827
2023-12-07,55.471
2023-12-08,53.2981
2023-12-09,53.2981
2023-12-10,53.2981
2023-12-11,53.017
2023-12-12,53.7026
2023-12-13,58.8518
2023-12-14,55.8723
2023-12-15,54.7528
2023-12-16,54.7528
2023-12-17,54.7528
2023-12-18,53.6983
2023-12-19,55.1383
2023-12-20,51.3588
2023-12-21,52.3603
2023-12-22,54.2752
2023-12-23,54.2752
2023-12-24,54.2752
2023-12-25,54.2752
2023-12-26,55.7043
2023-12-27,55.8786
2023-12-28,56.1384
2023-12-29,55.7564
2023-12-30,55.7564
2023-12-31,55.7564
2024-01-01,55.7564
2024-01-02,57.4697
2024-01-03,59.1994
2024-01-04,58.255
2024-01-05,58.8691
2024-01-06,58.8691
2024-01-07,58.8691
2024-01-08,60.254
2024-01-09,59.0947
2024-01-10,58.3365
2024-01-11,52.559
2024-01-12,53.2815
2024-01-13,53.2815
2024-01-14,53.2815
2024-01-15,53.2815
2024-01-16,49.9195
2024-01-17,47.4903
2024-01-18,46.9436
2024-01-19,48.2361
2024-01-20,48.2361
2024-01-21,48.2361
2024-01-22,48.3563
2024-01-23,47.5196
2024-01-24,44.2607
2024-01-25,50.1778
2024-01-26,49.7809
2024-01-27,49.7809
2024-01-28,49.7809
2024-01-29,50.8056
2024-01-30,51.2648
2024-01-31,50.1604
2024-02-01,53.5224
2024-02-02,49.733
2024-02-03,49.733
2024-02-04,49.733
2024-02-05,46.386
2024-02-06,46.4422
2024-02-07,46.6736
2024-02-08,48.588
2024-02-09,48.9295
2024-02-10,48.9295
2024-02-11,48.9295
2024-02-12,50.6072
2024-02-13,46.6033
2024-02-14,48.8901
2024-02-15,51.1593
2024-02-16,50.583
2024-02-17,50.583
2024-02-18,50.583
2024-02-19,50.583
2024-02-20,50.1085
2024-02-21,51.9035
2024-02-22,50.9553
2024-02-23,49.7712
2024-02-24,49.7712
2024-02-25,49.7712
2024-02-26,47.6804
2024-02-27,49.4345
2024-02-28,49.303
2024-02-29,50.1844
2024-03-01,49.826
2024-03-02,49.826
2024-03-03,49.826
2024-03-04,53.5448
2024-03-05,53.0856
2024-03-06,54.4451
2024-03-07,55.1536
2024-03-08,55.5751
2024-03-09,55.5751
2024-03-10,55.5751
2024-03-11,57.686
2024-03-12,56.5552
2024-03-13,55.8707
2024-03-14,52.8366
2024-03-15,52.0669
2024-03-16,52.0669
2024-03-17,52.0669
2024-03-18,53.7785
2024-03-19,54.5016
2024-03-20,55.8907
2024-03-21,56.5201
2024-03-22,55.8703
2024-03-23,55.8703
2024-03-24,55.8703
2024-03-25,54.6945
2024-03-26,52.6225
2024-03-27,58.3961
2024-03-28,59.4325
2024-03-29,59.4325
2024-03-30,59.4325
2024-03-31,59.4325
2024-04-01,56.9772
2024-04-02,56.7869
2024-04-03,54.89
2024-04-04,52.9681
2024-04-05,53.17
2024-04-06,53.17
2024-04-07,53.17
2024-04-08,53.3771
