,PFS US Equity
2020-11-24,64.1966
2020-11-25,61.7814
2020-11-26,61.7814
2020-11-27,60.8343
2020-11-28,60.8343
2020-11-29,60.8343
2020-11-30,57.6896
2020-12-01,59.5762
2020-12-02,59.9609
2020-12-03,60.6201
2020-12-04,63.2695
2020-12-05,63.2695
2020-12-06,63.2695
2020-12-07,63.656
2020-12-08,63.9414
2020-12-09,64.0145
2020-12-10,64.0145
2020-12-11,62.722
2020-12-12,62.722
2020-12-13,62.722
2020-12-14,63.4058
2020-12-15,64.8574
2020-12-16,64.3578
2020-12-17,65.0345
2020-12-18,61.6174
2020-12-19,61.6174
2020-12-20,61.6174
2020-12-21,62.0896
2020-12-22,61.5202
2020-12-23,63.7148
2020-12-24,63.6412
2020-12-25,63.6412
2020-12-26,63.6412
2020-12-27,63.6412
2020-12-28,64.5316
2020-12-29,62.9372
2020-12-30,63.8179
2020-12-31,63.1197
2021-01-01,63.1197
2021-01-02,63.1197
2021-01-03,63.1197
2021-01-04,62.5689
2021-01-05,63.6472
2021-01-06,69.3297
2021-01-07,70.5294
2021-01-08,66.1429
2021-01-09,66.1429
2021-01-10,66.1429
2021-01-11,67.6257
2021-01-12,67.6605
2021-01-13,63.6852
2021-01-14,65.0508
2021-01-15,62.7455
2021-01-16,62.7455
2021-01-17,62.7455
2021-01-18,62.7455
2021-01-19,64.2118
2021-01-20,64.3265
2021-01-21,61.6691
2021-01-22,62.2483
2021-01-23,62.2483
2021-01-24,62.2483
2021-01-25,63.3926
2021-01-26,59.4635
2021-01-27,56.283
2021-01-28,57.1046
2021-01-29,55.8971
2021-01-30,55.8971
2021-01-31,55.8971
2021-02-01,52.9989
2021-02-02,54.0344
2021-02-03,54.1835
2021-02-04,56.4266
2021-02-05,57.6845
2021-02-06,57.6845
2021-02-07,57.6845
2021-02-08,60.685
2021-02-09,61.8214
2021-02-10,60.0265
2021-02-11,59.767
2021-02-12,60.5606
2021-02-13,60.5606
2021-02-14,60.5606
2021-02-15,60.5606
2021-02-16,59.7478
2021-02-17,59.4725
2021-02-18,58.4283
2021-02-19,60.257
2021-02-20,60.257
2021-02-21,60.257
2021-02-22,60.8663
2021-02-23,62.7302
2021-02-24,64.8029
2021-02-25,63.4617
2021-02-26,61.4163
2021-02-27,61.4163
2021-02-28,61.4163
2021-03-01,62.9601
2021-03-02,60.3891
2021-03-03,62.3338
2021-03-04,62.8484
2021-03-05,69.167
2021-03-06,69.167
2021-03-07,69.167
2021-03-08,72.1518
2021-03-09,67.7963
2021-03-10,69.0197
2021-03-11,69.4662
2021-03-12,70.2696
2021-03-13,70.2696
2021-03-14,70.2696
2021-03-15,66.9397
2021-03-16,64.0941
2021-03-17,64.0355
2021-03-18,64.8346
2021-03-19,64.9688
2021-03-20,64.9688
2021-03-21,64.9688
2021-03-22,60.4354
2021-03-23,56.4166
2021-03-24,56.3649
2021-03-25,58.3018
2021-03-26,61.0742
2021-03-27,61.0742
2021-03-28,61.0742
2021-03-29,56.855
2021-03-30,58.2028
2021-03-31,58.0002
2021-04-01,58.6334
2021-04-02,58.6334
2021-04-03,58.6334
2021-04-04,58.6334
2021-04-05,59.5608
2021-04-06,59.6357
2021-04-07,59.3514
2021-04-08,59.944
2021-04-09,60.9644
2021-04-10,60.9644
2021-04-11,60.9644
2021-04-12,61.2004
2021-04-13,59.106
2021-04-14,60.7411
2021-04-15,60.8625
2021-04-16,61.0701
2021-04-17,61.0701
2021-04-18,61.0701
2021-04-19,60.8032
2021-04-20,55.9936
2021-04-21,58.2843
2021-04-22,57.8566
2021-04-23,60.8296
2021-04-24,60.8296
2021-04-25,60.8296
2021-04-26,60.9111
2021-04-27,61.4913
2021-04-28,60.9564
2021-04-29,62.3537
2021-04-30,59.2938
2021-05-01,59.2938
2021-05-02,59.2938
2021-05-03,62.2902
2021-05-04,64.2918
2021-05-05,63.8946
2021-05-06,65.1923
2021-05-07,65.7382
2021-05-08,65.7382
2021-05-09,65.7382
2021-05-10,65.455
2021-05-11,64.0981
2021-05-12,59.6544
2021-05-13,64.139
2021-05-14,64.7785
2021-05-15,64.7785
2021-05-16,64.7785
2021-05-17,65.3118
2021-05-18,61.2207
2021-05-19,61.097
2021-05-20,61.5392
2021-05-21,62.8881
2021-05-22,62.8881
2021-05-23,62.8881
2021-05-24,61.8324
2021-05-25,56.3299
2021-05-26,58.4547
2021-05-27,60.1784
2021-05-28,60.1184
2021-05-29,60.1184
2021-05-30,60.1184
2021-05-31,60.1184
2021-06-01,60.9641
2021-06-02,59.1717
2021-06-03,59.2145
2021-06-04,59.478
2021-06-05,59.478
2021-06-06,59.478
2021-06-07,59.3458
2021-06-08,59.7622
2021-06-09,56.6921
2021-06-10,54.732
2021-06-11,55.5525
2021-06-12,55.5525
2021-06-13,55.5525
2021-06-14,54.7189
2021-06-15,55.7235
2021-06-16,56.6657
2021-06-17,49.9465
2021-06-18,45.437
2021-06-19,45.437
2021-06-20,45.437
2021-06-21,49.5653
2021-06-22,48.2107
2021-06-23,47.4915
2021-06-24,49.6666
2021-06-25,50.4254
2021-06-26,50.4254
2021-06-27,50.4254
2021-06-28,46.0672
2021-06-29,45.7526
2021-06-30,45.7064
2021-07-01,47.0864
2021-07-02,44.8236
2021-07-03,44.8236
2021-07-04,44.8236
2021-07-05,44.8236
2021-07-06,42.4078
2021-07-07,42.1939
2021-07-08,40.3419
2021-07-09,43.875
2021-07-10,43.875
2021-07-11,43.875
2021-07-12,45.3033
2021-07-13,42.9547
2021-07-14,42.9121
2021-07-15,44.2286
2021-07-16,42.509
2021-07-17,42.509
2021-07-18,42.509
2021-07-19,39.4948
2021-07-20,41.9131
2021-07-21,43.4712
2021-07-22,40.501
2021-07-23,40.8962
2021-07-24,40.8962
2021-07-25,40.8962
2021-07-26,42.0898
2021-07-27,42.048
2021-07-28,43.8381
2021-07-29,44.8611
2021-07-30,44.1221
2021-07-31,44.1221
2021-08-01,44.1221
2021-08-02,43.5195
2021-08-03,45.9289
2021-08-04,44.1698
2021-08-05,46.7364
2021-08-06,49.4096
2021-08-07,49.4096
2021-08-08,49.4096
2021-08-09,47.9653
2021-08-10,49.3902
2021-08-11,51.6235
2021-08-12,50.2029
2021-08-13,49.5241
2021-08-14,49.5241
2021-08-15,49.5241
2021-08-16,48.7375
2021-08-17,48.0014
2021-08-18,46.5973
2021-08-19,45.4263
2021-08-20,47.9557
2021-08-21,47.9557
2021-08-22,47.9557
2021-08-23,49.0354
2021-08-24,48.7601
2021-08-25,48.5907
2021-08-26,46.9595
2021-08-27,50.4042
2021-08-28,50.4042
2021-08-29,50.4042
2021-08-30,48.2791
2021-08-31,49.2118
2021-09-01,48.2553
2021-09-02,48.8601
2021-09-03,47.9897
2021-09-04,47.9897
2021-09-05,47.9897
2021-09-06,47.9897
2021-09-07,50.0163
2021-09-08,49.0575
2021-09-09,49.4957
2021-09-10,48.9359
2021-09-11,48.9359
2021-09-12,48.9359
2021-09-13,51.46
2021-09-14,49.4984
2021-09-15,50.5673
2021-09-16,49.4215
2021-09-17,50.3906
2021-09-18,50.3906
2021-09-19,50.3906
2021-09-20,47.3851
2021-09-21,47.1428
2021-09-22,50.3606
2021-09-23,53.4702
2021-09-24,54.2682
2021-09-25,54.2682
2021-09-26,54.2682
2021-09-27,58.7148
2021-09-28,57.6908
2021-09-29,58.6847
2021-09-30,56.6872
2021-10-01,58.6455
2021-10-02,58.6455
2021-10-03,58.6455
2021-10-04,60.5385
2021-10-05,60.8628
2021-10-06,62.5894
2021-10-07,61.9938
2021-10-08,62.3643
2021-10-09,62.3643
2021-10-10,62.3643
2021-10-11,62.3643
2021-10-12,62.7529
2021-10-13,60.0279
2021-10-14,61.6493
2021-10-15,61.0886
2021-10-16,61.0886
2021-10-17,61.0886
2021-10-18,60.1188
2021-10-19,59.873
2021-10-20,61.657
2021-10-21,59.5811
2021-10-22,61.0464
2021-10-23,61.0464
2021-10-24,61.0464
2021-10-25,61.4215
2021-10-26,60.3058
2021-10-27,54.1958
2021-10-28,58.5412
2021-10-29,57.9578
2021-10-30,57.9578
2021-10-31,57.9578
2021-11-01,61.0682
2021-11-02,58.6779
2021-11-03,61.2902
2021-11-04,58.1773
2021-11-05,60.6145
2021-11-06,60.6145
2021-11-07,60.6145
2021-11-08,60.7485
2021-11-09,59.4927
2021-11-10,60.4879
2021-11-11,60.5833
2021-11-12,58.9632
2021-11-13,58.9632
2021-11-14,58.9632
2021-11-15,58.376
2021-11-16,56.8388
2021-11-17,55.2618
2021-11-18,55.5517
2021-11-19,53.3347
2021-11-20,53.3347
2021-11-21,53.3347
2021-11-22,55.9179
2021-11-23,57.943
2021-11-24,56.7048
2021-11-25,56.7048
2021-11-26,50.5872
2021-11-27,50.5872
2021-11-28,50.5872
2021-11-29,49.6341
2021-11-30,46.5709
2021-12-01,45.1303
2021-12-02,49.3892
2021-12-03,47.5087
2021-12-04,47.5087
2021-12-05,47.5087
2021-12-06,49.6614
2021-12-07,48.156
2021-12-08,47.5174
2021-12-09,46.5073
2021-12-10,47.599
2021-12-11,47.599
2021-12-12,47.599
2021-12-13,46.243
2021-12-14,46.9312
2021-12-15,46.0443
2021-12-16,48.378
2021-12-17,49.2977
2021-12-18,49.2977
2021-12-19,49.2977
2021-12-20,47.5451
2021-12-21,50.1137
2021-12-22,51.0001
2021-12-23,52.1724
2021-12-24,52.1724
2021-12-25,52.1724
2021-12-26,52.1724
2021-12-27,52.8146
2021-12-28,52.8741
2021-12-29,52.5314
2021-12-30,52.3909
2021-12-31,51.5353
2022-01-01,51.5353
2022-01-02,51.5353
2022-01-03,53.9349
2022-01-04,56.6927
2022-01-05,55.8654
2022-01-06,59.8344
2022-01-07,61.6196
2022-01-08,61.6196
2022-01-09,61.6196
2022-01-10,60.6895
2022-01-11,58.4092
2022-01-12,57.5884
2022-01-13,59.1017
2022-01-14,60.3053
2022-01-15,60.3053
2022-01-16,60.3053
2022-01-17,60.3053
2022-01-18,57.6353
2022-01-19,53.3747
2022-01-20,48.3992
2022-01-21,47.6153
2022-01-22,47.6153
2022-01-23,47.6153
2022-01-24,49.6057
2022-01-25,48.9066
2022-01-26,47.5212
2022-01-27,44.9939
2022-01-28,47.3851
2022-01-29,47.3851
2022-01-30,47.3851
2022-01-31,48.6017
2022-02-01,48.6017
2022-02-02,46.5845
2022-02-03,47.5496
2022-02-04,48.449
2022-02-05,48.449
2022-02-06,48.449
2022-02-07,48.7089
2022-02-08,50.5157
2022-02-09,47.9567
2022-02-10,47.4665
2022-02-11,47.8799
2022-02-12,47.8799
2022-02-13,47.8799
2022-02-14,46.431
2022-02-15,49.1969
2022-02-16,49.8663
2022-02-17,47.2879
2022-02-18,48.1886
2022-02-19,48.1886
2022-02-20,48.1886
2022-02-21,48.1886
2022-02-22,47.9928
2022-02-23,46.6213
2022-02-24,44.1359
2022-02-25,48.2062
2022-02-26,48.2062
2022-02-27,48.2062
2022-02-28,48.4787
2022-03-01,44.5951
2022-03-02,48.651
2022-03-03,48.651
2022-03-04,46.9622
2022-03-05,46.9622
2022-03-06,46.9622
2022-03-07,43.9207
2022-03-08,44.2664
2022-03-09,46.1884
2022-03-10,47.5256
2022-03-11,47.9271
2022-03-12,47.9271
2022-03-13,47.9271
2022-03-14,48.8716
2022-03-15,48.0347
2022-03-16,50.5289
2022-03-17,49.016
2022-03-18,50.288
2022-03-19,50.288
2022-03-20,50.288
2022-03-21,49.2183
2022-03-22,49.7025
2022-03-23,45.7683
2022-03-24,48.3344
2022-03-25,49.2739
2022-03-26,49.2739
2022-03-27,49.2739
2022-03-28,48.9451
2022-03-29,50.78
2022-03-30,49.419
2022-03-31,47.8277
2022-04-01,47.9721
2022-04-02,47.9721
2022-04-03,47.9721
2022-04-04,46.8322
2022-04-05,46.2966
2022-04-06,44.4559
2022-04-07,41.8147
2022-04-08,40.0406
2022-04-09,40.0406
2022-04-10,40.0406
2022-04-11,39.7033
2022-04-12,39.3603
2022-04-13,43.1694
2022-04-14,41.4343
2022-04-15,41.4343
2022-04-16,41.4343
2022-04-17,41.4343
2022-04-18,41.6017
2022-04-19,45.5478
2022-04-20,46.6886
2022-04-21,46.995
2022-04-22,43.8659
2022-04-23,43.8659
2022-04-24,43.8659
2022-04-25,43.1233
2022-04-26,40.8012
2022-04-27,39.9454
2022-04-28,42.5229
2022-04-29,43.0935
2022-04-30,43.0935
2022-05-01,43.0935
2022-05-02,41.335
2022-05-03,44.0238
2022-05-04,48.6024
2022-05-05,45.9083
2022-05-06,46.5498
2022-05-07,46.5498
2022-05-08,46.5498
2022-05-09,46.9116
2022-05-10,44.0721
2022-05-11,43.1902
2022-05-12,44.3548
2022-05-13,44.0435
2022-05-14,44.0435
2022-05-15,44.0435
2022-05-16,43.9796
2022-05-17,49.0961
2022-05-18,48.4134
2022-05-19,46.0927
2022-05-20,46.5471
2022-05-21,46.5471
2022-05-22,46.5471
2022-05-23,50.0328
2022-05-24,50.6569
2022-05-25,50.9386
2022-05-26,52.2089
2022-05-27,54.186
2022-05-28,54.186
2022-05-29,54.186
2022-05-30,54.186
2022-05-31,53.3205
2022-06-01,53.3905
2022-06-02,54.6569
2022-06-03,51.2178
2022-06-04,51.2178
2022-06-05,51.2178
2022-06-06,53.065
2022-06-07,52.9852
2022-06-08,49.6618
2022-06-09,47.2383
2022-06-10,44.7153
2022-06-11,44.7153
2022-06-12,44.7153
2022-06-13,43.1469
2022-06-14,44.4372
2022-06-15,48.4465
2022-06-16,44.3262
2022-06-17,44.6948
2022-06-18,44.6948
2022-06-19,44.6948
2022-06-20,44.6948
2022-06-21,47.9061
2022-06-22,47.8422
2022-06-23,46.4957
2022-06-24,48.6323
2022-06-25,48.6323
2022-06-26,48.6323
2022-06-27,49.4673
2022-06-28,49.8886
2022-06-29,48.0246
2022-06-30,49.0458
2022-07-01,53.8073
2022-07-02,53.8073
2022-07-03,53.8073
2022-07-04,53.8073
2022-07-05,52.59
2022-07-06,50.8403
2022-07-07,49.879
2022-07-08,50.7731
2022-07-09,50.7731
2022-07-10,50.7731
2022-07-11,50.0624
2022-07-12,50.2784
2022-07-13,48.8221
2022-07-14,47.1275
2022-07-15,50.4626
2022-07-16,50.4626
2022-07-17,50.4626
2022-07-18,51.5171
2022-07-19,55.3215
2022-07-20,55.5703
2022-07-21,55.3313
2022-07-22,55.0862
2022-07-23,55.0862
2022-07-24,55.0862
2022-07-25,57.733
2022-07-26,57.7958
2022-07-27,59.7729
2022-07-28,60.0151
2022-07-29,62.3044
2022-07-30,62.3044
2022-07-31,62.3044
2022-08-01,61.4643
2022-08-02,59.4377
2022-08-03,58.352
2022-08-04,59.6236
2022-08-05,59.877
2022-08-06,59.877
2022-08-07,59.877
2022-08-08,60.0069
2022-08-09,60.7299
2022-08-10,61.1265
2022-08-11,63.8002
2022-08-12,65.8809
2022-08-13,65.8809
2022-08-14,65.8809
2022-08-15,67.5429
2022-08-16,68.3656
2022-08-17,68.8757
2022-08-18,69.336
2022-08-19,62.5323
2022-08-20,62.5323
2022-08-21,62.5323
2022-08-22,57.6832
2022-08-23,56.4027
2022-08-24,55.1365
2022-08-25,56.6142
2022-08-26,53.703
2022-08-27,53.703
2022-08-28,53.703
2022-08-29,50.4085
2022-08-30,49.8203
2022-08-31,48.2196
2022-09-01,47.5019
2022-09-02,46.6402
2022-09-03,46.6402
2022-09-04,46.6402
2022-09-05,46.6402
2022-09-06,43.1952
2022-09-07,45.1669
2022-09-08,47.1439
2022-09-09,48.6009
2022-09-10,48.6009
2022-09-11,48.6009
2022-09-12,50.5312
2022-09-13,46.7583
2022-09-14,46.6249
2022-09-15,49.0314
2022-09-16,50.5451
2022-09-17,50.5451
2022-09-18,50.5451
2022-09-19,52.2227
2022-09-20,53.0465
2022-09-21,52.4231
2022-09-22,51.4842
2022-09-23,49.3508
2022-09-24,49.3508
2022-09-25,49.3508
2022-09-26,48.3878
2022-09-27,33.3992
2022-09-28,32.4634
2022-09-29,31.8247
2022-09-30,30.68
2022-10-01,30.68
2022-10-02,30.68
2022-10-03,33.3118
2022-10-04,36.8548
2022-10-05,36.3355
2022-10-06,35.3835
2022-10-07,32.6886
2022-10-08,32.6886
2022-10-09,32.6886
2022-10-10,33.1217
2022-10-11,35.3452
2022-10-12,35.6308
2022-10-13,42.1128
2022-10-14,40.7274
2022-10-15,40.7274
2022-10-16,40.7274
2022-10-17,44.115
2022-10-18,43.8874
2022-10-19,43.5619
2022-10-20,40.7899
2022-10-21,43.5471
2022-10-22,43.5471
2022-10-23,43.5471
2022-10-24,45.5431
2022-10-25,46.0505
2022-10-26,45.3702
2022-10-27,45.6077
2022-10-28,53.2319
2022-10-29,53.2319
2022-10-30,53.2319
2022-10-31,53.3252
2022-11-01,52.9426
2022-11-02,50.7368
2022-11-03,49.4375
2022-11-04,52.929
2022-11-05,52.929
2022-11-06,52.929
2022-11-07,52.0264
2022-11-08,50.9169
2022-11-09,51.8878
2022-11-10,55.7921
2022-11-11,55.2268
2022-11-12,55.2268
2022-11-13,55.2268
2022-11-14,54.4279
2022-11-15,55.0525
2022-11-16,52.6964
2022-11-17,51.9669
2022-11-18,52.23
2022-11-19,52.23
2022-11-20,52.23
2022-11-21,53.185
2022-11-22,54.1852
2022-11-23,54.2915
2022-11-24,54.2915
2022-11-25,54.6724
2022-11-26,54.6724
2022-11-27,54.6724
2022-11-28,50.794
2022-11-29,51.3696
2022-11-30,53.6684
2022-12-01,52.5404
2022-12-02,53.3296
2022-12-03,53.3296
2022-12-04,53.3296
2022-12-05,49.7247
2022-12-06,50.2553
2022-12-07,49.3572
2022-12-08,50.2765
2022-12-09,50.2136
2022-12-10,50.2136
2022-12-11,50.2136
2022-12-12,50.1487
2022-12-13,50.4138
2022-12-14,45.5871
2022-12-15,43.7848
2022-12-16,42.22
2022-12-17,42.22
2022-12-18,42.22
2022-12-19,44.4167
2022-12-20,45.7921
2022-12-21,47.8609
2022-12-22,47.1405
2022-12-23,47.7507
2022-12-24,47.7507
2022-12-25,47.7507
2022-12-26,47.7507
2022-12-27,47.7507
2022-12-28,46.351
2022-12-29,48.0689
2022-12-30,47.5439
2022-12-31,47.5439
2023-01-01,47.5439
2023-01-02,47.5439
2023-01-03,48.4181
2023-01-04,48.6394
2023-01-05,46.8374
2023-01-06,50.8912
2023-01-07,50.8912
2023-01-08,50.8912
2023-01-09,49.7011
2023-01-10,51.3622
2023-01-11,52.3126
2023-01-12,53.9098
2023-01-13,54.6302
2023-01-14,54.6302
2023-01-15,54.6302
2023-01-16,54.6302
2023-01-17,54.6302
2023-01-18,51.2771
2023-01-19,51.846
2023-01-20,55.1628
2023-01-21,55.1628
2023-01-22,55.1628
2023-01-23,55.2279
2023-01-24,54.4106
2023-01-25,53.5902
2023-01-26,54.0914
2023-01-27,58.8826
2023-01-28,58.8826
2023-01-29,58.8826
2023-01-30,57.4385
2023-01-31,60.4489
2023-02-01,61.8711
2023-02-02,63.8373
2023-02-03,64.6317
2023-02-04,64.6317
2023-02-05,64.6317
2023-02-06,63.0205
2023-02-07,64.9774
2023-02-08,63.6375
2023-02-09,60.5916
2023-02-10,61.4638
2023-02-11,61.4638
2023-02-12,61.4638
2023-02-13,61.376
2023-02-14,58.0303
2023-02-15,58.8631
2023-02-16,59.3988
2023-02-17,60.6932
2023-02-18,60.6932
2023-02-19,60.6932
2023-02-20,60.6932
2023-02-21,57.1788
2023-02-22,55.0088
2023-02-23,55.9064
2023-02-24,55.5786
2023-02-25,55.5786
2023-02-26,55.5786
2023-02-27,56.5019
2023-02-28,55.2296
2023-03-01,53.8906
2023-03-02,53.5548
2023-03-03,55.2147
2023-03-04,55.2147
2023-03-05,55.2147
2023-03-06,50.5802
2023-03-07,46.3444
2023-03-08,47.6299
2023-03-09,39.8944
2023-03-10,38.2052
2023-03-11,38.2052
2023-03-12,38.2052
2023-03-13,34.3764
2023-03-14,39.2585
2023-03-15,40.5191
2023-03-16,41.4453
2023-03-17,38.2337
2023-03-18,38.2337
