,CODI US Equity
2020-04-28,58.7267
2020-04-29,61.0415
2020-04-30,58.3776
2020-05-01,51.8561
2020-05-02,51.8561
2020-05-03,51.8561
2020-05-04,54.0093
2020-05-05,47.3291
2020-05-06,47.2038
2020-05-07,47.8325
2020-05-08,48.6943
2020-05-09,48.6943
2020-05-10,48.6943
2020-05-11,47.8493
2020-05-12,45.4791
2020-05-13,44.417
2020-05-14,44.7349
2020-05-15,44.5766
2020-05-16,44.5766
2020-05-17,44.5766
2020-05-18,47.5213
2020-05-19,48.8356
2020-05-20,49.0199
2020-05-21,49.0516
2020-05-22,48.5219
2020-05-23,48.5219
2020-05-24,48.5219
2020-05-25,48.5219
2020-05-26,49.582
2020-05-27,50.3424
2020-05-28,49.8353
2020-05-29,49.5599
2020-05-30,49.5599
2020-05-31,49.5599
2020-06-01,49.7037
2020-06-02,50.1447
2020-06-03,51.6787
2020-06-04,50.6801
2020-06-05,53.7389
2020-06-06,53.7389
2020-06-07,53.7389
2020-06-08,55.4985
2020-06-09,55.4985
2020-06-10,53.0927
2020-06-11,52.1806
2020-06-12,54.1301
2020-06-13,54.1301
2020-06-14,54.1301
2020-06-15,53.1519
2020-06-16,52.3768
2020-06-17,52.0051
2020-06-18,53.1141
2020-06-19,52.7661
2020-06-20,52.7661
2020-06-21,52.7661
2020-06-22,52.1041
2020-06-23,51.0009
2020-06-24,48.3331
2020-06-25,48.2089
2020-06-26,46.085
2020-06-27,46.085
2020-06-28,46.085
2020-06-29,46.1322
2020-06-30,49.3874
2020-07-01,47.0273
2020-07-02,48.8463
2020-07-03,48.8463
2020-07-04,48.8463
2020-07-05,48.8463
2020-07-06,48.3437
2020-07-07,47.3771
2020-07-08,46.913
2020-07-09,44.7685
2020-07-10,46.7538
2020-07-11,46.7538
2020-07-12,46.7538
2020-07-13,47.4684
2020-07-14,49.2987
2020-07-15,50.6045
2020-07-16,49.6131
2020-07-17,49.4699
2020-07-18,49.4699
2020-07-19,49.4699
2020-07-20,47.1244
2020-07-21,48.4887
2020-07-22,48.2502
2020-07-23,48.5122
2020-07-24,47.13
2020-07-25,47.13
2020-07-26,47.13
2020-07-27,45.7806
2020-07-28,46.9589
2020-07-29,47.0156
2020-07-30,46.1979
2020-07-31,45.9396
2020-08-01,45.9396
2020-08-02,45.9396
2020-08-03,48.5011
2020-08-04,48.5011
2020-08-05,49.9758
2020-08-06,52.1855
2020-08-07,53.6517
2020-08-08,53.6517
2020-08-09,53.6517
2020-08-10,55.432
2020-08-11,54.5396
2020-08-12,54.4748
2020-08-13,53.4242
2020-08-14,53.9978
2020-08-15,53.9978
2020-08-16,53.9978
2020-08-17,54.5193
2020-08-18,52.7328
2020-08-19,53.5801
2020-08-20,50.5028
2020-08-21,50.7572
2020-08-22,50.7572
2020-08-23,50.7572
2020-08-24,51.9079
2020-08-25,54.1258
2020-08-26,52.5249
2020-08-27,52.8386
2020-08-28,53.8481
2020-08-29,53.8481
2020-08-30,53.8481
2020-08-31,53.9119
2020-09-01,53.8349
2020-09-02,55.5421
2020-09-03,51.736
2020-09-04,49.0252
2020-09-05,49.0252
2020-09-06,49.0252
2020-09-07,49.0252
2020-09-08,47.5066
2020-09-09,46.8538
2020-09-10,46.8538
2020-09-11,45.8426
2020-09-12,45.8426
2020-09-13,45.8426
2020-09-14,49.8715
2020-09-15,50.5759
2020-09-16,53.3557
2020-09-17,54.5804
2020-09-18,55.0939
2020-09-19,55.0939
2020-09-20,55.0939
2020-09-21,49.6496
2020-09-22,53.7474
2020-09-23,51.4164
2020-09-24,51.6026
2020-09-25,54.089
2020-09-26,54.089
2020-09-27,54.089
2020-09-28,55.8627
2020-09-29,57.5589
2020-09-30,61.2827
2020-10-01,62.9849
2020-10-02,60.872
2020-10-03,60.872
2020-10-04,60.872
2020-10-05,60.2948
2020-10-06,60.392
2020-10-07,60.9844
2020-10-08,63.6118
2020-10-09,61.9923
2020-10-10,61.9923
2020-10-11,61.9923
2020-10-12,60.5495
2020-10-13,61.7139
2020-10-14,59.2564
2020-10-15,57.6244
2020-10-16,55.1258
2020-10-17,55.1258
2020-10-18,55.1258
2020-10-19,51.7437
2020-10-20,52.1605
2020-10-21,51.0528
2020-10-22,52.5252
2020-10-23,53.8999
2020-10-24,53.8999
2020-10-25,53.8999
2020-10-26,51.55
2020-10-27,50.3814
2020-10-28,47.1848
2020-10-29,50.6133
2020-10-30,48.0886
2020-10-31,48.0886
2020-11-01,48.0886
2020-11-02,50.1237
2020-11-03,52.4491
2020-11-04,50.5463
2020-11-05,51.2327
2020-11-06,49.572
2020-11-07,49.572
2020-11-08,49.572
2020-11-09,52.8999
2020-11-10,56.799
2020-11-11,56.8463
2020-11-12,54.2021
2020-11-13,56.023
2020-11-14,56.023
2020-11-15,56.023
2020-11-16,57.8952
2020-11-17,57.4524
2020-11-18,58.0217
2020-11-19,56.3953
2020-11-20,56.5967
2020-11-21,56.5967
2020-11-22,56.5967
2020-11-23,57.9526
2020-11-24,59.3161
2020-11-25,59.4134
2020-11-26,59.4134
2020-11-27,58.9759
2020-11-28,58.9759
2020-11-29,58.9759
2020-11-30,58.53
2020-12-01,58.3778
2020-12-02,57.3747
2020-12-03,59.7418
2020-12-04,61.638
2020-12-05,61.638
2020-12-06,61.638
2020-12-07,60.2107
2020-12-08,58.4225
2020-12-09,60.2288
2020-12-10,65.7128
2020-12-11,62.4024
2020-12-12,62.4024
2020-12-13,62.4024
2020-12-14,59.9049
2020-12-15,58.036
2020-12-16,54.6948
2020-12-17,55.8362
2020-12-18,56.6709
2020-12-19,56.6709
2020-12-20,56.6709
2020-12-21,51.9508
2020-12-22,52.1595
2020-12-23,52.8481
2020-12-24,53.382
2020-12-25,53.382
2020-12-26,53.382
2020-12-27,53.382
2020-12-28,51.6867
2020-12-29,50.2137
2020-12-30,51.079
2020-12-31,52.2803
2021-01-01,52.2803
2021-01-02,52.2803
2021-01-03,52.2803
2021-01-04,52.2171
2021-01-05,53.9993
2021-01-06,58.4938
2021-01-07,59.3902
2021-01-08,58.9741
2021-01-09,58.9741
2021-01-10,58.9741
2021-01-11,60.3626
2021-01-12,62.7885
2021-01-13,62.2774
2021-01-14,62.7333
2021-01-15,63.6425
2021-01-16,63.6425
2021-01-17,63.6425
2021-01-18,63.6425
2021-01-19,64.5811
2021-01-20,62.2077
2021-01-21,62.4457
2021-01-22,62.122
2021-01-23,62.122
2021-01-24,62.122
2021-01-25,58.736
2021-01-26,58.0509
2021-01-27,57.5112
2021-01-28,57.3536
2021-01-29,56.0817
2021-01-30,56.0817
2021-01-31,56.0817
2021-02-01,55.3672
2021-02-02,57.8369
2021-02-03,59.4054
2021-02-04,60.8022
2021-02-05,60.8579
2021-02-06,60.8579
2021-02-07,60.8579
2021-02-08,63.3383
2021-02-09,67.0057
2021-02-10,66.1284
2021-02-11,67.3234
2021-02-12,69.0393
2021-02-13,69.0393
2021-02-14,69.0393
2021-02-15,69.0393
2021-02-16,71.0708
2021-02-17,65.7646
2021-02-18,66.2202
2021-02-19,67.5208
2021-02-20,67.5208
2021-02-21,67.5208
2021-02-22,62.756
2021-02-23,62.2347
2021-02-24,64.0865
2021-02-25,66.1318
2021-02-26,64.7583
2021-02-27,64.7583
2021-02-28,64.7583
2021-03-01,58.2882
2021-03-02,63.5184
2021-03-03,64.9967
2021-03-04,62.2625
2021-03-05,61.2329
2021-03-06,61.2329
2021-03-07,61.2329
2021-03-08,62.8765
2021-03-09,60.5237
2021-03-10,60.1654
2021-03-11,60.2465
2021-03-12,60.9461
2021-03-13,60.9461
2021-03-14,60.9461
2021-03-15,61.2779
2021-03-16,58.6988
2021-03-17,59.0995
2021-03-18,59.9481
2021-03-19,62.4904
2021-03-20,62.4904
2021-03-21,62.4904
2021-03-22,60.0584
2021-03-23,55.3046
2021-03-24,53.6367
2021-03-25,55.0847
2021-03-26,55.3638
2021-03-27,55.3638
2021-03-28,55.3638
2021-03-29,52.9797
2021-03-30,54.2888
2021-03-31,53.3219
2021-04-01,54.6489
2021-04-02,54.6489
2021-04-03,54.6489
2021-04-04,54.6489
2021-04-05,54.6489
2021-04-06,58.1395
2021-04-07,60.236
2021-04-08,61.655
2021-04-09,61.3316
2021-04-10,61.3316
2021-04-11,61.3316
2021-04-12,62.979
2021-04-13,62.6423
2021-04-14,59.8231
2021-04-15,59.4278
2021-04-16,58.4294
2021-04-17,58.4294
2021-04-18,58.4294
2021-04-19,58.1599
2021-04-20,56.3448
2021-04-21,57.2646
2021-04-22,57.3679
2021-04-23,58.6593
2021-04-24,58.6593
2021-04-25,58.6593
2021-04-26,59.9642
2021-04-27,62.0154
2021-04-28,62.3403
2021-04-29,58.495
2021-04-30,61.9501
2021-05-01,61.9501
2021-05-02,61.9501
2021-05-03,63.0676
2021-05-04,64.8345
2021-05-05,66.6392
2021-05-06,66.265
2021-05-07,66.3432
2021-05-08,66.3432
2021-05-09,66.3432
2021-05-10,65.7909
2021-05-11,58.9713
2021-05-12,50.8002
2021-05-13,52.8608
2021-05-14,52.1774
2021-05-15,52.1774
2021-05-16,52.1774
2021-05-17,53.9311
2021-05-18,55.1721
2021-05-19,53.6763
2021-05-20,54.4801
2021-05-21,54.9558
2021-05-22,54.9558
2021-05-23,54.9558
2021-05-24,56.2331
2021-05-25,55.3905
2021-05-26,55.7822
2021-05-27,57.0972
2021-05-28,58.8777
2021-05-29,58.8777
2021-05-30,58.8777
2021-05-31,58.8777
2021-06-01,59.2004
2021-06-02,58.927
2021-06-03,58.8568
2021-06-04,59.0588
2021-06-05,59.0588
2021-06-06,59.0588
2021-06-07,59.4196
2021-06-08,57.8379
2021-06-09,58.1125
2021-06-10,55.9994
2021-06-11,57.3738
2021-06-12,57.3738
2021-06-13,57.3738
2021-06-14,56.8381
2021-06-15,57.3675
2021-06-16,58.1927
2021-06-17,54.5273
2021-06-18,50.9926
2021-06-19,50.9926
2021-06-20,50.9926
2021-06-21,52.7053
2021-06-22,53.2684
2021-06-23,55.6364
2021-06-24,55.1178
2021-06-25,56.7846
2021-06-26,56.7846
2021-06-27,56.7846
2021-06-28,54.0412
2021-06-29,51.1398
2021-06-30,52.7639
2021-07-01,54.1582
2021-07-02,55.2282
2021-07-03,55.2282
2021-07-04,55.2282
2021-07-05,55.2282
2021-07-06,53.9969
2021-07-07,52.7795
2021-07-08,50.2299
2021-07-09,53.26
2021-07-10,53.26
2021-07-11,53.26
2021-07-12,54.2799
2021-07-13,53.7094
2021-07-14,51.5085
2021-07-15,50.8136
2021-07-16,47.4993
2021-07-17,47.4993
2021-07-18,47.4993
2021-07-19,45.1823
2021-07-20,48.7231
2021-07-21,52.4503
2021-07-22,52.857
2021-07-23,51.809
2021-07-24,51.809
2021-07-25,51.809
2021-07-26,52.5391
2021-07-27,52.1306
2021-07-28,50.4401
2021-07-29,51.2898
2021-07-30,50.396
2021-07-31,50.396
2021-08-01,50.396
2021-08-02,49.7748
2021-08-03,52.0183
2021-08-04,52.2855
2021-08-05,57.1606
2021-08-06,58.9721
2021-08-07,58.9721
2021-08-08,58.9721
2021-08-09,59.5617
2021-08-10,61.0869
2021-08-11,63.9935
2021-08-12,65.2034
2021-08-13,65.426
2021-08-14,65.426
2021-08-15,65.426
2021-08-16,66.0989
2021-08-17,64.2029
2021-08-18,61.8664
2021-08-19,55.5883
2021-08-20,59.8076
2021-08-21,59.8076
2021-08-22,59.8076
2021-08-23,62.6076
2021-08-24,61.3638
2021-08-25,65.5349
2021-08-26,63.5919
2021-08-27,67.3552
2021-08-28,67.3552
2021-08-29,67.3552
2021-08-30,66.0203
2021-08-31,65.2842
2021-09-01,72.5633
2021-09-02,73.1165
2021-09-03,73.5757
2021-09-04,73.5757
2021-09-05,73.5757
2021-09-06,73.5757
2021-09-07,72.0478
2021-09-08,70.2862
2021-09-09,68.8556
2021-09-10,67.315
2021-09-11,67.315
2021-09-12,67.315
2021-09-13,64.68
2021-09-14,63.6837
2021-09-15,64.677
2021-09-16,63.8936
2021-09-17,61.1246
2021-09-18,61.1246
2021-09-19,61.1246
2021-09-20,59.7009
2021-09-21,57.5381
2021-09-22,57.5789
2021-09-23,56.623
2021-09-24,50.8673
2021-09-25,50.8673
2021-09-26,50.8673
2021-09-27,53.775
2021-09-28,54.9684
2021-09-29,54.8673
2021-09-30,52.9539
2021-10-01,52.2104
2021-10-02,52.2104
2021-10-03,52.2104
2021-10-04,53.3399
2021-10-05,53.9257
2021-10-06,56.9373
2021-10-07,56.7728
2021-10-08,57.2835
2021-10-09,57.2835
2021-10-10,57.2835
2021-10-11,60.3526
2021-10-12,64.0766
2021-10-13,64.3705
2021-10-14,62.7001
2021-10-15,60.6081
2021-10-16,60.6081
2021-10-17,60.6081
2021-10-18,59.2449
2021-10-19,58.7889
2021-10-20,56.9744
2021-10-21,57.8162
2021-10-22,55.5129
2021-10-23,55.5129
2021-10-24,55.5129
2021-10-25,58.6316
2021-10-26,56.7123
2021-10-27,55.3206
2021-10-28,55.7098
2021-10-29,57.2919
2021-10-30,57.2919
2021-10-31,57.2919
2021-11-01,57.5041
2021-11-02,56.3456
2021-11-03,59.8208
2021-11-04,59.4082
2021-11-05,61.9669
2021-11-06,61.9669
2021-11-07,61.9669
2021-11-08,62.1166
2021-11-09,61.9274
2021-11-10,61.4116
2021-11-11,60.4352
2021-11-12,59.4572
2021-11-13,59.4572
2021-11-14,59.4572
2021-11-15,62.7802
2021-11-16,62.7802
2021-11-17,60.8456
2021-11-18,59.2816
2021-11-19,59.5059
2021-11-20,59.5059
2021-11-21,59.5059
2021-11-22,60.8016
2021-11-23,58.1469
2021-11-24,58.8896
2021-11-25,58.8896
2021-11-26,53.0465
2021-11-27,53.0465
2021-11-28,53.0465
2021-11-29,50.2017
2021-11-30,46.2334
2021-12-01,46.3938
2021-12-02,48.0502
2021-12-03,46.7956
2021-12-04,46.7956
2021-12-05,46.7956
2021-12-06,55.9861
2021-12-07,59.6455
2021-12-08,61.5889
2021-12-09,61.0314
2021-12-10,62.3764
2021-12-11,62.3764
2021-12-12,62.3764
2021-12-13,60.5741
2021-12-14,59.7576
2021-12-15,57.5506
2021-12-16,53.2505
2021-12-17,46.5563
2021-12-18,46.5563
2021-12-19,46.5563
2021-12-20,46.8758
2021-12-21,51.3163
2021-12-22,48.5081
2021-12-23,48.5081
2021-12-24,48.5081
2021-12-25,48.5081
2021-12-26,48.5081
2021-12-27,49.4082
2021-12-28,48.6386
2021-12-29,48.3419
2021-12-30,52.2589
2021-12-31,51.8677
2022-01-01,51.8677
2022-01-02,51.8677
2022-01-03,53.3138
2022-01-04,48.9406
2022-01-05,45.3593
2022-01-06,46.1216
2022-01-07,44.9854
2022-01-08,44.9854
2022-01-09,44.9854
2022-01-10,43.7432
2022-01-11,43.7432
2022-01-12,44.0
2022-01-13,43.2175
2022-01-14,41.4598
2022-01-15,41.4598
2022-01-16,41.4598
2022-01-17,41.4598
2022-01-18,39.9686
2022-01-19,38.2429
2022-01-20,37.7986
2022-01-21,36.2868
2022-01-22,36.2868
2022-01-23,36.2868
2022-01-24,35.2218
2022-01-25,33.483
2022-01-26,34.9648
2022-01-27,34.7165
2022-01-28,34.7165
2022-01-29,34.7165
2022-01-30,34.7165
2022-01-31,37.0039
2022-02-01,43.0522
2022-02-02,45.542
2022-02-03,42.217
2022-02-04,43.8544
2022-02-05,43.8544
2022-02-06,43.8544
2022-02-07,42.2048
2022-02-08,42.248
2022-02-09,42.5148
2022-02-10,40.2999
2022-02-11,39.2873
2022-02-12,39.2873
2022-02-13,39.2873
2022-02-14,38.3508
2022-02-15,39.6
2022-02-16,38.6953
2022-02-17,36.6636
2022-02-18,34.384
2022-02-19,34.384
2022-02-20,34.384
2022-02-21,34.384
2022-02-22,37.5306
2022-02-23,36.7728
2022-02-24,38.6706
2022-02-25,39.6543
2022-02-26,39.6543
2022-02-27,39.6543
2022-02-28,38.766
2022-03-01,37.0773
2022-03-02,37.8633
2022-03-03,41.2332
2022-03-04,42.3717
2022-03-05,42.3717
2022-03-06,42.3717
2022-03-07,39.3733
2022-03-08,38.1105
2022-03-09,38.443
2022-03-10,37.2884
2022-03-11,35.4527
2022-03-12,35.4527
2022-03-13,35.4527
2022-03-14,35.3144
2022-03-15,39.3768
2022-03-16,40.6315
2022-03-17,40.7724
2022-03-18,43.19
2022-03-19,43.19
2022-03-20,43.19
2022-03-21,42.3644
2022-03-22,43.7094
2022-03-23,42.5407
2022-03-24,44.4498
2022-03-25,46.5554
2022-03-26,46.5554
2022-03-27,46.5554
2022-03-28,44.584
2022-03-29,47.1607
2022-03-30,47.5456
2022-03-31,45.489
2022-04-01,47.5324
2022-04-02,47.5324
2022-04-03,47.5324
2022-04-04,48.3842
2022-04-05,48.1819
2022-04-06,44.2754
2022-04-07,44.7749
2022-04-08,48.6292
2022-04-09,48.6292
2022-04-10,48.6292
2022-04-11,46.3005
2022-04-12,46.4716
2022-04-13,46.9524
2022-04-14,46.9127
2022-04-15,46.9127
2022-04-16,46.9127
2022-04-17,46.9127
2022-04-18,46.3063
2022-04-19,47.931
2022-04-20,47.1638
2022-04-21,46.1866
2022-04-22,43.5486
2022-04-23,43.5486
2022-04-24,43.5486
2022-04-25,42.6948
2022-04-26,39.29
2022-04-27,39.0842
2022-04-28,42.4619
2022-04-29,41.1897
2022-04-30,41.1897
2022-05-01,41.1897
2022-05-02,40.0892
2022-05-03,39.2836
2022-05-04,39.2481
2022-05-05,37.034
2022-05-06,48.4937
2022-05-07,48.4937
2022-05-08,48.4937
2022-05-09,44.1967
2022-05-10,41.939
2022-05-11,41.4652
2022-05-12,42.0577
2022-05-13,48.3541
2022-05-14,48.3541
2022-05-15,48.3541
2022-05-16,48.743
2022-05-17,49.8787
2022-05-18,46.8265
2022-05-19,45.9633
2022-05-20,45.1031
2022-05-21,45.1031
2022-05-22,45.1031
2022-05-23,46.4845
2022-05-24,44.6444
2022-05-25,47.8655
2022-05-26,50.4658
2022-05-27,50.8042
2022-05-28,50.8042
2022-05-29,50.8042
2022-05-30,50.8042
2022-05-31,49.0031
2022-06-01,50.0252
2022-06-02,50.2741
2022-06-03,50.817
2022-06-04,50.817
2022-06-05,50.817
2022-06-06,57.4217
2022-06-07,53.5909
2022-06-08,52.9361
2022-06-09,51.4305
2022-06-10,50.3861
2022-06-11,50.3861
2022-06-12,50.3861
2022-06-13,46.077
2022-06-14,49.4779
2022-06-15,50.0367
2022-06-16,47.8177
2022-06-17,50.4047
2022-06-18,50.4047
2022-06-19,50.4047
2022-06-20,50.4047
2022-06-21,49.6379
2022-06-22,48.538
2022-06-23,47.6878
2022-06-24,47.0484
2022-06-25,47.0484
2022-06-26,47.0484
2022-06-27,50.0195
2022-06-28,48.4266
2022-06-29,46.3604
2022-06-30,45.2602
2022-07-01,45.7161
2022-07-02,45.7161
2022-07-03,45.7161
2022-07-04,45.7161
2022-07-05,49.8998
2022-07-06,49.6173
2022-07-07,52.0516
2022-07-08,51.3604
2022-07-09,51.3604
2022-07-10,51.3604
2022-07-11,50.4043
2022-07-12,50.6664
2022-07-13,49.2529
2022-07-14,47.3651
2022-07-15,46.6319
2022-07-16,46.6319
2022-07-17,46.6319
2022-07-18,45.6467
2022-07-19,49.0586
2022-07-20,49.719
2022-07-21,51.0323
2022-07-22,50.3874
2022-07-23,50.3874
2022-07-24,50.3874
2022-07-25,50.5669
2022-07-26,49.711
2022-07-27,52.0475
2022-07-28,54.6688
2022-07-29,55.5502
2022-07-30,55.5502
2022-07-31,55.5502
2022-08-01,57.0539
2022-08-02,54.9272
2022-08-03,56.6007
2022-08-04,55.3337
2022-08-05,53.4183
2022-08-06,53.4183
2022-08-07,53.4183
2022-08-08,52.059
2022-08-09,53.83
2022-08-10,52.0364
2022-08-11,54.0671
2022-08-12,55.8688
2022-08-13,55.8688
2022-08-14,55.8688
2022-08-15,56.3519
2022-08-16,56.9691
2022-08-17,54.0165
2022-08-18,53.8538
2022-08-19,51.5647
2022-08-20,51.5647
2022-08-21,51.5647
2022-08-22,49.5392
2022-08-23,49.3123
2022-08-24,48.7352
2022-08-25,49.0232
2022-08-26,44.9205
2022-08-27,44.9205
2022-08-28,44.9205
2022-08-29,45.1793
2022-08-30,44.3174
2022-08-31,41.3903
2022-09-01,40.8387
2022-09-02,39.8058
2022-09-03,39.8058
2022-09-04,39.8058
2022-09-05,39.8058
2022-09-06,38.7908
2022-09-07,40.0267
2022-09-08,40.3754
2022-09-09,42.3088
2022-09-10,42.3088
2022-09-11,42.3088
2022-09-12,43.2364
2022-09-13,41.2158
2022-09-14,40.243
2022-09-15,39.3844
2022-09-16,36.756
2022-09-17,36.756
2022-09-18,36.756
2022-09-19,40.0275
2022-09-20,39.24
2022-09-21,39.0414
2022-09-22,38.3388
2022-09-23,37.475
2022-09-24,37.475
2022-09-25,37.475
2022-09-26,35.114
2022-09-27,34.8716
2022-09-28,40.3071
2022-09-29,37.7209
2022-09-30,36.9934
2022-10-01,36.9934
2022-10-02,36.9934
2022-10-03,38.4267
2022-10-04,42.0777
2022-10-05,40.9067
2022-10-06,39.6669
2022-10-07,38.2773
2022-10-08,38.2773
2022-10-09,38.2773
2022-10-10,37.3843
2022-10-11,36.8628
2022-10-12,37.1827
2022-10-13,41.0458
2022-10-14,40.2604
2022-10-15,40.2604
2022-10-16,40.2604
2022-10-17,43.8828
2022-10-18,44.6695
2022-10-19,43.2488
2022-10-20,44.072
2022-10-21,45.1375
2022-10-22,45.1375
2022-10-23,45.1375
2022-10-24,46.103
2022-10-25,48.9825
2022-10-26,50.4404
2022-10-27,51.7795
2022-10-28,55.3243
2022-10-29,55.3243
2022-10-30,55.3243
2022-10-31,56.1579
2022-11-01,57.6083
2022-11-02,55.4198
2022-11-03,52.6605
2022-11-04,48.0792
2022-11-05,48.0792
2022-11-06,48.0792
2022-11-07,47.6159
2022-11-08,47.0686
2022-11-09,47.6906
2022-11-10,50.3221
2022-11-11,49.2713
2022-11-12,49.2713
2022-11-13,49.2713
2022-11-14,48.4342
2022-11-15,53.9389
2022-11-16,49.5531
2022-11-17,50.7688
2022-11-18,48.4295
2022-11-19,48.4295
2022-11-20,48.4295
2022-11-21,48.5482
2022-11-22,45.8213
2022-11-23,47.4893
2022-11-24,47.4893
2022-11-25,47.4524
2022-11-26,47.4524
2022-11-27,47.4524
2022-11-28,47.112
2022-11-29,45.6805
2022-11-30,49.1702
2022-12-01,47.6812
2022-12-02,47.6048
2022-12-03,47.6048
2022-12-04,47.6048
2022-12-05,45.2046
2022-12-06,42.0517
2022-12-07,42.0971
2022-12-08,42.0971
2022-12-09,42.387
2022-12-10,42.387
2022-12-11,42.387
2022-12-12,42.8311
2022-12-13,44.2634
2022-12-14,43.7937
2022-12-15,41.3361
2022-12-16,40.1876
2022-12-17,40.1876
2022-12-18,40.1876
2022-12-19,38.7601
2022-12-20,38.3817
2022-12-21,39.9797
2022-12-22,40.3659
2022-12-23,46.6554
2022-12-24,46.6554
2022-12-25,46.6554
2022-12-26,46.6554
2022-12-27,47.7135
2022-12-28,46.1092
2022-12-29,48.055
2022-12-30,47.8
2022-12-31,47.8
2023-01-01,47.8
2023-01-02,47.8
2023-01-03,52.1363
2023-01-04,50.9856
2023-01-05,49.6769
2023-01-06,52.4146
2023-01-07,52.4146
2023-01-08,52.4146
2023-01-09,54.6151
2023-01-10,57.0026
2023-01-11,57.1103
2023-01-12,59.5891
2023-01-13,58.5537
2023-01-14,58.5537
2023-01-15,58.5537
2023-01-16,58.5537
2023-01-17,59.6922
2023-01-18,56.2145
2023-01-19,56.8734
2023-01-20,57.5707
2023-01-21,57.5707
2023-01-22,57.5707
2023-01-23,59.9671
2023-01-24,58.9042
2023-01-25,59.8849
2023-01-26,59.4135
2023-01-27,59.4502
2023-01-28,59.4502
2023-01-29,59.4502
2023-01-30,60.3766
2023-01-31,62.537
2023-02-01,62.8121
2023-02-02,63.4711
2023-02-03,62.6251
2023-02-04,62.6251
2023-02-05,62.6251
2023-02-06,62.0749
2023-02-07,62.4541
2023-02-08,60.1524
2023-02-09,57.2612
2023-02-10,58.4419
2023-02-11,58.4419
2023-02-12,58.4419
2023-02-13,60.0329
2023-02-14,57.5212
2023-02-15,58.2772
2023-02-16,57.2813
2023-02-17,57.7644
2023-02-18,57.7644
2023-02-19,57.7644
2023-02-20,57.7644
2023-02-21,55.4071
2023-02-22,55.3487
2023-02-23,56.3019
2023-02-24,54.7895
2023-02-25,54.7895
2023-02-26,54.7895
2023-02-27,53.3081
2023-02-28,55.8752
2023-03-01,54.3302
2023-03-02,49.5346
2023-03-03,50.4093
2023-03-04,50.4093
2023-03-05,50.4093
2023-03-06,46.6681
2023-03-07,45.429
2023-03-08,46.3031
2023-03-09,43.5945
2023-03-10,39.7097
2023-03-11,39.7097
2023-03-12,39.7097
2023-03-13,38.9327
2023-03-14,41.1998
2023-03-15,39.6394
2023-03-16,42.3393
2023-03-17,40.069
2023-03-18,40.069
2023-03-19,40.069
2023-03-20,40.069
2023-03-21,42.8041
