,ABG US Equity
2023-03-19,44.268
2023-03-20,46.0598
2023-03-21,47.7199
2023-03-22,45.7267
2023-03-23,45.4406
2023-03-24,45.6166
2023-03-25,45.6166
2023-03-26,45.6166
2023-03-27,45.6982
2023-03-28,46.093
2023-03-29,46.2168
2023-03-30,49.3663
2023-03-31,50.9121
2023-04-01,50.9121
2023-04-02,50.9121
2023-04-03,50.903
2023-04-04,48.0144
2023-04-05,44.493
2023-04-06,44.0633
2023-04-07,44.0633
2023-04-08,44.0633
2023-04-09,44.0633
2023-04-10,45.4712
2023-04-11,49.4806
2023-04-12,48.8172
2023-04-13,49.4783
2023-04-14,50.7931
2023-04-15,50.7931
2023-04-16,50.7931
2023-04-17,49.1864
2023-04-18,50.715
2023-04-19,49.9136
2023-04-20,49.271
2023-04-21,48.8359
2023-04-22,48.8359
2023-04-23,48.8359
2023-04-24,50.2426
2023-04-25,42.3619
2023-04-26,41.7942
2023-04-27,45.1748
2023-04-28,45.2987
2023-04-29,45.2987
2023-04-30,45.2987
2023-05-01,47.5126
2023-05-02,46.607
2023-05-03,44.9407
2023-05-04,44.0176
2023-05-05,47.4988
2023-05-06,47.4988
2023-05-07,47.4988
2023-05-08,49.6316
2023-05-09,49.7127
2023-05-10,50.6262
2023-05-11,50.3705
2023-05-12,48.5288
2023-05-13,48.5288
2023-05-14,48.5288
2023-05-15,49.7186
2023-05-16,47.7227
2023-05-17,51.3529
2023-05-18,52.6442
2023-05-19,50.6069
2023-05-20,50.6069
2023-05-21,50.6069
2023-05-22,50.6592
2023-05-23,51.566
2023-05-24,50.0122
2023-05-25,49.0941
2023-05-26,54.1069
2023-05-27,54.1069
2023-05-28,54.1069
2023-05-29,54.1069
2023-05-30,55.6204
2023-05-31,52.2315
2023-06-01,50.4098
2023-06-02,55.5755
2023-06-03,55.5755
2023-06-04,55.5755
2023-06-05,52.4463
2023-06-06,55.6056
2023-06-07,58.6743
2023-06-08,58.9107
2023-06-09,56.9553
2023-06-10,56.9553
2023-06-11,56.9553
2023-06-12,57.1045
2023-06-13,57.4679
2023-06-14,54.8866
2023-06-15,57.1777
2023-06-16,54.3042
2023-06-17,54.3042
2023-06-18,54.3042
2023-06-19,54.3042
2023-06-20,55.1997
2023-06-21,55.8707
2023-06-22,57.001
2023-06-23,56.3313
2023-06-24,56.3313
2023-06-25,56.3313
2023-06-26,56.5522
2023-06-27,58.8724
2023-06-28,60.4828
2023-06-29,60.334
2023-06-30,60.2054
2023-07-01,60.2054
2023-07-02,60.2054
2023-07-03,59.5342
2023-07-04,59.5342
2023-07-05,60.413
2023-07-06,57.8638
2023-07-07,60.2977
2023-07-08,60.2977
2023-07-09,60.2977
2023-07-10,60.0078
2023-07-11,62.5379
2023-07-12,62.6453
2023-07-13,61.105
2023-07-14,58.5097
2023-07-15,58.5097
2023-07-16,58.5097
2023-07-17,58.8576
2023-07-18,59.9987
2023-07-19,60.8991
2023-07-20,57.3028
2023-07-21,52.34
2023-07-22,52.34
2023-07-23,52.34
2023-07-24,52.5662
2023-07-25,46.6837
2023-07-26,48.1604
2023-07-27,47.8784
2023-07-28,47.4204
2023-07-29,47.4204
2023-07-30,47.4204
2023-07-31,49.783
2023-08-01,49.7253
2023-08-02,49.6022
2023-08-03,49.28
2023-08-04,47.9732
2023-08-05,47.9732
2023-08-06,47.9732
2023-08-07,49.9239
2023-08-08,47.297
2023-08-09,48.9462
2023-08-10,48.1878
2023-08-11,50.2884
2023-08-12,50.2884
2023-08-13,50.2884
2023-08-14,51.6902
2023-08-15,48.9712
2023-08-16,47.3395
2023-08-17,47.0421
2023-08-18,48.3473
2023-08-19,48.3473
2023-08-20,48.3473
2023-08-21,47.6865
2023-08-22,47.3252
2023-08-23,48.9121
2023-08-24,46.7776
2023-08-25,47.3491
2023-08-26,47.3491
2023-08-27,47.3491
2023-08-28,48.867
2023-08-29,50.754
2023-08-30,52.3481
2023-08-31,52.8128
2023-09-01,54.4134
2023-09-02,54.4134
2023-09-03,54.4134
2023-09-04,54.4134
2023-09-05,51.3044
2023-09-06,50.2033
2023-09-07,47.3558
2023-09-08,48.8804
2023-09-09,48.8804
2023-09-10,48.8804
2023-09-11,48.3006
2023-09-12,49.0978
2023-09-13,48.1056
2023-09-14,54.4849
2023-09-15,50.2325
2023-09-16,50.2325
2023-09-17,50.2325
2023-09-18,50.5805
2023-09-19,50.1444
2023-09-20,50.8731
2023-09-21,50.2385
2023-09-22,49.1665
2023-09-23,49.1665
2023-09-24,49.1665
2023-09-25,49.5114
2023-09-26,48.4616
2023-09-27,50.4564
2023-09-28,52.2744
2023-09-29,52.6992
2023-09-30,52.6992
2023-10-01,52.6992
2023-10-02,47.1627
2023-10-03,45.0757
2023-10-04,45.2069
2023-10-05,42.5452
2023-10-06,44.0997
2023-10-07,44.0997
2023-10-08,44.0997
2023-10-09,47.2709
2023-10-10,49.3897
2023-10-11,47.841
2023-10-12,45.5374
2023-10-13,45.4155
2023-10-14,45.4155
2023-10-15,45.4155
2023-10-16,47.3177
2023-10-17,47.473
2023-10-18,45.8232
2023-10-19,43.3614
2023-10-20,42.4073
2023-10-21,42.4073
2023-10-22,42.4073
2023-10-23,40.235
2023-10-24,35.9021
2023-10-25,35.4029
2023-10-26,37.7102
2023-10-27,36.8897
2023-10-28,36.8897
2023-10-29,36.8897
2023-10-30,36.7264
2023-10-31,39.713
2023-11-01,42.3526
2023-11-02,45.0709
2023-11-03,48.8609
2023-11-04,48.8609
2023-11-05,48.8609
2023-11-06,46.553
2023-11-07,45.9148
2023-11-08,45.4443
2023-11-09,44.296
2023-11-10,45.7862
2023-11-11,45.7862
2023-11-12,45.7862
2023-11-13,46.7872
2023-11-14,53.1841
2023-11-15,54.7571
2023-11-16,47.6851
2023-11-17,49.4653
2023-11-18,49.4653
2023-11-19,49.4653
2023-11-20,50.4053
2023-11-21,48.0252
2023-11-22,48.5557
2023-11-23,48.5557
2023-11-24,49.6005
2023-11-25,49.6005
2023-11-26,49.6005
2023-11-27,48.7514
2023-11-28,49.4143
2023-11-29,49.4593
2023-11-30,49.6829
2023-12-01,52.8531
2023-12-02,52.8531
2023-12-03,52.8531
2023-12-04,54.7826
2023-12-05,52.3948
2023-12-06,51.2993
2023-12-07,51.7767
2023-12-08,51.5133
2023-12-09,51.5133
2023-12-10,51.5133
2023-12-11,52.0558
2023-12-12,49.693
2023-12-13,53.993
2023-12-14,58.3844
2023-12-15,57.8535
2023-12-16,57.8535
2023-12-17,57.8535
2023-12-18,53.5047
2023-12-19,54.3784
2023-12-20,52.8277
2023-12-21,54.433
2023-12-22,53.5512
2023-12-23,53.5512
2023-12-24,53.5512
2023-12-25,53.5512
2023-12-26,53.1905
2023-12-27,53.4424
2023-12-28,54.774
2023-12-29,53.6327
2023-12-30,53.6327
2023-12-31,53.6327
2024-01-01,53.6327
2024-01-02,52.6694
2024-01-03,46.8751
2024-01-04,46.2547
2024-01-05,45.7075
2024-01-06,45.7075
2024-01-07,45.7075
2024-01-08,47.1299
2024-01-09,47.2635
2024-01-10,47.8944
2024-01-11,47.4969
2024-01-12,44.539
2024-01-13,44.539
2024-01-14,44.539
2024-01-15,44.539
2024-01-16,44.7153
2024-01-17,44.6949
2024-01-18,45.1407
2024-01-19,45.6988
2024-01-20,45.6988
2024-01-21,45.6988
2024-01-22,47.3252
2024-01-23,47.4195
2024-01-24,46.1471
2024-01-25,49.5537
2024-01-26,50.7064
2024-01-27,50.7064
2024-01-28,50.7064
2024-01-29,53.4279
2024-01-30,52.7377
2024-01-31,48.1991
2024-02-01,50.3885
2024-02-02,50.198
2024-02-03,50.198
2024-02-04,50.198
2024-02-05,49.0147
2024-02-06,48.5355
2024-02-07,49.0202
2024-02-08,47.0923
2024-02-09,51.6399
2024-02-10,51.6399
2024-02-11,51.6399
2024-02-12,54.5106
2024-02-13,52.4958
2024-02-14,53.6596
2024-02-15,53.8048
2024-02-16,51.5509
2024-02-17,51.5509
2024-02-18,51.5509
2024-02-19,51.5509
2024-02-20,47.5203
2024-02-21,47.8159
2024-02-22,49.3262
2024-02-23,50.6105
2024-02-24,50.6105
2024-02-25,50.6105
2024-02-26,48.9574
2024-02-27,49.3838
2024-02-28,47.6288
2024-02-29,47.9075
2024-03-01,48.4177
2024-03-02,48.4177
2024-03-03,48.4177
2024-03-04,46.3366
2024-03-05,46.2267
2024-03-06,46.8786
2024-03-07,48.955
2024-03-08,48.7174
2024-03-09,48.7174
2024-03-10,48.7174
2024-03-11,49.1824
2024-03-12,49.3851
2024-03-13,49.1303
2024-03-14,45.9371
2024-03-15,49.1024
2024-03-16,49.1024
2024-03-17,49.1024
2024-03-18,48.1505
2024-03-19,48.7094
2024-03-20,53.8552
2024-03-21,56.7132
2024-03-22,56.363
2024-03-23,56.363
2024-03-24,56.363
2024-03-25,55.519
2024-03-26,56.9259
2024-03-27,60.5582
2024-03-28,61.401
2024-03-29,61.401
2024-03-30,61.401
2024-03-31,61.401
2024-04-01,60.4686
2024-04-02,55.5893
2024-04-03,55.1743
2024-04-04,53.4097
2024-04-05,54.1485
2024-04-06,54.1485
2024-04-07,54.1485
2024-04-08,54.5264
