,GL US Equity
2023-03-19,36.4112
2023-03-20,39.7659
2023-03-21,42.6933
2023-03-22,40.2299
2023-03-23,39.665
2023-03-24,40.0873
2023-03-25,40.0873
2023-03-26,40.0873
2023-03-27,42.3882
2023-03-28,42.7258
2023-03-29,43.3112
2023-03-30,43.7507
2023-03-31,44.6214
2023-04-01,44.6214
2023-04-02,44.6214
2023-04-03,44.0382
2023-04-04,41.9056
2023-04-05,43.0766
2023-04-06,42.5443
2023-04-07,42.5443
2023-04-08,42.5443
2023-04-09,42.5443
2023-04-10,43.1287
2023-04-11,42.2823
2023-04-12,42.2384
2023-04-13,42.0349
2023-04-14,42.2428
2023-04-15,42.2428
2023-04-16,42.2428
2023-04-17,44.8555
2023-04-18,45.9972
2023-04-19,46.0589
2023-04-20,46.0181
2023-04-21,43.2729
2023-04-22,43.2729
2023-04-23,43.2729
2023-04-24,42.8785
2023-04-25,41.5027
2023-04-26,40.3836
2023-04-27,43.8111
2023-04-28,45.7877
2023-04-29,45.7877
2023-04-30,45.7877
2023-05-01,46.5687
2023-05-02,44.4852
2023-05-03,42.8744
2023-05-04,42.4043
2023-05-05,46.413
2023-05-06,46.413
2023-05-07,46.413
2023-05-08,46.413
2023-05-09,47.0275
2023-05-10,45.7701
2023-05-11,45.8382
2023-05-12,44.7768
2023-05-13,44.7768
2023-05-14,44.7768
2023-05-15,45.6331
2023-05-16,43.7471
2023-05-17,46.6471
2023-05-18,48.2623
2023-05-19,47.3206
2023-05-20,47.3206
2023-05-21,47.3206
2023-05-22,47.4943
2023-05-23,46.0338
2023-05-24,43.8013
2023-05-25,43.0618
2023-05-26,42.7544
2023-05-27,42.7544
2023-05-28,42.7544
2023-05-29,42.7544
2023-05-30,42.6045
2023-05-31,39.7778
2023-06-01,41.0171
2023-06-02,47.1321
2023-06-03,47.1321
2023-06-04,47.1321
2023-06-05,45.5294
2023-06-06,46.8743
2023-06-07,49.2961
2023-06-08,48.3772
2023-06-09,48.9374
2023-06-10,48.9374
2023-06-11,48.9374
2023-06-12,49.5043
2023-06-13,51.8184
2023-06-14,47.5097
2023-06-15,49.6741
2023-06-16,49.1814
2023-06-17,49.1814
2023-06-18,49.1814
2023-06-19,49.1814
2023-06-20,47.1975
2023-06-21,47.3704
2023-06-22,46.6746
2023-06-23,46.482
2023-06-24,46.482
2023-06-25,46.482
2023-06-26,47.8548
2023-06-27,50.0405
2023-06-28,48.6738
2023-06-29,51.2871
2023-06-30,52.4067
2023-07-01,52.4067
2023-07-02,52.4067
2023-07-03,53.827
2023-07-04,53.827
2023-07-05,52.6617
2023-07-06,54.8005
2023-07-07,55.9172
2023-07-08,55.9172
2023-07-09,55.9172
2023-07-10,56.0753
2023-07-11,56.9538
2023-07-12,55.2899
2023-07-13,52.8158
2023-07-14,52.0196
2023-07-15,52.0196
2023-07-16,52.0196
2023-07-17,53.8791
2023-07-18,56.1828
2023-07-19,56.3935
2023-07-20,59.8223
2023-07-21,59.8516
2023-07-22,59.8516
2023-07-23,59.8516
2023-07-24,59.4481
2023-07-25,58.474
2023-07-26,58.2901
2023-07-27,52.1996
2023-07-28,54.0346
2023-07-29,54.0346
2023-07-30,54.0346
2023-07-31,53.9941
2023-08-01,54.6959
2023-08-02,56.1826
2023-08-03,57.1468
2023-08-04,56.2041
2023-08-05,56.2041
2023-08-06,56.2041
2023-08-07,59.1579
2023-08-08,56.4159
2023-08-09,54.6819
2023-08-10,55.0825
2023-08-11,56.7006
2023-08-12,56.7006
2023-08-13,56.7006
2023-08-14,57.2096
2023-08-15,53.4205
2023-08-16,54.2622
2023-08-17,51.1307
2023-08-18,52.0417
2023-08-19,52.0417
2023-08-20,52.0417
2023-08-21,52.6197
2023-08-22,49.3263
2023-08-23,49.4446
2023-08-24,50.028
2023-08-25,50.0691
2023-08-26,50.0691
2023-08-27,50.0691
2023-08-28,50.4486
2023-08-29,50.6641
2023-08-30,51.8976
2023-08-31,50.2115
2023-09-01,49.9394
2023-09-02,49.9394
2023-09-03,49.9394
2023-09-04,49.9394
2023-09-05,44.6223
2023-09-06,44.1079
2023-09-07,44.1325
2023-09-08,45.4285
2023-09-09,45.4285
2023-09-10,45.4285
2023-09-11,45.3031
2023-09-12,47.8599
2023-09-13,47.1515
2023-09-14,49.6338
2023-09-15,47.5263
2023-09-16,47.5263
2023-09-17,47.5263
2023-09-18,48.8411
2023-09-19,50.6774
2023-09-20,49.8572
2023-09-21,47.9533
2023-09-22,48.3466
2023-09-23,48.3466
2023-09-24,48.3466
2023-09-25,50.5226
2023-09-26,47.4226
2023-09-27,46.6765
2023-09-28,48.9025
2023-09-29,45.4313
2023-09-30,45.4313
2023-10-01,45.4313
2023-10-02,44.98
2023-10-03,44.5637
2023-10-04,47.193
2023-10-05,49.4742
2023-10-06,55.2902
2023-10-07,55.2902
2023-10-08,55.2902
2023-10-09,55.1485
2023-10-10,55.3065
2023-10-11,56.1457
2023-10-12,56.2872
2023-10-13,56.1533
2023-10-14,56.1533
2023-10-15,56.1533
2023-10-16,59.5935
2023-10-17,61.4734
2023-10-18,57.9345
2023-10-19,55.0061
2023-10-20,47.9145
2023-10-21,47.9145
2023-10-22,47.9145
2023-10-23,49.8374
2023-10-24,49.9767
2023-10-25,51.4705
2023-10-26,54.2232
2023-10-27,51.2178
2023-10-28,51.2178
2023-10-29,51.2178
2023-10-30,53.6393
2023-10-31,58.4519
2023-11-01,58.4667
2023-11-02,57.4043
2023-11-03,59.3746
2023-11-04,59.3746
2023-11-05,59.3746
2023-11-06,57.0266
2023-11-07,55.3141
2023-11-08,54.3889
2023-11-09,54.6278
2023-11-10,57.5065
2023-11-11,57.5065
2023-11-12,57.5065
2023-11-13,57.8699
2023-11-14,60.0082
2023-11-15,56.4876
2023-11-16,57.7314
2023-11-17,59.0776
2023-11-18,59.0776
2023-11-19,59.0776
2023-11-20,58.4287
2023-11-21,60.8041
2023-11-22,61.8882
2023-11-23,61.8882
2023-11-24,63.201
2023-11-25,63.201
2023-11-26,63.201
2023-11-27,62.6891
2023-11-28,60.7681
2023-11-29,60.7217
2023-11-30,64.7192
2023-12-01,64.9889
2023-12-02,64.9889
2023-12-03,64.9889
2023-12-04,66.5388
2023-12-05,64.9902
2023-12-06,63.0683
2023-12-07,61.062
2023-12-08,61.2234
2023-12-09,61.2234
2023-12-10,61.2234
2023-12-11,62.7337
2023-12-12,64.3628
2023-12-13,62.6111
2023-12-14,59.8195
2023-12-15,58.2648
2023-12-16,58.2648
2023-12-17,58.2648
2023-12-18,60.0449
2023-12-19,60.6438
2023-12-20,55.5613
2023-12-21,56.41
2023-12-22,56.2423
2023-12-23,56.2423
2023-12-24,56.2423
2023-12-25,56.2423
2023-12-26,56.1991
2023-12-27,55.7119
2023-12-28,56.3524
2023-12-29,56.3705
2023-12-30,56.3705
2023-12-31,56.3705
2024-01-01,56.3705
2024-01-02,56.9987
2024-01-03,56.0654
2024-01-04,57.5168
2024-01-05,57.6304
2024-01-06,57.6304
2024-01-07,57.6304
2024-01-08,54.8976
2024-01-09,50.2006
2024-01-10,52.9499
2024-01-11,51.6274
2024-01-12,52.2543
2024-01-13,52.2543
2024-01-14,52.2543
2024-01-15,52.2543
2024-01-16,51.8062
2024-01-17,51.7603
2024-01-18,53.3639
2024-01-19,55.5643
2024-01-20,55.5643
2024-01-21,55.5643
2024-01-22,57.2825
2024-01-23,56.246
2024-01-24,55.6113
2024-01-25,58.4443
2024-01-26,58.9272
2024-01-27,58.9272
2024-01-28,58.9272
2024-01-29,56.9014
2024-01-30,59.4662
2024-01-31,55.6174
2024-02-01,49.6392
2024-02-02,51.2251
2024-02-03,51.2251
2024-02-04,51.2251
2024-02-05,50.0378
2024-02-06,51.8385
2024-02-07,54.2137
2024-02-08,58.3324
2024-02-09,59.8248
2024-02-10,59.8248
2024-02-11,59.8248
2024-02-12,60.4027
2024-02-13,58.4835
2024-02-14,58.2164
2024-02-15,58.9595
2024-02-16,58.3066
2024-02-17,58.3066
2024-02-18,58.3066
2024-02-19,58.3066
2024-02-20,58.8454
2024-02-21,60.0795
2024-02-22,61.3278
2024-02-23,60.1651
2024-02-24,60.1651
2024-02-25,60.1651
2024-02-26,60.4852
2024-02-27,62.3153
2024-02-28,62.6379
2024-02-29,58.8107
2024-03-01,56.9496
2024-03-02,56.9496
2024-03-03,56.9496
2024-03-04,57.1894
2024-03-05,57.2083
2024-03-06,60.4518
2024-03-07,58.1344
2024-03-08,50.3077
2024-03-09,50.3077
2024-03-10,50.3077
2024-03-11,50.8257
2024-03-12,51.7128
2024-03-13,42.6042
2024-03-14,38.4918
2024-03-15,38.5712
2024-03-16,38.5712
2024-03-17,38.5712
2024-03-18,39.7578
2024-03-19,42.3546
2024-03-20,42.2696
2024-03-21,39.4689
2024-03-22,38.9866
2024-03-23,38.9866
2024-03-24,38.9866
2024-03-25,40.9047
2024-03-26,41.0258
2024-03-27,41.2748
2024-03-28,40.9321
2024-03-29,40.9321
2024-03-30,40.9321
2024-03-31,40.9321
2024-04-01,37.7722
2024-04-02,34.6923
2024-04-03,33.844
2024-04-04,33.218
2024-04-05,31.4046
2024-04-06,31.4046
2024-04-07,31.4046
2024-04-08,30.7763
