,PATK US Equity
2021-04-04,57.9747
2021-04-05,57.6976
2021-04-06,57.9593
2021-04-07,56.7311
2021-04-08,56.5049
2021-04-09,57.1363
2021-04-10,57.1363
2021-04-11,57.1363
2021-04-12,58.5794
2021-04-13,57.1942
2021-04-14,57.7157
2021-04-15,57.1724
2021-04-16,57.1119
2021-04-17,57.1119
2021-04-18,57.1119
2021-04-19,57.5116
2021-04-20,55.6404
2021-04-21,57.3717
2021-04-22,55.2993
2021-04-23,57.4298
2021-04-24,57.4298
2021-04-25,57.4298
2021-04-26,62.4492
2021-04-27,62.1262
2021-04-28,62.9123
2021-04-29,57.2332
2021-04-30,54.5983
2021-05-01,54.5983
2021-05-02,54.5983
2021-05-03,57.74
2021-05-04,57.8813
2021-05-05,58.0346
2021-05-06,59.9393
2021-05-07,60.9403
2021-05-08,60.9403
2021-05-09,60.9403
2021-05-10,57.1194
2021-05-11,54.3532
2021-05-12,49.8296
2021-05-13,53.5084
2021-05-14,54.7105
2021-05-15,54.7105
2021-05-16,54.7105
2021-05-17,54.1221
2021-05-18,51.6069
2021-05-19,51.0115
2021-05-20,50.7404
2021-05-21,50.1158
2021-05-22,50.1158
2021-05-23,50.1158
2021-05-24,48.0723
2021-05-25,47.9654
2021-05-26,48.9254
2021-05-27,49.1137
2021-05-28,48.731
2021-05-29,48.731
2021-05-30,48.731
2021-05-31,48.731
2021-06-01,50.1128
2021-06-02,48.9318
2021-06-03,46.5077
2021-06-04,45.7514
2021-06-05,45.7514
2021-06-06,45.7514
2021-06-07,45.8425
2021-06-08,47.8364
2021-06-09,45.9854
2021-06-10,43.8257
2021-06-11,44.5434
2021-06-12,44.5434
2021-06-13,44.5434
2021-06-14,43.1957
2021-06-15,43.3189
2021-06-16,42.8288
2021-06-17,38.3809
2021-06-18,36.5312
2021-06-19,36.5312
2021-06-20,36.5312
2021-06-21,37.9861
2021-06-22,37.1446
2021-06-23,37.0731
2021-06-24,39.4047
2021-06-25,40.4283
2021-06-26,40.4283
2021-06-27,40.4283
2021-06-28,38.8695
2021-06-29,39.1812
2021-06-30,39.8161
2021-07-01,43.1651
2021-07-02,41.4082
2021-07-03,41.4082
2021-07-04,41.4082
2021-07-05,41.4082
2021-07-06,39.8396
2021-07-07,40.4199
2021-07-08,39.387
2021-07-09,42.4435
2021-07-10,42.4435
2021-07-11,42.4435
2021-07-12,44.0382
2021-07-13,42.0274
2021-07-14,41.348
2021-07-15,42.4441
2021-07-16,44.0662
2021-07-17,44.0662
2021-07-18,44.0662
2021-07-19,42.1672
2021-07-20,45.6606
2021-07-21,48.6581
2021-07-22,48.7152
2021-07-23,49.3568
2021-07-24,49.3568
2021-07-25,49.3568
2021-07-26,50.4185
2021-07-27,49.5447
2021-07-28,50.8079
2021-07-29,54.4887
2021-07-30,54.5843
2021-07-31,54.5843
2021-08-01,54.5843
2021-08-02,55.5395
2021-08-03,56.4759
2021-08-04,54.2722
2021-08-05,54.8611
2021-08-06,57.2363
2021-08-07,57.2363
2021-08-08,57.2363
2021-08-09,53.5682
2021-08-10,57.4449
2021-08-11,57.8736
2021-08-12,57.8931
2021-08-13,57.276
2021-08-14,57.276
2021-08-15,57.276
2021-08-16,56.5417
2021-08-17,53.8853
2021-08-18,51.643
2021-08-19,50.567
2021-08-20,52.1439
2021-08-21,52.1439
2021-08-22,52.1439
2021-08-23,53.3928
2021-08-24,55.1529
2021-08-25,56.0818
2021-08-26,53.5056
2021-08-27,55.9885
2021-08-28,55.9885
2021-08-29,55.9885
2021-08-30,54.2899
2021-08-31,50.0668
2021-09-01,49.6948
2021-09-02,50.9208
2021-09-03,49.3303
2021-09-04,49.3303
2021-09-05,49.3303
2021-09-06,49.3303
2021-09-07,48.9262
2021-09-08,48.6112
2021-09-09,48.3387
2021-09-10,47.2431
2021-09-11,47.2431
2021-09-12,47.2431
2021-09-13,49.7342
2021-09-14,47.2052
2021-09-15,48.9813
2021-09-16,48.2352
2021-09-17,48.1593
2021-09-18,48.1593
2021-09-19,48.1593
2021-09-20,46.5068
2021-09-21,45.5201
2021-09-22,47.6597
2021-09-23,49.2779
2021-09-24,49.9618
2021-09-25,49.9618
2021-09-26,49.9618
2021-09-27,52.8553
2021-09-28,53.6368
2021-09-29,54.4681
2021-09-30,52.9214
2021-10-01,57.8822
2021-10-02,57.8822
2021-10-03,57.8822
2021-10-04,56.3503
2021-10-05,54.8205
2021-10-06,53.1858
2021-10-07,55.8729
2021-10-08,55.714
2021-10-09,55.714
2021-10-10,55.714
2021-10-11,55.9965
2021-10-12,55.0729
2021-10-13,54.3282
2021-10-14,51.9837
2021-10-15,48.8505
2021-10-16,48.8505
2021-10-17,48.8505
2021-10-18,50.978
2021-10-19,49.3648
2021-10-20,47.7369
2021-10-21,48.2174
2021-10-22,47.7102
2021-10-23,47.7102
2021-10-24,47.7102
2021-10-25,45.922
2021-10-26,44.6863
2021-10-27,43.3308
2021-10-28,47.53
2021-10-29,44.7883
2021-10-30,44.7883
2021-10-31,44.7883
2021-11-01,48.3429
2021-11-02,46.0887
2021-11-03,46.65
2021-11-04,46.65
2021-11-05,48.02
2021-11-06,48.02
2021-11-07,48.02
2021-11-08,46.915
2021-11-09,45.0447
2021-11-10,46.9552
2021-11-11,49.6111
2021-11-12,51.293
2021-11-13,51.293
2021-11-14,51.293
2021-11-15,52.1957
2021-11-16,51.0492
2021-11-17,49.8744
2021-11-18,49.8465
2021-11-19,48.2672
2021-11-20,48.2672
2021-11-21,48.2672
2021-11-22,52.1146
2021-11-23,51.1764
2021-11-24,51.8556
2021-11-25,51.8556
2021-11-26,47.6935
2021-11-27,47.6935
2021-11-28,47.6935
2021-11-29,48.8192
2021-11-30,48.4284
2021-12-01,52.4106
2021-12-02,55.0224
2021-12-03,53.0839
2021-12-04,53.0839
2021-12-05,53.0839
2021-12-06,55.9877
2021-12-07,45.4983
2021-12-08,44.7218
2021-12-09,43.7278
2021-12-10,42.4947
2021-12-11,42.4947
2021-12-12,42.4947
2021-12-13,43.695
2021-12-14,44.2902
2021-12-15,45.4203
2021-12-16,46.6776
2021-12-17,45.0874
2021-12-18,45.0874
2021-12-19,45.0874
2021-12-20,44.2239
2021-12-21,44.6651
2021-12-22,47.503
2021-12-23,49.3994
2021-12-24,49.3994
2021-12-25,49.3994
2021-12-26,49.3994
2021-12-27,49.5219
2021-12-28,50.5497
2021-12-29,51.8333
2021-12-30,50.3275
2021-12-31,51.4985
2022-01-01,51.4985
2022-01-02,51.4985
2022-01-03,51.7489
2022-01-04,52.572
2022-01-05,50.5676
2022-01-06,51.7791
2022-01-07,51.6524
2022-01-08,51.6524
2022-01-09,51.6524
2022-01-10,51.6378
2022-01-11,45.5893
2022-01-12,46.8602
2022-01-13,47.3128
2022-01-14,46.607
2022-01-15,46.607
2022-01-16,46.607
2022-01-17,46.607
2022-01-18,41.4435
2022-01-19,40.0879
2022-01-20,35.2369
2022-01-21,33.0189
2022-01-22,33.0189
2022-01-23,33.0189
2022-01-24,38.171
2022-01-25,36.7489
2022-01-26,36.3553
2022-01-27,34.1601
2022-01-28,36.6831
2022-01-29,36.6831
2022-01-30,36.6831
2022-01-31,37.9984
2022-02-01,44.5034
2022-02-02,42.8581
2022-02-03,42.4249
2022-02-04,41.5975
2022-02-05,41.5975
2022-02-06,41.5975
2022-02-07,42.4474
2022-02-08,45.5308
2022-02-09,46.0682
2022-02-10,44.6904
2022-02-11,44.4627
2022-02-12,44.4627
2022-02-13,44.4627
2022-02-14,45.6211
2022-02-15,48.5833
2022-02-16,47.5893
2022-02-17,45.6759
2022-02-18,45.5861
2022-02-19,45.5861
2022-02-20,45.5861
2022-02-21,45.5861
2022-02-22,44.6873
2022-02-23,43.1638
2022-02-24,46.8176
2022-02-25,47.7784
2022-02-26,47.7784
2022-02-27,47.7784
2022-02-28,48.6457
2022-03-01,46.8637
2022-03-02,50.3545
2022-03-03,48.5339
2022-03-04,47.4331
2022-03-05,47.4331
2022-03-06,47.4331
2022-03-07,42.5035
2022-03-08,43.5902
2022-03-09,45.9101
2022-03-10,44.5896
2022-03-11,43.2133
2022-03-12,43.2133
2022-03-13,43.2133
2022-03-14,42.6047
2022-03-15,45.5449
2022-03-16,46.4347
2022-03-17,47.5349
2022-03-18,49.0162
2022-03-19,49.0162
2022-03-20,49.0162
2022-03-21,47.1558
2022-03-22,47.7116
2022-03-23,42.3099
2022-03-24,43.3484
2022-03-25,42.5645
2022-03-26,42.5645
2022-03-27,42.5645
2022-03-28,43.4793
2022-03-29,47.0376
2022-03-30,43.6263
2022-03-31,41.7566
2022-04-01,42.7826
2022-04-02,42.7826
2022-04-03,42.7826
2022-04-04,40.0855
2022-04-05,39.4425
2022-04-06,39.264
2022-04-07,38.4122
2022-04-08,39.5572
2022-04-09,39.5572
2022-04-10,39.5572
2022-04-11,40.8311
2022-04-12,41.3895
2022-04-13,43.1529
2022-04-14,42.3148
2022-04-15,42.3148
2022-04-16,42.3148
2022-04-17,42.3148
2022-04-18,42.4799
2022-04-19,46.032
2022-04-20,45.4989
2022-04-21,45.8417
2022-04-22,45.2114
2022-04-23,45.2114
2022-04-24,45.2114
2022-04-25,47.4774
2022-04-26,44.7129
2022-04-27,44.877
2022-04-28,48.559
2022-04-29,47.6037
2022-04-30,47.6037
2022-05-01,47.6037
2022-05-02,50.359
2022-05-03,53.3514
2022-05-04,55.0166
2022-05-05,52.8556
2022-05-06,51.7146
2022-05-07,51.7146
2022-05-08,51.7146
2022-05-09,52.8713
2022-05-10,52.1265
2022-05-11,48.7518
2022-05-12,50.3806
2022-05-13,53.1022
2022-05-14,53.1022
2022-05-15,53.1022
2022-05-16,49.6528
2022-05-17,52.376
2022-05-18,47.5236
2022-05-19,44.5439
2022-05-20,43.2497
2022-05-21,43.2497
2022-05-22,43.2497
2022-05-23,43.6181
2022-05-24,41.2966
2022-05-25,45.3528
2022-05-26,44.9059
2022-05-27,46.0425
2022-05-28,46.0425
2022-05-29,46.0425
2022-05-30,46.0425
2022-05-31,47.2675
2022-06-01,46.7409
2022-06-02,48.04
2022-06-03,46.2793
2022-06-04,46.2793
2022-06-05,46.2793
2022-06-06,48.7077
2022-06-07,47.4016
2022-06-08,47.3092
2022-06-09,47.8248
2022-06-10,44.8417
2022-06-11,44.8417
2022-06-12,44.8417
2022-06-13,43.3223
2022-06-14,43.184
2022-06-15,43.845
2022-06-16,39.8405
2022-06-17,39.6516
2022-06-18,39.6516
2022-06-19,39.6516
2022-06-20,39.6516
2022-06-21,39.45
2022-06-22,40.6607
2022-06-23,41.3239
2022-06-24,42.5642
2022-06-25,42.5642
2022-06-26,42.5642
2022-06-27,45.1334
2022-06-28,44.0001
2022-06-29,43.6446
2022-06-30,42.0672
2022-07-01,43.7399
2022-07-02,43.7399
2022-07-03,43.7399
2022-07-04,43.7399
2022-07-05,46.0471
2022-07-06,43.9837
2022-07-07,46.7925
2022-07-08,47.1037
2022-07-09,47.1037
2022-07-10,47.1037
2022-07-11,45.79
2022-07-12,45.9605
2022-07-13,45.0085
2022-07-14,44.4021
2022-07-15,45.1923
2022-07-16,45.1923
2022-07-17,45.1923
2022-07-18,46.4521
2022-07-19,48.0977
2022-07-20,51.0747
2022-07-21,51.6022
2022-07-22,51.8171
2022-07-23,51.8171
2022-07-24,51.8171
2022-07-25,52.0619
2022-07-26,50.4836
2022-07-27,51.8292
2022-07-28,54.221
2022-07-29,53.9117
2022-07-30,53.9117
2022-07-31,53.9117
2022-08-01,52.3533
2022-08-02,48.234
2022-08-03,51.5436
2022-08-04,49.1484
2022-08-05,49.3595
2022-08-06,49.3595
2022-08-07,49.3595
2022-08-08,51.3036
2022-08-09,49.4157
2022-08-10,52.3063
2022-08-11,53.8943
2022-08-12,55.2922
2022-08-13,55.2922
2022-08-14,55.2922
2022-08-15,56.4761
2022-08-16,58.0097
2022-08-17,54.9766
2022-08-18,55.5879
2022-08-19,53.4035
2022-08-20,53.4035
2022-08-21,53.4035
2022-08-22,50.4391
2022-08-23,50.0797
2022-08-24,51.277
2022-08-25,51.9918
2022-08-26,47.609
2022-08-27,47.609
2022-08-28,47.609
2022-08-29,47.0088
2022-08-30,45.748
2022-08-31,43.5166
2022-09-01,43.295
2022-09-02,41.534
2022-09-03,41.534
2022-09-04,41.534
2022-09-05,41.534
2022-09-06,41.2057
2022-09-07,41.017
2022-09-08,39.2213
2022-09-09,41.0324
2022-09-10,41.0324
2022-09-11,41.0324
2022-09-12,44.5659
2022-09-13,40.2876
2022-09-14,40.3443
2022-09-15,40.0102
2022-09-16,39.8696
2022-09-17,39.8696
2022-09-18,39.8696
2022-09-19,40.5642
2022-09-20,39.0204
2022-09-21,38.5619
2022-09-22,37.8663
2022-09-23,35.8404
2022-09-24,35.8404
2022-09-25,35.8404
2022-09-26,35.7443
2022-09-27,36.0457
2022-09-28,38.1465
2022-09-29,37.2529
2022-09-30,37.0605
2022-10-01,37.0605
2022-10-02,37.0605
2022-10-03,36.7117
2022-10-04,42.0049
2022-10-05,41.7401
2022-10-06,42.8416
2022-10-07,38.8867
2022-10-08,38.8867
2022-10-09,38.8867
2022-10-10,41.4032
2022-10-11,41.058
2022-10-12,41.8273
2022-10-13,41.0442
2022-10-14,40.2527
2022-10-15,40.2527
2022-10-16,40.2527
2022-10-17,41.6117
2022-10-18,43.2927
2022-10-19,40.2639
2022-10-20,40.0981
2022-10-21,42.0725
2022-10-22,42.0725
2022-10-23,42.0725
2022-10-24,43.7341
2022-10-25,44.6151
2022-10-26,45.431
2022-10-27,49.4141
2022-10-28,47.3939
2022-10-29,47.3939
2022-10-30,47.3939
2022-10-31,45.274
2022-11-01,47.5746
2022-11-02,45.6307
2022-11-03,44.8927
2022-11-04,46.6152
2022-11-05,46.6152
2022-11-06,46.6152
2022-11-07,48.7186
2022-11-08,49.2919
2022-11-09,48.4949
2022-11-10,56.35
2022-11-11,58.779
2022-11-12,58.779
2022-11-13,58.779
2022-11-14,57.3489
2022-11-15,57.0586
2022-11-16,55.6627
2022-11-17,56.1867
2022-11-18,56.8371
2022-11-19,56.8371
2022-11-20,56.8371
2022-11-21,55.4396
2022-11-22,57.3475
2022-11-23,57.5808
2022-11-24,57.5808
2022-11-25,58.0594
2022-11-26,58.0594
2022-11-27,58.0594
2022-11-28,56.8716
2022-11-29,57.5844
2022-11-30,58.785
2022-12-01,60.6511
2022-12-02,61.0672
2022-12-03,61.0672
2022-12-04,61.0672
2022-12-05,60.7934
2022-12-06,60.5926
2022-12-07,58.2637
2022-12-08,58.671
2022-12-09,58.1647
2022-12-10,58.1647
2022-12-11,58.1647
2022-12-12,60.4521
2022-12-13,60.7128
2022-12-14,65.8792
2022-12-15,65.2273
2022-12-16,64.7782
2022-12-17,64.7782
2022-12-18,64.7782
2022-12-19,58.8312
2022-12-20,57.6192
2022-12-21,60.3225
2022-12-22,60.6547
2022-12-23,61.3124
2022-12-24,61.3124
2022-12-25,61.3124
2022-12-26,61.3124
2022-12-27,62.2126
2022-12-28,58.4906
2022-12-29,60.4198
2022-12-30,58.7655
2022-12-31,58.7655
2023-01-01,58.7655
2023-01-02,58.7655
2023-01-03,59.2197
2023-01-04,58.5713
2023-01-05,60.6554
2023-01-06,62.3557
2023-01-07,62.3557
2023-01-08,62.3557
2023-01-09,63.5255
2023-01-10,64.5051
2023-01-11,65.1208
2023-01-12,65.0992
2023-01-13,65.4436
2023-01-14,65.4436
2023-01-15,65.4436
2023-01-16,65.4436
2023-01-17,63.7385
2023-01-18,59.8143
2023-01-19,59.7526
2023-01-20,61.7788
2023-01-21,61.7788
2023-01-22,61.7788
2023-01-23,64.1589
2023-01-24,65.0014
2023-01-25,65.3573
2023-01-26,65.6106
2023-01-27,66.099
2023-01-28,66.099
2023-01-29,66.099
2023-01-30,66.5049
2023-01-31,68.8767
2023-02-01,70.5352
2023-02-02,73.334
2023-02-03,74.746
2023-02-04,74.746
2023-02-05,74.746
2023-02-06,69.5603
2023-02-07,69.6738
2023-02-08,66.1225
2023-02-09,66.4299
2023-02-10,67.2669
2023-02-11,67.2669
2023-02-12,67.2669
2023-02-13,68.7074
2023-02-14,66.9142
2023-02-15,66.6756
2023-02-16,66.9965
2023-02-17,65.5025
2023-02-18,65.5025
2023-02-19,65.5025
2023-02-20,65.5025
2023-02-21,59.9304
2023-02-22,61.4236
2023-02-23,61.6887
2023-02-24,61.7276
2023-02-25,61.7276
2023-02-26,61.7276
2023-02-27,61.6628
2023-02-28,61.7458
2023-03-01,61.7458
2023-03-02,62.1549
2023-03-03,63.4404
2023-03-04,63.4404
2023-03-05,63.4404
2023-03-06,61.2168
2023-03-07,58.4304
2023-03-08,59.2082
2023-03-09,56.6997
2023-03-10,52.7372
2023-03-11,52.7372
2023-03-12,52.7372
2023-03-13,49.0095
2023-03-14,50.5663
2023-03-15,50.6916
2023-03-16,53.2153
2023-03-17,49.7575
2023-03-18,49.7575
2023-03-19,49.7575
