,WMS US Equity
2020-03-28,38.9661
2020-03-29,38.9661
2020-03-30,39.9303
2020-03-31,41.2154
2020-04-01,39.6233
2020-04-02,38.9737
2020-04-03,38.5628
2020-04-04,38.5628
2020-04-05,38.5628
2020-04-06,42.8966
2020-04-07,44.1515
2020-04-08,45.4507
2020-04-09,49.9306
2020-04-10,49.9306
2020-04-11,49.9306
2020-04-12,49.9306
2020-04-13,46.773
2020-04-14,49.1283
2020-04-15,47.1483
2020-04-16,46.6779
2020-04-17,50.2987
2020-04-18,50.2987
2020-04-19,50.2987
2020-04-20,49.832
2020-04-21,48.2869
2020-04-22,48.5858
2020-04-23,49.5327
2020-04-24,50.5575
2020-04-25,50.5575
2020-04-26,50.5575
2020-04-27,52.7625
2020-04-28,53.2527
2020-04-29,56.3979
2020-04-30,54.5777
2020-05-01,52.9952
2020-05-02,52.9952
2020-05-03,52.9952
2020-05-04,53.3161
2020-05-05,54.1212
2020-05-06,53.6658
2020-05-07,54.1671
2020-05-08,54.7662
2020-05-09,54.7662
2020-05-10,54.7662
2020-05-11,53.9734
2020-05-12,52.3554
2020-05-13,51.6652
2020-05-14,51.8645
2020-05-15,51.997
2020-05-16,51.997
2020-05-17,51.997
2020-05-18,54.0997
2020-05-19,53.3754
2020-05-20,55.702
2020-05-21,55.7474
2020-05-22,58.9605
2020-05-23,58.9605
2020-05-24,58.9605
2020-05-25,58.9605
2020-05-26,58.2926
2020-05-27,58.8499
2020-05-28,58.5542
2020-05-29,57.9034
2020-05-30,57.9034
2020-05-31,57.9034
2020-06-01,58.8722
2020-06-02,59.4468
2020-06-03,60.8721
2020-06-04,61.3517
2020-06-05,63.0095
2020-06-06,63.0095
2020-06-07,63.0095
2020-06-08,62.3361
2020-06-09,62.3699
2020-06-10,61.949
2020-06-11,53.7909
2020-06-12,55.3559
2020-06-13,55.3559
2020-06-14,55.3559
2020-06-15,57.887
2020-06-16,60.6131
2020-06-17,58.8408
2020-06-18,60.6272
2020-06-19,59.7175
2020-06-20,59.7175
2020-06-21,59.7175
2020-06-22,60.3969
2020-06-23,60.4189
2020-06-24,57.2857
2020-06-25,57.9238
2020-06-26,53.7116
2020-06-27,53.7116
2020-06-28,53.7116
2020-06-29,55.926
2020-06-30,57.8196
2020-07-01,57.6652
2020-07-02,56.8951
2020-07-03,56.8951
2020-07-04,56.8951
2020-07-05,56.8951
2020-07-06,56.9679
2020-07-07,55.0601
2020-07-08,56.1328
2020-07-09,54.0054
2020-07-10,55.1472
2020-07-11,55.1472
2020-07-12,55.1472
2020-07-13,51.4707
2020-07-14,53.951
2020-07-15,55.7698
2020-07-16,56.3162
2020-07-17,55.5588
2020-07-18,55.5588
2020-07-19,55.5588
2020-07-20,54.9536
2020-07-21,55.5858
2020-07-22,56.5582
2020-07-23,55.505
2020-07-24,54.589
2020-07-25,54.589
2020-07-26,54.589
2020-07-27,56.4213
2020-07-28,55.1238
2020-07-29,56.0713
2020-07-30,55.6424
2020-07-31,54.4573
2020-08-01,54.4573
2020-08-02,54.4573
2020-08-03,56.9846
2020-08-04,54.0075
2020-08-05,55.1828
2020-08-06,59.3381
2020-08-07,62.1337
2020-08-08,62.1337
2020-08-09,62.1337
2020-08-10,60.6143
2020-08-11,61.7179
2020-08-12,65.2066
2020-08-13,62.7966
2020-08-14,61.5183
2020-08-15,61.5183
2020-08-16,61.5183
2020-08-17,61.6261
2020-08-18,63.4773
2020-08-19,63.8178
2020-08-20,61.2062
2020-08-21,60.4005
2020-08-22,60.4005
2020-08-23,60.4005
2020-08-24,60.6914
2020-08-25,60.7987
2020-08-26,59.1298
2020-08-27,58.0133
2020-08-28,58.307
2020-08-29,58.307
2020-08-30,58.307
2020-08-31,57.1399
2020-09-01,60.0737
2020-09-02,61.3067
2020-09-03,56.781
2020-09-04,55.5277
2020-09-05,55.5277
2020-09-06,55.5277
2020-09-07,55.5277
2020-09-08,54.6391
2020-09-09,57.1623
2020-09-10,56.8264
2020-09-11,56.9091
2020-09-12,56.9091
2020-09-13,56.9091
2020-09-14,60.4851
2020-09-15,59.4421
2020-09-16,60.4622
2020-09-17,59.6763
2020-09-18,58.2622
2020-09-19,58.2622
2020-09-20,58.2622
2020-09-21,54.171
2020-09-22,58.2785
2020-09-23,55.9774
2020-09-24,55.5139
2020-09-25,55.8247
2020-09-26,55.8247
2020-09-27,55.8247
2020-09-28,59.0062
2020-09-29,59.6033
2020-09-30,61.475
2020-10-01,63.7616
2020-10-02,61.058
2020-10-03,61.058
2020-10-04,61.058
2020-10-05,63.1893
2020-10-06,63.8813
2020-10-07,65.465
2020-10-08,66.1072
2020-10-09,67.5813
2020-10-10,67.5813
2020-10-11,67.5813
2020-10-12,69.366
2020-10-13,68.6116
2020-10-14,68.1984
2020-10-15,68.5067
2020-10-16,67.8878
2020-10-17,67.8878
2020-10-18,67.8878
2020-10-19,66.7442
2020-10-20,65.806
2020-10-21,60.2209
2020-10-22,58.1571
2020-10-23,58.625
2020-10-24,58.625
2020-10-25,58.625
2020-10-26,55.3543
2020-10-27,55.7059
2020-10-28,54.3102
2020-10-29,56.6141
2020-10-30,53.2106
2020-10-31,53.2106
2020-11-01,53.2106
2020-11-02,58.7081
2020-11-03,60.7833
2020-11-04,59.9553
2020-11-05,57.2654
2020-11-06,54.5263
2020-11-07,54.5263
2020-11-08,54.5263
2020-11-09,49.6162
2020-11-10,51.8469
2020-11-11,53.7898
2020-11-12,50.4788
2020-11-13,51.5995
2020-11-14,51.5995
2020-11-15,51.5995
2020-11-16,51.8578
2020-11-17,52.3599
2020-11-18,52.7122
2020-11-19,54.8215
2020-11-20,57.1241
2020-11-21,57.1241
2020-11-22,57.1241
2020-11-23,57.0803
2020-11-24,59.9912
2020-11-25,59.3252
2020-11-26,59.3252
2020-11-27,58.8339
2020-11-28,58.8339
2020-11-29,58.8339
2020-11-30,57.6893
2020-12-01,58.7111
2020-12-02,59.6959
2020-12-03,63.4638
2020-12-04,65.2353
2020-12-05,65.2353
2020-12-06,65.2353
2020-12-07,63.3074
2020-12-08,64.912
2020-12-09,66.3569
2020-12-10,62.5566
2020-12-11,57.0069
2020-12-12,57.0069
2020-12-13,57.0069
2020-12-14,57.0169
2020-12-15,59.4285
2020-12-16,59.8235
2020-12-17,61.5474
2020-12-18,63.0305
2020-12-19,63.0305
2020-12-20,63.0305
2020-12-21,63.385
2020-12-22,64.8312
2020-12-23,64.5983
2020-12-24,64.4546
2020-12-25,64.4546
2020-12-26,64.4546
2020-12-27,64.4546
2020-12-28,65.0796
2020-12-29,65.2332
2020-12-30,66.0688
2020-12-31,66.3507
2021-01-01,66.3507
2021-01-02,66.3507
2021-01-03,66.3507
2021-01-04,61.3031
2021-01-05,62.9335
2021-01-06,68.991
2021-01-07,72.6732
2021-01-08,69.2723
2021-01-09,69.2723
2021-01-10,69.2723
2021-01-11,68.8783
2021-01-12,69.1827
2021-01-13,64.921
2021-01-14,65.2261
2021-01-15,63.4321
2021-01-16,63.4321
2021-01-17,63.4321
2021-01-18,63.4321
2021-01-19,63.4558
2021-01-20,62.4127
2021-01-21,64.7466
2021-01-22,66.4725
2021-01-23,66.4725
2021-01-24,66.4725
2021-01-25,61.6429
2021-01-26,57.2452
2021-01-27,53.3405
2021-01-28,55.3904
2021-01-29,52.4293
2021-01-30,52.4293
2021-01-31,52.4293
2021-02-01,55.7958
2021-02-02,55.1346
2021-02-03,54.8436
2021-02-04,66.2022
2021-02-05,62.7968
2021-02-06,62.7968
2021-02-07,62.7968
2021-02-08,62.139
2021-02-09,61.6336
2021-02-10,60.3639
2021-02-11,60.7818
2021-02-12,62.1898
2021-02-13,62.1898
2021-02-14,62.1898
2021-02-15,62.1898
2021-02-16,60.9027
2021-02-17,59.3243
2021-02-18,59.4786
2021-02-19,61.8311
2021-02-20,61.8311
2021-02-21,61.8311
2021-02-22,63.5333
2021-02-23,66.1452
2021-02-24,67.9206
2021-02-25,64.0204
2021-02-26,64.8542
2021-02-27,64.8542
2021-02-28,64.8542
2021-03-01,65.4154
2021-03-02,64.2678
2021-03-03,62.4269
2021-03-04,58.3068
2021-03-05,57.3966
2021-03-06,57.3966
2021-03-07,57.3966
2021-03-08,58.1537
2021-03-09,60.0011
2021-03-10,60.7383
2021-03-11,59.8707
2021-03-12,58.2137
2021-03-13,58.2137
2021-03-14,58.2137
2021-03-15,58.6215
2021-03-16,57.335
2021-03-17,56.9747
2021-03-18,56.9272
2021-03-19,56.6831
2021-03-20,56.6831
2021-03-21,56.6831
2021-03-22,54.9661
2021-03-23,51.5863
2021-03-24,49.6221
2021-03-25,51.4509
2021-03-26,51.929
2021-03-27,51.929
2021-03-28,51.929
2021-03-29,51.1917
2021-03-30,53.2516
2021-03-31,55.7638
2021-04-01,59.0044
2021-04-02,59.0044
2021-04-03,59.0044
2021-04-04,59.0044
2021-04-05,59.8863
2021-04-06,60.5318
2021-04-07,59.8742
2021-04-08,60.7427
2021-04-09,61.2998
2021-04-10,61.2998
2021-04-11,61.2998
2021-04-12,62.0562
2021-04-13,60.7279
2021-04-14,60.6827
2021-04-15,61.9348
2021-04-16,64.5059
2021-04-17,64.5059
2021-04-18,64.5059
2021-04-19,61.0781
2021-04-20,58.7263
2021-04-21,59.1772
2021-04-22,60.7618
2021-04-23,61.0773
2021-04-24,61.0773
2021-04-25,61.0773
2021-04-26,61.3838
2021-04-27,61.4287
2021-04-28,58.109
2021-04-29,58.2971
2021-04-30,56.9062
2021-05-01,56.9062
2021-05-02,56.9062
2021-05-03,56.9676
2021-05-04,54.4327
2021-05-05,56.0087
2021-05-06,53.4089
2021-05-07,58.996
2021-05-08,58.996
2021-05-09,58.996
2021-05-10,58.3312
2021-05-11,55.0889
2021-05-12,51.8737
2021-05-13,53.0519
2021-05-14,55.7329
2021-05-15,55.7329
2021-05-16,55.7329
2021-05-17,55.0918
2021-05-18,52.4058
2021-05-19,48.9329
2021-05-20,50.2571
2021-05-21,54.0738
2021-05-22,54.0738
2021-05-23,54.0738
2021-05-24,56.7192
2021-05-25,56.1872
2021-05-26,55.0724
2021-05-27,54.8213
2021-05-28,54.6779
2021-05-29,54.6779
2021-05-30,54.6779
2021-05-31,54.6779
2021-06-01,54.8652
2021-06-02,50.2686
2021-06-03,51.0617
2021-06-04,50.4823
2021-06-05,50.4823
2021-06-06,50.4823
2021-06-07,52.4782
2021-06-08,52.5041
2021-06-09,49.7683
2021-06-10,45.6477
2021-06-11,47.0753
2021-06-12,47.0753
2021-06-13,47.0753
2021-06-14,47.6388
2021-06-15,48.8218
2021-06-16,48.1796
2021-06-17,46.0017
2021-06-18,44.9103
2021-06-19,44.9103
2021-06-20,44.9103
2021-06-21,49.3203
2021-06-22,50.7072
2021-06-23,49.9951
2021-06-24,50.9918
2021-06-25,53.9348
2021-06-26,53.9348
2021-06-27,53.9348
2021-06-28,56.0887
2021-06-29,57.2363
2021-06-30,57.1245
2021-07-01,56.0945
2021-07-02,56.0422
2021-07-03,56.0422
2021-07-04,56.0422
2021-07-05,56.0422
2021-07-06,54.7029
2021-07-07,55.6102
2021-07-08,53.2963
2021-07-09,55.7548
2021-07-10,55.7548
2021-07-11,55.7548
2021-07-12,57.4047
2021-07-13,55.7027
2021-07-14,52.9616
2021-07-15,52.9117
2021-07-16,52.5533
2021-07-17,52.5533
2021-07-18,52.5533
2021-07-19,53.0143
2021-07-20,57.0248
2021-07-21,60.0774
2021-07-22,57.2379
2021-07-23,58.5632
2021-07-24,58.5632
2021-07-25,58.5632
2021-07-26,58.3803
2021-07-27,57.7006
2021-07-28,57.7088
2021-07-29,58.6152
2021-07-30,58.9989
2021-07-31,58.9989
2021-08-01,58.9989
2021-08-02,56.7851
2021-08-03,58.6559
2021-08-04,58.2491
2021-08-05,51.0802
2021-08-06,51.3689
2021-08-07,51.3689
2021-08-08,51.3689
2021-08-09,50.416
2021-08-10,52.4774
2021-08-11,54.0792
2021-08-12,53.1732
2021-08-13,51.2422
2021-08-14,51.2422
2021-08-15,51.2422
2021-08-16,49.7336
2021-08-17,47.6297
2021-08-18,49.0846
2021-08-19,46.6115
2021-08-20,49.0556
2021-08-21,49.0556
2021-08-22,49.0556
2021-08-23,52.1253
2021-08-24,53.3279
2021-08-25,55.5772
2021-08-26,50.8162
2021-08-27,52.6691
2021-08-28,52.6691
2021-08-29,52.6691
2021-08-30,51.1293
2021-08-31,49.3371
2021-09-01,46.8314
2021-09-02,50.7114
2021-09-03,51.3386
2021-09-04,51.3386
2021-09-05,51.3386
2021-09-06,51.3386
2021-09-07,51.3802
2021-09-08,50.9927
2021-09-09,51.711
2021-09-10,52.1183
2021-09-11,52.1183
2021-09-12,52.1183
2021-09-13,50.2962
2021-09-14,47.9534
2021-09-15,42.374
2021-09-16,42.6871
2021-09-17,44.5004
2021-09-18,44.5004
2021-09-19,44.5004
2021-09-20,44.2202
2021-09-21,44.1723
2021-09-22,44.4939
2021-09-23,46.2806
2021-09-24,45.4667
2021-09-25,45.4667
2021-09-26,45.4667
2021-09-27,47.2018
2021-09-28,44.3517
2021-09-29,46.8227
2021-09-30,45.6874
2021-10-01,47.7143
2021-10-02,47.7143
2021-10-03,47.7143
2021-10-04,46.4057
2021-10-05,47.8649
2021-10-06,48.516
2021-10-07,50.3339
2021-10-08,48.9941
2021-10-09,48.9941
2021-10-10,48.9941
2021-10-11,49.5694
2021-10-12,49.4302
2021-10-13,48.6925
2021-10-14,50.9735
2021-10-15,50.6663
2021-10-16,50.6663
2021-10-17,50.6663
2021-10-18,49.496
2021-10-19,48.4025
2021-10-20,44.8997
2021-10-21,46.2043
2021-10-22,45.3922
2021-10-23,45.3922
2021-10-24,45.3922
2021-10-25,48.4602
2021-10-26,47.6347
2021-10-27,46.4371
2021-10-28,49.6661
2021-10-29,51.2579
2021-10-30,51.2579
2021-10-31,51.2579
2021-11-01,51.8574
2021-11-02,52.2078
2021-11-03,50.2921
2021-11-04,58.2834
2021-11-05,60.6508
2021-11-06,60.6508
2021-11-07,60.6508
2021-11-08,65.2218
2021-11-09,66.2151
2021-11-10,63.166
2021-11-11,63.6224
2021-11-12,63.2826
2021-11-13,63.2826
2021-11-14,63.2826
2021-11-15,63.0803
2021-11-16,63.4164
2021-11-17,60.3039
2021-11-18,62.315
2021-11-19,62.2018
2021-11-20,62.2018
2021-11-21,62.2018
2021-11-22,62.8442
2021-11-23,62.273
2021-11-24,58.9803
2021-11-25,58.9803
2021-11-26,56.3625
2021-11-27,56.3625
2021-11-28,56.3625
2021-11-29,57.819
2021-11-30,53.9947
2021-12-01,51.9001
2021-12-02,55.6609
2021-12-03,54.8876
2021-12-04,54.8876
2021-12-05,54.8876
2021-12-06,56.4933
2021-12-07,61.0632
2021-12-08,62.5545
2021-12-09,61.8785
2021-12-10,59.7645
2021-12-11,59.7645
2021-12-12,59.7645
2021-12-13,59.0751
2021-12-14,55.7131
2021-12-15,57.8244
2021-12-16,56.3923
2021-12-17,53.9148
2021-12-18,53.9148
2021-12-19,53.9148
2021-12-20,50.8161
2021-12-21,54.244
2021-12-22,57.2784
2021-12-23,57.1513
2021-12-24,57.1513
2021-12-25,57.1513
2021-12-26,57.1513
2021-12-27,58.4662
2021-12-28,57.7664
2021-12-29,58.1469
2021-12-30,57.2726
2021-12-31,58.3832
2022-01-01,58.3832
2022-01-02,58.3832
2022-01-03,56.8179
2022-01-04,58.1725
2022-01-05,53.197
2022-01-06,52.9469
2022-01-07,49.31
2022-01-08,49.31
2022-01-09,49.31
2022-01-10,48.5966
2022-01-11,49.7409
2022-01-12,49.862
2022-01-13,48.6492
2022-01-14,44.424
2022-01-15,44.424
2022-01-16,44.424
2022-01-17,44.424
2022-01-18,42.803
2022-01-19,42.6145
2022-01-20,40.4873
2022-01-21,39.3242
2022-01-22,39.3242
2022-01-23,39.3242
2022-01-24,41.4044
2022-01-25,37.5152
2022-01-26,38.0279
2022-01-27,35.9108
2022-01-28,39.7102
2022-01-29,39.7102
2022-01-30,39.7102
2022-01-31,43.6535
2022-02-01,45.1702
2022-02-02,45.2951
2022-02-03,48.8812
2022-02-04,50.1731
2022-02-05,50.1731
2022-02-06,50.1731
2022-02-07,44.0814
2022-02-08,47.6557
2022-02-09,49.0032
2022-02-10,48.0601
2022-02-11,46.9197
2022-02-12,46.9197
2022-02-13,46.9197
2022-02-14,46.2019
2022-02-15,50.4281
2022-02-16,50.5972
2022-02-17,48.8355
2022-02-18,47.4605
2022-02-19,47.4605
2022-02-20,47.4605
2022-02-21,47.4605
2022-02-22,44.5442
2022-02-23,42.3281
2022-02-24,43.9971
2022-02-25,48.2662
2022-02-26,48.2662
2022-02-27,48.2662
2022-02-28,48.5263
2022-03-01,49.825
2022-03-02,53.9169
2022-03-03,52.424
2022-03-04,51.0353
2022-03-05,51.0353
2022-03-06,51.0353
2022-03-07,45.4229
2022-03-08,44.6326
2022-03-09,47.5082
2022-03-10,46.6285
2022-03-11,48.3749
2022-03-12,48.3749
2022-03-13,48.3749
2022-03-14,48.159
2022-03-15,49.4315
2022-03-16,50.8402
2022-03-17,51.5944
2022-03-18,52.4065
2022-03-19,52.4065
2022-03-20,52.4065
2022-03-21,53.4018
2022-03-22,53.5844
2022-03-23,52.3381
2022-03-24,51.6636
2022-03-25,50.9183
2022-03-26,50.9183
2022-03-27,50.9183
2022-03-28,50.8438
2022-03-29,54.8577
2022-03-30,52.9001
2022-03-31,49.4733
2022-04-01,50.2641
2022-04-02,50.2641
2022-04-03,50.2641
2022-04-04,51.6014
2022-04-05,47.2661
2022-04-06,44.8785
2022-04-07,44.6741
2022-04-08,43.5036
2022-04-09,43.5036
2022-04-10,43.5036
2022-04-11,44.3173
2022-04-12,44.1599
2022-04-13,45.4419
2022-04-14,43.7917
2022-04-15,43.7917
2022-04-16,43.7917
2022-04-17,43.7917
2022-04-18,43.3389
2022-04-19,46.3537
2022-04-20,47.1942
2022-04-21,44.9192
2022-04-22,43.2014
2022-04-23,43.2014
2022-04-24,43.2014
2022-04-25,45.4184
2022-04-26,42.5529
2022-04-27,41.4898
2022-04-28,43.9888
2022-04-29,42.4484
2022-04-30,42.4484
2022-05-01,42.4484
2022-05-02,42.8407
2022-05-03,44.9542
2022-05-04,46.0354
2022-05-05,42.7838
2022-05-06,41.53
2022-05-07,41.53
2022-05-08,41.53
2022-05-09,39.1699
2022-05-10,39.8354
2022-05-11,38.8715
2022-05-12,41.3051
2022-05-13,44.4567
2022-05-14,44.4567
2022-05-15,44.4567
2022-05-16,44.2029
2022-05-17,46.7529
2022-05-18,43.8568
2022-05-19,46.857
2022-05-20,47.5081
2022-05-21,47.5081
2022-05-22,47.5081
2022-05-23,49.7409
2022-05-24,48.7253
2022-05-25,49.3262
2022-05-26,49.701
2022-05-27,51.1638
2022-05-28,51.1638
2022-05-29,51.1638
2022-05-30,51.1638
2022-05-31,50.4793
2022-06-01,51.296
2022-06-02,53.5535
2022-06-03,52.8476
2022-06-04,52.8476
2022-06-05,52.8476
2022-06-06,52.5254
2022-06-07,52.4665
2022-06-08,49.811
2022-06-09,48.845
2022-06-10,41.9907
2022-06-11,41.9907
2022-06-12,41.9907
2022-06-13,39.1514
2022-06-14,40.0275
2022-06-15,40.8415
2022-06-16,37.1258
2022-06-17,35.62
2022-06-18,35.62
2022-06-19,35.62
2022-06-20,35.62
2022-06-21,36.5205
2022-06-22,36.458
2022-06-23,37.3779
2022-06-24,40.2845
2022-06-25,40.2845
2022-06-26,40.2845
2022-06-27,41.0947
2022-06-28,42.1695
2022-06-29,42.2
2022-06-30,42.0508
2022-07-01,43.4975
2022-07-02,43.4975
2022-07-03,43.4975
2022-07-04,43.4975
2022-07-05,44.6673
2022-07-06,45.242
2022-07-07,48.207
2022-07-08,48.2144
2022-07-09,48.2144
2022-07-10,48.2144
2022-07-11,46.0407
2022-07-12,45.1896
2022-07-13,44.1798
2022-07-14,44.3396
2022-07-15,46.0139
2022-07-16,46.0139
2022-07-17,46.0139
2022-07-18,46.796
2022-07-19,50.1423
2022-07-20,51.7601
2022-07-21,51.9681
2022-07-22,54.1105
2022-07-23,54.1105
2022-07-24,54.1105
2022-07-25,54.6884
2022-07-26,56.1826
2022-07-27,57.6347
2022-07-28,61.1431
2022-07-29,62.948
2022-07-30,62.948
2022-07-31,62.948
2022-08-01,63.0427
2022-08-02,62.8863
2022-08-03,63.9502
2022-08-04,71.4757
2022-08-05,72.5477
2022-08-06,72.5477
2022-08-07,72.5477
2022-08-08,73.5114
2022-08-09,70.9085
2022-08-10,72.1194
2022-08-11,72.5747
2022-08-12,74.0183
2022-08-13,74.0183
2022-08-14,74.0183
2022-08-15,74.6479
2022-08-16,75.4025
2022-08-17,67.3611
2022-08-18,68.9301
2022-08-19,65.5752
2022-08-20,65.5752
2022-08-21,65.5752
2022-08-22,64.2112
2022-08-23,63.8771
2022-08-24,64.4597
2022-08-25,65.1327
2022-08-26,60.8781
2022-08-27,60.8781
2022-08-28,60.8781
2022-08-29,60.4644
2022-08-30,59.8705
2022-08-31,58.7069
2022-09-01,56.7078
2022-09-02,56.966
2022-09-03,56.966
2022-09-04,56.966
2022-09-05,56.966
2022-09-06,57.3834
2022-09-07,58.2948
2022-09-08,59.8103
2022-09-09,60.5275
2022-09-10,60.5275
2022-09-11,60.5275
2022-09-12,60.9948
2022-09-13,56.6149
2022-09-14,56.7346
2022-09-15,56.2688
2022-09-16,53.8107
2022-09-17,53.8107
2022-09-18,53.8107
2022-09-19,56.3403
2022-09-20,53.9194
2022-09-21,52.7289
2022-09-22,48.5486
2022-09-23,46.8887
2022-09-24,46.8887
2022-09-25,46.8887
2022-09-26,45.2516
2022-09-27,45.6544
2022-09-28,49.4204
2022-09-29,47.7779
2022-09-30,48.7276
2022-10-01,48.7276
2022-10-02,48.7276
2022-10-03,51.9166
2022-10-04,55.4173
2022-10-05,55.174
2022-10-06,54.6495
2022-10-07,51.656
2022-10-08,51.656
2022-10-09,51.656
2022-10-10,51.3955
2022-10-11,50.993
2022-10-12,49.5375
2022-10-13,49.4148
2022-10-14,45.082
2022-10-15,45.082
2022-10-16,45.082
2022-10-17,49.0972
2022-10-18,49.6807
2022-10-19,46.3921
2022-10-20,43.9529
2022-10-21,46.0656
2022-10-22,46.0656
2022-10-23,46.0656
2022-10-24,47.155
2022-10-25,49.3238
2022-10-26,48.3221
2022-10-27,48.9105
2022-10-28,45.6768
2022-10-29,45.6768
2022-10-30,45.6768
2022-10-31,44.0891
2022-11-01,44.9753
2022-11-02,42.9447
2022-11-03,31.6624
2022-11-04,31.1053
2022-11-05,31.1053
2022-11-06,31.1053
2022-11-07,30.6784
2022-11-08,32.9036
2022-11-09,31.8645
2022-11-10,36.8056
2022-11-11,37.0403
2022-11-12,37.0403
2022-11-13,37.0403
2022-11-14,35.7821
2022-11-15,37.3123
2022-11-16,36.5068
2022-11-17,35.9427
2022-11-18,39.3719
2022-11-19,39.3719
2022-11-20,39.3719
2022-11-21,40.3415
2022-11-22,41.6757
2022-11-23,42.885
2022-11-24,42.885
2022-11-25,42.791
2022-11-26,42.791
2022-11-27,42.791
2022-11-28,41.3745
2022-11-29,41.5198
2022-11-30,43.9593
2022-12-01,43.5975
2022-12-02,43.0212
2022-12-03,43.0212
2022-12-04,43.0212
2022-12-05,40.5185
2022-12-06,40.5722
2022-12-07,39.9613
2022-12-08,39.8996
2022-12-09,39.3249
2022-12-10,39.3249
2022-12-11,39.3249
2022-12-12,39.9713
2022-12-13,41.0442
2022-12-14,40.9269
2022-12-15,40.1134
2022-12-16,38.8644
2022-12-17,38.8644
2022-12-18,38.8644
2022-12-19,37.7064
2022-12-20,37.6291
2022-12-21,38.5931
2022-12-22,37.4025
2022-12-23,37.9757
2022-12-24,37.9757
2022-12-25,37.9757
2022-12-26,37.9757
2022-12-27,37.6967
2022-12-28,36.7853
2022-12-29,38.8677
2022-12-30,38.338
2022-12-31,38.338
2023-01-01,38.338
2023-01-02,38.338
2023-01-03,37.9281
2023-01-04,39.8096
2023-01-05,38.6897
2023-01-06,40.1224
2023-01-07,40.1224
2023-01-08,40.1224
2023-01-09,39.37
2023-01-10,42.2063
2023-01-11,45.0539
2023-01-12,44.5029
2023-01-13,45.9504
2023-01-14,45.9504
2023-01-15,45.9504
2023-01-16,45.9504
2023-01-17,47.362
2023-01-18,46.8
2023-01-19,43.6661
2023-01-20,46.9072
2023-01-21,46.9072
2023-01-22,46.9072
2023-01-23,47.8936
2023-01-24,46.7366
2023-01-25,47.5217
2023-01-26,50.2323
2023-01-27,52.3551
2023-01-28,52.3551
2023-01-29,52.3551
2023-01-30,51.5493
2023-01-31,56.027
2023-02-01,58.1512
2023-02-02,45.7625
2023-02-03,49.745
2023-02-04,49.745
2023-02-05,49.745
2023-02-06,48.7993
2023-02-07,51.2494
2023-02-08,51.4814
2023-02-09,49.855
2023-02-10,49.6651
2023-02-11,49.6651
2023-02-12,49.6651
2023-02-13,49.6651
2023-02-14,49.9154
2023-02-15,51.7313
2023-02-16,48.9009
2023-02-17,49.899
2023-02-18,49.899
2023-02-19,49.899
2023-02-20,49.899
2023-02-21,47.7397
2023-02-22,47.4818
2023-02-23,48.2297
2023-02-24,46.2624
2023-02-25,46.2624
2023-02-26,46.2624
2023-02-27,46.8415
2023-02-28,47.3769
2023-03-01,47.1246
2023-03-02,47.2346
2023-03-03,48.2215
2023-03-04,48.2215
2023-03-05,48.2215
2023-03-06,51.7593
2023-03-07,48.6636
2023-03-08,50.2288
2023-03-09,47.876
2023-03-10,44.5448
2023-03-11,44.5448
2023-03-12,44.5448
2023-03-13,43.8308
2023-03-14,44.608
2023-03-15,42.2386
2023-03-16,43.3694
2023-03-17,42.3119
2023-03-18,42.3119
2023-03-19,42.3119
2023-03-20,40.2744
