,ENVA US Equity
2023-03-19,43.6358
2023-03-20,44.3303
2023-03-21,47.131
2023-03-22,45.7525
2023-03-23,45.027
2023-03-24,44.3003
2023-03-25,44.3003
2023-03-26,44.3003
2023-03-27,47.4461
2023-03-28,46.6306
2023-03-29,48.5235
2023-03-30,48.2124
2023-03-31,49.7736
2023-04-01,49.7736
2023-04-02,49.7736
2023-04-03,48.9793
2023-04-04,47.7466
2023-04-05,47.3825
2023-04-06,47.9752
2023-04-07,47.9752
2023-04-08,47.9752
2023-04-09,47.9752
2023-04-10,49.3376
2023-04-11,51.2524
2023-04-12,52.7598
2023-04-13,52.9083
2023-04-14,53.2774
2023-04-15,53.2774
2023-04-16,53.2774
2023-04-17,54.3867
2023-04-18,56.1602
2023-04-19,58.0099
2023-04-20,58.1291
2023-04-21,58.7151
2023-04-22,58.7151
2023-04-23,58.7151
2023-04-24,58.8179
2023-04-25,56.1565
2023-04-26,42.9895
2023-04-27,46.8046
2023-04-28,47.7795
2023-04-29,47.7795
2023-04-30,47.7795
2023-05-01,49.2818
2023-05-02,47.0418
2023-05-03,46.0847
2023-05-04,44.7001
2023-05-05,47.1231
2023-05-06,47.1231
2023-05-07,47.1231
2023-05-08,46.3917
2023-05-09,45.8761
2023-05-10,45.7821
2023-05-11,45.8051
2023-05-12,45.3479
2023-05-13,45.3479
2023-05-14,45.3479
2023-05-15,47.334
2023-05-16,47.4515
2023-05-17,51.4648
2023-05-18,54.0602
2023-05-19,53.2547
2023-05-20,53.2547
2023-05-21,53.2547
2023-05-22,52.7436
2023-05-23,54.5879
2023-05-24,52.6057
2023-05-25,53.7837
2023-05-26,54.623
2023-05-27,54.623
2023-05-28,54.623
2023-05-29,54.623
2023-05-30,55.2787
2023-05-31,53.796
2023-06-01,54.2052
2023-06-02,58.4161
2023-06-03,58.4161
2023-06-04,58.4161
2023-06-05,57.0718
2023-06-06,61.4011
2023-06-07,63.5287
2023-06-08,63.1868
2023-06-09,61.8622
2023-06-10,61.8622
2023-06-11,61.8622
2023-06-12,61.8086
2023-06-13,63.4942
2023-06-14,60.9543
2023-06-15,62.1377
2023-06-16,61.8918
2023-06-17,61.8918
2023-06-18,61.8918
2023-06-19,61.8918
2023-06-20,62.1672
2023-06-21,62.8273
2023-06-22,62.2654
2023-06-23,60.5263
2023-06-24,60.5263
2023-06-25,60.5263
2023-06-26,58.2994
2023-06-27,59.1564
2023-06-28,60.0647
2023-06-29,63.4464
2023-06-30,61.2145
2023-07-01,61.2145
2023-07-02,61.2145
2023-07-03,63.2139
2023-07-04,63.2139
2023-07-05,59.5417
2023-07-06,57.7162
2023-07-07,58.2272
2023-07-08,58.2272
2023-07-09,58.2272
2023-07-10,58.3237
2023-07-11,59.2774
2023-07-12,63.0442
2023-07-13,62.5619
2023-07-14,62.9243
2023-07-15,62.9243
2023-07-16,62.9243
2023-07-17,64.9156
2023-07-18,66.4507
2023-07-19,65.4531
2023-07-20,64.5418
2023-07-21,61.4446
2023-07-22,61.4446
2023-07-23,61.4446
2023-07-24,63.4164
2023-07-25,64.0175
2023-07-26,61.0759
2023-07-27,57.4609
2023-07-28,57.2531
2023-07-29,57.2531
2023-07-30,57.2531
2023-07-31,57.9413
2023-08-01,58.1999
2023-08-02,56.7831
2023-08-03,54.9385
2023-08-04,57.1816
2023-08-05,57.1816
2023-08-06,57.1816
2023-08-07,58.3943
2023-08-08,56.9211
2023-08-09,53.946
2023-08-10,52.1826
2023-08-11,50.7603
2023-08-12,50.7603
2023-08-13,50.7603
2023-08-14,48.4971
2023-08-15,46.295
2023-08-16,45.3062
2023-08-17,45.0035
2023-08-18,44.8045
2023-08-19,44.8045
2023-08-20,44.8045
2023-08-21,45.5245
2023-08-22,44.1052
2023-08-23,46.8164
2023-08-24,46.436
2023-08-25,46.0249
2023-08-26,46.0249
2023-08-27,46.0249
2023-08-28,47.8237
2023-08-29,48.9242
2023-08-30,47.4489
2023-08-31,46.3579
2023-09-01,47.8857
2023-09-02,47.8857
2023-09-03,47.8857
2023-09-04,47.8857
2023-09-05,42.8159
2023-09-06,43.7131
2023-09-07,42.7287
2023-09-08,44.1769
2023-09-09,44.1769
2023-09-10,44.1769
2023-09-11,45.2869
2023-09-12,45.9307
2023-09-13,44.5502
2023-09-14,46.5961
2023-09-15,46.5189
2023-09-16,46.5189
2023-09-17,46.5189
2023-09-18,45.0518
2023-09-19,45.8576
2023-09-20,43.0685
2023-09-21,41.6747
2023-09-22,40.8178
2023-09-23,40.8178
2023-09-24,40.8178
2023-09-25,43.5132
2023-09-26,41.8502
2023-09-27,48.3806
2023-09-28,52.563
2023-09-29,50.7369
2023-09-30,50.7369
2023-10-01,50.7369
2023-10-02,48.9766
2023-10-03,47.0342
2023-10-04,44.844
2023-10-05,47.9056
2023-10-06,48.5354
2023-10-07,48.5354
2023-10-08,48.5354
2023-10-09,49.2916
2023-10-10,50.1471
2023-10-11,52.2199
2023-10-12,52.2199
2023-10-13,48.2471
2023-10-14,48.2471
2023-10-15,48.2471
2023-10-16,48.8225
2023-10-17,49.5789
2023-10-18,45.9491
2023-10-19,44.4084
2023-10-20,40.8556
2023-10-21,40.8556
2023-10-22,40.8556
2023-10-23,39.9637
2023-10-24,37.2801
2023-10-25,27.3107
2023-10-26,28.781
2023-10-27,35.7092
2023-10-28,35.7092
2023-10-29,35.7092
2023-10-30,35.3636
2023-10-31,36.1097
2023-11-01,39.4364
2023-11-02,40.0382
2023-11-03,42.0631
2023-11-04,42.0631
2023-11-05,42.0631
2023-11-06,41.5508
2023-11-07,39.6232
2023-11-08,39.7272
2023-11-09,39.2514
2023-11-10,38.5766
2023-11-11,38.5766
2023-11-12,38.5766
2023-11-13,39.0732
2023-11-14,42.5669
2023-11-15,41.6557
2023-11-16,38.7201
2023-11-17,40.2932
2023-11-18,40.2932
2023-11-19,40.2932
2023-11-20,41.6308
2023-11-21,40.5421
2023-11-22,41.3678
2023-11-23,41.3678
2023-11-24,41.1191
2023-11-25,41.1191
2023-11-26,41.1191
2023-11-27,41.3244
2023-11-28,42.4091
2023-11-29,42.7585
2023-11-30,43.0918
2023-12-01,46.4773
2023-12-02,46.4773
2023-12-03,46.4773
2023-12-04,50.7836
2023-12-05,47.8491
2023-12-06,49.1133
2023-12-07,55.1109
2023-12-08,55.143
2023-12-09,55.143
2023-12-10,55.143
2023-12-11,57.4248
2023-12-12,58.9158
2023-12-13,61.9486
2023-12-14,63.784
2023-12-15,64.5829
2023-12-16,64.5829
2023-12-17,64.5829
2023-12-18,62.9293
2023-12-19,64.7359
2023-12-20,63.2606
2023-12-21,64.4917
2023-12-22,64.504
2023-12-23,64.504
2023-12-24,64.504
2023-12-25,64.504
2023-12-26,65.5295
2023-12-27,65.898
2023-12-28,65.9982
2023-12-29,63.6979
2023-12-30,63.6979
2023-12-31,63.6979
2024-01-01,63.6979
2024-01-02,63.2418
2024-01-03,60.8234
2024-01-04,61.5833
2024-01-05,62.1345
2024-01-06,62.1345
2024-01-07,62.1345
2024-01-08,63.4256
2024-01-09,62.2039
2024-01-10,61.4295
2024-01-11,61.3785
2024-01-12,60.7523
2024-01-13,60.7523
2024-01-14,60.7523
2024-01-15,60.7523
2024-01-16,60.9925
2024-01-17,60.5545
2024-01-18,60.2468
2024-01-19,61.9905
2024-01-20,61.9905
2024-01-21,61.9905
2024-01-22,63.9985
2024-01-23,63.2081
2024-01-24,63.1782
2024-01-25,64.6816
2024-01-26,66.5184
2024-01-27,66.5184
2024-01-28,66.5184
2024-01-29,67.1748
2024-01-30,66.437
2024-01-31,54.7071
2024-02-01,55.8226
2024-02-02,53.44
2024-02-03,53.44
2024-02-04,53.44
2024-02-05,53.5571
2024-02-06,53.6175
2024-02-07,54.8719
2024-02-08,54.5764
2024-02-09,56.5338
2024-02-10,56.5338
2024-02-11,56.5338
2024-02-12,59.5803
2024-02-13,55.9213
2024-02-14,58.4033
2024-02-15,62.5609
2024-02-16,62.0045
2024-02-17,62.0045
2024-02-18,62.0045
2024-02-19,62.0045
2024-02-20,63.4097
2024-02-21,61.7606
2024-02-22,61.9135
2024-02-23,64.1531
2024-02-24,64.1531
2024-02-25,64.1531
2024-02-26,63.9213
2024-02-27,64.011
2024-02-28,65.4186
2024-02-29,66.7226
2024-03-01,66.4128
2024-03-02,66.4128
2024-03-03,66.4128
2024-03-04,65.1891
2024-03-05,66.164
2024-03-06,64.2175
2024-03-07,64.8623
2024-03-08,65.5207
2024-03-09,65.5207
2024-03-10,65.5207
2024-03-11,60.5986
2024-03-12,61.9753
2024-03-13,61.2464
2024-03-14,56.2989
2024-03-15,54.8876
2024-03-16,54.8876
2024-03-17,54.8876
2024-03-18,54.581
2024-03-19,58.0501
2024-03-20,59.4289
2024-03-21,60.6498
2024-03-22,55.8836
2024-03-23,55.8836
2024-03-24,55.8836
2024-03-25,55.0997
2024-03-26,56.0473
2024-03-27,57.8352
2024-03-28,58.9304
2024-03-29,58.9304
2024-03-30,58.9304
2024-03-31,58.9304
2024-04-01,56.4196
2024-04-02,56.2093
2024-04-03,58.266
2024-04-04,56.315
2024-04-05,57.7948
2024-04-06,57.7948
2024-04-07,57.7948
2024-04-08,58.0955
