,NSP US Equity
2020-09-08,46.4237
2020-09-09,46.3368
2020-09-10,47.4195
2020-09-11,47.4639
2020-09-12,47.4639
2020-09-13,47.4639
2020-09-14,52.2268
2020-09-15,53.7611
2020-09-16,55.6837
2020-09-17,55.2923
2020-09-18,53.8761
2020-09-19,53.8761
2020-09-20,53.8761
2020-09-21,49.4954
2020-09-22,50.1234
2020-09-23,47.143
2020-09-24,48.4471
2020-09-25,49.7697
2020-09-26,49.7697
2020-09-27,49.7697
2020-09-28,51.2226
2020-09-29,50.2386
2020-09-30,50.5661
2020-10-01,51.5689
2020-10-02,53.3395
2020-10-03,53.3395
2020-10-04,53.3395
2020-10-05,54.4361
2020-10-06,54.6592
2020-10-07,57.8491
2020-10-08,59.8179
2020-10-09,58.8697
2020-10-10,58.8697
2020-10-11,58.8697
2020-10-12,59.5904
2020-10-13,58.8845
2020-10-14,59.478
2020-10-15,61.8605
2020-10-16,59.5291
2020-10-17,59.5291
2020-10-18,59.5291
2020-10-19,59.1101
2020-10-20,59.9723
2020-10-21,60.5421
2020-10-22,62.9889
2020-10-23,63.0787
2020-10-24,63.0787
2020-10-25,63.0787
2020-10-26,60.4974
2020-10-27,61.6667
2020-10-28,61.5513
2020-10-29,63.3036
2020-10-30,60.8794
2020-10-31,60.8794
2020-11-01,60.8794
2020-11-02,67.3817
2020-11-03,69.1605
2020-11-04,70.4559
2020-11-05,71.5635
2020-11-06,69.4384
2020-11-07,69.4384
2020-11-08,69.4384
2020-11-09,73.1251
2020-11-10,73.209
2020-11-11,71.1239
2020-11-12,67.1979
2020-11-13,67.0833
2020-11-14,67.0833
2020-11-15,67.0833
2020-11-16,65.2738
2020-11-17,64.1189
2020-11-18,62.2417
2020-11-19,65.2878
2020-11-20,62.5322
2020-11-21,62.5322
2020-11-22,62.5322
2020-11-23,62.7141
2020-11-24,63.8136
2020-11-25,63.7333
2020-11-26,63.7333
2020-11-27,63.4688
2020-11-28,63.4688
2020-11-29,63.4688
2020-11-30,58.7839
2020-12-01,60.7132
2020-12-02,59.9532
2020-12-03,60.8554
2020-12-04,61.7313
2020-12-05,61.7313
2020-12-06,61.7313
2020-12-07,60.2251
2020-12-08,60.543
2020-12-09,59.526
2020-12-10,57.0172
2020-12-11,58.1786
2020-12-12,58.1786
2020-12-13,58.1786
2020-12-14,54.8082
2020-12-15,58.0109
2020-12-16,57.5289
2020-12-17,57.6767
2020-12-18,58.0254
2020-12-19,58.0254
2020-12-20,58.0254
2020-12-21,57.2608
2020-12-22,55.2112
2020-12-23,54.7676
2020-12-24,54.4765
2020-12-25,54.4765
2020-12-26,54.4765
2020-12-27,54.4765
2020-12-28,53.3042
2020-12-29,47.6604
2020-12-30,49.0731
2020-12-31,49.1609
2021-01-01,49.1609
2021-01-02,49.1609
2021-01-03,49.1609
2021-01-04,45.8871
2021-01-05,47.8914
2021-01-06,52.7915
2021-01-07,53.9876
2021-01-08,53.8421
2021-01-09,53.8421
2021-01-10,53.8421
2021-01-11,53.1897
2021-01-12,56.033
2021-01-13,53.0519
2021-01-14,53.1662
2021-01-15,53.3619
2021-01-16,53.3619
2021-01-17,53.3619
2021-01-18,53.3619
2021-01-19,53.4959
2021-01-20,55.7708
2021-01-21,50.7394
2021-01-22,52.0078
2021-01-23,52.0078
2021-01-24,52.0078
2021-01-25,50.7957
2021-01-26,49.3836
2021-01-27,45.1684
2021-01-28,47.5873
2021-01-29,44.8095
2021-01-30,44.8095
2021-01-31,44.8095
2021-02-01,46.8051
2021-02-02,47.4381
2021-02-03,47.5754
2021-02-04,51.5186
2021-02-05,51.1746
2021-02-06,51.1746
2021-02-07,51.1746
2021-02-08,55.7686
2021-02-09,56.0313
2021-02-10,57.9372
2021-02-11,58.0647
2021-02-12,47.594
2021-02-13,47.594
2021-02-14,47.594
2021-02-15,47.594
2021-02-16,44.7393
2021-02-17,44.159
2021-02-18,44.8745
2021-02-19,46.298
2021-02-20,46.298
2021-02-21,46.298
2021-02-22,48.923
2021-02-23,51.8308
2021-02-24,54.7698
2021-02-25,54.7889
2021-02-26,56.2593
2021-02-27,56.2593
2021-02-28,56.2593
2021-03-01,57.9937
2021-03-02,56.9068
2021-03-03,56.3113
2021-03-04,54.4568
2021-03-05,57.4519
2021-03-06,57.4519
2021-03-07,57.4519
2021-03-08,58.9123
2021-03-09,59.1348
2021-03-10,59.8665
2021-03-11,61.0339
2021-03-12,61.7024
2021-03-13,61.7024
2021-03-14,61.7024
2021-03-15,55.4132
2021-03-16,53.1751
2021-03-17,54.0849
2021-03-18,52.7931
2021-03-19,51.3212
2021-03-20,51.3212
2021-03-21,51.3212
2021-03-22,47.8796
2021-03-23,46.4476
2021-03-24,46.3083
2021-03-25,46.2161
2021-03-26,47.8854
2021-03-27,47.8854
2021-03-28,47.8854
2021-03-29,46.3648
2021-03-30,47.9201
2021-03-31,48.4906
2021-04-01,50.7131
2021-04-02,50.7131
2021-04-03,50.7131
2021-04-04,50.7131
2021-04-05,50.1158
2021-04-06,51.0284
2021-04-07,49.3405
2021-04-08,50.8204
2021-04-09,51.6569
2021-04-10,51.6569
2021-04-11,51.6569
2021-04-12,52.0609
2021-04-13,49.819
2021-04-14,51.2186
2021-04-15,52.61
2021-04-16,52.6822
2021-04-17,52.6822
2021-04-18,52.6822
2021-04-19,51.811
2021-04-20,50.4491
2021-04-21,52.0249
2021-04-22,51.8153
2021-04-23,52.9908
2021-04-24,52.9908
2021-04-25,52.9908
2021-04-26,54.6073
2021-04-27,53.3228
2021-04-28,52.7114
2021-04-29,55.04
2021-04-30,52.1321
2021-05-01,52.1321
2021-05-02,52.1321
2021-05-03,53.5818
2021-05-04,52.4233
2021-05-05,51.0503
2021-05-06,51.3279
2021-05-07,53.6659
2021-05-08,53.6659
2021-05-09,53.6659
2021-05-10,52.3944
2021-05-11,48.6207
2021-05-12,45.558
2021-05-13,51.0114
2021-05-14,53.7138
2021-05-15,53.7138
2021-05-16,53.7138
2021-05-17,53.0973
2021-05-18,52.4088
2021-05-19,51.2715
2021-05-20,53.1429
2021-05-21,52.6643
2021-05-22,52.6643
2021-05-23,52.6643
2021-05-24,56.0024
2021-05-25,54.8511
2021-05-26,56.9501
2021-05-27,57.8769
2021-05-28,56.0482
2021-05-29,56.0482
2021-05-30,56.0482
2021-05-31,56.0482
2021-06-01,55.288
2021-06-02,51.3715
2021-06-03,51.7033
2021-06-04,53.5258
2021-06-05,53.5258
2021-06-06,53.5258
2021-06-07,53.7065
2021-06-08,56.0853
2021-06-09,54.4859
2021-06-10,53.1994
2021-06-11,55.3793
2021-06-12,55.3793
2021-06-13,55.3793
2021-06-14,56.2366
2021-06-15,58.0832
2021-06-16,55.9393
2021-06-17,57.4729
2021-06-18,54.2146
2021-06-19,54.2146
2021-06-20,54.2146
2021-06-21,56.206
2021-06-22,56.6053
2021-06-23,56.6961
2021-06-24,56.9407
2021-06-25,55.4292
2021-06-26,55.4292
2021-06-27,55.4292
2021-06-28,52.1829
2021-06-29,50.3817
2021-06-30,50.8771
2021-07-01,53.0401
2021-07-02,53.3492
2021-07-03,53.3492
2021-07-04,53.3492
2021-07-05,53.3492
2021-07-06,52.9586
2021-07-07,53.2582
2021-07-08,51.4553
2021-07-09,54.1324
2021-07-10,54.1324
2021-07-11,54.1324
2021-07-12,54.6629
2021-07-13,55.7484
2021-07-14,55.9612
2021-07-15,54.9698
2021-07-16,53.286
2021-07-17,53.286
2021-07-18,53.286
2021-07-19,51.2246
2021-07-20,54.7997
2021-07-21,54.6018
2021-07-22,52.4618
2021-07-23,54.2597
2021-07-24,54.2597
2021-07-25,54.2597
2021-07-26,54.3019
2021-07-27,56.4113
2021-07-28,57.545
2021-07-29,60.1202
2021-07-30,60.996
2021-07-31,60.996
2021-08-01,60.996
2021-08-02,60.7126
2021-08-03,62.5373
2021-08-04,60.4543
2021-08-05,62.8941
2021-08-06,63.4658
2021-08-07,63.4658
2021-08-08,63.4658
2021-08-09,63.0911
2021-08-10,64.8317
2021-08-11,65.5734
2021-08-12,66.6745
2021-08-13,66.8025
2021-08-14,66.8025
2021-08-15,66.8025
2021-08-16,66.4943
2021-08-17,64.5577
2021-08-18,63.1946
2021-08-19,66.1519
2021-08-20,66.3406
2021-08-21,66.3406
2021-08-22,66.3406
2021-08-23,67.295
2021-08-24,68.6015
2021-08-25,68.5318
2021-08-26,68.9663
2021-08-27,71.2174
2021-08-28,71.2174
2021-08-29,71.2174
2021-08-30,71.8916
2021-08-31,69.1624
2021-09-01,69.4152
2021-09-02,72.7651
2021-09-03,72.8887
2021-09-04,72.8887
2021-09-05,72.8887
2021-09-06,72.8887
2021-09-07,68.3941
2021-09-08,67.5151
2021-09-09,59.9351
2021-09-10,55.7335
2021-09-11,55.7335
2021-09-12,55.7335
2021-09-13,58.0346
2021-09-14,55.9948
2021-09-15,57.6213
2021-09-16,56.4051
2021-09-17,55.8362
2021-09-18,55.8362
2021-09-19,55.8362
2021-09-20,55.9675
2021-09-21,55.3716
2021-09-22,57.4216
2021-09-23,59.1595
2021-09-24,62.1785
2021-09-25,62.1785
2021-09-26,62.1785
2021-09-27,64.6714
2021-09-28,58.2709
2021-09-29,60.2578
2021-09-30,58.8847
2021-10-01,63.4449
2021-10-02,63.4449
2021-10-03,63.4449
2021-10-04,63.631
2021-10-05,65.4089
2021-10-06,65.1517
2021-10-07,67.5902
2021-10-08,65.8196
2021-10-09,65.8196
2021-10-10,65.8196
2021-10-11,62.7141
2021-10-12,63.2232
2021-10-13,63.5125
2021-10-14,62.3393
2021-10-15,62.7148
2021-10-16,62.7148
2021-10-17,62.7148
2021-10-18,61.639
2021-10-19,61.9358
2021-10-20,63.4973
2021-10-21,65.13
2021-10-22,67.0217
2021-10-23,67.0217
2021-10-24,67.0217
2021-10-25,68.9221
2021-10-26,66.7016
2021-10-27,65.1365
2021-10-28,67.1432
2021-10-29,66.5002
2021-10-30,66.5002
2021-10-31,66.5002
2021-11-01,69.8064
2021-11-02,60.9856
2021-11-03,58.6161
2021-11-04,58.8051
2021-11-05,58.9712
2021-11-06,58.9712
2021-11-07,58.9712
2021-11-08,59.0282
2021-11-09,58.3437
2021-11-10,56.5711
2021-11-11,56.5433
2021-11-12,56.5146
2021-11-13,56.5146
2021-11-14,56.5146
2021-11-15,55.3664
2021-11-16,55.5674
2021-11-17,55.0695
2021-11-18,53.2593
2021-11-19,52.6819
2021-11-20,52.6819
2021-11-21,52.6819
2021-11-22,56.5089
2021-11-23,61.3678
2021-11-24,61.26
2021-11-25,61.26
2021-11-26,49.3003
2021-11-27,49.3003
2021-11-28,49.3003
2021-11-29,53.7371
2021-11-30,49.2761
2021-12-01,46.5567
2021-12-02,50.2963
2021-12-03,50.0268
2021-12-04,50.0268
2021-12-05,50.0268
2021-12-06,52.5484
2021-12-07,51.2963
2021-12-08,51.3885
2021-12-09,48.005
2021-12-10,48.2887
2021-12-11,48.2887
2021-12-12,48.2887
2021-12-13,46.323
2021-12-14,45.8361
2021-12-15,48.3582
2021-12-16,46.0672
2021-12-17,47.0543
2021-12-18,47.0543
2021-12-19,47.0543
2021-12-20,45.8986
2021-12-21,48.6111
2021-12-22,50.4798
2021-12-23,51.6823
2021-12-24,51.6823
2021-12-25,51.6823
2021-12-26,51.6823
2021-12-27,53.6758
2021-12-28,53.0205
2021-12-29,54.5455
2021-12-30,53.6344
2021-12-31,54.2593
2022-01-01,54.2593
2022-01-02,54.2593
2022-01-03,53.9496
2022-01-04,53.543
2022-01-05,48.6736
2022-01-06,50.2146
2022-01-07,46.4908
2022-01-08,46.4908
2022-01-09,46.4908
2022-01-10,47.3866
2022-01-11,47.0866
2022-01-12,45.1998
2022-01-13,44.6554
2022-01-14,43.2628
2022-01-15,43.2628
2022-01-16,43.2628
2022-01-17,43.2628
2022-01-18,42.1487
2022-01-19,42.6897
2022-01-20,41.6685
2022-01-21,41.5693
2022-01-22,41.5693
2022-01-23,41.5693
2022-01-24,43.6277
2022-01-25,39.6799
2022-01-26,38.9909
2022-01-27,38.3836
2022-01-28,43.1383
2022-01-29,43.1383
2022-01-30,43.1383
2022-01-31,46.8404
2022-02-01,45.31
2022-02-02,46.3568
2022-02-03,45.2484
2022-02-04,47.0915
2022-02-05,47.0915
2022-02-06,47.0915
2022-02-07,47.1133
2022-02-08,50.5386
2022-02-09,50.7315
2022-02-10,48.2999
2022-02-11,35.933
2022-02-12,35.933
2022-02-13,35.933
2022-02-14,38.288
2022-02-15,38.5345
2022-02-16,37.4631
2022-02-17,35.905
2022-02-18,35.8518
2022-02-19,35.8518
2022-02-20,35.8518
2022-02-21,35.8518
2022-02-22,35.1633
2022-02-23,33.635
2022-02-24,34.1528
2022-02-25,38.1162
2022-02-26,38.1162
2022-02-27,38.1162
2022-02-28,37.7811
2022-03-01,36.1799
2022-03-02,40.0935
2022-03-03,40.1841
2022-03-04,39.2362
2022-03-05,39.2362
2022-03-06,39.2362
2022-03-07,36.3161
2022-03-08,36.8048
2022-03-09,39.0158
2022-03-10,39.1002
2022-03-11,38.6918
2022-03-12,38.6918
2022-03-13,38.6918
2022-03-14,44.5142
2022-03-15,45.8148
2022-03-16,48.7949
2022-03-17,49.2248
2022-03-18,50.2022
2022-03-19,50.2022
2022-03-20,50.2022
2022-03-21,49.0103
2022-03-22,48.1028
2022-03-23,47.4511
2022-03-24,49.3022
2022-03-25,48.42
2022-03-26,48.42
2022-03-27,48.42
2022-03-28,48.8124
2022-03-29,53.1226
2022-03-30,52.2578
2022-03-31,51.6084
2022-04-01,53.2779
2022-04-02,53.2779
2022-04-03,53.2779
2022-04-04,52.9977
2022-04-05,52.4272
2022-04-06,51.7379
2022-04-07,51.9525
2022-04-08,51.0768
2022-04-09,51.0768
2022-04-10,51.0768
2022-04-11,50.4863
2022-04-12,51.0083
2022-04-13,51.5475
2022-04-14,51.5585
2022-04-15,51.5585
2022-04-16,51.5585
2022-04-17,51.5585
2022-04-18,51.1131
2022-04-19,53.9701
2022-04-20,54.9659
2022-04-21,53.2911
2022-04-22,48.6872
2022-04-23,48.6872
2022-04-24,48.6872
2022-04-25,49.1577
2022-04-26,57.7407
2022-04-27,58.3128
2022-04-28,59.3363
2022-04-29,55.2827
2022-04-30,55.2827
2022-05-01,55.2827
2022-05-02,54.9788
2022-05-03,55.9626
2022-05-04,57.6593
2022-05-05,52.342
2022-05-06,49.9544
2022-05-07,49.9544
2022-05-08,49.9544
2022-05-09,48.6993
2022-05-10,49.8213
2022-05-11,47.9572
2022-05-12,44.994
2022-05-13,47.1853
2022-05-14,47.1853
2022-05-15,47.1853
2022-05-16,46.3085
2022-05-17,48.8534
2022-05-18,45.0697
2022-05-19,44.3543
2022-05-20,43.6609
2022-05-21,43.6609
2022-05-22,43.6609
2022-05-23,43.3107
2022-05-24,43.7246
2022-05-25,44.5408
2022-05-26,48.9734
2022-05-27,50.4718
2022-05-28,50.4718
2022-05-29,50.4718
2022-05-30,50.4718
2022-05-31,50.5464
2022-06-01,49.5707
2022-06-02,52.0904
2022-06-03,49.576
2022-06-04,49.576
2022-06-05,49.576
2022-06-06,49.3777
2022-06-07,49.7147
2022-06-08,47.9099
2022-06-09,47.7644
2022-06-10,46.1321
2022-06-11,46.1321
2022-06-12,46.1321
2022-06-13,43.4337
2022-06-14,45.0568
2022-06-15,45.9313
2022-06-16,41.2928
2022-06-17,42.0121
2022-06-18,42.0121
2022-06-19,42.0121
2022-06-20,42.0121
2022-06-21,45.761
2022-06-22,46.3166
2022-06-23,46.1265
2022-06-24,50.5359
2022-06-25,50.5359
2022-06-26,50.5359
2022-06-27,52.1794
2022-06-28,50.0922
2022-06-29,49.9493
2022-06-30,52.3667
2022-07-01,52.7601
2022-07-02,52.7601
2022-07-03,52.7601
2022-07-04,52.7601
2022-07-05,52.8725
2022-07-06,53.8935
2022-07-07,55.4736
2022-07-08,55.2559
2022-07-09,55.2559
2022-07-10,55.2559
2022-07-11,53.7628
2022-07-12,52.3447
2022-07-13,51.7839
2022-07-14,51.8479
2022-07-15,52.285
2022-07-16,52.285
2022-07-17,52.285
2022-07-18,49.7954
2022-07-19,53.6142
2022-07-20,55.3131
2022-07-21,57.2528
2022-07-22,55.207
2022-07-23,55.207
2022-07-24,55.207
2022-07-25,55.1351
2022-07-26,54.2455
2022-07-27,57.4646
2022-07-28,59.5715
2022-07-29,60.3935
2022-07-30,60.3935
2022-07-31,60.3935
2022-08-01,61.4658
2022-08-02,58.6217
2022-08-03,59.6232
2022-08-04,58.9116
2022-08-05,58.8323
2022-08-06,58.8323
2022-08-07,58.8323
2022-08-08,58.737
2022-08-09,58.5966
2022-08-10,60.426
2022-08-11,60.7902
2022-08-12,64.7468
2022-08-13,64.7468
2022-08-14,64.7468
2022-08-15,63.4893
2022-08-16,64.1086
2022-08-17,62.2531
2022-08-18,61.7906
2022-08-19,60.9296
2022-08-20,60.9296
2022-08-21,60.9296
2022-08-22,59.368
2022-08-23,57.9499
2022-08-24,59.2302
2022-08-25,60.366
2022-08-26,57.4002
2022-08-27,57.4002
2022-08-28,57.4002
2022-08-29,55.6658
2022-08-30,52.4283
2022-08-31,53.1879
2022-09-01,53.6123
2022-09-02,51.7518
2022-09-03,51.7518
2022-09-04,51.7518
2022-09-05,51.7518
2022-09-06,51.9643
2022-09-07,54.8323
2022-09-08,54.8036
2022-09-09,57.8504
2022-09-10,57.8504
2022-09-11,57.8504
2022-09-12,57.2375
2022-09-13,51.4349
2022-09-14,49.6936
2022-09-15,47.3867
2022-09-16,49.3117
2022-09-17,49.3117
2022-09-18,49.3117
2022-09-19,52.2171
2022-09-20,50.3237
2022-09-21,50.3472
2022-09-22,48.9533
2022-09-23,45.6401
2022-09-24,45.6401
2022-09-25,45.6401
2022-09-26,46.1149
2022-09-27,46.2854
2022-09-28,49.6219
2022-09-29,46.8625
2022-09-30,45.0558
2022-10-01,45.0558
2022-10-02,45.0558
2022-10-03,49.2376
2022-10-04,52.6037
2022-10-05,50.9619
2022-10-06,48.9926
2022-10-07,46.4846
2022-10-08,46.4846
2022-10-09,46.4846
2022-10-10,48.4625
2022-10-11,51.2628
2022-10-12,50.9646
2022-10-13,53.8133
2022-10-14,49.6639
2022-10-15,49.6639
2022-10-16,49.6639
2022-10-17,53.2699
2022-10-18,54.948
2022-10-19,53.865
2022-10-20,50.9653
2022-10-21,51.372
2022-10-22,51.372
2022-10-23,51.372
2022-10-24,52.2838
2022-10-25,52.1496
2022-10-26,48.6985
2022-10-27,50.0294
2022-10-28,50.178
2022-10-29,50.178
2022-10-30,50.178
2022-10-31,59.2652
2022-11-01,61.0098
2022-11-02,55.0966
2022-11-03,55.1253
2022-11-04,54.1113
2022-11-05,54.1113
2022-11-06,54.1113
2022-11-07,54.8563
2022-11-08,55.5196
2022-11-09,52.9834
2022-11-10,57.0906
2022-11-11,54.2465
2022-11-12,54.2465
2022-11-13,54.2465
2022-11-14,53.8757
2022-11-15,54.5557
2022-11-16,55.2532
2022-11-17,54.6375
2022-11-18,56.1759
2022-11-19,56.1759
2022-11-20,56.1759
2022-11-21,57.1042
2022-11-22,57.5691
2022-11-23,56.4363
2022-11-24,56.4363
2022-11-25,56.4921
2022-11-26,56.4921
2022-11-27,56.4921
2022-11-28,55.3696
2022-11-29,53.3307
2022-11-30,56.1273
2022-12-01,55.9606
2022-12-02,56.2879
2022-12-03,56.2879
2022-12-04,56.2879
2022-12-05,56.0659
2022-12-06,54.9449
2022-12-07,53.6791
2022-12-08,53.4556
2022-12-09,53.7048
2022-12-10,53.7048
2022-12-11,53.7048
2022-12-12,55.6035
2022-12-13,57.2754
2022-12-14,55.2209
2022-12-15,50.6039
2022-12-16,49.5278
2022-12-17,49.5278
2022-12-18,49.5278
2022-12-19,47.8729
2022-12-20,49.543
2022-12-21,52.4458
2022-12-22,49.3285
2022-12-23,51.6749
2022-12-24,51.6749
2022-12-25,51.6749
2022-12-26,51.6749
2022-12-27,50.925
2022-12-28,49.0973
2022-12-29,51.2852
2022-12-30,50.3109
2022-12-31,50.3109
2023-01-01,50.3109
2023-01-02,50.3109
2023-01-03,49.7324
2023-01-04,50.1718
2023-01-05,46.9528
2023-01-06,50.0159
2023-01-07,50.0159
2023-01-08,50.0159
2023-01-09,47.0644
2023-01-10,48.4002
2023-01-11,51.1593
2023-01-12,51.2337
2023-01-13,51.6623
2023-01-14,51.6623
2023-01-15,51.6623
2023-01-16,51.6623
2023-01-17,49.2258
2023-01-18,47.9
2023-01-19,48.6209
2023-01-20,51.1103
2023-01-21,51.1103
2023-01-22,51.1103
2023-01-23,52.0372
2023-01-24,51.8571
2023-01-25,47.7168
2023-01-26,48.4505
2023-01-27,45.7031
2023-01-28,45.7031
2023-01-29,45.7031
2023-01-30,45.8866
2023-01-31,47.7981
2023-02-01,47.6611
2023-02-02,51.2437
2023-02-03,50.6035
2023-02-04,50.6035
2023-02-05,50.6035
2023-02-06,49.3083
2023-02-07,50.7369
2023-02-08,49.088
2023-02-09,53.8144
2023-02-10,55.0367
2023-02-11,55.0367
2023-02-12,55.0367
2023-02-13,55.7181
2023-02-14,56.1201
2023-02-15,56.9907
2023-02-16,59.5501
2023-02-17,61.4622
2023-02-18,61.4622
2023-02-19,61.4622
2023-02-20,61.4622
2023-02-21,59.8826
2023-02-22,60.046
2023-02-23,59.2594
2023-02-24,57.0858
2023-02-25,57.0858
2023-02-26,57.0858
2023-02-27,57.5949
2023-02-28,58.892
2023-03-01,58.6728
2023-03-02,58.7756
2023-03-03,57.9094
2023-03-04,57.9094
2023-03-05,57.9094
2023-03-06,58.6481
2023-03-07,57.5475
2023-03-08,56.7663
2023-03-09,55.2226
2023-03-10,51.8088
2023-03-11,51.8088
2023-03-12,51.8088
2023-03-13,50.0365
2023-03-14,52.1079
2023-03-15,49.7789
2023-03-16,52.1416
2023-03-17,49.0336
2023-03-18,49.0336
