,LBRT US Equity
2020-05-15,49.2084
2020-05-16,49.2084
2020-05-17,49.2084
2020-05-18,53.9719
2020-05-19,53.0909
2020-05-20,55.2975
2020-05-21,55.6947
2020-05-22,52.7839
2020-05-23,52.7839
2020-05-24,52.7839
2020-05-25,52.7839
2020-05-26,54.8195
2020-05-27,55.2189
2020-05-28,55.2774
2020-05-29,53.2642
2020-05-30,53.2642
2020-05-31,53.2642
2020-06-01,53.5765
2020-06-02,56.3525
2020-06-03,56.8745
2020-06-04,58.854
2020-06-05,63.3754
2020-06-06,63.3754
2020-06-07,63.3754
2020-06-08,64.7832
2020-06-09,62.455
2020-06-10,60.0012
2020-06-11,53.5391
2020-06-12,54.723
2020-06-13,54.723
2020-06-14,54.723
2020-06-15,55.6879
2020-06-16,56.8398
2020-06-17,54.4829
2020-06-18,55.8148
2020-06-19,57.3059
2020-06-20,57.3059
2020-06-21,57.3059
2020-06-22,56.9744
2020-06-23,56.703
2020-06-24,52.3785
2020-06-25,51.5888
2020-06-26,48.3409
2020-06-27,48.3409
2020-06-28,48.3409
2020-06-29,50.0264
2020-06-30,50.4874
2020-07-01,50.4272
2020-07-02,50.9113
2020-07-03,50.9113
2020-07-04,50.9113
2020-07-05,50.9113
2020-07-06,51.8237
2020-07-07,50.1522
2020-07-08,49.9598
2020-07-09,48.7353
2020-07-10,49.6755
2020-07-11,49.6755
2020-07-12,49.6755
2020-07-13,47.6108
2020-07-14,50.847
2020-07-15,54.4141
2020-07-16,53.4773
2020-07-17,53.3416
2020-07-18,53.3416
2020-07-19,53.3416
2020-07-20,54.8814
2020-07-21,56.9179
2020-07-22,55.9028
2020-07-23,56.7575
2020-07-24,56.0088
2020-07-25,56.0088
2020-07-26,56.0088
2020-07-27,57.2344
2020-07-28,54.5398
2020-07-29,55.1466
2020-07-30,52.535
2020-07-31,49.5671
2020-08-01,49.5671
2020-08-02,49.5671
2020-08-03,51.5616
2020-08-04,53.7001
2020-08-05,55.667
2020-08-06,53.7227
2020-08-07,54.3704
2020-08-08,54.3704
2020-08-09,54.3704
2020-08-10,56.7608
2020-08-11,57.9015
2020-08-12,59.0199
2020-08-13,58.7891
2020-08-14,59.1199
2020-08-15,59.1199
2020-08-16,59.1199
2020-08-17,58.4725
2020-08-18,55.4872
2020-08-19,56.4555
2020-08-20,54.8358
2020-08-21,52.1108
2020-08-22,52.1108
2020-08-23,52.1108
2020-08-24,53.4056
2020-08-25,52.5241
2020-08-26,51.6424
2020-08-27,53.0687
2020-08-28,54.1999
2020-08-29,54.1999
2020-08-30,54.1999
2020-08-31,51.4815
2020-09-01,63.5606
2020-09-02,62.3733
2020-09-03,62.4586
2020-09-04,62.7644
2020-09-05,62.7644
2020-09-06,62.7644
2020-09-07,62.7644
2020-09-08,59.4711
2020-09-09,59.8502
2020-09-10,58.3679
2020-09-11,58.7205
2020-09-12,58.7205
2020-09-13,58.7205
2020-09-14,61.0134
2020-09-15,62.7878
2020-09-16,64.1302
2020-09-17,64.7664
2020-09-18,61.3162
2020-09-19,61.3162
2020-09-20,61.3162
2020-09-21,52.7258
2020-09-22,51.5717
2020-09-23,50.6971
2020-09-24,49.5029
2020-09-25,51.0744
2020-09-26,51.0744
2020-09-27,51.0744
2020-09-28,52.3956
2020-09-29,53.8399
2020-09-30,54.4021
2020-10-01,54.2158
2020-10-02,57.8035
2020-10-03,57.8035
2020-10-04,57.8035
2020-10-05,61.764
2020-10-06,60.8647
2020-10-07,55.8201
2020-10-08,56.4863
2020-10-09,54.1222
2020-10-10,54.1222
2020-10-11,54.1222
2020-10-12,53.57
2020-10-13,51.5042
2020-10-14,51.7575
2020-10-15,51.965
2020-10-16,49.487
2020-10-17,49.487
2020-10-18,49.487
2020-10-19,49.9805
2020-10-20,51.5053
2020-10-21,50.9885
2020-10-22,52.3621
2020-10-23,53.7044
2020-10-24,53.7044
2020-10-25,53.7044
2020-10-26,50.0296
2020-10-27,50.8034
2020-10-28,44.8952
2020-10-29,45.0103
2020-10-30,45.0696
2020-10-31,45.0696
2020-11-01,45.0696
2020-11-02,47.4169
2020-11-03,47.9347
2020-11-04,45.8087
2020-11-05,47.053
2020-11-06,46.063
2020-11-07,46.063
2020-11-08,46.063
2020-11-09,52.5333
2020-11-10,52.7305
2020-11-11,52.5611
2020-11-12,52.387
2020-11-13,54.5169
2020-11-14,54.5169
2020-11-15,54.5169
2020-11-16,58.7112
2020-11-17,59.6938
2020-11-18,60.1207
2020-11-19,59.9237
2020-11-20,58.4706
2020-11-21,58.4706
2020-11-22,58.4706
2020-11-23,61.581
2020-11-24,64.8772
2020-11-25,61.6937
2020-11-26,61.6937
2020-11-27,61.0123
2020-11-28,61.0123
2020-11-29,61.0123
2020-11-30,55.2716
2020-12-01,59.0575
2020-12-02,58.8406
2020-12-03,58.9187
2020-12-04,62.0802
2020-12-05,62.0802
2020-12-06,62.0802
2020-12-07,59.516
2020-12-08,61.3471
2020-12-09,59.4914
2020-12-10,60.1515
2020-12-11,60.5579
2020-12-12,60.5579
2020-12-13,60.5579
2020-12-14,57.8929
2020-12-15,60.3025
2020-12-16,58.151
2020-12-17,57.5141
2020-12-18,56.5531
2020-12-19,56.5531
2020-12-20,56.5531
2020-12-21,56.3367
2020-12-22,56.7646
2020-12-23,57.9164
2020-12-24,57.2156
2020-12-25,57.2156
2020-12-26,57.2156
2020-12-27,57.2156
2020-12-28,55.3115
2020-12-29,53.7962
2020-12-30,54.653
2020-12-31,54.5367
2021-01-01,54.5367
2021-01-02,54.5367
2021-01-03,54.5367
2021-01-04,55.8953
2021-01-05,61.909
2021-01-06,62.281
2021-01-07,62.918
2021-01-08,63.2578
2021-01-09,63.2578
2021-01-10,63.2578
2021-01-11,61.8252
2021-01-12,64.6138
2021-01-13,60.1312
2021-01-14,63.99
2021-01-15,60.542
2021-01-16,60.542
2021-01-17,60.542
2021-01-18,60.542
2021-01-19,61.1704
2021-01-20,61.7308
2021-01-21,56.7041
2021-01-22,58.7174
2021-01-23,58.7174
2021-01-24,58.7174
2021-01-25,56.3043
2021-01-26,54.7834
2021-01-27,54.5927
2021-01-28,56.5859
2021-01-29,55.4988
2021-01-30,55.4988
2021-01-31,55.4988
2021-02-01,56.5201
2021-02-02,56.8354
2021-02-03,58.6204
2021-02-04,60.4238
2021-02-05,56.8658
2021-02-06,56.8658
2021-02-07,56.8658
2021-02-08,55.1371
2021-02-09,50.5081
2021-02-10,50.294
2021-02-11,49.3844
2021-02-12,48.9051
2021-02-13,48.9051
2021-02-14,48.9051
2021-02-15,48.9051
2021-02-16,50.0003
2021-02-17,49.0042
2021-02-18,46.6447
2021-02-19,46.743
2021-02-20,46.743
2021-02-21,46.743
2021-02-22,49.3939
2021-02-23,50.7765
2021-02-24,53.6579
2021-02-25,53.3155
2021-02-26,52.6207
2021-02-27,52.6207
2021-02-28,52.6207
2021-03-01,56.7061
2021-03-02,54.1905
2021-03-03,54.6395
2021-03-04,55.2581
2021-03-05,59.7956
2021-03-06,59.7956
2021-03-07,59.7956
2021-03-08,60.9231
2021-03-09,58.6048
2021-03-10,62.0567
2021-03-11,54.6258
2021-03-12,54.9997
2021-03-13,54.9997
2021-03-14,54.9997
2021-03-15,53.9544
2021-03-16,52.309
2021-03-17,53.5188
2021-03-18,50.3177
2021-03-19,49.0653
2021-03-20,49.0653
2021-03-21,49.0653
2021-03-22,47.117
2021-03-23,44.6923
2021-03-24,44.5906
2021-03-25,47.6324
2021-03-26,48.6569
2021-03-27,48.6569
2021-03-28,48.6569
2021-03-29,47.8377
2021-03-30,48.0024
2021-03-31,48.7141
2021-04-01,50.4078
2021-04-02,50.4078
2021-04-03,50.4078
2021-04-04,50.4078
2021-04-05,49.3792
2021-04-06,49.089
2021-04-07,48.6246
2021-04-08,48.1532
2021-04-09,46.7884
2021-04-10,46.7884
2021-04-11,46.7884
2021-04-12,47.2716
2021-04-13,46.3999
2021-04-14,50.3755
2021-04-15,49.9195
2021-04-16,46.5217
2021-04-17,46.5217
2021-04-18,46.5217
2021-04-19,46.2711
2021-04-20,43.9058
2021-04-21,44.4628
2021-04-22,44.4628
2021-04-23,44.3343
2021-04-24,44.3343
2021-04-25,44.3343
2021-04-26,48.1088
2021-04-27,47.6964
2021-04-28,54.1173
2021-04-29,54.0207
2021-04-30,51.7277
2021-05-01,51.7277
2021-05-02,51.7277
2021-05-03,53.1422
2021-05-04,55.2785
2021-05-05,57.7683
2021-05-06,57.2609
2021-05-07,60.6567
2021-05-08,60.6567
2021-05-09,60.6567
2021-05-10,57.7583
2021-05-11,58.5358
2021-05-12,58.6431
2021-05-13,57.868
2021-05-14,60.5977
2021-05-15,60.5977
2021-05-16,60.5977
2021-05-17,61.7447
2021-05-18,58.629
2021-05-19,58.1735
2021-05-20,58.507
2021-05-21,59.6532
2021-05-22,59.6532
2021-05-23,59.6532
2021-05-24,59.8751
2021-05-25,59.0353
2021-05-26,59.8509
2021-05-27,61.6201
2021-05-28,61.5604
2021-05-29,61.5604
2021-05-30,61.5604
2021-05-31,61.5604
2021-06-01,63.5342
2021-06-02,68.9938
2021-06-03,69.2334
2021-06-04,69.531
2021-06-05,69.531
2021-06-06,69.531
2021-06-07,65.1446
2021-06-08,57.489
2021-06-09,56.9843
2021-06-10,57.6486
2021-06-11,57.5518
2021-06-12,57.5518
2021-06-13,57.5518
2021-06-14,54.7469
2021-06-15,56.2064
2021-06-16,56.8342
2021-06-17,52.7398
2021-06-18,51.7008
2021-06-19,51.7008
2021-06-20,51.7008
2021-06-21,57.2223
2021-06-22,57.7483
2021-06-23,56.185
2021-06-24,57.2455
2021-06-25,56.3354
2021-06-26,56.3354
2021-06-27,56.3354
2021-06-28,51.123
2021-06-29,50.2312
2021-06-30,50.4257
2021-07-01,53.7184
2021-07-02,53.0556
2021-07-03,53.0556
2021-07-04,53.0556
2021-07-05,53.0556
2021-07-06,48.1399
2021-07-07,46.3357
2021-07-08,47.3947
2021-07-09,49.4583
2021-07-10,49.4583
2021-07-11,49.4583
2021-07-12,48.7259
2021-07-13,47.3127
2021-07-14,45.0266
2021-07-15,43.1319
2021-07-16,41.8138
2021-07-17,41.8138
2021-07-18,41.8138
2021-07-19,41.0719
2021-07-20,40.9779
2021-07-21,43.6893
2021-07-22,43.218
2021-07-23,41.2136
2021-07-24,41.2136
2021-07-25,41.2136
2021-07-26,43.4379
2021-07-27,42.6041
2021-07-28,40.7279
2021-07-29,39.9435
2021-07-30,38.531
2021-07-31,38.531
2021-08-01,38.531
2021-08-02,37.7505
2021-08-03,39.2679
2021-08-04,36.5614
2021-08-05,37.8757
2021-08-06,38.7028
2021-08-07,38.7028
2021-08-08,38.7028
2021-08-09,37.9345
2021-08-10,39.4273
2021-08-11,41.7463
2021-08-12,41.8423
2021-08-13,40.3965
2021-08-14,40.3965
2021-08-15,40.3965
2021-08-16,40.0218
2021-08-17,39.6414
2021-08-18,41.0637
2021-08-19,39.5979
2021-08-20,39.5979
2021-08-21,39.5979
2021-08-22,39.5979
2021-08-23,42.0284
2021-08-24,43.492
2021-08-25,43.8585
2021-08-26,42.9123
2021-08-27,45.4529
2021-08-28,45.4529
2021-08-29,45.4529
2021-08-30,43.5723
2021-08-31,43.9984
2021-09-01,43.7421
2021-09-02,45.8625
2021-09-03,45.0961
2021-09-04,45.0961
2021-09-05,45.0961
2021-09-06,45.0961
2021-09-07,45.6488
2021-09-08,43.5187
2021-09-09,43.3407
2021-09-10,42.708
2021-09-11,42.708
2021-09-12,42.708
2021-09-13,48.0331
2021-09-14,47.6952
2021-09-15,50.4267
2021-09-16,49.3699
2021-09-17,47.5062
2021-09-18,47.5062
2021-09-19,47.5062
2021-09-20,45.7208
2021-09-21,47.2324
2021-09-22,47.7166
2021-09-23,51.4066
2021-09-24,52.0868
2021-09-25,52.0868
2021-09-26,52.0868
2021-09-27,57.4163
2021-09-28,58.0937
2021-09-29,57.7582
2021-09-30,54.0451
2021-10-01,56.4383
2021-10-02,56.4383
2021-10-03,56.4383
2021-10-04,57.9102
2021-10-05,58.4208
2021-10-06,56.6171
2021-10-07,58.6959
2021-10-08,60.0663
2021-10-09,60.0663
2021-10-10,60.0663
2021-10-11,60.2935
2021-10-12,62.2553
2021-10-13,63.2822
2021-10-14,63.947
2021-10-15,65.3146
2021-10-16,65.3146
2021-10-17,65.3146
2021-10-18,65.9821
2021-10-19,65.0753
2021-10-20,65.7022
2021-10-21,66.1906
2021-10-22,62.322
2021-10-23,62.322
2021-10-24,62.322
2021-10-25,64.0534
2021-10-26,64.4133
2021-10-27,53.5894
2021-10-28,54.1211
2021-10-29,50.2715
2021-10-30,50.2715
2021-10-31,50.2715
2021-11-01,50.9588
2021-11-02,49.2426
2021-11-03,48.7203
2021-11-04,48.4104
2021-11-05,45.7043
2021-11-06,45.7043
2021-11-07,45.7043
2021-11-08,46.2958
2021-11-09,45.7798
2021-11-10,43.167
2021-11-11,42.6869
2021-11-12,41.8052
2021-11-13,41.8052
2021-11-14,41.8052
2021-11-15,40.6599
2021-11-16,42.6766
2021-11-17,40.5764
2021-11-18,38.7169
2021-11-19,36.6001
2021-11-20,36.6001
2021-11-21,36.6001
2021-11-22,36.4648
2021-11-23,39.8014
2021-11-24,40.4154
2021-11-25,40.4154
2021-11-26,37.9409
2021-11-27,37.9409
2021-11-28,37.9409
2021-11-29,39.7371
2021-11-30,38.2346
2021-12-01,36.6966
2021-12-02,37.8461
2021-12-03,37.8106
2021-12-04,37.8106
2021-12-05,37.8106
2021-12-06,41.1792
2021-12-07,43.5387
2021-12-08,44.3262
2021-12-09,44.1987
2021-12-10,46.1233
2021-12-11,46.1233
2021-12-12,46.1233
2021-12-13,43.9871
2021-12-14,42.5315
2021-12-15,42.7555
2021-12-16,43.27
2021-12-17,41.9271
2021-12-18,41.9271
2021-12-19,41.9271
2021-12-20,40.9931
2021-12-21,45.0243
2021-12-22,45.4648
2021-12-23,46.4087
2021-12-24,46.4087
2021-12-25,46.4087
2021-12-26,46.4087
2021-12-27,47.997
2021-12-28,47.0031
2021-12-29,45.3516
2021-12-30,44.6358
2021-12-31,44.3462
2022-01-01,44.3462
2022-01-02,44.3462
2022-01-03,49.6927
2022-01-04,55.2203
2022-01-05,54.1766
2022-01-06,56.4744
2022-01-07,56.2583
2022-01-08,56.2583
2022-01-09,56.2583
2022-01-10,55.5978
2022-01-11,56.0427
2022-01-12,56.8916
2022-01-13,55.6625
2022-01-14,57.2985
2022-01-15,57.2985
2022-01-16,57.2985
2022-01-17,57.2985
2022-01-18,56.8764
2022-01-19,54.7884
2022-01-20,53.3979
2022-01-21,51.0522
2022-01-22,51.0522
2022-01-23,51.0522
2022-01-24,53.7069
2022-01-25,57.0276
2022-01-26,56.6247
2022-01-27,55.5801
2022-01-28,54.426
2022-01-29,54.426
2022-01-30,54.426
2022-01-31,53.9624
2022-02-01,56.95
2022-02-02,54.2889
2022-02-03,52.0465
2022-02-04,54.0115
2022-02-05,54.0115
2022-02-06,54.0115
2022-02-07,54.248
2022-02-08,51.2487
2022-02-09,48.9091
2022-02-10,48.3138
2022-02-11,52.5914
2022-02-12,52.5914
2022-02-13,52.5914
2022-02-14,50.3844
2022-02-15,51.6253
2022-02-16,51.8648
2022-02-17,51.1833
2022-02-18,49.7272
2022-02-19,49.7272
2022-02-20,49.7272
2022-02-21,49.7272
2022-02-22,49.057
2022-02-23,48.0267
2022-02-24,50.0349
2022-02-25,51.7549
2022-02-26,51.7549
2022-02-27,51.7549
2022-02-28,54.6886
2022-03-01,51.0491
2022-03-02,55.9141
2022-03-03,57.4008
2022-03-04,60.7329
2022-03-05,60.7329
2022-03-06,60.7329
2022-03-07,63.4902
2022-03-08,62.517
2022-03-09,58.7399
2022-03-10,61.5696
2022-03-11,62.7972
2022-03-12,62.7972
2022-03-13,62.7972
2022-03-14,56.7069
2022-03-15,54.3577
2022-03-16,53.5786
2022-03-17,55.4222
2022-03-18,55.2936
2022-03-19,55.2936
2022-03-20,55.2936
2022-03-21,56.8805
2022-03-22,57.1881
2022-03-23,57.9805
2022-03-24,58.4987
2022-03-25,61.6919
2022-03-26,61.6919
2022-03-27,61.6919
2022-03-28,56.9294
2022-03-29,57.4246
2022-03-30,57.3337
2022-03-31,57.3686
2022-04-01,59.4943
2022-04-02,59.4943
2022-04-03,59.4943
2022-04-04,59.9277
2022-04-05,57.2003
2022-04-06,56.7708
2022-04-07,57.6123
2022-04-08,59.9942
2022-04-09,59.9942
2022-04-10,59.9942
2022-04-11,58.9362
2022-04-12,61.4165
2022-04-13,62.829
2022-04-14,63.4745
2022-04-15,63.4745
2022-04-16,63.4745
2022-04-17,63.4745
2022-04-18,65.0587
2022-04-19,64.0288
2022-04-20,64.3057
2022-04-21,64.7115
2022-04-22,60.7019
2022-04-23,60.7019
2022-04-24,60.7019
2022-04-25,57.954
2022-04-26,58.0632
2022-04-27,58.7279
2022-04-28,62.6108
2022-04-29,55.4192
2022-04-30,55.4192
2022-05-01,55.4192
2022-05-02,55.6274
2022-05-03,57.2448
2022-05-04,59.0517
2022-05-05,56.2355
2022-05-06,55.1557
2022-05-07,55.1557
2022-05-08,55.1557
2022-05-09,46.1685
2022-05-10,46.7546
2022-05-11,46.9414
2022-05-12,46.7379
2022-05-13,49.458
2022-05-14,49.458
2022-05-15,49.458
2022-05-16,50.829
2022-05-17,52.1368
2022-05-18,49.9811
2022-05-19,49.6516
2022-05-20,49.9172
2022-05-21,49.9172
2022-05-22,49.9172
2022-05-23,53.9402
2022-05-24,54.8119
2022-05-25,55.1161
2022-05-26,55.4607
2022-05-27,55.2851
2022-05-28,55.2851
2022-05-29,55.2851
2022-05-30,55.2851
2022-05-31,54.5259
2022-06-01,56.5934
2022-06-02,57.2634
2022-06-03,60.88
2022-06-04,60.88
2022-06-05,60.88
2022-06-06,61.0967
2022-06-07,62.7438
2022-06-08,61.5458
2022-06-09,56.0136
2022-06-10,54.2074
2022-06-11,54.2074
2022-06-12,54.2074
2022-06-13,49.2068
2022-06-14,47.7122
2022-06-15,46.4232
2022-06-16,44.8083
2022-06-17,42.0304
2022-06-18,42.0304
2022-06-19,42.0304
2022-06-20,42.0304
2022-06-21,43.676
2022-06-22,40.866
2022-06-23,39.1298
2022-06-24,39.6684
2022-06-25,39.6684
2022-06-26,39.6684
2022-06-27,42.8475
2022-06-28,43.9687
2022-06-29,43.7849
2022-06-30,42.0858
2022-07-01,41.8459
2022-07-02,41.8459
2022-07-03,41.8459
2022-07-04,41.8459
2022-07-05,38.0322
2022-07-06,37.7704
2022-07-07,41.558
2022-07-08,41.7193
2022-07-09,41.7193
2022-07-10,41.7193
2022-07-11,41.3357
2022-07-12,40.2749
2022-07-13,39.8053
2022-07-14,39.1268
2022-07-15,40.1816
2022-07-16,40.1816
2022-07-17,40.1816
2022-07-18,42.4683
2022-07-19,44.199
2022-07-20,45.2219
2022-07-21,43.5695
2022-07-22,43.0944
2022-07-23,43.0944
2022-07-24,43.0944
2022-07-25,46.5404
2022-07-26,50.2419
2022-07-27,52.5665
2022-07-28,50.9746
2022-07-29,51.5885
2022-07-30,51.5885
2022-07-31,51.5885
2022-08-01,50.3232
2022-08-02,51.2233
2022-08-03,49.6716
2022-08-04,46.2645
2022-08-05,47.4545
2022-08-06,47.4545
2022-08-07,47.4545
2022-08-08,47.8131
2022-08-09,48.0981
2022-08-10,48.596
2022-08-11,50.7934
2022-08-12,53.0613
2022-08-13,53.0613
2022-08-14,53.0613
2022-08-15,51.3597
2022-08-16,50.4213
2022-08-17,50.2973
2022-08-18,53.6757
2022-08-19,52.9826
2022-08-20,52.9826
2022-08-21,52.9826
2022-08-22,53.8684
2022-08-23,55.5267
2022-08-24,57.7749
2022-08-25,58.26
2022-08-26,56.7193
2022-08-27,56.7193
2022-08-28,56.7193
2022-08-29,58.3912
2022-08-30,55.1555
2022-08-31,53.3387
2022-09-01,49.2457
2022-09-02,51.9897
2022-09-03,51.9897
2022-09-04,51.9897
2022-09-05,51.9897
2022-09-06,52.2862
2022-09-07,51.5453
2022-09-08,50.5571
2022-09-09,52.9298
2022-09-10,52.9298
2022-09-11,52.9298
2022-09-12,53.3098
2022-09-13,50.6855
2022-09-14,52.891
2022-09-15,50.5129
2022-09-16,47.3962
2022-09-17,47.3962
2022-09-18,47.3962
2022-09-19,46.9939
2022-09-20,45.3291
2022-09-21,44.271
2022-09-22,43.9877
2022-09-23,40.2269
2022-09-24,40.2269
2022-09-25,40.2269
2022-09-26,40.2737
2022-09-27,42.5958
2022-09-28,45.7798
2022-09-29,45.352
2022-09-30,45.352
2022-10-01,45.352
2022-10-02,45.352
2022-10-03,49.3997
2022-10-04,50.8131
2022-10-05,54.1611
2022-10-06,54.3025
2022-10-07,54.9496
2022-10-08,54.9496
2022-10-09,54.9496
2022-10-10,51.7886
2022-10-11,51.0194
2022-10-12,50.4887
2022-10-13,53.7077
2022-10-14,50.6652
2022-10-15,50.6652
2022-10-16,50.6652
2022-10-17,52.9097
2022-10-18,55.1255
2022-10-19,57.8805
2022-10-20,55.1129
2022-10-21,55.8831
2022-10-22,55.8831
2022-10-23,55.8831
2022-10-24,57.3651
2022-10-25,55.5576
2022-10-26,57.5393
2022-10-27,56.668
2022-10-28,55.5086
2022-10-29,55.5086
2022-10-30,55.5086
2022-10-31,58.4014
2022-11-01,59.4393
2022-11-02,57.6124
2022-11-03,58.7115
2022-11-04,59.4369
2022-11-05,59.4369
2022-11-06,59.4369
2022-11-07,61.1435
2022-11-08,60.4181
2022-11-09,56.1537
2022-11-10,58.4229
2022-11-11,59.2484
2022-11-12,59.2484
2022-11-13,59.2484
2022-11-14,56.6312
2022-11-15,56.9435
2022-11-16,55.3359
2022-11-17,55.2945
2022-11-18,54.7856
2022-11-19,54.7856
2022-11-20,54.7856
2022-11-21,53.2642
2022-11-22,54.8495
2022-11-23,53.36
2022-11-24,53.36
2022-11-25,52.4756
2022-11-26,52.4756
2022-11-27,52.4756
2022-11-28,51.0176
2022-11-29,52.157
2022-11-30,53.0911
2022-12-01,51.362
2022-12-02,51.2326
2022-12-03,51.2326
2022-12-04,51.2326
2022-12-05,47.4667
2022-12-06,46.7249
2022-12-07,45.9815
2022-12-08,45.5866
2022-12-09,43.7967
2022-12-10,43.7967
2022-12-11,43.7967
2022-12-12,46.6692
2022-12-13,50.6077
2022-12-14,51.0145
2022-12-15,50.7981
2022-12-16,49.8789
2022-12-17,49.8789
2022-12-18,49.8789
2022-12-19,48.6219
2022-12-20,50.0585
2022-12-21,51.3343
2022-12-22,48.9268
2022-12-23,52.5504
2022-12-24,52.5504
2022-12-25,52.5504
2022-12-26,52.5504
2022-12-27,50.8809
2022-12-28,47.8203
2022-12-29,51.3011
2022-12-30,51.6153
2022-12-31,51.6153
2023-01-01,51.6153
2023-01-02,51.6153
2023-01-03,46.1819
2023-01-04,47.7555
2023-01-05,48.1177
2023-01-06,48.4871
2023-01-07,48.4871
2023-01-08,48.4871
2023-01-09,50.8214
2023-01-10,52.4732
2023-01-11,52.7784
2023-01-12,54.9128
2023-01-13,53.8526
2023-01-14,53.8526
2023-01-15,53.8526
2023-01-16,53.8526
2023-01-17,51.1293
2023-01-18,46.5622
2023-01-19,46.2417
2023-01-20,46.4956
2023-01-21,46.4956
2023-01-22,46.4956
2023-01-23,46.842
2023-01-24,45.9194
2023-01-25,48.4991
2023-01-26,48.4181
2023-01-27,49.5511
2023-01-28,49.5511
2023-01-29,49.5511
2023-01-30,49.7268
2023-01-31,51.4754
2023-02-01,49.9914
2023-02-02,49.1475
2023-02-03,49.1475
2023-02-04,49.1475
2023-02-05,49.1475
2023-02-06,49.0077
2023-02-07,50.0848
2023-02-08,50.7693
2023-02-09,46.6995
2023-02-10,49.9341
2023-02-11,49.9341
2023-02-12,49.9341
2023-02-13,51.7427
2023-02-14,51.9671
2023-02-15,50.3681
2023-02-16,52.2119
2023-02-17,48.0141
2023-02-18,48.0141
2023-02-19,48.0141
2023-02-20,48.0141
2023-02-21,47.8392
2023-02-22,47.2165
2023-02-23,48.5526
2023-02-24,49.1931
2023-02-25,49.1931
2023-02-26,49.1931
2023-02-27,50.6597
2023-02-28,49.0486
2023-03-01,51.7882
2023-03-02,54.4969
2023-03-03,54.5836
2023-03-04,54.5836
2023-03-05,54.5836
2023-03-06,54.8952
2023-03-07,52.9105
2023-03-08,52.3811
2023-03-09,46.8953
2023-03-10,44.7501
2023-03-11,44.7501
2023-03-12,44.7501
2023-03-13,42.0442
2023-03-14,41.3593
2023-03-15,38.3776
2023-03-16,39.5188
2023-03-17,38.7066
