,ALE US Equity
2020-06-29,45.5317
2020-06-30,45.572
2020-07-01,46.5944
2020-07-02,47.385
2020-07-03,47.385
2020-07-04,47.385
2020-07-05,47.385
2020-07-06,46.8653
2020-07-07,48.1676
2020-07-08,47.9324
2020-07-09,47.947
2020-07-10,51.231
2020-07-11,51.231
2020-07-12,51.231
2020-07-13,51.72
2020-07-14,51.9828
2020-07-15,51.8752
2020-07-16,52.313
2020-07-17,53.3662
2020-07-18,53.3662
2020-07-19,53.3662
2020-07-20,50.2114
2020-07-21,51.3386
2020-07-22,53.068
2020-07-23,52.3503
2020-07-24,51.1628
2020-07-25,51.1628
2020-07-26,51.1628
2020-07-27,49.0349
2020-07-28,51.2564
2020-07-29,52.5287
2020-07-30,52.082
2020-07-31,51.6779
2020-08-01,51.6779
2020-08-02,51.6779
2020-08-03,52.3001
2020-08-04,52.6398
2020-08-05,49.0761
2020-08-06,49.7895
2020-08-07,53.3475
2020-08-08,53.3475
2020-08-09,53.3475
2020-08-10,52.2216
2020-08-11,50.2794
2020-08-12,50.6099
2020-08-13,49.154
2020-08-14,48.3274
2020-08-15,48.3274
2020-08-16,48.3274
2020-08-17,47.1882
2020-08-18,46.1294
2020-08-19,45.6002
2020-08-20,44.5591
2020-08-21,43.982
2020-08-22,43.982
2020-08-23,43.982
2020-08-24,45.5454
2020-08-25,44.9912
2020-08-26,42.1866
2020-08-27,43.8367
2020-08-28,44.3912
2020-08-29,44.3912
2020-08-30,44.3912
2020-08-31,44.2348
2020-09-01,43.0326
2020-09-02,45.646
2020-09-03,45.066
2020-09-04,44.4273
2020-09-05,44.4273
2020-09-06,44.4273
2020-09-07,44.4273
2020-09-08,43.1968
2020-09-09,41.4503
2020-09-10,38.6384
2020-09-11,39.5886
2020-09-12,39.5886
2020-09-13,39.5886
2020-09-14,41.5804
2020-09-15,41.5804
2020-09-16,43.8938
2020-09-17,45.4378
2020-09-18,45.8747
2020-09-19,45.8747
2020-09-20,45.8747
2020-09-21,42.7785
2020-09-22,44.0723
2020-09-23,41.6459
2020-09-24,41.6702
2020-09-25,43.113
2020-09-26,43.113
2020-09-27,43.113
2020-09-28,44.2493
2020-09-29,43.2603
2020-09-30,43.9088
2020-10-01,44.8123
2020-10-02,47.3003
2020-10-03,47.3003
2020-10-04,47.3003
2020-10-05,48.9347
2020-10-06,49.1212
2020-10-07,49.6681
2020-10-08,50.576
2020-10-09,48.965
2020-10-10,48.965
2020-10-11,48.965
2020-10-12,51.4257
2020-10-13,48.0951
2020-10-14,47.3847
2020-10-15,49.8284
2020-10-16,49.5948
2020-10-17,49.5948
2020-10-18,49.5948
2020-10-19,47.787
2020-10-20,47.4202
2020-10-21,50.3754
2020-10-22,53.1451
2020-10-23,54.0796
2020-10-24,54.0796
2020-10-25,54.0796
2020-10-26,53.8986
2020-10-27,51.141
2020-10-28,45.8231
2020-10-29,44.4818
2020-10-30,44.1822
2020-10-31,44.1822
2020-11-01,44.1822
2020-11-02,48.3998
2020-11-03,52.2784
2020-11-04,49.009
2020-11-05,49.8968
2020-11-06,49.4002
2020-11-07,49.4002
2020-11-08,49.4002
2020-11-09,56.9372
2020-11-10,57.3241
2020-11-11,57.6357
2020-11-12,51.6034
2020-11-13,53.3703
2020-11-14,53.3703
2020-11-15,53.3703
2020-11-16,58.0568
2020-11-17,56.1559
2020-11-18,53.5817
2020-11-19,53.2547
2020-11-20,53.1801
2020-11-21,53.1801
2020-11-22,53.1801
2020-11-23,55.3018
2020-11-24,59.3859
2020-11-25,56.2991
2020-11-26,56.2991
2020-11-27,54.7108
2020-11-28,54.7108
2020-11-29,54.7108
2020-11-30,52.036
2020-12-01,53.5516
2020-12-02,54.4597
2020-12-03,53.7293
2020-12-04,55.4769
2020-12-05,55.4769
2020-12-06,55.4769
2020-12-07,55.7748
2020-12-08,55.9729
2020-12-09,56.759
2020-12-10,55.6308
2020-12-11,55.9863
2020-12-12,55.9863
2020-12-13,55.9863
2020-12-14,55.4432
2020-12-15,58.7105
2020-12-16,57.8542
2020-12-17,59.2083
2020-12-18,57.0119
2020-12-19,57.0119
2020-12-20,57.0119
2020-12-21,52.0749
2020-12-22,54.5777
2020-12-23,55.1868
2020-12-24,56.4268
2020-12-25,56.4268
2020-12-26,56.4268
2020-12-27,56.4268
2020-12-28,57.9611
2020-12-29,57.5093
2020-12-30,57.5559
2020-12-31,58.4067
2021-01-01,58.4067
2021-01-02,58.4067
2021-01-03,58.4067
2021-01-04,57.5014
2021-01-05,56.2046
2021-01-06,61.2327
2021-01-07,61.3168
2021-01-08,61.5038
2021-01-09,61.5038
2021-01-10,61.5038
2021-01-11,61.9286
2021-01-12,64.1447
2021-01-13,64.9381
2021-01-14,67.626
2021-01-15,68.4674
2021-01-16,68.4674
2021-01-17,68.4674
2021-01-18,68.4674
2021-01-19,66.2892
2021-01-20,66.4897
2021-01-21,58.5817
2021-01-22,58.8987
2021-01-23,58.8987
2021-01-24,58.8987
2021-01-25,54.3605
2021-01-26,51.0129
2021-01-27,49.1443
2021-01-28,52.4626
2021-01-29,53.066
2021-01-30,53.066
2021-01-31,53.066
2021-02-01,54.7448
2021-02-02,54.7448
2021-02-03,53.4944
2021-02-04,54.3387
2021-02-05,57.6799
2021-02-06,57.6799
2021-02-07,57.6799
2021-02-08,58.6318
2021-02-09,56.4247
2021-02-10,58.3406
2021-02-11,58.4922
2021-02-12,56.1082
2021-02-13,56.1082
2021-02-14,56.1082
2021-02-15,56.1082
2021-02-16,56.0697
2021-02-17,55.5969
2021-02-18,53.3474
2021-02-19,54.5926
2021-02-20,54.5926
2021-02-21,54.5926
2021-02-22,52.9013
2021-02-23,52.4429
2021-02-24,52.0155
2021-02-25,50.3747
2021-02-26,49.8768
2021-02-27,49.8768
2021-02-28,49.8768
2021-03-01,50.9757
2021-03-02,48.2497
2021-03-03,50.8354
2021-03-04,51.577
2021-03-05,52.6665
2021-03-06,52.6665
2021-03-07,52.6665
2021-03-08,55.6248
2021-03-09,56.1946
2021-03-10,58.787
2021-03-11,59.3435
2021-03-12,62.8205
2021-03-13,62.8205
2021-03-14,62.8205
2021-03-15,65.1369
2021-03-16,64.2899
2021-03-17,59.8913
2021-03-18,57.6686
2021-03-19,57.757
2021-03-20,57.757
2021-03-21,57.757
2021-03-22,56.1193
2021-03-23,54.1958
2021-03-24,55.2482
2021-03-25,55.9093
2021-03-26,55.7845
2021-03-27,55.7845
2021-03-28,55.7845
2021-03-29,56.2224
2021-03-30,54.9028
2021-03-31,54.7285
2021-04-01,55.0606
2021-04-02,55.0606
2021-04-03,55.0606
2021-04-04,55.0606
2021-04-05,60.5772
2021-04-06,57.022
2021-04-07,56.1849
2021-04-08,56.8242
2021-04-09,57.4337
2021-04-10,57.4337
2021-04-11,57.4337
2021-04-12,58.2898
2021-04-13,57.4848
2021-04-14,58.4515
2021-04-15,58.0919
2021-04-16,59.1492
2021-04-17,59.1492
2021-04-18,59.1492
2021-04-19,59.6327
2021-04-20,58.2072
2021-04-21,59.3384
2021-04-22,58.8415
2021-04-23,59.3237
2021-04-24,59.3237
2021-04-25,59.3237
2021-04-26,57.5011
2021-04-27,54.5438
2021-04-28,53.6337
2021-04-29,54.7937
2021-04-30,56.7864
2021-05-01,56.7864
2021-05-02,56.7864
2021-05-03,57.44
2021-05-04,57.9385
2021-05-05,54.8795
2021-05-06,56.271
2021-05-07,58.1635
2021-05-08,58.1635
2021-05-09,58.1635
2021-05-10,57.6743
2021-05-11,56.0749
2021-05-12,51.6084
2021-05-13,55.4199
2021-05-14,56.1039
2021-05-15,56.1039
2021-05-16,56.1039
2021-05-17,54.3298
2021-05-18,53.4555
2021-05-19,53.5415
2021-05-20,54.5824
2021-05-21,55.231
2021-05-22,55.231
2021-05-23,55.231
2021-05-24,55.297
2021-05-25,51.4258
2021-05-26,52.8561
2021-05-27,51.1473
2021-05-28,51.7407
2021-05-29,51.7407
2021-05-30,51.7407
2021-05-31,51.7407
2021-06-01,51.3792
2021-06-02,51.2469
2021-06-03,53.0478
2021-06-04,52.9354
2021-06-05,52.9354
2021-06-06,52.9354
2021-06-07,52.8485
2021-06-08,52.4921
2021-06-09,54.2221
2021-06-10,54.9016
2021-06-11,55.8661
2021-06-12,55.8661
2021-06-13,55.8661
2021-06-14,54.9785
2021-06-15,55.7595
2021-06-16,53.255
2021-06-17,51.9838
2021-06-18,44.2524
2021-06-19,44.2524
2021-06-20,44.2524
2021-06-21,49.3969
2021-06-22,48.8236
2021-06-23,47.606
2021-06-24,49.8757
2021-06-25,53.5319
2021-06-26,53.5319
2021-06-27,53.5319
2021-06-28,54.3531
2021-06-29,51.6016
2021-06-30,53.0306
2021-07-01,54.5551
2021-07-02,52.4017
2021-07-03,52.4017
2021-07-04,52.4017
2021-07-05,52.4017
2021-07-06,49.8451
2021-07-07,50.476
2021-07-08,48.8145
2021-07-09,51.0688
2021-07-10,51.0688
2021-07-11,51.0688
2021-07-12,51.093
2021-07-13,50.3454
2021-07-14,53.0414
2021-07-15,54.7066
2021-07-16,54.8217
2021-07-17,54.8217
2021-07-18,54.8217
2021-07-19,49.1848
2021-07-20,52.8859
2021-07-21,51.418
2021-07-22,48.8432
2021-07-23,51.1047
2021-07-24,51.1047
2021-07-25,51.1047
2021-07-26,52.8513
2021-07-27,53.8822
2021-07-28,54.6155
2021-07-29,54.9121
2021-07-30,52.2378
2021-07-31,52.2378
2021-08-01,52.2378
2021-08-02,53.2597
2021-08-03,55.0339
2021-08-04,54.486
2021-08-05,56.4509
2021-08-06,56.9524
2021-08-07,56.9524
2021-08-08,56.9524
2021-08-09,55.2254
2021-08-10,54.979
2021-08-11,55.3226
2021-08-12,54.1817
2021-08-13,54.5485
2021-08-14,54.5485
2021-08-15,54.5485
2021-08-16,54.1004
2021-08-17,53.8867
2021-08-18,51.2252
2021-08-19,48.9759
2021-08-20,53.2009
2021-08-21,53.2009
2021-08-22,53.2009
2021-08-23,50.148
2021-08-24,46.553
2021-08-25,46.9278
2021-08-26,44.881
2021-08-27,46.3927
2021-08-28,46.3927
2021-08-29,46.3927
2021-08-30,45.3174
2021-08-31,45.059
2021-09-01,47.4807
2021-09-02,46.7373
2021-09-03,45.4133
2021-09-04,45.4133
2021-09-05,45.4133
2021-09-06,45.4133
2021-09-07,41.4949
2021-09-08,44.9141
2021-09-09,43.8408
2021-09-10,39.0529
2021-09-11,39.0529
2021-09-12,39.0529
2021-09-13,38.8362
2021-09-14,36.3013
2021-09-15,35.8045
2021-09-16,34.8507
2021-09-17,33.7288
2021-09-18,33.7288
2021-09-19,33.7288
2021-09-20,32.8384
2021-09-21,32.312
2021-09-22,32.4767
2021-09-23,31.6174
2021-09-24,31.652
2021-09-25,31.652
2021-09-26,31.652
2021-09-27,32.8486
2021-09-28,31.7167
2021-09-29,36.1658
2021-09-30,34.5651
2021-10-01,34.7973
2021-10-02,34.7973
2021-10-03,34.7973
2021-10-04,36.6574
2021-10-05,35.8821
2021-10-06,36.5592
2021-10-07,35.835
2021-10-08,36.8493
2021-10-09,36.8493
2021-10-10,36.8493
2021-10-11,35.6434
2021-10-12,40.2926
2021-10-13,42.5632
2021-10-14,46.539
2021-10-15,49.1763
2021-10-16,49.1763
2021-10-17,49.1763
2021-10-18,45.4427
2021-10-19,43.6334
2021-10-20,45.9135
2021-10-21,44.2738
2021-10-22,44.9865
2021-10-23,44.9865
2021-10-24,44.9865
2021-10-25,45.731
2021-10-26,46.5857
2021-10-27,43.9034
2021-10-28,45.0757
2021-10-29,45.2134
2021-10-30,45.2134
2021-10-31,45.2134
2021-11-01,49.5333
2021-11-02,49.0724
2021-11-03,50.1087
2021-11-04,51.768
2021-11-05,54.3467
2021-11-06,54.3467
2021-11-07,54.3467
2021-11-08,51.0364
2021-11-09,51.6504
2021-11-10,54.4462
2021-11-11,52.7033
2021-11-12,52.5482
2021-11-13,52.5482
2021-11-14,52.5482
2021-11-15,53.7219
2021-11-16,51.4572
2021-11-17,50.5347
2021-11-18,49.0196
2021-11-19,48.7926
2021-11-20,48.7926
2021-11-21,48.7926
2021-11-22,50.3774
2021-11-23,51.389
2021-11-24,49.7741
2021-11-25,49.7741
2021-11-26,43.0556
2021-11-27,43.0556
2021-11-28,43.0556
2021-11-29,43.6836
2021-11-30,40.268
2021-12-01,40.8
2021-12-02,46.3191
2021-12-03,46.9705
2021-12-04,46.9705
2021-12-05,46.9705
2021-12-06,50.5349
2021-12-07,50.6676
2021-12-08,50.7815
2021-12-09,49.3209
2021-12-10,50.9453
2021-12-11,50.9453
2021-12-12,50.9453
2021-12-13,50.5807
2021-12-14,50.5558
2021-12-15,54.4389
2021-12-16,55.008
2021-12-17,53.0059
2021-12-18,53.0059
2021-12-19,53.0059
2021-12-20,52.2552
2021-12-21,53.6599
2021-12-22,54.1714
2021-12-23,54.5019
2021-12-24,54.5019
2021-12-25,54.5019
2021-12-26,54.5019
2021-12-27,55.2649
2021-12-28,56.923
2021-12-29,58.1656
2021-12-30,58.1656
2021-12-31,58.5148
2022-01-01,58.5148
2022-01-02,58.5148
2022-01-03,58.6814
2022-01-04,57.1556
2022-01-05,59.2966
2022-01-06,61.3189
2022-01-07,61.3189
2022-01-08,61.3189
2022-01-09,61.3189
2022-01-10,60.063
2022-01-11,56.5056
2022-01-12,54.2369
2022-01-13,55.4107
2022-01-14,54.6375
2022-01-15,54.6375
2022-01-16,54.6375
2022-01-17,54.6375
2022-01-18,48.2527
2022-01-19,49.6364
2022-01-20,49.0396
2022-01-21,48.4641
2022-01-22,48.4641
2022-01-23,48.4641
2022-01-24,49.2272
2022-01-25,45.6502
2022-01-26,45.9557
2022-01-27,45.69
2022-01-28,48.8697
2022-01-29,48.8697
2022-01-30,48.8697
2022-01-31,49.2832
2022-02-01,48.0206
2022-02-02,50.4386
2022-02-03,50.4086
2022-02-04,47.768
2022-02-05,47.768
2022-02-06,47.768
2022-02-07,48.8158
2022-02-08,49.2495
2022-02-09,49.1572
2022-02-10,44.8647
2022-02-11,44.4039
2022-02-12,44.4039
2022-02-13,44.4039
2022-02-14,44.579
2022-02-15,43.0374
2022-02-16,39.7298
2022-02-17,43.2545
2022-02-18,45.3697
2022-02-19,45.3697
2022-02-20,45.3697
2022-02-21,45.3697
2022-02-22,44.8295
2022-02-23,42.4504
2022-02-24,44.5254
2022-02-25,49.8639
2022-02-26,49.8639
2022-02-27,49.8639
2022-02-28,50.8589
2022-03-01,48.0631
2022-03-02,49.8794
2022-03-03,53.7652
2022-03-04,55.7173
2022-03-05,55.7173
2022-03-06,55.7173
2022-03-07,56.383
2022-03-08,55.3735
2022-03-09,54.4539
2022-03-10,55.6819
2022-03-11,57.1635
2022-03-12,57.1635
2022-03-13,57.1635
2022-03-14,56.1303
2022-03-15,58.7481
2022-03-16,57.8238
2022-03-17,58.0592
2022-03-18,54.2391
2022-03-19,54.2391
2022-03-20,54.2391
2022-03-21,57.2224
2022-03-22,53.58
2022-03-23,52.7529
2022-03-24,53.4955
2022-03-25,56.0896
2022-03-26,56.0896
2022-03-27,56.0896
2022-03-28,56.0896
2022-03-29,59.1334
2022-03-30,59.665
2022-03-31,57.3198
2022-04-01,49.0303
2022-04-02,49.0303
2022-04-03,49.0303
2022-04-04,49.4847
2022-04-05,49.7287
2022-04-06,52.2802
2022-04-07,52.6289
2022-04-08,51.6146
2022-04-09,51.6146
2022-04-10,51.6146
2022-04-11,49.2479
2022-04-12,48.3213
2022-04-13,47.28
2022-04-14,47.9545
2022-04-15,47.9545
2022-04-16,47.9545
2022-04-17,47.9545
2022-04-18,47.9545
2022-04-19,48.9883
2022-04-20,50.8709
2022-04-21,48.3814
2022-04-22,47.655
2022-04-23,47.655
2022-04-24,47.655
2022-04-25,45.0323
2022-04-26,43.6822
2022-04-27,41.3854
2022-04-28,42.6993
2022-04-29,39.0362
2022-04-30,39.0362
2022-05-01,39.0362
2022-05-02,38.1604
2022-05-03,40.9037
2022-05-04,45.4898
2022-05-05,42.1472
2022-05-06,42.9716
2022-05-07,42.9716
2022-05-08,42.9716
2022-05-09,43.6946
2022-05-10,41.4021
2022-05-11,40.0115
2022-05-12,40.6052
2022-05-13,46.6774
2022-05-14,46.6774
2022-05-15,46.6774
2022-05-16,47.9871
2022-05-17,50.1959
2022-05-18,50.6476
2022-05-19,49.1713
2022-05-20,48.3737
2022-05-21,48.3737
2022-05-22,48.3737
2022-05-23,47.5529
2022-05-24,49.4745
2022-05-25,49.3067
2022-05-26,49.909
2022-05-27,50.5921
2022-05-28,50.5921
2022-05-29,50.5921
2022-05-30,50.5921
2022-05-31,50.7209
2022-06-01,51.5052
2022-06-02,50.9737
2022-06-03,50.9737
2022-06-04,50.9737
2022-06-05,50.9737
2022-06-06,54.2203
2022-06-07,54.1595
2022-06-08,48.7307
2022-06-09,48.1071
2022-06-10,47.7385
2022-06-11,47.7385
2022-06-12,47.7385
2022-06-13,41.5103
2022-06-14,39.3841
2022-06-15,41.2632
2022-06-16,38.9965
2022-06-17,40.398
2022-06-18,40.398
2022-06-19,40.398
2022-06-20,40.398
2022-06-21,40.1594
2022-06-22,41.2072
2022-06-23,40.9739
2022-06-24,42.0536
2022-06-25,42.0536
2022-06-26,42.0536
2022-06-27,45.8313
2022-06-28,47.0764
2022-06-29,44.894
2022-06-30,45.4907
2022-07-01,49.8755
2022-07-02,49.8755
2022-07-03,49.8755
2022-07-04,49.8755
2022-07-05,43.7681
2022-07-06,46.268
2022-07-07,45.4607
2022-07-08,45.0025
2022-07-09,45.0025
2022-07-10,45.0025
2022-07-11,46.5724
2022-07-12,46.2421
2022-07-13,45.794
2022-07-14,45.1826
2022-07-15,47.2859
2022-07-16,47.2859
2022-07-17,47.2859
2022-07-18,45.4584
2022-07-19,46.857
2022-07-20,45.5782
2022-07-21,45.8284
2022-07-22,46.674
2022-07-23,46.674
2022-07-24,46.674
2022-07-25,48.0988
2022-07-26,49.8648
2022-07-27,49.8648
2022-07-28,54.596
2022-07-29,56.0493
2022-07-30,56.0493
2022-07-31,56.0493
2022-08-01,55.8146
2022-08-02,56.2411
2022-08-03,58.2334
2022-08-04,56.0833
2022-08-05,52.7719
2022-08-06,52.7719
2022-08-07,52.7719
2022-08-08,53.0958
2022-08-09,55.1983
2022-08-10,56.0978
2022-08-11,54.9858
2022-08-12,59.0666
2022-08-13,59.0666
2022-08-14,59.0666
2022-08-15,58.2684
2022-08-16,59.3609
2022-08-17,58.5365
2022-08-18,58.7644
2022-08-19,58.5646
2022-08-20,58.5646
2022-08-21,58.5646
2022-08-22,53.4865
2022-08-23,51.0553
2022-08-24,50.4485
2022-08-25,51.5055
2022-08-26,48.7733
2022-08-27,48.7733
2022-08-28,48.7733
2022-08-29,48.6924
2022-08-30,46.1809
2022-08-31,46.571
2022-09-01,48.8995
2022-09-02,49.1607
2022-09-03,49.1607
2022-09-04,49.1607
2022-09-05,49.1607
2022-09-06,46.9544
2022-09-07,49.5039
2022-09-08,49.7051
2022-09-09,51.9678
2022-09-10,51.9678
2022-09-11,51.9678
2022-09-12,52.1071
2022-09-13,46.7491
2022-09-14,46.7491
2022-09-15,44.788
2022-09-16,44.1577
2022-09-17,44.1577
2022-09-18,44.1577
2022-09-19,46.762
2022-09-20,44.9546
2022-09-21,41.9812
2022-09-22,41.1635
2022-09-23,40.1302
2022-09-24,40.1302
2022-09-25,40.1302
2022-09-26,36.692
2022-09-27,33.8709
2022-09-28,35.4827
2022-09-29,31.7715
2022-09-30,30.1068
2022-10-01,30.1068
2022-10-02,30.1068
2022-10-03,34.7132
2022-10-04,37.6951
2022-10-05,35.857
2022-10-06,33.3008
2022-10-07,31.5586
2022-10-08,31.5586
2022-10-09,31.5586
2022-10-10,31.2616
2022-10-11,34.3733
2022-10-12,32.9277
2022-10-13,36.381
2022-10-14,35.4864
2022-10-15,35.4864
2022-10-16,35.4864
2022-10-17,40.7826
2022-10-18,42.853
2022-10-19,42.0035
2022-10-20,40.6258
2022-10-21,44.2961
2022-10-22,44.2961
2022-10-23,44.2961
2022-10-24,45.1365
2022-10-25,46.248
2022-10-26,47.3718
2022-10-27,49.2421
2022-10-28,53.6502
2022-10-29,53.6502
2022-10-30,53.6502
2022-10-31,52.0014
2022-11-01,51.7662
2022-11-02,49.3429
2022-11-03,48.0322
2022-11-04,50.1543
2022-11-05,50.1543
2022-11-06,50.1543
2022-11-07,48.4248
2022-11-08,48.8758
2022-11-09,53.7017
2022-11-10,59.493
2022-11-11,58.6712
2022-11-12,58.6712
2022-11-13,58.6712
2022-11-14,61.7496
2022-11-15,63.1218
2022-11-16,63.741
2022-11-17,63.7894
2022-11-18,64.9154
2022-11-19,64.9154
2022-11-20,64.9154
2022-11-21,65.7448
2022-11-22,66.275
2022-11-23,65.6212
2022-11-24,65.6212
2022-11-25,66.9
2022-11-26,66.9
2022-11-27,66.9
2022-11-28,65.4972
2022-11-29,65.401
2022-11-30,65.1536
2022-12-01,64.6225
2022-12-02,64.3898
2022-12-03,64.3898
2022-12-04,64.3898
2022-12-05,64.1508
2022-12-06,61.9826
2022-12-07,61.3288
2022-12-08,61.2219
2022-12-09,61.7393
2022-12-10,61.7393
2022-12-11,61.7393
2022-12-12,62.3796
2022-12-13,62.6071
2022-12-14,61.165
2022-12-15,58.0327
2022-12-16,57.6202
2022-12-17,57.6202
2022-12-18,57.6202
2022-12-19,58.0317
2022-12-20,58.3869
2022-12-21,60.0141
2022-12-22,59.136
2022-12-23,59.1999
2022-12-24,59.1999
2022-12-25,59.1999
2022-12-26,59.1999
2022-12-27,61.1279
2022-12-28,58.0731
2022-12-29,59.7342
2022-12-30,57.1828
2022-12-31,57.1828
2023-01-01,57.1828
2023-01-02,57.1828
2023-01-03,58.5046
2023-01-04,59.26
2023-01-05,55.6228
2023-01-06,58.1724
2023-01-07,58.1724
2023-01-08,58.1724
2023-01-09,57.8857
2023-01-10,58.1205
2023-01-11,59.4395
2023-01-12,59.2216
2023-01-13,57.4481
2023-01-14,57.4481
2023-01-15,57.4481
2023-01-16,57.4481
2023-01-17,57.0451
2023-01-18,52.18
2023-01-19,51.9058
2023-01-20,53.5717
2023-01-21,53.5717
2023-01-22,53.5717
2023-01-23,50.6825
2023-01-24,48.4924
2023-01-25,46.7469
2023-01-26,45.7629
2023-01-27,45.3772
2023-01-28,45.3772
2023-01-29,45.3772
2023-01-30,43.8022
2023-01-31,48.0684
2023-02-01,49.5125
2023-02-02,51.8304
2023-02-03,50.0727
2023-02-04,50.0727
2023-02-05,50.0727
2023-02-06,49.6881
2023-02-07,49.0902
2023-02-08,45.8629
2023-02-09,43.3244
2023-02-10,44.737
2023-02-11,44.737
2023-02-12,44.737
2023-02-13,45.2173
2023-02-14,43.0694
2023-02-15,42.4873
2023-02-16,46.2453
2023-02-17,50.8225
2023-02-18,50.8225
2023-02-19,50.8225
2023-02-20,50.8225
2023-02-21,50.9672
2023-02-22,51.2886
2023-02-23,49.8582
2023-02-24,49.8845
2023-02-25,49.8845
2023-02-26,49.8845
2023-02-27,50.0201
2023-02-28,49.33
2023-03-01,49.4166
2023-03-02,50.5535
2023-03-03,52.3707
2023-03-04,52.3707
2023-03-05,52.3707
2023-03-06,51.0367
2023-03-07,47.6948
2023-03-08,50.3126
2023-03-09,49.0839
2023-03-10,46.9282
2023-03-11,46.9282
2023-03-12,46.9282
2023-03-13,49.3447
2023-03-14,54.0589
2023-03-15,54.7493
2023-03-16,56.1138
2023-03-17,56.0234
2023-03-18,56.0234
2023-03-19,56.0234
2023-03-20,57.8721
2023-03-21,52.3924
