,MGRC US Equity
2020-04-26,43.7106
2020-04-27,46.8773
2020-04-28,47.7402
2020-04-29,51.4477
2020-04-30,47.1298
2020-05-01,46.1097
2020-05-02,46.1097
2020-05-03,46.1097
2020-05-04,46.1097
2020-05-05,45.2624
2020-05-06,44.6936
2020-05-07,44.5032
2020-05-08,46.3493
2020-05-09,46.3493
2020-05-10,46.3493
2020-05-11,44.756
2020-05-12,43.1767
2020-05-13,42.3958
2020-05-14,44.7389
2020-05-15,44.9919
2020-05-16,44.9919
2020-05-17,44.9919
2020-05-18,48.0452
2020-05-19,47.5077
2020-05-20,48.5187
2020-05-21,48.3552
2020-05-22,48.9081
2020-05-23,48.9081
2020-05-24,48.9081
2020-05-25,48.9081
2020-05-26,50.712
2020-05-27,53.0595
2020-05-28,52.1264
2020-05-29,49.8992
2020-05-30,49.8992
2020-05-31,49.8992
2020-06-01,50.3144
2020-06-02,50.8482
2020-06-03,52.036
2020-06-04,52.7887
2020-06-05,54.4061
2020-06-06,54.4061
2020-06-07,54.4061
2020-06-08,54.3843
2020-06-09,54.1377
2020-06-10,53.1073
2020-06-11,47.5973
2020-06-12,48.3843
2020-06-13,48.3843
2020-06-14,48.3843
2020-06-15,48.7197
2020-06-16,49.1153
2020-06-17,47.7759
2020-06-18,46.7412
2020-06-19,46.2436
2020-06-20,46.2436
2020-06-21,46.2436
2020-06-22,46.3762
2020-06-23,47.0153
2020-06-24,44.9172
2020-06-25,46.3993
2020-06-26,45.0394
2020-06-27,45.0394
2020-06-28,45.0394
2020-06-29,47.9258
2020-06-30,48.3337
2020-07-01,47.1428
2020-07-02,47.0976
2020-07-03,47.0976
2020-07-04,47.0976
2020-07-05,47.0976
2020-07-06,47.1501
2020-07-07,46.0618
2020-07-08,45.5067
2020-07-09,43.9448
2020-07-10,45.434
2020-07-11,45.434
2020-07-12,45.434
2020-07-13,47.4531
2020-07-14,48.1423
2020-07-15,51.1514
2020-07-16,50.2543
2020-07-17,50.6817
2020-07-18,50.6817
2020-07-19,50.6817
2020-07-20,49.0074
2020-07-21,50.5063
2020-07-22,50.0733
2020-07-23,52.4409
2020-07-24,50.8495
2020-07-25,50.8495
2020-07-26,50.8495
2020-07-27,51.6965
2020-07-28,51.504
2020-07-29,55.4147
2020-07-30,57.4073
2020-07-31,54.4357
2020-08-01,54.4357
2020-08-02,54.4357
2020-08-03,54.9405
2020-08-04,55.2158
2020-08-05,56.1113
2020-08-06,56.7166
2020-08-07,57.4749
2020-08-08,57.4749
2020-08-09,57.4749
2020-08-10,58.7944
2020-08-11,61.0472
2020-08-12,66.6217
2020-08-13,64.001
2020-08-14,63.9676
2020-08-15,63.9676
2020-08-16,63.9676
2020-08-17,63.6415
2020-08-18,63.5709
2020-08-19,64.1164
2020-08-20,63.7994
2020-08-21,63.8103
2020-08-22,63.8103
2020-08-23,63.8103
2020-08-24,65.05
2020-08-25,64.1723
2020-08-26,61.8567
2020-08-27,62.2626
2020-08-28,61.9817
2020-08-29,61.9817
2020-08-30,61.9817
2020-08-31,60.0399
2020-09-01,61.004
2020-09-02,61.8028
2020-09-03,58.8272
2020-09-04,56.5254
2020-09-05,56.5254
2020-09-06,56.5254
2020-09-07,56.5254
2020-09-08,54.625
2020-09-09,53.6384
2020-09-10,52.7426
2020-09-11,51.9173
2020-09-12,51.9173
2020-09-13,51.9173
2020-09-14,50.9141
2020-09-15,48.392
2020-09-16,49.9553
2020-09-17,49.9026
2020-09-18,47.7982
2020-09-19,47.7982
2020-09-20,47.7982
2020-09-21,44.0356
2020-09-22,45.3501
2020-09-23,44.5917
2020-09-24,45.1532
2020-09-25,45.6445
2020-09-26,45.6445
2020-09-27,45.6445
2020-09-28,49.0441
2020-09-29,47.874
2020-09-30,47.8392
2020-10-01,50.8282
2020-10-02,52.0391
2020-10-03,52.0391
2020-10-04,52.0391
2020-10-05,54.4602
2020-10-06,56.0232
2020-10-07,58.6169
2020-10-08,58.9929
2020-10-09,61.2485
2020-10-10,61.2485
2020-10-11,61.2485
2020-10-12,62.4044
2020-10-13,57.0612
2020-10-14,54.8351
2020-10-15,55.7705
2020-10-16,54.9482
2020-10-17,54.9482
2020-10-18,54.9482
2020-10-19,52.3531
2020-10-20,52.7886
2020-10-21,52.2036
2020-10-22,53.7768
2020-10-23,52.7187
2020-10-24,52.7187
2020-10-25,52.7187
2020-10-26,50.2006
2020-10-27,46.6277
2020-10-28,44.0513
2020-10-29,44.0069
2020-10-30,42.1189
2020-10-31,42.1189
2020-11-01,42.1189
2020-11-02,45.7579
2020-11-03,47.1848
2020-11-04,45.2686
2020-11-05,46.8287
2020-11-06,46.579
2020-11-07,46.579
2020-11-08,46.579
2020-11-09,51.1441
2020-11-10,54.3182
2020-11-11,52.3524
2020-11-12,50.2044
2020-11-13,51.7698
2020-11-14,51.7698
2020-11-15,51.7698
2020-11-16,54.622
2020-11-17,53.6424
2020-11-18,54.3343
2020-11-19,54.4348
2020-11-20,54.4348
2020-11-21,54.4348
2020-11-22,54.4348
2020-11-23,55.4247
2020-11-24,57.9314
2020-11-25,55.6024
2020-11-26,55.6024
2020-11-27,54.0157
2020-11-28,54.0157
2020-11-29,54.0157
2020-11-30,51.9148
2020-12-01,53.0301
2020-12-02,51.3861
2020-12-03,52.4193
2020-12-04,54.9776
2020-12-05,54.9776
2020-12-06,54.9776
2020-12-07,53.9068
2020-12-08,54.0303
2020-12-09,53.056
2020-12-10,51.5677
2020-12-11,49.8562
2020-12-12,49.8562
2020-12-13,49.8562
2020-12-14,49.9801
2020-12-15,51.2098
2020-12-16,51.3084
2020-12-17,53.1533
2020-12-18,54.7966
2020-12-19,54.7966
2020-12-20,54.7966
2020-12-21,48.1848
2020-12-22,47.954
2020-12-23,51.2341
2020-12-24,51.8699
2020-12-25,51.8699
2020-12-26,51.8699
2020-12-27,51.8699
2020-12-28,53.5384
2020-12-29,52.4556
2020-12-30,54.4891
2020-12-31,56.3145
2021-01-01,56.3145
2021-01-02,56.3145
2021-01-03,56.3145
2021-01-04,53.2333
2021-01-05,56.1629
2021-01-06,62.6573
2021-01-07,64.5574
2021-01-08,62.363
2021-01-09,62.363
2021-01-10,62.363
2021-01-11,61.1053
2021-01-12,63.3963
2021-01-13,59.0797
2021-01-14,60.1162
2021-01-15,60.1711
2021-01-16,60.1711
2021-01-17,60.1711
2021-01-18,60.1711
2021-01-19,58.7809
2021-01-20,58.5281
2021-01-21,59.3953
2021-01-22,60.4179
2021-01-23,60.4179
2021-01-24,60.4179
2021-01-25,59.2864
2021-01-26,58.6194
2021-01-27,56.113
2021-01-28,55.6623
2021-01-29,54.2237
2021-01-30,54.2237
2021-01-31,54.2237
2021-02-01,57.3812
2021-02-02,59.0212
2021-02-03,58.2838
2021-02-04,61.1267
2021-02-05,61.3382
2021-02-06,61.3382
2021-02-07,61.3382
2021-02-08,64.2757
2021-02-09,65.4627
2021-02-10,65.8203
2021-02-11,66.2438
2021-02-12,66.5263
2021-02-13,66.5263
2021-02-14,66.5263
2021-02-15,66.5263
2021-02-16,63.9031
2021-02-17,61.6061
2021-02-18,61.0628
2021-02-19,63.0724
2021-02-20,63.0724
2021-02-21,63.0724
2021-02-22,64.5024
2021-02-23,60.7369
2021-02-24,60.834
2021-02-25,59.5773
2021-02-26,59.0231
2021-02-27,59.0231
2021-02-28,59.0231
2021-03-01,60.237
2021-03-02,57.0448
2021-03-03,59.1128
2021-03-04,54.8316
2021-03-05,57.6763
2021-03-06,57.6763
2021-03-07,57.6763
2021-03-08,58.6042
2021-03-09,56.5026
2021-03-10,58.8367
2021-03-11,58.6807
2021-03-12,60.4978
2021-03-13,60.4978
2021-03-14,60.4978
2021-03-15,62.6685
2021-03-16,61.3141
2021-03-17,63.8569
2021-03-18,62.4358
2021-03-19,61.6099
2021-03-20,61.6099
2021-03-21,61.6099
2021-03-22,57.9873
2021-03-23,53.8536
2021-03-24,52.9692
2021-03-25,54.3898
2021-03-26,57.9604
2021-03-27,57.9604
2021-03-28,57.9604
2021-03-29,55.3948
2021-03-30,56.4331
2021-03-31,55.5612
2021-04-01,57.1437
2021-04-02,57.1437
2021-04-03,57.1437
2021-04-04,57.1437
2021-04-05,57.5522
2021-04-06,56.4393
2021-04-07,54.2383
2021-04-08,54.5225
2021-04-09,55.8131
2021-04-10,55.8131
2021-04-11,55.8131
2021-04-12,55.9166
2021-04-13,54.129
2021-04-14,55.5461
2021-04-15,55.6411
2021-04-16,57.2472
2021-04-17,57.2472
2021-04-18,57.2472
2021-04-19,55.6361
2021-04-20,52.8117
2021-04-21,54.9534
2021-04-22,53.8301
2021-04-23,55.6108
2021-04-24,55.6108
2021-04-25,55.6108
2021-04-26,55.8565
2021-04-27,55.7147
2021-04-28,57.5274
2021-04-29,55.7655
2021-04-30,55.2601
2021-05-01,55.2601
2021-05-02,55.2601
2021-05-03,55.9678
2021-05-04,53.5053
2021-05-05,53.3255
2021-05-06,54.954
2021-05-07,56.333
2021-05-08,56.333
2021-05-09,56.333
2021-05-10,55.4264
2021-05-11,55.3676
2021-05-12,52.6501
2021-05-13,54.4068
2021-05-14,60.0774
2021-05-15,60.0774
2021-05-16,60.0774
2021-05-17,58.0043
2021-05-18,56.4473
2021-05-19,55.7013
2021-05-20,56.1256
2021-05-21,58.6809
2021-05-22,58.6809
2021-05-23,58.6809
2021-05-24,59.5296
2021-05-25,55.3307
2021-05-26,55.4895
2021-05-27,56.7614
2021-05-28,57.5318
2021-05-29,57.5318
2021-05-30,57.5318
2021-05-31,57.5318
2021-06-01,58.9742
2021-06-02,55.8499
2021-06-03,53.4049
2021-06-04,53.6348
2021-06-05,53.6348
2021-06-06,53.6348
2021-06-07,55.4828
2021-06-08,56.0473
2021-06-09,53.6048
2021-06-10,51.7831
2021-06-11,54.2947
2021-06-12,54.2947
2021-06-13,54.2947
2021-06-14,53.5244
2021-06-15,55.1619
2021-06-16,50.5946
2021-06-17,46.245
2021-06-18,43.9483
2021-06-19,43.9483
2021-06-20,43.9483
2021-06-21,47.0805
2021-06-22,46.2393
2021-06-23,45.87
2021-06-24,48.1238
2021-06-25,48.6996
2021-06-26,48.6996
2021-06-27,48.6996
2021-06-28,47.8532
2021-06-29,46.805
2021-06-30,49.7707
2021-07-01,50.9034
2021-07-02,49.6512
2021-07-03,49.6512
2021-07-04,49.6512
2021-07-05,49.6512
2021-07-06,45.5376
2021-07-07,44.1002
2021-07-08,44.6027
2021-07-09,49.7856
2021-07-10,49.7856
2021-07-11,49.7856
2021-07-12,49.9311
2021-07-13,48.253
2021-07-14,47.1508
2021-07-15,45.6019
2021-07-16,45.0798
2021-07-17,45.0798
2021-07-18,45.0798
2021-07-19,42.1993
2021-07-20,44.7347
2021-07-21,46.3834
2021-07-22,45.3375
2021-07-23,45.4201
2021-07-24,45.4201
2021-07-25,45.4201
2021-07-26,45.5054
2021-07-27,44.3864
2021-07-28,45.1732
2021-07-29,47.0744
2021-07-30,48.0069
2021-07-31,48.0069
2021-08-01,48.0069
2021-08-02,48.8359
2021-08-03,48.1575
2021-08-04,41.596
2021-08-05,39.2713
2021-08-06,39.2898
2021-08-07,39.2898
2021-08-08,39.2898
2021-08-09,40.0297
2021-08-10,40.0879
2021-08-11,40.0879
2021-08-12,38.7357
2021-08-13,37.0585
2021-08-14,37.0585
2021-08-15,37.0585
2021-08-16,36.6822
2021-08-17,34.8402
2021-08-18,35.6155
2021-08-19,35.3667
2021-08-20,35.8533
2021-08-21,35.8533
2021-08-22,35.8533
2021-08-23,38.8037
2021-08-24,38.3406
2021-08-25,37.8172
2021-08-26,35.8338
2021-08-27,40.7141
2021-08-28,40.7141
2021-08-29,40.7141
2021-08-30,39.8309
2021-08-31,40.4559
2021-09-01,42.9301
2021-09-02,44.1007
2021-09-03,43.7263
2021-09-04,43.7263
2021-09-05,43.7263
2021-09-06,43.7263
2021-09-07,43.919
2021-09-08,42.4324
2021-09-09,41.9701
2021-09-10,40.113
2021-09-11,40.113
2021-09-12,40.113
2021-09-13,39.954
2021-09-14,39.0257
2021-09-15,41.6377
2021-09-16,43.8274
2021-09-17,44.5746
2021-09-18,44.5746
2021-09-19,44.5746
2021-09-20,43.4865
2021-09-21,46.0088
2021-09-22,47.621
2021-09-23,49.0461
2021-09-24,48.1957
2021-09-25,48.1957
2021-09-26,48.1957
2021-09-27,51.2947
2021-09-28,48.7054
2021-09-29,50.5416
2021-09-30,47.799
2021-10-01,50.3113
2021-10-02,50.3113
2021-10-03,50.3113
2021-10-04,51.3227
2021-10-05,53.0571
2021-10-06,53.0757
2021-10-07,53.495
2021-10-08,52.3082
2021-10-09,52.3082
2021-10-10,52.3082
2021-10-11,53.1642
2021-10-12,54.0958
2021-10-13,55.5174
2021-10-14,56.6931
2021-10-15,55.7269
2021-10-16,55.7269
2021-10-17,55.7269
2021-10-18,53.0415
2021-10-19,53.3323
2021-10-20,56.0664
2021-10-21,57.1174
2021-10-22,55.5429
2021-10-23,55.5429
2021-10-24,55.5429
2021-10-25,56.9649
2021-10-26,54.8994
2021-10-27,53.0997
2021-10-28,53.1421
2021-10-29,46.3794
2021-10-30,46.3794
2021-10-31,46.3794
2021-11-01,50.0664
2021-11-02,50.9438
2021-11-03,56.2887
2021-11-04,54.3636
2021-11-05,58.7428
2021-11-06,58.7428
2021-11-07,58.7428
2021-11-08,57.6555
2021-11-09,57.9894
2021-11-10,58.3905
2021-11-11,59.8251
2021-11-12,59.8556
2021-11-13,59.8556
2021-11-14,59.8556
2021-11-15,59.7385
2021-11-16,59.9976
2021-11-17,59.5761
2021-11-18,59.5761
2021-11-19,58.873
2021-11-20,58.873
2021-11-21,58.873
2021-11-22,60.0823
2021-11-23,59.9191
2021-11-24,58.548
2021-11-25,58.548
2021-11-26,51.7386
2021-11-27,51.7386
2021-11-28,51.7386
2021-11-29,53.5092
2021-11-30,52.0719
2021-12-01,53.8743
2021-12-02,55.2665
2021-12-03,52.4462
2021-12-04,52.4462
2021-12-05,52.4462
2021-12-06,54.2386
2021-12-07,55.9019
2021-12-08,53.549
2021-12-09,52.7322
2021-12-10,51.8043
2021-12-11,51.8043
2021-12-12,51.8043
2021-12-13,46.5939
2021-12-14,45.12
2021-12-15,46.1853
2021-12-16,46.1664
2021-12-17,47.5229
2021-12-18,47.5229
2021-12-19,47.5229
2021-12-20,47.4216
2021-12-21,51.1896
2021-12-22,53.9408
2021-12-23,55.9971
2021-12-24,55.9971
2021-12-25,55.9971
2021-12-26,55.9971
2021-12-27,56.5213
2021-12-28,56.3213
2021-12-29,55.6977
2021-12-30,55.0429
2021-12-31,56.9433
2022-01-01,56.9433
2022-01-02,56.9433
2022-01-03,55.6278
2022-01-04,59.4495
2022-01-05,55.8093
2022-01-06,56.082
2022-01-07,53.2705
2022-01-08,53.2705
2022-01-09,53.2705
2022-01-10,51.5249
2022-01-11,52.7508
2022-01-12,51.5331
2022-01-13,52.5006
2022-01-14,51.8247
2022-01-15,51.8247
2022-01-16,51.8247
2022-01-17,51.8247
2022-01-18,49.9401
2022-01-19,49.1998
2022-01-20,48.4998
2022-01-21,46.7993
2022-01-22,46.7993
2022-01-23,46.7993
2022-01-24,51.4167
2022-01-25,50.2612
2022-01-26,48.9934
2022-01-27,47.4813
2022-01-28,47.23
2022-01-29,47.23
2022-01-30,47.23
2022-01-31,47.7309
2022-02-01,47.4205
2022-02-02,45.6862
2022-02-03,45.1457
2022-02-04,45.0795
2022-02-05,45.0795
2022-02-06,45.0795
2022-02-07,45.9809
2022-02-08,49.971
2022-02-09,51.9148
2022-02-10,47.4706
2022-02-11,47.2952
2022-02-12,47.2952
2022-02-13,47.2952
2022-02-14,46.4516
2022-02-15,48.1631
2022-02-16,48.761
2022-02-17,44.9403
2022-02-18,45.1742
2022-02-19,45.1742
2022-02-20,45.1742
2022-02-21,45.1742
2022-02-22,41.8059
2022-02-23,39.0666
2022-02-24,54.3366
2022-02-25,57.8373
2022-02-26,57.8373
2022-02-27,57.8373
2022-02-28,57.8796
2022-03-01,54.917
2022-03-02,55.9779
2022-03-03,54.8679
2022-03-04,56.1485
2022-03-05,56.1485
2022-03-06,56.1485
2022-03-07,53.4763
2022-03-08,53.7312
2022-03-09,55.4512
2022-03-10,57.5622
2022-03-11,60.0355
2022-03-12,60.0355
2022-03-13,60.0355
2022-03-14,65.4531
2022-03-15,59.5218
2022-03-16,61.0319
2022-03-17,60.1108
2022-03-18,58.4381
2022-03-19,58.4381
2022-03-20,58.4381
2022-03-21,58.8568
2022-03-22,58.4911
2022-03-23,57.1784
2022-03-24,58.023
2022-03-25,58.4405
2022-03-26,58.4405
2022-03-27,58.4405
2022-03-28,57.993
2022-03-29,59.5934
2022-03-30,57.4063
2022-03-31,57.3313
2022-04-01,57.9708
2022-04-02,57.9708
2022-04-03,57.9708
2022-04-04,54.6919
2022-04-05,55.9366
2022-04-06,54.8601
2022-04-07,52.7073
2022-04-08,53.4848
2022-04-09,53.4848
2022-04-10,53.4848
2022-04-11,52.3937
2022-04-12,52.7427
2022-04-13,55.407
2022-04-14,56.3055
2022-04-15,56.3055
2022-04-16,56.3055
2022-04-17,56.3055
2022-04-18,58.2414
2022-04-19,61.3071
2022-04-20,63.6004
2022-04-21,64.2288
2022-04-22,57.5227
2022-04-23,57.5227
2022-04-24,57.5227
2022-04-25,56.1041
2022-04-26,51.2606
2022-04-27,53.503
2022-04-28,53.2371
2022-04-29,51.2979
2022-04-30,51.2979
2022-05-01,51.2979
2022-05-02,49.2777
2022-05-03,49.0865
2022-05-04,50.0275
2022-05-05,48.1704
2022-05-06,47.827
2022-05-07,47.827
2022-05-08,47.827
2022-05-09,48.5529
2022-05-10,48.0967
2022-05-11,46.6426
2022-05-12,45.3464
2022-05-13,49.4021
2022-05-14,49.4021
2022-05-15,49.4021
2022-05-16,48.1239
2022-05-17,52.0233
2022-05-18,48.9651
2022-05-19,47.5062
2022-05-20,47.2466
2022-05-21,47.2466
2022-05-22,47.2466
2022-05-23,49.1004
2022-05-24,48.4476
2022-05-25,48.9861
2022-05-26,49.6782
2022-05-27,50.1281
2022-05-28,50.1281
2022-05-29,50.1281
2022-05-30,50.1281
2022-05-31,50.3323
2022-06-01,48.9334
2022-06-02,52.0483
2022-06-03,51.6387
2022-06-04,51.6387
2022-06-05,51.6387
2022-06-06,50.918
2022-06-07,51.8052
2022-06-08,49.5174
2022-06-09,47.7014
2022-06-10,45.1716
2022-06-11,45.1716
2022-06-12,45.1716
2022-06-13,41.7983
2022-06-14,41.601
2022-06-15,43.1673
2022-06-16,38.4901
2022-06-17,39.0235
2022-06-18,39.0235
2022-06-19,39.0235
2022-06-20,39.0235
2022-06-21,41.003
2022-06-22,40.4118
2022-06-23,39.3058
2022-06-24,42.6509
2022-06-25,42.6509
2022-06-26,42.6509
2022-06-27,43.2563
2022-06-28,41.8703
2022-06-29,41.9694
2022-06-30,43.4074
2022-07-01,46.6731
2022-07-02,46.6731
2022-07-03,46.6731
2022-07-04,46.6731
2022-07-05,45.4276
2022-07-06,43.6139
2022-07-07,45.3953
2022-07-08,44.9267
2022-07-09,44.9267
2022-07-10,44.9267
2022-07-11,44.6249
2022-07-12,43.7292
2022-07-13,44.9538
2022-07-14,44.3759
2022-07-15,47.6263
2022-07-16,47.6263
2022-07-17,47.6263
2022-07-18,45.4261
2022-07-19,49.6939
2022-07-20,51.0429
2022-07-21,52.1325
2022-07-22,50.1134
2022-07-23,50.1134
2022-07-24,50.1134
2022-07-25,53.2413
2022-07-26,53.9284
2022-07-27,54.7915
2022-07-28,57.1883
2022-07-29,59.4953
2022-07-30,59.4953
2022-07-31,59.4953
2022-08-01,59.7584
2022-08-02,59.7584
2022-08-03,59.0669
2022-08-04,58.1746
2022-08-05,58.7562
2022-08-06,58.7562
2022-08-07,58.7562
2022-08-08,59.6964
2022-08-09,58.2764
2022-08-10,60.8701
2022-08-11,61.449
2022-08-12,63.6328
2022-08-13,63.6328
2022-08-14,63.6328
2022-08-15,64.9095
2022-08-16,65.1626
2022-08-17,62.3006
2022-08-18,62.3445
2022-08-19,60.4055
2022-08-20,60.4055
2022-08-21,60.4055
2022-08-22,57.5803
2022-08-23,55.6173
2022-08-24,55.705
2022-08-25,57.4293
2022-08-26,54.6929
2022-08-27,54.6929
2022-08-28,54.6929
2022-08-29,53.0764
2022-08-30,52.2152
2022-08-31,54.1487
2022-09-01,54.5184
2022-09-02,52.3359
2022-09-03,52.3359
2022-09-04,52.3359
2022-09-05,52.3359
2022-09-06,50.6576
2022-09-07,54.2437
2022-09-08,54.1145
2022-09-09,56.3883
2022-09-10,56.3883
2022-09-11,56.3883
2022-09-12,57.4866
2022-09-13,54.6186
2022-09-14,55.2276
2022-09-15,54.101
2022-09-16,51.8072
2022-09-17,51.8072
2022-09-18,51.8072
2022-09-19,55.3912
2022-09-20,55.6523
2022-09-21,54.5728
2022-09-22,53.5424
2022-09-23,50.5785
2022-09-24,50.5785
2022-09-25,50.5785
2022-09-26,51.6006
2022-09-27,47.3175
2022-09-28,51.4486
2022-09-29,51.6823
2022-09-30,50.4455
2022-10-01,50.4455
2022-10-02,50.4455
2022-10-03,54.1192
2022-10-04,56.3354
2022-10-05,53.5985
2022-10-06,53.3304
2022-10-07,49.3041
2022-10-08,49.3041
2022-10-09,49.3041
2022-10-10,49.4827
2022-10-11,49.8481
2022-10-12,47.9639
2022-10-13,51.1988
2022-10-14,50.3303
2022-10-15,50.3303
2022-10-16,50.3303
2022-10-17,52.2698
2022-10-18,53.2987
2022-10-19,53.1604
2022-10-20,51.7513
2022-10-21,55.0012
2022-10-22,55.0012
2022-10-23,55.0012
2022-10-24,55.2181
2022-10-25,55.3893
2022-10-26,53.6501
2022-10-27,54.8135
2022-10-28,67.7674
2022-10-29,67.7674
2022-10-30,67.7674
2022-10-31,63.0986
2022-11-01,65.5262
2022-11-02,63.0519
2022-11-03,64.1867
2022-11-04,64.6419
2022-11-05,64.6419
2022-11-06,64.6419
2022-11-07,64.6617
2022-11-08,65.8947
2022-11-09,63.9914
2022-11-10,66.1793
2022-11-11,63.9792
2022-11-12,63.9792
2022-11-13,63.9792
2022-11-14,64.4996
2022-11-15,64.2044
2022-11-16,59.2265
2022-11-17,56.8504
2022-11-18,58.514
2022-11-19,58.514
2022-11-20,58.514
2022-11-21,60.2332
2022-11-22,61.3451
2022-11-23,59.0303
2022-11-24,59.0303
2022-11-25,60.1768
2022-11-26,60.1768
2022-11-27,60.1768
2022-11-28,58.0128
2022-11-29,58.565
2022-11-30,60.0483
2022-12-01,61.0395
2022-12-02,61.3482
2022-12-03,61.3482
2022-12-04,61.3482
2022-12-05,57.6369
2022-12-06,57.4734
2022-12-07,57.3053
2022-12-08,57.4982
2022-12-09,55.1765
2022-12-10,55.1765
2022-12-11,55.1765
2022-12-12,56.2593
2022-12-13,58.3412
2022-12-14,57.7371
2022-12-15,58.457
2022-12-16,56.925
2022-12-17,56.925
2022-12-18,56.925
2022-12-19,55.8614
2022-12-20,57.1392
2022-12-21,57.9148
2022-12-22,56.1504
2022-12-23,57.0434
2022-12-24,57.0434
2022-12-25,57.0434
2022-12-26,57.0434
2022-12-27,57.9576
2022-12-28,56.2546
2022-12-29,58.3685
2022-12-30,57.3543
2022-12-31,57.3543
2023-01-01,57.3543
2023-01-02,57.3543
2023-01-03,56.227
2023-01-04,55.3537
2023-01-05,56.0597
2023-01-06,59.6125
2023-01-07,59.6125
2023-01-08,59.6125
2023-01-09,56.3594
2023-01-10,58.6781
2023-01-11,56.8521
2023-01-12,57.8044
2023-01-13,59.0675
2023-01-14,59.0675
2023-01-15,59.0675
2023-01-16,59.0675
2023-01-17,58.4151
2023-01-18,58.3747
2023-01-19,56.4744
2023-01-20,51.9006
2023-01-21,51.9006
2023-01-22,51.9006
2023-01-23,48.3135
2023-01-24,49.1638
2023-01-25,48.2777
2023-01-26,50.493
2023-01-27,49.1726
2023-01-28,49.1726
2023-01-29,49.1726
2023-01-30,50.4134
2023-01-31,55.7178
2023-02-01,53.8175
2023-02-02,61.9848
2023-02-03,60.3971
2023-02-04,60.3971
2023-02-05,60.3971
2023-02-06,59.7029
2023-02-07,58.9048
2023-02-08,58.2961
2023-02-09,58.6545
2023-02-10,60.1312
2023-02-11,60.1312
2023-02-12,60.1312
2023-02-13,62.8543
2023-02-14,58.1646
2023-02-15,60.1844
2023-02-16,58.7027
2023-02-17,60.6942
2023-02-18,60.6942
2023-02-19,60.6942
2023-02-20,60.6942
2023-02-21,58.9639
2023-02-22,57.3645
2023-02-23,59.0017
2023-02-24,55.9388
2023-02-25,55.9388
2023-02-26,55.9388
2023-02-27,52.7846
2023-02-28,53.7938
2023-03-01,51.3747
2023-03-02,48.8989
2023-03-03,50.9947
2023-03-04,50.9947
2023-03-05,50.9947
2023-03-06,49.7093
2023-03-07,48.458
2023-03-08,48.7068
2023-03-09,47.9011
2023-03-10,45.4118
2023-03-11,45.4118
2023-03-12,45.4118
2023-03-13,41.7143
2023-03-14,43.2556
2023-03-15,43.8475
2023-03-16,47.0832
