,CBSH US Equity
2020-09-20,45.8879
2020-09-21,42.8792
2020-09-22,42.6796
2020-09-23,41.4001
2020-09-24,42.0074
2020-09-25,42.7393
2020-09-26,42.7393
2020-09-27,42.7393
2020-09-28,46.227
2020-09-29,45.4095
2020-09-30,47.8385
2020-10-01,47.0078
2020-10-02,49.2143
2020-10-03,49.2143
2020-10-04,49.2143
2020-10-05,52.8286
2020-10-06,53.8569
2020-10-07,55.746
2020-10-08,56.9165
2020-10-09,55.7061
2020-10-10,55.7061
2020-10-11,55.7061
2020-10-12,56.1173
2020-10-13,51.1029
2020-10-14,49.337
2020-10-15,51.3623
2020-10-16,50.8662
2020-10-17,50.8662
2020-10-18,50.8662
2020-10-19,51.3138
2020-10-20,55.5399
2020-10-21,56.3509
2020-10-22,59.1453
2020-10-23,60.2055
2020-10-24,60.2055
2020-10-25,60.2055
2020-10-26,58.544
2020-10-27,54.9606
2020-10-28,54.5518
2020-10-29,56.5413
2020-10-30,56.3911
2020-10-31,56.3911
2020-11-01,56.3911
2020-11-02,58.9839
2020-11-03,61.8953
2020-11-04,53.2198
2020-11-05,55.5565
2020-11-06,54.6445
2020-11-07,54.6445
2020-11-08,54.6445
2020-11-09,61.131
2020-11-10,62.2034
2020-11-11,62.0949
2020-11-12,60.4407
2020-11-13,61.7496
2020-11-14,61.7496
2020-11-15,61.7496
2020-11-16,63.9449
2020-11-17,62.1638
2020-11-18,59.1755
2020-11-19,59.7524
2020-11-20,59.896
2020-11-21,59.896
2020-11-22,59.896
2020-11-23,58.8464
2020-11-24,60.8297
2020-11-25,59.5649
2020-11-26,59.5649
2020-11-27,57.7467
2020-11-28,57.7467
2020-11-29,57.7467
2020-11-30,54.2048
2020-12-01,55.0085
2020-12-02,55.2269
2020-12-03,55.3913
2020-12-04,55.5447
2020-12-05,55.5447
2020-12-06,55.5447
2020-12-07,55.8744
2020-12-08,55.5094
2020-12-09,55.3846
2020-12-10,54.727
2020-12-11,54.4037
2020-12-12,54.4037
2020-12-13,54.4037
2020-12-14,54.3816
2020-12-15,56.8537
2020-12-16,57.259
2020-12-17,57.1142
2020-12-18,52.9805
2020-12-19,52.9805
2020-12-20,52.9805
2020-12-21,55.564
2020-12-22,57.0737
2020-12-23,59.8007
2020-12-24,59.2146
2020-12-25,59.2146
2020-12-26,59.2146
2020-12-27,59.2146
2020-12-28,60.0886
2020-12-29,57.178
2020-12-30,57.6909
2020-12-31,57.0313
2021-01-01,57.0313
2021-01-02,57.0313
2021-01-03,57.0313
2021-01-04,57.7101
2021-01-05,58.513
2021-01-06,63.2736
2021-01-07,64.8337
2021-01-08,63.4275
2021-01-09,63.4275
2021-01-10,63.4275
2021-01-11,65.1452
2021-01-12,66.4442
2021-01-13,63.6161
2021-01-14,64.147
2021-01-15,61.6728
2021-01-16,61.6728
2021-01-17,61.6728
2021-01-18,61.6728
2021-01-19,62.5891
2021-01-20,57.3502
2021-01-21,55.9951
2021-01-22,57.9235
2021-01-23,57.9235
2021-01-24,57.9235
2021-01-25,56.2656
2021-01-26,58.4876
2021-01-27,57.1456
2021-01-28,54.1081
2021-01-29,52.0897
2021-01-30,52.0897
2021-01-31,52.0897
2021-02-01,53.8862
2021-02-02,54.3869
2021-02-03,54.8602
2021-02-04,58.1192
2021-02-05,58.9351
2021-02-06,58.9351
2021-02-07,58.9351
2021-02-08,60.9187
2021-02-09,62.8436
2021-02-10,60.0238
2021-02-11,60.7663
2021-02-12,61.2439
2021-02-13,61.2439
2021-02-14,61.2439
2021-02-15,61.2439
2021-02-16,62.373
2021-02-17,60.9223
2021-02-18,60.042
2021-02-19,61.2019
2021-02-20,61.2019
2021-02-21,61.2019
2021-02-22,61.6303
2021-02-23,63.0702
2021-02-24,66.3434
2021-02-25,62.2039
2021-02-26,58.2556
2021-02-27,58.2556
2021-02-28,58.2556
2021-03-01,60.955
2021-03-02,57.7334
2021-03-03,59.4688
2021-03-04,57.6785
2021-03-05,60.7892
2021-03-06,60.7892
2021-03-07,60.7892
2021-03-08,63.1724
2021-03-09,61.4408
2021-03-10,62.6384
2021-03-11,62.5804
2021-03-12,64.5176
2021-03-13,64.5176
2021-03-14,64.5176
2021-03-15,63.1335
2021-03-16,62.1871
2021-03-17,63.0817
2021-03-18,62.3292
2021-03-19,61.1864
2021-03-20,61.1864
2021-03-21,61.1864
2021-03-22,56.4275
2021-03-23,53.4075
2021-03-24,52.5431
2021-03-25,55.0197
2021-03-26,57.7163
2021-03-27,57.7163
2021-03-28,57.7163
2021-03-29,54.8373
2021-03-30,56.2628
2021-03-31,54.4679
2021-04-01,55.0799
2021-04-02,55.0799
2021-04-03,55.0799
2021-04-04,55.0799
2021-04-05,56.0442
2021-04-06,55.9917
2021-04-07,55.6678
2021-04-08,54.6146
2021-04-09,55.6473
2021-04-10,55.6473
2021-04-11,55.6473
2021-04-12,56.2149
2021-04-13,52.9672
2021-04-14,54.1959
2021-04-15,53.5728
2021-04-16,54.2135
2021-04-17,54.2135
2021-04-18,54.2135
2021-04-19,53.263
2021-04-20,49.3931
2021-04-21,52.1724
2021-04-22,50.0116
2021-04-23,53.6836
2021-04-24,53.6836
2021-04-25,53.6836
2021-04-26,54.3042
2021-04-27,54.7596
2021-04-28,54.1284
2021-04-29,56.7588
2021-04-30,53.9235
2021-05-01,53.9235
2021-05-02,53.9235
2021-05-03,54.689
2021-05-04,56.6186
2021-05-05,56.9349
2021-05-06,58.2096
2021-05-07,56.7263
2021-05-08,56.7263
2021-05-09,56.7263
2021-05-10,56.1036
2021-05-11,54.7436
2021-05-12,50.8966
2021-05-13,54.6179
2021-05-14,55.8964
2021-05-15,55.8964
2021-05-16,55.8964
2021-05-17,55.3102
2021-05-18,52.3468
2021-05-19,52.2947
2021-05-20,51.8854
2021-05-21,53.5532
2021-05-22,53.5532
2021-05-23,53.5532
2021-05-24,52.1775
2021-05-25,49.9306
2021-05-26,50.6063
2021-05-27,51.3722
2021-05-28,51.6892
2021-05-29,51.6892
2021-05-30,51.6892
2021-05-31,51.6892
2021-06-01,52.1198
2021-06-02,51.0606
2021-06-03,50.5326
2021-06-04,50.0323
2021-06-05,50.0323
2021-06-06,50.0323
2021-06-07,49.2854
2021-06-08,48.8167
2021-06-09,48.8167
2021-06-10,46.1036
2021-06-11,46.9069
2021-06-12,46.9069
2021-06-13,46.9069
2021-06-14,45.2523
2021-06-15,47.9088
2021-06-16,48.5764
2021-06-17,43.1766
2021-06-18,39.4863
2021-06-19,39.4863
2021-06-20,39.4863
2021-06-21,45.1193
2021-06-22,45.8998
2021-06-23,45.6313
2021-06-24,46.8967
2021-06-25,49.8846
2021-06-26,49.8846
2021-06-27,49.8846
2021-06-28,47.2407
2021-06-29,47.5474
2021-06-30,47.7047
2021-07-01,48.7966
2021-07-02,48.701
2021-07-03,48.701
2021-07-04,48.701
2021-07-05,48.701
2021-07-06,44.9131
2021-07-07,44.0108
2021-07-08,42.0172
2021-07-09,47.3585
2021-07-10,47.3585
2021-07-11,47.3585
2021-07-12,47.1869
2021-07-13,45.2528
2021-07-14,45.0518
2021-07-15,47.7725
2021-07-16,45.7727
2021-07-17,45.7727
2021-07-18,45.7727
2021-07-19,43.0261
2021-07-20,45.6878
2021-07-21,46.5488
2021-07-22,43.2394
2021-07-23,45.4186
2021-07-24,45.4186
2021-07-25,45.4186
2021-07-26,46.1688
2021-07-27,46.6053
2021-07-28,46.1009
2021-07-29,45.5064
2021-07-30,43.7075
2021-07-31,43.7075
2021-08-01,43.7075
2021-08-02,42.1898
2021-08-03,40.2421
2021-08-04,40.0181
2021-08-05,41.3683
2021-08-06,45.3357
2021-08-07,45.3357
2021-08-08,45.3357
2021-08-09,45.6207
2021-08-10,46.1394
2021-08-11,47.5271
2021-08-12,46.1324
2021-08-13,44.6348
2021-08-14,44.6348
2021-08-15,44.6348
2021-08-16,44.7232
2021-08-17,43.5367
2021-08-18,42.2711
2021-08-19,41.8862
2021-08-20,44.7034
2021-08-21,44.7034
2021-08-22,44.7034
2021-08-23,45.5524
2021-08-24,45.9699
2021-08-25,47.0662
2021-08-26,44.4273
2021-08-27,47.4522
2021-08-28,47.4522
2021-08-29,47.4522
2021-08-30,46.0001
2021-08-31,47.2194
2021-09-01,46.1416
2021-09-02,47.8076
2021-09-03,47.5617
2021-09-04,47.5617
2021-09-05,47.5617
2021-09-06,47.5617
2021-09-07,45.4031
2021-09-08,44.352
2021-09-09,44.1128
2021-09-10,42.3601
2021-09-11,42.3601
2021-09-12,42.3601
2021-09-13,42.2236
2021-09-14,39.4786
2021-09-15,40.7344
2021-09-16,39.8239
2021-09-17,40.4422
2021-09-18,40.4422
2021-09-19,40.4422
2021-09-20,39.6003
2021-09-21,39.3499
2021-09-22,40.8672
2021-09-23,45.179
2021-09-24,46.8098
2021-09-25,46.8098
2021-09-26,46.8098
2021-09-27,51.218
2021-09-28,51.0052
2021-09-29,52.3696
2021-09-30,49.0712
2021-10-01,51.8499
2021-10-02,51.8499
2021-10-03,51.8499
2021-10-04,51.8263
2021-10-05,51.3191
2021-10-06,50.9019
2021-10-07,52.9947
2021-10-08,52.8652
2021-10-09,52.8652
2021-10-10,52.8652
2021-10-11,49.6048
2021-10-12,48.5562
2021-10-13,47.633
2021-10-14,51.4752
2021-10-15,52.4409
2021-10-16,52.4409
2021-10-17,52.4409
2021-10-18,53.2655
2021-10-19,52.688
2021-10-20,55.1789
2021-10-21,52.4033
2021-10-22,54.0935
2021-10-23,54.0935
2021-10-24,54.0935
2021-10-25,54.6049
2021-10-26,53.2704
2021-10-27,47.165
2021-10-28,49.6152
2021-10-29,49.9127
2021-10-30,49.9127
2021-10-31,49.9127
2021-11-01,54.2544
2021-11-02,54.4767
2021-11-03,58.4976
2021-11-04,55.1687
2021-11-05,56.3257
2021-11-06,56.3257
2021-11-07,56.3257
2021-11-08,55.5257
2021-11-09,54.4434
2021-11-10,55.9868
2021-11-11,55.8156
2021-11-12,54.9957
2021-11-13,54.9957
2021-11-14,54.9957
2021-11-15,55.7897
2021-11-16,55.2212
2021-11-17,54.0048
2021-11-18,53.4093
2021-11-19,51.4937
2021-11-20,51.4937
2021-11-21,51.4937
2021-11-22,54.7611
2021-11-23,56.0206
2021-11-24,55.1992
2021-11-25,55.1992
2021-11-26,47.1288
2021-11-27,47.1288
2021-11-28,47.1288
2021-11-29,48.3126
2021-11-30,45.7342
2021-12-01,43.8054
2021-12-02,47.6866
2021-12-03,46.2339
2021-12-04,46.2339
2021-12-05,46.2339
2021-12-06,51.7159
2021-12-07,51.3248
2021-12-08,50.9056
2021-12-09,50.2057
2021-12-10,50.6945
2021-12-11,50.6945
2021-12-12,50.6945
2021-12-13,49.3862
2021-12-14,50.0529
2021-12-15,50.6581
2021-12-16,51.8864
2021-12-17,49.9453
2021-12-18,49.9453
2021-12-19,49.9453
2021-12-20,46.2972
2021-12-21,48.3302
2021-12-22,49.3667
2021-12-23,50.3741
2021-12-24,50.3741
2021-12-25,50.3741
2021-12-26,50.3741
2021-12-27,50.8685
2021-12-28,51.993
2021-12-29,52.6875
2021-12-30,52.1338
2021-12-31,51.6742
2022-01-01,51.6742
2022-01-02,51.6742
2022-01-03,53.3523
2022-01-04,57.0069
2022-01-05,54.8631
2022-01-06,58.2887
2022-01-07,60.7062
2022-01-08,60.7062
2022-01-09,60.7062
2022-01-10,60.7764
2022-01-11,60.5805
2022-01-12,59.5311
2022-01-13,59.3873
2022-01-14,62.3597
2022-01-15,62.3597
2022-01-16,62.3597
2022-01-17,62.3597
2022-01-18,58.597
2022-01-19,52.2018
2022-01-20,48.8075
2022-01-21,47.0305
2022-01-22,47.0305
2022-01-23,47.0305
2022-01-24,50.5317
2022-01-25,49.2708
2022-01-26,47.6562
2022-01-27,45.3676
2022-01-28,47.4157
2022-01-29,47.4157
2022-01-30,47.4157
2022-01-31,49.3209
2022-02-01,51.8115
2022-02-02,50.5367
2022-02-03,49.6998
2022-02-04,51.5155
2022-02-05,51.5155
2022-02-06,51.5155
2022-02-07,52.2178
2022-02-08,55.6151
2022-02-09,54.6998
2022-02-10,53.6378
2022-02-11,54.0988
2022-02-12,54.0988
2022-02-13,54.0988
2022-02-14,52.5005
2022-02-15,54.148
2022-02-16,54.7268
2022-02-17,52.0935
2022-02-18,52.6629
2022-02-19,52.6629
2022-02-20,52.6629
2022-02-21,52.6629
2022-02-22,51.2716
2022-02-23,49.6598
2022-02-24,47.024
2022-02-25,53.1333
2022-02-26,53.1333
2022-02-27,53.1333
2022-02-28,53.4724
2022-03-01,47.6528
2022-03-02,52.1057
2022-03-03,52.53
2022-03-04,48.8939
2022-03-05,48.8939
2022-03-06,48.8939
2022-03-07,48.8856
2022-03-08,48.6286
2022-03-09,52.1828
2022-03-10,51.3404
2022-03-11,51.9887
2022-03-12,51.9887
2022-03-13,51.9887
2022-03-14,52.3344
2022-03-15,53.0859
2022-03-16,54.9812
2022-03-17,53.8459
2022-03-18,51.9056
2022-03-19,51.9056
2022-03-20,51.9056
2022-03-21,53.6849
2022-03-22,54.4784
2022-03-23,51.0188
2022-03-24,52.266
2022-03-25,54.5248
2022-03-26,54.5248
2022-03-27,54.5248
2022-03-28,53.9645
2022-03-29,55.371
2022-03-30,53.2032
2022-03-31,51.7346
2022-04-01,51.7896
2022-04-02,51.7896
2022-04-03,51.7896
2022-04-04,50.4983
2022-04-05,49.4196
2022-04-06,50.5908
2022-04-07,48.3341
2022-04-08,47.5331
2022-04-09,47.5331
2022-04-10,47.5331
2022-04-11,48.6031
2022-04-12,46.8585
2022-04-13,49.975
2022-04-14,49.5372
2022-04-15,49.5372
2022-04-16,49.5372
2022-04-17,49.5372
2022-04-18,49.806
2022-04-19,53.9988
2022-04-20,54.7803
2022-04-21,54.624
2022-04-22,51.4158
2022-04-23,51.4158
2022-04-24,51.4158
2022-04-25,52.1234
2022-04-26,47.5287
2022-04-27,46.9908
2022-04-28,48.3057
2022-04-29,45.4894
2022-04-30,45.4894
2022-05-01,45.4894
2022-05-02,47.0443
2022-05-03,48.5422
2022-05-04,51.7707
2022-05-05,49.1536
2022-05-06,48.4872
2022-05-07,48.4872
2022-05-08,48.4872
2022-05-09,46.8626
2022-05-10,44.8703
2022-05-11,42.6649
2022-05-12,44.0243
2022-05-13,43.8394
2022-05-14,43.8394
2022-05-15,43.8394
2022-05-16,43.7876
2022-05-17,47.3927
2022-05-18,44.893
2022-05-19,42.6484
2022-05-20,42.1831
2022-05-21,42.1831
2022-05-22,42.1831
2022-05-23,45.0079
2022-05-24,44.0466
2022-05-25,45.0477
2022-05-26,47.9581
2022-05-27,49.0972
2022-05-28,49.0972
2022-05-29,49.0972
2022-05-30,49.0972
2022-05-31,49.9375
2022-06-01,47.8653
2022-06-02,50.3301
2022-06-03,48.7775
2022-06-04,48.7775
2022-06-05,48.7775
2022-06-06,49.6915
2022-06-07,51.1834
2022-06-08,49.8526
2022-06-09,46.5278
2022-06-10,44.133
2022-06-11,44.133
2022-06-12,44.133
2022-06-13,43.1163
2022-06-14,42.2077
2022-06-15,42.4987
2022-06-16,40.2874
2022-06-17,41.7744
2022-06-18,41.7744
2022-06-19,41.7744
2022-06-20,41.7744
2022-06-21,43.6935
2022-06-22,44.5292
2022-06-23,43.4924
2022-06-24,46.9573
2022-06-25,46.9573
2022-06-26,46.9573
2022-06-27,47.7241
2022-06-28,47.0771
2022-06-29,46.3318
2022-06-30,46.0995
2022-07-01,47.9662
2022-07-02,47.9662
2022-07-03,47.9662
2022-07-04,47.9662
2022-07-05,47.9249
2022-07-06,48.3397
2022-07-07,49.5862
2022-07-08,49.4947
2022-07-09,49.4947
2022-07-10,49.4947
2022-07-11,49.2596
2022-07-12,47.3516
2022-07-13,45.5917
2022-07-14,44.7638
2022-07-15,48.0991
2022-07-16,48.0991
2022-07-17,48.0991
2022-07-18,47.5734
2022-07-19,50.9946
2022-07-20,51.7515
2022-07-21,52.0071
2022-07-22,50.62
2022-07-23,50.62
2022-07-24,50.62
2022-07-25,54.5634
2022-07-26,53.5407
2022-07-27,54.6186
2022-07-28,54.3789
2022-07-29,55.126
2022-07-30,55.126
2022-07-31,55.126
2022-08-01,56.8961
2022-08-02,55.8702
2022-08-03,56.8539
2022-08-04,57.3898
2022-08-05,58.8016
2022-08-06,58.8016
2022-08-07,58.8016
2022-08-08,58.0861
2022-08-09,58.8738
2022-08-10,60.9353
2022-08-11,60.2448
2022-08-12,61.4082
2022-08-13,61.4082
2022-08-14,61.4082
2022-08-15,62.664
2022-08-16,63.8211
2022-08-17,63.006
2022-08-18,62.9337
2022-08-19,62.4151
2022-08-20,62.4151
2022-08-21,62.4151
2022-08-22,55.279
2022-08-23,53.7497
2022-08-24,52.8598
2022-08-25,56.0232
2022-08-26,52.7671
2022-08-27,52.7671
2022-08-28,52.7671
2022-08-29,49.5985
2022-08-30,48.884
2022-08-31,47.865
2022-09-01,47.9492
2022-09-02,46.8791
2022-09-03,46.8791
2022-09-04,46.8791
2022-09-05,46.8791
2022-09-06,45.4779
2022-09-07,50.6822
2022-09-08,53.05
2022-09-09,53.9174
2022-09-10,53.9174
2022-09-11,53.9174
2022-09-12,54.4493
2022-09-13,50.4256
2022-09-14,52.4057
2022-09-15,51.319
2022-09-16,50.267
2022-09-17,50.267
2022-09-18,50.267
2022-09-19,52.7947
2022-09-20,53.6867
2022-09-21,51.5095
2022-09-22,48.0805
2022-09-23,47.5032
2022-09-24,47.5032
2022-09-25,47.5032
2022-09-26,46.5162
2022-09-27,43.3991
2022-09-28,44.8774
2022-09-29,43.6534
2022-09-30,42.5405
2022-10-01,42.5405
2022-10-02,42.5405
2022-10-03,47.1586
2022-10-04,54.3459
2022-10-05,53.8017
2022-10-06,52.8966
2022-10-07,50.0105
2022-10-08,50.0105
2022-10-09,50.0105
2022-10-10,50.3663
2022-10-11,49.6805
2022-10-12,48.3857
2022-10-13,54.2886
2022-10-14,53.3863
2022-10-15,53.3863
2022-10-16,53.3863
2022-10-17,56.7957
2022-10-18,52.2666
2022-10-19,50.4202
2022-10-20,47.0566
2022-10-21,48.7457
2022-10-22,48.7457
2022-10-23,48.7457
2022-10-24,48.0737
2022-10-25,48.9235
2022-10-26,48.9852
2022-10-27,49.0064
2022-10-28,52.9571
2022-10-29,52.9571
2022-10-30,52.9571
2022-10-31,53.1113
2022-11-01,53.6028
2022-11-02,51.6318
2022-11-03,49.9478
2022-11-04,51.9035
2022-11-05,51.9035
2022-11-06,51.9035
2022-11-07,52.896
2022-11-08,53.9787
2022-11-09,52.6345
2022-11-10,56.5873
2022-11-11,54.4767
2022-11-12,54.4767
2022-11-13,54.4767
2022-11-14,55.9008
2022-11-15,55.3887
2022-11-16,54.1979
2022-11-17,53.0867
2022-11-18,56.1119
2022-11-19,56.1119
2022-11-20,56.1119
2022-11-21,57.5812
2022-11-22,58.831
2022-11-23,57.7891
2022-11-24,57.7891
2022-11-25,59.1608
2022-11-26,59.1608
2022-11-27,59.1608
2022-11-28,54.9616
2022-11-29,55.2619
2022-11-30,58.0983
2022-12-01,57.3411
2022-12-02,56.9317
2022-12-03,56.9317
2022-12-04,56.9317
2022-12-05,51.6613
2022-12-06,50.2673
2022-12-07,48.7573
2022-12-08,49.4869
2022-12-09,48.3013
2022-12-10,48.3013
2022-12-11,48.3013
2022-12-12,48.9682
2022-12-13,48.2795
2022-12-14,46.7013
2022-12-15,44.8276
2022-12-16,43.7464
2022-12-17,43.7464
2022-12-18,43.7464
2022-12-19,43.4599
2022-12-20,44.4543
2022-12-21,47.3782
2022-12-22,47.8556
2022-12-23,49.2349
2022-12-24,49.2349
2022-12-25,49.2349
2022-12-26,49.2349
2022-12-27,49.4361
2022-12-28,50.1264
2022-12-29,53.1642
2022-12-30,52.3135
2022-12-31,52.3135
2023-01-01,52.3135
2023-01-02,52.3135
2023-01-03,51.0977
2023-01-04,51.6786
2023-01-05,51.1864
2023-01-06,55.6531
2023-01-07,55.6531
2023-01-08,55.6531
2023-01-09,52.5699
2023-01-10,52.9249
2023-01-11,54.1093
2023-01-12,55.2734
2023-01-13,56.5282
2023-01-14,56.5282
2023-01-15,56.5282
2023-01-16,56.5282
2023-01-17,53.6679
2023-01-18,47.4249
2023-01-19,46.0929
2023-01-20,45.3795
2023-01-21,45.3795
2023-01-22,45.3795
2023-01-23,46.0599
2023-01-24,46.5631
2023-01-25,45.7727
2023-01-26,45.1201
2023-01-27,45.1779
2023-01-28,45.1779
2023-01-29,45.1779
2023-01-30,44.6193
2023-01-31,48.5398
2023-02-01,47.2271
2023-02-02,50.4527
2023-02-03,51.837
2023-02-04,51.837
2023-02-05,51.837
2023-02-06,49.7959
2023-02-07,51.6151
2023-02-08,49.2804
2023-02-09,48.1416
2023-02-10,48.7278
2023-02-11,48.7278
2023-02-12,48.7278
2023-02-13,49.5589
2023-02-14,48.3302
2023-02-15,49.5417
2023-02-16,48.0324
2023-02-17,50.022
2023-02-18,50.022
2023-02-19,50.022
2023-02-20,50.022
2023-02-21,48.2184
2023-02-22,47.3866
2023-02-23,46.9935
2023-02-24,49.5617
2023-02-25,49.5617
2023-02-26,49.5617
2023-02-27,49.3117
2023-02-28,47.8689
2023-03-01,46.5942
2023-03-02,45.7364
2023-03-03,47.7874
2023-03-04,47.7874
2023-03-05,47.7874
2023-03-06,46.4608
2023-03-07,42.6113
2023-03-08,42.7089
2023-03-09,37.8891
2023-03-10,35.9732
2023-03-11,35.9732
2023-03-12,35.9732
2023-03-13,32.8965
2023-03-14,36.0911
2023-03-15,35.0217
2023-03-16,39.1716
2023-03-17,35.0143
