,FNF US Equity
2023-03-23,36.4832
2023-03-24,37.5066
2023-03-25,37.5066
2023-03-26,37.5066
2023-03-27,39.6236
2023-03-28,40.2075
2023-03-29,40.1366
2023-03-30,41.1383
2023-03-31,43.1757
2023-04-01,43.1757
2023-04-02,43.1757
2023-04-03,42.5453
2023-04-04,41.147
2023-04-05,42.8735
2023-04-06,42.8194
2023-04-07,42.8194
2023-04-08,42.8194
2023-04-09,42.8194
2023-04-10,43.5931
2023-04-11,45.588
2023-04-12,46.0901
2023-04-13,46.7795
2023-04-14,45.8849
2023-04-15,45.8849
2023-04-16,45.8849
2023-04-17,47.6241
2023-04-18,46.764
2023-04-19,47.6666
2023-04-20,46.3787
2023-04-21,46.3787
2023-04-22,46.3787
2023-04-23,46.3787
2023-04-24,45.4112
2023-04-25,42.6502
2023-04-26,41.9281
2023-04-27,43.7693
2023-04-28,47.4566
2023-04-29,47.4566
2023-04-30,47.4566
2023-05-01,46.9032
2023-05-02,44.8735
2023-05-03,45.7638
2023-05-04,40.6407
2023-05-05,43.9636
2023-05-06,43.9636
2023-05-07,43.9636
2023-05-08,44.493
2023-05-09,44.3691
2023-05-10,44.0834
2023-05-11,45.3377
2023-05-12,45.0678
2023-05-13,45.0678
2023-05-14,45.0678
2023-05-15,45.2364
2023-05-16,43.9117
2023-05-17,46.0617
2023-05-18,48.5507
2023-05-19,47.077
2023-05-20,47.077
2023-05-21,47.077
2023-05-22,47.3251
2023-05-23,47.2107
2023-05-24,45.9088
2023-05-25,45.9994
2023-05-26,47.2339
2023-05-27,47.2339
2023-05-28,47.2339
2023-05-29,47.2339
2023-05-30,47.2801
2023-05-31,44.8442
2023-06-01,46.4149
2023-06-02,49.4392
2023-06-03,49.4392
2023-06-04,49.4392
2023-06-05,48.3439
2023-06-06,51.0207
2023-06-07,52.3795
2023-06-08,50.3647
2023-06-09,50.4932
2023-06-10,50.4932
2023-06-11,50.4932
2023-06-12,50.0465
2023-06-13,50.9884
2023-06-14,47.2167
2023-06-15,50.4759
2023-06-16,49.736
2023-06-17,49.736
2023-06-18,49.736
2023-06-19,49.736
2023-06-20,48.3979
2023-06-21,49.8391
2023-06-22,48.653
2023-06-23,45.4227
2023-06-24,45.4227
2023-06-25,45.4227
2023-06-26,48.2481
2023-06-27,52.6641
2023-06-28,53.1238
2023-06-29,55.0074
2023-06-30,54.8251
2023-07-01,54.8251
2023-07-02,54.8251
2023-07-03,54.2669
2023-07-04,54.2669
2023-07-05,53.3768
2023-07-06,52.1655
2023-07-07,53.5495
2023-07-08,53.5495
2023-07-09,53.5495
2023-07-10,54.78
2023-07-11,56.1809
2023-07-12,58.8204
2023-07-13,63.003
2023-07-14,60.0234
2023-07-15,60.0234
2023-07-16,60.0234
2023-07-17,60.6333
2023-07-18,60.8932
2023-07-19,61.8379
2023-07-20,60.229
2023-07-21,60.2635
2023-07-22,60.2635
2023-07-23,60.2635
2023-07-24,60.0479
2023-07-25,59.8817
2023-07-26,61.0705
2023-07-27,62.6793
2023-07-28,63.747
2023-07-29,63.747
2023-07-30,63.747
2023-07-31,64.1576
2023-08-01,64.6749
2023-08-02,62.9211
2023-08-03,61.6246
2023-08-04,63.9998
2023-08-05,63.9998
2023-08-06,63.9998
2023-08-07,65.3646
2023-08-08,63.9231
2023-08-09,67.5302
2023-08-10,70.4252
2023-08-11,71.1286
2023-08-12,71.1286
2023-08-13,71.1286
2023-08-14,70.6937
2023-08-15,64.7287
2023-08-16,64.7588
2023-08-17,63.7995
2023-08-18,62.3384
2023-08-19,62.3384
2023-08-20,62.3384
2023-08-21,58.7516
2023-08-22,57.0783
2023-08-23,58.4149
2023-08-24,59.0741
2023-08-25,58.3827
2023-08-26,58.3827
2023-08-27,58.3827
2023-08-28,59.2555
2023-08-29,61.5754
2023-08-30,62.7412
2023-08-31,63.3502
2023-09-01,65.1507
2023-09-02,65.1507
2023-09-03,65.1507
2023-09-04,65.1507
2023-09-05,65.876
2023-09-06,66.255
2023-09-07,68.3463
2023-09-08,67.1607
2023-09-09,67.1607
2023-09-10,67.1607
2023-09-11,67.4375
2023-09-12,65.905
2023-09-13,65.7119
2023-09-14,66.1269
2023-09-15,67.9021
2023-09-16,67.9021
2023-09-17,67.9021
2023-09-18,67.6944
2023-09-19,68.4921
2023-09-20,62.9941
2023-09-21,60.4828
2023-09-22,58.8261
2023-09-23,58.8261
2023-09-24,58.8261
2023-09-25,58.3536
2023-09-26,55.2006
2023-09-27,55.6959
2023-09-28,57.1656
2023-09-29,56.9878
2023-09-30,56.9878
2023-10-01,56.9878
2023-10-02,46.9652
2023-10-03,45.2683
2023-10-04,45.8117
2023-10-05,48.7317
2023-10-06,47.4314
2023-10-07,47.4314
2023-10-08,47.4314
2023-10-09,47.6721
2023-10-10,46.2692
2023-10-11,50.2452
2023-10-12,47.7228
2023-10-13,48.0484
2023-10-14,48.0484
2023-10-15,48.0484
2023-10-16,51.2354
2023-10-17,51.9653
2023-10-18,47.827
2023-10-19,44.3645
2023-10-20,42.2213
2023-10-21,42.2213
2023-10-22,42.2213
2023-10-23,41.5742
2023-10-24,41.3328
2023-10-25,40.7384
2023-10-26,47.8165
2023-10-27,45.5992
2023-10-28,45.5992
2023-10-29,45.5992
2023-10-30,48.7053
2023-10-31,48.7446
2023-11-01,53.3329
2023-11-02,57.3174
2023-11-03,60.756
2023-11-04,60.756
2023-11-05,60.756
2023-11-06,56.8582
2023-11-07,57.3302
2023-11-08,61.0392
2023-11-09,61.6185
2023-11-10,62.3424
2023-11-11,62.3424
2023-11-12,62.3424
2023-11-13,61.9396
2023-11-14,61.6511
2023-11-15,63.3417
2023-11-16,63.2126
2023-11-17,64.7959
2023-11-18,64.7959
2023-11-19,64.7959
2023-11-20,65.7953
2023-11-21,62.8089
2023-11-22,62.165
2023-11-23,62.165
2023-11-24,62.8995
2023-11-25,62.8995
2023-11-26,62.8995
2023-11-27,61.9662
2023-11-28,60.7235
2023-11-29,60.5441
2023-11-30,61.8558
2023-12-01,62.2025
2023-12-02,62.2025
2023-12-03,62.2025
2023-12-04,63.8183
2023-12-05,64.668
2023-12-06,66.0771
2023-12-07,67.2252
2023-12-08,66.7062
2023-12-09,66.7062
2023-12-10,66.7062
2023-12-11,67.8116
2023-12-12,67.3276
2023-12-13,69.6668
2023-12-14,71.2891
2023-12-15,72.0302
2023-12-16,72.0302
2023-12-17,72.0302
2023-12-18,70.8615
2023-12-19,73.5082
2023-12-20,71.3104
2023-12-21,71.9867
2023-12-22,73.328
2023-12-23,73.328
2023-12-24,73.328
2023-12-25,73.328
2023-12-26,74.1994
2023-12-27,74.8602
2023-12-28,75.5812
2023-12-29,73.6211
2023-12-30,73.6211
2023-12-31,73.6211
2024-01-01,73.6211
2024-01-02,66.2571
2024-01-03,59.6966
2024-01-04,59.7501
2024-01-05,61.8474
2024-01-06,61.8474
2024-01-07,61.8474
2024-01-08,62.7265
2024-01-09,60.9823
2024-01-10,63.009
2024-01-11,63.1329
2024-01-12,63.7356
2024-01-13,63.7356
2024-01-14,63.7356
2024-01-15,63.7356
2024-01-16,59.6577
2024-01-17,57.8039
2024-01-18,56.9087
2024-01-19,58.8575
2024-01-20,58.8575
2024-01-21,58.8575
2024-01-22,61.3566
2024-01-23,58.3529
2024-01-24,59.6275
2024-01-25,60.2566
2024-01-26,60.8094
2024-01-27,60.8094
2024-01-28,60.8094
2024-01-29,62.3816
2024-01-30,63.3297
2024-01-31,59.4929
2024-02-01,61.076
2024-02-02,61.2302
2024-02-03,61.2302
2024-02-04,61.2302
2024-02-05,57.316
2024-02-06,58.3354
2024-02-07,59.0733
2024-02-08,60.52
2024-02-09,61.4084
2024-02-10,61.4084
2024-02-11,61.4084
2024-02-12,63.2696
2024-02-13,59.6502
2024-02-14,62.0225
2024-02-15,63.4499
2024-02-16,62.5331
2024-02-17,62.5331
2024-02-18,62.5331
2024-02-19,62.5331
2024-02-20,61.4941
2024-02-21,63.174
2024-02-22,53.2483
2024-02-23,53.487
2024-02-24,53.487
2024-02-25,53.487
2024-02-26,51.7555
2024-02-27,53.3983
2024-02-28,52.203
2024-02-29,54.5764
2024-03-01,54.2912
2024-03-02,54.2912
2024-03-03,54.2912
2024-03-04,55.8044
2024-03-05,56.7147
2024-03-06,58.1908
2024-03-07,56.274
2024-03-08,52.8944
2024-03-09,52.8944
2024-03-10,52.8944
2024-03-11,54.6906
2024-03-12,53.6792
2024-03-13,55.2056
2024-03-14,51.5637
2024-03-15,50.4743
2024-03-16,50.4743
2024-03-17,50.4743
2024-03-18,49.4234
2024-03-19,51.2324
2024-03-20,55.1411
2024-03-21,58.2252
2024-03-22,56.1664
2024-03-23,56.1664
2024-03-24,56.1664
2024-03-25,55.4102
2024-03-26,54.1137
2024-03-27,56.5821
2024-03-28,59.1481
2024-03-29,59.1481
2024-03-30,59.1481
2024-03-31,59.1481
2024-04-01,58.5514
2024-04-02,55.7937
2024-04-03,57.162
2024-04-04,56.1863
2024-04-05,56.5459
2024-04-06,56.5459
2024-04-07,56.5459
2024-04-08,57.7887
