,L US Equity
2020-05-20,44.9574
2020-05-21,44.8389
2020-05-22,44.6199
2020-05-23,44.6199
2020-05-24,44.6199
2020-05-25,44.6199
2020-05-26,46.4171
2020-05-27,48.1681
2020-05-28,47.5519
2020-05-29,46.8245
2020-05-30,46.8245
2020-05-31,46.8245
2020-06-01,47.6378
2020-06-02,48.9633
2020-06-03,50.222
2020-06-04,51.7177
2020-06-05,55.2371
2020-06-06,55.2371
2020-06-07,55.2371
2020-06-08,56.3471
2020-06-09,53.6726
2020-06-10,50.6
2020-06-11,45.4719
2020-06-12,46.6386
2020-06-13,46.6386
2020-06-14,46.6386
2020-06-15,47.4237
2020-06-16,47.9051
2020-06-17,47.221
2020-06-18,47.9311
2020-06-19,49.1834
2020-06-20,49.1834
2020-06-21,49.1834
2020-06-22,48.2374
2020-06-23,48.6643
2020-06-24,46.9891
2020-06-25,48.0485
2020-06-26,46.5685
2020-06-27,46.5685
2020-06-28,46.5685
2020-06-29,47.9846
2020-06-30,48.9391
2020-07-01,47.8047
2020-07-02,48.0538
2020-07-03,48.0538
2020-07-04,48.0538
2020-07-05,48.0538
2020-07-06,49.4352
2020-07-07,48.0807
2020-07-08,48.5099
2020-07-09,46.7505
2020-07-10,49.6365
2020-07-11,49.6365
2020-07-12,49.6365
2020-07-13,49.9206
2020-07-14,51.3405
2020-07-15,52.2144
2020-07-16,52.5305
2020-07-17,52.3984
2020-07-18,52.3984
2020-07-19,52.3984
2020-07-20,51.0141
2020-07-21,52.7989
2020-07-22,53.1833
2020-07-23,53.8721
2020-07-24,53.4756
2020-07-25,53.4756
2020-07-26,53.4756
2020-07-27,52.2403
2020-07-28,52.433
2020-07-29,54.3201
2020-07-30,52.4922
2020-07-31,52.2324
2020-08-01,52.2324
2020-08-02,52.2324
2020-08-03,50.488
2020-08-04,50.0186
2020-08-05,52.3118
2020-08-06,52.3734
2020-08-07,54.8872
2020-08-08,54.8872
2020-08-09,54.8872
2020-08-10,56.4839
2020-08-11,56.5029
2020-08-12,55.3308
2020-08-13,54.6323
2020-08-14,54.0027
2020-08-15,54.0027
2020-08-16,54.0027
2020-08-17,51.9943
2020-08-18,51.1007
2020-08-19,50.7082
2020-08-20,49.2411
2020-08-21,48.5389
2020-08-22,48.5389
2020-08-23,48.5389
2020-08-24,51.7079
2020-08-25,51.378
2020-08-26,49.9087
2020-08-27,52.0606
2020-08-28,52.3971
2020-08-29,52.3971
2020-08-30,52.3971
2020-08-31,49.6661
2020-09-01,50.4475
2020-09-02,51.5272
2020-09-03,51.578
2020-09-04,52.225
2020-09-05,52.225
2020-09-06,52.225
2020-09-07,52.225
2020-09-08,48.8741
2020-09-09,49.362
2020-09-10,47.6629
2020-09-11,47.9764
2020-09-12,47.9764
2020-09-13,47.9764
2020-09-14,50.3002
2020-09-15,48.3875
2020-09-16,52.7824
2020-09-17,52.5619
2020-09-18,51.7238
2020-09-19,51.7238
2020-09-20,51.7238
2020-09-21,46.9012
2020-09-22,46.6605
2020-09-23,43.9101
2020-09-24,43.9101
2020-09-25,44.3267
2020-09-26,44.3267
2020-09-27,44.3267
2020-09-28,47.3607
2020-09-29,46.0503
2020-09-30,47.6065
2020-10-01,47.9173
2020-10-02,49.713
2020-10-03,49.713
2020-10-04,49.713
2020-10-05,51.4708
2020-10-06,49.6745
2020-10-07,51.2975
2020-10-08,53.5941
2020-10-09,53.5648
2020-10-10,53.5648
2020-10-11,53.5648
2020-10-12,54.5436
2020-10-13,50.2737
2020-10-14,48.8568
2020-10-15,49.6599
2020-10-16,49.9403
2020-10-17,49.9403
2020-10-18,49.9403
2020-10-19,47.7396
2020-10-20,48.6179
2020-10-21,49.6681
2020-10-22,50.625
2020-10-23,51.4924
2020-10-24,51.4924
2020-10-25,51.4924
2020-10-26,48.2758
2020-10-27,45.6477
2020-10-28,43.4268
2020-10-29,46.34
2020-10-30,47.6756
2020-10-31,47.6756
2020-11-01,47.6756
2020-11-02,54.4346
2020-11-03,55.686
2020-11-04,51.7969
2020-11-05,55.0448
2020-11-06,54.5311
2020-11-07,54.5311
2020-11-08,54.5311
2020-11-09,63.1704
2020-11-10,62.6887
2020-11-11,60.1657
2020-11-12,59.4307
2020-11-13,61.46
2020-11-14,61.46
2020-11-15,61.46
2020-11-16,63.4711
2020-11-17,63.5303
2020-11-18,61.9716
2020-11-19,61.3231
2020-11-20,60.2534
2020-11-21,60.2534
2020-11-22,60.2534
2020-11-23,62.1207
2020-11-24,64.3259
2020-11-25,62.9402
2020-11-26,62.9402
2020-11-27,60.4533
2020-11-28,60.4533
2020-11-29,60.4533
2020-11-30,56.824
2020-12-01,57.9555
2020-12-02,57.973
2020-12-03,58.0635
2020-12-04,59.3835
2020-12-05,59.3835
2020-12-06,59.3835
2020-12-07,57.8607
2020-12-08,58.9856
2020-12-09,58.4301
2020-12-10,59.3725
2020-12-11,59.3725
2020-12-12,59.3725
2020-12-13,59.3725
2020-12-14,57.1808
2020-12-15,60.0035
2020-12-16,60.0594
2020-12-17,60.1556
2020-12-18,58.3822
2020-12-19,58.3822
2020-12-20,58.3822
2020-12-21,58.2948
2020-12-22,56.205
2020-12-23,58.452
2020-12-24,58.158
2020-12-25,58.158
2020-12-26,58.158
2020-12-27,58.158
2020-12-28,59.0528
2020-12-29,57.9539
2020-12-30,58.748
2020-12-31,60.0489
2021-01-01,60.0489
2021-01-02,60.0489
2021-01-03,60.0489
2021-01-04,58.0906
2021-01-05,58.8079
2021-01-06,63.1869
2021-01-07,62.8014
2021-01-08,62.2449
2021-01-09,62.2449
2021-01-10,62.2449
2021-01-11,62.1444
2021-01-12,62.9087
2021-01-13,63.3637
2021-01-14,63.905
2021-01-15,63.1257
2021-01-16,63.1257
2021-01-17,63.1257
2021-01-18,63.1257
2021-01-19,63.9275
2021-01-20,63.1216
2021-01-21,60.0633
2021-01-22,59.9168
2021-01-23,59.9168
2021-01-24,59.9168
2021-01-25,60.5145
2021-01-26,58.5937
2021-01-27,55.4856
2021-01-28,57.3421
2021-01-29,54.7734
2021-01-30,54.7734
2021-01-31,54.7734
2021-02-01,56.3641
2021-02-02,57.1308
2021-02-03,59.0063
2021-02-04,61.1956
2021-02-05,61.1585
2021-02-06,61.1585
2021-02-07,61.1585
2021-02-08,62.6134
2021-02-09,61.3857
2021-02-10,60.9607
2021-02-11,61.5367
2021-02-12,62.5315
2021-02-13,62.5315
2021-02-14,62.5315
2021-02-15,62.5315
2021-02-16,62.9036
2021-02-17,61.8445
2021-02-18,57.2201
2021-02-19,59.128
2021-02-20,59.128
2021-02-21,59.128
2021-02-22,62.6257
2021-02-23,64.8887
2021-02-24,64.6143
2021-02-25,58.5745
2021-02-26,55.578
2021-02-27,55.578
2021-02-28,55.578
2021-03-01,59.5563
2021-03-02,59.1079
2021-03-03,59.5801
2021-03-04,57.519
2021-03-05,59.9959
2021-03-06,59.9959
2021-03-07,59.9959
2021-03-08,60.3252
2021-03-09,56.9925
2021-03-10,59.9482
2021-03-11,59.0331
2021-03-12,61.8578
2021-03-13,61.8578
2021-03-14,61.8578
2021-03-15,62.7563
2021-03-16,60.6672
2021-03-17,62.1511
2021-03-18,63.5728
2021-03-19,62.0734
2021-03-20,62.0734
2021-03-21,62.0734
2021-03-22,59.8513
2021-03-23,57.773
2021-03-24,57.409
2021-03-25,59.8098
2021-03-26,61.1684
2021-03-27,61.1684
2021-03-28,61.1684
2021-03-29,59.5283
2021-03-30,60.641
2021-03-31,56.4316
2021-04-01,58.5107
2021-04-02,58.5107
2021-04-03,58.5107
2021-04-04,58.5107
2021-04-05,59.5201
2021-04-06,60.1748
2021-04-07,60.7695
2021-04-08,59.6884
2021-04-09,60.9564
2021-04-10,60.9564
2021-04-11,60.9564
2021-04-12,62.1272
2021-04-13,59.8787
2021-04-14,61.0003
2021-04-15,61.0215
2021-04-16,61.7551
2021-04-17,61.7551
2021-04-18,61.7551
2021-04-19,61.3686
2021-04-20,60.1992
2021-04-21,62.1869
2021-04-22,60.3103
2021-04-23,62.3715
2021-04-24,62.3715
2021-04-25,62.3715
2021-04-26,62.4149
2021-04-27,63.1409
2021-04-28,62.4976
2021-04-29,64.1853
2021-04-30,62.6502
2021-05-01,62.6502
2021-05-02,62.6502
2021-05-03,65.4101
2021-05-04,66.2891
2021-05-05,65.5064
2021-05-06,67.3036
2021-05-07,67.8049
2021-05-08,67.8049
2021-05-09,67.8049
2021-05-10,67.7636
2021-05-11,64.8201
2021-05-12,60.8337
2021-05-13,64.0769
2021-05-14,65.6186
2021-05-15,65.6186
2021-05-16,65.6186
2021-05-17,63.8735
2021-05-18,62.7584
2021-05-19,62.9096
2021-05-20,61.2551
2021-05-21,61.1812
2021-05-22,61.1812
2021-05-23,61.1812
2021-05-24,63.1165
2021-05-25,58.9243
2021-05-26,59.3347
2021-05-27,60.8806
2021-05-28,61.3482
2021-05-29,61.3482
2021-05-30,61.3482
2021-05-31,61.3482
2021-06-01,61.633
2021-06-02,60.8219
2021-06-03,60.4302
2021-06-04,59.9112
2021-06-05,59.9112
2021-06-06,59.9112
2021-06-07,56.9904
2021-06-08,57.1058
2021-06-09,53.7497
2021-06-10,51.8919
2021-06-11,52.9396
2021-06-12,52.9396
2021-06-13,52.9396
2021-06-14,51.4298
2021-06-15,53.6253
2021-06-16,52.279
2021-06-17,46.9232
2021-06-18,42.9694
2021-06-19,42.9694
2021-06-20,42.9694
2021-06-21,47.8305
2021-06-22,47.4526
2021-06-23,46.932
2021-06-24,49.6109
2021-06-25,51.0471
2021-06-26,51.0471
2021-06-27,51.0471
2021-06-28,47.911
2021-06-29,47.6383
2021-06-30,48.368
2021-07-01,50.0194
2021-07-02,49.3954
2021-07-03,49.3954
2021-07-04,49.3954
2021-07-05,49.3954
2021-07-06,46.321
2021-07-07,46.9222
2021-07-08,43.673
2021-07-09,49.1382
2021-07-10,49.1382
2021-07-11,49.1382
2021-07-12,50.0693
2021-07-13,47.959
2021-07-14,48.358
2021-07-15,48.908
2021-07-16,47.3432
2021-07-17,47.3432
2021-07-18,47.3432
2021-07-19,41.8509
2021-07-20,46.3257
2021-07-21,48.3678
2021-07-22,46.9695
2021-07-23,47.1036
2021-07-24,47.1036
2021-07-25,47.1036
2021-07-26,48.1876
2021-07-27,47.6322
2021-07-28,46.3755
2021-07-29,48.1035
2021-07-30,47.5064
2021-07-31,47.5064
2021-08-01,47.5064
2021-08-02,47.5649
2021-08-03,47.3736
2021-08-04,45.8212
2021-08-05,48.8912
2021-08-06,51.4552
2021-08-07,51.4552
2021-08-08,51.4552
2021-08-09,51.9213
2021-08-10,53.2595
2021-08-11,54.8256
2021-08-12,54.7292
2021-08-13,53.0866
2021-08-14,53.0866
2021-08-15,53.0866
2021-08-16,52.4796
2021-08-17,52.455
2021-08-18,50.2528
2021-08-19,50.0928
2021-08-20,51.28
2021-08-21,51.28
2021-08-22,51.28
2021-08-23,52.6959
2021-08-24,53.041
2021-08-25,55.134
2021-08-26,52.7723
2021-08-27,55.5479
2021-08-28,55.5479
2021-08-29,55.5479
2021-08-30,53.1172
2021-08-31,53.2382
2021-09-01,52.5025
2021-09-02,51.8321
2021-09-03,49.394
2021-09-04,49.394
2021-09-05,49.394
2021-09-06,49.394
2021-09-07,49.9429
2021-09-08,51.008
2021-09-09,48.7577
2021-09-10,45.2914
2021-09-11,45.2914
2021-09-12,45.2914
2021-09-13,47.2832
2021-09-14,44.6695
2021-09-15,47.4008
2021-09-16,46.4402
2021-09-17,44.7684
2021-09-18,44.7684
2021-09-19,44.7684
2021-09-20,42.492
2021-09-21,41.0185
2021-09-22,43.4458
2021-09-23,45.4225
2021-09-24,45.4917
2021-09-25,45.4917
2021-09-26,45.4917
2021-09-27,48.7182
2021-09-28,47.096
2021-09-29,50.1487
2021-09-30,48.902
2021-10-01,52.8639
2021-10-02,52.8639
2021-10-03,52.8639
2021-10-04,52.1152
2021-10-05,55.51
2021-10-06,56.2796
2021-10-07,57.1736
2021-10-08,58.4055
2021-10-09,58.4055
2021-10-10,58.4055
2021-10-11,56.2533
2021-10-12,56.5164
2021-10-13,54.0611
2021-10-14,56.5489
2021-10-15,57.8932
2021-10-16,57.8932
2021-10-17,57.8932
2021-10-18,56.0322
2021-10-19,57.0705
2021-10-20,58.6123
2021-10-21,56.6124
2021-10-22,56.7702
2021-10-23,56.7702
2021-10-24,56.7702
2021-10-25,57.0397
2021-10-26,55.7808
2021-10-27,50.1532
2021-10-28,52.5158
2021-10-29,51.4695
2021-10-30,51.4695
2021-10-31,51.4695
2021-11-01,54.3217
2021-11-02,55.0905
2021-11-03,55.0905
2021-11-04,52.7012
2021-11-05,54.2749
2021-11-06,54.2749
2021-11-07,54.2749
2021-11-08,56.418
2021-11-09,55.2133
2021-11-10,53.762
2021-11-11,54.7136
2021-11-12,52.9882
2021-11-13,52.9882
2021-11-14,52.9882
2021-11-15,50.4258
2021-11-16,51.1796
2021-11-17,53.2108
2021-11-18,51.6639
2021-11-19,48.4464
2021-11-20,48.4464
2021-11-21,48.4464
2021-11-22,51.5944
2021-11-23,53.6816
2021-11-24,52.0082
2021-11-25,52.0082
2021-11-26,47.0932
2021-11-27,47.0932
2021-11-28,47.0932
2021-11-29,47.2092
2021-11-30,43.1709
2021-12-01,43.1016
2021-12-02,47.8398
2021-12-03,47.3425
2021-12-04,47.3425
2021-12-05,47.3425
2021-12-06,50.9065
2021-12-07,52.4598
2021-12-08,52.2968
2021-12-09,51.8798
2021-12-10,53.0669
2021-12-11,53.0669
2021-12-12,53.0669
2021-12-13,52.1129
2021-12-14,51.9372
2021-12-15,52.9488
2021-12-16,55.1398
2021-12-17,51.7461
2021-12-18,51.7461
2021-12-19,51.7461
2021-12-20,48.4689
2021-12-21,51.5878
2021-12-22,51.5878
2021-12-23,52.269
2021-12-24,52.269
2021-12-25,52.269
2021-12-26,52.269
2021-12-27,54.069
2021-12-28,55.2414
2021-12-29,55.1794
2021-12-30,53.9577
2021-12-31,53.8944
2022-01-01,53.8944
2022-01-02,53.8944
2022-01-03,54.8264
2022-01-04,58.147
2022-01-05,56.1287
2022-01-06,57.577
2022-01-07,60.8504
2022-01-08,60.8504
2022-01-09,60.8504
2022-01-10,60.6799
2022-01-11,61.5713
2022-01-12,61.6836
2022-01-13,62.3886
2022-01-14,62.7092
2022-01-15,62.7092
2022-01-16,62.7092
2022-01-17,62.7092
2022-01-18,59.9889
2022-01-19,55.4287
2022-01-20,53.8253
2022-01-21,50.9586
2022-01-22,50.9586
2022-01-23,50.9586
2022-01-24,53.1814
2022-01-25,51.2816
2022-01-26,52.1925
2022-01-27,51.0553
2022-01-28,52.7915
2022-01-29,52.7915
2022-01-30,52.7915
2022-01-31,54.8492
2022-02-01,57.1572
2022-02-02,59.0632
2022-02-03,58.1058
2022-02-04,58.5136
2022-02-05,58.5136
2022-02-06,58.5136
2022-02-07,57.0273
2022-02-08,59.2654
2022-02-09,58.6812
2022-02-10,59.931
2022-02-11,58.3168
2022-02-12,58.3168
2022-02-13,58.3168
2022-02-14,56.5691
2022-02-15,57.3978
2022-02-16,58.9427
2022-02-17,55.3356
2022-02-18,56.8807
2022-02-19,56.8807
2022-02-20,56.8807
2022-02-21,56.8807
2022-02-22,55.1441
2022-02-23,52.4434
2022-02-24,49.116
2022-02-25,56.1919
2022-02-26,56.1919
2022-02-27,56.1919
2022-02-28,54.8263
2022-03-01,50.595
2022-03-02,54.557
2022-03-03,54.6626
2022-03-04,52.9807
2022-03-05,52.9807
2022-03-06,52.9807
2022-03-07,50.0822
2022-03-08,50.9611
2022-03-09,53.1397
2022-03-10,52.8144
2022-03-11,52.763
2022-03-12,52.763
2022-03-13,52.763
2022-03-14,54.5698
2022-03-15,56.7367
2022-03-16,58.0612
2022-03-17,59.054
2022-03-18,57.5021
2022-03-19,57.5021
2022-03-20,57.5021
2022-03-21,59.0085
2022-03-22,60.0911
2022-03-23,58.235
2022-03-24,59.6867
2022-03-25,61.4254
2022-03-26,61.4254
2022-03-27,61.4254
2022-03-28,60.9366
2022-03-29,61.4913
2022-03-30,61.2023
2022-03-31,58.9417
2022-04-01,59.8915
2022-04-02,59.8915
2022-04-03,59.8915
2022-04-04,55.6539
2022-04-05,54.0709
2022-04-06,54.2152
2022-04-07,54.7061
2022-04-08,56.7907
2022-04-09,56.7907
2022-04-10,56.7907
2022-04-11,57.3278
2022-04-12,56.8511
2022-04-13,57.461
2022-04-14,58.4098
2022-04-15,58.4098
2022-04-16,58.4098
2022-04-17,58.4098
2022-04-18,59.2536
2022-04-19,59.6886
2022-04-20,63.4561
2022-04-21,60.9988
2022-04-22,54.875
2022-04-23,54.875
2022-04-24,54.875
2022-04-25,54.7875
2022-04-26,51.2891
2022-04-27,52.9678
2022-04-28,54.1152
2022-04-29,49.4909
2022-04-30,49.4909
2022-05-01,49.4909
2022-05-02,46.4912
2022-05-03,49.5311
2022-05-04,54.0872
2022-05-05,51.5404
2022-05-06,52.9696
2022-05-07,52.9696
2022-05-08,52.9696
2022-05-09,49.9233
2022-05-10,49.1705
2022-05-11,48.4152
2022-05-12,47.467
2022-05-13,50.2394
2022-05-14,50.2394
2022-05-15,50.2394
2022-05-16,50.1263
2022-05-17,53.7851
2022-05-18,50.7493
2022-05-19,49.6249
2022-05-20,49.2989
2022-05-21,49.2989
2022-05-22,49.2989
2022-05-23,52.139
2022-05-24,51.892
2022-05-25,52.477
2022-05-26,53.7273
2022-05-27,56.0965
2022-05-28,56.0965
2022-05-29,56.0965
2022-05-30,56.0965
2022-05-31,54.9823
2022-06-01,53.1457
2022-06-02,54.464
2022-06-03,52.8994
2022-06-04,52.8994
2022-06-05,52.8994
2022-06-06,52.2829
2022-06-07,53.0972
2022-06-08,49.5949
2022-06-09,45.6175
2022-06-10,43.2206
2022-06-11,43.2206
2022-06-12,43.2206
2022-06-13,39.6624
2022-06-14,40.2391
2022-06-15,41.1746
2022-06-16,37.8451
2022-06-17,39.4577
2022-06-18,39.4577
2022-06-19,39.4577
2022-06-20,39.4577
2022-06-21,41.7772
2022-06-22,41.6383
2022-06-23,40.9513
2022-06-24,45.152
2022-06-25,45.152
2022-06-26,45.152
2022-06-27,45.1981
2022-06-28,44.693
2022-06-29,43.74
2022-06-30,44.2917
2022-07-01,46.4878
2022-07-02,46.4878
2022-07-03,46.4878
2022-07-04,46.4878
2022-07-05,43.1834
2022-07-06,43.3082
2022-07-07,43.5647
2022-07-08,42.1827
2022-07-09,42.1827
2022-07-10,42.1827
2022-07-11,42.2368
2022-07-12,41.7913
2022-07-13,40.879
2022-07-14,37.7179
2022-07-15,40.127
2022-07-16,40.127
2022-07-17,40.127
2022-07-18,39.7296
2022-07-19,43.8142
2022-07-20,43.7524
2022-07-21,43.1236
2022-07-22,42.3883
2022-07-23,42.3883
2022-07-24,42.3883
2022-07-25,44.5404
2022-07-26,44.6792
2022-07-27,45.0774
2022-07-28,44.4392
2022-07-29,45.9348
2022-07-30,45.9348
2022-07-31,45.9348
2022-08-01,40.2245
2022-08-02,39.617
2022-08-03,39.617
2022-08-04,37.7288
2022-08-05,40.0088
2022-08-06,40.0088
2022-08-07,40.0088
2022-08-08,40.7668
2022-08-09,42.8292
2022-08-10,45.4762
2022-08-11,46.8983
2022-08-12,50.0108
2022-08-13,50.0108
2022-08-14,50.0108
2022-08-15,49.4363
2022-08-16,50.4174
2022-08-17,49.5592
2022-08-18,50.8188
2022-08-19,48.9484
2022-08-20,48.9484
2022-08-21,48.9484
2022-08-22,45.8043
2022-08-23,45.9166
2022-08-24,46.4617
2022-08-25,48.6054
2022-08-26,45.7387
2022-08-27,45.7387
2022-08-28,45.7387
2022-08-29,44.9752
2022-08-30,43.248
2022-08-31,42.2722
2022-09-01,42.8922
2022-09-02,42.7024
2022-09-03,42.7024
2022-09-04,42.7024
2022-09-05,42.7024
2022-09-06,42.4595
2022-09-07,45.3538
2022-09-08,46.7094
2022-09-09,47.2935
2022-09-10,47.2935
2022-09-11,47.2935
2022-09-12,49.0861
2022-09-13,44.8106
2022-09-14,43.6311
2022-09-15,43.7905
2022-09-16,40.3439
2022-09-17,40.3439
2022-09-18,40.3439
2022-09-19,43.9393
2022-09-20,41.0256
2022-09-21,39.14
2022-09-22,37.1072
2022-09-23,35.6265
2022-09-24,35.6265
2022-09-25,35.6265
2022-09-26,33.3908
2022-09-27,34.8224
2022-09-28,37.3006
2022-09-29,37.0275
2022-09-30,35.3668
2022-10-01,35.3668
2022-10-02,35.3668
2022-10-03,40.3651
2022-10-04,44.7581
2022-10-05,43.9755
2022-10-06,42.6886
2022-10-07,41.1551
2022-10-08,41.1551
2022-10-09,41.1551
2022-10-10,41.373
2022-10-11,42.7167
2022-10-12,41.8262
2022-10-13,47.4421
2022-10-14,46.0498
2022-10-15,46.0498
2022-10-16,46.0498
2022-10-17,47.4988
2022-10-18,49.8446
2022-10-19,49.6855
2022-10-20,47.6612
2022-10-21,51.8548
2022-10-22,51.8548
2022-10-23,51.8548
2022-10-24,52.5941
2022-10-25,52.3801
2022-10-26,52.8433
2022-10-27,53.7082
2022-10-28,57.1094
2022-10-29,57.1094
2022-10-30,57.1094
2022-10-31,54.638
2022-11-01,53.3335
2022-11-02,51.0042
2022-11-03,50.3312
2022-11-04,50.9088
2022-11-05,50.9088
2022-11-06,50.9088
2022-11-07,51.214
2022-11-08,51.3344
2022-11-09,48.3945
2022-11-10,53.3422
2022-11-11,51.8454
2022-11-12,51.8454
2022-11-13,51.8454
2022-11-14,50.7059
2022-11-15,50.9152
2022-11-16,51.0347
2022-11-17,52.0014
2022-11-18,53.4052
2022-11-19,53.4052
2022-11-20,53.4052
2022-11-21,53.8547
2022-11-22,54.6946
2022-11-23,55.1972
2022-11-24,55.1972
2022-11-25,55.4407
2022-11-26,55.4407
2022-11-27,55.4407
2022-11-28,53.5151
2022-11-29,56.0094
2022-11-30,56.8862
2022-12-01,56.5396
2022-12-02,55.366
2022-12-03,55.366
2022-12-04,55.366
2022-12-05,51.3709
2022-12-06,53.4207
2022-12-07,50.9461
2022-12-08,51.3172
2022-12-09,51.5879
2022-12-10,51.5879
2022-12-11,51.5879
2022-12-12,52.1656
2022-12-13,52.3337
2022-12-14,50.7946
2022-12-15,49.7651
2022-12-16,49.4298
2022-12-17,49.4298
2022-12-18,49.4298
2022-12-19,46.9035
2022-12-20,49.5101
2022-12-21,54.1146
2022-12-22,53.4079
2022-12-23,55.1466
2022-12-24,55.1466
2022-12-25,55.1466
2022-12-26,55.1466
2022-12-27,57.0314
2022-12-28,54.7467
2022-12-29,56.7149
2022-12-30,55.6375
2022-12-31,55.6375
2023-01-01,55.6375
2023-01-02,55.6375
2023-01-03,56.2943
2023-01-04,57.9776
2023-01-05,57.7745
2023-01-06,60.7607
2023-01-07,60.7607
2023-01-08,60.7607
2023-01-09,55.8928
2023-01-10,56.0627
2023-01-11,57.954
2023-01-12,58.0722
2023-01-13,58.885
2023-01-14,58.885
2023-01-15,58.885
2023-01-16,58.885
2023-01-17,56.0107
2023-01-18,53.2889
2023-01-19,52.0985
2023-01-20,54.4411
2023-01-21,54.4411
2023-01-22,54.4411
2023-01-23,55.992
2023-01-24,57.559
2023-01-25,58.4075
2023-01-26,59.7039
2023-01-27,59.1589
2023-01-28,59.1589
2023-01-29,59.1589
2023-01-30,57.2335
2023-01-31,59.7534
2023-02-01,56.6891
2023-02-02,55.5603
2023-02-03,55.3071
2023-02-04,55.3071
2023-02-05,55.3071
2023-02-06,58.5777
2023-02-07,61.4321
2023-02-08,59.209
2023-02-09,58.2296
2023-02-10,59.176
2023-02-11,59.176
2023-02-12,59.176
2023-02-13,60.0674
2023-02-14,57.5021
2023-02-15,58.3637
2023-02-16,56.7865
2023-02-17,56.3047
2023-02-18,56.3047
2023-02-19,56.3047
2023-02-20,56.3047
2023-02-21,54.1861
2023-02-22,53.7473
2023-02-23,53.9128
2023-02-24,54.9682
2023-02-25,54.9682
2023-02-26,54.9682
2023-02-27,54.3582
2023-02-28,54.9047
2023-03-01,55.3702
2023-03-02,55.929
2023-03-03,56.87
2023-03-04,56.87
2023-03-05,56.87
2023-03-06,55.2307
2023-03-07,49.7149
2023-03-08,47.0418
2023-03-09,45.1033
2023-03-10,42.8981
2023-03-11,42.8981
2023-03-12,42.8981
2023-03-13,38.5897
2023-03-14,41.0919
2023-03-15,36.9461
2023-03-16,41.7596
2023-03-17,37.4385
2023-03-18,37.4385
2023-03-19,37.4385
2023-03-20,41.987
2023-03-21,43.907
2023-03-22,40.9895
