,NVGS US Equity
2020-07-11,49.791
2020-07-12,49.791
2020-07-13,49.791
2020-07-14,50.5393
2020-07-15,51.6574
2020-07-16,51.6574
2020-07-17,50.5036
2020-07-18,50.5036
2020-07-19,50.5036
2020-07-20,51.036
2020-07-21,53.3709
2020-07-22,51.0619
2020-07-23,54.2278
2020-07-24,52.4387
2020-07-25,52.4387
2020-07-26,52.4387
2020-07-27,52.233
2020-07-28,55.031
2020-07-29,56.016
2020-07-30,53.6559
2020-07-31,54.0203
2020-08-01,54.0203
2020-08-02,54.0203
2020-08-03,54.6958
2020-08-04,54.6958
2020-08-05,55.0173
2020-08-06,55.3451
2020-08-07,58.0638
2020-08-08,58.0638
2020-08-09,58.0638
2020-08-10,60.1089
2020-08-11,61.6031
2020-08-12,62.2532
2020-08-13,64.628
2020-08-14,61.7451
2020-08-15,61.7451
2020-08-16,61.7451
2020-08-17,64.8875
2020-08-18,61.7709
2020-08-19,61.2106
2020-08-20,61.5201
2020-08-21,60.2764
2020-08-22,60.2764
2020-08-23,60.2764
2020-08-24,60.4418
2020-08-25,59.0012
2020-08-26,57.0165
2020-08-27,55.8821
2020-08-28,58.8466
2020-08-29,58.8466
2020-08-30,58.8466
2020-08-31,59.0788
2020-09-01,60.9588
2020-09-02,60.523
2020-09-03,59.6408
2020-09-04,57.142
2020-09-05,57.142
2020-09-06,57.142
2020-09-07,57.142
2020-09-08,57.142
2020-09-09,56.7908
2020-09-10,55.5545
2020-09-11,58.3672
2020-09-12,58.3672
2020-09-13,58.3672
2020-09-14,59.2563
2020-09-15,55.738
2020-09-16,59.0109
2020-09-17,58.9243
2020-09-18,57.6969
2020-09-19,57.6969
2020-09-20,57.6969
2020-09-21,52.7447
2020-09-22,51.398
2020-09-23,48.8873
2020-09-24,47.9866
2020-09-25,47.6374
2020-09-26,47.6374
2020-09-27,47.6374
2020-09-28,49.4635
2020-09-29,47.4657
2020-09-30,49.1355
2020-10-01,50.178
2020-10-02,50.478
2020-10-03,50.478
2020-10-04,50.478
2020-10-05,52.2621
2020-10-06,50.4599
2020-10-07,54.2885
2020-10-08,54.0485
2020-10-09,53.2367
2020-10-10,53.2367
2020-10-11,53.2367
2020-10-12,51.3229
2020-10-13,49.8552
2020-10-14,49.2418
2020-10-15,50.5018
2020-10-16,47.1001
2020-10-17,47.1001
2020-10-18,47.1001
2020-10-19,45.1428
2020-10-20,46.7771
2020-10-21,46.4905
2020-10-22,45.2712
2020-10-23,47.046
2020-10-24,47.046
2020-10-25,47.046
2020-10-26,42.9312
2020-10-27,41.1324
2020-10-28,39.3672
2020-10-29,42.0267
2020-10-30,39.9786
2020-10-31,39.9786
2020-11-01,39.9786
2020-11-02,40.6624
2020-11-03,41.01
2020-11-04,39.3412
2020-11-05,40.2396
2020-11-06,36.8001
2020-11-07,36.8001
2020-11-08,36.8001
2020-11-09,45.3549
2020-11-10,46.1921
2020-11-11,49.8977
2020-11-12,49.2709
2020-11-13,47.1274
2020-11-14,47.1274
2020-11-15,47.1274
2020-11-16,50.9144
2020-11-17,49.9279
2020-11-18,50.5474
2020-11-19,50.6106
2020-11-20,49.434
2020-11-21,49.434
2020-11-22,49.434
2020-11-23,50.4275
2020-11-24,51.8625
2020-11-25,53.0138
2020-11-26,53.0138
2020-11-27,51.873
2020-11-28,51.873
2020-11-29,51.873
2020-11-30,48.9449
2020-12-01,48.1601
2020-12-02,48.0273
2020-12-03,48.541
2020-12-04,51.0437
2020-12-05,51.0437
2020-12-06,51.0437
2020-12-07,50.6795
2020-12-08,50.0149
2020-12-09,49.4927
2020-12-10,54.0966
2020-12-11,56.3148
2020-12-12,56.3148
2020-12-13,56.3148
2020-12-14,56.6245
2020-12-15,61.6835
2020-12-16,62.1904
2020-12-17,65.7098
2020-12-18,67.622
2020-12-19,67.622
2020-12-20,67.622
2020-12-21,65.8868
2020-12-22,65.5553
2020-12-23,65.9101
2020-12-24,66.665
2020-12-25,66.665
2020-12-26,66.665
2020-12-27,66.665
2020-12-28,65.3443
2020-12-29,65.1662
2020-12-30,65.0745
2020-12-31,64.8855
2021-01-01,64.8855
2021-01-02,64.8855
2021-01-03,64.8855
2021-01-04,60.1849
2021-01-05,60.4697
2021-01-06,60.6445
2021-01-07,60.2769
2021-01-08,59.9013
2021-01-09,59.9013
2021-01-10,59.9013
2021-01-11,64.1219
2021-01-12,64.8558
2021-01-13,62.5855
2021-01-14,65.3075
2021-01-15,60.0894
2021-01-16,60.0894
2021-01-17,60.0894
2021-01-18,60.0894
2021-01-19,60.5245
2021-01-20,60.8007
2021-01-21,60.5378
2021-01-22,59.2131
2021-01-23,59.2131
2021-01-24,59.2131
2021-01-25,58.9462
2021-01-26,57.3422
2021-01-27,48.0282
2021-01-28,48.0282
2021-01-29,48.8175
2021-01-30,48.8175
2021-01-31,48.8175
2021-02-01,49.3241
2021-02-02,47.1186
2021-02-03,47.4226
2021-02-04,47.9641
2021-02-05,49.7981
2021-02-06,49.7981
2021-02-07,49.7981
2021-02-08,50.4009
2021-02-09,50.8587
2021-02-10,50.062
2021-02-11,49.8198
2021-02-12,55.4662
2021-02-13,55.4662
2021-02-14,55.4662
2021-02-15,55.4662
2021-02-16,54.3834
2021-02-17,53.8811
2021-02-18,51.503
2021-02-19,53.2688
2021-02-20,53.2688
2021-02-21,53.2688
2021-02-22,52.4457
2021-02-23,50.3531
2021-02-24,53.6634
2021-02-25,56.1503
2021-02-26,51.0905
2021-02-27,51.0905
2021-02-28,51.0905
2021-03-01,51.7044
2021-03-02,52.2555
2021-03-03,52.0252
2021-03-04,50.0477
2021-03-05,51.5142
2021-03-06,51.5142
2021-03-07,51.5142
2021-03-08,52.2395
2021-03-09,50.2939
2021-03-10,55.3205
2021-03-11,55.1624
2021-03-12,55.8155
2021-03-13,55.8155
2021-03-14,55.8155
2021-03-15,54.5014
2021-03-16,52.5805
2021-03-17,52.342
2021-03-18,47.3761
2021-03-19,47.8346
2021-03-20,47.8346
2021-03-21,47.8346
2021-03-22,48.9091
2021-03-23,42.6741
2021-03-24,43.4509
2021-03-25,44.3864
2021-03-26,46.227
2021-03-27,46.227
2021-03-28,46.227
2021-03-29,43.0919
2021-03-30,43.4034
2021-03-31,43.4833
2021-04-01,45.4762
2021-04-02,45.4762
2021-04-03,45.4762
2021-04-04,45.4762
2021-04-05,45.7926
2021-04-06,45.4516
2021-04-07,44.4918
2021-04-08,44.5783
2021-04-09,45.3706
2021-04-10,45.3706
2021-04-11,45.3706
2021-04-12,51.436
2021-04-13,51.3584
2021-04-14,52.1795
2021-04-15,52.0968
2021-04-16,49.6542
2021-04-17,49.6542
2021-04-18,49.6542
2021-04-19,50.8463
2021-04-20,50.0293
2021-04-21,52.4026
2021-04-22,48.7315
2021-04-23,53.3607
2021-04-24,53.3607
2021-04-25,53.3607
2021-04-26,56.5796
2021-04-27,55.6264
2021-04-28,57.0607
2021-04-29,57.6152
2021-04-30,55.1587
2021-05-01,55.1587
2021-05-02,55.1587
2021-05-03,57.825
2021-05-04,56.0608
2021-05-05,60.9862
2021-05-06,58.5186
2021-05-07,60.3841
2021-05-08,60.3841
2021-05-09,60.3841
2021-05-10,57.6998
2021-05-11,56.7572
2021-05-12,58.1709
2021-05-13,56.3388
2021-05-14,56.4523
2021-05-15,56.4523
2021-05-16,56.4523
2021-05-17,55.4825
2021-05-18,55.2559
2021-05-19,53.1594
2021-05-20,52.3521
2021-05-21,53.2206
2021-05-22,53.2206
2021-05-23,53.2206
2021-05-24,54.6033
2021-05-25,50.0821
2021-05-26,49.6024
2021-05-27,50.513
2021-05-28,51.0061
2021-05-29,51.0061
2021-05-30,51.0061
2021-05-31,51.0061
2021-06-01,50.4857
2021-06-02,50.4097
2021-06-03,51.02
2021-06-04,47.9666
2021-06-05,47.9666
2021-06-06,47.9666
2021-06-07,49.9795
2021-06-08,50.588
2021-06-09,51.8748
2021-06-10,53.4248
2021-06-11,54.7877
2021-06-12,54.7877
2021-06-13,54.7877
2021-06-14,57.4327
2021-06-15,57.63
2021-06-16,57.765
2021-06-17,53.9431
2021-06-18,50.5628
2021-06-19,50.5628
2021-06-20,50.5628
2021-06-21,52.0432
2021-06-22,53.4841
2021-06-23,53.9847
2021-06-24,54.7758
2021-06-25,54.0763
2021-06-26,54.0763
2021-06-27,54.0763
2021-06-28,50.2586
2021-06-29,49.7062
2021-06-30,52.3385
2021-07-01,50.6448
2021-07-02,49.3853
2021-07-03,49.3853
2021-07-04,49.3853
2021-07-05,49.3853
2021-07-06,47.6239
2021-07-07,46.872
2021-07-08,45.6784
2021-07-09,47.4939
2021-07-10,47.4939
2021-07-11,47.4939
2021-07-12,45.9067
2021-07-13,44.9448
2021-07-14,44.2804
2021-07-15,43.4678
2021-07-16,41.1931
2021-07-17,41.1931
2021-07-18,41.1931
2021-07-19,38.7665
2021-07-20,41.0949
2021-07-21,44.8887
2021-07-22,42.5275
2021-07-23,42.0051
2021-07-24,42.0051
2021-07-25,42.0051
2021-07-26,45.5513
2021-07-27,43.4082
2021-07-28,45.561
2021-07-29,46.5321
2021-07-30,45.3466
2021-07-31,45.3466
2021-08-01,45.3466
2021-08-02,44.5184
2021-08-03,43.5583
2021-08-04,45.5539
2021-08-05,44.2179
2021-08-06,45.1808
2021-08-07,45.1808
2021-08-08,45.1808
2021-08-09,43.5545
2021-08-10,44.0078
2021-08-11,45.3692
2021-08-12,44.7686
2021-08-13,43.7941
2021-08-14,43.7941
2021-08-15,43.7941
2021-08-16,43.8913
2021-08-17,41.2358
2021-08-18,41.0219
2021-08-19,39.2656
2021-08-20,40.8377
2021-08-21,40.8377
2021-08-22,40.8377
2021-08-23,41.4647
2021-08-24,42.7207
2021-08-25,42.4069
2021-08-26,41.0804
2021-08-27,43.8589
2021-08-28,43.8589
2021-08-29,43.8589
2021-08-30,42.5806
2021-08-31,42.2621
2021-09-01,43.3579
2021-09-02,44.2339
2021-09-03,44.3452
2021-09-04,44.3452
2021-09-05,44.3452
2021-09-06,44.3452
2021-09-07,42.9272
2021-09-08,41.8036
2021-09-09,43.7937
2021-09-10,42.0439
2021-09-11,42.0439
2021-09-12,42.0439
2021-09-13,42.9865
2021-09-14,42.9865
2021-09-15,44.4372
2021-09-16,43.4834
2021-09-17,41.3706
2021-09-18,41.3706
2021-09-19,41.3706
2021-09-20,37.369
2021-09-21,36.4752
2021-09-22,40.2918
2021-09-23,43.997
2021-09-24,44.2141
2021-09-25,44.2141
2021-09-26,44.2141
2021-09-27,45.2027
2021-09-28,46.7221
2021-09-29,45.6009
2021-09-30,47.7621
2021-10-01,50.4115
2021-10-02,50.4115
2021-10-03,50.4115
2021-10-04,46.9091
2021-10-05,46.6373
2021-10-06,45.0184
2021-10-07,47.5306
2021-10-08,46.8842
2021-10-09,46.8842
2021-10-10,46.8842
2021-10-11,46.4178
2021-10-12,45.1177
2021-10-13,44.7473
2021-10-14,46.1202
2021-10-15,46.4642
2021-10-16,46.4642
2021-10-17,46.4642
2021-10-18,48.286
2021-10-19,46.1535
2021-10-20,47.1876
2021-10-21,44.9077
2021-10-22,44.9077
2021-10-23,44.9077
2021-10-24,44.9077
2021-10-25,46.8205
2021-10-26,43.2299
2021-10-27,41.1141
2021-10-28,45.4843
2021-10-29,44.4954
2021-10-30,44.4954
2021-10-31,44.4954
2021-11-01,47.8037
2021-11-02,44.6095
2021-11-03,45.653
2021-11-04,44.9521
2021-11-05,46.6467
2021-11-06,46.6467
2021-11-07,46.6467
2021-11-08,50.1214
2021-11-09,50.1214
2021-11-10,46.7688
2021-11-11,48.4531
2021-11-12,52.2248
2021-11-13,52.2248
2021-11-14,52.2248
2021-11-15,51.1853
2021-11-16,52.0823
2021-11-17,50.8263
2021-11-18,48.8575
2021-11-19,46.3795
2021-11-20,46.3795
2021-11-21,46.3795
2021-11-22,46.2928
2021-11-23,46.6027
2021-11-24,48.5481
2021-11-25,48.5481
2021-11-26,43.7725
2021-11-27,43.7725
2021-11-28,43.7725
2021-11-29,43.5309
2021-11-30,53.5267
2021-12-01,51.2034
2021-12-02,53.6559
2021-12-03,56.7241
2021-12-04,56.7241
2021-12-05,56.7241
2021-12-06,57.5003
2021-12-07,58.7133
2021-12-08,58.9683
2021-12-09,56.9662
2021-12-10,57.5089
2021-12-11,57.5089
2021-12-12,57.5089
2021-12-13,52.7754
2021-12-14,51.3447
2021-12-15,51.571
2021-12-16,51.324
2021-12-17,48.901
2021-12-18,48.901
2021-12-19,48.901
2021-12-20,47.964
2021-12-21,45.8436
2021-12-22,50.2329
2021-12-23,49.0896
2021-12-24,49.0896
2021-12-25,49.0896
2021-12-26,49.0896
2021-12-27,47.5955
2021-12-28,49.0396
2021-12-29,49.2005
2021-12-30,48.723
2021-12-31,49.8146
2022-01-01,49.8146
2022-01-02,49.8146
2022-01-03,51.6965
2022-01-04,52.7329
2022-01-05,50.8239
2022-01-06,51.0737
2022-01-07,51.5827
2022-01-08,51.5827
2022-01-09,51.5827
2022-01-10,50.4959
2022-01-11,52.5637
2022-01-12,54.3711
2022-01-13,52.9482
2022-01-14,54.1078
2022-01-15,54.1078
2022-01-16,54.1078
2022-01-17,54.1078
2022-01-18,52.7626
2022-01-19,52.3777
2022-01-20,50.4733
2022-01-21,47.4399
2022-01-22,47.4399
2022-01-23,47.4399
2022-01-24,51.1886
2022-01-25,49.9599
2022-01-26,48.0836
2022-01-27,47.9144
2022-01-28,46.9738
2022-01-29,46.9738
2022-01-30,46.9738
2022-01-31,48.6793
2022-02-01,53.3369
2022-02-02,53.0602
2022-02-03,51.0507
2022-02-04,52.9767
2022-02-05,52.9767
2022-02-06,52.9767
2022-02-07,54.2716
2022-02-08,51.8705
2022-02-09,53.9769
2022-02-10,53.4187
2022-02-11,53.6665
2022-02-12,53.6665
2022-02-13,53.6665
2022-02-14,54.254
2022-02-15,55.7464
2022-02-16,58.3249
2022-02-17,59.7228
2022-02-18,57.6183
2022-02-19,57.6183
2022-02-20,57.6183
2022-02-21,57.6183
2022-02-22,56.1847
2022-02-23,55.1704
2022-02-24,54.1589
2022-02-25,58.6311
2022-02-26,58.6311
2022-02-27,58.6311
2022-02-28,59.5619
2022-03-01,57.7023
2022-03-02,61.312
2022-03-03,57.6882
2022-03-04,57.8276
2022-03-05,57.8276
2022-03-06,57.8276
2022-03-07,59.9434
2022-03-08,64.1453
2022-03-09,62.5928
2022-03-10,65.1047
2022-03-11,60.7044
2022-03-12,60.7044
2022-03-13,60.7044
2022-03-14,55.3068
2022-03-15,54.8549
2022-03-16,54.4713
2022-03-17,55.814
2022-03-18,56.5711
2022-03-19,56.5711
2022-03-20,56.5711
2022-03-21,57.8172
2022-03-22,58.3122
2022-03-23,64.5057
2022-03-24,63.9926
2022-03-25,67.1468
2022-03-26,67.1468
2022-03-27,67.1468
2022-03-28,67.3581
2022-03-29,59.6582
2022-03-30,62.15
2022-03-31,60.3643
2022-04-01,61.597
2022-04-02,61.597
2022-04-03,61.597
2022-04-04,59.4027
2022-04-05,59.2618
2022-04-06,60.847
2022-04-07,60.7728
2022-04-08,62.0637
2022-04-09,62.0637
2022-04-10,62.0637
2022-04-11,60.2408
2022-04-12,62.7409
2022-04-13,65.7661
2022-04-14,66.8115
2022-04-15,66.8115
2022-04-16,66.8115
2022-04-17,66.8115
2022-04-18,66.6555
2022-04-19,63.5113
2022-04-20,63.5113
2022-04-21,58.0768
2022-04-22,57.8746
2022-04-23,57.8746
2022-04-24,57.8746
2022-04-25,54.6589
2022-04-26,55.1846
2022-04-27,56.8909
2022-04-28,58.1884
2022-04-29,58.2883
2022-04-30,58.2883
2022-05-01,58.2883
2022-05-02,58.4935
2022-05-03,61.5281
2022-05-04,61.8076
2022-05-05,61.3465
2022-05-06,59.1404
2022-05-07,59.1404
2022-05-08,59.1404
2022-05-09,52.0613
2022-05-10,53.996
2022-05-11,51.9477
2022-05-12,53.1903
2022-05-13,54.0455
2022-05-14,54.0455
2022-05-15,54.0455
2022-05-16,57.9678
2022-05-17,59.1548
2022-05-18,58.8243
2022-05-19,58.8718
2022-05-20,60.1566
2022-05-21,60.1566
2022-05-22,60.1566
2022-05-23,60.7207
2022-05-24,57.2281
2022-05-25,59.9452
2022-05-26,56.9262
2022-05-27,55.727
2022-05-28,55.727
2022-05-29,55.727
2022-05-30,55.727
2022-05-31,55.7777
2022-06-01,58.622
2022-06-02,62.4942
2022-06-03,58.2347
2022-06-04,58.2347
2022-06-05,58.2347
2022-06-06,60.7957
2022-06-07,57.2234
2022-06-08,54.9603
2022-06-09,50.8033
2022-06-10,49.3775
2022-06-11,49.3775
2022-06-12,49.3775
2022-06-13,45.8958
2022-06-14,46.2828
2022-06-15,46.382
2022-06-16,44.0673
2022-06-17,42.3958
2022-06-18,42.3958
2022-06-19,42.3958
2022-06-20,42.3958
2022-06-21,45.5015
2022-06-22,42.912
2022-06-23,41.0448
2022-06-24,42.8603
2022-06-25,42.8603
2022-06-26,42.8603
2022-06-27,45.3278
2022-06-28,45.9901
2022-06-29,44.8265
2022-06-30,44.8265
2022-07-01,44.0855
2022-07-02,44.0855
2022-07-03,44.0855
2022-07-04,44.0855
2022-07-05,42.5496
2022-07-06,40.9195
2022-07-07,43.9851
2022-07-08,43.1858
2022-07-09,43.1858
2022-07-10,43.1858
2022-07-11,41.8483
2022-07-12,41.4964
2022-07-13,41.8337
2022-07-14,41.1787
2022-07-15,42.8563
2022-07-16,42.8563
2022-07-17,42.8563
2022-07-18,44.1629
2022-07-19,44.5053
2022-07-20,47.1857
2022-07-21,46.2705
2022-07-22,46.0759
2022-07-23,46.0759
2022-07-24,46.0759
2022-07-25,48.2164
2022-07-26,46.9481
2022-07-27,48.6257
2022-07-28,47.1352
2022-07-29,49.9793
2022-07-30,49.9793
2022-07-31,49.9793
2022-08-01,47.7315
2022-08-02,49.2345
2022-08-03,48.5129
2022-08-04,45.4607
2022-08-05,47.6058
2022-08-06,47.6058
2022-08-07,47.6058
2022-08-08,48.5715
2022-08-09,50.7622
2022-08-10,49.1632
2022-08-11,50.3123
2022-08-12,49.6787
2022-08-13,49.6787
2022-08-14,49.6787
2022-08-15,52.9001
2022-08-16,51.5455
2022-08-17,52.2039
2022-08-18,55.4774
2022-08-19,48.3712
2022-08-20,48.3712
2022-08-21,48.3712
2022-08-22,50.9962
2022-08-23,51.1764
2022-08-24,51.6364
2022-08-25,53.7115
2022-08-26,54.2414
2022-08-27,54.2414
2022-08-28,54.2414
2022-08-29,54.0813
2022-08-30,50.9199
2022-08-31,51.639
2022-09-01,49.1554
2022-09-02,50.7719
2022-09-03,50.7719
2022-09-04,50.7719
2022-09-05,50.7719
2022-09-06,49.6342
2022-09-07,47.6184
2022-09-08,48.5449
2022-09-09,50.5553
2022-09-10,50.5553
2022-09-11,50.5553
2022-09-12,51.2451
2022-09-13,50.1593
2022-09-14,50.8265
2022-09-15,50.9832
2022-09-16,48.1283
2022-09-17,48.1283
2022-09-18,48.1283
2022-09-19,49.7978
2022-09-20,48.0933
2022-09-21,46.935
2022-09-22,48.4429
2022-09-23,46.2283
2022-09-24,46.2283
2022-09-25,46.2283
2022-09-26,43.8259
2022-09-27,46.957
2022-09-28,50.0918
2022-09-29,47.4748
2022-09-30,49.2694
2022-10-01,49.2694
2022-10-02,49.2694
2022-10-03,49.8601
2022-10-04,50.4077
2022-10-05,51.3079
2022-10-06,52.8332
2022-10-07,51.0714
2022-10-08,51.0714
2022-10-09,51.0714
2022-10-10,49.6191
2022-10-11,48.7987
2022-10-12,47.7773
2022-10-13,50.8127
2022-10-14,50.6524
2022-10-15,50.6524
2022-10-16,50.6524
2022-10-17,51.3405
2022-10-18,54.4726
2022-10-19,55.6166
2022-10-20,53.418
2022-10-21,52.9056
2022-10-22,52.9056
2022-10-23,52.9056
2022-10-24,52.2716
2022-10-25,53.7821
2022-10-26,54.5517
2022-10-27,53.4469
2022-10-28,52.7713
2022-10-29,52.7713
2022-10-30,52.7713
2022-10-31,54.1344
2022-11-01,54.9945
2022-11-02,54.9945
2022-11-03,54.5837
2022-11-04,55.724
2022-11-05,55.724
2022-11-06,55.724
2022-11-07,56.9539
2022-11-08,57.3439
2022-11-09,53.1455
2022-11-10,52.7393
2022-11-11,54.012
2022-11-12,54.012
2022-11-13,54.012
2022-11-14,54.4351
2022-11-15,56.0486
2022-11-16,48.7701
2022-11-17,51.8292
2022-11-18,51.8292
2022-11-19,51.8292
2022-11-20,51.8292
2022-11-21,53.4868
2022-11-22,53.1606
2022-11-23,51.8517
2022-11-24,51.8517
2022-11-25,50.8798
2022-11-26,50.8798
2022-11-27,50.8798
2022-11-28,47.675
2022-11-29,49.2027
2022-11-30,49.6462
2022-12-01,49.2648
2022-12-02,51.328
2022-12-03,51.328
2022-12-04,51.328
2022-12-05,48.1029
2022-12-06,46.5026
2022-12-07,44.9555
2022-12-08,46.3906
2022-12-09,47.1373
2022-12-10,47.1373
2022-12-11,47.1373
2022-12-12,49.0722
2022-12-13,49.5334
2022-12-14,50.0018
2022-12-15,50.5445
2022-12-16,48.9638
2022-12-17,48.9638
2022-12-18,48.9638
2022-12-19,46.6039
2022-12-20,49.0726
2022-12-21,49.0726
2022-12-22,47.1401
2022-12-23,49.1406
2022-12-24,49.1406
2022-12-25,49.1406
2022-12-26,49.1406
2022-12-27,48.6643
2022-12-28,45.656
2022-12-29,48.5187
2022-12-30,49.617
2022-12-31,49.617
2023-01-01,49.617
2023-01-02,49.617
2023-01-03,46.9613
2023-01-04,45.6063
2023-01-05,45.9728
2023-01-06,46.7156
2023-01-07,46.7156
2023-01-08,46.7156
2023-01-09,47.9012
2023-01-10,49.0017
2023-01-11,50.0923
2023-01-12,50.6023
2023-01-13,51.1919
2023-01-14,51.1919
2023-01-15,51.1919
2023-01-16,51.1919
2023-01-17,51.7872
2023-01-18,51.7056
2023-01-19,51.0405
2023-01-20,52.8447
2023-01-21,52.8447
2023-01-22,52.8447
2023-01-23,54.6488
2023-01-24,55.6721
2023-01-25,55.4871
2023-01-26,55.1081
2023-01-27,57.6514
2023-01-28,57.6514
2023-01-29,57.6514
2023-01-30,56.6745
2023-01-31,56.9761
2023-02-01,57.8862
2023-02-02,58.6403
2023-02-03,57.3651
2023-02-04,57.3651
2023-02-05,57.3651
2023-02-06,56.206
2023-02-07,58.5679
2023-02-08,58.7978
2023-02-09,58.9548
2023-02-10,59.7484
2023-02-11,59.7484
2023-02-12,59.7484
2023-02-13,59.9088
2023-02-14,59.177
2023-02-15,60.5077
2023-02-16,59.3814
2023-02-17,58.8775
2023-02-18,58.8775
2023-02-19,58.8775
2023-02-20,58.8775
2023-02-21,58.9675
2023-02-22,59.9651
2023-02-23,62.7739
2023-02-24,61.423
2023-02-25,61.423
2023-02-26,61.423
2023-02-27,62.2631
2023-02-28,63.0945
2023-03-01,61.4149
2023-03-02,62.9456
2023-03-03,63.6906
2023-03-04,63.6906
2023-03-05,63.6906
2023-03-06,56.1623
2023-03-07,55.8093
2023-03-08,56.5624
2023-03-09,52.6198
2023-03-10,48.8873
2023-03-11,48.8873
2023-03-12,48.8873
2023-03-13,46.3371
2023-03-14,48.8908
2023-03-15,45.8229
2023-03-16,43.8152
2023-03-17,42.6082
2023-03-18,42.6082
2023-03-19,42.6082
2023-03-20,50.9885
