,LH US Equity
2022-08-04,52.9675
2022-08-05,54.0587
2022-08-06,54.0587
2022-08-07,54.0587
2022-08-08,54.6035
2022-08-09,52.9179
2022-08-10,55.8965
2022-08-11,55.6811
2022-08-12,56.0034
2022-08-13,56.0034
2022-08-14,56.0034
2022-08-15,56.3559
2022-08-16,55.7232
2022-08-17,52.5819
2022-08-18,50.915
2022-08-19,50.2795
2022-08-20,50.2795
2022-08-21,50.2795
2022-08-22,47.0913
2022-08-23,44.751
2022-08-24,41.9396
2022-08-25,44.4802
2022-08-26,41.0354
2022-08-27,41.0354
2022-08-28,41.0354
2022-08-29,41.3388
2022-08-30,40.6348
2022-08-31,39.4866
2022-09-01,40.6392
2022-09-02,40.0538
2022-09-03,40.0538
2022-09-04,40.0538
2022-09-05,40.0538
2022-09-06,40.2911
2022-09-07,44.0101
2022-09-08,47.6651
2022-09-09,47.693
2022-09-10,47.693
2022-09-11,47.693
2022-09-12,49.3414
2022-09-13,43.21
2022-09-14,40.9665
2022-09-15,41.6314
2022-09-16,41.5771
2022-09-17,41.5771
2022-09-18,41.5771
2022-09-19,41.3881
2022-09-20,39.962
2022-09-21,37.2543
2022-09-22,37.1129
2022-09-23,36.5813
2022-09-24,36.5813
2022-09-25,36.5813
2022-09-26,36.1011
2022-09-27,34.651
2022-09-28,38.2909
2022-09-29,36.7103
2022-09-30,35.5072
2022-10-01,35.5072
2022-10-02,35.5072
2022-10-03,39.9671
2022-10-04,42.4469
2022-10-05,42.0288
2022-10-06,40.047
2022-10-07,38.2217
2022-10-08,38.2217
2022-10-09,38.2217
2022-10-10,38.2842
2022-10-11,37.7279
2022-10-12,38.0778
2022-10-13,40.9649
2022-10-14,40.6877
2022-10-15,40.6877
2022-10-16,40.6877
2022-10-17,43.0725
2022-10-18,43.4221
2022-10-19,41.4609
2022-10-20,42.9565
2022-10-21,43.3087
2022-10-22,43.3087
2022-10-23,43.3087
2022-10-24,45.2171
2022-10-25,52.6389
2022-10-26,53.4793
2022-10-27,46.7479
2022-10-28,50.5192
2022-10-29,50.5192
2022-10-30,50.5192
2022-10-31,49.4181
2022-11-01,49.7446
2022-11-02,50.6944
2022-11-03,50.2084
2022-11-04,52.2947
2022-11-05,52.2947
2022-11-06,52.2947
2022-11-07,54.8592
2022-11-08,55.636
2022-11-09,53.0171
2022-11-10,58.0818
2022-11-11,60.1731
2022-11-12,60.1731
2022-11-13,60.1731
2022-11-14,58.2175
2022-11-15,58.454
2022-11-16,57.7962
2022-11-17,52.5395
2022-11-18,51.2961
2022-11-19,51.2961
2022-11-20,51.2961
2022-11-21,53.616
2022-11-22,53.9623
2022-11-23,54.5831
2022-11-24,54.5831
2022-11-25,55.8158
2022-11-26,55.8158
2022-11-27,55.8158
2022-11-28,54.3251
2022-11-29,54.9128
2022-11-30,55.2983
2022-12-01,55.7534
2022-12-02,55.6439
2022-12-03,55.6439
2022-12-04,55.6439
2022-12-05,52.861
2022-12-06,51.7042
2022-12-07,51.4598
2022-12-08,52.4493
2022-12-09,51.3025
2022-12-10,51.3025
2022-12-11,51.3025
2022-12-12,48.211
2022-12-13,50.0652
2022-12-14,49.8024
2022-12-15,49.1071
2022-12-16,47.9104
2022-12-17,47.9104
2022-12-18,47.9104
2022-12-19,49.0387
2022-12-20,47.8549
2022-12-21,50.6982
2022-12-22,50.5764
2022-12-23,50.5421
2022-12-24,50.5421
2022-12-25,50.5421
2022-12-26,50.5421
2022-12-27,51.2877
2022-12-28,50.2761
2022-12-29,52.6868
2022-12-30,52.6805
2022-12-31,52.6805
2023-01-01,52.6805
2023-01-02,52.6805
2023-01-03,53.9816
2023-01-04,55.0489
2023-01-05,55.2001
2023-01-06,56.894
2023-01-07,56.894
2023-01-08,56.894
2023-01-09,57.1304
2023-01-10,58.1465
2023-01-11,62.5972
2023-01-12,61.173
2023-01-13,60.7042
2023-01-14,60.7042
2023-01-15,60.7042
2023-01-16,60.7042
2023-01-17,62.179
2023-01-18,59.5923
2023-01-19,60.2149
2023-01-20,61.6922
2023-01-21,61.6922
2023-01-22,61.6922
2023-01-23,62.7602
2023-01-24,59.8033
2023-01-25,59.584
2023-01-26,59.8519
2023-01-27,59.9004
2023-01-28,59.9004
2023-01-29,59.9004
2023-01-30,57.3665
2023-01-31,57.9452
2023-02-01,56.3777
2023-02-02,59.1761
2023-02-03,54.9295
2023-02-04,54.9295
2023-02-05,54.9295
2023-02-06,51.6452
2023-02-07,53.2811
2023-02-08,52.424
2023-02-09,50.7354
2023-02-10,52.282
2023-02-11,52.282
2023-02-12,52.282
2023-02-13,53.6364
2023-02-14,50.7996
2023-02-15,53.4143
2023-02-16,57.6014
2023-02-17,57.6866
2023-02-18,57.6866
2023-02-19,57.6866
2023-02-20,57.6866
2023-02-21,52.0017
2023-02-22,49.6129
2023-02-23,51.0549
2023-02-24,49.5378
2023-02-25,49.5378
2023-02-26,49.5378
2023-02-27,48.6244
2023-02-28,47.9099
2023-03-01,47.0887
2023-03-02,48.0717
2023-03-03,48.0074
2023-03-04,48.0074
2023-03-05,48.0074
2023-03-06,46.6931
2023-03-07,43.6056
2023-03-08,42.7954
2023-03-09,39.9191
2023-03-10,39.183
2023-03-11,39.183
2023-03-12,39.183
2023-03-13,37.6592
2023-03-14,39.8256
2023-03-15,38.4301
2023-03-16,38.3747
2023-03-17,35.8006
2023-03-18,35.8006
2023-03-19,35.8006
2023-03-20,38.7914
2023-03-21,41.5064
