,BOH US Equity
2020-06-24,45.689
2020-06-25,47.8882
2020-06-26,45.9332
2020-06-27,45.9332
2020-06-28,45.9332
2020-06-29,47.2539
2020-06-30,48.0761
2020-07-01,46.9328
2020-07-02,46.7063
2020-07-03,46.7063
2020-07-04,46.7063
2020-07-05,46.7063
2020-07-06,46.9522
2020-07-07,45.1767
2020-07-08,44.4855
2020-07-09,42.4086
2020-07-10,45.2824
2020-07-11,45.2824
2020-07-12,45.2824
2020-07-13,45.6941
2020-07-14,45.0595
2020-07-15,47.5009
2020-07-16,47.0786
2020-07-17,45.7464
2020-07-18,45.7464
2020-07-19,45.7464
2020-07-20,45.336
2020-07-21,48.4889
2020-07-22,47.7898
2020-07-23,48.9028
2020-07-24,47.8291
2020-07-25,47.8291
2020-07-26,47.8291
2020-07-27,46.5017
2020-07-28,45.7252
2020-07-29,46.8938
2020-07-30,45.844
2020-07-31,45.5944
2020-08-01,45.5944
2020-08-02,45.5944
2020-08-03,45.6298
2020-08-04,44.9454
2020-08-05,46.6968
2020-08-06,46.0133
2020-08-07,48.4395
2020-08-08,48.4395
2020-08-09,48.4395
2020-08-10,49.1187
2020-08-11,49.6744
2020-08-12,49.4604
2020-08-13,48.3119
2020-08-14,49.0387
2020-08-15,49.0387
2020-08-16,49.0387
2020-08-17,47.8303
2020-08-18,46.3273
2020-08-19,46.1843
2020-08-20,44.7208
2020-08-21,44.3543
2020-08-22,44.3543
2020-08-23,44.3543
2020-08-24,46.7288
2020-08-25,46.59
2020-08-26,45.4599
2020-08-27,46.9845
2020-08-28,46.9172
2020-08-29,46.9172
2020-08-30,46.9172
2020-08-31,45.2413
2020-09-01,45.0813
2020-09-02,45.513
2020-09-03,45.666
2020-09-04,46.9162
2020-09-05,46.9162
2020-09-06,46.9162
2020-09-07,46.9162
2020-09-08,44.1384
2020-09-09,42.9525
2020-09-10,41.1388
2020-09-11,42.0017
2020-09-12,42.0017
2020-09-13,42.0017
2020-09-14,43.9896
2020-09-15,41.9736
2020-09-16,41.6556
2020-09-17,42.3895
2020-09-18,42.2907
2020-09-19,42.2907
2020-09-20,42.2907
2020-09-21,38.6201
2020-09-22,40.8521
2020-09-23,39.3342
2020-09-24,40.0507
2020-09-25,40.4244
2020-09-26,40.4244
2020-09-27,40.4244
2020-09-28,42.7376
2020-09-29,41.2883
2020-09-30,42.491
2020-10-01,41.7911
2020-10-02,43.6148
2020-10-03,43.6148
2020-10-04,43.6148
2020-10-05,47.1337
2020-10-06,47.6819
2020-10-07,50.3778
2020-10-08,51.8809
2020-10-09,51.2353
2020-10-10,51.2353
2020-10-11,51.2353
2020-10-12,52.732
2020-10-13,49.18
2020-10-14,48.2381
2020-10-15,50.7929
2020-10-16,51.0232
2020-10-17,51.0232
2020-10-18,51.0232
2020-10-19,50.6901
2020-10-20,53.8864
2020-10-21,56.1913
2020-10-22,59.8296
2020-10-23,61.0532
2020-10-24,61.0532
2020-10-25,61.0532
2020-10-26,58.8397
2020-10-27,56.0375
2020-10-28,53.7949
2020-10-29,56.1859
2020-10-30,57.2127
2020-10-31,57.2127
2020-11-01,57.2127
2020-11-02,58.2
2020-11-03,60.1406
2020-11-04,51.8922
2020-11-05,54.7105
2020-11-06,53.6981
2020-11-07,53.6981
2020-11-08,53.6981
2020-11-09,65.2888
2020-11-10,67.2083
2020-11-11,64.4434
2020-11-12,63.7099
2020-11-13,64.0275
2020-11-14,64.0275
2020-11-15,64.0275
2020-11-16,66.3221
2020-11-17,66.6011
2020-11-18,65.5756
2020-11-19,65.2765
2020-11-20,64.0813
2020-11-21,64.0813
2020-11-22,64.0813
2020-11-23,64.7411
2020-11-24,67.5877
2020-11-25,68.1284
2020-11-26,68.1284
2020-11-27,66.844
2020-11-28,66.844
2020-11-29,66.844
2020-11-30,62.6736
2020-12-01,64.0575
2020-12-02,65.0869
2020-12-03,65.0724
2020-12-04,66.1865
2020-12-05,66.1865
2020-12-06,66.1865
2020-12-07,66.3031
2020-12-08,65.9735
2020-12-09,65.7482
2020-12-10,65.8172
2020-12-11,65.0208
2020-12-12,65.0208
2020-12-13,65.0208
2020-12-14,63.6809
2020-12-15,65.003
2020-12-16,64.0723
2020-12-17,62.9161
2020-12-18,60.7333
2020-12-19,60.7333
2020-12-20,60.7333
2020-12-21,61.3145
2020-12-22,58.7331
2020-12-23,60.6039
2020-12-24,59.7092
2020-12-25,59.7092
2020-12-26,59.7092
2020-12-27,59.7092
2020-12-28,60.2599
2020-12-29,57.9038
2020-12-30,58.8135
2020-12-31,58.3897
2021-01-01,58.3897
2021-01-02,58.3897
2021-01-03,58.3897
2021-01-04,59.288
2021-01-05,58.7561
2021-01-06,63.3489
2021-01-07,64.7525
2021-01-08,63.6184
2021-01-09,63.6184
2021-01-10,63.6184
2021-01-11,64.6157
2021-01-12,65.8414
2021-01-13,63.9742
2021-01-14,65.4012
2021-01-15,63.4067
2021-01-16,63.4067
2021-01-17,63.4067
2021-01-18,63.4067
2021-01-19,63.8359
2021-01-20,63.9213
2021-01-21,60.661
2021-01-22,62.8442
2021-01-23,62.8442
2021-01-24,62.8442
2021-01-25,58.5722
2021-01-26,57.3255
2021-01-27,55.8095
2021-01-28,56.9742
2021-01-29,52.9074
2021-01-30,52.9074
2021-01-31,52.9074
2021-02-01,54.712
2021-02-02,55.4651
2021-02-03,54.2264
2021-02-04,56.0803
2021-02-05,56.9457
2021-02-06,56.9457
2021-02-07,56.9457
2021-02-08,59.0052
2021-02-09,61.6917
2021-02-10,62.7209
2021-02-11,62.4802
2021-02-12,63.343
2021-02-13,63.343
2021-02-14,63.343
2021-02-15,63.343
2021-02-16,64.4535
2021-02-17,63.8659
2021-02-18,62.4668
2021-02-19,64.125
2021-02-20,64.125
2021-02-21,64.125
2021-02-22,65.3213
2021-02-23,67.6042
2021-02-24,68.2909
2021-02-25,62.5805
2021-02-26,59.1427
2021-02-27,59.1427
2021-02-28,59.1427
2021-03-01,61.4967
2021-03-02,60.3402
2021-03-03,61.894
2021-03-04,57.8198
2021-03-05,61.5234
2021-03-06,61.5234
2021-03-07,61.5234
2021-03-08,63.6567
2021-03-09,59.5916
2021-03-10,61.7264
2021-03-11,62.0999
2021-03-12,62.8583
2021-03-13,62.8583
2021-03-14,62.8583
2021-03-15,63.1072
2021-03-16,59.941
2021-03-17,61.2073
2021-03-18,62.35
2021-03-19,62.7198
2021-03-20,62.7198
2021-03-21,62.7198
2021-03-22,56.9341
2021-03-23,53.0752
2021-03-24,53.5737
2021-03-25,55.5761
2021-03-26,57.3558
2021-03-27,57.3558
2021-03-28,57.3558
2021-03-29,53.1279
2021-03-30,55.2004
2021-03-31,52.7438
2021-04-01,54.1816
2021-04-02,54.1816
2021-04-03,54.1816
2021-04-04,54.1816
2021-04-05,53.7807
2021-04-06,53.678
2021-04-07,52.9572
2021-04-08,52.7798
2021-04-09,53.8042
2021-04-10,53.8042
2021-04-11,53.8042
2021-04-12,54.7562
2021-04-13,52.1381
2021-04-14,53.4416
2021-04-15,53.2167
2021-04-16,54.5041
2021-04-17,54.5041
2021-04-18,54.5041
2021-04-19,53.7715
2021-04-20,50.3928
2021-04-21,51.887
2021-04-22,50.225
2021-04-23,53.1166
2021-04-24,53.1166
2021-04-25,53.1166
2021-04-26,51.7744
2021-04-27,53.952
2021-04-28,52.8115
2021-04-29,54.9121
2021-04-30,52.4829
2021-05-01,52.4829
2021-05-02,52.4829
2021-05-03,53.6983
2021-05-04,55.1069
2021-05-05,55.094
2021-05-06,56.7132
2021-05-07,56.0346
2021-05-08,56.0346
2021-05-09,56.0346
2021-05-10,54.4179
2021-05-11,52.7516
2021-05-12,49.3771
2021-05-13,53.8469
2021-05-14,54.1394
2021-05-15,54.1394
2021-05-16,54.1394
2021-05-17,53.5625
2021-05-18,51.704
2021-05-19,51.4577
2021-05-20,50.8811
2021-05-21,52.1708
2021-05-22,52.1708
2021-05-23,52.1708
2021-05-24,50.0125
2021-05-25,48.146
2021-05-26,48.927
2021-05-27,49.4217
2021-05-28,50.3897
2021-05-29,50.3897
2021-05-30,50.3897
2021-05-31,50.3897
2021-06-01,50.403
2021-06-02,48.6659
2021-06-03,49.1577
2021-06-04,48.771
2021-06-05,48.771
2021-06-06,48.771
2021-06-07,49.1699
2021-06-08,49.9316
2021-06-09,49.2431
2021-06-10,48.2994
2021-06-11,49.3825
2021-06-12,49.3825
2021-06-13,49.3825
2021-06-14,46.147
2021-06-15,48.3432
2021-06-16,49.501
2021-06-17,43.5264
2021-06-18,40.0672
2021-06-19,40.0672
2021-06-20,40.0672
2021-06-21,45.2568
2021-06-22,44.58
2021-06-23,44.7083
2021-06-24,46.9394
2021-06-25,48.962
2021-06-26,48.962
2021-06-27,48.962
2021-06-28,45.3828
2021-06-29,44.7845
2021-06-30,45.2355
2021-07-01,46.2013
2021-07-02,45.0412
2021-07-03,45.0412
2021-07-04,45.0412
2021-07-05,45.0412
2021-07-06,43.1497
2021-07-07,42.8852
2021-07-08,42.0618
2021-07-09,47.8794
2021-07-10,47.8794
2021-07-11,47.8794
2021-07-12,48.0282
2021-07-13,47.2292
2021-07-14,48.0663
2021-07-15,49.3894
2021-07-16,46.9414
2021-07-17,46.9414
2021-07-18,46.9414
2021-07-19,42.7785
2021-07-20,44.8565
2021-07-21,46.0174
2021-07-22,43.3555
2021-07-23,45.042
2021-07-24,45.042
2021-07-25,45.042
2021-07-26,46.5644
2021-07-27,47.3928
2021-07-28,47.9674
2021-07-29,48.8346
2021-07-30,47.2944
2021-07-31,47.2944
2021-08-01,47.2944
2021-08-02,46.3042
2021-08-03,47.6276
2021-08-04,46.0784
2021-08-05,47.3048
2021-08-06,50.2389
2021-08-07,50.2389
2021-08-08,50.2389
2021-08-09,49.15
2021-08-10,50.0461
2021-08-11,52.2624
2021-08-12,51.6515
2021-08-13,50.5457
2021-08-14,50.5457
2021-08-15,50.5457
2021-08-16,49.7197
2021-08-17,49.2668
2021-08-18,47.0363
2021-08-19,46.7137
2021-08-20,49.5461
2021-08-21,49.5461
2021-08-22,49.5461
2021-08-23,49.4863
2021-08-24,49.6592
2021-08-25,49.484
2021-08-26,47.2278
2021-08-27,50.3196
2021-08-28,50.3196
2021-08-29,50.3196
2021-08-30,47.9596
2021-08-31,48.9789
2021-09-01,47.086
2021-09-02,46.8313
2021-09-03,45.8505
2021-09-04,45.8505
2021-09-05,45.8505
2021-09-06,45.8505
2021-09-07,44.4864
2021-09-08,43.7689
2021-09-09,43.4729
2021-09-10,41.046
2021-09-11,41.046
2021-09-12,41.046
2021-09-13,41.4263
2021-09-14,39.3794
2021-09-15,40.6703
2021-09-16,39.9989
2021-09-17,41.0888
2021-09-18,41.0888
2021-09-19,41.0888
2021-09-20,40.5178
2021-09-21,41.4033
2021-09-22,44.1316
2021-09-23,48.1825
2021-09-24,48.7293
2021-09-25,48.7293
2021-09-26,48.7293
2021-09-27,53.2228
2021-09-28,52.5372
2021-09-29,52.3536
2021-09-30,49.5926
2021-10-01,51.4501
2021-10-02,51.4501
2021-10-03,51.4501
2021-10-04,50.9466
2021-10-05,49.9532
2021-10-06,49.0714
2021-10-07,51.0244
2021-10-08,51.0244
2021-10-09,51.0244
2021-10-10,51.0244
2021-10-11,49.1216
2021-10-12,48.6938
2021-10-13,48.5606
2021-10-14,50.8259
2021-10-15,51.5615
2021-10-16,51.5615
2021-10-17,51.5615
2021-10-18,52.8854
2021-10-19,55.1285
2021-10-20,56.5832
2021-10-21,56.0622
2021-10-22,57.3688
2021-10-23,57.3688
2021-10-24,57.3688
2021-10-25,59.4586
2021-10-26,59.6566
2021-10-27,51.4477
2021-10-28,53.4076
2021-10-29,52.1439
2021-10-30,52.1439
2021-10-31,52.1439
2021-11-01,55.6975
2021-11-02,52.32
2021-11-03,55.8049
2021-11-04,53.093
2021-11-05,55.7147
2021-11-06,55.7147
2021-11-07,55.7147
2021-11-08,55.4996
2021-11-09,55.1508
2021-11-10,55.9349
2021-11-11,56.0571
2021-11-12,55.6578
2021-11-13,55.6578
2021-11-14,55.6578
2021-11-15,57.1729
2021-11-16,55.7363
2021-11-17,52.9634
2021-11-18,53.1345
2021-11-19,50.5481
2021-11-20,50.5481
2021-11-21,50.5481
2021-11-22,52.5677
2021-11-23,54.6024
2021-11-24,53.3602
2021-11-25,53.3602
2021-11-26,45.9872
2021-11-27,45.9872
2021-11-28,45.9872
2021-11-29,45.3277
2021-11-30,43.1596
2021-12-01,43.6832
2021-12-02,49.0113
2021-12-03,45.636
2021-12-04,45.636
2021-12-05,45.636
2021-12-06,50.5831
2021-12-07,49.1496
2021-12-08,48.7815
2021-12-09,47.9386
2021-12-10,49.0651
2021-12-11,49.0651
2021-12-12,49.0651
2021-12-13,46.8115
2021-12-14,47.7601
2021-12-15,49.0449
2021-12-16,48.4585
2021-12-17,46.1045
2021-12-18,46.1045
2021-12-19,46.1045
2021-12-20,45.2016
2021-12-21,48.4951
2021-12-22,49.2758
2021-12-23,50.3348
2021-12-24,50.3348
2021-12-25,50.3348
2021-12-26,50.3348
2021-12-27,51.5055
2021-12-28,51.6142
2021-12-29,51.8533
2021-12-30,51.0699
2021-12-31,50.858
2022-01-01,50.858
2022-01-02,50.858
2022-01-03,53.7536
2022-01-04,55.7275
2022-01-05,55.8342
2022-01-06,59.0554
2022-01-07,61.2764
2022-01-08,61.2764
2022-01-09,61.2764
2022-01-10,61.5334
2022-01-11,61.1556
2022-01-12,61.2513
2022-01-13,62.2279
2022-01-14,62.6802
2022-01-15,62.6802
2022-01-16,62.6802
2022-01-17,62.6802
2022-01-18,62.1437
2022-01-19,57.3322
2022-01-20,54.9887
2022-01-21,53.4494
2022-01-22,53.4494
2022-01-23,53.4494
2022-01-24,55.0636
2022-01-25,54.4064
2022-01-26,51.4424
2022-01-27,49.6438
2022-01-28,49.7173
2022-01-29,49.7173
2022-01-30,49.7173
2022-01-31,50.4466
2022-02-01,51.51
2022-02-02,49.1918
2022-02-03,49.5413
2022-02-04,51.1816
2022-02-05,51.1816
2022-02-06,51.1816
2022-02-07,50.8396
2022-02-08,54.6726
2022-02-09,52.8289
2022-02-10,53.2277
2022-02-11,52.9331
2022-02-12,52.9331
2022-02-13,52.9331
2022-02-14,52.7175
2022-02-15,54.9572
2022-02-16,53.971
2022-02-17,50.2405
2022-02-18,51.9015
2022-02-19,51.9015
2022-02-20,51.9015
2022-02-21,51.9015
2022-02-22,51.5872
2022-02-23,49.3406
2022-02-24,45.6956
2022-02-25,51.9671
2022-02-26,51.9671
2022-02-27,51.9671
2022-02-28,51.0348
2022-03-01,45.4357
2022-03-02,50.2333
2022-03-03,49.5461
2022-03-04,44.9459
2022-03-05,44.9459
2022-03-06,44.9459
2022-03-07,42.4671
2022-03-08,41.9604
2022-03-09,45.3498
2022-03-10,45.999
2022-03-11,48.5291
2022-03-12,48.5291
2022-03-13,48.5291
2022-03-14,48.092
2022-03-15,48.3646
2022-03-16,51.9143
2022-03-17,50.7122
2022-03-18,50.6177
2022-03-19,50.6177
2022-03-20,50.6177
2022-03-21,51.0579
2022-03-22,51.4417
2022-03-23,48.2606
2022-03-24,48.6313
2022-03-25,52.3557
2022-03-26,52.3557
2022-03-27,52.3557
2022-03-28,51.3921
2022-03-29,53.2934
2022-03-30,49.363
2022-03-31,48.4242
2022-04-01,46.8773
2022-04-02,46.8773
2022-04-03,46.8773
2022-04-04,46.1297
2022-04-05,44.9519
2022-04-06,43.6979
2022-04-07,41.9245
2022-04-08,41.5325
2022-04-09,41.5325
2022-04-10,41.5325
2022-04-11,40.8378
2022-04-12,39.8244
2022-04-13,42.6883
2022-04-14,41.8141
2022-04-15,41.8141
2022-04-16,41.8141
2022-04-17,41.8141
2022-04-18,41.2503
2022-04-19,45.9786
2022-04-20,47.0155
2022-04-21,45.9334
2022-04-22,41.693
2022-04-23,41.693
2022-04-24,41.693
2022-04-25,42.6276
2022-04-26,40.3329
2022-04-27,39.751
2022-04-28,41.0328
2022-04-29,38.1272
2022-04-30,38.1272
2022-05-01,38.1272
2022-05-02,39.0509
2022-05-03,40.2242
2022-05-04,44.3313
2022-05-05,41.7573
2022-05-06,40.6243
2022-05-07,40.6243
2022-05-08,40.6243
2022-05-09,41.1867
2022-05-10,40.4578
2022-05-11,39.8185
2022-05-12,41.3899
2022-05-13,41.4478
2022-05-14,41.4478
2022-05-15,41.4478
2022-05-16,42.0397
2022-05-17,46.4631
2022-05-18,44.6057
2022-05-19,42.8889
2022-05-20,43.1694
2022-05-21,43.1694
2022-05-22,43.1694
2022-05-23,46.1603
2022-05-24,47.2976
2022-05-25,47.4389
2022-05-26,48.9956
2022-05-27,51.6456
2022-05-28,51.6456
2022-05-29,51.6456
2022-05-30,51.6456
2022-05-31,51.8116
2022-06-01,49.5416
2022-06-02,52.1953
2022-06-03,51.2252
2022-06-04,51.2252
2022-06-05,51.2252
2022-06-06,51.2073
2022-06-07,51.7653
2022-06-08,49.4438
2022-06-09,46.1402
2022-06-10,44.3419
2022-06-11,44.3419
2022-06-12,44.3419
2022-06-13,42.3239
2022-06-14,41.7174
2022-06-15,41.779
2022-06-16,38.9516
2022-06-17,39.3357
2022-06-18,39.3357
2022-06-19,39.3357
2022-06-20,39.3357
2022-06-21,44.3103
2022-06-22,44.5768
2022-06-23,44.0473
2022-06-24,51.2533
2022-06-25,51.2533
2022-06-26,51.2533
2022-06-27,49.2326
2022-06-28,48.3868
2022-06-29,45.9664
2022-06-30,45.7445
2022-07-01,48.2597
2022-07-02,48.2597
2022-07-03,48.2597
2022-07-04,48.2597
2022-07-05,47.5567
2022-07-06,47.6619
2022-07-07,49.0704
2022-07-08,48.43
2022-07-09,48.43
2022-07-10,48.43
2022-07-11,46.8326
2022-07-12,46.1115
2022-07-13,43.4382
2022-07-14,41.8297
2022-07-15,45.6498
2022-07-16,45.6498
2022-07-17,45.6498
2022-07-18,46.4681
2022-07-19,49.8037
2022-07-20,50.908
2022-07-21,51.2063
2022-07-22,51.2574
2022-07-23,51.2574
2022-07-24,51.2574
2022-07-25,53.6018
2022-07-26,54.0104
2022-07-27,55.0745
2022-07-28,55.3213
2022-07-29,56.4917
2022-07-30,56.4917
2022-07-31,56.4917
2022-08-01,57.3383
2022-08-02,54.2311
2022-08-03,55.0985
2022-08-04,54.1207
2022-08-05,56.3865
2022-08-06,56.3865
2022-08-07,56.3865
2022-08-08,55.8927
2022-08-09,57.4513
2022-08-10,57.9799
2022-08-11,59.4142
2022-08-12,61.6457
2022-08-13,61.6457
2022-08-14,61.6457
2022-08-15,62.1651
2022-08-16,63.4101
2022-08-17,61.8738
2022-08-18,61.6743
2022-08-19,60.2921
2022-08-20,60.2921
2022-08-21,60.2921
2022-08-22,55.3245
2022-08-23,53.5876
2022-08-24,52.3083
2022-08-25,53.895
2022-08-26,50.5582
2022-08-27,50.5582
2022-08-28,50.5582
2022-08-29,48.8313
2022-08-30,48.9929
2022-08-31,49.0969
2022-09-01,48.8292
2022-09-02,47.6709
2022-09-03,47.6709
2022-09-04,47.6709
2022-09-05,47.6709
2022-09-06,45.7465
2022-09-07,48.6504
2022-09-08,51.068
2022-09-09,52.3094
2022-09-10,52.3094
2022-09-11,52.3094
2022-09-12,53.3752
2022-09-13,49.7143
2022-09-14,51.0078
2022-09-15,52.1808
2022-09-16,51.8976
2022-09-17,51.8976
2022-09-18,51.8976
2022-09-19,54.1361
2022-09-20,55.0739
2022-09-21,51.5364
2022-09-22,48.9974
2022-09-23,48.1076
2022-09-24,48.1076
2022-09-25,48.1076
2022-09-26,46.7417
2022-09-27,43.5612
2022-09-28,45.1154
2022-09-29,44.9508
2022-09-30,45.4994
2022-10-01,45.4994
2022-10-02,45.4994
2022-10-03,48.716
2022-10-04,54.6852
2022-10-05,53.9632
2022-10-06,53.2362
2022-10-07,46.9701
2022-10-08,46.9701
2022-10-09,46.9701
2022-10-10,46.6985
2022-10-11,45.2276
2022-10-12,44.7251
2022-10-13,49.4331
2022-10-14,48.2265
2022-10-15,48.2265
2022-10-16,48.2265
2022-10-17,51.7738
2022-10-18,52.2453
2022-10-19,49.8675
2022-10-20,46.4235
2022-10-21,45.9813
2022-10-22,45.9813
2022-10-23,45.9813
2022-10-24,39.4429
2022-10-25,40.575
2022-10-26,44.1683
2022-10-27,44.4593
2022-10-28,47.2367
2022-10-29,47.2367
2022-10-30,47.2367
2022-10-31,48.0303
2022-11-01,47.8026
2022-11-02,47.4459
2022-11-03,45.3017
2022-11-04,48.6394
2022-11-05,48.6394
2022-11-06,48.6394
2022-11-07,48.174
2022-11-08,48.4969
2022-11-09,47.7358
2022-11-10,55.4067
2022-11-11,56.4425
2022-11-12,56.4425
2022-11-13,56.4425
2022-11-14,56.5229
2022-11-15,55.7777
2022-11-16,52.99
2022-11-17,51.7997
2022-11-18,53.0277
2022-11-19,53.0277
2022-11-20,53.0277
2022-11-21,53.7944
2022-11-22,55.5175
2022-11-23,56.2247
2022-11-24,56.2247
2022-11-25,58.0011
2022-11-26,58.0011
2022-11-27,58.0011
2022-11-28,53.9063
2022-11-29,53.1168
2022-11-30,54.9992
2022-12-01,55.7517
2022-12-02,56.7023
2022-12-03,56.7023
2022-12-04,56.7023
2022-12-05,50.2397
2022-12-06,49.6119
2022-12-07,48.9026
2022-12-08,49.7904
2022-12-09,49.053
2022-12-10,49.053
2022-12-11,49.053
2022-12-12,50.727
2022-12-13,49.994
2022-12-14,47.2034
2022-12-15,45.1793
2022-12-16,45.2333
2022-12-17,45.2333
2022-12-18,45.2333
2022-12-19,45.0497
2022-12-20,45.9945
2022-12-21,48.6606
2022-12-22,48.491
2022-12-23,49.0241
2022-12-24,49.0241
2022-12-25,49.0241
2022-12-26,49.0241
2022-12-27,49.3048
2022-12-28,48.404
2022-12-29,50.8315
2022-12-30,50.486
2022-12-31,50.486
2023-01-01,50.486
2023-01-02,50.486
2023-01-03,50.7936
2023-01-04,50.03
2023-01-05,49.4032
2023-01-06,54.9078
2023-01-07,54.9078
2023-01-08,54.9078
2023-01-09,54.9945
2023-01-10,56.2312
2023-01-11,56.4578
2023-01-12,56.3649
2023-01-13,55.8892
2023-01-14,55.8892
2023-01-15,55.8892
2023-01-16,55.8892
2023-01-17,54.9774
2023-01-18,48.7999
2023-01-19,47.5774
2023-01-20,51.1539
2023-01-21,51.1539
2023-01-22,51.1539
2023-01-23,45.0141
2023-01-24,44.3735
2023-01-25,44.4144
2023-01-26,44.4356
2023-01-27,46.3359
2023-01-28,46.3359
2023-01-29,46.3359
2023-01-30,46.6713
2023-01-31,48.1791
2023-02-01,48.9873
2023-02-02,52.3023
2023-02-03,54.2781
2023-02-04,54.2781
2023-02-05,54.2781
2023-02-06,51.0379
2023-02-07,52.6463
2023-02-08,50.4824
2023-02-09,48.2639
2023-02-10,48.0817
2023-02-11,48.0817
2023-02-12,48.0817
2023-02-13,49.5396
2023-02-14,48.6047
2023-02-15,50.2115
2023-02-16,47.4635
2023-02-17,47.1872
2023-02-18,47.1872
2023-02-19,47.1872
2023-02-20,47.1872
2023-02-21,44.8119
2023-02-22,44.4437
2023-02-23,45.675
2023-02-24,45.9406
2023-02-25,45.9406
2023-02-26,45.9406
2023-02-27,46.2606
2023-02-28,46.9568
2023-03-01,46.5204
2023-03-02,45.4386
2023-03-03,46.7684
2023-03-04,46.7684
2023-03-05,46.7684
2023-03-06,44.7821
2023-03-07,43.3778
2023-03-08,43.1777
2023-03-09,34.3441
2023-03-10,29.5318
2023-03-11,29.5318
2023-03-12,29.5318
2023-03-13,21.001
2023-03-14,20.6507
2023-03-15,18.9245
2023-03-16,27.9889
2023-03-17,27.0051
2023-03-18,27.0051
2023-03-19,27.0051
