,AVA US Equity
2023-03-23,46.0451
2023-03-24,50.6654
2023-03-25,50.6654
2023-03-26,50.6654
2023-03-27,52.0603
2023-03-28,51.9927
2023-03-29,53.7626
2023-03-30,54.222
2023-03-31,54.7492
2023-04-01,54.7492
2023-04-02,54.7492
2023-04-03,53.7696
2023-04-04,54.3224
2023-04-05,58.1587
2023-04-06,59.1447
2023-04-07,59.1447
2023-04-08,59.1447
2023-04-09,59.1447
2023-04-10,59.2865
2023-04-11,60.8873
2023-04-12,60.6709
2023-04-13,59.4894
2023-04-14,55.2439
2023-04-15,55.2439
2023-04-16,55.2439
2023-04-17,56.971
2023-04-18,56.2492
2023-04-19,56.7531
2023-04-20,58.155
2023-04-21,59.4543
2023-04-22,59.4543
2023-04-23,59.4543
2023-04-24,59.545
2023-04-25,58.9541
2023-04-26,55.1641
2023-04-27,58.1399
2023-04-28,55.8712
2023-04-29,55.8712
2023-04-30,55.8712
2023-05-01,56.0326
2023-05-02,54.0298
2023-05-03,54.1337
2023-05-04,56.0833
2023-05-05,57.0443
2023-05-06,57.0443
2023-05-07,57.0443
2023-05-08,56.4713
2023-05-09,56.0234
2023-05-10,56.558
2023-05-11,53.55
2023-05-12,54.4844
2023-05-13,54.4844
2023-05-14,54.4844
2023-05-15,52.8139
2023-05-16,50.2551
2023-05-17,49.2039
2023-05-18,48.2011
2023-05-19,47.838
2023-05-20,47.838
2023-05-21,47.838
2023-05-22,48.1969
2023-05-23,48.6536
2023-05-24,46.0893
2023-05-25,45.9232
2023-05-26,45.2488
2023-05-27,45.2488
2023-05-28,45.2488
2023-05-29,45.2488
2023-05-30,46.5679
2023-05-31,45.478
2023-06-01,43.02
2023-06-02,47.082
2023-06-03,47.082
2023-06-04,47.082
2023-06-05,45.2686
2023-06-06,45.8569
2023-06-07,50.9482
2023-06-08,49.9929
2023-06-09,48.3311
2023-06-10,48.3311
2023-06-11,48.3311
2023-06-12,45.2958
2023-06-13,43.2618
2023-06-14,41.4417
2023-06-15,42.1677
2023-06-16,43.6142
2023-06-17,43.6142
2023-06-18,43.6142
2023-06-19,43.6142
2023-06-20,42.2302
2023-06-21,42.2302
2023-06-22,40.2174
2023-06-23,36.9034
2023-06-24,36.9034
2023-06-25,36.9034
2023-06-26,39.1413
2023-06-27,40.1887
2023-06-28,40.5916
2023-06-29,42.0555
2023-06-30,41.4363
2023-07-01,41.4363
2023-07-02,41.4363
2023-07-03,40.7787
2023-07-04,40.7787
2023-07-05,41.0476
2023-07-06,39.2064
2023-07-07,35.0145
2023-07-08,35.0145
2023-07-09,35.0145
2023-07-10,33.7137
2023-07-11,36.6876
2023-07-12,43.0329
2023-07-13,43.8705
2023-07-14,42.8081
2023-07-15,42.8081
2023-07-16,42.8081
2023-07-17,42.1943
2023-07-18,43.4524
2023-07-19,44.4256
2023-07-20,47.2008
2023-07-21,47.2448
2023-07-22,47.2448
2023-07-23,47.2448
2023-07-24,47.0422
2023-07-25,46.5467
2023-07-26,46.4203
2023-07-27,44.4227
2023-07-28,44.7303
2023-07-29,44.7303
2023-07-30,44.7303
2023-07-31,43.4051
2023-08-01,39.1664
2023-08-02,44.9269
2023-08-03,41.6815
2023-08-04,39.4318
2023-08-05,39.4318
2023-08-06,39.4318
2023-08-07,39.4794
2023-08-08,38.5701
2023-08-09,38.4438
2023-08-10,37.2449
2023-08-11,37.2133
2023-08-12,37.2133
2023-08-13,37.2133
2023-08-14,34.5739
2023-08-15,30.6683
2023-08-16,31.3063
2023-08-17,30.9825
2023-08-18,32.2101
2023-08-19,32.2101
2023-08-20,32.2101
2023-08-21,30.5735
2023-08-22,29.7905
2023-08-23,29.4492
2023-08-24,29.0072
2023-08-25,34.1746
2023-08-26,34.1746
2023-08-27,34.1746
2023-08-28,35.1406
2023-08-29,35.7368
2023-08-30,35.5218
2023-08-31,34.7194
2023-09-01,35.1276
2023-09-02,35.1276
2023-09-03,35.1276
2023-09-04,35.1276
2023-09-05,33.4877
2023-09-06,34.0287
2023-09-07,36.6354
2023-09-08,38.2977
2023-09-09,38.2977
2023-09-10,38.2977
2023-09-11,40.7378
2023-09-12,41.4456
2023-09-13,41.6121
2023-09-14,44.496
2023-09-15,45.0784
2023-09-16,45.0784
2023-09-17,45.0784
2023-09-18,43.4904
2023-09-19,43.4476
2023-09-20,43.1839
2023-09-21,40.9958
2023-09-22,40.5374
2023-09-23,40.5374
2023-09-24,40.5374
2023-09-25,39.3381
2023-09-26,35.9602
2023-09-27,34.9148
2023-09-28,34.0612
2023-09-29,35.8144
2023-09-30,35.8144
2023-10-01,35.8144
2023-10-02,31.626
2023-10-03,33.2413
2023-10-04,35.4264
2023-10-05,35.6081
2023-10-06,36.9538
2023-10-07,36.9538
2023-10-08,36.9538
2023-10-09,37.5674
2023-10-10,38.3739
2023-10-11,41.785
2023-10-12,40.2097
2023-10-13,42.3986
2023-10-14,42.3986
2023-10-15,42.3986
2023-10-16,44.6599
2023-10-17,44.4837
2023-10-18,42.6552
2023-10-19,40.1358
2023-10-20,38.0366
2023-10-21,38.0366
2023-10-22,38.0366
2023-10-23,36.6214
2023-10-24,38.4572
2023-10-25,39.3946
2023-10-26,42.669
2023-10-27,41.3926
2023-10-28,41.3926
2023-10-29,41.3926
2023-10-30,43.3643
2023-10-31,41.3648
2023-11-01,50.8777
2023-11-02,53.2728
2023-11-03,55.7905
2023-11-04,55.7905
2023-11-05,55.7905
2023-11-06,55.3498
2023-11-07,54.1116
2023-11-08,50.7951
2023-11-09,49.7177
2023-11-10,49.1584
2023-11-11,49.1584
2023-11-12,49.1584
2023-11-13,48.5132
2023-11-14,54.6682
2023-11-15,55.4937
2023-11-16,56.531
2023-11-17,56.9119
2023-11-18,56.9119
2023-11-19,56.9119
2023-11-20,56.1256
2023-11-21,54.9702
2023-11-22,55.3882
2023-11-23,55.3882
2023-11-24,55.1955
2023-11-25,55.1955
2023-11-26,55.1955
2023-11-27,53.5567
2023-11-28,52.8878
2023-11-29,51.3248
2023-11-30,51.4148
2023-12-01,55.5014
2023-12-02,55.5014
2023-12-03,55.5014
2023-12-04,56.5643
2023-12-05,54.4225
2023-12-06,56.2938
2023-12-07,55.9902
2023-12-08,55.8863
2023-12-09,55.8863
2023-12-10,55.8863
2023-12-11,55.4075
2023-12-12,55.626
2023-12-13,60.4381
2023-12-14,57.1775
2023-12-15,53.1872
2023-12-16,53.1872
2023-12-17,53.1872
2023-12-18,52.9077
2023-12-19,55.7538
2023-12-20,52.2997
2023-12-21,55.3162
2023-12-22,56.8526
2023-12-23,56.8526
2023-12-24,56.8526
2023-12-25,56.8526
2023-12-26,56.8056
2023-12-27,55.1551
2023-12-28,56.0607
2023-12-29,55.4334
2023-12-30,55.4334
2023-12-31,55.4334
2024-01-01,55.4334
2024-01-02,56.6305
2024-01-03,57.6553
2024-01-04,57.0357
2024-01-05,57.0754
2024-01-06,57.0754
2024-01-07,57.0754
2024-01-08,58.3516
2024-01-09,56.6105
2024-01-10,55.9627
2024-01-11,52.7864
2024-01-12,53.7218
2024-01-13,53.7218
2024-01-14,53.7218
2024-01-15,53.7218
2024-01-16,45.7701
2024-01-17,45.8633
2024-01-18,44.1003
2024-01-19,44.9755
2024-01-20,44.9755
2024-01-21,44.9755
2024-01-22,46.841
2024-01-23,47.8263
2024-01-24,44.3443
2024-01-25,46.8575
2024-01-26,46.2178
2024-01-27,46.2178
2024-01-28,46.2178
2024-01-29,48.1845
2024-01-30,47.8896
2024-01-31,47.333
2024-02-01,49.6162
2024-02-02,47.9062
2024-02-03,47.9062
2024-02-04,47.9062
2024-02-05,43.7836
2024-02-06,43.0397
2024-02-07,42.1506
2024-02-08,43.4595
2024-02-09,44.7527
2024-02-10,44.7527
2024-02-11,44.7527
2024-02-12,45.8371
2024-02-13,41.7174
2024-02-14,41.6089
2024-02-15,48.2445
2024-02-16,47.6955
2024-02-17,47.6955
2024-02-18,47.6955
2024-02-19,47.6955
2024-02-20,49.2736
2024-02-21,50.8892
2024-02-22,51.4506
2024-02-23,50.8712
2024-02-24,50.8712
2024-02-25,50.8712
2024-02-26,48.1529
2024-02-27,50.5398
2024-02-28,49.3017
2024-02-29,48.0833
2024-03-01,48.5819
2024-03-02,48.5819
2024-03-03,48.5819
2024-03-04,49.3144
2024-03-05,49.4541
2024-03-06,48.7135
2024-03-07,51.8817
2024-03-08,52.2408
2024-03-09,52.2408
2024-03-10,52.2408
2024-03-11,54.1859
2024-03-12,53.672
2024-03-13,52.7405
2024-03-14,50.14
2024-03-15,51.0994
2024-03-16,51.0994
2024-03-17,51.0994
2024-03-18,49.4269
2024-03-19,49.4772
2024-03-20,49.9919
2024-03-21,50.4617
2024-03-22,49.7631
2024-03-23,49.7631
2024-03-24,49.7631
2024-03-25,50.1475
2024-03-26,49.9217
2024-03-27,55.0519
2024-03-28,56.6459
2024-03-29,56.6459
2024-03-30,56.6459
2024-03-31,56.6459
2024-04-01,54.7553
2024-04-02,56.4017
2024-04-03,54.1311
2024-04-04,53.9009
2024-04-05,53.7826
2024-04-06,53.7826
2024-04-07,53.7826
2024-04-08,57.8067
