,VRTS US Equity
2023-03-17,38.7863
2023-03-18,38.7863
2023-03-19,38.7863
2023-03-20,38.3017
2023-03-21,41.7662
2023-03-22,40.1643
2023-03-23,39.276
2023-03-24,38.9242
2023-03-25,38.9242
2023-03-26,38.9242
2023-03-27,42.4999
2023-03-28,42.6909
2023-03-29,43.7332
2023-03-30,44.4566
2023-03-31,49.1188
2023-04-01,49.1188
2023-04-02,49.1188
2023-04-03,47.1234
2023-04-04,45.7251
2023-04-05,45.085
2023-04-06,44.8709
2023-04-07,44.8709
2023-04-08,44.8709
2023-04-09,44.8709
2023-04-10,45.2999
2023-04-11,46.7325
2023-04-12,45.7698
2023-04-13,46.4898
2023-04-14,47.4107
2023-04-15,47.4107
2023-04-16,47.4107
2023-04-17,49.0576
2023-04-18,48.9702
2023-04-19,49.5426
2023-04-20,48.8976
2023-04-21,49.7975
2023-04-22,49.7975
2023-04-23,49.7975
2023-04-24,49.0156
2023-04-25,46.3537
2023-04-26,44.4664
2023-04-27,45.5072
2023-04-28,47.7458
2023-04-29,47.7458
2023-04-30,47.7458
2023-05-01,44.9042
2023-05-02,44.4791
2023-05-03,43.5542
2023-05-04,41.0669
2023-05-05,41.9538
2023-05-06,41.9538
2023-05-07,41.9538
2023-05-08,41.218
2023-05-09,41.5877
2023-05-10,43.1593
2023-05-11,43.8155
2023-05-12,43.9406
2023-05-13,43.9406
2023-05-14,43.9406
2023-05-15,45.8013
2023-05-16,44.494
2023-05-17,48.4513
2023-05-18,51.0126
2023-05-19,51.1674
2023-05-20,51.1674
2023-05-21,51.1674
2023-05-22,52.176
2023-05-23,53.6123
2023-05-24,51.916
2023-05-25,53.9267
2023-05-26,56.5436
2023-05-27,56.5436
2023-05-28,56.5436
2023-05-29,56.5436
2023-05-30,56.8551
2023-05-31,54.2437
2023-06-01,56.1826
2023-06-02,59.4315
2023-06-03,59.4315
2023-06-04,59.4315
2023-06-05,57.6277
2023-06-06,60.9926
2023-06-07,63.176
2023-06-08,62.1966
2023-06-09,61.5655
2023-06-10,61.5655
2023-06-11,61.5655
2023-06-12,62.5351
2023-06-13,63.4094
2023-06-14,61.3941
2023-06-15,62.7683
2023-06-16,60.3912
2023-06-17,60.3912
2023-06-18,60.3912
2023-06-19,60.3912
2023-06-20,58.464
2023-06-21,56.1087
2023-06-22,53.2961
2023-06-23,51.8347
2023-06-24,51.8347
2023-06-25,51.8347
2023-06-26,51.9739
2023-06-27,53.5608
2023-06-28,52.7439
2023-06-29,53.393
2023-06-30,51.8895
2023-07-01,51.8895
2023-07-02,51.8895
2023-07-03,52.9091
2023-07-04,52.9091
2023-07-05,51.135
2023-07-06,49.1203
2023-07-07,49.4269
2023-07-08,49.4269
2023-07-09,49.4269
2023-07-10,50.4341
2023-07-11,51.7501
2023-07-12,53.9019
2023-07-13,56.1303
2023-07-14,56.6031
2023-07-15,56.6031
2023-07-16,56.6031
2023-07-17,57.2504
2023-07-18,61.2165
2023-07-19,61.26
2023-07-20,61.3184
2023-07-21,59.9606
2023-07-22,59.9606
2023-07-23,59.9606
2023-07-24,61.719
2023-07-25,60.5504
2023-07-26,60.4621
2023-07-27,56.2032
2023-07-28,51.5622
2023-07-29,51.5622
2023-07-30,51.5622
2023-07-31,53.6772
2023-08-01,53.4146
2023-08-02,52.1739
2023-08-03,52.6972
2023-08-04,53.6781
2023-08-05,53.6781
2023-08-06,53.6781
2023-08-07,55.8449
2023-08-08,53.2056
2023-08-09,51.6461
2023-08-10,51.1354
2023-08-11,49.8813
2023-08-12,49.8813
2023-08-13,49.8813
2023-08-14,49.2928
2023-08-15,46.7038
2023-08-16,47.0863
2023-08-17,50.2029
2023-08-18,48.33
2023-08-19,48.33
2023-08-20,48.33
2023-08-21,47.5279
2023-08-22,47.0175
2023-08-23,50.4607
2023-08-24,48.4564
2023-08-25,50.5673
2023-08-26,50.5673
2023-08-27,50.5673
2023-08-28,51.9174
2023-08-29,52.622
2023-08-30,52.8957
2023-08-31,54.3027
2023-09-01,56.2862
2023-09-02,56.2862
2023-09-03,56.2862
2023-09-04,56.2862
2023-09-05,50.8178
2023-09-06,50.1053
2023-09-07,49.509
2023-09-08,49.6734
2023-09-09,49.6734
2023-09-10,49.6734
2023-09-11,49.5066
2023-09-12,50.7563
2023-09-13,50.7629
2023-09-14,53.0531
2023-09-15,53.8525
2023-09-16,53.8525
2023-09-17,53.8525
2023-09-18,52.2457
2023-09-19,52.5783
2023-09-20,51.3281
2023-09-21,50.0816
2023-09-22,49.5285
2023-09-23,49.5285
2023-09-24,49.5285
2023-09-25,51.137
2023-09-26,47.8051
2023-09-27,48.9714
2023-09-28,50.6709
2023-09-29,50.3963
2023-09-30,50.3963
2023-10-01,50.3963
2023-10-02,47.8795
2023-10-03,43.3546
2023-10-04,43.5906
2023-10-05,45.1968
2023-10-06,44.5662
2023-10-07,44.5662
2023-10-08,44.5662
2023-10-09,45.0518
2023-10-10,44.6873
2023-10-11,42.8734
2023-10-12,40.3768
2023-10-13,37.8048
2023-10-14,37.8048
2023-10-15,37.8048
2023-10-16,38.3506
2023-10-17,37.9385
2023-10-18,35.7291
2023-10-19,33.2154
2023-10-20,32.5557
2023-10-21,32.5557
2023-10-22,32.5557
2023-10-23,32.624
2023-10-24,33.8213
2023-10-25,33.2108
2023-10-26,35.7112
2023-10-27,36.1917
2023-10-28,36.1917
2023-10-29,36.1917
2023-10-30,43.0836
2023-10-31,46.6345
2023-11-01,48.6155
2023-11-02,53.4967
2023-11-03,57.3161
2023-11-04,57.3161
2023-11-05,57.3161
2023-11-06,56.1657
2023-11-07,52.9042
2023-11-08,52.4068
2023-11-09,51.8362
2023-11-10,52.0059
2023-11-11,52.0059
2023-11-12,52.0059
2023-11-13,51.4228
2023-11-14,57.914
2023-11-15,56.8723
2023-11-16,54.0458
2023-11-17,54.6787
2023-11-18,54.6787
2023-11-19,54.6787
2023-11-20,53.9777
2023-11-21,51.202
2023-11-22,52.4985
2023-11-23,52.4985
2023-11-24,53.706
2023-11-25,53.706
2023-11-26,53.706
2023-11-27,51.1409
2023-11-28,49.7209
2023-11-29,51.674
2023-11-30,52.0197
2023-12-01,55.2762
2023-12-02,55.2762
2023-12-03,55.2762
2023-12-04,56.9725
2023-12-05,55.3723
2023-12-06,55.9516
2023-12-07,57.8798
2023-12-08,57.6973
2023-12-09,57.6973
2023-12-10,57.6973
2023-12-11,56.728
2023-12-12,58.2992
2023-12-13,62.766
2023-12-14,66.3098
2023-12-15,62.232
2023-12-16,62.232
2023-12-17,62.232
2023-12-18,60.9199
2023-12-19,64.3763
2023-12-20,67.5641
2023-12-21,67.3154
2023-12-22,68.8602
2023-12-23,68.8602
2023-12-24,68.8602
2023-12-25,68.8602
2023-12-26,69.7412
2023-12-27,70.4051
2023-12-28,70.9182
2023-12-29,67.1503
2023-12-30,67.1503
2023-12-31,67.1503
2024-01-01,67.1503
2024-01-02,63.1721
2024-01-03,59.3062
2024-01-04,62.5464
2024-01-05,60.413
2024-01-06,60.413
2024-01-07,60.413
2024-01-08,61.9084
2024-01-09,59.1457
2024-01-10,59.0813
2024-01-11,58.8217
2024-01-12,60.4952
2024-01-13,60.4952
2024-01-14,60.4952
2024-01-15,60.4952
2024-01-16,56.8142
2024-01-17,56.2269
2024-01-18,57.2792
2024-01-19,60.4368
2024-01-20,60.4368
2024-01-21,60.4368
2024-01-22,62.0287
2024-01-23,60.9447
2024-01-24,59.9667
2024-01-25,61.3064
2024-01-26,61.7812
2024-01-27,61.7812
2024-01-28,61.7812
2024-01-29,62.046
2024-01-30,61.0356
2024-01-31,56.9536
2024-02-01,58.2298
2024-02-02,53.8457
2024-02-03,53.8457
2024-02-04,53.8457
2024-02-05,54.496
2024-02-06,53.217
2024-02-07,54.1732
2024-02-08,53.9334
2024-02-09,55.0361
2024-02-10,55.0361
2024-02-11,55.0361
2024-02-12,56.7471
2024-02-13,51.5932
2024-02-14,52.8845
2024-02-15,54.9646
2024-02-16,53.6496
2024-02-17,53.6496
2024-02-18,53.6496
2024-02-19,53.6496
2024-02-20,52.762
2024-02-21,51.9949
2024-02-22,54.2168
2024-02-23,54.5182
2024-02-24,54.5182
2024-02-25,54.5182
2024-02-26,52.1028
2024-02-27,52.3757
2024-02-28,50.9278
2024-02-29,52.6749
2024-03-01,54.488
2024-03-02,54.488
2024-03-03,54.488
2024-03-04,49.9086
2024-03-05,49.8647
2024-03-06,57.7451
2024-03-07,58.6845
2024-03-08,59.5181
2024-03-09,59.5181
2024-03-10,59.5181
2024-03-11,58.7536
2024-03-12,57.8042
2024-03-13,54.9309
2024-03-14,51.2719
2024-03-15,50.08
2024-03-16,50.08
2024-03-17,50.08
2024-03-18,50.098
2024-03-19,51.2779
2024-03-20,53.9632
2024-03-21,56.2942
2024-03-22,55.0173
2024-03-23,55.0173
2024-03-24,55.0173
2024-03-25,55.185
2024-03-26,52.967
2024-03-27,56.333
2024-03-28,56.4776
2024-03-29,56.4776
2024-03-30,56.4776
2024-03-31,56.4776
2024-04-01,53.4977
2024-04-02,53.7075
2024-04-03,54.577
2024-04-04,52.6508
2024-04-05,52.9755
2024-04-06,52.9755
2024-04-07,52.9755
2024-04-08,52.0946
