,RHP US Equity
2021-08-26,50.2619
2021-08-27,54.6222
2021-08-28,54.6222
2021-08-29,54.6222
2021-08-30,53.1176
2021-08-31,55.176
2021-09-01,55.9003
2021-09-02,54.7368
2021-09-03,54.3054
2021-09-04,54.3054
2021-09-05,54.3054
2021-09-06,54.3054
2021-09-07,52.876
2021-09-08,50.7168
2021-09-09,49.1875
2021-09-10,47.7892
2021-09-11,47.7892
2021-09-12,47.7892
2021-09-13,52.7356
2021-09-14,53.9842
2021-09-15,54.1805
2021-09-16,54.685
2021-09-17,55.4039
2021-09-18,55.4039
2021-09-19,55.4039
2021-09-20,54.8993
2021-09-21,55.1308
2021-09-22,56.6807
2021-09-23,55.516
2021-09-24,57.5962
2021-09-25,57.5962
2021-09-26,57.5962
2021-09-27,58.7645
2021-09-28,56.6256
2021-09-29,56.5342
2021-09-30,53.3762
2021-10-01,56.5832
2021-10-02,56.5832
2021-10-03,56.5832
2021-10-04,54.9668
2021-10-05,54.5974
2021-10-06,54.8277
2021-10-07,55.0636
2021-10-08,55.6407
2021-10-09,55.6407
2021-10-10,55.6407
2021-10-11,55.377
2021-10-12,55.3484
2021-10-13,53.177
2021-10-14,53.0223
2021-10-15,52.7625
2021-10-16,52.7625
2021-10-17,52.7625
2021-10-18,55.1499
2021-10-19,53.2923
2021-10-20,50.8861
2021-10-21,52.2047
2021-10-22,51.9191
2021-10-23,51.9191
2021-10-24,51.9191
2021-10-25,52.5633
2021-10-26,52.3969
2021-10-27,51.1778
2021-10-28,52.4928
2021-10-29,54.0513
2021-10-30,54.0513
2021-10-31,54.0513
2021-11-01,57.0085
2021-11-02,58.8779
2021-11-03,60.7135
2021-11-04,60.7473
2021-11-05,65.1119
2021-11-06,65.1119
2021-11-07,65.1119
2021-11-08,61.1765
2021-11-09,58.9284
2021-11-10,56.8425
2021-11-11,56.9898
2021-11-12,58.5653
2021-11-13,58.5653
2021-11-14,58.5653
2021-11-15,60.4084
2021-11-16,60.2311
2021-11-17,55.8253
2021-11-18,53.8038
2021-11-19,53.3674
2021-11-20,53.3674
2021-11-21,53.3674
2021-11-22,52.3472
2021-11-23,53.0436
2021-11-24,54.1477
2021-11-25,54.1477
2021-11-26,43.6434
2021-11-27,43.6434
2021-11-28,43.6434
2021-11-29,44.2612
2021-11-30,40.526
2021-12-01,37.9096
2021-12-02,42.3111
2021-12-03,40.8104
2021-12-04,40.8104
2021-12-05,40.8104
2021-12-06,45.2786
2021-12-07,46.4942
2021-12-08,47.8738
2021-12-09,49.5734
2021-12-10,46.9318
2021-12-11,46.9318
2021-12-12,46.9318
2021-12-13,45.8811
2021-12-14,45.3146
2021-12-15,45.8812
2021-12-16,44.7492
2021-12-17,46.9523
2021-12-18,46.9523
2021-12-19,46.9523
2021-12-20,46.922
2021-12-21,53.4192
2021-12-22,55.5265
2021-12-23,55.2843
2021-12-24,55.2843
2021-12-25,55.2843
2021-12-26,55.2843
2021-12-27,56.437
2021-12-28,56.3904
2021-12-29,57.2848
2021-12-30,56.9152
2021-12-31,57.7427
2022-01-01,57.7427
2022-01-02,57.7427
2022-01-03,58.3539
2022-01-04,58.9026
2022-01-05,54.109
2022-01-06,55.3455
2022-01-07,56.5659
2022-01-08,56.5659
2022-01-09,56.5659
2022-01-10,55.144
2022-01-11,56.828
2022-01-12,54.3825
2022-01-13,53.6111
2022-01-14,53.7384
2022-01-15,53.7384
2022-01-16,53.7384
2022-01-17,53.7384
2022-01-18,51.3806
2022-01-19,49.6162
2022-01-20,48.0224
2022-01-21,47.3248
2022-01-22,47.3248
2022-01-23,47.3248
2022-01-24,48.7432
2022-01-25,49.1704
2022-01-26,48.3955
2022-01-27,44.7165
2022-01-28,46.7957
2022-01-29,46.7957
2022-01-30,46.7957
2022-01-31,52.183
2022-02-01,51.1611
2022-02-02,48.8416
2022-02-03,48.0512
2022-02-04,49.3237
2022-02-05,49.3237
2022-02-06,49.3237
2022-02-07,52.0391
2022-02-08,54.1404
2022-02-09,55.8016
2022-02-10,55.5445
2022-02-11,51.1555
2022-02-12,51.1555
2022-02-13,51.1555
2022-02-14,49.9669
2022-02-15,54.7075
2022-02-16,56.9034
2022-02-17,56.1345
2022-02-18,54.3039
2022-02-19,54.3039
2022-02-20,54.3039
2022-02-21,54.3039
2022-02-22,52.8049
2022-02-23,49.874
2022-02-24,52.8304
2022-02-25,52.7369
2022-02-26,52.7369
2022-02-27,52.7369
2022-02-28,50.1481
2022-03-01,48.7069
2022-03-02,50.9344
2022-03-03,49.3644
2022-03-04,48.3809
2022-03-05,48.3809
2022-03-06,48.3809
2022-03-07,44.9563
2022-03-08,45.8503
2022-03-09,50.871
2022-03-10,52.7639
2022-03-11,51.5557
2022-03-12,51.5557
2022-03-13,51.5557
2022-03-14,51.0416
2022-03-15,51.9503
2022-03-16,53.5798
2022-03-17,52.8424
2022-03-18,53.3041
2022-03-19,53.3041
2022-03-20,53.3041
2022-03-21,51.4389
2022-03-22,51.7995
2022-03-23,49.9933
2022-03-24,50.6985
2022-03-25,52.9659
2022-03-26,52.9659
2022-03-27,52.9659
2022-03-28,54.4855
2022-03-29,58.2288
2022-03-30,55.8688
2022-03-31,53.4993
2022-04-01,54.8891
2022-04-02,54.8891
2022-04-03,54.8891
2022-04-04,53.5274
2022-04-05,53.4219
2022-04-06,51.7348
2022-04-07,48.9464
2022-04-08,46.7597
2022-04-09,46.7597
2022-04-10,46.7597
2022-04-11,47.72
2022-04-12,50.1693
2022-04-13,54.9625
2022-04-14,54.9875
2022-04-15,54.9875
2022-04-16,54.9875
2022-04-17,54.9875
2022-04-18,54.21
2022-04-19,57.4698
2022-04-20,57.8724
2022-04-21,55.5575
2022-04-22,53.6742
2022-04-23,53.6742
2022-04-24,53.6742
2022-04-25,55.5302
2022-04-26,52.8497
2022-04-27,54.1732
2022-04-28,55.6922
2022-04-29,51.7189
2022-04-30,51.7189
2022-05-01,51.7189
2022-05-02,51.139
2022-05-03,51.4962
2022-05-04,52.0044
2022-05-05,50.3006
2022-05-06,50.3199
2022-05-07,50.3199
2022-05-08,50.3199
2022-05-09,43.3262
2022-05-10,45.8751
2022-05-11,44.419
2022-05-12,44.255
2022-05-13,47.6996
2022-05-14,47.6996
2022-05-15,47.6996
2022-05-16,47.6323
2022-05-17,51.2681
2022-05-18,48.1879
2022-05-19,46.8987
2022-05-20,43.7616
2022-05-21,43.7616
2022-05-22,43.7616
2022-05-23,43.5161
2022-05-24,42.3803
2022-05-25,45.4392
2022-05-26,47.8045
2022-05-27,50.3616
2022-05-28,50.3616
2022-05-29,50.3616
2022-05-30,50.3616
2022-05-31,49.8385
2022-06-01,54.1849
2022-06-02,54.5168
2022-06-03,54.1463
2022-06-04,54.1463
2022-06-05,54.1463
2022-06-06,54.2611
2022-06-07,55.3863
2022-06-08,54.1683
2022-06-09,50.0386
2022-06-10,46.3445
2022-06-11,46.3445
2022-06-12,46.3445
2022-06-13,41.3803
2022-06-14,42.4616
2022-06-15,45.4988
2022-06-16,41.5358
2022-06-17,41.1608
2022-06-18,41.1608
2022-06-19,41.1608
2022-06-20,41.1608
2022-06-21,41.0959
2022-06-22,39.4961
2022-06-23,39.2414
2022-06-24,43.0817
2022-06-25,43.0817
2022-06-26,43.0817
2022-06-27,43.3894
2022-06-28,43.2261
2022-06-29,42.2389
2022-06-30,42.1858
2022-07-01,42.4946
2022-07-02,42.4946
2022-07-03,42.4946
2022-07-04,42.4946
2022-07-05,43.0004
2022-07-06,41.7322
2022-07-07,43.277
2022-07-08,42.0365
2022-07-09,42.0365
2022-07-10,42.0365
2022-07-11,41.7525
2022-07-12,43.198
2022-07-13,44.2167
2022-07-14,43.3488
2022-07-15,45.6859
2022-07-16,45.6859
2022-07-17,45.6859
2022-07-18,47.6866
2022-07-19,51.0899
2022-07-20,51.9791
2022-07-21,50.4554
2022-07-22,48.979
2022-07-23,48.979
2022-07-24,48.979
2022-07-25,50.6614
2022-07-26,49.7004
2022-07-27,51.7375
2022-07-28,54.3068
2022-07-29,54.7708
2022-07-30,54.7708
2022-07-31,54.7708
2022-08-01,54.7002
2022-08-02,53.3394
2022-08-03,53.0034
2022-08-04,52.6707
2022-08-05,52.3625
2022-08-06,52.3625
2022-08-07,52.3625
2022-08-08,53.4222
2022-08-09,53.928
2022-08-10,55.7169
2022-08-11,57.4709
2022-08-12,59.3201
2022-08-13,59.3201
2022-08-14,59.3201
2022-08-15,59.6777
2022-08-16,59.6864
2022-08-17,56.2594
2022-08-18,57.2033
2022-08-19,52.7819
2022-08-20,52.7819
2022-08-21,52.7819
2022-08-22,50.512
2022-08-23,50.2496
2022-08-24,51.8136
2022-08-25,54.3594
2022-08-26,50.1477
2022-08-27,50.1477
2022-08-28,50.1477
2022-08-29,48.3653
2022-08-30,47.4688
2022-08-31,46.1507
2022-09-01,45.3414
2022-09-02,44.4697
2022-09-03,44.4697
2022-09-04,44.4697
2022-09-05,44.4697
2022-09-06,44.5166
2022-09-07,50.3571
2022-09-08,49.5251
2022-09-09,50.9983
2022-09-10,50.9983
2022-09-11,50.9983
2022-09-12,52.926
2022-09-13,49.2892
2022-09-14,50.7519
2022-09-15,49.3768
2022-09-16,49.3768
2022-09-17,49.3768
2022-09-18,49.3768
2022-09-19,50.5044
2022-09-20,50.9666
2022-09-21,46.6778
2022-09-22,42.5417
2022-09-23,41.3523
2022-09-24,41.3523
2022-09-25,41.3523
2022-09-26,39.5815
2022-09-27,39.9484
2022-09-28,42.053
2022-09-29,39.9222
2022-09-30,40.6315
2022-10-01,40.6315
2022-10-02,40.6315
2022-10-03,42.5663
2022-10-04,45.4487
2022-10-05,45.512
2022-10-06,45.7509
2022-10-07,45.2564
2022-10-08,45.2564
2022-10-09,45.2564
2022-10-10,44.5978
2022-10-11,46.8167
2022-10-12,46.5187
2022-10-13,48.7681
2022-10-14,48.5253
2022-10-15,48.5253
2022-10-16,48.5253
2022-10-17,52.3455
2022-10-18,53.7731
2022-10-19,52.9189
2022-10-20,51.5743
2022-10-21,52.9563
2022-10-22,52.9563
2022-10-23,52.9563
2022-10-24,52.7106
2022-10-25,55.4114
2022-10-26,56.2023
2022-10-27,56.722
2022-10-28,56.9909
2022-10-29,56.9909
2022-10-30,56.9909
2022-10-31,57.0113
2022-11-01,56.9693
2022-11-02,52.2615
2022-11-03,50.9932
2022-11-04,51.5132
2022-11-05,51.5132
2022-11-06,51.5132
2022-11-07,52.0397
2022-11-08,52.8816
2022-11-09,50.6478
2022-11-10,56.526
2022-11-11,57.3257
2022-11-12,57.3257
2022-11-13,57.3257
2022-11-14,54.475
2022-11-15,55.6368
2022-11-16,55.4147
2022-11-17,54.8156
2022-11-18,56.9451
2022-11-19,56.9451
2022-11-20,56.9451
2022-11-21,56.8476
2022-11-22,57.9332
2022-11-23,54.4594
2022-11-24,54.4594
2022-11-25,56.3338
2022-11-26,56.3338
2022-11-27,56.3338
2022-11-28,53.1919
2022-11-29,54.7581
2022-11-30,56.5943
2022-12-01,55.7432
2022-12-02,54.6148
2022-12-03,54.6148
2022-12-04,54.6148
2022-12-05,51.2558
2022-12-06,51.9681
2022-12-07,51.2558
2022-12-08,52.9529
2022-12-09,52.9645
2022-12-10,52.9645
2022-12-11,52.9645
2022-12-12,54.5749
2022-12-13,54.2962
2022-12-14,52.1871
2022-12-15,50.4641
2022-12-16,50.2266
2022-12-17,50.2266
2022-12-18,50.2266
2022-12-19,47.944
2022-12-20,47.1382
2022-12-21,42.8537
2022-12-22,43.6173
2022-12-23,45.2728
2022-12-24,45.2728
2022-12-25,45.2728
2022-12-26,45.2728
2022-12-27,44.3894
2022-12-28,41.6982
2022-12-29,45.0018
2022-12-30,45.3195
2022-12-31,45.3195
2023-01-01,45.3195
2023-01-02,45.3195
2023-01-03,43.1124
2023-01-04,44.6827
2023-01-05,42.2277
2023-01-06,44.0295
2023-01-07,44.0295
2023-01-08,44.0295
2023-01-09,45.5662
2023-01-10,46.9387
2023-01-11,51.4572
2023-01-12,52.6936
2023-01-13,51.1584
2023-01-14,51.1584
2023-01-15,51.1584
2023-01-16,51.1584
2023-01-17,52.5422
2023-01-18,50.4903
2023-01-19,50.3424
2023-01-20,52.6959
2023-01-21,52.6959
2023-01-22,52.6959
2023-01-23,53.7097
2023-01-24,54.1257
2023-01-25,54.5832
2023-01-26,56.0594
2023-01-27,57.2038
2023-01-28,57.2038
2023-01-29,57.2038
2023-01-30,56.855
2023-01-31,59.3627
2023-02-01,58.766
2023-02-02,61.3866
2023-02-03,60.5836
2023-02-04,60.5836
2023-02-05,60.5836
2023-02-06,57.8138
2023-02-07,59.0609
2023-02-08,57.7897
2023-02-09,58.1646
2023-02-10,55.3304
2023-02-11,55.3304
2023-02-12,55.3304
2023-02-13,57.4851
2023-02-14,57.8264
2023-02-15,57.3501
2023-02-16,52.9726
2023-02-17,51.114
2023-02-18,51.114
2023-02-19,51.114
2023-02-20,51.114
2023-02-21,50.1363
2023-02-22,50.4766
2023-02-23,52.7577
2023-02-24,54.9304
2023-02-25,54.9304
2023-02-26,54.9304
2023-02-27,56.864
2023-02-28,55.4155
2023-03-01,56.9288
2023-03-02,58.5656
2023-03-03,58.7234
2023-03-04,58.7234
2023-03-05,58.7234
2023-03-06,59.2281
2023-03-07,57.3965
2023-03-08,58.8092
2023-03-09,52.8524
2023-03-10,50.0238
2023-03-11,50.0238
2023-03-12,50.0238
2023-03-13,47.3055
2023-03-14,48.8419
2023-03-15,46.9071
2023-03-16,47.6578
2023-03-17,43.5303
