,WAL US Equity
2020-11-11,66.9237
2020-11-12,65.994
2020-11-13,67.2084
2020-11-14,67.2084
2020-11-15,67.2084
2020-11-16,69.4722
2020-11-17,68.5262
2020-11-18,67.2508
2020-11-19,67.616
2020-11-20,66.5856
2020-11-21,66.5856
2020-11-22,66.5856
2020-11-23,65.4599
2020-11-24,68.4908
2020-11-25,66.7824
2020-11-26,66.7824
2020-11-27,65.6172
2020-11-28,65.6172
2020-11-29,65.6172
2020-11-30,60.0767
2020-12-01,61.1962
2020-12-02,62.5733
2020-12-03,63.426
2020-12-04,64.5496
2020-12-05,64.5496
2020-12-06,64.5496
2020-12-07,64.6457
2020-12-08,63.8936
2020-12-09,65.0163
2020-12-10,66.7359
2020-12-11,66.3051
2020-12-12,66.3051
2020-12-13,66.3051
2020-12-14,66.6441
2020-12-15,67.7655
2020-12-16,67.7655
2020-12-17,66.4977
2020-12-18,65.4959
2020-12-19,65.4959
2020-12-20,65.4959
2020-12-21,66.1948
2020-12-22,65.7918
2020-12-23,67.4428
2020-12-24,66.1265
2020-12-25,66.1265
2020-12-26,66.1265
2020-12-27,66.1265
2020-12-28,66.6563
2020-12-29,64.7786
2020-12-30,65.3538
2020-12-31,65.174
2021-01-01,65.174
2021-01-02,65.174
2021-01-03,65.174
2021-01-04,63.1305
2021-01-05,64.0905
2021-01-06,70.5782
2021-01-07,71.8548
2021-01-08,69.8762
2021-01-09,69.8762
2021-01-10,69.8762
2021-01-11,71.7509
2021-01-12,72.8139
2021-01-13,72.348
2021-01-14,74.3897
2021-01-15,70.125
2021-01-16,70.125
2021-01-17,70.125
2021-01-18,70.125
2021-01-19,70.4078
2021-01-20,70.9516
2021-01-21,67.1607
2021-01-22,68.779
2021-01-23,68.779
2021-01-24,68.779
2021-01-25,68.279
2021-01-26,65.6399
2021-01-27,64.1633
2021-01-28,64.6263
2021-01-29,62.744
2021-01-30,62.744
2021-01-31,62.744
2021-02-01,65.0386
2021-02-02,66.9436
2021-02-03,66.7923
2021-02-04,67.8361
2021-02-05,68.2729
2021-02-06,68.2729
2021-02-07,68.2729
2021-02-08,70.0796
2021-02-09,70.552
2021-02-10,70.9317
2021-02-11,71.237
2021-02-12,72.0776
2021-02-13,72.0776
2021-02-14,72.0776
2021-02-15,72.0776
2021-02-16,73.968
2021-02-17,75.7129
2021-02-18,75.7693
2021-02-19,79.1075
2021-02-20,79.1075
2021-02-21,79.1075
2021-02-22,81.1796
2021-02-23,81.8064
2021-02-24,83.477
2021-02-25,77.2615
2021-02-26,72.891
2021-02-27,72.891
2021-02-28,72.891
2021-03-01,75.1511
2021-03-02,71.4818
2021-03-03,71.5168
2021-03-04,71.5288
2021-03-05,73.2362
2021-03-06,73.2362
2021-03-07,73.2362
2021-03-08,73.645
2021-03-09,69.7789
2021-03-10,70.4557
2021-03-11,71.3649
2021-03-12,72.4095
2021-03-13,72.4095
2021-03-14,72.4095
2021-03-15,72.5038
2021-03-16,69.6998
2021-03-17,70.3388
2021-03-18,70.7939
2021-03-19,71.4098
2021-03-20,71.4098
2021-03-21,71.4098
2021-03-22,66.2244
2021-03-23,60.8124
2021-03-24,59.9344
2021-03-25,62.495
2021-03-26,63.5493
2021-03-27,63.5493
2021-03-28,63.5493
2021-03-29,60.3763
2021-03-30,62.8062
2021-03-31,60.0332
2021-04-01,59.951
2021-04-02,59.951
2021-04-03,59.951
2021-04-04,59.951
2021-04-05,58.4363
2021-04-06,57.729
2021-04-07,57.2274
2021-04-08,57.1785
2021-04-09,58.1685
2021-04-10,58.1685
2021-04-11,58.1685
2021-04-12,58.4102
2021-04-13,57.2004
2021-04-14,58.738
2021-04-15,57.2746
2021-04-16,63.5295
2021-04-17,63.5295
2021-04-18,63.5295
2021-04-19,64.895
2021-04-20,58.5938
2021-04-21,61.6627
2021-04-22,60.8883
2021-04-23,65.059
2021-04-24,65.059
2021-04-25,65.059
2021-04-26,65.5327
2021-04-27,65.836
2021-04-28,63.7245
2021-04-29,64.0457
2021-04-30,62.1634
2021-05-01,62.1634
2021-05-02,62.1634
2021-05-03,62.6679
2021-05-04,63.6225
2021-05-05,64.0872
2021-05-06,61.5853
2021-05-07,62.2731
2021-05-08,62.2731
2021-05-09,62.2731
2021-05-10,60.2105
2021-05-11,58.4296
2021-05-12,54.802
2021-05-13,57.3334
2021-05-14,58.5384
2021-05-15,58.5384
2021-05-16,58.5384
2021-05-17,57.9957
2021-05-18,54.7288
2021-05-19,51.3352
2021-05-20,52.0902
2021-05-21,52.4047
2021-05-22,52.4047
2021-05-23,52.4047
2021-05-24,52.2729
2021-05-25,49.7431
2021-05-26,51.5573
2021-05-27,53.0967
2021-05-28,53.4995
2021-05-29,53.4995
2021-05-30,53.4995
2021-05-31,53.4995
2021-06-01,55.7848
2021-06-02,55.5201
2021-06-03,54.9027
2021-06-04,55.351
2021-06-05,55.351
2021-06-06,55.351
2021-06-07,56.47
2021-06-08,55.5577
2021-06-09,54.3857
2021-06-10,50.2459
2021-06-11,49.415
2021-06-12,49.415
2021-06-13,49.415
2021-06-14,47.0224
2021-06-15,48.6
2021-06-16,49.7187
2021-06-17,43.6186
2021-06-18,42.1767
2021-06-19,42.1767
2021-06-20,42.1767
2021-06-21,47.6408
2021-06-22,48.2505
2021-06-23,48.5218
2021-06-24,47.8453
2021-06-25,48.406
2021-06-26,48.406
2021-06-27,48.406
2021-06-28,45.6986
2021-06-29,45.7736
2021-06-30,46.3211
2021-07-01,48.9854
2021-07-02,49.2563
2021-07-03,49.2563
2021-07-04,49.2563
2021-07-05,49.2563
2021-07-06,46.3013
2021-07-07,47.2551
2021-07-08,45.4062
2021-07-09,51.4523
2021-07-10,51.4523
2021-07-11,51.4523
2021-07-12,52.4154
2021-07-13,50.274
2021-07-14,50.12
2021-07-15,51.4193
2021-07-16,48.323
2021-07-17,48.323
2021-07-18,48.323
2021-07-19,44.5693
2021-07-20,48.8326
2021-07-21,50.3086
2021-07-22,48.8593
2021-07-23,49.7735
2021-07-24,49.7735
2021-07-25,49.7735
2021-07-26,49.54
2021-07-27,48.0596
2021-07-28,48.6845
2021-07-29,49.2482
2021-07-30,47.3467
2021-07-31,47.3467
2021-08-01,47.3467
2021-08-02,46.6648
2021-08-03,48.1981
2021-08-04,47.4872
2021-08-05,51.7565
2021-08-06,54.4512
2021-08-07,54.4512
2021-08-08,54.4512
2021-08-09,54.2566
2021-08-10,54.9407
2021-08-11,56.4105
2021-08-12,55.2549
2021-08-13,53.9164
2021-08-14,53.9164
2021-08-15,53.9164
2021-08-16,52.9245
2021-08-17,50.0365
2021-08-18,48.6678
2021-08-19,46.9475
2021-08-20,49.1281
2021-08-21,49.1281
2021-08-22,49.1281
2021-08-23,50.2412
2021-08-24,51.7179
2021-08-25,52.0711
2021-08-26,50.2849
2021-08-27,53.7246
2021-08-28,53.7246
2021-08-29,53.7246
2021-08-30,50.9143
2021-08-31,51.2813
2021-09-01,50.2985
2021-09-02,51.5199
2021-09-03,51.1892
2021-09-04,51.1892
2021-09-05,51.1892
2021-09-06,51.1892
2021-09-07,50.7436
2021-09-08,48.7212
2021-09-09,50.7414
2021-09-10,49.4758
2021-09-11,49.4758
2021-09-12,49.4758
2021-09-13,53.1343
2021-09-14,51.3875
2021-09-15,53.1101
2021-09-16,52.4509
2021-09-17,51.7313
2021-09-18,51.7313
2021-09-19,51.7313
2021-09-20,49.0842
2021-09-21,49.7412
2021-09-22,50.3711
2021-09-23,55.2438
2021-09-24,56.2654
2021-09-25,56.2654
2021-09-26,56.2654
2021-09-27,59.6667
2021-09-28,59.7234
2021-09-29,61.0193
2021-09-30,61.084
2021-10-01,62.3929
2021-10-02,62.3929
2021-10-03,62.3929
2021-10-04,59.4194
2021-10-05,60.7643
2021-10-06,58.7742
2021-10-07,61.4211
2021-10-08,62.1809
2021-10-09,62.1809
2021-10-10,62.1809
2021-10-11,60.9518
2021-10-12,61.1972
2021-10-13,61.0384
2021-10-14,62.8414
2021-10-15,63.3667
2021-10-16,63.3667
2021-10-17,63.3667
2021-10-18,65.1318
2021-10-19,65.7762
2021-10-20,66.9292
2021-10-21,67.0846
2021-10-22,69.0749
2021-10-23,69.0749
2021-10-24,69.0749
2021-10-25,64.0589
2021-10-26,64.0312
2021-10-27,58.4593
2021-10-28,60.043
2021-10-29,59.9926
2021-10-30,59.9926
2021-10-31,59.9926
2021-11-01,63.1046
2021-11-02,61.8257
2021-11-03,64.6425
2021-11-04,59.4808
2021-11-05,58.2992
2021-11-06,58.2992
2021-11-07,58.2992
2021-11-08,58.5084
2021-11-09,60.3745
2021-11-10,59.8553
2021-11-11,57.7759
2021-11-12,58.0554
2021-11-13,58.0554
2021-11-14,58.0554
2021-11-15,58.0193
2021-11-16,57.5992
2021-11-17,56.7368
2021-11-18,54.4446
2021-11-19,53.9144
2021-11-20,53.9144
2021-11-21,53.9144
2021-11-22,55.884
2021-11-23,58.8856
2021-11-24,57.1978
2021-11-25,57.1978
2021-11-26,50.4592
2021-11-27,50.4592
2021-11-28,50.4592
2021-11-29,50.4491
2021-11-30,48.0959
2021-12-01,46.9816
2021-12-02,49.969
2021-12-03,44.6068
2021-12-04,44.6068
2021-12-05,44.6068
2021-12-06,47.427
2021-12-07,48.9397
2021-12-08,48.4677
2021-12-09,46.7431
2021-12-10,46.3341
2021-12-11,46.3341
2021-12-12,46.3341
2021-12-13,44.3934
2021-12-14,44.8566
2021-12-15,45.926
2021-12-16,44.6144
2021-12-17,41.7633
2021-12-18,41.7633
2021-12-19,41.7633
2021-12-20,39.7721
2021-12-21,44.4675
2021-12-22,45.8926
2021-12-23,46.9036
2021-12-24,46.9036
2021-12-25,46.9036
2021-12-26,46.9036
2021-12-27,48.6593
2021-12-28,48.7165
2021-12-29,49.1367
2021-12-30,48.8958
2021-12-31,48.7573
2022-01-01,48.7573
2022-01-02,48.7573
2022-01-03,50.6873
2022-01-04,55.9059
2022-01-05,56.5425
2022-01-06,60.8783
2022-01-07,58.3477
2022-01-08,58.3477
2022-01-09,58.3477
2022-01-10,56.157
2022-01-11,59.5949
2022-01-12,59.7682
2022-01-13,59.8323
2022-01-14,59.9936
2022-01-15,59.9936
2022-01-16,59.9936
2022-01-17,59.9936
2022-01-18,56.3651
2022-01-19,51.1643
2022-01-20,50.7273
2022-01-21,48.713
2022-01-22,48.713
2022-01-23,48.713
2022-01-24,49.0883
2022-01-25,48.7806
2022-01-26,47.9891
2022-01-27,45.6556
2022-01-28,37.4354
2022-01-29,37.4354
2022-01-30,37.4354
2022-01-31,41.1334
2022-02-01,41.4564
2022-02-02,40.9719
2022-02-03,39.2389
2022-02-04,40.9825
2022-02-05,40.9825
2022-02-06,40.9825
2022-02-07,42.3244
2022-02-08,45.0265
2022-02-09,44.3806
2022-02-10,42.4821
2022-02-11,41.3599
2022-02-12,41.3599
2022-02-13,41.3599
2022-02-14,39.8872
2022-02-15,42.8986
2022-02-16,43.0711
2022-02-17,40.2231
2022-02-18,39.8986
2022-02-19,39.8986
2022-02-20,39.8986
2022-02-21,39.8986
2022-02-22,38.9615
2022-02-23,37.5706
2022-02-24,38.4134
2022-02-25,42.3879
2022-02-26,42.3879
2022-02-27,42.3879
2022-02-28,42.0048
2022-03-01,38.8409
2022-03-02,42.1566
2022-03-03,40.5599
2022-03-04,37.5744
2022-03-05,37.5744
2022-03-06,37.5744
2022-03-07,33.8699
2022-03-08,35.6145
2022-03-09,40.0135
2022-03-10,40.1105
2022-03-11,39.1559
2022-03-12,39.1559
2022-03-13,39.1559
2022-03-14,38.5912
2022-03-15,39.219
2022-03-16,42.6552
2022-03-17,42.3999
2022-03-18,43.4256
2022-03-19,43.4256
2022-03-20,43.4256
2022-03-21,42.5587
2022-03-22,44.0704
2022-03-23,42.6611
2022-03-24,42.6349
2022-03-25,43.3967
2022-03-26,43.3967
2022-03-27,43.3967
2022-03-28,42.7882
2022-03-29,43.9252
2022-03-30,42.4083
2022-03-31,40.9918
2022-04-01,39.6099
2022-04-02,39.6099
2022-04-03,39.6099
2022-04-04,39.4191
2022-04-05,37.9208
2022-04-06,36.6551
2022-04-07,36.0269
2022-04-08,35.9519
2022-04-09,35.9519
2022-04-10,35.9519
2022-04-11,37.5869
2022-04-12,36.8145
2022-04-13,38.4721
2022-04-14,37.7132
2022-04-15,37.7132
2022-04-16,37.7132
2022-04-17,37.7132
2022-04-18,37.1567
2022-04-19,41.4053
2022-04-20,41.5129
2022-04-21,39.587
2022-04-22,41.5909
2022-04-23,41.5909
2022-04-24,41.5909
2022-04-25,43.8745
2022-04-26,40.9654
2022-04-27,41.5859
2022-04-28,43.3704
2022-04-29,41.3966
2022-04-30,41.3966
2022-05-01,41.3966
2022-05-02,43.1699
2022-05-03,45.051
2022-05-04,48.3071
2022-05-05,45.9489
2022-05-06,44.6113
2022-05-07,44.6113
2022-05-08,44.6113
2022-05-09,42.8022
2022-05-10,42.2192
2022-05-11,40.716
2022-05-12,41.9714
2022-05-13,43.9305
2022-05-14,43.9305
2022-05-15,43.9305
2022-05-16,42.2485
2022-05-17,45.6166
2022-05-18,43.2788
2022-05-19,43.3957
2022-05-20,43.4961
2022-05-21,43.4961
2022-05-22,43.4961
2022-05-23,45.727
2022-05-24,44.8439
2022-05-25,47.2072
2022-05-26,49.8087
2022-05-27,50.9054
2022-05-28,50.9054
2022-05-29,50.9054
2022-05-30,50.9054
2022-05-31,50.2369
2022-06-01,48.635
2022-06-02,50.4896
2022-06-03,49.8687
2022-06-04,49.8687
2022-06-05,49.8687
2022-06-06,50.1715
2022-06-07,51.9718
2022-06-08,51.0867
2022-06-09,48.0166
2022-06-10,44.1502
2022-06-11,44.1502
2022-06-12,44.1502
2022-06-13,42.1515
2022-06-14,43.1284
2022-06-15,43.1204
2022-06-16,40.1997
2022-06-17,41.0326
2022-06-18,41.0326
2022-06-19,41.0326
2022-06-20,41.0326
2022-06-21,41.2086
2022-06-22,42.3435
2022-06-23,42.1455
2022-06-24,46.1612
2022-06-25,46.1612
2022-06-26,46.1612
2022-06-27,45.3948
2022-06-28,45.3054
2022-06-29,44.5516
2022-06-30,42.7351
2022-07-01,44.0812
2022-07-02,44.0812
2022-07-03,44.0812
2022-07-04,44.0812
2022-07-05,45.6185
2022-07-06,44.7024
2022-07-07,46.5054
2022-07-08,46.2796
2022-07-09,46.2796
2022-07-10,46.2796
2022-07-11,45.117
2022-07-12,45.0475
2022-07-13,43.773
2022-07-14,42.5093
2022-07-15,46.5148
2022-07-16,46.5148
2022-07-17,46.5148
2022-07-18,47.9531
2022-07-19,50.4141
2022-07-20,52.8152
2022-07-21,51.688
2022-07-22,47.956
2022-07-23,47.956
2022-07-24,47.956
2022-07-25,49.941
2022-07-26,46.8779
2022-07-27,48.4252
2022-07-28,50.1408
2022-07-29,50.4235
2022-07-30,50.4235
2022-07-31,50.4235
2022-08-01,50.1504
2022-08-02,49.2587
2022-08-03,50.4839
2022-08-04,49.9648
2022-08-05,51.3306
2022-08-06,51.3306
2022-08-07,51.3306
2022-08-08,51.1094
2022-08-09,51.4284
2022-08-10,56.1437
2022-08-11,58.4729
2022-08-12,59.9631
2022-08-13,59.9631
2022-08-14,59.9631
2022-08-15,59.7781
2022-08-16,60.5424
2022-08-17,60.4166
2022-08-18,59.916
2022-08-19,55.9683
2022-08-20,55.9683
2022-08-21,55.9683
2022-08-22,53.2105
2022-08-23,53.6528
2022-08-24,53.6528
2022-08-25,55.5396
2022-08-26,50.9374
2022-08-27,50.9374
2022-08-28,50.9374
2022-08-29,49.8715
2022-08-30,49.9304
2022-08-31,48.0835
2022-09-01,47.0354
2022-09-02,46.4998
2022-09-03,46.4998
2022-09-04,46.4998
2022-09-05,46.4998
2022-09-06,43.7063
2022-09-07,46.4223
2022-09-08,49.0159
2022-09-09,50.1464
2022-09-10,50.1464
2022-09-11,50.1464
2022-09-12,51.3325
2022-09-13,46.8966
2022-09-14,45.3454
2022-09-15,44.9761
2022-09-16,43.4703
2022-09-17,43.4703
2022-09-18,43.4703
2022-09-19,45.2015
2022-09-20,45.3554
2022-09-21,44.5996
2022-09-22,41.7131
2022-09-23,40.695
2022-09-24,40.695
2022-09-25,40.695
2022-09-26,40.993
2022-09-27,39.1333
2022-09-28,40.4577
2022-09-29,38.2889
2022-09-30,38.6159
2022-10-01,38.6159
2022-10-02,38.6159
2022-10-03,41.4326
2022-10-04,46.4747
2022-10-05,44.6176
2022-10-06,42.6572
2022-10-07,40.4404
2022-10-08,40.4404
2022-10-09,40.4404
2022-10-10,39.5458
2022-10-11,38.0706
2022-10-12,38.002
2022-10-13,41.6078
2022-10-14,40.3527
2022-10-15,40.3527
2022-10-16,40.3527
2022-10-17,42.7771
2022-10-18,41.7576
2022-10-19,38.8817
2022-10-20,36.9945
2022-10-21,40.8119
2022-10-22,40.8119
2022-10-23,40.8119
2022-10-24,45.064
2022-10-25,45.252
2022-10-26,45.2634
2022-10-27,44.7146
2022-10-28,46.8323
2022-10-29,46.8323
2022-10-30,46.8323
2022-10-31,46.9136
2022-11-01,48.1563
2022-11-02,44.5156
2022-11-03,45.8869
2022-11-04,46.5699
2022-11-05,46.5699
2022-11-06,46.5699
2022-11-07,48.3715
2022-11-08,49.2172
2022-11-09,46.9693
2022-11-10,55.2027
2022-11-11,56.8398
2022-11-12,56.8398
2022-11-13,56.8398
2022-11-14,53.4807
2022-11-15,53.7025
2022-11-16,52.8885
2022-11-17,50.1145
2022-11-18,48.4175
2022-11-19,48.4175
2022-11-20,48.4175
2022-11-21,48.056
2022-11-22,48.6714
2022-11-23,49.7467
2022-11-24,49.7467
2022-11-25,50.5683
2022-11-26,50.5683
2022-11-27,50.5683
2022-11-28,46.8939
2022-11-29,47.3158
2022-11-30,49.1693
2022-12-01,47.88
2022-12-02,46.2908
2022-12-03,46.2908
2022-12-04,46.2908
2022-12-05,43.1878
2022-12-06,42.0607
2022-12-07,41.3617
2022-12-08,42.4477
2022-12-09,42.214
2022-12-10,42.214
2022-12-11,42.214
2022-12-12,43.8256
2022-12-13,43.3482
2022-12-14,41.6585
2022-12-15,39.3573
2022-12-16,38.8806
2022-12-17,38.8806
2022-12-18,38.8806
2022-12-19,38.7765
2022-12-20,39.5027
2022-12-21,41.263
2022-12-22,40.8084
2022-12-23,41.2641
2022-12-24,41.2641
2022-12-25,41.2641
2022-12-26,41.2641
2022-12-27,40.6569
2022-12-28,39.8086
2022-12-29,43.9429
2022-12-30,43.9568
2022-12-31,43.9568
2023-01-01,43.9568
2023-01-02,43.9568
2023-01-03,42.8166
2023-01-04,45.8353
2023-01-05,44.4094
2023-01-06,47.8827
2023-01-07,47.8827
2023-01-08,47.8827
2023-01-09,49.2302
2023-01-10,51.0136
2023-01-11,51.7883
2023-01-12,51.4645
2023-01-13,50.9504
2023-01-14,50.9504
2023-01-15,50.9504
2023-01-16,50.9504
2023-01-17,50.9234
2023-01-18,48.9906
2023-01-19,48.4359
2023-01-20,53.069
2023-01-21,53.069
2023-01-22,53.069
2023-01-23,54.8815
2023-01-24,54.1882
2023-01-25,57.8839
2023-01-26,59.2684
2023-01-27,61.6344
2023-01-28,61.6344
2023-01-29,61.6344
2023-01-30,57.5102
2023-01-31,61.1372
2023-02-01,62.3448
2023-02-02,65.3347
2023-02-03,62.2865
2023-02-04,62.2865
2023-02-05,62.2865
2023-02-06,60.2497
2023-02-07,61.653
2023-02-08,60.1959
2023-02-09,58.4901
2023-02-10,57.0872
2023-02-11,57.0872
2023-02-12,57.0872
2023-02-13,57.7312
2023-02-14,57.6928
2023-02-15,57.8185
2023-02-16,56.0345
2023-02-17,56.6744
2023-02-18,56.6744
2023-02-19,56.6744
2023-02-20,56.6744
2023-02-21,53.825
2023-02-22,53.7097
2023-02-23,55.0599
2023-02-24,55.4238
2023-02-25,55.4238
2023-02-26,55.4238
2023-02-27,55.9713
2023-02-28,55.8699
2023-03-01,56.9309
2023-03-02,55.2433
2023-03-03,57.1169
2023-03-04,57.1169
2023-03-05,57.1169
2023-03-06,56.7354
2023-03-07,51.7309
2023-03-08,51.2896
2023-03-09,41.1631
2023-03-10,31.9328
2023-03-11,31.9328
2023-03-12,31.9328
2023-03-13,22.5881
2023-03-14,26.1964
2023-03-15,28.4771
2023-03-16,32.4479
2023-03-17,30.3137
2023-03-18,30.3137
2023-03-19,30.3137
2023-03-20,29.5546
