,YORW US Equity
2020-09-26,42.8621
2020-09-27,42.8621
2020-09-28,46.838
2020-09-29,46.27
2020-09-30,44.7993
2020-10-01,45.6663
2020-10-02,45.8795
2020-10-03,45.8795
2020-10-04,45.8795
2020-10-05,46.5841
2020-10-06,45.6385
2020-10-07,47.4857
2020-10-08,48.697
2020-10-09,48.4913
2020-10-10,48.4913
2020-10-11,48.4913
2020-10-12,52.9853
2020-10-13,52.1514
2020-10-14,50.7134
2020-10-15,51.8329
2020-10-16,52.6174
2020-10-17,52.6174
2020-10-18,52.6174
2020-10-19,52.2765
2020-10-20,52.9596
2020-10-21,53.2525
2020-10-22,53.9535
2020-10-23,55.365
2020-10-24,55.365
2020-10-25,55.365
2020-10-26,53.5082
2020-10-27,51.9543
2020-10-28,47.9497
2020-10-29,45.5212
2020-10-30,43.9849
2020-10-31,43.9849
2020-11-01,43.9849
2020-11-02,48.4549
2020-11-03,51.4725
2020-11-04,47.8502
2020-11-05,49.4491
2020-11-06,48.8831
2020-11-07,48.8831
2020-11-08,48.8831
2020-11-09,49.6606
2020-11-10,59.1172
2020-11-11,58.1436
2020-11-12,54.2517
2020-11-13,53.2154
2020-11-14,53.2154
2020-11-15,53.2154
2020-11-16,55.7604
2020-11-17,54.9112
2020-11-18,50.881
2020-11-19,51.6517
2020-11-20,52.4638
2020-11-21,52.4638
2020-11-22,52.4638
2020-11-23,52.3274
2020-11-24,54.3531
2020-11-25,53.1727
2020-11-26,53.1727
2020-11-27,52.0043
2020-11-28,52.0043
2020-11-29,52.0043
2020-11-30,49.7645
2020-12-01,51.928
2020-12-02,52.1836
2020-12-03,51.686
2020-12-04,52.9888
2020-12-05,52.9888
2020-12-06,52.9888
2020-12-07,53.0554
2020-12-08,54.4999
2020-12-09,57.9397
2020-12-10,58.4456
2020-12-11,58.8006
2020-12-12,58.8006
2020-12-13,58.8006
2020-12-14,54.7928
2020-12-15,54.6893
2020-12-16,54.1863
2020-12-17,54.3691
2020-12-18,53.1889
2020-12-19,53.1889
2020-12-20,53.1889
2020-12-21,49.9542
2020-12-22,50.6058
2020-12-23,52.0707
2020-12-24,52.9274
2020-12-25,52.9274
2020-12-26,52.9274
2020-12-27,52.9274
2020-12-28,52.7601
2020-12-29,52.5882
2020-12-30,51.8208
2020-12-31,51.6722
2021-01-01,51.6722
2021-01-02,51.6722
2021-01-03,51.6722
2021-01-04,49.2203
2021-01-05,49.6907
2021-01-06,55.7354
2021-01-07,53.7149
2021-01-08,54.5304
2021-01-09,54.5304
2021-01-10,54.5304
2021-01-11,51.0878
2021-01-12,50.7618
2021-01-13,51.3242
2021-01-14,50.5841
2021-01-15,49.6442
2021-01-16,49.6442
2021-01-17,49.6442
2021-01-18,49.6442
2021-01-19,49.2996
2021-01-20,48.8032
2021-01-21,46.2255
2021-01-22,48.6608
2021-01-23,48.6608
2021-01-24,48.6608
2021-01-25,48.9333
2021-01-26,48.1113
2021-01-27,43.0604
2021-01-28,43.7712
2021-01-29,42.7425
2021-01-30,42.7425
2021-01-31,42.7425
2021-02-01,43.9392
2021-02-02,46.9352
2021-02-03,48.4805
2021-02-04,47.6917
2021-02-05,47.2937
2021-02-06,47.2937
2021-02-07,47.2937
2021-02-08,48.376
2021-02-09,48.887
2021-02-10,48.887
2021-02-11,47.6873
2021-02-12,46.9657
2021-02-13,46.9657
2021-02-14,46.9657
2021-02-15,46.9657
2021-02-16,44.1698
2021-02-17,43.2813
2021-02-18,42.793
2021-02-19,41.7329
2021-02-20,41.7329
2021-02-21,41.7329
2021-02-22,42.6074
2021-02-23,42.5774
2021-02-24,43.2809
2021-02-25,40.343
2021-02-26,38.8022
2021-02-27,38.8022
2021-02-28,38.8022
2021-03-01,39.2387
2021-03-02,37.3379
2021-03-03,39.9127
2021-03-04,39.7409
2021-03-05,44.7435
2021-03-06,44.7435
2021-03-07,44.7435
2021-03-08,48.4792
2021-03-09,54.2563
2021-03-10,58.6411
2021-03-11,56.4039
2021-03-12,59.2867
2021-03-13,59.2867
2021-03-14,59.2867
2021-03-15,61.0764
2021-03-16,61.8382
2021-03-17,62.0941
2021-03-18,60.7941
2021-03-19,65.7114
2021-03-20,65.7114
2021-03-21,65.7114
2021-03-22,56.4705
2021-03-23,55.555
2021-03-24,56.2262
2021-03-25,55.5483
2021-03-26,56.0959
2021-03-27,56.0959
2021-03-28,56.0959
2021-03-29,57.3567
2021-03-30,55.2621
2021-03-31,57.373
2021-04-01,57.2003
2021-04-02,57.2003
2021-04-03,57.2003
2021-04-04,57.2003
2021-04-05,59.3921
2021-04-06,57.7163
2021-04-07,55.4722
2021-04-08,55.5852
2021-04-09,55.3816
2021-04-10,55.3816
2021-04-11,55.3816
2021-04-12,58.5674
2021-04-13,58.8244
2021-04-14,60.1045
2021-04-15,61.6858
2021-04-16,62.6601
2021-04-17,62.6601
2021-04-18,62.6601
2021-04-19,59.3164
2021-04-20,60.0927
2021-04-21,60.1777
2021-04-22,60.3306
2021-04-23,60.7317
2021-04-24,60.7317
2021-04-25,60.7317
2021-04-26,57.3647
2021-04-27,54.9316
2021-04-28,54.8699
2021-04-29,57.5124
2021-04-30,59.3532
2021-05-01,59.3532
2021-05-02,59.3532
2021-05-03,58.5657
2021-05-04,53.6843
2021-05-05,51.0541
2021-05-06,50.8912
2021-05-07,51.4521
2021-05-08,51.4521
2021-05-09,51.4521
2021-05-10,50.1541
2021-05-11,50.1256
2021-05-12,45.3388
2021-05-13,50.1037
2021-05-14,50.3866
2021-05-15,50.3866
2021-05-16,50.3866
2021-05-17,49.0275
2021-05-18,49.1094
2021-05-19,48.9466
2021-05-20,50.3372
2021-05-21,52.1531
2021-05-22,52.1531
2021-05-23,52.1531
2021-05-24,53.0676
2021-05-25,52.7913
2021-05-26,55.9052
2021-05-27,54.7342
2021-05-28,54.9453
2021-05-29,54.9453
2021-05-30,54.9453
2021-05-31,54.9453
2021-06-01,54.3877
2021-06-02,54.6119
2021-06-03,55.9286
2021-06-04,56.0409
2021-06-05,56.0409
2021-06-06,56.0409
2021-06-07,58.424
2021-06-08,59.0833
2021-06-09,60.9539
2021-06-10,57.7725
2021-06-11,59.6194
2021-06-12,59.6194
2021-06-13,59.6194
2021-06-14,58.8794
2021-06-15,59.0372
2021-06-16,55.6501
2021-06-17,53.0818
2021-06-18,43.5917
2021-06-19,43.5917
2021-06-20,43.5917
2021-06-21,46.4031
2021-06-22,43.2533
2021-06-23,42.5125
2021-06-24,41.9657
2021-06-25,42.3949
2021-06-26,42.3949
2021-06-27,42.3949
2021-06-28,42.9251
2021-06-29,41.4956
2021-06-30,40.4492
2021-07-01,42.1869
2021-07-02,41.7117
2021-07-03,41.7117
2021-07-04,41.7117
2021-07-05,41.7117
2021-07-06,41.1602
2021-07-07,41.8518
2021-07-08,39.9339
2021-07-09,39.6012
2021-07-10,39.6012
2021-07-11,39.6012
2021-07-12,40.1538
2021-07-13,40.6036
2021-07-14,41.8099
2021-07-15,44.5062
2021-07-16,49.6289
2021-07-17,49.6289
2021-07-18,49.6289
2021-07-19,47.5744
2021-07-20,50.2737
2021-07-21,49.2535
2021-07-22,48.8143
2021-07-23,50.133
2021-07-24,50.133
2021-07-25,50.133
2021-07-26,49.7323
2021-07-27,50.3012
2021-07-28,51.1278
2021-07-29,52.265
2021-07-30,51.9179
2021-07-31,51.9179
2021-08-01,51.9179
2021-08-02,52.473
2021-08-03,53.3578
2021-08-04,54.964
2021-08-05,57.1906
2021-08-06,56.9512
2021-08-07,56.9512
2021-08-08,56.9512
2021-08-09,54.3243
2021-08-10,54.6793
2021-08-11,54.5199
2021-08-12,54.3151
2021-08-13,54.7372
2021-08-14,54.7372
2021-08-15,54.7372
2021-08-16,57.5755
2021-08-17,55.8085
2021-08-18,56.0467
2021-08-19,57.568
2021-08-20,61.3226
2021-08-21,61.3226
2021-08-22,61.3226
2021-08-23,62.0068
2021-08-24,60.6202
2021-08-25,59.339
2021-08-26,54.6848
2021-08-27,56.4048
2021-08-28,56.4048
2021-08-29,56.4048
2021-08-30,57.5985
2021-08-31,59.3556
2021-09-01,63.4608
2021-09-02,64.1991
2021-09-03,62.2474
2021-09-04,62.2474
2021-09-05,62.2474
2021-09-06,62.2474
2021-09-07,61.1366
2021-09-08,61.2192
2021-09-09,56.4219
2021-09-10,52.9788
2021-09-11,52.9788
2021-09-12,52.9788
2021-09-13,38.7681
2021-09-14,43.2583
2021-09-15,38.4646
2021-09-16,40.4348
2021-09-17,39.5554
2021-09-18,39.5554
2021-09-19,39.5554
2021-09-20,39.0179
2021-09-21,37.2883
2021-09-22,40.038
2021-09-23,41.4858
2021-09-24,40.9928
2021-09-25,40.9928
2021-09-26,40.9928
2021-09-27,41.1874
2021-09-28,40.6719
2021-09-29,41.4259
2021-09-30,40.0948
2021-10-01,40.7613
2021-10-02,40.7613
2021-10-03,40.7613
2021-10-04,42.7384
2021-10-05,42.7683
2021-10-06,44.7121
2021-10-07,45.9394
2021-10-08,46.6108
2021-10-09,46.6108
2021-10-10,46.6108
2021-10-11,49.0852
2021-10-12,47.0623
2021-10-13,47.3786
2021-10-14,48.817
2021-10-15,47.6581
2021-10-16,47.6581
2021-10-17,47.6581
2021-10-18,48.998
2021-10-19,50.2581
2021-10-20,52.0409
2021-10-21,52.2071
2021-10-22,52.9932
2021-10-23,52.9932
2021-10-24,52.9932
2021-10-25,55.1984
2021-10-26,54.3838
2021-10-27,51.313
2021-10-28,52.419
2021-10-29,52.1989
2021-10-30,52.1989
2021-10-31,52.1989
2021-11-01,51.3384
2021-11-02,50.7297
2021-11-03,52.508
2021-11-04,53.0221
2021-11-05,56.5962
2021-11-06,56.5962
2021-11-07,56.5962
2021-11-08,54.6686
2021-11-09,54.0564
2021-11-10,55.6821
2021-11-11,55.2211
2021-11-12,54.3968
2021-11-13,54.3968
2021-11-14,54.3968
2021-11-15,54.701
2021-11-16,52.7363
2021-11-17,51.5308
2021-11-18,51.3522
2021-11-19,50.5905
2021-11-20,50.5905
2021-11-21,50.5905
2021-11-22,52.2311
2021-11-23,52.2659
2021-11-24,50.5845
2021-11-25,50.5845
2021-11-26,45.4302
2021-11-27,45.4302
2021-11-28,45.4302
2021-11-29,47.0668
2021-11-30,47.0337
2021-12-01,45.2524
2021-12-02,49.9379
2021-12-03,46.9115
2021-12-04,46.9115
2021-12-05,46.9115
2021-12-06,51.027
2021-12-07,51.9145
2021-12-08,52.1003
2021-12-09,50.0978
2021-12-10,48.0596
2021-12-11,48.0596
2021-12-12,48.0596
2021-12-13,51.5931
2021-12-14,48.0302
2021-12-15,51.3568
2021-12-16,52.121
2021-12-17,55.3217
2021-12-18,55.3217
2021-12-19,55.3217
2021-12-20,51.9694
2021-12-21,51.8815
2021-12-22,53.2449
2021-12-23,52.025
2021-12-24,52.025
2021-12-25,52.025
2021-12-26,52.025
2021-12-27,52.4197
2021-12-28,52.7072
2021-12-29,54.7711
2021-12-30,55.4758
2021-12-31,56.114
2022-01-01,56.114
2022-01-02,56.114
2022-01-03,54.2938
2022-01-04,50.5429
2022-01-05,48.4936
2022-01-06,48.3148
2022-01-07,45.6178
2022-01-08,45.6178
2022-01-09,45.6178
2022-01-10,44.6203
2022-01-11,44.5364
2022-01-12,43.2731
2022-01-13,44.3971
2022-01-14,43.732
2022-01-15,43.732
2022-01-16,43.732
2022-01-17,43.732
2022-01-18,40.9715
2022-01-19,40.7851
2022-01-20,40.4856
2022-01-21,41.0151
2022-01-22,41.0151
2022-01-23,41.0151
2022-01-24,44.7323
2022-01-25,44.1566
2022-01-26,44.5452
2022-01-27,41.4702
2022-01-28,43.7328
2022-01-29,43.7328
2022-01-30,43.7328
2022-01-31,45.1694
2022-02-01,41.1639
2022-02-02,40.9226
2022-02-03,39.0792
2022-02-04,38.8464
2022-02-05,38.8464
2022-02-06,38.8464
2022-02-07,39.2209
2022-02-08,41.2471
2022-02-09,40.7594
2022-02-10,37.1753
2022-02-11,39.5157
2022-02-12,39.5157
2022-02-13,39.5157
2022-02-14,39.0145
2022-02-15,40.8129
2022-02-16,42.0581
2022-02-17,41.5333
2022-02-18,42.1556
2022-02-19,42.1556
2022-02-20,42.1556
2022-02-21,42.1556
2022-02-22,41.6058
2022-02-23,41.6058
2022-02-24,41.1907
2022-02-25,45.7553
2022-02-26,45.7553
2022-02-27,45.7553
2022-02-28,49.6277
2022-03-01,45.5022
2022-03-02,48.9372
2022-03-03,52.9244
2022-03-04,55.2756
2022-03-05,55.2756
2022-03-06,55.2756
2022-03-07,57.9265
2022-03-08,53.0773
2022-03-09,48.821
2022-03-10,47.4308
2022-03-11,46.3488
2022-03-12,46.3488
2022-03-13,46.3488
2022-03-14,46.0641
2022-03-15,47.3417
2022-03-16,47.0398
2022-03-17,46.5927
2022-03-18,44.6976
2022-03-19,44.6976
2022-03-20,44.6976
2022-03-21,47.6051
2022-03-22,47.4633
2022-03-23,48.6039
2022-03-24,47.8869
2022-03-25,49.8941
2022-03-26,49.8941
2022-03-27,49.8941
2022-03-28,49.6742
2022-03-29,52.3731
2022-03-30,52.2067
2022-03-31,50.6092
2022-04-01,46.6132
2022-04-02,46.6132
2022-04-03,46.6132
2022-04-04,44.4355
2022-04-05,45.2496
2022-04-06,47.6627
2022-04-07,46.6431
2022-04-08,46.0319
2022-04-09,46.0319
2022-04-10,46.0319
2022-04-11,44.5926
2022-04-12,46.1599
2022-04-13,43.9861
2022-04-14,41.4112
2022-04-15,41.4112
2022-04-16,41.4112
2022-04-17,41.4112
2022-04-18,40.2551
2022-04-19,43.1123
2022-04-20,45.1475
2022-04-21,42.9739
2022-04-22,41.8801
2022-04-23,41.8801
2022-04-24,41.8801
2022-04-25,38.5082
2022-04-26,37.912
2022-04-27,37.5997
2022-04-28,38.9376
2022-04-29,36.5717
2022-04-30,36.5717
2022-05-01,36.5717
2022-05-02,37.285
2022-05-03,36.9233
2022-05-04,41.7466
2022-05-05,38.622
2022-05-06,39.6602
2022-05-07,39.6602
2022-05-08,39.6602
2022-05-09,41.7989
2022-05-10,41.0347
2022-05-11,43.2808
2022-05-12,43.1034
2022-05-13,42.5618
2022-05-14,42.5618
2022-05-15,42.5618
2022-05-16,42.222
2022-05-17,42.6591
2022-05-18,44.2585
2022-05-19,44.3315
2022-05-20,44.0925
2022-05-21,44.0925
2022-05-22,44.0925
2022-05-23,44.4796
2022-05-24,46.0633
2022-05-25,46.0301
2022-05-26,44.6676
2022-05-27,45.6818
2022-05-28,45.6818
2022-05-29,45.6818
2022-05-30,45.6818
2022-05-31,48.0084
2022-06-01,48.4728
2022-06-02,51.0005
2022-06-03,48.8189
2022-06-04,48.8189
2022-06-05,48.8189
2022-06-06,48.9719
2022-06-07,49.0114
2022-06-08,47.0187
2022-06-09,45.4323
2022-06-10,45.0748
2022-06-11,45.0748
2022-06-12,45.0748
2022-06-13,39.623
2022-06-14,39.303
2022-06-15,40.8313
2022-06-16,41.4591
2022-06-17,39.3605
2022-06-18,39.3605
2022-06-19,39.3605
2022-06-20,39.3605
2022-06-21,40.952
2022-06-22,43.0717
2022-06-23,46.3899
2022-06-24,46.32
2022-06-25,46.32
2022-06-26,46.32
2022-06-27,49.0942
2022-06-28,46.8746
2022-06-29,46.6797
2022-06-30,49.9254
2022-07-01,52.3133
2022-07-02,52.3133
2022-07-03,52.3133
2022-07-04,52.3133
2022-07-05,51.7715
2022-07-06,53.956
2022-07-07,54.1983
2022-07-08,53.3682
2022-07-09,53.3682
2022-07-10,53.3682
2022-07-11,51.4918
2022-07-12,49.5713
2022-07-13,51.0738
2022-07-14,50.436
2022-07-15,52.3592
2022-07-16,52.3592
2022-07-17,52.3592
2022-07-18,52.6632
2022-07-19,54.0288
2022-07-20,53.7171
2022-07-21,53.0388
2022-07-22,53.7636
2022-07-23,53.7636
2022-07-24,53.7636
2022-07-25,55.9516
2022-07-26,55.1798
2022-07-27,55.3392
2022-07-28,57.189
2022-07-29,58.912
2022-07-30,58.912
2022-07-31,58.912
2022-08-01,59.244
2022-08-02,57.7424
2022-08-03,56.4215
2022-08-04,59.0205
2022-08-05,54.5499
2022-08-06,54.5499
2022-08-07,54.5499
2022-08-08,58.1938
2022-08-09,55.8093
2022-08-10,56.989
2022-08-11,58.7495
2022-08-12,63.372
2022-08-13,63.372
2022-08-14,63.372
2022-08-15,65.9916
2022-08-16,66.3855
2022-08-17,61.9324
2022-08-18,63.2089
2022-08-19,61.5627
2022-08-20,61.5627
2022-08-21,61.5627
2022-08-22,58.5364
2022-08-23,55.3267
2022-08-24,55.4515
2022-08-25,57.5374
2022-08-26,55.3682
2022-08-27,55.3682
2022-08-28,55.3682
2022-08-29,56.8965
2022-08-30,54.8374
2022-08-31,54.3004
2022-09-01,53.2977
2022-09-02,52.9863
2022-09-03,52.9863
2022-09-04,52.9863
2022-09-05,52.9863
2022-09-06,52.0812
2022-09-07,55.4047
2022-09-08,53.7739
2022-09-09,53.979
2022-09-10,53.979
2022-09-11,53.979
2022-09-12,54.1543
2022-09-13,55.7247
2022-09-14,60.6238
2022-09-15,56.9905
2022-09-16,53.9137
2022-09-17,53.9137
2022-09-18,53.9137
2022-09-19,54.8782
2022-09-20,49.9907
2022-09-21,46.9621
2022-09-22,46.8124
2022-09-23,45.2315
2022-09-24,45.2315
2022-09-25,45.2315
2022-09-26,42.5396
2022-09-27,39.5233
2022-09-28,42.2296
2022-09-29,38.5379
2022-09-30,38.1412
2022-10-01,38.1412
2022-10-02,38.1412
2022-10-03,41.6615
2022-10-04,44.3284
2022-10-05,40.881
2022-10-06,39.569
2022-10-07,38.1368
2022-10-08,38.1368
2022-10-09,38.1368
2022-10-10,40.3696
2022-10-11,41.971
2022-10-12,39.5575
2022-10-13,42.8939
2022-10-14,42.8716
2022-10-15,42.8716
2022-10-16,42.8716
2022-10-17,48.1836
2022-10-18,50.0695
2022-10-19,50.8103
2022-10-20,47.6874
2022-10-21,50.6302
2022-10-22,50.6302
2022-10-23,50.6302
2022-10-24,51.2683
2022-10-25,53.3917
2022-10-26,52.1649
2022-10-27,53.5898
2022-10-28,55.2576
2022-10-29,55.2576
2022-10-30,55.2576
2022-10-31,55.0666
2022-11-01,53.1911
2022-11-02,51.61
2022-11-03,51.61
2022-11-04,56.6235
2022-11-05,56.6235
2022-11-06,56.6235
2022-11-07,54.4807
2022-11-08,53.6924
2022-11-09,54.6871
2022-11-10,58.114
2022-11-11,53.9457
2022-11-12,53.9457
2022-11-13,53.9457
2022-11-14,54.6606
2022-11-15,54.3781
2022-11-16,54.9906
2022-11-17,53.9732
2022-11-18,55.5839
2022-11-19,55.5839
2022-11-20,55.5839
2022-11-21,56.5453
2022-11-22,56.5453
2022-11-23,56.5681
2022-11-24,56.5681
2022-11-25,57.7412
2022-11-26,57.7412
2022-11-27,57.7412
2022-11-28,57.3017
2022-11-29,55.1013
2022-11-30,57.2993
2022-12-01,57.3931
2022-12-02,57.5138
2022-12-03,57.5138
2022-12-04,57.5138
2022-12-05,57.6132
2022-12-06,57.5783
2022-12-07,57.7369
2022-12-08,59.6361
2022-12-09,58.1909
2022-12-10,58.1909
2022-12-11,58.1909
2022-12-12,58.1535
2022-12-13,58.8911
2022-12-14,57.1542
2022-12-15,53.4573
2022-12-16,54.2083
2022-12-17,54.2083
2022-12-18,54.2083
2022-12-19,53.005
2022-12-20,53.7853
2022-12-21,55.527
2022-12-22,53.3732
2022-12-23,54.4875
2022-12-24,54.4875
2022-12-25,54.4875
2022-12-26,54.4875
2022-12-27,55.2255
2022-12-28,53.3608
2022-12-29,54.4871
2022-12-30,52.9492
2022-12-31,52.9492
2023-01-01,52.9492
2023-01-02,52.9492
2023-01-03,53.7723
2023-01-04,53.4627
2023-01-05,49.6551
2023-01-06,51.6274
2023-01-07,51.6274
2023-01-08,51.6274
2023-01-09,51.1185
2023-01-10,50.8225
2023-01-11,52.1834
2023-01-12,53.6838
2023-01-13,54.2024
2023-01-14,54.2024
2023-01-15,54.2024
2023-01-16,54.2024
2023-01-17,58.0862
2023-01-18,55.1051
2023-01-19,56.7497
2023-01-20,53.4622
2023-01-21,53.4622
2023-01-22,53.4622
2023-01-23,52.1894
2023-01-24,52.9509
2023-01-25,54.0052
2023-01-26,53.1959
2023-01-27,50.4759
2023-01-28,50.4759
2023-01-29,50.4759
2023-01-30,49.4019
2023-01-31,52.6337
2023-02-01,54.0062
2023-02-02,56.2837
2023-02-03,55.5816
2023-02-04,55.5816
2023-02-05,55.5816
2023-02-06,54.07
2023-02-07,51.8984
2023-02-08,47.696
2023-02-09,44.4565
2023-02-10,45.6695
2023-02-11,45.6695
2023-02-12,45.6695
2023-02-13,48.3792
2023-02-14,48.946
2023-02-15,50.0148
2023-02-16,49.6453
2023-02-17,53.3116
2023-02-18,53.3116
2023-02-19,53.3116
2023-02-20,53.3116
2023-02-21,52.4377
2023-02-22,52.2605
2023-02-23,51.9698
2023-02-24,50.658
2023-02-25,50.658
2023-02-26,50.658
2023-02-27,48.0088
2023-02-28,46.0042
2023-03-01,43.1618
2023-03-02,44.6825
2023-03-03,46.4248
2023-03-04,46.4248
2023-03-05,46.4248
2023-03-06,46.9762
2023-03-07,52.8646
2023-03-08,47.4729
2023-03-09,47.6316
2023-03-10,48.7847
2023-03-11,48.7847
2023-03-12,48.7847
2023-03-13,47.7278
2023-03-14,50.7847
2023-03-15,51.2709
2023-03-16,52.1872
2023-03-17,50.5167
2023-03-18,50.5167
2023-03-19,50.5167
