,CUROQ US Equity
2020-04-17,42.9397
2020-04-18,42.9397
2020-04-19,42.9397
2020-04-20,41.485
2020-04-21,41.1644
2020-04-22,40.169
2020-04-23,41.491
2020-04-24,46.9872
2020-04-25,46.9872
2020-04-26,46.9872
2020-04-27,51.4115
2020-04-28,55.2131
2020-04-29,58.6461
2020-04-30,55.6666
2020-05-01,50.8194
2020-05-02,50.8194
2020-05-03,50.8194
2020-05-04,49.0172
2020-05-05,49.1416
2020-05-06,46.6402
2020-05-07,46.3245
2020-05-08,48.6454
2020-05-09,48.6454
2020-05-10,48.6454
2020-05-11,47.4205
2020-05-12,46.5117
2020-05-13,45.3043
2020-05-14,45.4116
2020-05-15,46.1041
2020-05-16,46.1041
2020-05-17,46.1041
2020-05-18,47.4824
2020-05-19,46.3529
2020-05-20,48.8351
2020-05-21,49.012
2020-05-22,48.2189
2020-05-23,48.2189
2020-05-24,48.2189
2020-05-25,48.2189
2020-05-26,49.7902
2020-05-27,51.1456
2020-05-28,49.6497
2020-05-29,48.4693
2020-05-30,48.4693
2020-05-31,48.4693
2020-06-01,51.0589
2020-06-02,52.7206
2020-06-03,53.9997
2020-06-04,54.7987
2020-06-05,56.1448
2020-06-06,56.1448
2020-06-07,56.1448
2020-06-08,58.6902
2020-06-09,56.8584
2020-06-10,54.3459
2020-06-11,51.7906
2020-06-12,54.2142
2020-06-13,54.2142
2020-06-14,54.2142
2020-06-15,54.8175
2020-06-16,54.3883
2020-06-17,52.87
2020-06-18,52.4043
2020-06-19,52.2061
2020-06-20,52.2061
2020-06-21,52.2061
2020-06-22,52.614
2020-06-23,52.4456
2020-06-24,51.8026
2020-06-25,51.628
2020-06-26,49.4302
2020-06-27,49.4302
2020-06-28,49.4302
2020-06-29,51.7229
2020-06-30,51.7641
2020-07-01,50.9556
2020-07-02,51.863
2020-07-03,51.863
2020-07-04,51.863
2020-07-05,51.863
2020-07-06,53.3509
2020-07-07,51.5154
2020-07-08,51.9538
2020-07-09,49.4995
2020-07-10,50.0065
2020-07-11,50.0065
2020-07-12,50.0065
2020-07-13,49.2622
2020-07-14,48.332
2020-07-15,50.5536
2020-07-16,50.1174
2020-07-17,48.9524
2020-07-18,48.9524
2020-07-19,48.9524
2020-07-20,47.5701
2020-07-21,47.9892
2020-07-22,49.1457
2020-07-23,48.738
2020-07-24,47.8148
2020-07-25,47.8148
2020-07-26,47.8148
2020-07-27,46.4987
2020-07-28,47.1356
2020-07-29,47.8939
2020-07-30,47.9533
2020-07-31,46.0001
2020-08-01,46.0001
2020-08-02,46.0001
2020-08-03,48.4727
2020-08-04,50.4753
2020-08-05,49.6764
2020-08-06,49.5605
2020-08-07,50.3398
2020-08-08,50.3398
2020-08-09,50.3398
2020-08-10,50.6431
2020-08-11,52.3302
2020-08-12,52.3605
2020-08-13,52.1548
2020-08-14,53.1698
2020-08-15,53.1698
2020-08-16,53.1698
2020-08-17,52.4504
2020-08-18,50.5405
2020-08-19,49.5722
2020-08-20,48.3404
2020-08-21,49.4238
2020-08-22,49.4238
2020-08-23,49.4238
2020-08-24,53.4003
2020-08-25,52.2479
2020-08-26,50.8985
2020-08-27,51.9789
2020-08-28,52.9822
2020-08-29,52.9822
2020-08-30,52.9822
2020-08-31,49.8234
2020-09-01,51.3905
2020-09-02,53.1669
2020-09-03,52.3605
2020-09-04,51.6241
2020-09-05,51.6241
2020-09-06,51.6241
2020-09-07,51.6241
2020-09-08,49.8123
2020-09-09,47.6003
2020-09-10,46.5969
2020-09-11,45.7325
2020-09-12,45.7325
2020-09-13,45.7325
2020-09-14,49.042
2020-09-15,47.7414
2020-09-16,49.2794
2020-09-17,48.9247
2020-09-18,47.7169
2020-09-19,47.7169
2020-09-20,47.7169
2020-09-21,44.1979
2020-09-22,44.071
2020-09-23,42.6157
2020-09-24,43.2895
2020-09-25,44.961
2020-09-26,44.961
2020-09-27,44.961
2020-09-28,47.0595
2020-09-29,46.1494
2020-09-30,46.4788
2020-10-01,48.5154
2020-10-02,49.3919
2020-10-03,49.3919
2020-10-04,49.3919
2020-10-05,52.1499
2020-10-06,50.1096
2020-10-07,51.8341
2020-10-08,56.0063
2020-10-09,56.3906
2020-10-10,56.3906
2020-10-11,56.3906
2020-10-12,56.4562
2020-10-13,54.2611
2020-10-14,53.4345
2020-10-15,54.5798
2020-10-16,53.5577
2020-10-17,53.5577
2020-10-18,53.5577
2020-10-19,55.7711
2020-10-20,54.898
2020-10-21,51.2464
2020-10-22,52.2178
2020-10-23,55.0675
2020-10-24,55.0675
2020-10-25,55.0675
2020-10-26,51.4193
2020-10-27,51.7786
2020-10-28,50.9216
2020-10-29,51.0739
2020-10-30,47.9204
2020-10-31,47.9204
2020-11-01,47.9204
2020-11-02,50.7588
2020-11-03,52.3559
2020-11-04,52.2762
2020-11-05,54.2924
2020-11-06,52.1222
2020-11-07,52.1222
2020-11-08,52.1222
2020-11-09,54.6687
2020-11-10,56.529
2020-11-11,53.9133
2020-11-12,51.8203
2020-11-13,54.7165
2020-11-14,54.7165
2020-11-15,54.7165
2020-11-16,57.827
2020-11-17,57.5863
2020-11-18,58.0082
2020-11-19,58.2537
2020-11-20,55.8879
2020-11-21,55.8879
2020-11-22,55.8879
2020-11-23,58.2674
2020-11-24,60.528
2020-11-25,58.8372
2020-11-26,58.8372
2020-11-27,57.2651
2020-11-28,57.2651
2020-11-29,57.2651
2020-11-30,52.9514
2020-12-01,51.6575
2020-12-02,52.3929
2020-12-03,52.0948
2020-12-04,52.7895
2020-12-05,52.7895
2020-12-06,52.7895
2020-12-07,51.3265
2020-12-08,51.5458
2020-12-09,50.757
2020-12-10,50.757
2020-12-11,48.9147
2020-12-12,48.9147
2020-12-13,48.9147
2020-12-14,46.4862
2020-12-15,49.4093
2020-12-16,50.268
2020-12-17,53.9438
2020-12-18,78.9964
2020-12-19,78.9964
2020-12-20,78.9964
2020-12-21,70.0065
2020-12-22,67.249
2020-12-23,65.6104
2020-12-24,67.1363
2020-12-25,67.1363
2020-12-26,67.1363
2020-12-27,67.1363
2020-12-28,66.9169
2020-12-29,65.4997
2020-12-30,65.3655
2020-12-31,65.8958
2021-01-01,65.8958
2021-01-02,65.8958
2021-01-03,65.8958
2021-01-04,60.8165
2021-01-05,61.0574
2021-01-06,60.3326
2021-01-07,60.4469
2021-01-08,61.0277
2021-01-09,61.0277
2021-01-10,61.0277
2021-01-11,60.8889
2021-01-12,62.0204
2021-01-13,65.3993
2021-01-14,66.3727
2021-01-15,67.6287
2021-01-16,67.6287
2021-01-17,67.6287
2021-01-18,67.6287
2021-01-19,63.4335
2021-01-20,63.5387
2021-01-21,62.0616
2021-01-22,62.7612
2021-01-23,62.7612
2021-01-24,62.7612
2021-01-25,60.9474
2021-01-26,61.7967
2021-01-27,60.2086
2021-01-28,61.298
2021-01-29,59.8846
2021-01-30,59.8846
2021-01-31,59.8846
2021-02-01,67.5688
2021-02-02,65.9463
2021-02-03,63.8875
2021-02-04,63.4605
2021-02-05,63.8355
2021-02-06,63.8355
2021-02-07,63.8355
2021-02-08,63.9376
2021-02-09,63.1082
2021-02-10,59.2639
2021-02-11,57.9624
2021-02-12,58.7957
2021-02-13,58.7957
2021-02-14,58.7957
2021-02-15,58.7957
2021-02-16,59.668
2021-02-17,58.1316
2021-02-18,55.6335
2021-02-19,57.0885
2021-02-20,57.0885
2021-02-21,57.0885
2021-02-22,56.0739
2021-02-23,54.1252
2021-02-24,55.7825
2021-02-25,54.5754
2021-02-26,52.8221
2021-02-27,52.8221
2021-02-28,52.8221
2021-03-01,55.2107
2021-03-02,53.8216
2021-03-03,53.2107
2021-03-04,51.9499
2021-03-05,54.2643
2021-03-06,54.2643
2021-03-07,54.2643
2021-03-08,55.8788
2021-03-09,56.3535
2021-03-10,55.777
2021-03-11,57.4735
2021-03-12,55.8892
2021-03-13,55.8892
2021-03-14,55.8892
2021-03-15,54.5558
2021-03-16,52.4833
2021-03-17,52.5609
2021-03-18,50.8829
2021-03-19,49.6223
2021-03-20,49.6223
2021-03-21,49.6223
2021-03-22,50.3852
2021-03-23,49.9074
2021-03-24,48.3549
2021-03-25,50.7331
2021-03-26,52.0033
2021-03-27,52.0033
2021-03-28,52.0033
2021-03-29,52.4263
2021-03-30,52.685
2021-03-31,51.29
2021-04-01,51.5645
2021-04-02,51.5645
2021-04-03,51.5645
2021-04-04,51.5645
2021-04-05,52.3515
2021-04-06,52.1967
2021-04-07,50.7475
2021-04-08,48.9403
2021-04-09,48.6912
2021-04-10,48.6912
2021-04-11,48.6912
2021-04-12,47.2964
2021-04-13,46.1725
2021-04-14,47.464
2021-04-15,46.0719
2021-04-16,46.1302
2021-04-17,46.1302
2021-04-18,46.1302
2021-04-19,44.7765
2021-04-20,42.4837
2021-04-21,44.5047
2021-04-22,43.9719
2021-04-23,46.2125
2021-04-24,46.2125
2021-04-25,46.2125
2021-04-26,48.0144
2021-04-27,50.1863
2021-04-28,52.1483
2021-04-29,50.6425
2021-04-30,51.3423
2021-05-01,51.3423
2021-05-02,51.3423
2021-05-03,54.2823
2021-05-04,54.7782
2021-05-05,54.2909
2021-05-06,55.2687
2021-05-07,58.596
2021-05-08,58.596
2021-05-09,58.596
2021-05-10,57.9498
2021-05-11,52.9919
2021-05-12,49.5679
2021-05-13,50.0412
2021-05-14,54.4618
2021-05-15,54.4618
2021-05-16,54.4618
2021-05-17,53.9678
2021-05-18,54.4897
2021-05-19,54.7311
2021-05-20,56.1271
2021-05-21,57.0716
2021-05-22,57.0716
2021-05-23,57.0716
2021-05-24,57.7768
2021-05-25,57.4514
2021-05-26,59.9706
2021-05-27,60.1963
2021-05-28,60.881
2021-05-29,60.881
2021-05-30,60.881
2021-05-31,60.881
2021-06-01,62.8633
2021-06-02,65.6633
2021-06-03,66.7381
2021-06-04,64.9963
2021-06-05,64.9963
2021-06-06,64.9963
2021-06-07,66.1391
2021-06-08,66.7749
2021-06-09,65.6497
2021-06-10,61.9083
2021-06-11,62.5453
2021-06-12,62.5453
2021-06-13,62.5453
2021-06-14,61.0664
2021-06-15,62.1681
2021-06-16,61.0249
2021-06-17,58.6538
2021-06-18,52.7318
2021-06-19,52.7318
2021-06-20,52.7318
2021-06-21,56.6408
2021-06-22,54.4263
2021-06-23,54.9403
2021-06-24,55.8305
2021-06-25,55.2364
2021-06-26,55.2364
2021-06-27,55.2364
2021-06-28,51.6538
2021-06-29,51.2716
2021-06-30,55.2816
2021-07-01,55.6042
2021-07-02,54.9596
2021-07-03,54.9596
2021-07-04,54.9596
2021-07-05,54.9596
2021-07-06,53.4447
2021-07-07,54.1487
2021-07-08,51.0137
2021-07-09,53.1562
2021-07-10,53.1562
2021-07-11,53.1562
2021-07-12,54.2888
2021-07-13,49.9938
2021-07-14,47.8617
2021-07-15,51.6791
2021-07-16,48.981
2021-07-17,48.981
2021-07-18,48.981
2021-07-19,45.842
2021-07-20,49.0307
2021-07-21,50.9482
2021-07-22,50.9482
2021-07-23,50.7581
2021-07-24,50.7581
2021-07-25,50.7581
2021-07-26,50.4175
2021-07-27,51.8034
2021-07-28,54.5238
2021-07-29,52.4318
2021-07-30,48.1437
2021-07-31,48.1437
2021-08-01,48.1437
2021-08-02,51.4895
2021-08-03,52.9954
2021-08-04,51.7942
2021-08-05,53.1053
2021-08-06,54.3155
2021-08-07,54.3155
2021-08-08,54.3155
2021-08-09,52.9506
2021-08-10,49.5895
2021-08-11,52.007
2021-08-12,51.1016
2021-08-13,51.1895
2021-08-14,51.1895
2021-08-15,51.1895
2021-08-16,50.7647
2021-08-17,49.7677
2021-08-18,49.009
2021-08-19,46.9721
2021-08-20,48.3843
2021-08-21,48.3843
2021-08-22,48.3843
2021-08-23,49.6235
2021-08-24,50.5086
2021-08-25,50.7076
2021-08-26,47.8692
2021-08-27,50.5327
2021-08-28,50.5327
2021-08-29,50.5327
2021-08-30,51.0211
2021-08-31,50.9171
2021-09-01,51.2767
2021-09-02,52.2083
2021-09-03,52.7277
2021-09-04,52.7277
2021-09-05,52.7277
2021-09-06,52.7277
2021-09-07,51.6818
2021-09-08,50.8699
2021-09-09,52.9455
2021-09-10,51.6969
2021-09-11,51.6969
2021-09-12,51.6969
2021-09-13,54.0966
2021-09-14,50.8448
2021-09-15,51.3846
2021-09-16,53.6991
2021-09-17,53.4003
2021-09-18,53.4003
2021-09-19,53.4003
2021-09-20,45.6698
2021-09-21,45.0729
2021-09-22,47.0553
2021-09-23,49.8633
2021-09-24,51.1052
2021-09-25,51.1052
2021-09-26,51.1052
2021-09-27,54.2033
2021-09-28,55.911
2021-09-29,55.9546
2021-09-30,54.6693
2021-10-01,56.9382
2021-10-02,56.9382
2021-10-03,56.9382
2021-10-04,58.0457
2021-10-05,59.3356
2021-10-06,58.1425
2021-10-07,58.4021
2021-10-08,59.4006
2021-10-09,59.4006
2021-10-10,59.4006
2021-10-11,61.2016
2021-10-12,60.3641
2021-10-13,55.6384
2021-10-14,57.7861
2021-10-15,57.8722
2021-10-16,57.8722
2021-10-17,57.8722
2021-10-18,58.2685
2021-10-19,57.7688
2021-10-20,58.9523
2021-10-21,55.9573
2021-10-22,57.1764
2021-10-23,57.1764
2021-10-24,57.1764
2021-10-25,58.9833
2021-10-26,53.3902
2021-10-27,49.5898
2021-10-28,48.8701
2021-10-29,49.1753
2021-10-30,49.1753
2021-10-31,49.1753
2021-11-01,54.3866
2021-11-02,49.0439
2021-11-03,47.0315
2021-11-04,46.7421
2021-11-05,50.1419
2021-11-06,50.1419
2021-11-07,50.1419
2021-11-08,49.6177
2021-11-09,50.378
2021-11-10,49.5537
2021-11-11,50.8929
2021-11-12,52.8573
2021-11-13,52.8573
2021-11-14,52.8573
2021-11-15,51.6431
2021-11-16,50.5382
2021-11-17,57.4921
2021-11-18,59.2024
2021-11-19,59.0519
2021-11-20,59.0519
2021-11-21,59.0519
2021-11-22,55.8227
2021-11-23,54.6058
2021-11-24,54.0897
2021-11-25,54.0897
2021-11-26,50.1248
2021-11-27,50.1248
2021-11-28,50.1248
2021-11-29,50.6296
2021-11-30,46.0859
2021-12-01,45.0496
2021-12-02,45.4574
2021-12-03,43.6335
2021-12-04,43.6335
2021-12-05,43.6335
2021-12-06,44.7107
2021-12-07,45.3217
2021-12-08,47.3585
2021-12-09,46.2645
2021-12-10,45.5787
2021-12-11,45.5787
2021-12-12,45.5787
2021-12-13,42.6546
2021-12-14,42.3587
2021-12-15,44.6907
2021-12-16,44.3746
2021-12-17,45.4229
2021-12-18,45.4229
2021-12-19,45.4229
2021-12-20,44.3524
2021-12-21,47.1289
2021-12-22,47.8498
2021-12-23,48.2876
2021-12-24,48.2876
2021-12-25,48.2876
2021-12-26,48.2876
2021-12-27,49.6477
2021-12-28,49.7941
2021-12-29,45.5482
2021-12-30,44.7419
2021-12-31,46.042
2022-01-01,46.042
2022-01-02,46.042
2022-01-03,47.5733
2022-01-04,48.031
2022-01-05,47.3187
2022-01-06,48.3747
2022-01-07,48.1749
2022-01-08,48.1749
2022-01-09,48.1749
2022-01-10,49.0991
2022-01-11,49.2643
2022-01-12,48.3447
2022-01-13,50.6969
2022-01-14,49.0999
2022-01-15,49.0999
2022-01-16,49.0999
2022-01-17,49.0999
2022-01-18,45.9984
2022-01-19,42.7402
2022-01-20,40.7359
2022-01-21,36.6165
2022-01-22,36.6165
2022-01-23,36.6165
2022-01-24,40.446
2022-01-25,40.1836
2022-01-26,39.2798
2022-01-27,37.7781
2022-01-28,38.4314
2022-01-29,38.4314
2022-01-30,38.4314
2022-01-31,41.6573
2022-02-01,41.8263
2022-02-02,39.6491
2022-02-03,39.3028
2022-02-04,40.7889
2022-02-05,40.7889
2022-02-06,40.7889
2022-02-07,42.4223
2022-02-08,43.4596
2022-02-09,45.4368
2022-02-10,41.1804
2022-02-11,40.2826
2022-02-12,40.2826
2022-02-13,40.2826
2022-02-14,41.7116
2022-02-15,44.6179
2022-02-16,44.1879
2022-02-17,41.8338
2022-02-18,41.629
2022-02-19,41.629
2022-02-20,41.629
2022-02-21,41.629
2022-02-22,41.2115
2022-02-23,40.0885
2022-02-24,41.4934
2022-02-25,43.2878
2022-02-26,43.2878
2022-02-27,43.2878
2022-02-28,41.9566
2022-03-01,37.1853
2022-03-02,38.85
2022-03-03,38.1771
2022-03-04,37.2864
2022-03-05,37.2864
2022-03-06,37.2864
2022-03-07,36.1944
2022-03-08,36.0126
2022-03-09,37.9476
2022-03-10,37.2866
2022-03-11,36.6266
2022-03-12,36.6266
2022-03-13,36.6266
2022-03-14,37.0336
2022-03-15,36.5081
2022-03-16,38.8552
2022-03-17,40.0685
2022-03-18,42.8701
2022-03-19,42.8701
2022-03-20,42.8701
2022-03-21,43.5682
2022-03-22,44.2093
2022-03-23,42.0826
2022-03-24,44.026
2022-03-25,45.477
2022-03-26,45.477
2022-03-27,45.477
2022-03-28,46.1674
2022-03-29,47.6025
2022-03-30,46.271
2022-03-31,47.1001
2022-04-01,47.1001
2022-04-02,47.1001
2022-04-03,47.1001
2022-04-04,48.5384
2022-04-05,46.6307
2022-04-06,46.8334
2022-04-07,45.4641
2022-04-08,45.0495
2022-04-09,45.0495
2022-04-10,45.0495
2022-04-11,43.8669
2022-04-12,42.4826
2022-04-13,42.6386
2022-04-14,42.6386
2022-04-15,42.6386
2022-04-16,42.6386
2022-04-17,42.6386
2022-04-18,42.1491
2022-04-19,46.4426
2022-04-20,45.8558
2022-04-21,44.3737
2022-04-22,41.9352
2022-04-23,41.9352
2022-04-24,41.9352
2022-04-25,41.1171
2022-04-26,37.0091
2022-04-27,35.8541
2022-04-28,41.0119
2022-04-29,42.7696
2022-04-30,42.7696
2022-05-01,42.7696
2022-05-02,42.551
2022-05-03,35.1225
2022-05-04,34.2715
2022-05-05,31.6732
2022-05-06,31.7476
2022-05-07,31.7476
2022-05-08,31.7476
2022-05-09,29.035
2022-05-10,28.4523
2022-05-11,27.3755
2022-05-12,31.0499
2022-05-13,31.1969
2022-05-14,31.1969
2022-05-15,31.1969
2022-05-16,30.8904
2022-05-17,34.5845
2022-05-18,32.7038
2022-05-19,37.1887
2022-05-20,35.3077
2022-05-21,35.3077
2022-05-22,35.3077
2022-05-23,35.5062
2022-05-24,35.8456
2022-05-25,35.0071
2022-05-26,34.4761
2022-05-27,36.8129
2022-05-28,36.8129
2022-05-29,36.8129
2022-05-30,36.8129
2022-05-31,39.5822
2022-06-01,37.7059
2022-06-02,38.3774
2022-06-03,37.6634
2022-06-04,37.6634
2022-06-05,37.6634
2022-06-06,36.3864
2022-06-07,37.448
2022-06-08,35.8788
2022-06-09,34.7683
2022-06-10,33.3935
2022-06-11,33.3935
2022-06-12,33.3935
2022-06-13,31.064
2022-06-14,30.6287
2022-06-15,29.7012
2022-06-16,28.429
2022-06-17,30.8792
2022-06-18,30.8792
2022-06-19,30.8792
2022-06-20,30.8792
2022-06-21,31.7852
2022-06-22,31.0485
2022-06-23,31.0485
2022-06-24,35.7533
2022-06-25,35.7533
2022-06-26,35.7533
2022-06-27,34.7254
2022-06-28,34.1013
2022-06-29,33.2512
2022-06-30,32.4523
2022-07-01,33.0859
2022-07-02,33.0859
2022-07-03,33.0859
2022-07-04,33.0859
2022-07-05,34.7478
2022-07-06,34.7053
2022-07-07,36.472
2022-07-08,36.3333
2022-07-09,36.3333
2022-07-10,36.3333
2022-07-11,34.7827
2022-07-12,36.674
2022-07-13,36.2018
2022-07-14,35.8201
2022-07-15,38.503
2022-07-16,38.503
2022-07-17,38.503
2022-07-18,41.4315
2022-07-19,43.0982
2022-07-20,44.6535
2022-07-21,46.3159
2022-07-22,46.6045
2022-07-23,46.6045
2022-07-24,46.6045
2022-07-25,45.0999
2022-07-26,45.7043
2022-07-27,47.5705
2022-07-28,48.378
2022-07-29,47.4164
2022-07-30,47.4164
2022-07-31,47.4164
2022-08-01,46.528
2022-08-02,47.0021
2022-08-03,51.6578
2022-08-04,51.1414
2022-08-05,52.2006
2022-08-06,52.2006
2022-08-07,52.2006
2022-08-08,53.4533
2022-08-09,48.3552
2022-08-10,48.4279
2022-08-11,50.309
2022-08-12,52.0736
2022-08-13,52.0736
2022-08-14,52.0736
2022-08-15,51.9972
2022-08-16,53.7521
2022-08-17,51.8689
2022-08-18,52.7256
2022-08-19,49.3201
2022-08-20,49.3201
2022-08-21,49.3201
2022-08-22,46.8837
2022-08-23,47.1154
2022-08-24,47.274
2022-08-25,48.5508
2022-08-26,47.5094
2022-08-27,47.5094
2022-08-28,47.5094
2022-08-29,46.2629
2022-08-30,45.4644
2022-08-31,44.0349
2022-09-01,40.7235
2022-09-02,39.6742
2022-09-03,39.6742
2022-09-04,39.6742
2022-09-05,39.6742
2022-09-06,39.1221
2022-09-07,41.1005
2022-09-08,41.1946
2022-09-09,44.8427
2022-09-10,44.8427
2022-09-11,44.8427
2022-09-12,44.4858
2022-09-13,41.4171
2022-09-14,39.9597
2022-09-15,40.8029
2022-09-16,39.5268
2022-09-17,39.5268
2022-09-18,39.5268
2022-09-19,41.3301
2022-09-20,39.6561
2022-09-21,40.0426
2022-09-22,38.2072
2022-09-23,36.5918
2022-09-24,36.5918
2022-09-25,36.5918
2022-09-26,34.365
2022-09-27,33.8326
2022-09-28,33.7245
2022-09-29,31.7809
2022-09-30,31.1289
2022-10-01,31.1289
2022-10-02,31.1289
2022-10-03,34.8516
2022-10-04,41.6561
2022-10-05,40.2272
2022-10-06,38.7379
2022-10-07,37.7374
2022-10-08,37.7374
2022-10-09,37.7374
2022-10-10,36.2314
2022-10-11,37.0665
2022-10-12,36.9553
2022-10-13,37.824
2022-10-14,36.4945
2022-10-15,36.4945
2022-10-16,36.4945
2022-10-17,35.9826
2022-10-18,36.7979
2022-10-19,35.1759
2022-10-20,35.2813
2022-10-21,38.0926
2022-10-22,38.0926
2022-10-23,38.0926
2022-10-24,40.943
2022-10-25,43.0025
2022-10-26,44.2816
2022-10-27,44.0624
2022-10-28,47.5539
2022-10-29,47.5539
2022-10-30,47.5539
2022-10-31,48.4919
2022-11-01,51.5098
2022-11-02,46.9702
2022-11-03,39.1634
2022-11-04,37.8516
2022-11-05,37.8516
2022-11-06,37.8516
2022-11-07,37.1098
2022-11-08,37.448
2022-11-09,36.484
2022-11-10,40.6437
2022-11-11,41.9801
2022-11-12,41.9801
2022-11-13,41.9801
2022-11-14,41.301
2022-11-15,41.301
2022-11-16,39.5879
2022-11-17,38.8107
2022-11-18,38.2011
2022-11-19,38.2011
2022-11-20,38.2011
2022-11-21,38.1447
2022-11-22,39.0743
2022-11-23,39.0137
2022-11-24,39.0137
2022-11-25,38.9511
2022-11-26,38.9511
2022-11-27,38.9511
2022-11-28,39.2534
2022-11-29,41.259
2022-11-30,42.9162
2022-12-01,43.8797
2022-12-02,46.3167
2022-12-03,46.3167
2022-12-04,46.3167
2022-12-05,43.3226
2022-12-06,43.2503
2022-12-07,42.5163
2022-12-08,42.3675
2022-12-09,42.2909
2022-12-10,42.2909
2022-12-11,42.2909
2022-12-12,45.4515
2022-12-13,44.2387
2022-12-14,44.6462
2022-12-15,44.3112
2022-12-16,42.656
2022-12-17,42.656
2022-12-18,42.656
2022-12-19,42.0868
2022-12-20,42.2008
2022-12-21,43.3541
2022-12-22,42.9112
2022-12-23,44.0929
2022-12-24,44.0929
2022-12-25,44.0929
2022-12-26,44.0929
2022-12-27,44.802
2022-12-28,44.3174
2022-12-29,46.2423
2022-12-30,45.6304
2022-12-31,45.6304
2023-01-01,45.6304
2023-01-02,45.6304
2023-01-03,46.3646
2023-01-04,47.1036
2023-01-05,46.5507
2023-01-06,47.8179
2023-01-07,47.8179
2023-01-08,47.8179
2023-01-09,47.8179
2023-01-10,50.2178
2023-01-11,52.7048
2023-01-12,56.4555
2023-01-13,57.0594
2023-01-14,57.0594
2023-01-15,57.0594
2023-01-16,57.0594
2023-01-17,59.0192
2023-01-18,54.2782
2023-01-19,50.3225
2023-01-20,51.8774
2023-01-21,51.8774
2023-01-22,51.8774
2023-01-23,52.3912
2023-01-24,50.1744
2023-01-25,50.1744
2023-01-26,52.2294
2023-01-27,51.535
2023-01-28,51.535
2023-01-29,51.535
2023-01-30,50.2676
2023-01-31,50.3823
2023-02-01,51.083
2023-02-02,52.8064
2023-02-03,55.2011
2023-02-04,55.2011
2023-02-05,55.2011
2023-02-06,53.2937
2023-02-07,56.6989
2023-02-08,57.2846
2023-02-09,52.5085
2023-02-10,51.4838
2023-02-11,51.4838
2023-02-12,51.4838
2023-02-13,51.3686
2023-02-14,50.6647
2023-02-15,51.1266
2023-02-16,49.1056
2023-02-17,49.7104
2023-02-18,49.7104
2023-02-19,49.7104
2023-02-20,49.7104
2023-02-21,46.7235
2023-02-22,45.8466
2023-02-23,45.4059
2023-02-24,40.6551
2023-02-25,40.6551
2023-02-26,40.6551
2023-02-27,38.4419
2023-02-28,37.9293
2023-03-01,36.1822
2023-03-02,38.9525
2023-03-03,37.4394
2023-03-04,37.4394
2023-03-05,37.4394
2023-03-06,36.7825
2023-03-07,35.5718
2023-03-08,34.4005
2023-03-09,32.6929
2023-03-10,31.5653
2023-03-11,31.5653
2023-03-12,31.5653
2023-03-13,30.8096
2023-03-14,29.7383
2023-03-15,29.0206
2023-03-16,29.5006
2023-03-17,28.5679
