,ASIX US Equity
2023-03-18,38.2598
2023-03-19,38.2598
2023-03-20,39.6659
2023-03-21,40.8142
2023-03-22,39.8612
2023-03-23,40.6483
2023-03-24,43.1499
2023-03-25,43.1499
2023-03-26,43.1499
2023-03-27,43.7696
2023-03-28,44.8776
2023-03-29,46.1885
2023-03-30,46.987
2023-03-31,48.9715
2023-04-01,48.9715
2023-04-02,48.9715
2023-04-03,49.9907
2023-04-04,50.5779
2023-04-05,52.5572
2023-04-06,49.9383
2023-04-07,49.9383
2023-04-08,49.9383
2023-04-09,49.9383
2023-04-10,49.6313
2023-04-11,50.0548
2023-04-12,53.5873
2023-04-13,54.4677
2023-04-14,52.5717
2023-04-15,52.5717
2023-04-16,52.5717
2023-04-17,52.3499
2023-04-18,51.1773
2023-04-19,52.3857
2023-04-20,52.0957
2023-04-21,49.4887
2023-04-22,49.4887
2023-04-23,49.4887
2023-04-24,50.7091
2023-04-25,46.7032
2023-04-26,44.8348
2023-04-27,45.2468
2023-04-28,47.0582
2023-04-29,47.0582
2023-04-30,47.0582
2023-05-01,46.4429
2023-05-02,45.3191
2023-05-03,43.7511
2023-05-04,40.6989
2023-05-05,47.04
2023-05-06,47.04
2023-05-07,47.04
2023-05-08,41.8975
2023-05-09,40.2491
2023-05-10,42.1488
2023-05-11,40.88
2023-05-12,40.0425
2023-05-13,40.0425
2023-05-14,40.0425
2023-05-15,41.7106
2023-05-16,40.5719
2023-05-17,42.231
2023-05-18,44.1661
2023-05-19,45.5293
2023-05-20,45.5293
2023-05-21,45.5293
2023-05-22,45.7664
2023-05-23,46.9864
2023-05-24,46.7029
2023-05-25,44.1318
2023-05-26,43.4252
2023-05-27,43.4252
2023-05-28,43.4252
2023-05-29,43.4252
2023-05-30,42.5875
2023-05-31,40.5842
2023-06-01,41.9368
2023-06-02,47.6615
2023-06-03,47.6615
2023-06-04,47.6615
2023-06-05,47.1552
2023-06-06,50.0964
2023-06-07,52.9868
2023-06-08,50.1264
2023-06-09,48.0041
2023-06-10,48.0041
2023-06-11,48.0041
2023-06-12,47.6308
2023-06-13,48.532
2023-06-14,47.4142
2023-06-15,48.4175
2023-06-16,48.4937
2023-06-17,48.4937
2023-06-18,48.4937
2023-06-19,48.4937
2023-06-20,47.4774
2023-06-21,48.1466
2023-06-22,47.0066
2023-06-23,44.3834
2023-06-24,44.3834
2023-06-25,44.3834
2023-06-26,44.9843
2023-06-27,46.0749
2023-06-28,46.3067
2023-06-29,48.3176
2023-06-30,47.5284
2023-07-01,47.5284
2023-07-02,47.5284
2023-07-03,50.2996
2023-07-04,50.2996
2023-07-05,47.4209
2023-07-06,46.9659
2023-07-07,50.3089
2023-07-08,50.3089
2023-07-09,50.3089
2023-07-10,51.2214
2023-07-11,51.4323
2023-07-12,53.4866
2023-07-13,55.127
2023-07-14,53.8471
2023-07-15,53.8471
2023-07-16,53.8471
2023-07-17,54.1035
2023-07-18,55.0336
2023-07-19,54.4941
2023-07-20,55.4248
2023-07-21,54.2123
2023-07-22,54.2123
2023-07-23,54.2123
2023-07-24,56.0407
2023-07-25,58.4153
2023-07-26,59.263
2023-07-27,60.0098
2023-07-28,57.7827
2023-07-29,57.7827
2023-07-30,57.7827
2023-07-31,59.8152
2023-08-01,60.1974
2023-08-02,58.3324
2023-08-03,57.0317
2023-08-04,57.9236
2023-08-05,57.9236
2023-08-06,57.9236
2023-08-07,47.3894
2023-08-08,46.8139
2023-08-09,50.3653
2023-08-10,50.9089
2023-08-11,51.5364
2023-08-12,51.5364
2023-08-13,51.5364
2023-08-14,49.1177
2023-08-15,44.3294
2023-08-16,42.7823
2023-08-17,43.1006
2023-08-18,44.5226
2023-08-19,44.5226
2023-08-20,44.5226
2023-08-21,42.741
2023-08-22,41.2288
2023-08-23,39.8736
2023-08-24,39.9365
2023-08-25,41.1143
2023-08-26,41.1143
2023-08-27,41.1143
2023-08-28,41.5311
2023-08-29,41.6297
2023-08-30,41.1747
2023-08-31,42.1049
2023-09-01,44.7813
2023-09-02,44.7813
2023-09-03,44.7813
2023-09-04,44.7813
2023-09-05,41.164
2023-09-06,40.4965
2023-09-07,37.3823
2023-09-08,37.5204
2023-09-09,37.5204
2023-09-10,37.5204
2023-09-11,36.8687
2023-09-12,36.9052
2023-09-13,36.1895
2023-09-14,41.6196
2023-09-15,41.2871
2023-09-16,41.2871
2023-09-17,41.2871
2023-09-18,40.498
2023-09-19,39.9711
2023-09-20,39.7281
2023-09-21,39.9923
2023-09-22,39.2299
2023-09-23,39.2299
2023-09-24,39.2299
2023-09-25,39.6661
2023-09-26,37.9005
2023-09-27,40.2146
2023-09-28,41.4977
2023-09-29,42.0823
2023-09-30,42.0823
2023-10-01,42.0823
2023-10-02,38.7697
2023-10-03,36.4254
2023-10-04,36.3558
2023-10-05,35.5591
2023-10-06,37.0287
2023-10-07,37.0287
2023-10-08,37.0287
2023-10-09,39.7497
2023-10-10,42.143
2023-10-11,40.8174
2023-10-12,40.5482
2023-10-13,38.5739
2023-10-14,38.5739
2023-10-15,38.5739
2023-10-16,39.9846
2023-10-17,42.2955
2023-10-18,39.8727
2023-10-19,38.9244
2023-10-20,37.7205
2023-10-21,37.7205
2023-10-22,37.7205
2023-10-23,36.0619
2023-10-24,35.8727
2023-10-25,35.9596
2023-10-26,39.48
2023-10-27,38.7369
2023-10-28,38.7369
2023-10-29,38.7369
2023-10-30,39.5358
2023-10-31,38.391
2023-11-01,37.5343
2023-11-02,41.1032
2023-11-03,35.6151
2023-11-04,35.6151
2023-11-05,35.6151
2023-11-06,34.5898
2023-11-07,32.9011
2023-11-08,32.416
2023-11-09,31.7699
2023-11-10,34.146
2023-11-11,34.146
2023-11-12,34.146
2023-11-13,34.6118
2023-11-14,40.109
2023-11-15,41.7606
2023-11-16,41.0578
2023-11-17,44.2567
2023-11-18,44.2567
2023-11-19,44.2567
2023-11-20,45.0881
2023-11-21,42.0598
2023-11-22,42.9447
2023-11-23,42.9447
2023-11-24,43.7971
2023-11-25,43.7971
2023-11-26,43.7971
2023-11-27,43.3504
2023-11-28,42.2908
2023-11-29,43.6043
2023-11-30,42.7699
2023-12-01,44.8407
2023-12-02,44.8407
2023-12-03,44.8407
2023-12-04,46.796
2023-12-05,44.1289
2023-12-06,44.3134
2023-12-07,47.6059
2023-12-08,47.1048
2023-12-09,47.1048
2023-12-10,47.1048
2023-12-11,45.7052
2023-12-12,45.7792
2023-12-13,49.947
2023-12-14,53.4304
2023-12-15,54.4929
2023-12-16,54.4929
2023-12-17,54.4929
2023-12-18,56.1878
2023-12-19,57.0295
2023-12-20,56.6915
2023-12-21,58.3924
2023-12-22,58.7831
2023-12-23,58.7831
2023-12-24,58.7831
2023-12-25,58.7831
2023-12-26,59.3751
2023-12-27,58.2217
2023-12-28,57.4384
2023-12-29,54.7133
2023-12-30,54.7133
2023-12-31,54.7133
2024-01-01,54.7133
2024-01-02,54.0501
2024-01-03,50.4065
2024-01-04,49.6991
2024-01-05,48.4336
2024-01-06,48.4336
2024-01-07,48.4336
2024-01-08,49.2871
2024-01-09,44.4853
2024-01-10,43.6063
2024-01-11,42.5565
2024-01-12,41.5801
2024-01-13,41.5801
2024-01-14,41.5801
2024-01-15,41.5801
2024-01-16,40.2485
2024-01-17,38.4222
2024-01-18,39.3708
2024-01-19,39.6332
2024-01-20,39.6332
2024-01-21,39.6332
2024-01-22,42.0544
2024-01-23,41.9302
2024-01-24,41.5806
2024-01-25,43.1408
2024-01-26,44.6694
2024-01-27,44.6694
2024-01-28,44.6694
2024-01-29,44.801
2024-01-30,44.801
2024-01-31,41.3623
2024-02-01,44.4669
2024-02-02,41.5327
2024-02-03,41.5327
2024-02-04,41.5327
2024-02-05,41.4374
2024-02-06,42.0793
2024-02-07,42.4984
2024-02-08,43.6698
2024-02-09,45.3735
2024-02-10,45.3735
2024-02-11,45.3735
2024-02-12,49.1571
2024-02-13,45.2516
2024-02-14,47.1766
2024-02-15,51.3899
2024-02-16,56.4296
2024-02-17,56.4296
2024-02-18,56.4296
2024-02-19,56.4296
2024-02-20,51.6327
2024-02-21,50.4263
2024-02-22,52.1457
2024-02-23,52.8833
2024-02-24,52.8833
2024-02-25,52.8833
2024-02-26,49.8369
2024-02-27,51.0729
2024-02-28,51.0395
2024-02-29,52.5776
2024-03-01,50.6796
2024-03-02,50.6796
2024-03-03,50.6796
2024-03-04,51.4379
2024-03-05,48.1418
2024-03-06,48.3493
2024-03-07,49.6688
2024-03-08,49.4282
2024-03-09,49.4282
2024-03-10,49.4282
2024-03-11,50.1773
2024-03-12,49.0674
2024-03-13,50.5989
2024-03-14,46.1862
2024-03-15,47.472
2024-03-16,47.472
2024-03-17,47.472
2024-03-18,45.3885
2024-03-19,45.6164
2024-03-20,50.6257
2024-03-21,50.9901
2024-03-22,49.446
2024-03-23,49.446
2024-03-24,49.446
2024-03-25,49.2745
2024-03-26,48.1009
2024-03-27,52.2531
2024-03-28,55.4774
2024-03-29,55.4774
2024-03-30,55.4774
2024-03-31,55.4774
2024-04-01,50.7503
2024-04-02,51.4835
2024-04-03,52.4297
2024-04-04,52.2596
2024-04-05,54.5472
2024-04-06,54.5472
2024-04-07,54.5472
2024-04-08,52.9377
